@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0038138029,SCOPUS_ID:0038138029,2-s2.0-0038138029,Herbivore foraging in chemically heterogeneous environments: Nutrients and secondary metabolites,Behmer S.T.,Ecology,00129658,83,9,2489-2501,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2489:HFICHE]2.0.CO;2,"We provide an exemplar study for investigating the manner and extent to which plant secondary metabolites (PSMs) influence nutritional regulation in herbivores selecting among multiple foods. Two experiments were performed using the African migratory locust, Locusta migratoria (L.). In both cases, locusts were given access to multiple synthetic foods that varied in their concentration of the two most strongly regulated nutrients (protein and digestible carbohydrate) and a carbon-based PSM, tannic acid (TA). Insects in the first experiment were given two suboptimal but complementary foods: a high-protein, low-carbohydrate food and a low-protein, high-carbohydrate food. Tannic acid was then added to one food type but not the other, to both, or to neither food type. Here we could see how the addition of TA to a food with a specific protein: carbohydrate profile influenced nutritional regulatory responses. In a second experiment, locusts were given a high-protein, low-carbohydrate food and a low-protein, high-carbohydrate food, both of which contained TA. A third TA-free food containing one of five different protein: carbohydrate ratios was also provided. This experiment provided an opportunity to measure the extent to which a TA-free resource would be incorporated into the diet in relation to its nutrient content. Results indicated that the extent to which locusts regulated their protein: carbohydrate intake depended on the protein: carbohydrate composition of the TA-free foods in their environments. It was evident that TA is more effective as a feeding deterrent than as a post-ingestive toxin, but its effectiveness as a feeding deterrent is strongly linked to the protein: carbohydrate composition of the food in which it occurs. We discuss these findings within the context of plant defense theory and models of foraging behavior.",137,Journal,ar,Article,100,3,3,African migratory locust | Chemical heterogeneity | Feeding deterrent | Foraging | Herbivores | Locusta migratoria | Nutrition | Plant secondary metabolites | Protein: carbon ratio | State-space models | Tannic acid,20308,undefined,0,FALSE,95,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038082020,SCOPUS_ID:0038082020,2-s2.0-0038082020,Local plant diversity patterns and evolutionary history at the regional scale,Pärtel M.,Ecology,00129658,83,9,2361-2366,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2361:LPDPAE]2.0.CO;2,"The effect of evolutionary history on local-scale diversity patterns has often been suggested, but not shown. I explored whether widely described local-scale relationships between plant species richness and soil pH are related to evolutionary history. I expected positive relationships to occur between richness and pH if the pool of species that is suited for high pH soil is larger than the pool of species that is suited for low pH soil. In contrast, I expected negative relationships to occur between richness and pH if the pool of species that is suited for low pH soil is larger than the pool of species that is suited for high pH soil. I call this the species pool concept, because the direction of the relationship between richness and pH depends on whether the species pool has evolutionary origin on soils of high or low pH. I used 85 published studies from all over the world and found that positive relationships between richness and pH were significantly more probable in floristic regions where evolutionary centers were on high pH soils, and negative relationships between richness and pH were more probable in regions where evolutionary centers were on low pH soils. Because soil pH increases with latitude, I also found that the relationship between richness and pH was positive at high latitudes and negative at low latitudes. Consequently, local relationships between plant diversity and soil pH are clearly related to evolutionary history.",278,Journal,ar,Article,100,1,1,Acidity | Biogeography | Diversity | Soil pH | Species pool | Species richness | Vascular plants,20308,undefined,0,FALSE,96,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037888162,SCOPUS_ID:0037888162,2-s2.0-0037888162,How should detection probability be incorporated into estimates of relative abundance?,MacKenzie D.,Ecology,00129658,83,9,2387-2393,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2387:HSDPBI]2.0.CO;2,"Determination of the relative abundance of two populations, separated by time or space, is of interest in many ecological situations. We focus on two estimators of relative abundance, which assume that the probability that an individual is detected at least once in the survey is either equal or unequal for the two populations. We present three methods for incorporating the collected information into our inference. The first method, proposed previously, is a traditional hypothesis test for evidence that detection probabilities are unequal. However, we feel that, a priori, it is more likely that detection probabilities are actually different; hence, the burden of proof should be shifted, requiring evidence that detection probabilities are practically equivalent. The second method we present, equivalence testing, is one approach to doing so. Third, we suggest that model averaging could be used by combining the two estimators according to derived model weights. These differing approaches are applied to a mark-recapture experiment on Nuttall's cottontail rabbit (Sylvilagus nuttallii) conducted in central Oregon during 1974 and 1975, which has been previously analyzed by other authors.",199,Journal,ar,Article,100,2,2,Bioequivalence | Capture-recapture | Detection probability | Equivalence testing | Growth rate | Hypothesis testing | Model averaging | Nuttall's cottontail rabbit | Relative abundance | Sylvilagus nuttallii,20308,undefined,0,FALSE,97,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037800367,SCOPUS_ID:0037800367,2-s2.0-0037800367,Aggregate effects of multiple predator species on a shared prey,Sokol-Hessner L.,Ecology,00129658,83,9,2367-2372,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2367:AEOMPS]2.0.CO;2,"We evaluated the potential for emergent nonlinear effects of multiple predators on mortality of a shared prey species by conducting experiments in cages in an old field. We examined interactions among three spider predators, Pisaurina mira, Phidippus rimator, and Rabidosa rabida, and a grasshopper prey Melanoplus femurrubrum. The predators have disparate hunting behaviors and are located in different parts of the vegetation canopy used by the grasshoppers, suggesting the potential for nonlinear effects. We examined the effects of spider species singly and in all possible combinations using a substitutive design in each of two years. Multiple predator effects on grasshopper mortality were generally the average of the corresponding single-species effects, indicating that the species effects were largely substitutable. This result indicates that it is reasonable to aggregate these predator species into a single functional unit, despite their disparate individual effects on grasshopper prey, when modeling predator-prey interactions for this system.",76,Journal,ar,Article,100,2,2,Aggregating species by functional group | Direct interaction | Emergent nonlinear effects | Grasshopper prey | Hunting spider predators | Individual species vs. functional group | Multiple predator effects | Predation risk enhancement or reduction,20308,undefined,0,FALSE,98,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037800366,SCOPUS_ID:0037800366,2-s2.0-0037800366,Quantitative descriptors of food-web matrices,Bersier L.F.,Ecology,00129658,83,9,2394-2407,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2394:QDOFWM]2.0.CO;2,"A food web customarily describes the qualitative feeding relationships in a community. Descriptors have been used to extract ecologically meaningful information from such data, e.g., the proportion of top species (the proportion of taxa without consumers) or vulnerability (the average number of consumers per taxon). Analyses of collections of food webs based on these properties have revealed regularities that fostered the formulation of models of food-web structure. However, it has been shown that most of these qualitative descriptors are highly sensitive to the varying levels of sampling effort used to document a food web. The principal problem is that webs described extensively include trophic links of highly uneven magnitude, with typically few strong/important links and a wealth of weak ones; with qualitative descriptors, the same weight is given to all trophic interactions. To overcome this problem, food webs should be described and analyzed quantitatively. Consequently, we propose here a suite of food-web descriptors, which are built on information-theory indices and take the magnitude of the trophic interactions into account. We define descriptors having a similar meaning as the classical qualitative indices. Two versions of each quantitative descriptor are proposed, one giving the same weight to each taxon, and one weighting each taxon by the total amount of its incoming and outgoing biomass flows. We use a published quantitative food Web to exemplify the computation of the new descriptors, and discuss their potential and limitations.",358,Journal,re,Review,100,3,3,"Chesapeake Bay (USA) mesohaline ecosystem | Connectance | Food web, quantitative descriptors | Information-theory indices | Omnivory | Sampling effect | Shannon index | Trophic links",20308,undefined,0,FALSE,99,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037800365,SCOPUS_ID:0037800365,2-s2.0-0037800365,The developmental strategies of endoparasitoid wasps vary with host feeding ecology,Harvey J.A.,Ecology,00129658,83,9,2439-2451,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2439:TDSOEW]2.0.CO;2,"Among the most important trade-offs in life history evolution is whether to grow larger at the cost of longer development time, or to develop more rapidly at the cost of reduced size. For insect herbivores, resolution of this trade-off is thought to be strongly influenced by feeding ecology and mortality risks. In contrast, how these factors might affect the developmental strategies of third trophic level organisms, like parasitoid wasps, is less understood. To address this question, we compared the development of larval endoparasitoids in the families Ichneumonidae and Braconidae that parasitize larval stage herbivores in the order Lepidoptera. The campoplegine ichneumonid Venturia canescens parasitized concealed hosts and exhibited a developmental strategy that favored progeny size over development time. In contrast, the closely related ichneumonid Campoletis sonorensis parasitized exposed hosts and exhibited the opposite strategy of favoring rapid development time over size. The microgastrine braconid Microplitis croceipes attacks partially concealed hosts and showed evidence of a trade-off between maximizing body size and minimizing development times. These results suggested that parasitoids attacking apparent, foliar-feeding hosts may favor rapid development time over size while parasitoids that attack concealed hosts favor size over development time. A broader survey of the literature supported the trends found in our experimental studies. The braconids and ichneumonids examined in this study also exhibit distinct differences in larval feeding and pupation behavior. These developmental traits did not appear to affect the size-development time continuum. However, these traits may affect the size range of hosts that larval endoparasitoids can successfully exploit.",166,Journal,ar,Article,100,2,2,"Campoletis sonorensis | Development, insect | Herbivore, insect | Insects | Life history | Microplitis croceipes | Parasitoid | Venturia canescens",20308,undefined,0,FALSE,100,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037550275,SCOPUS_ID:0037550275,2-s2.0-0037550275,Predator-induced life-history plasticity under time constraints in pool frogs,Altwegg R.,Ecology,00129658,83,9,2542-2551,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2542:PILHPU]2.0.CO;2,"The mere presence of predators often decreases the growth rate of prey individuals, which devote energy and time to predator avoidance mechanisms. However, if time constraints are present, the prey individuals might be forced to neglect predators in order to grow faster. Amphibian larvae lower their activity when exposed to predators, which increases their survival probability but lowers their growth rate. I investigated how time constraints affect the growth strategies of pool frogs (Rana lessonae) in the presence and absence of caged (i.e., nonlethal) predators, and what the consequences are for their survival during the larval and the subsequent terrestrial life stage. In two outdoor experiments, I limited the available development time by delaying the hatching date, and by simulating pond drying. Tadpoles whose hatching date was experimentally delayed reduced their development and their activity less in the presence of predators than did control tadpoles. The survival consequences of caged predators was similar for early- and late-hatched tadpoles. Tadpoles exposed to falling water level increased their developmental rate compared to constant-water-level controls. In response to predators, however, tadpoles decreased activity and developmental rate, regardless of the water level treatment. Survival in treatments combining fast drying and caged predators was lower than in the other treatments. These results suggest that time constraints critically affect the role of predators in the life history of pool frogs and might change the relative importance of lethal and nonlethal predator effects on their population dynamics.",85,Journal,ar,Article,100,1,1,Anax imperator | Anura | Complex life cycles | Life history | Metamorphosis | Phenotypic plasticity | Pond drying | Rana lessonae | Seasonality | Terrestrial juvenile frog | Time constraints,20308,undefined,0,FALSE,101,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0012830326,SCOPUS_ID:0012830326,2-s2.0-0012830326,Scale-dependent relationships between treefalls and species richness in a neotropical montane forest,Grau H.,Ecology,00129658,83,9,2591-2601,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2591:SDRBTA]2.0.CO;2,"Recent community studies found no relationship between treefall regime and species richness at the scale of individual treefalls. Here, spatial patterns of trees >5 cm diameter and treefalls (mostly dated by using dendroecological techniques) were described in 6 ha of subtropical montane forest in northwest Argentina, to explore the relationships between treefalls and tree community composition at different spatial scales. Time since gap formation showed spatial autocorrelation at spatial scales smaller than 5000 m2 (Moran's I coefficient). Point pattern analysis (Ripley's K function) showed that very recent treefalls (1990-1997) are spatially associated with previous treefalls (1978-1987) at scales of 1000-5000 m2. At the scale of individual treefalls (100-400 m2), species richness was uncorrelated with treefall regime, and shade-tolerant and light-demanding species were not discriminated in a multidimensional scaling ordination analysis. However, correlation between treefalls and species richness, and the discrimination of regeneration groups, increased abruptly at the scales of treefall aggregations. In agreement with previous studies, this study suggests that isolated treefalls have little effect on species composition and diversity, probably due to recruitment limitation. Instead, this study shows that at scales >1000 m2, treefall regime is a good predictor of species richness and composition of regeneration groups. This may be because treefall aggregations and gap expansion increase the probability of new nearby treefalls being colonized by light-demanding species. These results emphasize the importance of scale and spatial dynamics of disturbances and species dispersal in the study of canopy disturbances and their effects on community composition and diversity.",41,Journal,ar,Article,100,1,1,Argentina | Dendroecology | Disturbance regime | Disturbance-diversity relationships | Intermediate disturbance hypothesis | Multidimensional scaling | Neotropical montane forests | Recruitment limitation | Ripley's K function | Spatial scale | Tree life history,20308,undefined,0,FALSE,102,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0012731599,SCOPUS_ID:0012731599,2-s2.0-0012731599,Life at the edge: Is food quality really of minor importance at low quantities?,Boersma M.,Ecology,00129658,83,9,2552-2561,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2552:LATEIF]2.0.CO;2,"There is increasing evidence that the quality of nutrient-limited algae is suboptimal for zooplankton production: These effects of nutrient limitation are supposed to be important mainly at higher concentrations of food because at lower quantities the overall energetic limitation of body growth should hide the effect of mineral limitations. This has been hypothesized in a variety of papers, but experimental evidence is still weak. In the present study we carried out a set of growth experiments investigating the effect of food quality at very low food levels ranging from 30 μg C/L up to 150 μg C/L. In all of the experiments, the growth rates of Daphnia magna neonates were lower when grown on P-limited Scenedesmus obliquus. This effect disappeared when phosphorus was added to the P-limited algae prior to feeding, indicating that mineral limitation can occur even at very low levels of food. Neonates born to mothers raised on either high- or low-P Scenedesmus were analyzed for body mass and lipid content as well as mass-specific phosphorus content to check for possible differential investment into neonates in different environments. Although mass-specific phosphorus content was higher in animals born from mothers grown on high-P algae, when fed low quantities of P-limited algae, growth rates of neonates born under low-P conditions were higher than those of animals born under high-P conditions. This can be explained by an increased body lipid content of low-P neonates, even though there were no differences in neonate body mass between treatments. These results illustrate the importance of the incorporation of low food concentrations in ecological stoichiometry models.",107,Journal,ar,Article,100,2,2,Daphnia | Food concentration | Nutrient | Phosphorus | Stoichiometry | Threshold concentration,20308,undefined,0,FALSE,103,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0012163440,SCOPUS_ID:0012163440,2-s2.0-0012163440,Validating population viability analysis for corrupted data sets,Holmes E.E.,Ecology,00129658,83,9,2379-2386,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2379:VPVAFC]2.0.CO;2,"Diffusion approximation (DA) methods provide a powerful tool for population viability analysis (PVA) using simple time series of population counts. These methods have a strong theoretical foundation based on stochastic age-structured models, but their application to data with high sampling error or age-structure cycles has been problematic. Recently, a new method was developed for estimating DA parameters from highly corrupted time series. We conducted an extensive cross-validation of this new method using 189 long-term time series of salmon counts with very high sampling error and nonstable age-structure fluctuations. Parameters were estimated from one segment of a time series, and a subsequent segment was used to evaluate the predictions regarding the risk of crossing population thresholds. We also tested the theoretical distributions of the estimated parameters. The distribution of parameter estimates is an essential aspect of a PVA because it allows one to calculate confidence levels for risk metrics. This study is the first data-based cross-validation of these theoretical distributions. Our cross-validation analyses found that, when parameterization methods designed for corrupted data sets are used, DA predictions are very robust even for problematic data. Estimates of the probability of crossing population thresholds were unbiased, and the estimated parameters closely followed the expected theoretical distributions.",54,Journal,ar,Article,100,2,2,Dennis method | Dennis-Holmes method | Diffusion approximation | Extinction | Model validation | Population viability analysis | Salmon | Sampling error,20308,undefined,0,FALSE,104,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0005205167,SCOPUS_ID:0005205167,2-s2.0-0005205167,Bayesian analysis of metapopulation data,O'Hara R.,Ecology,00129658,83,9,2408-2415,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2408:BAOMD]2.0.CO;2,"A Bayesian approach is used to develop a method for fitting a metapopulation model (the incidence function model) to data on habitat patch occupancy, providing estimates of the five model parameters. Parameter estimation is carried out using a Markov chain Monte Carlo sampler, and data augmentation is used to include the effect of missing data in the analysis. The Bayesian approach allows us to take into account uncertainty about the parameter estimates when making predictions with the model. We demonstrate the methods of parameter estimation and prediction with simulated data. We first simulated metapopulation dynamics in real habitat patch networks with given parameter values and sampled the simulated data. Parameters were estimated both from full data sets, and from data sets with data for many years treated as missing. These estimates were then used to predict the distribution of time to extinction in modified networks, where patch areas had been reduced so that the real parameter values led to metapopulation extinction within ∼30 yr. We were successfully able to fit the model and found that, in some cases, the predictions can be sensitive to one of the parameters.",63,Journal,ar,Article,100,4,4,Bayesian inference | Data augmentation | Habitat patch occupancy | Markov chain Monte Carlo (MCMC) | Metapopulation model | Population viability analyses (PVA),20308,undefined,0,FALSE,105,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0003317329,SCOPUS_ID:0003317329,2-s2.0-0003317329,The effects of salinity and nutrients on a tritrophic salt-marsh system,Moon D.,Ecology,00129658,83,9,2465-2476,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2465:TEOSAN]2.0.CO;2,"In recent years, ecologists have begun to develop a more fine-grained and integrative approach to examining the importance of top-down and bottom-up effects on herbivore populations by investigating how changes in abiotic heterogeneity affect the relative roles of these forces. We performed two factorial field experiments to determine how increasing salinity and nutrient supply affected the relative strengths of top-down and bottom-up forces among the gall-making midge, Asphondylia borrichiae, its host plant Borrichia frutescens, and a suite of parasitoids. Salinity was increased by the addition of salt pellets, and nutrient supply was increased by the addition of fertilizer. In both experiments, parasitism pressure was decreased by trapping hymenopteran parasitoids with yellow sticky traps. In both experiments, bottom-up manipulations had significant effects on gall density. Elevated salinity levels decreased the number of galls per 200 Borrichia stems, and fertilization increased the number of galls. In the salt-stress experiment, increased salinity decreased gall parasitism, and in the fertilization experiment, fertilizer increased parasitism of galls, but the direct effects of these treatments on gall density outweighed the indirect effects mediated by parasitoids. Parasitoid-removal treatments resulted in only small (and not statistically significant) changes in gall parasitism in the salt-stress experiment, and there was no significant effect on gall density. In the fertilization experiment, parasitoid-removal treatments reduced parasitism of galls, and this resulted in an increase in gall density over time. Thus, bottom-up effects were strong and consistent in both experiments, but top-down effects appeared weaker and inconsistent. Stem morphology, which was altered by salt and fertilizer, also affected gall density and parasitism, and there was some evidence that the strength of top-down forces on gall density varied with stem type. The results of this study show that, in this system, top-down effects of parasitism are dependent upon the bottom-up effects of host plant quality and morphology resulting from abiotic heterogeneity. As such, the relative importance of top-down effects can change depending upon the relative nutrient supply or salinity of the environment.",43,Journal,ar,Article,100,2,2,"Asphondylia borrichiae | Borrichia frutescens | Bottom-up | Fertilization | Gall midge | Nitrogen | Parasitoids | Plant quality | Salt marsh (Florida, USA) | Salt stress | Top-down",20308,undefined,0,FALSE,106,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001380276,SCOPUS_ID:0001380276,2-s2.0-0001380276,Geographic patterns in plant-pollinator mutualistic networks,Olesen J.,Ecology,00129658,83,9,2416-2424,2002-09-01,1 September 2002,10.1890/0012-9658(2002)083[2416:GPIPPM]2.0.CO;2,"Recent reviews of plant-pollinator mutualistic networks showed that generalization is a common pattern in this type of interaction. Here we examine the ecological correlates of generalization patterns in plant-pollinator networks, especially how interaction patterns covary with latitude, elevation, and insularity. We review the few published analyses of whole networks and include unpublished material, analyzing 29 complete plant-pollinator networks that encompass arctic, alpine, temperate, Mediterranean, and subtropical-tropical areas. The number of interactions observed (I) was a linear function of network size (M) the maximum number of interactions: ln I = 0.575 + 0.61 ln M; R2 = 0.946. The connectance (C), the fraction of observed interactions relative to the total possible, decreased exponentially with species richness, the sum of animal and plant species in each community (A + P): C = 13.83 exp[-0.003(A + P)]. After controlling for species richness, the residual connectance was significantly lower in highland (>1500 m elevation) than in lowland networks and differed marginally among biogeographic regions, with both alpine and tropical networks showing a trend for lower residual connectance. The two Mediterranean networks showed the highest residual connectance. After correcting for variation in network size, plant species were shown to be more generalized at higher latitude and lowland habitats, but showed increased specialization on islands. Oceanic island networks showed an impoverishment of potential animal pollinators (lower ratio of animal to plant species, A:P, compared to mainland networks) associated with this trend of increased specialization. Plants, but not their flower-visiting animals, supported the often-repeated statements about higher specificity in the tropics than at higher latitudes. The pattern of interaction build-up as diversity increases in pollination networks does not differ appreciably from other mutualisms, such as plant-seed disperser networks or more complex food webs.",405,Journal,ar,Article,100,2,2,Food web | Geographic variation | Insects | Interaction-web connectance | Mutualism | Networks | Plant-animal interaction | Pollination | Specialization,20308,undefined,0,FALSE,107,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038814756,SCOPUS_ID:0038814756,2-s2.0-0038814756,Using anthropogenic contaminants and stable isotopes to assess the feeding ecology of Greenland sharks,Fisk A.,Ecology,00129658,83,8,2162-2172,2002-08-01,1 August 2002,10.1890/0012-9658(2002)083[2162:UACASI]2.0.CO;2,"Organochlorine contaminants (OCs) are a large group of ubiquitous pollutants that have potential as tracers of ecological processes. To examine this utility, we measured OCs, stable isotopes of nitrogen (δ15N) and carbon (δ15C), and stomach contents in a large Arctic marine fish, the Greenland shark (Somniosus microcephalus), collected in the Davis Strait region to examine the feeding ecology of this little studied elasmobranch. Stable isotopes and OCs were also measured in the turbot (Reinhardtius hippoglossoides) and stable isotopes in the ringed seal (Phoca hispida) and harp seal (Pagophilus groenlandicus) to put the shark results in context. Values of δ15N suggest that the Greenland shark feeds at a similar trophic level as the turbot and ringed seal (about the fourth trophic level) and at a higher trophic level than harp seals, despite the presence of many turbot and a single ringed seal in the stomach contents of 14 sharks. Values of δ13C indicate that source of carbon in turbot and Greenland shark is of a more pelagic origin than in ringed and harp seals. High concentrations of biomagnifying OCs in the sharks compared with the turbot (concentration 10-100X lower) and ringed seals (3-10X lower) suggest that the sharks feed at a higher trophic level than implied by stable isotopes. High urea levels found in the tissues of sharks may influence δ15N values, resulting in an underestimate of shark trophic position, and requires additional study. The presence of a ringed seal in the stomach of one shark, relatively high levels of a contaminant metabolite (oxychlordane; slowly formed in fish) in some sharks, and high OC levels suggest that seals may be a common food item of some Greenland sharks. This study shows the utility of using OCs in ecological study and suggests caution when interpreting stable-isotope data as a single indicator of trophic position.",191,Journal,ar,Article,100,4,4,Arctic | Elasmobranchs | Feeding ecology | Greenland shark | Marine mammals | Organochlorine contaminants | Pollutants | Seals | Stable isotopes | Trophic position,20308,undefined,0,FALSE,108,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038814755,SCOPUS_ID:0038814755,2-s2.0-0038814755,State-dependent energy allocation in variable environments: Life history evolution of a rotifer,Shertzer K.,Ecology,00129658,83,8,2181-2193,2002-08-01,1 August 2002,10.1890/0012-9658(2002)083[2181:SDEAIV]2.0.CO;2,"We present a framework for studying the evolution of state-dependent life history strategies in unpredictable environments. A dynamic energy budget model tracks the flow of energy through individuals and is parameterized using the rotifer species Brachionus calyciflorous: Ingested energy is allocated between new growth, energy reserves, and reproductive effort, in proportions determined by the organism's physiological state, leading to a three-way trade-off when food supplies are unpredictable. The model generates testable predictions regarding how variability in food affects optimal allocation strategies. There is selection for indeterminate growth and for norms of reaction in body size, storage, and age at maturity. Harsher environments select for smaller sizes and increased storage and, consequently, greater ability to withstand starvation. The model's predictions about body size, age at maturity, and effects of food deprivation are consistent with experimental results for B. calyciflorous, indicating that these life history traits have all been shaped by evolution of energy allocation and storage strategies in response to environmental variability.",25,Journal,ar,Article,100,2,2,Brachionus calyciflorous | Dynamic energy budget model | Genetic algorithm | Indeterminate growth | Life history theory | Norm of reaction | Rotifers | State-dependent | Storage | Variable environments,20308,undefined,0,FALSE,109,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038682142,SCOPUS_ID:0038682142,2-s2.0-0038682142,Ecology of ecotones: Interactions between salamanders on a complex environmental gradient,Grover M.,Ecology,00129658,83,8,2112-2123,2002-08-01,1 August 2002,10.1890/0012-9658(2002)083[2112:EOEIBS]2.0.CO;2,"We investigated factors that define boundaries between assemblages of streamside and terrestrial plethodontid salamanders by manipulating the moisture gradient in the ecotone between headwater streams and upland forests in the Allegheny Mountains of Virginia. Two experiments tested the hypothesis that microhabitat distributions of species change in response to competitors whose distributions are controlled by variation across the landscape at a larger scale. In the first experiment we created replicated seeps (continuously moist patches) 3 m and 15 m from streams. Desmognathus fuscus, a streamside species, began to increase in density at streamside seeps and to colonize distant seeps within 1.5 mo of their construction. Plethodon cinereus, a small terrestrial species, initially responded favorably to distant seeps but was displaced as seeps were colonized by streamside species. The D. fuscus colonists remained on distant plots with seeps 22 mo after water to seeps was turned off and the habitat had returned to pretreatment conditions. On streamside plots P. cinereus occurred at low densities initially and was quickly displaced by D. fuscus from portions of the plots near seeps. Gyrinophilus porphyriticus, a large streamside species, and Plethodon glutinosus, a large terrestrial species, were less abundant but exhibited responses that were similar to those of D. fuscus and P. cinereus, respectively. In the second experiment we created seeps in upland forests >30 m from the nearest stream or natural seep, more than twice as far from a source of colonists as the distant seeps in the first experiment. The creation of seeps was crossed with the addition of logs and rocks as cover objects in a replicated factorial design. Plethodon cinereus became more abundant and had greater mass adjusted for body size on plots with seeps than on control plots. Abundance of P. cinereus also increased with the addition of cover objects. Plethodon glutinosus was unaffected by the seeps. Streamside salamanders were rare or absent on all plots. These experiments demonstrate that the response of a species to an environmental perturbation can depend on the spatial context and presence of competitors or predators, and that the response may persist much longer than the perturbation itself.",41,Journal,ar,Article,100,2,2,Amphibian | Colonization | Dispersal | Ecotone | Field experiment | Habitat selection | Landscape | Moisture gradient | Plethodontidae | Salamander | Species interactions | Virginia,20308,undefined,0,FALSE,110,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038477006,SCOPUS_ID:0038477006,2-s2.0-0038477006,Experimental venue and estimation of interaction strength,Skelly D.,Ecology,00129658,83,8,2097-2101,2002-08-01,1 August 2002,10.1890/0012-9658(2002)083[2097:EVAEOI]2.0.CO;2,"Ecologists utilize laboratories, mesocosms, and field environments as the settings for their experiments. However, the ways in which these venues influence experimental outcomes remain poorly understood. I tested the effect of experimental venue by conducting parallel manipulations in mesocosms and in the field. A target-neighbor experiment estimating the impact of larval wood frog (Rana sylvatica) density on the performance of spring peeper (Pseudacris crucifer) larvae was carried out in a set of artificial pond mesocosms and within mesh enclosures placed in natural ponds. Larvae of P. crucifer suffered sharp reductions in growth and development in the presence of increasing R. sylvatica densities when reared in mesocosms, but showed no response in field enclosures. A comparative test suggested that mesocosms yielded relatively unrealistic responses. These findings demonstrate that, apart from other considerations such as spatial scale, experimental venue can alter conclusions regarding interactions between species. If venue dependence is widespread, ecologists will need to strategically assess the choice of venue when considering the goals of their experiments.",119,Journal,ar,Article,100,1,1,Amphibian | Anura | Competition | Effects on growth and development | Experimental design trade-off | Field experiments vs. mesocosm experiments | Mesocosms | Pseudacris crucifer | Rana sylvatica | Realism in experiments | Trade-off,20308,undefined,0,FALSE,111,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038477005,SCOPUS_ID:0038477005,2-s2.0-0038477005,"How often do fishes ""run on empty""?",Arrington D.,Ecology,00129658,83,8,2145-2151,2002-08-01,1 August 2002,10.1890/0012-9658(2002)083[2145:HODFRO]2.0.CO;2,"We used a large data set of African, Neotropical, and North American fishes to examine the frequency with which fishes have empty stomachs (nspecies = 254; nindividuals = 36875). Mean percentage of empty stomachs was low across all fishes (16.2 ± 1.2%) but varied from 0% to 79.4% among individual species. Nocturnal fishes had empty stomachs more frequently than diurnal fishes. Trophic classification was strongly associated with the percentage of empty stomachs, a pattern also revealed from an intraspecific analysis. Fishes appear to adjust their feeding intervals relative to the energy density, conversion efficiency, and particle size of their food. Piscivorous fishes seem to be the only trophic group that regularly experience long periods of empty stomachs, with species that consume prey whole and those that provide extended parental care having the highest proportions of empty stomachs. Activity patterns and life histories of some piscivorous species probably have evolved in partial response to energetic benefits of large, energy-rich food resources.",133,Journal,ar,Article,100,4,4,Diet | Diurnal vs. nocturnal | Energy balance | Feeding success of fishes | Life history evolution | Parental care | Trophic classification,20308,undefined,0,FALSE,112,NA,NA,NA
