@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0028179874,SCOPUS_ID:0028179874,2-s2.0-0028179874,Tall understorey vegetation as a factor in the poor development of oak seedlings beneath mature stands,Lorimer C.,Journal of Ecology,00220477,82,2,227-237,1994-01-01,1994,10.2307/2261291,312,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028179873,SCOPUS_ID:0028179873,2-s2.0-0028179873,Effect of Neobuxbaumia tetetzo on growth and fecundity of its nurse plant Mimosa luisana,Flores-Martinez A.,Journal of Ecology,00220477,82,2,325-330,1994-01-01,1994,10.2307/2261300,79,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028179702,SCOPUS_ID:0028179702,2-s2.0-0028179702,"Treefalls, crown asymmetry, and buttresses",Young T.,Journal of Ecology,00220477,82,2,319-324,1994-01-01,1994,10.2307/2261299,70,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028179586,SCOPUS_ID:0028179586,2-s2.0-0028179586,The Ecological Flora Database,Fitter A.,Journal of Ecology,00220477,82,2,415-425,1994-01-01,1994,10.2307/2261309,325,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175398,SCOPUS_ID:0028175398,2-s2.0-0028175398,Effects of genetic diversity in experimental stands of Solidago altissima - Evidence for the potential role of pathogens as selective agents in plant populations,Schmid B.,Journal of Ecology,00220477,82,1,165-175,1994-01-01,1994,10.2307/2261395,82,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,20,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175394,SCOPUS_ID:0028175394,2-s2.0-0028175394,Vegetation dynamics of the forest edge - Trends in space and successional time,Matlack G.,Journal of Ecology,00220477,82,1,113-123,1994-01-01,1994,10.2307/2261391,310,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175393,SCOPUS_ID:0028175393,2-s2.0-0028175393,Spatial competition between grasses - Rates of mutual invasion between four species and the interaction with grazing,Silvertown J.,Journal of Ecology,00220477,82,1,31-38,1994-01-01,1994,10.2307/2261383,55,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175392,SCOPUS_ID:0028175392,2-s2.0-0028175392,Influence of seed size and seedling ecological attributes on shade-tolerance of rain-forest tree species in northern Queensland,Osunkoya O.,Journal of Ecology,00220477,82,1,149-163,1994-01-01,1994,10.2307/2261394,170,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175391,SCOPUS_ID:0028175391,2-s2.0-0028175391,"Spatiotemporal patterns in the components of regeneration of four sympatric tree species - Acer rubrum, A.saccharum, Betula alleghaniensis and Fagus grandifolia",Houle G.,Journal of Ecology,00220477,82,1,39-53,1994-01-01,1994,10.2307/2261384,97,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175389,SCOPUS_ID:0028175389,2-s2.0-0028175389,An age-altitude matrix analysis of Hawaiian rain-forest succession,Aplet G.,Journal of Ecology,00220477,82,1,137-147,1994-01-01,1994,10.2307/2261393,93,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175387,SCOPUS_ID:0028175387,2-s2.0-0028175387,Successional patterns of mortality and growth of large trees in a Panamanian lowland forest,Milton K.,Journal of Ecology,00220477,82,1,79-87,1994-01-01,1994,10.2307/2261388,51,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175386,SCOPUS_ID:0028175386,2-s2.0-0028175386,Biomass allocation among reproductive structures in the dioecious shrub Oemleria cerasiformis - A functional interpretation,Antos J.A.,Journal of Ecology,00220477,82,1,21-29,1994-01-01,1994,10.2307/2261382,35,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,27,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175385,SCOPUS_ID:0028175385,2-s2.0-0028175385,Disturbance regime and disturbance interactions in a Rocky Mountain subalpine forest,Veblen T.,Journal of Ecology,00220477,82,1,125-135,1994-01-01,1994,10.2307/2261392,273,Journal,ar,Article,100,6,6,29602,undefined,0,FALSE,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175384,SCOPUS_ID:0028175384,2-s2.0-0028175384,Using forest patchiness to determine pollen source areas of closed-canopy pollen assemblages,Jackson S.T.,Journal of Ecology,00220477,82,1,89-99,1994-01-01,1994,10.2307/2261389,69,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175381,SCOPUS_ID:0028175381,2-s2.0-0028175381,The spatiotemporal effects of nitrogen and litter on the population dynamics of Arabidopsis thaliana,Thompson L.,Journal of Ecology,00220477,82,1,63-68,1994-01-01,1994,10.2307/2261386,64,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175380,SCOPUS_ID:0028175380,2-s2.0-0028175380,Germination strategies during grassland succession,Olff H.,Journal of Ecology,00220477,82,1,69-77,1994-01-01,1994,10.2307/2261387,91,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175377,SCOPUS_ID:0028175377,2-s2.0-0028175377,"Temporal and structural components of ramet independence in the clonal perennial herb, Potentilla simplex",Wijesinghe D.,Journal of Ecology,00220477,82,1,13-20,1994-01-01,1994,10.2307/2261381,12,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028175376,SCOPUS_ID:0028175376,2-s2.0-0028175376,"Variation in individual growth and the population structure of a woodland perennial herb, Paris tetraphylla",Hara T.,Journal of Ecology,00220477,82,1,3-12,1994-01-01,1994,10.2307/2261380,10,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165726,SCOPUS_ID:0028165726,2-s2.0-0028165726,A survey of ultraviolet-B radiation in forests,Brown M.J.,Journal of Ecology,00220477,82,4,843-854,1994-01-01,1994,10.2307/2261448,79,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164794,SCOPUS_ID:0028164794,2-s2.0-0028164794,The history of the Holocene vegetation in northern Spain from pollen analysis,Penalba M.C.,Journal of Ecology,00220477,82,4,815-832,1994-01-01,1994,10.2307/2261446,121,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164792,SCOPUS_ID:0028164792,2-s2.0-0028164792,Recent fluctuations of the lichen-spruce forest limit in subarctic Quebec,Lavoie C.,Journal of Ecology,00220477,82,4,725-734,1994-01-01,1994,10.2307/2261438,69,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164791,SCOPUS_ID:0028164791,2-s2.0-0028164791,The role of fire in the development of Sphagnum-dominated peatlands in western boreal Canada,Kuhry P.,Journal of Ecology,00220477,82,4,899-910,1994-01-01,1994,10.2307/2261453,149,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164790,SCOPUS_ID:0028164790,2-s2.0-0028164790,Pollen representation of vegetation in Quaternary sediments: Theory and method in patchy vegetation,Sugita S.,Journal of Ecology,00220477,82,4,881-897,1994-01-01,1994,10.2307/2261452,814,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164372,SCOPUS_ID:0028164372,2-s2.0-0028164372,"Effect of size structure, forest floor type and disturbance regime on tree species composition in a coniferous forest in Japan",Takahashi K.,Journal of Ecology,00220477,82,4,769-773,1994-01-01,1994,10.2307/2261442,65,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164364,SCOPUS_ID:0028164364,2-s2.0-0028164364,"Sprouting of trees in Jamaican montane forests, after a hurricane",Bellingham P.J.,Journal of Ecology,00220477,82,4,747-758,1994-01-01,1994,10.2307/2261440,152,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164355,SCOPUS_ID:0028164355,2-s2.0-0028164355,Responses of tree species to hurricane winds in subtropical wet forest in Puerto Rico: Implications for tropical tree life histories,Zimmerman J.K.,Journal of Ecology,00220477,82,4,911-922,1994-01-01,1994,10.2307/2261454,321,Journal,ar,Article,100,6,6,29602,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164350,SCOPUS_ID:0028164350,2-s2.0-0028164350,Dispersal and infection in mistletoe metapopulations,Overton J.M.,Journal of Ecology,00220477,82,4,711-723,1994-01-01,1994,10.2307/2261437,110,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164312,SCOPUS_ID:0028164312,2-s2.0-0028164312,Climate-induced annual variation in canopy tree growth in a Costa Rican tropical rain forest,Clark D.A.,Journal of Ecology,00220477,82,4,865-872,1994-01-01,1994,10.2307/2261450,117,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164309,SCOPUS_ID:0028164309,2-s2.0-0028164309,Life history variation and local adaptation within two populations of Bouteloua rigidiseta (Texas grama),Miller R.E.,Journal of Ecology,00220477,82,4,855-864,1994-01-01,1994,10.2307/2261449,22,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164297,SCOPUS_ID:0028164297,2-s2.0-0028164297,The hazards of interpretation of static age structures as shown by stand reconstructions in a Pinus contorta-Picea engelmannii forest,Johnson E.A.,Journal of Ecology,00220477,82,4,923-931,1994-01-01,1994,10.2307/2261455,172,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164288,SCOPUS_ID:0028164288,2-s2.0-0028164288,Effects of plant size and morphological constraints on variation in reproductive components in two related species of Epilobium,Stocklin J.,Journal of Ecology,00220477,82,4,735-746,1994-01-01,1994,10.2307/2261439,61,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164280,SCOPUS_ID:0028164280,2-s2.0-0028164280,"Reproductive phenology of a tropical dry forest in Mudumalai, southern India",Murali K.S.,Journal of Ecology,00220477,82,4,759-767,1994-01-01,1994,10.2307/2261441,101,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164272,SCOPUS_ID:0028164272,2-s2.0-0028164272,Root pathogenic and arbuscular mycorrhizal fungi determine fecundity of asymptomatic plants in the field,Newsham K.K.,Journal of Ecology,00220477,82,4,805-814,1994-01-01,1994,10.2307/2261445,107,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164267,SCOPUS_ID:0028164267,2-s2.0-0028164267,Predicting dispersal spectra: A minimal set of hypotheses based on plant attributes,Hughes L.,Journal of Ecology,00220477,82,4,933-950,1994-01-01,1994,10.2307/2261456,211,Journal,re,Review,100,7,7,29602,undefined,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164251,SCOPUS_ID:0028164251,2-s2.0-0028164251,Seedling herbivory in grassland: Relative impact of vertebrate and invertebrate herbivores,Hulme P.,Journal of Ecology,00220477,82,4,873-880,1994-01-01,1994,10.2307/2261451,140,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164246,SCOPUS_ID:0028164246,2-s2.0-0028164246,Herbivory and the long-lived leaves of an Amazonian ant-tree,Fonseca C.,Journal of Ecology,00220477,82,4,833-842,1994-01-01,1994,10.2307/2261447,72,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163815,SCOPUS_ID:0028163815,2-s2.0-0028163815,Nucleation and facilitation in saltmarsh succession: Interactions between Spartima maritima and Arthrocnemum perenne,Castellanos E.,Journal of Ecology,00220477,82,2,239-248,1994-01-01,1994,10.2307/2261292,196,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163809,SCOPUS_ID:0028163809,2-s2.0-0028163809,Demography of shallow eelgrass (Zostera marina) populations - Shoot dynamics and biomass development,Olesen B.,Journal of Ecology,00220477,82,2,379-390,1994-01-01,1994,10.2307/2261305,115,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163673,SCOPUS_ID:0028163673,2-s2.0-0028163673,Seasonal and shorter-term changes in surface-water chemistry on four English ombrogenous bogs,Proctor M.,Journal of Ecology,00220477,82,3,597-610,1994-01-01,1994,10.2307/2261267,41,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161984,SCOPUS_ID:0028161984,2-s2.0-0028161984,Host-pathogen dynamics in experimental populations of Silene alba and Ustilago violacea. II.Experimental tests of theoretical models,Thrall P.,Journal of Ecology,00220477,82,3,561-570,1994-01-01,1994,10.2307/2261264,58,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161980,SCOPUS_ID:0028161980,2-s2.0-0028161980,Host-pathogen dynamics in experimental populations of Silene alba and Ustilago violacea. I.Ecological and genetic determinants of disease spread,Thrall P.,Journal of Ecology,00220477,82,3,549-559,1994-01-01,1994,10.2307/2261263,84,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161974,SCOPUS_ID:0028161974,2-s2.0-0028161974,Pool-and-hummock patterning in a southern Pennine blanket mire. II.The formation and erosion of the pool system,Tallis J.,Journal of Ecology,00220477,82,4,789-803,1994-01-01,1994,10.2307/2261444,35,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161972,SCOPUS_ID:0028161972,2-s2.0-0028161972,Pool-and-hummock patterning in a southern Pennine blanket mire. I.Stratigraphic profiles for the last 2800 years,Tallis J.H.,Journal of Ecology,00220477,82,4,775-788,1994-01-01,1994,10.2307/2261443,19,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161638,SCOPUS_ID:0028161638,2-s2.0-0028161638,Palaeolimnological evidence for the acidification and contamination of lakes by atmospheric pollution in western Ireland,Flower R.,Journal of Ecology,00220477,82,3,581-596,1994-01-01,1994,10.2307/2261266,26,Journal,ar,Article,100,5,5,29602,undefined,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161592,SCOPUS_ID:0028161592,2-s2.0-0028161592,"High benefits of clonal integration in two stoloniferous species, in response to heterogeneous light environments",Stuefer J.,Journal of Ecology,00220477,82,3,511-518,1994-01-01,1994,10.2307/2261260,229,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161578,SCOPUS_ID:0028161578,2-s2.0-0028161578,The ecology of severe moorland fire on the North York Moors: Chemical and physical constraints on moss establishment from spores,Thomas P.,Journal of Ecology,00220477,82,3,457-474,1994-01-01,1994,10.2307/2261255,27,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161565,SCOPUS_ID:0028161565,2-s2.0-0028161565,Spatial patterns of roots in a semiarid grassland: Abundance of canopy openings and regeneration gaps,Hook P.,Journal of Ecology,00220477,82,3,485-494,1994-01-01,1994,10.2307/2261257,69,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161539,SCOPUS_ID:0028161539,2-s2.0-0028161539,Competitive effect and response rankings in 20 wetland plants: Are they consistent across three environments?,Keddy P.,Journal of Ecology,00220477,82,3,635-643,1994-01-01,1994,10.2307/2261270,169,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161518,SCOPUS_ID:0028161518,2-s2.0-0028161518,Advantages of clonal growth in heterogeneous habitats: An experiment with Potentilla simplex,Wijesinghe D.,Journal of Ecology,00220477,82,3,495-502,1994-01-01,1994,10.2307/2261258,91,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161507,SCOPUS_ID:0028161507,2-s2.0-0028161507,An experimental investigation into the effects of atmospheric nitrogen deposition on two semi-natural grasslands,Morecroft M.D.,Journal of Ecology,00220477,82,3,475-483,1994-01-01,1994,10.2307/2261256,135,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161505,SCOPUS_ID:0028161505,2-s2.0-0028161505,"Changes in nitrogen mineralization, tissue nutrient concentrations and biomass compartmentation after cessation of fertilizer application to mown grassland",Olff H.,Journal of Ecology,00220477,82,3,611-620,1994-01-01,1994,10.2307/2261268,66,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,66,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0028161502,SCOPUS_ID:0028161502,2-s2.0-0028161502,Consequences of habitat heterogeneity for availability of nutrients in a dry tropical forest,Roy S.,Journal of Ecology,00220477,82,3,503-509,1994-01-01,1994,10.2307/2261259,95,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161497,SCOPUS_ID:0028161497,2-s2.0-0028161497,"Effects of fire season and herbivory on reproductive success in a clonal forb, Pityopsis graminifolia",Brewer J.S.,Journal of Ecology,00220477,82,3,665-675,1994-01-01,1994,10.2307/2261273,67,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161489,SCOPUS_ID:0028161489,2-s2.0-0028161489,Phenotypic plasticity of size-fecundity relationships in Arabidopsis thaliana,Clauss M.,Journal of Ecology,00220477,82,3,447-455,1994-01-01,1994,10.2307/2261254,67,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161488,SCOPUS_ID:0028161488,2-s2.0-0028161488,"A model of patch dynamics, seed dispersal, and sex ratio in the dioecious shrub Lindera benzoin (Lauraceae)",Cipollini M.,Journal of Ecology,00220477,82,3,621-633,1994-01-01,1994,10.2307/2261269,69,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161481,SCOPUS_ID:0028161481,2-s2.0-0028161481,Exploitation of patchily distributed soil resources by the clonal herb Glechoma hederacea,Birch C.,Journal of Ecology,00220477,82,3,653-664,1994-01-01,1994,10.2307/2261272,181,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161470,SCOPUS_ID:0028161470,2-s2.0-0028161470,"Fine root dynamics in a northern hardwood forest ecosystem, Hubbard Brook Experimental Forest, NH",Fahey T.,Journal of Ecology,00220477,82,3,533-548,1994-01-01,1994,10.2307/2261262,285,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161443,SCOPUS_ID:0028161443,2-s2.0-0028161443,Patterns of female fertility in heterostylous Primula sieboldii under severe pollinator limitation,Washitani I.,Journal of Ecology,00220477,82,3,571-579,1994-01-01,1994,10.2307/2261265,89,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161430,SCOPUS_ID:0028161430,2-s2.0-0028161430,Post-dispersal seed predation in grassland: Its magnitude and sources of variation,Hulme P.,Journal of Ecology,00220477,82,3,645-652,1994-01-01,1994,10.2307/2261271,234,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,74,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161296,SCOPUS_ID:0028161296,2-s2.0-0028161296,Role of ice scouring and goose grubbing in marsh plant dynamics,Belanger L.,Journal of Ecology,00220477,82,3,437-445,1994-01-01,1994,10.2307/2261253,32,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,75,NA,NA
