@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0036807176,SCOPUS_ID:0036807176,2-s2.0-0036807176,"Geographic variation in sexual selection among populations of an iguanid lizard, Sauromalus obesus (=ater)",Kwiatkowski M.A.,Evolution,00143820,56,10,2039-2051,2002-10-01,1 October 2002,10.1111/j.0014-3820.2002.tb00130.x,"Geographic variation in selection pressures may result in population divergence and speciation, especially if sexual selection varies among populations. Yet spatial variation in targets and intensity of sexual selection is well studied in only a few species. Even more rare are simultaneous studies of multiple populations combining observations from natural settings with controlled behavioral experiments. We investigated how sexual selection varies among populations of the chuckwalla, Sauromalus obesus. Chuckwallas are sexually dimorphic in color, and males vary in coloration among populations. Using field observations and multiple regression techniques, we investigated how sexual selection acts on various male traits in three populations in which males differed in coloration. The influence of sexual selection on male coloration was then investigated in more detail using controlled experiments. Results from field observations indicate that phenotypic selection was acting on territory quality in all three populations. In two populations, selection was also acting either directly or indirectly on male coloration. Male color likely functions as an indicator of food resources to females because male color is based partly on carotenoid pigments. In controlled experiments, significantly more females from these two populations chose males with brighter colors over dull males, a result consistent with studies on carotenoid pigments in other taxa. In a third population, no evidence of sexual selection on male coloration was found in either the field study or controlled experiment. Lack of female preferences for male color in this population, in which chuckwalla densities are low and home ranges are large, may result from searching costs to females.",99,12449491,Journal,ar,Article,100,2,2,Chuckwalla | Geographic variation | Mate preferences | Population variation | Sauromalus obesus | Sexual selection,22104,undefined,1,TRUE,all,All Open Access,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036753355,SCOPUS_ID:0036753355,2-s2.0-0036753355,Evolutionary shifts between host oak sections and host-plant organs in Andricus gallwasps,Cook J.M.,Evolution,00143820,56,9,1821-1830,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00196.x,"Gall-inducing insects have especially intimate interactions with their host plants and generally show great specificity with regard to both the host-plant species and the organ (e.g. flower, leaf) galled. However, the relative roles of shifts between host species and between host-plant organs in the diversification of gall-inducers are uncertain. We employ a novel and general maximum-likelihood approach to show that shifts between host-plant organs occur at a significantly greater rate than shifts between host oak sections in European Andricus gallwasps. This suggests that speciation has more often been associated with gall location shifts than with colonization of new host-plant species, and implies that it may be easier for gall-inducers to colonize new plant organs than new plant species. Andricus gallwasps have complex life cycles, with obligate alternation of sexual and parthenogenetic generations. Our phylogenetic analyses show that a life cycle with both generations galling white oaks (section Quercus) is ancestral, with a single shift of the sexual generation onto black oaks (section Cerris) to generate a clade with a novel host-alternating life cycle. This new life cycle provided the opportunity for further speciation, but may have also increased the risk of extinction of one or both generations by the demographic requirement for co-existence of both host-plant groups. In summary, it appears that Andricus gallwasp radiation may be a two-level process. Speciation events often involve shifts in gall location on the same host species. However, there are only so many ways to gall an oak, and rare shifts to new oak sections may contribute greatly to long-term diversification by opening up whole new adaptive zones.",102,12389727,Journal,ar,Article,100,4,4,Bayesian | Cynipidae | Gall | Host plant | Maximum likelihood | Oak | Phylogeny,22104,undefined,1,TRUE,all,All Open Access,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036753213,SCOPUS_ID:0036753213,2-s2.0-0036753213,Is the partial Mantel test inadequate?,Castellano S.,Evolution,00143820,56,9,1871-1873,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00203.x,"A publication by Raufaste and Rousset (2001) questioned the effectiveness of the partial Mantel test, a nonparametric statistical test for association among three distance matrices. By repeated simulations, we calculated the cumulative density functions of the null-hypothesis probability of no correlation, within an explicit model of causal relationships. Results do not support the criticism: in conditions of moderate correlation between the independent matrices, the actual error rate is closely associated to the intended type-I error α.",119,12389734,Journal,re,Review,100,2,2,Mantel test | Partial Mantel test | Power curve | Simulation study | Type-I error,22104,undefined,1,TRUE,all,All Open Access,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036753212,SCOPUS_ID:0036753212,2-s2.0-0036753212,"Sex-biased genetic structure in the vector of lyme disease, ixodes ricinus",De Meeüs T.,Evolution,00143820,56,9,1802-1807,2002-09-01,1 September 2002,10.1554/0014-3820(2002)056[1802:sbgsit]2.0.co;2,"We analyzed 725 Ixodes ricinus ticks (the principal vector of Lyme disease in Europe) collected in Switzerland in 1995 and 1996 (three and eight samples, respectively) and in Tunisia in 1996 (one sample) with five microsatellite markers. We found highly significant genetic differentiation between Swiss and Tunisian samples but detected almost no differentiation within Switzerland, even between those samples separated by the Alps. Interestingly, we found that I. ricinus females were more genetically related to one another than were males at a local scale, which would indicate a higher dispersal rate of immature males. Possible explanations for these findings in terms of sex-specific association of ticks with certain hosts (e.g., birds) and their epidemiological consequences are discussed.",69,12389725,Journal,ar,Article,100,5,5,Ixodes ricinus | Lyme disease | Population genetics | Sex-biased dispersal | Ticks,22104,undefined,0,FALSE,NA,NA,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036753075,SCOPUS_ID:0036753075,2-s2.0-0036753075,How well do mating frequency and duration predict paternity success in the polygynandrous water strider Aquarius remigis?,Vermette R.,Evolution,00143820,56,9,1808-1820,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00195.x,"The relationship between mating success and paternity success is a key component of sexual selection but has seldom been estimated for species in which both sexes mate with many partners (polygynandry). We used a modification of Parker's sterile male technique to measure this relationship for the water strider Aquarius remigis in 47 laboratory populations simulating natural conditions of polygynandry. We also tested the hypothesis that prolonged copulation, a characteristic of this species, enhances paternity success. Mating behavior and paternity success were assayed for four days while males and females freely interacted. Paternity success was also assayed for an additional 7 days when females were isolated from males. Mating success significantly predicted paternity success and accounted for ≤ 36% of the variance. Copulation duration was negatively related to both mating success and paternity success and did not explain any of the residual variance in paternity success. Thus, we found no evidence that prolonged copulation functions as a paternity assurance strategy in this species. Comparisons of sterile and fertile males suggested that paternity success is directly influenced by the quantity of sperm transferred. Our results support previous studies that have used mating success to estimate sexual selection, but also highlight the potential importance of sperm competition and other postinsemination processes.",28,12389726,Journal,ar,Article,100,2,2,Copulation duration | Gerridae | Mating success | Sexual selection | Sperm competition | Sterile male,22104,undefined,1,TRUE,all,All Open Access,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036753060,SCOPUS_ID:0036753060,2-s2.0-0036753060,Differential selection to avoid hybridization in two toad species,Pfennig K.,Evolution,00143820,56,9,1840-1848,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00198.x,"The fitness consequences of hybridization critically affect the speciation process. When hybridization is costly, selection favors the evolution of prezygotic isolating mechanisms (e.g., mating behaviors) that reduce heterospecific matings and, consequently, enhance reproductive isolation between species (a process termed reinforcement). If, however, selection to avoid hybridization differs between species, reinforcement may be impeded. Here, we examined both the frequency and fitness effects of hybridization between plains spadefoot toads (Spea bombifrons) and New Mexico spadefoot toads (S. multiplicata). Hybridization was most frequent in smaller breeding ponds that tend to be ephemeral, and heterospecific pairs consisted almost entirely of S. bombifrons females and S. multiplicata males. Moreover, in controlled experimental crosses, hybrid offspring from crosses in which S. multiplicata was maternal had significantly lower survival and longer development time than pure S. multiplicata offspring. By contrast, hybrid offspring from crosses in which S. bombifrons was maternal outperformed pure S. bombifrons offspring by reaching metamorphosis faster. These data suggest that, although S. multiplicata females are under selection to avoid hybridization, selection might favor those S. bombifrons females that hybridize with S. multiplicata if their breeding pond is highly ephemeral. Generally, the strength of selection to avoid hybridization may differ for hybridizing species, possibly impeding reinforcement.",66,12389729,Journal,ar,Article,100,2,2,Adaptive hybridization | Female mate choice | Hybrid fitness | Introgression | Reinforcement | Spea | Speciation,22104,undefined,0,FALSE,NA,NA,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036753059,SCOPUS_ID:0036753059,2-s2.0-0036753059,"Perspective: Female remating, operational sex ratio, and the arena of sexual selection in Drosophila species",Markow T.,Evolution,00143820,56,9,1725-1734,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00186.x,"As commonly observed among closely related species within a variety of taxa, Drosophila species differ considerably in whether they exhibit sexual dimorphism in coloration or morphology. Those Drosophila species in which male external sexual characters are minimal or absent tend, instead, to have exaggerated ejaculate traits such as sperm gigantism or seminal nutrient donations. Underlying explanations for the interspecific differences in the presence of external morphological sexual dimorphism versus exaggerated ejaculate traits are addressed here by examining the opportunity for sexual selection on males to occur before versus after mating in 21 species of Drosophila. Female remating frequency, an important component of the operational sex ratio, differs widely among Drosophila species and appears to dictate whether the arena of sexual selection is prior to, as opposed to after, copulation. Infrequent female mating results in fewer mating opportunities for males and thus stronger competition for receptive females that favors the evolution of male characters that maximize mating success. On the other hand, rapid female remating results in overlapping ejaculates in the female reproductive tract, such that ejaculate traits which enhance fertilization success are favored. The strong association between female remating frequency in a given species and the presence of sexually selected external versus internal male characters indicates that the relationship be examined in other taxa as well.",73,12389717,Journal,ar,Article,100,1,1,Drosophila | Ejaculate | Female remating | Sexual dimorphism | Sexual selection,22104,undefined,0,FALSE,NA,NA,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036752877,SCOPUS_ID:0036752877,2-s2.0-0036752877,Habitat-dependent song divergence in the little greenbul: An analysis of environmental selection pressures on acoustic signals,Slabbekoorn H.,Evolution,00143820,56,9,1849-1858,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00199.x,"Bird song is a sexual trait important in mate choice and known to be shaped by environmental selection. Here we investigate the ecological factors shaping song variation across a rainforest gradient in central Africa. We show that the little greenbul (Andropadus virens), previously shown to vary morphologically across the gradient in fitness-related characters, also varies with respect to song characteristics. Acoustic features, including minimum and maximum frequency, and delivery rate of song notes showed significant differences between habitats. In contrast, we found dialectal variation independent of habitat in population-typical songtype sequences. This pattern is consistent with ongoing gene flow across habitats and in line with the view that song variation in the order in which songtypes are produced is not dependent on habitat characteristics in the same way physical song characteristics are. Sound transmission characteristics of the two habitats did not vary significantly, but analyses of ambient noise spectra revealed dramatic and consistent habitat-dependent differences. Matching between low ambient noise levels for low frequencies in the rainforest and lower minimal frequencies in greenbul songs in this habitat suggests that part of the song divergence may be driven by habitat-dependent ambient noise patterns. These results suggest that habitat-dependent selection may act simultaneously on traits of ecological importance and those important in prezygotic isolation, leading to an association between morphological and acoustic divergence. Such an association may promote assortative mating and may be a mechanism driving reproductive divergence across ecological gradients.",254,12389730,Journal,ar,Article,100,2,2,Ambient noise | Andropadus virens | Ecotone | Little greenbul | Parapatric speciation | Song divergence | Sound transmission,22104,undefined,1,TRUE,all,All Open Access,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036752876,SCOPUS_ID:0036752876,2-s2.0-0036752876,Response to natural and laboratory selection at the Drosophila hsp70 genes,Bettencourt B.R.,Evolution,00143820,56,9,1796-1801,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00193.x,"To determine whether and how laboratory and natural selection act on the hsp70 (70-Kd heat-shock protein) genes of Drosophila melanogaster, we examined hsp70 allele frequencies in two sets of populations. First, five populations reared at different temperatures for more than 20 years differentially fixed both a large insertion/deletion (indel) polymorphism at the 87A7 hsp70 cluster (""56H8""/""122"") and a single nucleotide polymorphism at the 87C1 hsp70 cluster. In both cases, the 18°C and 25°C populations fixed one allele and the 28°C populations the other, consistent with previously described evolved differences among these populations in Hsp70 expression and thermotolerance. Second, we examined 56H8 and 122 frequencies in a set of 11 populations founded from flies collected along a latitudinal transect of eastern Australia. The 56H8 allele frequencies are positively associated with latitude, consistent with maintenance of the 56H8/122 polymorphism by natural selection. Thermal extremes and average values are negatively correlated with latitude. These results suggest that natural selection imposed by temperature and thermal variability may affect hsp70 allele frequencies.",84,12389724,Journal,ar,Article,100,4,4,Cline | Heat shock protein | hsp70 | Selection | Transposable element,22104,undefined,0,FALSE,NA,NA,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036752875,SCOPUS_ID:0036752875,2-s2.0-0036752875,Convergent maternal provisioning and life-history evolution in echinoderms,Villinski J.T.,Evolution,00143820,56,9,1764-1775,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00190.x,"In marine invertebrates, the frequent evolution of lecithotrophic nonfeeding development from a planktotrophic feeding ancestral developmental mode has involved the repeated, independent acquisition of a large, lipid-rich, usually buoyant egg. To investigate the mechanistic basis of egg-size evolution and the role of maternally provisioned lipids in lecithotrophic development, we identified and quantified the egg lipids in six sea urchin species and five sea star species encompassing four independent evolutionary transformations to lecithotrophy. The small eggs of species with planktotrophic development were dominated by triglycerides with low levels of wax esters, whereas the larger eggs of lecithotrophs contain measurable triglycerides but were dominated by wax ester lipids, a relatively minor egg component of planktotrophs. Comparative analysis by independent contrasts confirmed that after removing the influence of phylogeny, the evolution of a large egg by lecithotrophs was correlated with the conspicuous deposition of wax esters. Increases in wax ester abundance exceeded expectations based solely on changes in egg volume. Wax esters may have roles in providing buoyancy to the egg and for postmetamorphic provisioning. Experimentally reducing the amount of wax esters in blastula stage embryos of the lecithotroph Heliocidaris erythrogramma resulted in a viable but nonbuoyant larvae. During normal development for H. erythrogramma, wax ester biomass remained constant during development to metamorphosis (five days postfertilization), but decreased during juvenile development before complete mouth formation (12 days postfertilization) and was further reduced at 18 days postfertilization. The function of wax esters may be specific to the lecithotrophic developmental mode because there were negligible wax esters present in competent pluteus larvae of Strongylocentrotus drobachiensis, a planktotrophic species. These data suggest that this seminal evolutionary modification, the production of a large egg, has been accomplished in part by the elaboration of a preexisting oogenic component, wax esters. The modification of preexisting oogenic processes may facilitate the observed high frequency of transformations in larval mode in marine invertebrates.",84,12389721,Journal,ar,Article,100,4,4,Convergent evolution | Evolution of development | Life history | Lipid provisioning | Sea star | Sea urchin,22104,undefined,0,FALSE,NA,NA,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036752874,SCOPUS_ID:0036752874,2-s2.0-0036752874,The ecology and genetics of fitness in Chlamydomonas. XII. Repeated sexual episodes increase rates of adaptation to novel environments,Kaltz O.,Evolution,00143820,56,9,1743-1753,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00188.x,"We investigated the dynamics of adaptation of the unicellular chlorophyte Chlamydomonas reinhardtii to new and hostile conditions of growth provided by novel carbon substrates in the dark. The experiment was designed to contrast perennially asexual lines with lines that had experienced one or more sexual episodes. All lines were capable of adapting to the novel environment. The sexual lines, however, showed greater adaptation over the course of the experiment, especially in more complex environments. Moreover, the effect of sex on adaptation increased with the number of successive sexual episodes. The time-course of adaptation showed that sex initially caused an increase in the standardized variance of fitness and an initial drop in mean fitness, at least after a second or third sexual episode. These short-term effects were followed by a period of recovery during which the fitness of sexual lines eventually exceeded that of asexual lines. The increase in mean fitness was mirrored by a decrease in the standardized variance of fitness relative to asexuals, suggesting that directional selection used up the variation generated by meiotic recombination and thereby conferred a fitness advantage to the sexual lines. These results support the Weismann-Fisher-Muller hypothesis for the maintenance of sex in natural populations.",73,12389719,Journal,ar,Article,100,2,2,Chlamydomonas reinhardtii | Cost of sex | Epistasis | Experimental evolution | Maintenance of sex | Recombination | Recombinational load.,22104,undefined,1,TRUE,all,All Open Access,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036752855,SCOPUS_ID:0036752855,2-s2.0-0036752855,Interpreting rejections of the beneficial acclimation hypothesis: When is physiological plasticity adaptive?,Woods H.,Evolution,00143820,56,9,1863-1866,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00201.x,"Although many studies testing the beneficial acclimation hypothesis have rejected it, what these rejections imply about the adaptive value of physiological change remains unclear. Uncertainty arises because the hypothesis focuses on the relative performance of organisms exposed to one environment versus another, whereas the raw material available to evolution is variation in acclimation responses of individual traits. This mismatch is problematic when organisms are exposed to poor environments. In poor environments, the adaptive or maladaptive value of changes in individual traits may be obscured by long-term decrements in organismal condition. A better match between the evolutionary pressures shaping acclimation and the tests used to examine them can be achieved by focusing on the fitness consequences of acclimation changes in individual traits.",105,12389732,Journal,ar,Article,100,2,2,Acclimation | Adaptive | Beneficial acclimation hypothesis | Phenotypic plasticity | Physiology,22104,T32AI007475,1,TRUE,all,All Open Access,74,NIAID,National Institute of Allergy and Infectious Diseases
true,https://api.elsevier.com/content/abstract/scopus_id/0036752823,SCOPUS_ID:0036752823,2-s2.0-0036752823,"Phylogeographic history of the land snail Candidula unifasciata (Helicellinae, Stylommatophora): Fragmentation, corridor migration, and secondary contact",Pfenninger M.,Evolution,00143820,56,9,1776-1788,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00191.x,"We studied sequence variation in 16S rDNA in 204 individuals from 37 populations of the land snail Candidula unifasciata (Poiret 1801) across the core species range in France, Switzerland, and Germany. Phylogeographic, nested clade, and coalescence analyses were used to elucidate the species evolutionary history. The study revealed the presence of two major evolutionary lineages that evolved in separate refuges in southeast France as result of previous fragmentation during the Pleistocene. Applying a recent extension of the nested clade analysis (Templeton 2001), we inferred that range expansions along river valleys in independent corridors to the north led eventually to a secondary contact zone of the major clades around the Geneva Basin. There is evidence supporting the idea that the formation of the secondary contact zone and the colonization of Germany might be postglacial events. The phylogeographic history inferred for C. unifasciata differs from general biogeographic patterns of postglacial colonization previously identified for other taxa, and it might represent a common model for species with restricted dispersal.",307,12389722,Journal,ar,Article,100,2,2,Helicellinae | Nested clade analysis | Phylogeography | Secondary contact,22104,undefined,0,FALSE,NA,NA,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036752542,SCOPUS_ID:0036752542,2-s2.0-0036752542,"Temporally fluctuating selection of sex-limited signaling traits in the Texas field cricket, Gryllus texensis",Bertram S.M.,Evolution,00143820,56,9,1831-1839,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00197.x,"Gryllus texensis males produce acoustic mating signals and display extensive heritable variation in when and how much time they spend signaling throughout the night. The goal of this research is to elucidate the potential mechanism responsible for maintaining this heritable variation. Mating signals attract female crickets. In low-density spring populations females select males that signal most often; in high-density fall populations mating appears random with respect to signaling time. Mating signals also inadvertently attract acoustically orienting parasitoid flies; parasitoids are prevalent during the first half of the evening in the fall mating season. I hypothesized that mating signals are influenced by sex-limited temporally fluctuating selection. I predicted how mating signals would respond to this pattern of cyclical selection a priori, and then measured the sexual characters over four successive generations. I provide correlative evidence that mating signals appear to respond to sex-limited temporally fluctuating selection. These results indicate that sex-limited temporally fluctuating selection may play a role in the maintenance of variation in these sexual characters.",22,12389728,Journal,ar,Article,100,1,1,Gryllus texensis | Mating | Phenotypic evolution | Temporally fluctuating sex-limited selection,22104,undefined,1,TRUE,all,All Open Access,76,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036751937,SCOPUS_ID:0036751937,2-s2.0-0036751937,Evolution of Wolbachia-induced cytoplasmic incompatibility in Drosophila simulans and D. sechellia,Charlat S.,Evolution,00143820,56,9,1735-1742,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00187.x,"The intracellular bacterium Wolbachia invades arthropod host populations through various mechanisms, the most common of which being cytoplasmic incompatibility (CI). CI involves elevated embryo mortality when infected males mate with uninfected females or females infected with different, incompatible Wolbachia strains. The present study focuses on this phenomenon in two Drosophila species: D. simulans and D. sechellia. Drosophila simulans populations are infected by several Wolbachia strains, including wHa and wNo. Drosophila sechellia is infected by only two Wolbachia: wSh and wSn. In both Drosophila species, double infections with Wolbachia are found. As indicated by several molecular markers, wHa is closely related to wSh, and wNo to wSn. Furthermore, the double infections in the two host species are associated with closely related mitochondrial haplotypes, namely siI (associated with wHa and wNo in D. simulans) and se (associated with wSh and wSn in D. sechellia). To test the theoretical prediction that Wolbachia compatibility types can diverge rapidly, we injected wSh and wSn into D. simulans, to compare their CI properties to those of their sister strains wHa and wNo, respectively, in the same host genetic background. We found that within each pair of sister strains CI levels were similar and that sister strains were fully compatible. We conclude that the short period for which the Wolbachia sister strains have been evolving separated from each other was not sufficient for their CI properties to diverge significantly.",34,12389718,Journal,ar,Article,100,4,4,Cytoplasmic incompatibility | Drosophila | Endocellular bacteria | Evolution | Symbiosis | Wolbachia,22104,undefined,1,TRUE,all,All Open Access,77,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036751892,SCOPUS_ID:0036751892,2-s2.0-0036751892,Partial Mantel tests: Reply to Castellano and Balletto,Rousset F.,Evolution,00143820,56,9,1874-1875,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00204.x,NA,74,NA,Journal,no,Note,100,1,1,NA,22104,undefined,1,TRUE,all,All Open Access,78,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036751885,SCOPUS_ID:0036751885,2-s2.0-0036751885,Growth to death in lizards,Olsson M.,Evolution,00143820,56,9,1867-1870,2002-09-01,1 September 2002,10.1111/j.0014-3820.2002.tb00202.x,"Negative relationships between growth rate and survival have been demonstrated in many organisms, often reflecting risks associated with increased foraging rates. More puzzling, however, are recent reports that rapid growth early in life may lower survival rates much later in life, presumably because fast-growing animals allocate resources among different body components in ways that later compromise their survival. If widespread, such delayed effects may modify our interpretation of the evolution of life histories and phenotypic plasticity. Previous reports of this phenomenon are derived mostly from laboratory studies, generally on rodents or humans. We provide the first evidence from an experimental study in the field: neonatal lizards were exposed to different thermal conditions in seminatural enclosures at two different elevations (within their natural thermal regime). This arrangement allowed relatively higher and lower levels of food intake, which modified the neonates' growth rates (because lizards at more benign thermal conditions could forage more frequently). When later released into the wild, the individuals that grew more rapidly as neonates experienced much higher mortality than did slower-growing conspecifics, regardless of the elevation at which they had been kept.",72,12389733,Journal,ar,Article,100,2,2,Feeding experiment | Growth rate | Growth-induced mortality | Lizard neonates | Survival,22104,undefined,0,FALSE,NA,NA,79,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036961475,SCOPUS_ID:0036961475,2-s2.0-0036961475,"Speciation by host switch and adaptive radiation in a fish parasite genus Gyrodactylus (Monogenea, Gyrodactylidae)",Zietara M.,Evolution,00143820,56,12,2445-2458,2002-01-01,2002,10.1111/j.0014-3820.2002.tb00170.x,"Four hundred Gyrodactylus species have been formally described, but the estimated number of species in this fish ectoparasite genus of Monogenean Platyhelminthes is more than 20, 000. The unusually high species richness has lead to the hypotheses of speciation and adaptive radiation via host switching. These hypotheses were tested by reconstructing a molecular phylogeny for the subgenus G. (Limnonephrotus) which is a group of freshwater parasites, including five species infecting wild and farmed salmonids. The highly Variable ITS1 and ITS2 segments and the conservative 5.8S ribosomal gene were sequenced in 22 species plus two species representing the subgenus G. (Paranephrotus) as an outgroup. The phylogeny was compared with host systematics: the species were collected from six fish families (Cyprinidae, Salmonidae, Percidae, Esocidae, Gasterosteidae and Gobitidae). The phylogenetic analysis demonstrated that G. (Limnonephrotus) is a monophyletic group that was originally hosted by cyprinids. The speciation has occurred in two episodes, the older one manifested in genetic distances 25-33% (4-6 Myr BP). The latter speciation burst occurred in one clade only, perhaps one million years ago. This clade has been morphologically identified as a wageneri species group. It is a monophyletic group of 18 species [studied here] and contains all five salmonid parasites, but also parasites, on cyprinids, percids, esocids, and gasterosteids. In G. (Limnonephrotus), eight host switches crossing the host family barrier were observed, and at least three of them were followed by repetitive speciation. Seven host-switch events were statistically confirmed by bootstrapping. The suggested model of speciation by host switch was accepted, and interestingly the adaptive radiation seems to be a consequence of host switch to a new family (key innovation model). The molecular and ecological evolution rate of Gyrodactylus parasites is manyfold in comparison to host species, and the phylogenies are largely independent and disconnected.",161,12583585,Journal,ar,Article,100,2,2,Adaptive radiation | Gyrodactylus | Host switching | ITS rDNA region | Monogenea | Parasites | Platyhelminthes,22104,undefined,0,FALSE,NA,NA,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036753080,SCOPUS_ID:0036753080,2-s2.0-0036753080,"Heritability of sex tendency in a harpacticoid copepod, Tigriopus californicus",Voordouw M.J.,Evolution,00143820,56,9,1754-1763,2002-01-01,September 2002,10.1111/j.0014-3820.2002.tb00189.x,"Systems with genetic variation for the primary sex ratio are important for testing sex-ratio theory and for understanding how this variation is maintained. Evidence is presented for heritable variation of the primary sex ratio in the harpacticoid copepod Tigriopus californicus. Variation in the primary sex ratio among families cannot be accounted for by Mendelian segregation of sex chromosomes. The covariance in sex phenotype between full-sibling clutches and between mothers and offspring suggests that this variation has a polygenic basis. Averaged over four replicates, the full-sibling heritability of sex tendency is 0.13 ± 0.040; and the mother-offspring heritability of sex tendency is 0.31 ± 0.216. Genetic correlations in the sex phenotype across two temperature treatments indicate large genotype-by-temperature interactions. Future experiments need to distinguish between zygotic, parental, or cytoplasmic mechanisms of sex determination in T. californicus.",37,12389720,Journal,ar,Article,100,2,2,Genotype-by-environment interactions | Heritability of sex ratio | Heritability of sex tendency | Polygenic sex determination | Primary sex ratio | Temperature-dependent sex determination | Tigriopus californicus,22104,undefined,0,FALSE,all,All Open Access,81,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036752379,SCOPUS_ID:0036752379,2-s2.0-0036752379,The evolution of reproductive isolation in spatially structured populations,Church S.,Evolution,00143820,56,9,1859-1862,2002-01-01,2002,10.1111/j.0014-3820.2002.tb00200.x,"Recent models of speciation have incorporated population structure and migration into the classic model of speciation in which reproductive isolation arises as a by-product of divergence. In this paper, we expanded these models to explore the joint effects of migration and population subdivision on speciation in a spatially explicit context. The results of our simulation support previous results concerning the influence of population subdivision on the accumulation of reproductive isolation. The simulation also shows that speciation in subdivided populations occurs most rapidly when subpopulations are not strictly allopatric. These results counter the widespread notion that speciation is most likely to occur in allopatric populations and suggest that there are useful insights to be gained by incorporating increasingly realistic types of population structure into models of speciation.",26,12389731,Journal,ar,Article,100,2,2,Migration | Population structure | Reproductive isolation | Spatially explicit models | Speciation,22104,undefined,1,TRUE,all,All Open Access,82,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036751949,SCOPUS_ID:0036751949,2-s2.0-0036751949,Sperm competitive ability and genetic relatedness in Drosophila melanogaster: Similarity breeds contempt,Mack P.D.,Evolution,00143820,56,9,1789-1795,2002-01-01,September 2002,10.1111/j.0014-3820.2002.tb00192.x,"Offspring of close relatives often suffer severe fitness consequences. Previous studies have demonstrated that females, when given a choice, will choose to avoid mating with closely related males. But where opportunities for mate choice are limited or kin recognition is absent, precopulatory mechanisms may not work. In this case, either sex could reduce the risks of inbreeding through mechanisms that occur during or after copulation. During mating, males or females could commit fewer gametes when mating with a close relative. After mating, females could offset the effects of mating with a closely related male through cryptic choice. Few prior studies of sperm competition have examined the effect of genetic similarity, however, and what studies do exist have yielded equivocal results. In an effort to resolve this issue, we measured the outcome of sperm competition when female Drosophila melanogaster were mated to males of four different degrees of genetic relatedness and then to a standardized competitor. We provide the strongest evidence to date that sperm competitive ability is negatively correlated with relatedness, even after controlling for inbreeding depression.",63,12389723,Journal,ar,Article,100,3,3,Cryptic female choice | Drosophila melanogaster | Genetic relatedness | P1 | Sperm competition | Sperm selection | Sperm use,22104,R29AG014027,1,TRUE,all,All Open Access,83,NIA,National Institute on Aging
