@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,dc:description,pubmed-id,author-count.$,authkeywords,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/80053242321,SCOPUS_ID:80053242321,2-s2.0-80053242321,"Reproduction, pollination and seed predation of senna multijuga (Fabaceae) in two protected areas in the Brazilian Atlantic forest",Revista de Biologia Tropical,00347744,59,4,1939-1948,2011-12-01,December 2011,4,Journal,ar,Article,100,2,13567,undefined,0,FALSE,30,Wolowski M.,"One important subject is to determine the effectiveness of conservation areas, where different management categories are being applied, to maintain effective sexual reproduction in plants and their interactions with animal groups. To evaluate this issue, we compared the phenology, reproductive success, pollination and pre-dispersal seed predation of the legume tree Senna multijuga in two differently managed protected areas in Southeastern Brazil: the Itatiaia National Park and the Environmental Protection Area of Serrinha do Alambari, from December 2007 to December 2008. Vegetative and reproductive phenodinamycs were registered monthly in 80 individuals; other evaluations included 104 observation hours for pollination (March-May 2008) in 51 inflorescences; besides, fruit counts, fecundity and seed predation. Sexual reproduction of S. multijuga depends on the transfer of pollen by large bees (Bombus, Centris, Epicharis and Xylocopa), as the species is self-incompatible. Bruchidae species of the genus Acanthoscelides and Sennius predate seeds. Vegetative and reproductive phenodynamics differed among sites. Our results indicated that ecological interactions were lower at the protected area, but the reproductive processes in S. multijuga were not ruptured or critically degraded. This reinforces the idea that landscape areas with intermediate levels of protection, such as environmental protection areas, are suitable as buffer zones, and thus, relevant to the conservation of ecological processes when associated with more strictly protected areas.",22208104,2,Bee pollination | Biodiversity conservation | Bruchids | Fecundity | Fruit set | Leguminosae | Phenology,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053240408,SCOPUS_ID:80053240408,2-s2.0-80053240408,Nutrient fluxes in litterfall of a secondary successional alluvial rain forest in Southern Brazil,Revista de Biologia Tropical,00347744,59,4,1869-1882,2011-12-01,December 2011,10,Journal,ar,Article,100,3,13567,undefined,0,FALSE,31,Scheer M.,"During forest succession, litterfall nutrient fluxes increase significantly. The higher inputs of organic matter and nutrients through litterfall affects positively soil fertility and the species composition, which are essential components in forest restoration and management programs. In the present study, the input of nutrients to the forest soil via litterfall components was estimated for two sites of different development stages, in an early successional alluvial rain forest in Brazil. Litterfall returned to the soil, in kg/ha, ca. 93 N, 79 Ca, 24 K, 15 Mg, 6 P, 1.7 Mn, 0.94 Fe, 0.18 Zn, 0.09 Cu and 11.2 Al, in the site where trees were more abundant and had higher values of basal area. In the other area, where trees where less abundant and values of ba sal area were comparatively low, litterfall returned <50% of those amounts to the forest soil, except for Al. The amount of Al that returned to the soil was similar in both areas due to the high contribution of Tibouchina pulchra (82% of Al returned). Comparatively, high proportion of three dominant native tree species (Myrsine coriacea, T. pulchra and Cecropia pachystachya) explained better litter nutrient use efficiency (mainly N and P) in the site with the least advanced successional stage. Although litterfall of these species show lower nutrient concentrations than the other tree species, their nutrient fluxes were high in both sites, indicating a certain independence from soil essential nutrients. Such feature of the native species is very advantageous and should be considered in forest restoration programs.",22208099,3,Litter production | Nutrient cycling | Nutrient use efficiency | Secondary succession | Tropical rain forest,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053237689,SCOPUS_ID:80053237689,2-s2.0-80053237689,Five new species of the genus sphelodon (Hymenoptera: Ichneumonidae) from Brazil with a key to the neotropical species,Revista de Biologia Tropical,00347744,59,4,1621-1636,2011-12-01,December 2011,2,Journal,ar,Article,100,2,13567,undefined,0,FALSE,32,Herrera A.,"The parasitoid wasp family Ichneumonidae currently includes approximately 37 subfamilies worldwide. Banchinae subfamily is a cosmopolitan group with three tribes: Atrophini, Banchini and Glyptini, this last characterized with oblique grooves on tergites II-IV, a dorsal subapical notch on the ovipositor, and a median apical impression in the subgenital plate. From the latter tribe, the genus Sphelodon, with eight species reported, can be recognized for the presence of a prominent basolateral tooth in the first abdominal tergite. Significant previous comprehensive studies for that group have been done in Costa Rica by local and international experts, but it is highly probable that many species remain undescribed in the region; before this survey, only one species (S. annulicornis) was registered from Brazil. The material reviewed in this study was obtained from main entomological collections of Southeast and South Brazil, from localities corresponding to 17 of the 27 States of the country, although most of the specimens (70.3%) were collected in São Paulo State. Approximately 3 000 specimens of the subfamily have been examined, 29 belonging to Sphelodon. The description format in this work broadly follows previous works; the species were illustrated through SEM in low vacuum mode (without uncoated the specimens). Here five new species of the genus Sphelodon are described and illustrated, one of these (S. brunicornis), differs from the rest of the species by lacking a median band in the flagellum. An identification key to the Neotropical species is provided.",22208079,2,Glyptini | Identification key | South America | Taxonomy | Wasps,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053233476,SCOPUS_ID:80053233476,2-s2.0-80053233476,Can rice field channels contribute to biodiversity conservation in southern Brazilian wetlands?,Revista de Biologia Tropical,00347744,59,4,1895-1914,2011-12-01,December 2011,36,Journal,ar,Article,100,5,13567,undefined,0,FALSE,33,Maltchik L.,"Conservation of species in agroecosystems has attracted attention. irrigation channels can improve habitats and offer conditions for freshwater species conservation. Two questions from biodiversity conservation point of view are: 1) Can the irrigated channels maintain a rich diversity of macrophytes, macroinvertebrates and amphibians over the cultivation cycle? 2) Do richness, abundance and composition of aquatic species change over the rice cultivation cycle? For this, a set of four rice field channels was randomly selected in Southern Brazilian wetlands. In each channel, six sample collection events were carried out over the rice cultivation cycle (June 2005 to June 2006). A total of 160 taxa were identified in irrigated channels, including 59 macrophyte species, 91 taxa of macroinvertebrate and 10 amphibian species. The richness and abundance of macrophytes, macroinvertebrates and amphibians did not change significantly over the rice cultivation cycle. However, the species composition of these groups in the irrigation channels varied between uncultivated and cultivated periods. Our results showed that the species diversity found in the irrigation channels, together with the permanence of water enables these man-made aquatic networks to function as important systems that can contribute to the conservation of biodiversity in regions where the wetlands were converted into rice fields. The conservation of the species in agriculture, such as rice field channels, may be an important alternative for biodiversity conservation in Southern Brazil, where more than 90% of wetland systems have already been lost and the remaining ones are still at high risk due to the expansion of rice production.",22208101,5,Agroecosystem | Anuran | Conservation | Cultivation cycle | Macroinvertebrate | Plant,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053232669,SCOPUS_ID:80053232669,2-s2.0-80053232669,Rhodomonas salina (Cryptophyta) pastes as feed for Brachionus plicatilis (Rotifera),Revista de Biologia Tropical,00347744,59,4,1503-1515,2011-12-01,December 2011,17,Journal,ar,Article,100,6,13567,undefined,0,FALSE,34,Guevara M.,"Rotifers are an important live feed for first feeding larvae of many fish species. The use of concentrated algae cells in the mass culture of the rotifer Brachionus plicatilis (Brachionidae) has opened new horizons for research on this organism. Pastes of Rhodomonas salina (Pyrenomonadaceae) obtained either by centrifugation or flocculation with chitosan were preserved, with or without vitamin C, at -20°C for four weeks and were evaluated biochemically (proteins, lipids, pigments and fatty acids contents) and subsequently, were used to feed the rotifer Brachionus plicatilis at a ratio of 25mg/L/day. Four different microalgae pastes were prepared: (1) centrifuged and preserved with vitamin C (CV), (2) centrifuged and preserved without vitamin C (C), (3) flocculated and with vitamin C (FV) and (4) flocculated without vitamin C (F). All treatments showed similar contents of proteins and total lipids with respect to control culture (a fresh culture of R. salina), with mean values of 40.0±2.32% and 12.0±1.45%, respectively. The pheophytin a/chlorophyll a ratio, a general indicator of the chemical status of microalgal concentrates, was similar (0.09-0.11) between centrifuged pastes and control culture, but was found to be higher in flocculated pastes (1.28-1.48). The fatty acid profile varied with respect to the control culture, mainly in the proportion of the essential polyunsaturated fatty acids (PUFAs): eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA). Total PUFAs, EPA and DHA contents were statistically similar between centrifuged pastes and control culture (PUFAs: 47%, EPA: 4% and DHA: 4.7%), whereas values obtained for flocculated pastes were significantly lower. The rotifers grew equally well when fed with centrifuged pastes or control culture (maximum density: 320rotifers/mL; instantaneous growth rate: 0.23rotifers/ day, fecundity: 1.49eggs/female and productivity: 43x10 3rotifers/L/day. No significant effect of vitamin C was found when used as a paste preservative. We concluded that centrifugation is an effective harvesting method, and that freezing to -20 oC for four weeks (no vitamin added), may help maintain the nutritional quality of R. salina paste, similar to fresh microalgae and can be offered to Brachionus plicatilis.",22208069,6,Aquaculture | Flocculation | Microalgae paste | Rhodomonas salina | Rotifers,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053231135,SCOPUS_ID:80053231135,2-s2.0-80053231135,"Abundance and distribution of Aedes aegypti (Diptera: Culicidae), and dengue dispersion in Guasave Sinaloa, México",Revista de Biologia Tropical,00347744,59,4,1609-1619,2011-12-01,December 2011,11,Journal,ar,Article,100,4,13567,undefined,0,FALSE,35,García C.,"Dengue is an important disease that affects humans, and is transmitted by A. aegypti. During 2006, a total of 477 cases of hemorrhagic dengue, and 1 510 of classic dengue were recorded in Sinaloa. Due to this high impact, a study on insect abundance and distribution, as well as their relationship with dengue dispersion, was carried out from April 2008 to March 2009 in Guasave, Sinaloa. The study included a total of six sectors in the city, considering 16 colonies; besides, 96 traps were distributed in these sectors to monitor the vector population density and female number per trap. The adult density index (ADI) and traps positive index (TPI) were calculated, and data were used to obtain the monthly dengue dispersion maps. The highest abundance of female (137 and 139) was found in July and August. In August and September the sectors 2, 4 and 6 showed the highest ADI values 2.44, 3.35 and 2.290, while TPI values were 56.25, 58.82 and 61.54, with the highest epidemiology dengue dispersion. The Pearson correlation (p<0.05) showed better values with the precipitation (r=0.80) than mean temperature (r=0.76) with zero lag months; while the cases of classic dengue and hemorrhagic dengue (CD/HD) is mostly related with the precipitation (r=0.98), and minimum temperature (r=0.79), with two lag months. In conclusion, the ADI and TPI index, as well as the maps obtained, allowed us to know the location of epidemiologic dengue risk areas. This information can be used to develop better control measures biological and chemical for the mosquito, in this location.",22208078,4,Classic dengue | Guasave sinaloa México | Hemorrhagic dengue | Mosquito | Risk,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053227264,SCOPUS_ID:80053227264,2-s2.0-80053227264,"Postembryonic development, fecundity and food consumption of Dichroplus exilis (Orthoptera: Acrididae) under controlled conditions",Revista de Biologia Tropical,00347744,59,4,1579-1587,2011-12-01,December 2011,6,Journal,ar,Article,100,4,13567,undefined,0,FALSE,36,Bardi C.,"Dichroplus exilis is a widely distributed species in Southern South America. Although there have been reports of D. exilis as an agricultural pest, some recent observations suggest that the damage attributed to D. elongatus may actually have been caused by D. exilis. This study was conducted to determine the postembryonic life cycle stages, fertility and food consumption of this species under controlled conditions (30°C, 14L-10D, 40% RH).Individuals employed belong to the laboratory-hatched first generation (F1), from adults (n=64, ♀=28, ♂=36) collected in natural grasslands near Rafaela, Santa Fe province in North- Eastern Argentina. Three cohorts of 16, 17 and 20 individuals were monitored independently in acetate tubes on a daily basis, until death of the last insect. Average fecundity was 381.84, 38.54 eggs per female. Egg-pod incubation time was 14.4, 1.08 days and six nymphal instars were recorded. Nymphal development time was 41.38, 0.71 days (I=8.73, 0.20; II=6.38, 0.24; III=5.64, 0.33; IV=7.15; 0.43; V=9.76, 0.54; IV=7.85, 0.95). The recorded food consumption was 9.89, 1.08 (mg/ind/day) for nymphs IV, 18.04, 0.73 (mg/ind/day) for nymphsV-IV, 16.76, 1.06 (mg/ind/day) for pre-reproductive males, 28.09, 1.81 (mg/ind/day) for pre-reproductive females, 7.71, 0.91 (mg/ind/day) for reproductive males and 13.06, 0.71 (mg/ind/day) for reproductive females, while the average adult food consumption, regardless of sex and reproductive status, was 16.41, 4.32mg/day. Average food consumption of adult females was 17.47, 1.15mg, and was significantly higher than that of males (10.83, 0.91mg). Data obtained in this study showed that D. exilis exhibits at least some of the biological attributes needed to configure an actual or potential agricultural pest, albeit not yet recognized as such. Field monitoring of grasshopper communities in areas where damage by D. exilis is suspected is envisaged in order to determine its possible status as a pest.",22208075,4,Agricultural pest | Argentina | Consumption tests | Dichroplus elongatus | Grasshopper | Nymphal instars,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053226066,SCOPUS_ID:80053226066,2-s2.0-80053226066,"Size, age and composition: Characteristics of plant taxa as diversity predictors of gall-midges (Diptera: Cecidomyiidae)",Revista de Biologia Tropical,00347744,59,4,1599-1607,2011-12-01,December 2011,12,Journal,ar,Article,100,1,13567,undefined,0,FALSE,37,Araújo W.S.,"Many hypotheses have been proposed to explain the diversity of gall-midge insects (Diptera: Cecidomyiidae), some of them taking into account plant diversity. This study aims to test the importance of size, age and composition of host plant taxa in the diversity of Cecidomyiidae. For this we used inventories data on the diversity of galling and host plants in Brazil. We found that Asterales, Myrtales and Malpighiales, were the most important orders, with 34, 33 and 25, gall morphotypes, respectively. The most representative host families were Asteraceae (34 morphotypes), Myrtaceae (23) and Fabaceae (22). In general, the order size and the plant family were good predictors of the galling diversity, but not the taxon age. The most diverse host genera for gall-midges were Mikania, Eugenia and Styrax, with 15, 13 and nine galler species, respectively. The size of plant genera showed no significant relationship with the richness of Cecidomyiidae, contrary to the prediction of the plant taxon size hypothesis. The plant genera with the greatest diversity of galling insects are not necessarily those with the greatest number of species. These results indicate that some plant taxa have a high intrinsic richness of galling insects, suggesting that the plant species composition may be equally or more important for the diversity of gall-midges than the size or age of the host taxon.",22208077,1,Cecidomyiidae | Floristic composition | Galls | Hypotheses | Plant richness | Superhosts,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053224124,SCOPUS_ID:80053224124,2-s2.0-80053224124,"Floristic composition and similarity of 15 hectares in central Amazon, Brazil",Revista de Biologia Tropical,00347744,59,4,1927-1938,2011-12-01,December 2011,14,Journal,ar,Article,100,7,13567,undefined,0,FALSE,38,da Silva K.E.,"The Amazon region is one of the most diverse areas in the world. Research on high tropical forest diversity brings up relevant contributions to understand the mechanisms that result and support such diversity. In the present study we describe the species composition and diversity of 15 one-ha plots in the Amazonian terra firme dense forest in Brazil, and compare the floristic similarity of these plots with other nine one-ha plots. The 15 plots studied were randomly selected from permanent plots at the Embrapa Experimental site, Amazonas State in 2005. The diversity was analysed by using species richness and Shannon's index, and by applying the orensen's index for similarity and unweighted pair-group average (UPGMA) as clustering method. Mantel test was performed to study whether the differences in species composition between sites could be xplained by the geographic distance between them. Overall, we identified 8 771 individuals, 264 species and 51 plant families. Most of the species were concentrated in few families and few had large number of individuals. Families presenting the highest species richness were Fabaceae (Faboideae: 22spp., Mimosoideae: 22spp.), Sapotaceae: 22spp., Lecythidaceae: 15 and Lauraceae: 13. Burseraceae had the largest number of individuals with 11.8% of the total. The ten most abundant species were: Protium hebetatum (1 037 individuals), Eschweilera coriacea (471), Licania oblongifolia (310), Pouteria minima (293), Ocotea cernua (258), Scleronema micranthum (197), Eschweilera collina (176), Licania apelata (172), Naucleopsis caloneura (170) and Psidium araca (152), which represented 36.5% of all individuals. Approximately 49% of species had up to ten individuals and 13% appeared only once in all sampled plots, showing a large occurrence of rare species. Our study area is on a forest presenting a high tree species diversity with Shannon's diversity index of 4.49. The dendrogram showed two groups of plots with low similarity between them (less than 0.25), and the closer the plots were one to another, more similar in species composition (Mantel R=0.3627, p<0.01). The 15 plots in our study area share more than 50% of their species composition and represent the group of plots that have the shortest distance between each other. Overall, our results highlight the high local and regional heterogeneity of environments in terra firme forests, and the high occurrence of rare species, which should be considered in management and conservation programs in the Amazon rainforest, in order to maintain its structure on the long run.",22208103,7,Central Amazonian | Diversity | Floristic similarity | Forest composition | Forest ecology | Terra firme | Upland dense forest,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053221923,SCOPUS_ID:80053221923,2-s2.0-80053221923,Temporal and spatial resource use by female three-toed sloths and their young in an agricultural landscape in Costa Rica,Revista de Biologia Tropical,00347744,59,4,1743-1755,2011-12-01,December 2011,9,Journal,ar,Article,100,4,13567,undefined,0,FALSE,39,Ramirez O.,"The information on ecological behavior of wild sloths is very scarce. In this study we determined the home ranges and resources used by three adult female three-toed sloths (Bradypus variegatus) and their four young in an agricultural matrix of cacao (Theobroma cacao), pasture, riparian forests and living fencerows in Costa Rica. Births occurred during November-December and the young became independent at five to seven months of age. Initially, mothers remained fixed in one or a few trees, but expanded their use of resources as young sloths became independent from them. Mothers initially guided the young to preferred food and cover resources, but they gradually left their young in small nucleus areas and colonized new areas for themselves. Home range sizes for young sloths (up to seven months of age) varied between 0.04-0.6 hectares, while home range sizes for mothers varied from 0.04-25.0 hectares. During the maternal care period, 22 tree species were used, with the most common being Cecropia obtusifolia (30.9%), Coussapoa villosa (25.6%), Nectandra salicifolia (12.1%), Pterocarpus officinalis (5.8%) and Samanea saman (5.4%). However, young sloths used only 20 tree species, with the most common being C. villosa (18.4%), S. saman (18.5 %) and N. salicifolia (16.7%). The cacao agroforest was used only by mother sloths and never by their young following separation. However, in the riparian forest, both mother sloths and young used the tree species. A total of 28 tree species were used by the mother sloth; including the food species: C. obtusifolia, C. villosa, N. salicifolia and P. officinalis. However, the young used 18 trees species in this habitat with N. salicifolia and S. saman most commonly used, although they rested and fed during the day in C. obtusifolia, C. villosa and O. sinnuata. The cacao agroforest with adjacent riparian forests and fencerows provides an important habitat type that links the smaller secondary forests and other patches.",22208090,4,Agricultural landscape | B. variegatus | Cacao agroforest | Home range | Maternal care | Resource use | Spatial distribution,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79959322990,SCOPUS_ID:79959322990,2-s2.0-79959322990,Ecological indicators of habitat and biodiversity in a Neotropical landscape: Multitaxonomic perspective,Revista de Biologia Tropical,00347744,59,3,1433-1451,2011-09-01,September 2011,9,Journal,ar,Article,100,8,13567,undefined,0,FALSE,40,González-Valdivia N.,"The use of indicator species to characterize specific ecological areas is of high importance in conservation/ restoration biology. The objective of this study was to identify indicator species of diverse taxa that characterize different landscape units, and to better understand how management alters species composition. We identified two ecomosaics, tropical rain forest and the agricultural matrix, each one comprised of four landscape units. The taxonomic groups studied included birds (highly mobile), butterflies (moderately mobile), terrestrial gastropods (less mobile) and trees (sessile). Sampling efficiency for both ecomosaics was ≥86%. We found 50 mollusks, 74 butterflies, 218 birds and 172 tree species, for a total of 514 species. Using ordination and cluster analysis, we distinguished three habitat types in the landscape: tropical rainforest, secondary vegetation and pastures with scattered trees and live fences. The InVal (≥50%) method identified 107 indicator species, including 45 tree species, 38 birds, 14 butterflies and 10 gastropods. Of these, 35 trees, 10 birds, four butterflies and eight gastropods were forest indicators. Additionally, 10, 28, 10 and two species, respectively per group, were characteristic of the agricultural matrix. Our results revealed a pattern of diversity decrease of indicator species along the rainforest-secondary forest-pasture gradient. In the forest, the gastropods Carychium exiguum, Coelocentrum turris, Glyphyalinia aff. indentata y Helicina oweniana were significantly correlated (p<0.05) with 90% of the other groups of flora and fauna indicator species. These findings suggest that gastropods may be good indicators of forest habitat quality and biodiversity. The secondary vegetation is an intermediate disturbance phase that fosters high diversity in the agricultural matrix. We exemplify a multitaxa approach, including mesofauna, for ecological monitoring of agricultural landscapes.",22017143,8,Biodiversity | Cultural landscapes | Habitat groups | Indicator species | Mexico | Rainforest,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79959316658,SCOPUS_ID:79959316658,2-s2.0-79959316658,"Genetic diversity in two populations of the snail Strombus gigas (Gastropoda: Strombidae) from Yucatan, Mexico, using Microsatellite",Revista de Biologia Tropical,00347744,59,3,1127-1134,2011-09-01,September 2011,10,Journal,ar,Article,100,4,13567,undefined,0,FALSE,41,Zamora-Bustillos R.,"The pink conch Strombus gigas is an important fisheries resource in the Caribbean region, including the Yucatán Peninsula. We analyzed the genetic diversity and genetic structure of two populations (Alacranes Reef and Chinchorro Bank) with the use of five microsatellite molecular markers. The results indicate that the two populations are in the same rank of genetic diversity (He), from 0.613 to 0.692. Significant deviation from H-WE was observed in the both populations due to deficit to heterozygotes, this was attributed to inbreeding as a consequence of over-fishing; nevertheless, other possible causes considered are mixing of individuals from two or more populations, and the existence of null alleles. Levels of genetic differentiation indicated the existence of a single homogenous population in the Yucatan Peninsula (F ST de 0.003, p=0.49), which fits with highest levels of gene flow is significant (2.3 individuals) between both populations. Results from this study support the hypothesis that S. gigas is part of a single panmictic population in the Yucatan Peninsula; therefore, this fishery resource should be regulated the same way for both areas.",22017119,4,Gene flow | Genetic diversity | Microsatellite | Pink conch | Strombus gigas,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79959315361,SCOPUS_ID:79959315361,2-s2.0-79959315361,"Biomass recovery through secondary succession in the Cordillera Central de los Andes, Colombia",Revista de Biologia Tropical,00347744,59,3,1337-1358,2011-09-01,September 2011,4,Journal,ar,Article,100,3,13567,undefined,0,FALSE,42,del Valle J.I.,"Estimations on biomass recovery rates by secondary tropical forests are needed to understand the complex tropical succession, and their importance on CO 2 capture, to offset the warming of the planet. We conducted the study in the Porce River Canyon between 550 and 1 700m.a.s.l. covering tropical and premontane moist belts. We established 33 temporary plots of 50mx20m in secondary forests, including fallows to succesional forests, and ranging between 3 and 36 years old; we measured the diameter at breast height (D) of all woody plants with D≥5cm. In each one of these plots we established five 10mx10m subplots, in which we measured the diameter betweem 1cm≤D<5cm of all woody plants. We estimated the biomass of pastures by harvesting 54 plots of 2m×2m, and of shrubs in the fallows by harvesting the biomass in 18 plots of 5m×2m. We modeled Bav (above ground live biomass of woody plants) and Brg (coarse root biomass) as a function of succesional age (t) with the growth model of von Bertalanffy, using 247t/ha and 66t/ha as asymptote, respectively. Besides, we modeled the ratios brg/bav=f(D) and Brg/Bav=f(t). The model estimated that 87 years are required to recover the existing Bav of primary forests through secondary succession, and 217 years for the Brg of the primary forest. The maximum instantaneous growth rate of the Bav was 6.95 t/ha/yr at age 10. The maximum average growth rate of the Bav was 6.26 t/ha/yr at age 17. The weighted average of the absolute growth rate of the Bav reached 4.57t/ha/yr and the relative growth rate 10% annually. The ratio brg/bav decreases with increasing D. The ratio Brg/Bav initially increases very rapidly until age 5 (25%), then decreases to reach 25 years (18%) and increases afterwards until the ratio reaches the asymptote (26.7%).",22017137,3,Above-ground live biomass recovery | Annual tree-rings in tropical trees | Chronosequences | Coarse roots biomass | Root/shoot ratio | Secondary succession | Tropical andean forests,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79959312608,SCOPUS_ID:79959312608,2-s2.0-79959312608,Phenotypic and genotypic characterization of twelve rhizobial isolates from different regions of Venezuela,Revista de Biologia Tropical,00347744,59,3,1017-1036,2011-09-01,September 2011,14,Journal,ar,Article,100,3,13567,undefined,0,FALSE,43,Marquina M.,"Rhizobial taxonomy and systematics have progressed substantially, nevertheless, few studies have been developed on venezuelan species. This study evaluated the phenotypic and genetic variation between 12 venezuelan indigenous rhizobial isolates and 10 international referential strains, by phenotypical traits and DNA molecular markers. In this regard, a PCR-RFLP of the 16S rDNA gene, the presence of large plasmids, metabolic assays in solid media, salinity resistance, pH and temperature growth conditions, and intrinsic antibiotic resistance were assayed. In reference to the phenotypic attributes, we recognized three main groups: A group I, which comprised all the strains metabolizing between 67.5%-90% of the C and N sources. They were also acid-tolerant, as well as acid producers, capable of growing at 40°C and in high salinity conditions (2-2.5% NaCl). With regard to the antibiotic sensitivity, this group was susceptible to a 30% of the antibiotic assayed. Strains belonging to Group II exhibited a lower salt tolerance (0.1-1.5%NaCl), as well as a lower acid tolerance, since they grew well at pH values equal or higher than 5.0. This group appeared to be resistant to all of the antibiotics assayed and only metabolized between 52.5%-82.5% of the C and N sources. Group III was represented by a single bacterial strain: it has a extremely low salt tolerance (0.1% NaCl). This strain grew at a pH equal or higher than 5.6, was susceptible to 50% of the antibiotics assayed and metabolized 72% of the C and N sources. On the basis of a PCR- RFLP of the 16S rDNA, three groups were also obtained. Members of the group A showed a close resemblance to Rhizobium tropici CIAT 899 and Sinorhizobium americanum CFN-EI 156, while Group B was closely related to Bradyrhizobium spp. Group C, was also represented by only one isolate. The Trebol isolate, was the only one strain able to form nodules and does not appear to be related to any of the referential rhizobial strains, suggesting a possible symbiotic horizontal gene transfer. Finally, in this work, there are evidences of a genetic diversity in the venezuelan rhizobial strains. A different geographical origin is perhaps an important factor affecting the diversity of the indigenous rhizobia in this study.",22017109,3,16S rDNA | Bradyrhizobium | PCR-RFLP | Phenotypic characterization | Rhizobium,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79959277648,SCOPUS_ID:79959277648,2-s2.0-79959277648,"Molluscan assemblage from a tropical intertidal estuarine sand-mud flat, Gulf of Nicoya, Pacific, Costa Rica (1984-1987)",Revista de Biologia Tropical,00347744,59,3,1135-1148,2011-09-01,September 2011,4,Journal,ar,Article,100,2,13567,undefined,0,FALSE,44,Vargas-Zamora J.,"The availability of data sets covering more than a year is scarce for tropical environments. Advances in hardware and software speed-up the re-analysis of old data sets and facilitates the identification of hidden data patterns. From February 1984 to April 1987 (49 sampling dates), core samples (17.7cm2, 15cm deep) were collected at low tide at a sand-mud flat in the mid upper Gulf of Nicoya estuary, Pacific, Costa Rica. Predator exclusion experiments (cages 0.5x0.5x0.2m, galvanized wire, mesh size 5mm), were conducted at the site in 1985 (dry and rainy seasons sets). Samples were preserved with 5% buffered formalin in sea water stained with Rose Bengal, and washed after 24 hours on a 500 micron mesh sieve. The 1 120 cores yielded a total of 112 morphological species of which the mollusks were represented by 23 species, and included the bivalves Tellina rubescens, Tagelus bourgeoisae, Dosinia dunkeri and Leukoma asperrima, and the gastropods, Natica unifasciata, Nassarius luteostomus, Costoanachis rugosa and Turbonilla sp. The 23 species are indicative of a relatively rich sedimentary molluscan fauna. T. bourgeoisae had a seasonal oscillation, with higher abundances during the rainy seasons. T. rubescens was not seasonal, but presented an oscillation with peaks at about 1.5 year intervals. Many empty shells of Cosmioconcha modesta, lower number of N. luteostomus and a few of T. rubescens were found with boreholes by the predatory snail N. unifasciata. T. rubescens was not significantly more abundant inside or outside cages. T. bourgeoisae showed a significant increase within the caged areas. The numerical fluctuations of the mollusks became more important during the rainy season of 1985. Red tide outbreaks in the Gulf of Nicoya in 1985 may have had an impact on the molluscan populations.",22017120,2,Benthos | Boreholes | Cages | Costa Rica | Costoanachis | Dosinia | Estuary | Gulf of Nicoya | Leukoma | Nassarius | Natica | Tagelus | Tellina | Tidal flat | Turbonilla,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79959277138,SCOPUS_ID:79959277138,2-s2.0-79959277138,On some misused terms in entomological publications,Revista de Biologia Tropical,00347744,59,3,999-1006,2011-09-01,September 2011,1,Journal,ar,Article,100,1,13567,undefined,0,FALSE,45,Hilje L.,"A glossary is presented, despite being a non-exhaustive one, which includes a little more than one hundred terms frequently misused in entomological publications. They are organized in accordance to their degree of acceptance by the Real Academia Española. Each one is accompanied by its correct alternative (sometimes with a brief justification of the suggested term), and its proper use is illustrated with an example. Moreover, in addition to idiomatic mistakes themselves, a brief list of rather common conceptual mistakes is included, which correct use is explained.",22017107,1,Concepts | Entomology | Language | Spanish | Terminology,NA,NA,NA,NA,NA
