@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0033949746,SCOPUS_ID:0033949746,2-s2.0-0033949746,Describing inequality in plant size or fecundity,Damgaard C.,Ecology,00129658,81,4,1139-1142,2000-01-01,April 2000,10.1890/0012-9658(2000)081[1139:DIIPSO]2.0.CO;2,219,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,64,"Lorenz curves have been used to describe inequality in plant size and fecundity, where the total inequality is summarized by the Gini coefficient. Here we propose a second and complementary statistic, the Lorenz asymmetry coefficient, which characterizes an important aspect of the shape of a Lorenz curve. The statistic tells us which size classes contribute most to the population's total inequality. This may be useful when interpreting the ecological significance of plant size or reproductive inequality.",Asymmetry | Fecundity | Gamma distribution | Gini coefficient | Growth | Inequality | Lognormal distribution | Lorenz curve | Plant | Size | Size distributions,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033949582,SCOPUS_ID:0033949582,2-s2.0-0033949582,Site-dependent regulation of population size: Comment,Hund W.G.,Ecology,00129658,81,4,1162-1165,2000-01-01,2000,10.1890/0012-9658(2000)081[1162:sdrops]2.0.co;2,20,Journal,sh,Short Survey,100,2,2,20308,undefined,0,FALSE,65,"Site-dependent regulation has been described as a process by which the demographic rates of territorial birds decline as breeding sites of progressively lower quality are occupied by a growing population. Proponents regard this phenomenon as regulatory and refer to 'strong negative feedback' generated by the increasing occupancy of lower-quality sites. We offer an alternative explanation of population equilibrium that obtains without heterogeneity in site suitability and even when all sites yield recruits in excess of replacement levels. This mechanism, proposed almost a century ago by the Irish naturalist C. B. Moffat, is based on cohort size restriction imposed by passive environmental limits to site occupancy. There are two such limits: a site-serviceability limit and a recruitment-wave limit. The former involves the rejection of low-quality sites by individuals pursuing higher fitness in becoming floaters. The recruitment-wave limit derives from the restricted extent to which sites producing surplus recruits can augment those failing to meet that criterion.",NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033949581,SCOPUS_ID:0033949581,2-s2.0-0033949581,Direct measurement of the seed bank age structure of a Sonoran Desert annual plant,Moriuchi K.,Ecology,00129658,81,4,1133-1138,2000-01-01,April 2000,10.1890/0012-9658(2000)081[1133:DMOTSB]2.0.CO;2,38,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,66,"We describe a new approach to determining the age structure of seed banks of natural plant populations and apply it to a natural population of the Sonoran Desert winter annual, Pectocarya recurvata (Boraginaceac). Unlike other 14C techniques, tandem accelerator mass spectrometry (TAMS) counts the number of carbon isotope atoms, permitting high precision with small samples. Aboveground nuclear bomb tests caused atmospheric 14C levels to peak in 1963. Their subsequent gradual decline provides a signal for aging seed banks with TAMS. We constructed a calibration curve using seeds with known dates of production during 1980-1995, then used it to age 53 seeds sampled from a natural seed bank in 1993, at the Desert Laboratory in Tucson, Arizona. Seed number declined with age at an approximately exponential rate, with the oldest recovered seed having an estimated age of 5 yr (95% CI = ±2.3 yr). The seed bank age structure was judged more than adequate to buffer this population from typical fluctuations, based on an examination of 15 yr of population dynamic data. The TAMS technique has strong potential for answering a broad range of ecological and evolutionary questions requiring post-1963 age determinations and for which a several-year confidence interval is acceptable.",14 C | Age determination | Bet hedging | Desert annual | Nuclear bombs | Pectocarya recurvata | Population persistence | Seed bank age structure | Seed dormancy | Sonoran Desert | Tandem accelerator mass spectrometry (TAMS) | Viable seed number vs. seed age,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033949580,SCOPUS_ID:0033949580,2-s2.0-0033949580,Long-term survivorship and crown area dynamics of tropical rain forest canopy trees,Herwitz S.,Ecology,00129658,81,2,585-597,2000-01-01,February 2000,10.1890/0012-9658(2000)081[0585:LTSACA]2.0.CO;2,27,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,67,"Lateral shading of direct-beam irradiation among neighboring canopy tree crowns in a nonequatorial tropical rain forest canopy was modeled as a function of solar position using a photogrammetric database derived from large-scale color aerial stereopairs (1:1500-1:3000 scale) acquired in 1976. The interception of direct-beam irradiation by the orthogonally projected crown area of each tree was computed at hourly intervals over a full calendar year using a Parameterization model of cloud-attenuated direct-beam availability. The annual totals of intercepted direct-beam irradiation (I(b)) ranged from 1.81 to 4.13 GJ·m-2·yr-1. Expressed as a percentage of the available incident direct-beam irradiation, these values ranged from 44% to 100%. Approximately 20% of the sample population intercepted <70% of the available annual direct-beam irradiation. The long-term effects of lateral shading and the intertree differences in I(b) were assessed using repeat aerial stereophotography of the same section of forest 18 yr later in 1994 for the determination of the mortality, survivorship, and crown growth of the canopy trees delimited in the 1976 stereopairs. Mortality over the 18-yr period amounted to 27.2%. Based on the lateral shading simulations, the mean annual I(b) totals of the survivors and those that died were significantly different (P < 0.001). Approximately 40% of the survivors experienced crown area reductions. Although there was no significant difference in the I(b) of survivors with crown growth and those with crown reductions, a relationship was established between I(b) and the extent of crown area change. Canopy trees that intercept the most direct-beam irradiation and experience the least lateral shading have higher probabilities of survivorship and significant crown area changes that may be in the form of crown growth or crown reduction. Their laterally shaded neighbors have a lower survivorship probability, and those that survive persist in an inhibited state with limited crown area change. We conclude that the effects of lateral shading are not limited to the margins of treefall gaps and that lateral shading determined by crown position in the uneven upper canopies of nonequatorial tropical rain forests has a detectable effect on the long-term fates of neighboring canopy trees.",3-D model | Aerial stereopairs | Canopy trees | Crown dynamics | Crown position | Direct-beam interception | Lateral shading | Mortality | Survivorship | Tropical rain forest,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0033949579,SCOPUS_ID:0033949579,2-s2.0-0033949579,Relative importance of abiotically induced direct and indirect effects on a salt-marsh herbivore,Moon D.,Ecology,00129658,81,2,470-481,2000-01-01,February 2000,10.1890/0012-9658(2000)081[0470:RIOAID]2.0.CO;2,48,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,68,"Few studies have attempted to determine experimentally the relative importance of direct and indirect effects of host plants on herbivorous insects in the field. This study identifies important direct and indirect effects of a coastal plant on its most common insect herbivore and assesses the relative importance of those effects. The direct effects of increased interstitial soil salinity and nitrogen on the abundance of Pissonotus quadripustulatus (Homoptera: Delphacidae), which feeds on Borrichia frutescens (Asteraceae), are reported. Also reported are the indirect effects of these treatments on parasitism of P. quadripustulatus eggs laid in plant stems by the fairyfly parasitoid Anagrus sp. nr. armatus (Hymenoptera: Mymaridae). Soil salinity was experimentally elevated by the addition of salt pellets, and plant foliar nitrogen was increased by the addition of fertilizer. Both salt and fertilizer increased the abundance of P. quadripustulatus. There was a significant salt x fertilizer interaction, suggesting that salt stress may be more important when plants are more nitrogen limited. Salt, by increasing the frequency of tough B. frutescens stems, decreased the rate at which Anagrus parasitized P. quadripustulatus eggs. Fertilizer, by increasing the frequency of B. frutescens stems that were softer and easier to penetrate, increased the rate of parasitism. Changes in parasitism, however, did not affect P. quadripustulatus density. Tests for density dependence showed that the results reported here were attributable to application of the treatments and not to spatial density dependence. This study suggests that, in a stressful salt-marsh system, the direct effects of plant quality on herbivores are more important than indirect effects of plant morphology mediated by natural enemies.","Abiotic factors | Affected by salinity | Borrichia frutescens | Community structure | Direct vs. indirect effects | Effects of salinity and nitrogen | Egg parasitism | Herbivores, affected by host-plant variation | Host plant nitrogen | Pissonotus quadripustulatus | Plant morphology | Plant quality | Salt marsh community | Soil salinity",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033949172,SCOPUS_ID:0033949172,2-s2.0-0033949172,Facilitation of seedling establishment: Reduction in irradiance enhances winter growth of Eucalyptus pauciflora,Egerton J.J.G.,Ecology,00129658,81,5,1437-1449,2000-01-01,May 2000,10.1890/0012-9658(2000)081[1437:foseri]2.0.co;2,62,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,69,"We determined whether plants benefit from a reduction in irradiance when growth is limited by low temperatures. Growth of snow gum (Eucalyptus pauciflora Sieb. ex Spreng.) seedlings was studied in response to two irradiance regimes (100% and 50% sunlight) under field conditions during autumn and winter. Seedlings were planted on north (exposed) and south (sheltered) sides of vertical screens transmitting 50% incident sunlight. This planting arrangement allowed assessment of affects of excess irradiance on growth of seedlings subject to common temperature minima. Over winter, sheltered seedlings were less photoinhibited, had higher photosynthetic CO2 assimilation rates, lost less leaf area, and maintained a higher leaf-area ratio than exposed seedlings. These differences were consistent with greater growth of sheltered than exposed seedlings by the end of winter. These results show that shading may contribute to facilitation of regeneration by nurse plants in frost-prone environments.",Chlorophyll fluorescence | Cold-induced | Eucalyptus pauciflora | Facilitation of seedling establishment | Frost effects | Light regimes | Low temperature and irradiance | Microclimate | Nurse plants | Photoinhibition | Plant growth | Seedling growth and light regimes | Snow gum,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033949171,SCOPUS_ID:0033949171,2-s2.0-0033949171,Within-clutch trade-offs between the number and quality of eggs: Experimental manipulations in gulls,Nager R.,Ecology,00129658,81,5,1339-1350,2000-01-01,May 2000,10.1890/0012-9658(2000)081[1339:WCTOBT]2.0.CO;2,138,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,70,"We experimentally increased the number of eggs laid by Lesser Black-backed Gulls and examined the relationship between egg number and egg quality. Egg quality was measured in terms of egg composition and the probability that an egg would give rise to a fledged chick. In measuring the latter, we removed the potentially confounding effects (1) between parental quality and egg quality and (2) between increased egg production and parental condition, using a cross-fostering protocol in which eggs were reared by control parents. Lesser Black-backed Gulls were capable of producing, on average, almost three times the normal clutch of three eggs. Although egg mass did not fall below that of the last laid egg in normal clutches, as the clutch extended beyond three, experimental eggs contained relatively less lipid and relatively more water. Overall the percentage of eggs that gave rise to fledged chicks (when reared singly by a foster parent) declined significantly with position in the experimental laying sequence; about two-thirds of the eggs laid at the beginning of the laying sequence gave rise to fledged chicks, whereas only about one-third of the last laid eggs did so. This was not due to any seasonal change in the capacity of foster parents to rear the chicks, and neither hatching nor fledging success of the eggs was related to their fresh mass. Thus, as more eggs are laid, important changes in egg composition occur that have, in themselves, substantial effects on offspring survival. This study provides clear evidence of a trade-off between egg number and egg quality.",Chick survival | Clutch size | Egg composition | Egg number | Egg quality | Egg size | Larus fuscus | Lesser Black-backed Gull | Life history theory | Trade-offs,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033949167,SCOPUS_ID:0033949167,2-s2.0-0033949167,Social organization of mountain lions: Does a land-tenure system regulate population size?,Pierce B.,Ecology,00129658,81,6,1533-1543,2000-01-01,June 2000,10.1890/0012-9658(2000)081[1533:SOOMLD]2.0.CO;2,92,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,71,"Mountain lions (Puma concolor) are thought to regulate their populations via social behavior. The proposed mechanism is a land-tenure system that results in exclusion of individuals from the population through territoriality and temporal avoidance. In the absence of mortality from intraspecific aggression, social behavior can regulate a population only by limiting reproduction. Successful reproduction among large mammals is related to the availability of food. Four states of nature must hold if a population is regulated by social behavior via a land-tenure system in mountain lions: (1) individuals should not be distributed randomly, but each should have its own distinct distribution, and those individuals should maintain regions of exclusivity; (2) use of food within the distribution of an individual should not be random, but should be clumped as individuals try to exclude each other from access to prey; (3) those clumps of prey must not be simply the result of prey distribution, but of social interactions among lions; and (4) social interactions and defense of food should occur in regions where distributions of individuals overlap; therefore, prey use by individual lions in areas of overlap should be less than expected based on the distribution of prey. We tested hypotheses regarding social regulation for a population of mountain lions that co-occurred on a winter range with a population of mule deer (Odocoileus hemionus) in the eastern Sierra Nevada, California, from 1991 to 1997. Individual mountain lions (n = 10) exhibited distinct distributions, and deer killed by individuals (n = 112) were not distributed randomly within the distribution of the lion that did the killing. Furthermore, the nonrandom distribution of lion-killed deer could be explained by the distribution of live deer alone, but that result was marginally not significant (P = 0.06) and indicated that something else affected the locations of kills made by lions. Results from tests of whether the presence of another mountain lion affected where individuals chose to kill prey indicated that social interactions had no effect. The distribution of deer killed by individual mountain lions in areas of exclusive use and areas of overlap was identical to that expected based on the distribution of live deer alone. That outcome indicated social behavior was not regulating the population of mountain lions via partitioning of prey, and temporal differences in use of space could not explain the distribution of mountain lions we observed. A system of land-tenure and mutual avoidance did not limit the population of mountain lions in Round Valley via partitioning of prey. Our results are concordant with other studies of large mammalian carnivores, which reported that populations were not limited primarily by territoriality but by the supply of food.",Land-tenure system | Mountain lion | Mule deer | Odocoileus hemionus | Population regulation | Predation | Puma concolor | Social organization | Spatial distribution | Territoriality,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033949002,SCOPUS_ID:0033949002,2-s2.0-0033949002,Geostatistical estimation variance for the spatial mean in two-dimensional systematic sampling,Aubry P.,Ecology,00129658,81,2,543-553,2000-01-01,February 2000,10.1890/0012-9658(2000)081[0543:GEVFTS]2.0.CO;2,32,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,72,"Many ecologists use two-dimensional systematic sampling to estimate mean density of individuals over the domain sampled. They usually calculate the variance of the mean as if the sample were a simple random sample, using the unbiased estimator under this sampling design, that is, σ2/n. This practice leads to a selection bias, i.e., incorrect inclusion probabilities of population units in the sample are used in the estimator of variance of the mean. The magnitude of the bias varies with the underlying spatial autocorrelation structure. Design-based inference and model-based inference are two conceptual frameworks for tackling estimation of variance of the mean in a systematic sample. This paper reports use of the geostatistical estimation variance σ(E)/2 with the model-based approach. This variance of the overall spatial mean depends on the spatial autocorrelation structure of the data. We illustrate the method by considering the density of acorns fallen under a sessile oak during one season. Acorns were numbered in square quadrats of 0.25 m2; the data set was exhaustive. We drew nine one-start systematic samples from the whole population of quadrats. We computed semivariograms for the whole population and each sample and fitted them to exponential models without nugget. Using geostatistical theoretical results, we calculated a variance of the mean density of acorns by Monte Carlo integration. We show that our variance estimate depends on (1) the origin of the systematic sample, the central sample being the most accurate, (2) quadrat size, with a decrease in the variance when quadrat size increases, (3) the semivariogram model, (4) discretization of the domain used in Monte Carlo integration, and (5) the random number generator. Considering all sources of variation, the variance estimate we calculated ranged from ~2 to 36 in our example, for an overall mean equal to 95 acorns per quadrat. Geostatistical variance mainly reflects the locations and size of the sampled quadrats, and the spatial autocorrelation function. In our example, using the variance estimator of a simple random sample leads to a high selection bias. The bias can be neglected only in the absence of significant spatial autocorrelation in the sample. Otherwise, we advocate a geostatistical model-based approach that accounts for spatial autocorrelation.",Acorn density | Geostatistics | Model-based inference | Random sampling | Semivariogram | Stationarity | Superpopulation model | Systematic sampling | Variance estimation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033948451,SCOPUS_ID:0033948451,2-s2.0-0033948451,Site-dependent regulation of population size: Comment,Hawkins B.A.,Ecology,00129658,81,4,1166-1171,2000-01-01,2000,10.2307/177190,7,Journal,re,Review,100,2,2,20308,undefined,0,FALSE,73,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033948446,SCOPUS_ID:0033948446,2-s2.0-0033948446,Ice nuclei in soil compromise cold hardiness of hatchling painted turtles (Chrysemys picta),Costanzo J.P.,Ecology,00129658,81,2,346-360,2000-01-01,February 2000,10.1890/0012-9658(2000)081[0346:iniscc]2.0.co;2,28,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,74,"Hatchling painted turtles (Chrysemys picta) commonly overwinter within their natal nests and survive exposure to temperatures as low as -12°C by supercooling. We report that the supercooling capacity of hatchling C. picta is reduced by direct contact with nest soil which, in samples from northwestern and north-central Nebraska, Indiana, and Ontario, contained potent ice nuclei active in the range of -3.5°to -5°C. These nuclei were sensitive to autoclaving and extractable in water. The supercooling capacity of C. picta hatched in native nest soil, or hatched in sterilized vermiculite (which lacks water-extractable nuclei), and subsequently exposed to nest soil, was reduced by ~10°C relative to control turtles that were hatched and reared in sterilized vermiculite. The effect of these nuclei was potentiated by the presence of environmental moisture, although even transient exposure to dry nest soil markedly reduced supercooling capacity in ~50% of the turtles. Unlike turtle species that hibernate underwater (Sternotherus odoratus, Chelydra serpentina, Apalone spinifera), hatchlings of C. picta exhibited an extraordinary capacity for supercooling (temperature of crystallization, -16°to -20°C) when cooled in isolation from external ice nuclei. However, hatchlings of these four species were equally susceptible to inoculation by suspensions of the ice-nucleating bacterium, Pseudomonas syringae. Indirect evidence suggests that the soil nuclei are associated with such microbes. Nucleating activity was higher in soil collected within nests than in soil collected at the same depth, adjacent to these nests. Differences in the activities of ice nuclei in nesting soils may account for geographic and local variation in winter survival of hatchling C. picta. Our finding that similar agents occur in various other terrestrial habitats in central North America suggests that such nuclei may pose a formidable challenge to the overwintering survival of ectothermic animals that rely on supercooling to withstand frost exposure.",Chrysemys picta | Freeze tolerance | Geographic variability | Hatchling turtle | Ice nucleator | Microenvironment | Soil | Supercooling | Winter survival,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0033948291,SCOPUS_ID:0033948291,2-s2.0-0033948291,Pollen-mediated selective abortion in yuccas and its consequences for the plant-pollinator mutualism,Huth C.,Ecology,00129658,81,4,1100-1107,2000-01-01,April 2000,10.1890/0012-9658(2000)081[1100:PMSAIY]2.0.CO;2,54,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,75,"Mutualistic interactions contain an underlying evolutionary conflict, in that natural selection favors individuals better at exploiting their mutualistic partner, thus potentially destabilizing the mutualism. In the obligate mutualism between yuccas and yucca moths, selective abortion of flowers that receive many moth eggs or receive poor pollen load has been suggested as a mechanism that can prevent evolution of excessive exploitation by moths. Using controlled pollinations, varying pollen amount and source, we asked whether variation in pollination quality of the magnitude seen among moths affects patterns of selective abortion. Pollination experiments in two Yucca filamentosa populations revealed that both pollen quantity (large/small) and quality (self/one-outcross/two-outcross donors) affected fruit retention, seed set, and seedling growth rate. A pollen load larger than that typically provided by moths increased fruit retention. Outcrossed flowers were selectively retained to fruit, and flowers receiving a mixed outcross load were selectively retained over single-outcross flowers in one population. Seed set per fruit was significantly lower with a small pollen load, and lower when a single outcross source was used than in self or mixed outcross treatments. Outcross seeds germinated at a greater frequency and produced plants that grew faster than those that resulted from self-pollination, yielding a cumulative inbreeding depression of 0.73-0.81. Early fruit abortion is a major mortality factor to the yucca moth's progeny, and the female can increase retention by providing high-quality pollinations. Nonetheless, individual pollen loads are usually below levels that provide higher probability of retention, and commonly observed geitonogamous pollinations also appear to conflict with expected strong selection on moths to provide pollinations that give high retention probability. Other factors, such as combined visits by multiple females, floral position effects on retention, and possible costs of moth movement among plants, may interact with the pollination-mediated effects in molding female behavior. These factors do not diminish the potential of selective abortion to promote evolutionary stability of the interaction as they do not provide the moth with a mechanism to circumvent selective abortion.",Fruit retention | Mutualism | Pollen load | Pollination | Pollinator behavior | Progeny performance | Seed quality | Selective abortion | Tegeticula | Yucca | Yucca moth,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033947848,SCOPUS_ID:0033947848,2-s2.0-0033947848,Species and stand dynamics in the mixed woods of Quebec's southern boreal forest,Bergeron Y.,Ecology,00129658,81,6,1500-1516,2000-01-01,June 2000,10.1890/0012-9658(2000)081[1500:SASDIT]2.0.CO;2,324,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,76,"In order to test whether changes in forest composition observed while sampling portions of the landscape originating from different fires may be explained by stand-level processes, I reconstructed species and stand dynamics for mesic sites in the mixed-boreal forests of Quebec. The stands studied are located in the forest surrounding Lake Duparquet in northwestern Quebec and originated from eight successive fires representing a chronosequence of 230 yr. Tree composition and ecological characteristics were assessed in 313 quadrats distributed systematically within the burned areas; one representative stand per fire, presenting the average species composition for clay soils with a moderate moisture regime, was selected for detailed dendroecological analysis. All living and dead stems (> 1 cm dbh) were mapped and cut down in a 20 x 20 m quadrat. Cross sections collected at the root collar and at every meter were analyzed using standard dendrochronological techniques. The age of the stand before the last fire was estimated using snags and logs located in, or in the vicinity of, each quadrat. A PCA (principal-components analysis) ordination of all quadrats shows a gradual change with time since fire from stands dominated by hardwoods (aspen and paper birch), to mixed stands with an important white spruce component, to coniferous stands dominated by balsam fir and white cedar. Despite variations in the age and composition of the stands before the last fire, they generally follow a common pattern characterized by post-fire hardwood dominance. Age structures show successive waves of aspen, birch, and fir recruitment, corresponding respectively to the post-fire cohort, the gradual dismissal of the first aspen cohort, and spruce budworm outbreaks. Each of these waves corresponds to a decrease in hardwoods and an increase in the conifer component of the stand. Suppressed white spruce individuals, recruited primarily as part of the post-fire cohort, experienced growth releases following the dismissal of the first aspen cohorts. White cedar increased in abundance late in succession and tended to outcompete balsam fir in old coniferous stands severely affected by spruce budworm outbreaks. The observed multi-cohort process contrasts with the simple replacement of hardwoods by conifers as suggested by observations of differential growth rates. The patchy distribution of conifer regeneration together with the poorer ability of conifers to rapidly fill gaps may explain why hardwoods are successfully recruited. This gradual rate of change, occurring over several generations, results in the maintenance of an important hardwood component in most stands even in the absence of fire. After 230 yr, stands are still mainly composed of trees originating from punctuated events such as fire, the gradual dismissal of the first aspen cohort, or spruce budworm outbreaks. This contrasts with old-growth boreal forests dominated by spruces in which a quasi-equilibrium is maintained by small canopy disturbances. The study confirms that changes in forest composition observed while sampling portions of the landscape originating from different fires may be explained by simple processes occurring at the stand level.",Aspen | Balsam fir | Boreal forest disturbance regimes | Canopy gaps | Dendroecology | Forest fire | Forest succession | Mixed woods | Old-growth forest | Post-disturbance species dynamics | Southern Quebec boreail forest | Spruce budworm | Stand dynamics,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0033946994,SCOPUS_ID:0033946994,2-s2.0-0033946994,Dynamics of a subtidal seagrass landscape: Seasonal and annual change in relation to water depth,Robbins B.D.,Ecology,00129658,81,5,1193-1205,2000-01-01,May 2000,10.1890/0012-9658(2000)081[1193:DOASSL]2.0.CO;2,90,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,77,"The spatial heterogeneity of a subtidal marine landscape and the areal extent of both monospecific and mixed patches of seagrass species were studied in Tampa Bay, Florida, USA. Specifically, we examined the temporal dynamics of seagrass distribution and its relationship to water depth and the serial replacement of one species by another. The ~5-ha landscape was mapped at 1-m intervals in the spring and fall of 1994 and 1995. The landscape consisted of monospecific and mixed patches of seagrass (47%) and bare sediment (53%). Halodule wrightii was the most abundant seagrass (~74%), while Thalassia testudinum was second most common (20%), and mixed patches of H. wrightii and T. testudinum composed the remaining 6%. There was an overall increase in seagrass of 14% from spring 1994 to fall 1995. The majority of change occurred along the margins of existing seagrass patches (i.e., H. wrightii invading bare sediment). Typically, 'new' patches were the result of the transition of one seagrass species to another (e.g., H. wrightii replacing T. testudinum). Water depth over the landscape ranged from 30 to 100 cm, and although seasonal differences in the distribution of seagrass species were detected, water depth in this landscape was not an adequate predictor of the observed distributional patterns of either seagrass species at any season. Temporal transitions of one seagrass species to another, or to/from bare sediment, did not fit previously published models of seagrass succession. Instead, H. wrightii, the competitive 'inferior,' often replaced T. testudinum as the dominant seagrass, suggesting that factors other than competition may have a controlling influence in this landscape. We suspect that hydrodynamics (e.g., seasonal storm events) may be an organizing force in maintaining the landscape's heterogeneity.",Landscape dynamics | Landscape heterogeneity | Seagrass species transition | Seagrass succession,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033946992,SCOPUS_ID:0033946992,2-s2.0-0033946992,Food shortage in small fragments: Evidence from an area-sensitive passerine,Zanette L.,Ecology,00129658,81,6,1654-1666,2000-01-01,June 2000,10.1890/0012-9658(2000)081[1654:FSISFE]2.0.CO;2,286,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,78,"Many forest-interior songbirds are considered 'area sensitive' because they are absent from smaller forest remnants in fragmented landscapes. Reductions in food abundance with fragment size could explain area sensitivity, but to date, only one empirical study has investigated this possibility. From 1995 to 1997, we tested the food abundance hypothesis in two small (~55-ha) and two large (> 400-ha) forest fragments located in a matrix of agricultural land in northeastern New South Wales, Australia. We measured differences in food abundance by comparing the biomass of surface-dwelling invertebrates in large and small fragments. We also determined whether food supply was associated with foraging efficiency and reproductive performance in an area-sensitive, ground-foraging insectivore, the Eastern Yellow Robin (Eopsaltria australis), breeding at these same sites. Invertebrate biomass in the small fragments was about half of that in the large fragments. Incubating female robins received 40% less food from males, females left their nests more frequently to forage on their own, and nestlings were provisioned with less food in the small fragments. Females in the small fragments also had a shorter breeding season (by three weeks), laid eggs that were 7% lighter, and reared smaller nestlings. Because our measures of invertebrate biomass, foraging efficiency, and reproduction produced corresponding results, we conclude that Eastern Yellow Robins experienced relative food shortage in these small fragments. Therefore, food shortage probably influences area sensitivity in this species. We suggest that the role of food supply be given greater consideration in other fragmentation studies.",Agricultural landscapes | Area sensitivity | Autecology | Conservation biology | Eopsaltria australis | Food limitation | Forest fragmentation | Impaired reproduction | Limiting factors | Passerines | Songbirds,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033946946,SCOPUS_ID:0033946946,2-s2.0-0033946946,What can stable isotopes (δ<sup>15</sup>N and δ<sup>13</sup>C) tell about the food web of soil macro-invertebrates?,Ponsard S.,Ecology,00129658,81,3,852-864,2000-01-01,March 2000,10.1890/0012-9658(2000)081[0852:wcsina]2.0.co;2,255,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,79,"Animals reflect the stable isotope ratios (δ15N and δ13C) of their diet, with a slight enrichment in 15N that allows the use of δ15N as a trophic-level indicator. Stable isotope contents were measured for the litter, soil, and macro-invertebrates of three temperate deciduous forest sites, in spring, summer, and autumn, to study the trophic structure of this community. No distinct trophic structure could be derived from measurements of δ13C. In contrast, when the δ15N values of all animal species were grouped together, the hypothesis of an isotopically similar diet was rejected. Therefore, the community spreads over more than one trophic level and was subdivided into detritivores and predators. The potential detritivore food sources in the forest litter and soil showed a variety of isotopic ratios. Despite this fact, the variance of the isotopic ratios of the detritivorous species was not larger than what could be expected from interspecific variability of trophic isotopic enrichment alone. This was also the case for the predators in most of the sample sets. However, in some cases this variance was significantly larger, due to a small number of species with high δ15N values. The δ15N values of the detritivores indicated that the mean δ15N value of their food was close to that measured for the superficial litter layers. The difference in δ15N between detritivores and predators was highly significant and never significantly different from the value expected for one trophic transfer (3.4‰), although often slightly higher. Most of the litter macro-invertebrate community we studied can therefore be described as belonging to two trophic levels, one feeding on the superficial litter layers (or on soil fractions that have a similar δ15N value), and a second trophic level feeding on the first, with some indication of intraguild predation among the predators. Between-site differences of up to 7‰ were found for δ15N in the litter, and the δ15N values of the whole animal community were shifted in accordance with the local value of the litter δ15N. Therefore, the trophic structure must be studied in relation to the local isotopic content of the litter. Seasonal differences in isotopic ratios of the litter or animal samples were neither large nor consistent. These findings indicate similar trophic structure of the communities at the three sites and during the three sampling periods.",Detrivores | Food web | Forest litter | Intraguild predation | Isotope ratios | Macro-invertebrates | Soil fauna | Stable isotopes | Trophic levels | δ N and δ C 15 13,NA,NA
