@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0035731001,SCOPUS_ID:0035731001,2-s2.0-0035731001,Geographic variation in host location cues for a dipteran parasitoid of Paraponera clavata,Morehead S.A.,Biotropica,00063606,33,3,495-501,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00203.x,6,Journal,ar,Article,100,1,1,4-methyl-3-heptanol | 4-methyl-3-heptanone | Apocephalus paraponerae | Costa Rica | Host location | Panama | Paraponera clavata | Parasitoids | Phoridae | Reliability-detectability trade-off,13817,undefined,0,FALSE,11,"Parasitoid insects face considerable trade-offs in locating suitable hosts within complex environments. Apocephalus paraponerae (Diptera: Phoridae) locates its host ant Paraponera clavata (Formicidae: Ponerinae) using olfactory cues. Here, comparing two populations of A. paraponerae, I describe differences in host location cues between two sites, Barro Colorado Island (BCI) in Panama and La Selva Biological Research Station in Costa Rica. At La Selva, A. paraponerae uses the ant mandibular gland products 4-methyl-3-heptanone and 4- methyl-3-heptanol in host location, but does not do so on BCI. I propose that higher colony density of P. clavata causes A. paraponerae to use more species-specific cues on BCI. I also discuss how geographic variation in host location cues could lead to allopatric speciation.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035730999,SCOPUS_ID:0035730999,2-s2.0-0035730999,"Fruit characteristics of species dispersed by the black lemur (Eulemur macaco) in the Lokobe Forest, Madagascar",Birkinshaw C.,Biotropica,00063606,33,3,478-486,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00201.x,26,Journal,ar,Article,100,1,1,Black lemur | Coevolution | Eulemur macaco | Frugivory | Fruit characteristics | Madagascar | Prosimian | Seed dispersal | Tropical rain forest,13817,undefined,0,FALSE,12,"I describe the fruit characteristics of species closely associated with black lemur seed dispersal (i.e., species that are often dispersed by the black lemur and only dispersed by the black lemur in the Lokobe Forest). A black lemur group was habituated and observed during the day and night for all months of the year (total 1272 h). When fruits were eaten, the plant species was identified, the maturity of the fruit and treatment of the seeds noted, and the fruit described in terms of ripe fruit color, husk thickness, fruit length, and seed length and width. Black lemur feces were searched for seeds; these were identified and signs of damage noted. Other potential dispersers feeding on the fruits of species eaten by the black lemur were also noted. The black lemurs were seen eating the fruits of 70 species. Of these, 51 species were defined as closely associated with black lemur dispersal and 16 species had seeds that were either often preyed upon or wasted by the black lemur, or were seen being eaten by other potential seed dispersers. Fruits of species in the former group were often dull colored (94% of species); rarely less than 1 cm long (6%); rarely had seeds less than 0.1 cm long or less than 0.1 cm wide (2 and 4%, respectively); never had seeds more than 4 cm long or greater than 2 cm wide; and quite often had either thick husks (49%) or thin husks (51%). In contrast, the fruits of the latter group were often brightly colored (75% of species) and nearly always had a thin husk (94%). Also, this latter group included more small and very large fruits and seeds than the former group. Fruit characteristics significantly associated with the former group were: dull color, thick husk, fruit length greater than 2 cm, seed length 1-4 cm, and seed width 1-2 cm. The extent to which these traits are the result of coevolution between plants and the guild of lemur dispersers that includes the black lemur is not clear, but a coevolved lemur-fruit syndrome remains a possibility.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0035730998,SCOPUS_ID:0035730998,2-s2.0-0035730998,The fate of Attalea phalerata (Palmae) seeds dispersed to a tapir latrine,Quiroga-Castro V.D.,Biotropica,00063606,33,3,472-477,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00200.x,34,Journal,ar,Article,100,2,2,Attalea | Bolivia | Legitimate dispersal | Pachymerus | Palmae | Safe sites | Seed dispersal | Seed predation | Tapirus | Tropical forest,13817,undefined,0,FALSE,13,"At the Beni Biological Station, Bolivia, we compared the fate of seeds of the palm Attalea phalerata dispersed by tapirs to a lattine with that of non-dispetsed seeds. Survival of seeds that had passed through tapir guts did not differ significantly from that of unconsumed seeds, demonstrating that tapirs are legitimate seed dispersers of A. phalerata. Experimental and obsetvational studies showed that tapir dispersal can contribute to escape ftom seed predation by bruchid beetles such as Pachymerus cardo. Nevertheless, the major contribution of the dispersal process may simply be the mechanical barrier to bruchid attack represented by the fecal material covering seeds. Furthermore, total absence of seedlings and adults from the tapir latrine studied suggests that seasonally flooded tapir latrines are not safe sites for A. phalerata.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035730997,SCOPUS_ID:0035730997,2-s2.0-0035730997,"Landslides, alien species, and the diversity of a Hawaiian montane mesic ecosystem",Restrepo C.,Biotropica,00063606,33,3,409-420,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00195.x,32,Journal,ar,Article,100,2,2,Alien species | Disturbance | Diversity | Hawai'i | Landslides | Montane tropical forest | Succession,13817,undefined,0,FALSE,14,"In the Ninole ridges of Hawai'i, we evaluated changes in plant species diversity and composition and the effect of alien species on the growth and recruitment of native species after disturbance by landsliding. We chose nine landslides representing three age categories (young, 4-17 yr; intermediate, 18-42 yr; and old, ca 130 yr) plus three undisturbed forest sites (325-525 yr) to sample and manipulate the vegetation; the undisturbed forest developed on tephra-derived soils underlain by basalt. The ordination of sites and species using detrended correspondence analysis (DCA) showed that species establishing on landslides were different than those found in the undisturbed forest; moreover, a large fraction of the species establishing on young landslides were represented by aliens, mostly grasses and orchids. The manipulation of alien species (clipping of aboveground parts and removal of above- and belowground parts, including soil) on young landslides (<17 yr) significantly affected seedling growth of the native tree species Metrosideros polymorpha and the recruitment of native species. In addition, the manipulation of grasses and orchids favored the recruitment of a second group of alien species that were uncommon in, or absent from, our study sites. The removal of tephra-derived soils by landslides, in combination with an increased presence of alien species, may greatly alter successional trajectories in the Ninole ridges of Hawai'i.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035730476,SCOPUS_ID:0035730476,2-s2.0-0035730476,Morphology and biology of Napoleonaea vogelii (Lecythidaceae) flowers in relation to the natural history of insect visitors,Frame D.,Biotropica,00063606,33,3,458-471,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00199.x,15,Journal,ar,Article,100,2,2,Floral morphology | Gabon | Insect visitors | Lowland humid rain forest | Napoleonaea vogelii,13817,undefined,0,FALSE,15,"In Gabon, we investigated the floral morphology and biology of Napoleonaea vogelii (Lecythidaceae), a cauliflorous understory tree of lowland humid rain forest, and made observations on the behavior of insect visitors. The major insects visiting flowers were: a thrips (Ceratothripoides brunneus), a small moth (Glyphipterix sp.), four species of leaf beetles (Gabonia colae, Gabonia sp. undescribed, Macrocoma sp., and Monolepta sp.), three species of weevils (Endaeus sp. 1-3), and two species of ants (Technomyrmex sp. and Monomorium sp.). In N. vogelii, the flower is quite complex, and we propose a floral morphological definition for complexity. Insect visitors are spatially segregated on the flower. The evolution of the morphology and biology of the flower of N. vogelii is influenced by insect visitors, both pollinating and non-pollinating. The thrips are the likely pollinators of the flower.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035730475,SCOPUS_ID:0035730475,2-s2.0-0035730475,Seed bank dynamics in a Neotropical savanna of the central-eastern plains of Venezuela,Pérez E.,Biotropica,00063606,33,3,435-446,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00197.x,10,Journal,ar,Article,100,2,2,Neotropical savanna | Sampling size | Seed density | Seed mass | Soil seed bank | Species composition | Species richness | Temporal variability | Venezuela,13817,undefined,0,FALSE,16,"Little is known about seed bank dynamics in Neotropical savannas. We studied temporal variation in seed density, species richness, species composition, seed mass, and seed number in the topsoil seed bank of a savanna on ""La Iguana"" Experimental Station, Guárico State, Venezuela. Total soil surface sampled was 57,600 cm2, in 400 cm2 units, at four times of the year. Seeds from 124 plants from 20 families were encountered. Species composition varied seasonally, but grass seeds dominated almost all the year, both numerically and in species number. Seed density and species richness were highest in the dry season and declined to a minimum in early wet season. Mean density was 1702 seeds/m2, with a range of temporal variation from 235 to 4624 seeds/m2. Average seed mass across species by date ranged from 0.97 to 2.53 mg, but because tiny seeds were most numerous throughout the year, the abundance-weighted averages only varied from 0.8 to 1.19 mg. We found a high spatial variability in the seed distribution in the soil throughout the year. There were also substantial changes in the topsoil seed bank among seasons, as a consequence of herbaceous plant phenology and germination strategies, which are tightly coupled with hydroperiodism in Venezuelan savannas. Based on the species-area curves, we concluded that the minimal sampling effort needed to adequately estimate the species richness in the topsoil of this savanna is 11 fold higher than that used in most seed bank studies in tropical environments.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035730472,SCOPUS_ID:0035730472,2-s2.0-0035730472,Fast colonization of an introduced bird: The case of Pycnonotus jocosus on the Mascarene Islands,Clergeau P.,Biotropica,00063606,33,3,542-546,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00210.x,17,Journal,no,Note,100,2,2,Dispersion rate | Exotic species | Introduced specie | Mascarenes | Pycnonotus jocosus | Red-whiskered Bulbul | Tropical insularity,13817,undefined,0,FALSE,17,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035729758,SCOPUS_ID:0035729758,2-s2.0-0035729758,"Seed size, seed germination, and seedling survival of brazilian tropical tree species differing in successional status",Pereira De Souza R.,Biotropica,00063606,33,3,447-457,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00198.x,71,Journal,ar,Article,100,2,2,Light-regulated germination | Seed size | Seedling survival | Semi-deciduous tropical forest | Shade | Shade tolerance | Successional species,13817,undefined,0,FALSE,18,"Seed germination and seedling establishment patterns have been used to classify species as shade tolerant or intolerant. The main objective of this research was to investigate, under controlled conditions, seed germination of species from different successional positions as well as to follow seed germination and seedling survival under natural shade in the field. The species studied were Solanum granuloso-leprosum, Trema micrantha, Cecropia pachystachya, Croton piptocalyx, Bauhinia forficata subsp. pruinosa, Senna macranthera, Schizolobium parahyba, Piptadenia gonoacantha, Chorisia speciosa, Pseudobombax grandiflorum, Ficus guaranitica, Esenbeckia leiocarpa, Pachystroma longifolium, Myroxylon peruiferum, and Hymenaea courbaril. Field trials were carried out at Santa Genebra Municipal Reserve, Campinas, SP, Brazil, at the forest edge and in the understory. No significant correlations were detected between successional status and seed size or seed water content. Light-regulated germination was present only in small-seeded species. In field experiments, most species, including the light-sensitive ones, were able to germinate under the canopy, where a low red/far-red ratio predominates. Most species, mainly those of early- and intermediate successional positions, presented low seedling survival rates under shade. Myroxylon peruiferum was the most shade tolerant species, while S. granuloso-leprosum, C. speciosa, P. gonoacantha, F. guaranitica, T. micrantha, and S. parahyba were the most shade intolerant. These latter species showed little or no survival under the shade conditions.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035729384,SCOPUS_ID:0035729384,2-s2.0-0035729384,"Population fragmentation, florivory, and the effects of flower morphology alterations on the pollination success of myrmecophila tibicinis (orchidaceae)",Malo J.E.,Biotropica,00063606,33,3,529-534,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00207.x,33,Journal,no,Note,100,3,3,Coastal scrub | Floral display | Floral herbivory | Floral symmetry | Fruit production | Habitat fragmentation | Mexico | Pollinator behavior | Reproductive success | Yucatán,13817,undefined,0,FALSE,19,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035729383,SCOPUS_ID:0035729383,2-s2.0-0035729383,The role of fruits and insects in the nutrition of frugivorous bats: Evaluating the use of stable isotope models,Herrera M L.G.,Biotropica,00063606,33,3,520-528,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00206.x,62,Journal,ar,Article,100,6,6,Ardbeus jamaicensis | Carbon-13 | Frugivory | Mexico | Nitrogen-15 | Nutritional ecology | Phyllostomid bats | Stable isotope analysis | Sturnita lilium | Tropical wet forest,13817,undefined,0,FALSE,20,"We estimated the relative contribution of fruits and insects as sources of dietary protein in two species of Neotropical frugivorous bats (Artibeus jamaicensis and Sturnira lilium) using stable carbon and nitrogen isotope analyses. An insectivorous species (Pteronotus parnellii) was also included for comparison. We found constant patterns in stable carbon and nitrogen isotope composition in blood that separated the two species of frugivorous bats from the insectivorous bat. When we used these isotopic values (combined with those of dietary fruits and insects) to estimate the percent contribution of fruits and insects to the diet of the bats, we obtained different results, depending on assumptions and model adopted. We tested models using both δ15N and δ13C results simultaneously and separately and further used diet-tissue fractionation factors of 3‰ for nitrogen and 1 and 3.5‰ for carbon. We found that a carbon-based model with a diet-blood enrichment factor of 3.5‰ produced the most parsimonious results. The model estimated that A. jamaicensis and S. lilium obtained most of their protein requirements from fruits, whereas P. parnellii fed mostly on insects. No sexual or seasonal variations in the diet of the two frugivorous species were detected. We found no evidence that the diet of sexually active females differed from that of nonsexually active females in the two species of frugivorous bats. We suggest that future studies better define isotopic fractionation between diet and tissues of bats using captive rearing and controlled diets.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035713858,SCOPUS_ID:0035713858,2-s2.0-0035713858,Dietary benefits of twilight foraging by the insectivorous bat hipposideros speoris,Pavey C.R.,Biotropica,00063606,33,4,670-681,2001-01-01,2001,10.1111/j.1744-7429.2001.tb00224.x,27,Journal,ar,Article,100,5,5,Activity patterns | Bats | Diet | Foraging | Hipposideros speoris | Nautical twilight | Predation | Sigiriya | Sri Lanka,13817,undefined,0,FALSE,21,"Although bats are nocturnal, many species emerge from roosts to forage during twilight, despite a presumed high risk of predation at this time. Here, we describe twilight foraging by a maternity colony of Schneider's leafnosed bat (Hipposideros speoris) in the dry zone of Sri Lanka and determine the dietary benefits of such behavior. Bats usually began foraging during dusk, sometimes before sunset, and also foraged during twilight in the morning. Mean use of available twilight by four radio-tagged bats was 75 percent. Twilight foraging made up, on average, 47 percent of the total foraging time of these bats (range = 25-96%), although twilight consisted of only 12 percent of the available time between sunset and sunrise the next morning. Eight species of potential predators (7 birds and 1 mammal) were observed within a 1 km radius of the colony, of which 5 species are predicted to regularly capture bats. Bats took a wide diversity of prey (11 insect orders, including at least 27 families, and spiders) that ranged in wing length from 2.0 to 54.0 mm. Major orders in the diet were Coleoptera, Lepidoptera, and Diptera. Prey of secondary importance included Hemiptera, Hymenoptera, Isoptera, and Neuroptera. Bats captured large numbers of insects that were only available or had marked peaks in abundance during twilight. These groups induded small, swarming insects (especially flies) that have peaks in flight activity at dusk and dawn, large diurnal species (especially dragonflies) that have crepuscular activity, and winged termites that emerge in swarms at dusk. Access to these insects was a clear benefit of twilight foraging.",NA,NA
