@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-sponsor,fund-acr
true,https://api.elsevier.com/content/abstract/scopus_id/0141958797,SCOPUS_ID:0141958797,2-s2.0-0141958797,"Positive and negative consequences of salinity stress for the growth and reproduction of the clonal plant, Iris hexagona",Van Zandt P.A.,Journal of Ecology,00220477,91,5,837-846,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00806.x,"1. Salinization is a growing environmental stress in wetland ecosystems world-wide. Several models have been proposed that predict clonal plant responses to stress, including that environmental stress stimulates sexual reproduction. 2. We conducted a common-garden experiment to investigate the effects of salinity on 10 natural populations of Iris hexagona, a clonal perennial endemic to freshwater and brackish wetlands of the North American Gulf Coast. 3. Salinity reduced vegetative growth but either increased or had neutral effects on sexual reproduction, consistent with the clonal stress hypothesis. Salinity of 4 gμ g-1 more than doubled the number of seeds produced compared with freshwater controls, but flower number and seed mass were unaffected. 4. Salinity reduced total below-ground mass by nearly 50% compared with controls, with no significant change in rhizome numbers. 5. Plants from 10 randomly selected I. hexagona populations differed dramatically in growth and reproduction, independent of salinity. Total biomass that accumulated over the 20-month experiment ranged across all treatments from 52 to 892 g, and flower numbers varied from 2.3 to 11.3 per replicate. 6. Populations did not respond differently to salinity, except with respect to above-: below-ground ratios, thus providing no conclusive evidence for local adaptation to salinity stress. 7. Our results concur with published models of plant reproductive strategies in variable environments, in that environmental stress stimulated sexual reproduction at the expense of growth. However, these models do not predict the observed sharp decline in seed production at near lethal salinity levels.",68,Journal,ar,Article,100,5,5,Clonal | Environmental stress | Facultative reproduction | Fecundity | Plasticity,29602,undefined,0,FALSE,NA,NA,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141958796,SCOPUS_ID:0141958796,2-s2.0-0141958796,Plant dispersal in a lowland stream in relation to occurrence and three specific life-history traits of the species in the species pool,Boedeltje G.,Journal of Ecology,00220477,91,5,855-866,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00820.x,"1. The diversity and abundance of viable diaspores trapped at the downstream end of a 15-km lowland stream were quantified and related to five potentially predicting variables: species' occurrence in the species pool, distance to the nearest stand and the life-history traits seed buoyancy, seed production and plant height. 2. From 126 samples, 106 614 individuals of vascular plants developed, 95.8% from vegetative diaspores and 4.2% from seeds. Among these plants, three free-floating, 12 submerged, 22 emergent (aquatic) and 70 riparian (semi-aquatic and terrestrial) species were recorded, respectively, accounting for 24.3%, 71.9%, 1,2% and 2.6% of the total number of viable diaspores trapped. 3. Of the free-floating, submerged and emergent species, 100%, 98.9% and 23.7% of the diaspores were vegetative, respectively, whereas it was 2.9% for riparian species. 4. Diaspores of 79% of the total number of aquatic species and 40% of riparian species observed in the established vegetation were trapped. Minimal dispersal distances ranged from 0 to 6 km. 5. Multiple regression analysis conducted for submerged species, showed that 71% of the variation in the diaspore pool could be predicted by occurrence of species in the vegetation, For emergent species, seed production and occurrence of species explained 54% of the variation, seed production being most important. Mean seed buoyancy of emergent species was higher than that of the other groups. For riparian species, seed production, occurrence and buoyancy explained 48% of the variation in the diaspore pool. Seed production per plant was the most important variable. Linear regression revealed a negative relationship between distance and abundance of the diaspore pool for submerged and riparian species. 6. We conclude that the occurrence of species in the species pool is a significant predictor for the dispersal of free-floating and submerged aquatics that rely on vegetative propagation. Seed production and buoyancy are of additional importance with regard to emergent aquatics. Riparian species with a limited terrestrial dispersal capacity may largely extend their range by hydrochory. That is, if they produce large amounts of (small) seeds and provided that these can reach the water body. Buoyancy and high frequency and abundance in the established vegetation promote this dispersal capacity as well.",208,Journal,ar,Article,100,5,5,Hydrochory | Plant height | Seed buoyancy | Seed dispersal | Seed production | Vegetative dispersal,29602,undefined,0,FALSE,NA,NA,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141958791,SCOPUS_ID:0141958791,2-s2.0-0141958791,Epidemiological patterns at multiple spatial scales: An 11-year study of a Triphragmium ulmariae-Filipendula ulmaria metapopulation,Smith D.L.,Journal of Ecology,00220477,91,5,890-903,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00811.x,"1. A set of metapopulation models representing non-exclusive hypotheses for the persistence of a parasite metapopulation in time were used to examine spatial patterns and processes in a Triphragmium ulmariae-Filipendula ulmaria parasite-host interaction from the Skeppsvik Archipelago, northern Sweden, using ecological data from an 11-year study. 2. Models were fitted to the data set using maximum likelihood and subsequently ranked using parsimony criteria derived from information theory. 3. Over intermediate time-scales (10-100 years), the persistence of the parasite metapopulation is determined by core-satellite relationships, with a few high-quality patches with large host and parasite populations contributing to the overall stability of the parasite metapopulation. 4. Evidence was obtained for the existence of a complex hierarchical structuring of populations, with dispersal rates among populations on the same island being an order of magnitude greater than among islands in the same island chain. In turn, dispersal among populations on the same island chain were orders of magnitude higher than the baseline rate.",40,Journal,ar,Article,100,3,3,Epidemiology | Fungal pathogen | Host-pathogen interactions | Metapopulation | Spatial pattern,29602,undefined,1,TRUE,all,All Open Access,27,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141958790,SCOPUS_ID:0141958790,2-s2.0-0141958790,Species-area relationships at small scales in continuum vegetation,Williamson M.,Journal of Ecology,00220477,91,5,904-907,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00816.x,NA,32,Journal,cp,Conference Paper,100,1,1,NA,29602,undefined,0,FALSE,NA,NA,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141924376,SCOPUS_ID:0141924376,2-s2.0-0141924376,Floristic patterns along a 43-km long transect in an Amazonian rain forest,Tuomisto H.,Journal of Ecology,00220477,91,5,743-756,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00802.x,"1. The floristic variation in Amazonian lowland forests is poorly understood, especially in the large areas of non-inundated (tierra firme) rain forest. Species composition may be either unpredictable as abundances fluctuate in a random walk, more-or-less uniform, or it may correspond to environmental heterogeneity. 2. We tested the three hypotheses by studying the floristic variation of two phylogenetically distant plant groups along a continuous 43-km long line transect that crossed tierra firme rain forest in northern Peru. 3. The observed floristic patterns were compared to patterns in the spectral reflectance characteristics of the forest as recorded in a Landsat TM satellite image. The topography of the transect was measured in the field, and surface soil samples were collected to document edaphic conditions. The two plant groups, pteridophytes and the Melastomataceae, were assessed in 2-m wide and 500-m long sampling units. 4. Floristic similarity (Jaccard index) between sampling units ranged from 0.01 to 0.71 (mean = 0.27), showing that some units were almost completely dissimilar while others were very alike. 5. Spatially constrained clustering produced very similar subdivisions of the transect when based separately on satellite image data, pteriophytes, and Melastomataceae, and the subdivisions were also related to topography and soil characteristics. Mantel tests showed that floristic similarity patterns of the two plant groups were highly correlated with each other and with similarities in reflectance patterns of the satellite image, and somewhat less correlated with geographical distance. 6. Our results lend no support to the uniformity hypothesis, but they partially support the random walk model, and are consistent with the hypothesis that species segregate edaphically at the landscape scale within the uniform-looking forest.",181,Journal,ar,Article,100,4,4,Amazonia | Beta diversity | Chronological clustering | Floristic composition | Mantel test | Melastomataceae | Peru | Pteridophytes | Random walk model | Satellite imagery | Tropical rain forest,29602,undefined,0,FALSE,NA,NA,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141924367,SCOPUS_ID:0141924367,2-s2.0-0141924367,"Regeneration microsites and tree species coexistence in temperate rain forests of Chiloé Island, Chile",Christie D.A.,Journal of Ecology,00220477,91,5,776-784,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00813.x,"1. We studied the importance of fallen logs as recruitment sites for tree species, their role in species coexistence, and also the influence of canopy openness and litter depth on tree species establishment in mid-successional and old-growth temperate rain forests of Chiloé Island, southern Chile. 2. Old-growth (OG) stands showed significantly more fallen logs than mid-successional (MS) stands. Concomitantly, the proportion of seedlings and saplings established on logs was significantly greater in OG than MS stands. 3. Of 13 tree species found at our study sites, eight showed a significant bias towards establishment on logs, especially those in advanced stages of decomposition. 4. In some stands, all seedlings of Eucryphia cordifolia, Laureliopsis philippiana, Nothofagus nitida, Tepualia stipularis and Weinmannia trichosperma occurred on decaying logs, whereas all Podocarpus nubigena seedlings were found on undisturbed soil sites. 5. Small-seeded species were more common on logs, whereas large-seeded trees occurred on soil. 6. On soil, litter depth negatively affected local abundance of log-dependent seedlings, suggesting that variation in litter accumulation influences species distributions across the forest floor mosaic. 7. The density of shade-intolerant seedlings was more enhanced by the presence of fallen logs under closed canopy than by the occurrence of canopy gaps over soil sites. 8. Seed size plays an important role in successful establishment of species across the mosaic of fallen logs and different litter depth on the forest floor. We suggest that this mosaic of microsites is an important factor for species coexistence.",89,Journal,ar,Article,100,2,2,Fallen logs | Litter | Regeneration niche | Seed size | Temperate rain forests,29602,undefined,1,TRUE,all,All Open Access,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141924360,SCOPUS_ID:0141924360,2-s2.0-0141924360,"Interactions of gap size and herbivory on establishment, growth and survival of three species of neotropical pioneer trees",Pearson T.,Journal of Ecology,00220477,91,5,785-796,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00803.x,"1. The difference in gap size requirements observed for neotropical pioneer species is a classic example of habitat partitioning among tropical tree species. Previous research has shown that the three species Miconia argentea, Cecropia insignis and Trema micrantha differ in the minimum gap size that they occupy as adult plants in semi-deciduous tropical forest in Panamá. Here we test whether these differences result from variation in seed germination and seedling establishment requirements, or from differences in susceptibility to herbivores. 2. We planted seeds of Miconia argentea and Trema micrantha into artificially created small (25 m2), medium (64 m2) and large (225 m2) gaps in secondary forest, and transplanted seedlings of all three species into small and large gaps inside and outside mesh cages that excluded invertebrate herbivores. 3. Miconia seedlings emerged and established successfully across a broad range of gap sizes, and transplanted seedlings grew slowly but survived well in all gap sizes. By contrast, emergence and survival of Trema seedlings occurred only in the large gaps and transplants died in small gaps. Survival of Cecropia seedlings was intermediate between Trema and Miconia in the small gaps and growth was greater than either species in the large gaps. 4. Herbivore exclosures reduced foliar herbivory on all three species. The median lifespan of Trema seedlings in small gaps was reduced when the seedlings were exposed to herbivores, but survival of the other species was not affected by the exclosure treatment in either gap size. The growth of Miconia seedlings was lower outside exclosures in both gap sizes. 5. Differences in germination and establishment could generate the contrasting gap size distributions observed between Miconia and Trema, but they are partially offset by measured differences in seed bank density. However, patterns of seedling growth and survival reinforce differences among species at the establishment phase and provide a mechanism for the observed differences in gap size distribution at the sapling stage. 'Cross-overs' in species growth rates result in specialization to different environments and reduce their survival in unfavourable conditions. We found no evidence for a definitive influence of herbivory as a mechanism driving differences in gap size distribution among species.",63,Journal,ar,Article,100,4,4,Barro Colorado Island | Germination | Niche partitioning | Seedling | Tropical forest regeneration,29602,undefined,0,FALSE,NA,NA,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141889783,SCOPUS_ID:0141889783,2-s2.0-0141889783,Indices of plant competition,Weigelt A.,Journal of Ecology,00220477,91,5,707-720,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00805.x,"1. Mathematical indices, formed by combining several primary measures, can help researchers summarize, interpret and display results from plant competition experiments. This essay compiles and discusses more than 50 indices that have been used in studies of plant competition. 2. Indices allow researchers to quantify and express several attributes of plant competition, including competition intensity and importance, competitive effects and responses, and the outcome of competition. 3. Several qualities should be considered when selecting a competition index for use. These include specificity and clarity of meaning, mathematical and statistical properties, density dependence, versatility and freedom from size bias. 4. Many indices are based on comparisons of plant performance in mixtures compared with pure stands or control plots. Additional measures of competition are also available from yield-density functions, size distributions and neighbourhood analysis. 5. Indices reflect the consequences of competition. In order to appreciate competitive processes, indices have to be used in conjunction with studies of the chronology, circumstances and composition of plant associations.",361,Journal,re,Review,100,2,2,Competition indices | Competition intensity | Competitive effects | Competitive responses | Outcome of competition,29602,undefined,1,TRUE,all,All Open Access,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141889773,SCOPUS_ID:0141889773,2-s2.0-0141889773,An integrated analysis of the effects of past land use on forest herb colonization at the landscape scale,Verheyen K.,Journal of Ecology,00220477,91,5,731-742,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00807.x,"1. A framework that summarizes the direct and indirect effects of past land use on forest herb recolonization is proposed, and used to analyse the colonization patterns of forest understorey herbaceous species in a 360-ha mixed forest, grassland and arable landscape in the Dijle river valley (central Belgium). 2. Fine-scale distribution maps were constructed for 14 species. The species were mapped in 15 946 forest plots and outside forests (along parcel margins) in 5188 plots. Forest stands varied in age between 1 and more than 224 years. Detailed land-use history data were combined with the species distribution maps to identify species-specific colonization sources and to calculate colonization distances. 3. The six most frequent species were selected for more detailed statistical analysis. 4. Logistic regression models indicated that species frequency in forest parcels was a function of secondary forest age, distance from the nearest colonization source and their interaction. Similar age and distance effects were found within hedgerows. 5. In 199 forest stands, data about soils, canopy structure and the cover of competitive species were collected. The relative importance of habitat quality and spatio-temporal isolation for the colonization of the forest herb species was quantified using structural equation modelling (SEM), within the framework proposed for the effects of past land use. 6. The results of the SEM indicate that, except for the better colonizing species, the measured habitat quality variables are of minor importance in explaining colonization patterns, compared with the combination of secondary forest age and distance from colonization sources. 7. Our results suggest the existence of a two-stage colonization process in which diaspore availability determines the initial pattern, which is affected by environmental sorting at later stages.",140,Journal,ar,Article,100,4,4,Adoxa | Arum | Dispersal limitation | Forest herbs | Geum | Historical ecology | Lamium | Landscape ecology | Primula | Ranunculus | Secondary forest succession | Structural equation modelling,29602,undefined,0,FALSE,NA,NA,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141873059,SCOPUS_ID:0141873059,2-s2.0-0141873059,The phytogeographical regions of Slovenia: A consequence of natural environmental variation or prehistoric human activity?,Andrič M.,Journal of Ecology,00220477,91,5,807-821,2003-10-01,October 2003,10.1046/j.1365-2745.2003.00808.x,"1. Slovenia is a small but floristically diverse country with at least six distinctive phytogeographical regions. 2. The palaeoecological record was used to examine the vegetational history of this diverse landscape, using cores from four of the phytogeographical regions. 3. All contain records that extend back to at least 9000 cal. BP and indicate that the early Holocene vegetation of Slovenia was rather uniform and that broadleaved woodland containing Corylus, Quercus, Ulmus and Tilia prevailed throughout. 4. From 8800 cal. BP, however, distinctive regional differences became increasingly marked, with the onset of intensive forest clearance and burning from c. 3000 cal. BP. 5. The development of the present-day landscape in Slovenia varied considerably between phytogeographical regions and in some regions was a consequence not only of climatic variation but also of the intensity of prehistoric human activity.",28,Journal,ar,Article,100,2,2,Archaeology | Charcoal | Climate | Palaeoecology | Pollen analysis,29602,undefined,0,FALSE,NA,NA,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0043212243,SCOPUS_ID:0043212243,2-s2.0-0043212243,Spatial patterns of maternal lineages and clones of Galium odoratum in a large ancient woodland: Inferences about seedling recruitment,Ziegenhagen B.,Journal of Ecology,00220477,91,4,578-586,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00801.x,"1. We investigated spatial genetic patterns in the clonal herbaceous plant species Galium odoratum L., which has previously been shown to be significantly associated with ancient woodlands. 2. A maternally inherited chloroplast DNA marker was developed for G. odoratum. Seven chloroplast haplotypes were detected in the study area and mapped at different spatial scales. Their spatial patterns suggest that both local and non-local gene flow occurs via seeds. 3. Fingerprints from DIG-labelled AFLP technology were validated as markers for G. odoratum clone identification. A single primer - enzyme combination was sufficient to distinguish between clones. A typical patch of G. odoratum is composed of numerous genets, mainly occurring in separate clusters of ramets, which may be several meters in diameter. 4. Pairwise similarities, calculated from the AFLP banding patterns, were used for spatial autocorrelation analysis. The distinct spatial genetic structure at the patch level may be due to the genetic similarity of neighbouring genets or to clonal growth. 5. The spatial patterns obtained using the two DNA markers, suggest that a mixture of local and non-local gene flow via both seeds and pollen is occurring. Repeated seedling recruitment (RSR) would be consistent with the life history of G. odoratum in ancient woodlands with long-term spatial continuity.",24,Journal,ar,Article,100,6,6,AFLP | Clone size | cpDNA polymorphism | Seed dispersal | Spatial autocorrelation,29602,undefined,0,FALSE,NA,NA,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0043212185,SCOPUS_ID:0043212185,2-s2.0-0043212185,Seed dispersal patterns produced by white-faced monkeys: Implications for the dispersal limitation of neotropical tree species,Wehncke E.V.,Journal of Ecology,00220477,91,4,677-685,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00798.x,"1. Primate frugivores are important seed dispersers for a large fraction of tree species in many tropical forests. The movement, diet preferences and defecation patterns produced by primates may therefore strongly influence seed dispersion patterns and seedling recruitment success. Here we examine the pattern of seed dispersal generated by white-faced monkeys (Cebus capucinus) in relation to adult tree distribution in the 50-ha plot on Barro Colorado Island (BCI), Panamá. 2. Diet breadth of Cebus was remarkably wide. Over four months they consumed fruits of 95 out of an estimated 240 species available. Seeds of 67 species passed intact through the gut and 28 were spat out. 3. Dispersal effectiveness of Cebus was also high. Two Cebus groups on average spent < 10 min feeding in individual trees, had large home ranges (> 150 ha), travelled 1-3 km day-1 and defecated seeds in small clumps throughout the day. 4. Mean dispersal distance of ingested seeds was 216 m (range 20-844 m), with the highest probability of dispersal 100-200 m from the parent plant. For six of nine species studied, the distance between defecation sites and nearest conspecific adults of seeds in faeces was not significantly different from random expectations. 5. The scattered dispersal pattern produced by Cebus suggests that this species contributes relatively little to dispersal limitation (sensu Nathan & Muller-Landau 2000) compared to other dispersers in the community. Long-distance dispersal by Cebus resulted in substantial movement of seeds in and out of the 50 ha plot, and suggests that inverse modelling procedures to estimate dispersal functions from trap data may not adequately describe dispersal patterns generated by this primate.",95,Journal,ar,Article,100,4,4,Cebus capucinus | Dispersal effectiveness | Primate dispersal | Recruitment limitation | Seed dispersal,29602,undefined,0,FALSE,NA,NA,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042711130,SCOPUS_ID:0042711130,2-s2.0-0042711130,"The effects of spatial pattern of nutrient supply on yield, structure and mortality in plant populations",Day K.,Journal of Ecology,00220477,91,4,541-553,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00799.x,"1. Early in growth, plant populations subjected to heterogeneous conditions can achieve significantly higher yields than populations grown in homogeneous conditions that provide the same amount of nutrients. We hypothesized that this yield enhancement would be ephemeral, and that yields of populations grown under different patterns of nutrient supply will converge as time passes. We also predicted that plant size frequency distributions will continue to differ between populations in heterogeneous and homogeneous conditions, that spatial patterns of mortality will differ, and that greater mortality will occur in populations under heterogeneous conditions. An experiment was carried out on Cardamine hirsuta to test these hypotheses. 2. The experiment was harvested after 60 days, when flowering had begun in all populations. At this time, populations grown with the same nutrient supply but different patterns of supply did not differ in yield. Populations grown at higher nutrient levels had greater yields but suffered more mortality. 3. In heterogeneous conditions, plants in nutrient-rich locations were larger than plants in nutrient-poor locations, and larger than plants in identical positions in populations growing under homogeneous conditions. Plants in nutrient-rich patches in heterogeneous treatments suffered more mortality than plants in nutrient-poor patches. Contrary to prediction, total mortality at all levels of nutrient supply was significantly higher in populations in homogeneous conditions. 4. Coefficient of variation in shoot sizes was higher in populations at higher nutrient levels, but unaffected by pattern of nutrient supply. CV of root mass per unit of substrate was greater under heterogeneous than homogeneous conditions. 5. Frequency distributions of shoot size, and root mass per unit of substrate, were strikingly different between populations grown under different patterns of nutrient supply. The differences are interpreted as showing that under homogeneous conditions all parts of the habitat are heavily exploited, giving rise to uniformly high levels of interplant competition. In contrast, nutrient-poor patches in the heterogeneous treatments contain low root masses. Plants in these patches remain small, but have a high probability of survival. We propose that these differences in intensity of habitat occupation, and presumably in competition, explain the lower mortality in populations growing under heterogeneous conditions.",80,Journal,ar,Article,100,3,3,Cardamine hirsuta | Nutrient heterogeneity | Plant competition | Plant mortality | Root biomass | Size hierarchy,29602,undefined,1,TRUE,all,All Open Access,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042711033,SCOPUS_ID:0042711033,2-s2.0-0042711033,Effects of population size and genetic variation on the response of Succisa pratensis to eutrophication and acidification,Vergeer P.,Journal of Ecology,00220477,91,4,600-609,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00785.x,"1. Succisa pratensis, a characteristic plant species of biodiverse, slightly acidic grasslands (NARDETEA), has declined in the Netherlands over recent decades. This process has mainly been attributed to environmental stress caused by anthropogenic acidification and eutrophication, although genetic deterioration and decreasing population size may also be involved. 2. We analysed the combined effects of environmental stress, genetic variation and population size on the performance of Succisa pratensis. 3. Individual plant performance was negatively affected by eutrophication and, to a smaller extent, by acidification. Plants originating from smaller populations performed less well and showed less genetic variation and higher inbreeding coefficients than plants from large populations. Strong interactions between population size and stress treatments reflected the fact that plants from small populations suffered more from deteriorating soil conditions than those from large populations. 4. Habitat fragmentation may reinforce the negative effects of environmental stress, leading to even the less effective treatment (acidification) having serious consequences.",34,Journal,ar,Article,100,4,4,Conservation | Environmental stress | Inbreeding | Plant performance | Population viability,29602,undefined,1,TRUE,all,All Open Access,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042711013,SCOPUS_ID:0042711013,2-s2.0-0042711013,Long-term canopy dynamics analysed by aerial photographs in a temperate old-growth evergreen broad-leaved forest,Fujita T.,Journal of Ecology,00220477,91,4,686-693,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00796.x,"1. We used aerial photographs to analyse canopy dynamics over 32 years in a 4-ha permanent plot of an old-growth evergreen broad-leaved forest in the Tatera Forest Reserve, south-western Japan. 2. We used aerial photographs taken in 1966, 1983, 1993 and 1998 to create digital elevation models (on a 2.5-m grid) of the canopy surface in a 10-ha area that included the 4-ha plot. A topographic map of the ground surface of the 4-ha plot was also created from ground measurements taken in 1990. The canopy height at each location was calculated and the 'vegetation height profile technique' was applied to quantify canopy dynamics. 3. The size distributions of gaps at each observation time showed peaks at both small and intermediate sizes. The total number of gaps and gap density increased over the study period, while total gap area, mean gap size and maximum gap size fluctuated. While the overall mean rates of gap formation and closure (0.58 vs. 0.50% year-1) were nearly balanced, we found large temporal variation. 4. Of the 6400 of 2.5 × 2.5-m quadrats, 3.4% remained as gaps throughout the 32-year period. These tended to be in the centres of large, old gaps, whereas those that experienced re-disturbance (2.5%) were distributed along the edges of old gaps. A large proportion (74.5%) maintained a closed canopy state. 5. Meteorological data suggested that the variation in gap formation and gap closure rates may be related to year-to-year variations in the number and severity of typhoons. 6. This study suggests that long-term and large openings are essential for the establishment of deciduous broad-leaved and shade intolerant pioneer species in predominantly evergreen broad-leaved forests.",47,Journal,ar,Article,100,5,5,Canopy gaps | Canopy height profile | Digital elevation model | Forest dynamics | Tatera Forest Reserve,29602,undefined,1,TRUE,all,All Open Access,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042210007,SCOPUS_ID:0042210007,2-s2.0-0042210007,Self/non-self discrimination in roots,Falik O.,Journal of Ecology,00220477,91,4,525-531,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00795.x,"1. Competition usually involves the allocation of limiting resources to non-reproductive functions. Natural selection is expected to favour mechanisms that increase competition with non-self neighbours and limit wasteful competition with self. 2. We used Pisum sativum plants that had two roots and 'double plants' with two shoots and two roots that could be either longitudinally separated into two genetically identical but physiologically distinct individuals or left intact. 3. Root development was significantly greater in split-root plants whose neighbours belonged to different plants. Furthermore, root development was relatively greater in the presence of roots of a different plant, regardless of its identity. This discrimination had a vectorial component whereby plants developed more and longer lateral roots towards neighbouring roots of different plants than towards other roots of the same plant. 4. The results thus demonstrate a mechanism of avoiding self-competition that is based on physiological co-ordination among different organs of the same plant rather than on allochemical recognition that depends on genetic differences. 5. The ability to discriminate between self and non-self could be expected to increase resource use efficiency and ecological performance in plants. It could also be expected that tight physiological co-ordination will be selected for between organs of the same plant that have greater probability of being engaged in direct competitive interactions with each other.",168,Journal,ar,Article,100,4,4,Allorecognition | Clonality | Competition | Double plants | Phenotypic plasticity | Physiological co-ordination | Physiological integration | Roots | Split roots | Two-shoot plants,29602,undefined,1,TRUE,all,All Open Access,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042210003,SCOPUS_ID:0042210003,2-s2.0-0042210003,Lack of relationship between below-ground competition and allocation to roots in 10 grassland species,Cahill J.,Journal of Ecology,00220477,91,4,532-540,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00792.x,"1. A field experiment in a native grassland in Central Alberta, Canada, tested whether plants alter relative allocation to roots vs. shoots in response to below-ground competition, and whether the mass of a species' root system accounts for interspecific differences in below-ground competitive response. 2. Seedlings of each of 10 native species were transplanted into the naturally occurring vegetation in the field at the start of the growing season. Root interactions between the target plants and their neighbours were manipulated through the use of PVC root exclusion tubes, with target plants grown with or without potential root interactions with their neighbours. Neighbour shoots were also tied back, forcing any target-neighbour interactions to be below ground. 3. Below-ground competition generally reduced plant growth, with its relative magnitude varying among species. 4. An allometric analysis indicated that competition below ground did not result in an increase in the relative biomass allocated to roots for any of the 10 target species. This is counter to the growth-balance hypothesis (and optimal foraging theory). Below-ground competition did increase root:shoot ratios, but this was due to reduced plant size (small plants have larger root:shoot ratios), rather than adaptive plasticity. 5. A species' below-ground competitive ability was not related to its root system size. Although this finding is counter to commonly made assumptions, it is supported by other work demonstrating below-ground competition to be generally size-symmetric. 6. Despite the majority of plant-plant interactions in grasslands being below ground, our understanding of plant competition above ground is significantly more robust. Several wide-spread assumptions regarding below-ground competition are suspect, and more multispecies studies such as this are required to provide a fuller picture of how plants respond to, and compete for, soil resources.",99,Journal,ar,Article,100,1,1,Balanced-growth hypothesis | Below-ground competition | Community ecology | Growth allometry | Size-symmetric competition,29602,undefined,1,TRUE,all,All Open Access,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042209980,SCOPUS_ID:0042209980,2-s2.0-0042209980,Asymmetric competition and the evolution of propagule size,Rodríguez-Gironés M.A.,Journal of Ecology,00220477,91,4,554-562,2003-08-01,August 2003,10.1046/j.1365-2745.2003.00800.x,"1. In an asexually reproducing plant (Potamogeton pectinatus L.) the competitive advantage of a larger propagule over a smaller one was determined by a single parameter (α, the competitive asymmetry coefficient), independent of sowing density or average propagule size. Competitive advantage was determined by the relative size difference between propagules instead of their absolute difference. 2. Productivity per germination site increased with the number and size of propagules present, even at densities high enough to result in decreased per capita yield due to plant competition. 3. Both the number of propagules produced by a plant and their size increased with increasing per capita resource capture. Therefore, propagule size was neither equal to the size of the propagule from which the plant germinated nor independent of resource status. 4. Our results clarify what assumptions should be made in ecological and evolutionary models dealing with competition for resources between seedlings. In particular, the use of relative size differences instead of absolute ones should lead to the evolution of smaller propagules than those expected if competitive advantage grew with absolute propagule size.",13,Journal,ar,Article,100,3,3,Competitive advantage | Germination sites | Potamogeton pectinatus L. | Seed size,29602,undefined,0,FALSE,NA,NA,42,NA,NA
