@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,authkeywords,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030839206,SCOPUS_ID:0030839206,2-s2.0-0030839206,Mass loss in breeding blue tits: The role of energetic stress,Merilä J.,Journal of Animal Ecology,00218790,66,4,452-460,1997-01-01,1997,59,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,13,10.2307/5940,"1. The hypothesis that mass reduction in breeding passerines results from energetic stress was evaluated using data on body mass changes in female blue tits Parus caeruleus. 2. In accordance with both the adaptive adjustment and the physiological stress hypotheses, females with experimentally enlarged broods lost more mass than females rearing reduced or control broods. However, the ability to allocate energy to self-maintenance (as measured by the regrowth rate of a tail feather removed during incubation) was negatively correlated with the amount of lost body mass. 3. In one of the study years, loss of body mass was more pronounced among small females, suggesting that larger females are better able to cope with poor food conditions during breeding. 4. In a poor-weather year, 30% of the females deserted their clutches, compared with 8% in a good year. Females that deserted their clutches before hatching were significantly lighter during incubation than non-deserters, indicating that good body condition is important for successful reproduction. 5. In one year young females lost more mass than older females and therefore the ability to maintain adequate body condition in the face of energetic stress appears to be age-dependent. 6. Taken together, these results suggest that mass loss in breeding blue tits is to some degree, attributable to energetic stress, although we have not ruled out the possibility that flight cost reductions may help explain the phenomenon.",Body mass | Energetic stress | Flight costs | Mass loss | Parus caeruleus,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030832651,SCOPUS_ID:0030832651,2-s2.0-0030832651,Female-biased mortality in nestlings of a bird with size dimorphism,Torres R.,Journal of Animal Ecology,00218790,66,6,859-865,1997-01-01,1997,67,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,14,10.2307/6001,"1. Explanations for sex-biased mortality include higher vulnerability of the heterogametic sex and greater susceptibility of one sex to food shortages. 2. We recorded daily mortality of male and female nestlings in 376 broods of the blue-footed booby, Sula nebouxii, a species where females are 32% heavier than males. We predicted: (i) higher mortality of last-hatched females than last-hatched males; and (ii) greater increase of mortality for last-hatched females than last-hatched males through the season. 3. Last-hatched females suffered greater mortality than last-hatched males, although the difference was only significant in three-chick broods. Male and female mortality was: 19% and 26%, and 24% and 44% in two-chick broods and three-chick broods, respectively. 4. Last-hatched females suffered a greater increase of mortality than last-hatched males as the season progressed, but the difference was only significant in broods of three chicks. 5. Pooled data from broods of two and three chicks showed that the risk of death increased substantially with hatching sequence and hatching date, although the increase was different for male and female chicks. Male and female mortality was similar in early broods, however, as the season progressed female mortality increased significantly with hatching sequence, while the increase in mortality of first-, second- and third-hatched males did not differ. 6. These results support the idea that blue-looted booby females are more vulnerable to food-related stress than males because of their larger size.",Food shortage | Mortality | Sex | Size dimorphism | Sula nebouxii,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030829518,SCOPUS_ID:0030829518,2-s2.0-0030829518,Self-thinning in juvenile sea trout and other salmonid fishes revisited,Armstrong J.,Journal of Animal Ecology,00218790,66,4,519-526,1997-01-01,1997,64,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,15,10.2307/5946,"1. Self-thinning, the reduction in density (N) as a consequence of the increase in the mean weight (W) of individuals, occurs widely in populations of plants when their growth is constrained at high densities, but has only recently been reported to occur within populations of wild mobile animals. It has been suggested that a self-thinning relationship in which the gradient (Δlog(W)/Δlog(N)) approximates to -1.33 describes concomitant changes in W and N within cohorts of a population of anadromous brown trout (sea trout) Salmo trutta throughout their lives as juveniles in fresh water. This apparent self-thinning occurs with no evidence of density-dependent growth or mortality (as measured by key-factor analysis) after the critical period. 2. Here, the relationship between weights and densities of trout has been examined further. A linear model incorporating log(N), year class and time of year explained 99.5% of the variation in log(W), giving a significantly better fit than incorporating only log(N) and year class. Variation in log(N) explained 85% of the variation in log(W); the addition of year class increased this value by 6% and the addition of monitoring period increased it by a further 8.5%. 3. The gradients for the relationships between log(W) and log(N) within years varied significantly with time of the year. Pooled thinning trajectories for the first winter of the life of trout differed significantly from a gradient of -1.33, while those for the second summer were highly variable and sometimes positive (suggesting that immigration could exceed mortality). Thinning trajectories over the first summer of life were related inversely to the densities of trout at the start of the monitoring period in that summer (N(s)), but this relation appeared to approach an asymptote at high values of N(s). The mean of the thinning trajectories for cohorts with high N(s) (exceeding 300 fish 60 m-2) was not significantly different from -1.33. However, these slopes were shown to result primarily from the presence of high numbers of failed non-territorial fish early in the summer rather than true thinning throughout the summer. 4. The apparent absence of a simple consistent thinning relationship after a critical period in the first couple of months of the lives of cohorts can be explained by three factors. First, the total availability of limiting resources, such as space and food, is not constant but changes with the mean size of the trout. Secondly, there is a winter cessation of growth. Thirdly, trout switch to use different habitats during their development. The implications for interpreting thinning relationships for salmonid fishes in general are discussed.",Density dependence | Growth | Mortality | Population dynamics | Salmo trutta,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030828554,SCOPUS_ID:0030828554,2-s2.0-0030828554,Trophic resource partitioning and competition between the two sibling bat species Myotis myotis and Myotis blythii,Arlettaz R.,Journal of Animal Ecology,00218790,66,6,897-911,1997-01-01,1997,111,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,16,10.2307/6005,"1. Niche theory predicts that the stable coexistence of species within a guild should be associated, if resources are limited, with a mechanism of resource partitioning. Using extensive data on diets, the present study attempts: (i) to test the hypothesis that, in sympatry, the interspecific overlap between the trophic niches of the sibling bat species Myotis myotis and M. blythii-which coexist intimately in their roosts-is effectively lower than the two intraspecific overlaps; (ii) to assess the role played by interspecific competition in resource partitioning through the study of trophic niche displacement between several sympatric and allopatric populations. 2. Diets were determined by the analysis of faecal samples collected in the field from individual bats captured in various geographical areas. Trophic niche overlaps were calculated monthly for all possible intraspecific and interspecific pairs of individuals from sympatric populations. Niche breadth was estimated from: (i) every faecal sample; (ii) all the faecal samples collected per month in a given population (geographical area). 3. In every population, the bulk of the diets of M. myotis and M. blythii consisted of, respectively, terrestrial (e.g. carabid beetles) and grass-dwelling (mostly bush crickets) prey. All intraspecific trophic niche overlaps were significantly greater than the interspecific one, except in Switzerland in May when both species exploited mass concentrations of cockchafers, a non-limiting food source. This clearcut partitioning of resources may allow the stable, intimate coexistence observed under sympatric conditions. 4. Relative proportions of ground- and grass-dwelling prey, as well as niche breadths (either individual or population), did not differ significantly between sympatry and allopatry, showing that, under allopatric conditions, niche expansion does not take place. This suggests that active interspecific competition is not the underlying mechanism responsible for the niche partitioning which is currently observed between M. myotis and M. blythii.",Chiroptera | Community ecology | Cryptic species | Dietary niches | Niche displacement,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030824542,SCOPUS_ID:0030824542,2-s2.0-0030824542,Modelling interference from basic foraging behaviour,Stillman R.,Journal of Animal Ecology,00218790,66,5,692-703,1997-01-01,September 1997,119,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,17,10.2307/5922,"1. We develop an individuals-based model that predicts the strength of interference between foraging animals from basic elements of their behaviour. The model is based on the same principles as previous behaviour-based interference models, but extends and adds further realism to these models. One key difference is that in our model the responses of animals to competitors are not fixed, as is assumed in previous models. Instead, animals use optimal decision rules to determine responses which maximize their intake rate. 2. The general shape of interference function generated by the model is similar to that predicted by previous behaviour-based models. Interference is insignificant at low competitor densities, but steadily increases in intensity as density rises. However, comparison with the observed level of interference between oystercatchers, Haematopus ostralegus, feeding on mussels, Mytilus edulis, shows that the model's predictive power is substantially increased through the addition of optimal decision rules. When animals have a fixed response to encounters, too much interference occurs because dominant animals waste time avoiding subdominants and subdominants waste time attempting, but failing, to steal prey from dominants. When animals use optimal decision rules, only subdominants avoid, and only dominants initiate attacks. Interference is therefore reduced and is much closer to that observed. 3. The conditions under which optimal decision rules will lead to interference are described in terms of basic elements of foraging behaviour. Interference is predicted to occur when handling time and the probability of winning fights are high, and when prey encounter rate and the duration of fights are low. These parameters are used to predict successfully the presence or absence of interference in a range of shorebird-prey systems. 4. We suggest that behaviour-based interference models will need to incorporate optimal decision rules if they are to predict accurately the strength of interference observed in real predator-prey systems.",Avoidance behaviour | Individuals-based model | Interference competition | Kleptoparasitism | Optimal foraging behaviour,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030812444,SCOPUS_ID:0030812444,2-s2.0-0030812444,Dynamical effects of host size- and parasitoid state-dependent attacks by parasitoids,Murdoch W.,Journal of Animal Ecology,00218790,66,4,542-556,1997-01-01,1997,51,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,18,10.2307/5948,"1. Immature insect stages that are hosts for parasitoids usually increase in size as they age. Parasitoid responses include feeding on the smallest stages and laying progressively more female-biased and larger clutches as host size increases. Among koinobiotic parasitoids, eggs laid in older hosts tend to develop faster and survive better us larvae. Additionally, the parasitoid's decision concerning host feeding and sex allocation can also depend on her egg load. Except for the pure development rate effect in koinobionts, these processes all result in a larger gain to the future female parasitoid population from attacks on older hosts. 2. We introduce a framework for evaluating the dynamical consequences of these processes by summarizing existing models describing an invulnerable adult host stage, host size-dependent sex allocation and host feeding, and parasitoid state-dependent attacks when the host has no stage structure. 3. We introduce new models of host size-dependent clutch size, a combination of that and host size-dependent sex allocation and host feeding, and a combination of the latter and parasitoid behaviour that depends on her egg load. A model in which the parasitoid responds to the mean egg load of the population is a good approximation to one that follows each egg load class individually. Finally, we incorporate the two aspects of koinobiotic parasitoids. All of the behaviours examined, except for faster parasitoid development on older hosts, have the same qualitative effect on dynamics: they introduce or increase the strength of delayed density-dependence in the parasitoid population. This arises because when the parasitoid attacks younger hosts, which produce a relatively small gain to the future female parasitoid population, these hosts are not available later, when they would have produced a larger gain. 4. We discuss how the results provide a unified framework that brings together an apparently disparate set of processes in parasitoid host interactions and thus simplifies and generalizes the theory. We incorporate these with related modelling results on stage-structured parasitoid -host interactions into a general framework.",Cycles | Insects | Models | Population dynamics | Stage structure,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030803541,SCOPUS_ID:0030803541,2-s2.0-0030803541,Nutrient or energy limitation on egg formation: A feeding experiment in great tits,Nager R.G.,Journal of Animal Ecology,00218790,66,4,495-507,1997-01-01,1997,132,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,19,10.2307/5944,"1. We tested the hypothesis that protein availability rather than energy availability constrains egg formation in great tits (Parus major L.) by providing them with two food supplements of different protein content in the prelaying and laying period of 1991 and 1992. 2. Timing of breeding, clutch size and egg size did not differ between the two food supplements. Thus, the hypothesis that a low protein content of supplement restricts laying in great tits cannot be supported. 3. Food supplementation, independent of food type and year, led to an advancement of laying by 5-6 days. Average clutch size of supplemented birds, corrected for laying date and year, was 0.55 eggs above the population average. 4. Supplementary fed great tits did not breed more successfully than controls. This suggests that by adding food early in laying, birds were induced to lay at a less favourable time and/or produced clutches that were too large to care for successfully under normal food condition. Thus food early in the season might not only energetically restrict laying birds, but also provide clues about future conditions during chick rearing. 5. The comparison of results of published supplemental feeding experiments shows that the birds responded more strongly to additional feeding in poor environments. Almost two-thirds of the variation in changes of clutch size due to experimental treatment can be explained by year quality. Thus, only in poor environments do reproductive traits seem to be limited by energy availability early in the season, but other factors become more important in good environments.",Clutch size | Egg formation | Food quality | Food supplementation | Parus major,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030801712,SCOPUS_ID:0030801712,2-s2.0-0030801712,Transitions in population dynamics: Equilibria to periodic cycles to aperiodic cycles,Dennis B.,Journal of Animal Ecology,00218790,66,5,704-729,1997-01-01,September 1997,95,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,20,10.2307/5923,"1. We experimentally set adult mortality rates, μ(a), in laboratory cultures of the flour beetle Tribolium at values predicted by a biologically based, nonlinear mathematical model to place the cultures in regions of different asymptotic dynamics. 2. Analyses of time-series residuals indicated that the stochastic stage-structured model described the data quite well. Using the model and maximum-likelihood parameter estimates, stability boundaries and bifurcation diagrams were calculated for two genetic strains. 3. The predicted transitions in dynamics were observed in the experimental cultures. The parameter estimates placed the control and μ(a) = 0.04 treatments in the region of stable equilibria. As adult mortality was increased, there was a transition in the dynamics. At μ(a) = 0.27 and 0.50 the populations were located in the two-cycle region. With μ(a) = 0.73 one genetic strain was close to a two-cycle boundary while the other strain underwent another transition and was in a region of equilibrium. In the μ(a) = 0.96 treatment both strains were close to the boundary at which a bifurcation to aperiodicities occurs; one strain was just outside this boundary, the other just inside the boundary. 4. The rigorous statistical verification of the predicted shifts in dynamical behaviour provides convincing evidence for the relevance of nonlinear mathematics in population biology.",Nonlinear population dynamics | Transitions in dynamic behaviour | Tribolium,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030800960,SCOPUS_ID:0030800960,2-s2.0-0030800960,Demographic and life-history variation in two proximate populations of a viviparous skink separated by a steep altitudinal gradient,Rohr D.H.,Journal of Animal Ecology,00218790,66,4,567-578,1997-01-01,1997,58,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,21,10.2307/5950,"1. Life-history parameters (age and size at first reproduction, female age/size distribution, reproductive output) were compared between two populations of the viviparous water skink Eulamprus tympanum in temperate south-eastern Australia. The two populations were in close proximity to each other (6 km) but separated by 1000 m in altitude. 2. Age and size at first reproduction differed significantly between the two populations. Low-altitude females appear to start reproduction at 2 years of age and at a relatively small size (70 mm snout vent length) whereas high-altitude females start to reproduce at 5 years of age and at a larger size (90 mm snout vent length). The data suggest that size at first reproduction at high altitude is larger, not only because thermal conditions slow annual growth rates and therefore delay first reproduction, but because small size is a disadvantage for reproducing females under such conditions. 3. Reproductive output also differed significantly between the two populations, with low-altitude females producing relatively large litters with small young and high-altitude females producing relatively small litters with large young. The total offspring mass a female produced in relation to her body size was significantly smaller in high-altitude E. tympanum, suggesting strong environmental constraints on reproduction compared with low-altitude E. tympanum. 4. To test whether reproductive output can be influenced by local environmental conditions, or whether it requires natural selection to produce a change in this parameter, food intake was manipulated in high-altitude females during their pregnancy. Low-diet females produced a significantly smaller total offspring mass and smaller litters than high-diet females. There was no significant difference in mean offspring size between the two treatments. 5. Effects of age on reproductive parameters were examined to determine whether reproductive output increases with maternal age, for example as a consequence of more experience gained by older females, or decreases, possibly as a result of senescence. In neither population was there evidence for an increase or decline in reproductive output with the age of reproducing females independent of the effects of maternal size.",Fecundity | Life-history patterns | Maturity | Phenotypic plasticity | Reptilia | Scincidae,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030798195,SCOPUS_ID:0030798195,2-s2.0-0030798195,"The analysis of the spacing of animals, with an example based on oystercatchers during the tidal cycle",Moody A.,Journal of Animal Ecology,00218790,66,5,615-628,1997-01-01,September 1997,27,Journal,ar,Article,100,5,5,29544,undefined,0,FALSE,22,10.2307/5915,"1. Methods of analysing the spatial patterns of birds are reviewed. Few methods have sought to explain an observed spatial pattern in terms of the behavioural responses between conspecifics. The spacing of oystercatchers, Haematopus ostralegus L., feeding on a mussel bed is investigated using a model of one possible response. 2. The model assumes that each individual avoids all other individuals within a certain distance, the hard-core radius, and has no interaction with other individuals beyond this distance. 3. The positions of the oystercatchers are obtained from a set of photographs. Each photograph is transformed to a plan view, and the resulting set of plan views is assembled to give the spatial pattern of birds on the mussel bed. The observed spatial pattern is summarized by means of the distribution of nearest-neighbour distances. 4. The behaviour of the birds is modelled by placing non-overlapping particles of a given radius within the region of the mussel bed occupied by the birds. The distribution of nearest-neighbour distances for the particles is obtained by simulation. The best-fitting particle radius is that which minimizes the residual error between the observed and simulated distributions of nearest-neighbour distances. 5. Statistical analyses show that avoidance behaviour, as measured by the best-fitting particle radius, decreases during the low-water period. We interpret this result in terms of the changing value of a food item to an individual through time.",Avoidance | Haematopus ostralegus | Nearest-neighbour distance | Oyster-catcher | Photograph transformation | Simulation,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030792138,SCOPUS_ID:0030792138,2-s2.0-0030792138,"Changing reproductive rates in a Neotropical forest rodent, Proechimys semispinosus",Adler G.,Journal of Animal Ecology,00218790,66,4,472-480,1997-01-01,1997,30,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,23,10.2307/5942,"1. Theory predicts that if optimal reproductive effort is adjusted with changes in density, then an equilibrium should result in which any change in density will result in a change in reproductive effort as the system returns to equilibrium (Schaffer and Tamarin 1973). If reproduction lags behind density, then a clockwise trajectory through reproduction-density space will result. Seasonality may alter the equilibrium point by affecting resource abundance. Many temperate rodents appear to adjust reproductive effort with changes in density to optimize individual fitness, thereby conforming to predictions. 2. Populations of Neotropical rodents living in seasonal environments have not been studied for sufficient duration to examine relationships among resource abundance, density and reproductive activity. Populations of Proechimys semispinosus (Tomes 1860) (Central American spiny rat) on four small(<3 ha) islands in Panama were sampled by monthly live-trapping for 4 years to examine changes in density and reproductive effort. Fruiting trees were also censused to examine the relationship between density and resource abundance. 3. Density and reproductive effort (number of young born per adult female) varied significantly over time and among populations. Length of each annual breeding season and age and body mass at first reproduction in females also varied. 4. Phase plots of young born per adult female and breeding season length vs. total density both progressed clockwise through reproduction-density space in all four populations. 5. Breeding-season density was positively related to density of fruiting trees and lianas. 6. We suggest that resource abundance wits a major determinant of breeding-season densities, and reproductive effort may have been adjusted in response to changes in density. Thus, resource abundance was a major force driving population trajectories through reproduction-density space.",Density | Panama | Proechimys | Reproduction | Rodents | Semispinosus | Spiny rat,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030786052,SCOPUS_ID:0030786052,2-s2.0-0030786052,Habitat profitability and choice in a sit-and-wait predator: Juvenile salmon prefer slower currents on darker nights,Metcalfe N.,Journal of Animal Ecology,00218790,66,6,866-875,1997-01-01,1997,72,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,24,10.2307/6002,"1. The profitability of a foraging site for a sit-and-wait predator depends on the range at which food items can be detected, as well as their arrival. A simple model for drift-feeding fish shows that potential profitability is dependent on the interaction between current velocity and light level, so that the water velocity at which intake is maximized is predicted to decrease with decreasing light intensity due to changes in detection range. 2. Experimental tests with juvenile Atlantic salmon showed that there was no difference in foraging efficiency between fish held in high and low velocity water until light intensities dropped below 0.11x (similar to full moon with a clear sky); however, below this point fish were more efficient at intercepting food in slower flowing water. 3. When given a choice of foraging location, juvenile salmon exhibited the predicted shift towards slower velocity microhabitats as light level was reduced; the most profitable feeding habitat for the fish was therefore dependent on the night-time conditions (overcast vs. full moon). The results explain why foraging juvenile salmonids have been observed to undertake diel habitat shifts, and indicate that habitat suitability assessments made only under daylight conditions may be inappropriate.",Atlantic salmon | Foraging | Invertebrate drift | Nocturnal behaviour | Overwintering strategies,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030783819,SCOPUS_ID:0030783819,2-s2.0-0030783819,Immunocompetence of nestling barn swallows in relation to brood size and parental effort,Saino N.,Journal of Animal Ecology,00218790,66,6,827-836,1997-01-01,1997,354,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,25,10.2307/5998,"1. Intra-brood competition and parental feeding effort are considered important determinants of survival of offspring in altricial bird species because they affect accumulation of fat reserves by nestlings. However, the causal relationship between rearing conditions and post-fledging survival might also be mediated by other mechanisms; for example, the amount and quality of food provided by parents to each nestling might affect development of immune system organs and functions and, hence, the ability of offspring to cope with parasites and pathogens. 2. The hypothesis that parental feeding effort, food quality and brood size affect immunocompetence of nestlings was tested for the first time in the barn swallow, Hirundo rustica, Linnaeus. 3. The intensity of T-lymphocyte cell-mediated immune responsiveness was evaluated after intradermal inoculation of a lectin (phytohaemagglutinin) in a large sample of nestlings from unmanipulated broods and broods whose size had been manipulated immediately after hatching. 4. In unmanipulated broods, immune response, body mass and body condition were correlated negatively with brood size and positively with the rate of parental feeding to each offspring. Nestlings in enlarged broods had smaller immune response and body mass, and received less food per capita than those in reduced broods. 5. Broods artificially provisioned with a food rich in proteins showed larger immune response, but not larger body mass, as compared to unprovisioned controls. 6. We conclude that T-lymphocyte cell-mediated immune response as well as body mass is influenced by the level of parental investment and brood size, perhaps via its effect on competition for food. Since T-lymphocytes are fundamental components of avian immunity, and parasites are known to affect survival of their avian hosts, our results suggest a new pathway through which rearing conditions might influence offspring survival.",Brood size manipulation | Food quality | Parental care | Phytohaemagglutinin | T-lymphocyte-mediated immunity,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030780164,SCOPUS_ID:0030780164,2-s2.0-0030780164,Range expansion of raptors in Britain and the Netherlands since the 1960s: Testing an individual-based diffusion model,Lensink R.,Journal of Animal Ecology,00218790,66,6,811-826,1997-01-01,1997,41,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,26,10.2307/5997,"1. Legal protection since the 1950s, and the reductions in the use of DDT and other organochlorine compounds from around 1970, made recovery and resettlement of raptor species possible in both Britain (GB) and the +Netherlands (NL). Data on the distribution of various species between 1960 and 1994, are used for calculating the velocity of range expansion in both countries. 2. The relationship of the square root of the area occupied as a function of time is linear, which implies a constant rate of range reoccupation. The sequence in observed velocities of reoccupation from slowest to fastest is as follows: red kite, Milvus L. (GB); buzzard, Buteo L. (GB); osprey, Pandion haliaetus L. (GB); buzzard (NL); marsh harrier, Circus aeruginosus L. (GB); sparrowhawk, Accipiter nisus L. (NL); sparrowhawk (GB); goshawk, Accipiter gentilis L. (Wales); peregrine, Falco peregrinus Tunst. (GB); and goshawk (NL). 3. Expansion of the buzzard in Britain 1972-92 was lower than during the period 1915-54. This species is reported to be heavily persecuted, especially along the edge of the distribution range. For the same reason the goshawk in Britain expanded only in some areas, and disappeared in others. 4. Using the model of Van den Bosch et al. (1990), an expected velocity of range expansion was calculated based on published data on reproduction, survival and dispersal of new breeding birds. These three parameters sufficed to obtain a reliable fit to the observed velocities of range expansion for a part of the distribution range of a species. The expected velocities are about the same as the observed ones. 5. In the species under study, different types of range expansion are distinguished: (i) colonization of an island (an invasion sensu stricto; osprey, goshawk GB); (ii) colonization from a very small starting area (an invasion sensu lato; marsh harrier, red kite); and (iii) reoccupation of former breeding grounds in a part of the distribution range (recovery; goshawk NL, buzzard NL GB, sparrowhawk GB NL). In all three cases, the processes underlying the expansion as defined in the Van den Bosch model, proved to be sufficient to explain the observations. 6. Based on simulations with the model, the present study concludes that at levels in lifetime reproduction (R(o)) just above 1.0 fledglings per female, minor increases in survival or reproduction can accelerate the velocity of range expansion substantially. Moreover, the more a species shows long-distance dispersal, the faster its range will expand from levels of R(o) just above 1.0. Minor changes in reproduction and/or survival can lift a stable population (R(o) = 1.0) over the threshold towards expansion.",Distribution | Expansion velocity | Invasion | Range expansion | Raptors,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030777297,SCOPUS_ID:0030777297,2-s2.0-0030777297,Experimental manipulation of brood reduction and parental care in cooperatively breeding white-winged choughs,Boland C.,Journal of Animal Ecology,00218790,66,5,683-691,1997-01-01,September 1997,77,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,27,10.2307/5921,"1. White-winged choughs, Corcorax melanorhamphos (Vieillot), are obligate cooperative breeders. Only very large groups routinely fledge all their brood of three to four chicks, while small groups usually lose young during the nestling period. Hatching asynchrony generates a weight hierarchy within the brood, and small, late-hatched chicks are most susceptible to mortality. 2. In order to examine the effects of food availability on parental care and brood reduction, we provided supplementary food to groups during late incubation and the nestling phase. 3. Food supplementation increased the rate of food delivery to the nest by both breeders and helpers, leading to increased chick survival and fledging, and reduced variance in chick size at fledging. Helpers with supplemental food appeared more responsive to the need of chicks, increasing food delivery rates as the chicks grew older, and as brood size increased. 4. Control groups fed larger chicks preferentially, while supplemented groups favoured small chicks. This suggests that choughs deliberately manipulate the survival of individual young to maximize the fledging of healthy chicks, consistent with Lack's hypothesis for hatching asynchrony. 5. These data support the hypothesis that choughs must breed in groups because they cannot provide enough food to nestlings without help. Hatching asynchrony and behavioural control over brood reduction allow choughs to maximize offspring production according to group size and food availability.",Brood reduction | Cooperative breeding | Corcorax melanorhamphos | Food supplementation experiments | Hatching asynchrony,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030776567,SCOPUS_ID:0030776567,2-s2.0-0030776567,Consumption of fisheries discards by benthic scavengers: Utilization of energy subsidies in different marine habitats,Ramsay K.,Journal of Animal Ecology,00218790,66,6,884-896,1997-01-01,1997,100,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,28,10.2307/6004,"1. Man has increased the input of carrion to marine communities worldwide through the practice of discarding fisheries-derived material. A large proportion of discarded material sinks to the sea bed and becomes available to benthic scavengers. Carrion from fisheries discards will subsidize marine food webs, which can sometimes result in the enhancement of consumer populations. 2. This study examines the benthic scavengers that feed on fisheries discards in three habitats in the Irish Sea. We investigated the relationship between the abundance of scavengers feeding on carrion in terms of numbers of each species and the density of those scavenger species in the surrounding area. 3. Observations with baited time-lapse cameras at a site offshore from Anglesey showed that the hermit crab Pagurus bernhardus was attracted to carrion in greatest abundance and aggregated at densities of up to 330 m-2. At Red Wharf ]Bay a wider range of species was observed: starfish Asterias rubens, hermit crabs P. bernhardus, whelks Buccinum undatum and swimming crabs Liocarcinus spp. There was relatively little scavenging activity at the Walney Island site where the edible crab Cancer pagurus appeared to consume the greatest proportion of the carrion. 4. Numbers of each scavenger species at the bait were only partially related to the background population density of each species at each site. The rate of consumption of carrion varied between sites and could be related to the abundance of different scavenger species at the bait. 5. Baited traps were used to investigate those benthic scavengers that were too small to be observed by time-lapse photography. The traps caught a variety of amphipod and isopod species. Some species were habitat-specific, whereas others were ubiquitous, but specialized in eating a particular type of carrion; for example, Orchomene nanus, which was only caught in traps baited with crab. 6. The results demonstrated that the responses of scavengers to fisheries discards varied between different habitats. The responses of hermit crabs, P. bernhardus, were particularly variable, with large aggregations of individuals occurring at one site but not at others, despite similar background population densities.",Carrion | Habitat differences | Irish Sea | Scavenger activity,European Commission,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030775858,SCOPUS_ID:0030775858,2-s2.0-0030775858,The central-place territorial model does not apply to space-use by juvenile brook charr Salvelinus fontinalis in lakes,Biro P.,Journal of Animal Ecology,00218790,66,6,837-845,1997-01-01,1997,24,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,29,10.2307/5999,"1. Territoriality is widely accepted as the mechanism responsible for density-dependent mortality, emigration, and 'self-thinning' of populations of juvenile salmonine fishes in streams. Numerous studies have focused on territoriality exclusively in stream (lotic) environments and thus have fostered a stereotyped view of juvenile salmonines as sedentary and territorial. We term this behavioural paradigm the central-place territorial model (CPTM). 2. We tested predictions characterizing the CPTM for young-of-the-year (YOY) brook charr (Salvelinus fontinalis) in two Canadian lakes to determine if territoriality may also potentially limit space and population size of brook charr in lakes. 3. Our findings were not consistent with the CPTM. Fish in both lakes were not central-place forages. Maximum displacement distance did not increase with body length as predicted by the general salmonine model of Grant and Kramer (1990). Net displacement distanced increased with the proportion of time spent moving. Aggressive frequency was greatest for fish which spent large proportions of time moving and did not defend from a central-place. 4. Fish in both lakes were rarely aggressive, highly active, and often moved back over the same areas. However, lake fish which migrated to a tributary stream had no net displacement (central-place foraging) illustrating the immediate effects of current on foraging tactics and space-use. 5. The effect of hydrodynamic environment (flowing vs. still water) on fish behaviour needs to be explicitly considered in future models of salmonine behaviour.",Behaviour | Lentic | Population regulation | Salmonidae,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030772627,SCOPUS_ID:0030772627,2-s2.0-0030772627,Erratum: The importance of adverse weather conditions for behaviour and population ecology of an aphid parasitoid (Journal of Animal Ecology (1997) 66 (386-400)),Weisser W.,Journal of Animal Ecology,00218790,66,5,780,1997-01-01,1997,2,Journal,er,Erratum,100,3,3,29544,undefined,0,FALSE,30,NA,NA,NA,NA,NA,NA
