@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030438134,SCOPUS_ID:0030438134,2-s2.0-0030438134,Successional age and forest structure in a Costa Rican upper montane Quercus forest,Kappelle M.,Journal of Tropical Ecology,02664674,12,5,681-698,1996-01-01,1996,10.1017/S0266467400009871,"Changes in structure of a Costa Rican upper montane Quercus forest were studied in twelve 0 1 ha plots along a chronosequence including 8- to 20-year-old Early Secondary Forest (ESF), 25- to 32-year-old Late Secondary Forest (LSF) and mature Primary Forest (PF). In 1 2 ha 2854- stems ≥3 0 cm dbh belonging to 42 tree species were recorded. Tree species richness per 0.1 ha ranged from 15 to 30. Diversity indices did not change significantly during succession. Stem density did not differ significantly among successional phases, while basal area was significantly higher in PF than in ESF and LSF. Maximum canopy height and basal area increased linearly during the first three decades of recovery. Height and dbh showed a significant, logarithmic regression for all forest phases. A period of 84 y was estimated as the theoretically minimum time needed for structural recovery. The maximum canopy height and basal area recovered two to five times slower in upper montane than in lower montane or lowland Neotropical forests.",68,Journal,ar,Article,100,4,4,Chronosequence | Costa Rica | Disturbance | Dynamics | Forest structure | Quercus | Recovery | Regeneration | Secondary succession | Tropical montane forest,23435,undefined,0,FALSE,11,NWO,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0030437322,SCOPUS_ID:0030437322,2-s2.0-0030437322,"Hurricane damage and forest structure in Guadeloupe, French West Indies",Imbert D.,Journal of Tropical Ecology,02664674,12,5,663-680,1996-01-01,1996,10.1017/S026646740000986X,"A comparative study of the damage caused by Hurricane Hugo on the three main types of forest in the lesser Antilles was carried out in the mangrove forest, the semi-evergreen forest and the rainforests of Guadeloupe. Hurricane impact on these forests showed at first that high canopy trees generally prevented understorey trees from heavy direct damage (shield effect). In the species-poor, structurally homogeneous stands, in the mangrove forest, species' susceptibility was the major determinant in both intensity and type of damage. Damage was heavy in places and showed a certain spatial uniformity. In the rainforest, the high structural complexity of the vegetation generally induced a great variability in the spatial distribution of damage even at a small scale. Due to the presence of tall trees, indirect damage was locally very heavy Clumps of large trees formed resistant structures which diminished lethal damage below the main canopy (cluster effect). In such a highly structured, species-rich forest, species' susceptibility was concealed at the local scale by the prevailing influence of vertical structure. Because of its relatively rich flora but low stature, the semi-deciduous forest exhibited intermediate patterns of damage. It was concluded that floristic composition and forest structure help to explain, and to predict, hurricane damage to forest cover.",85,Journal,ar,Article,100,3,3,Disturbance | Forest structure | Guadeloupe | Hurricane | Mangrove | Tropical rainforest | Tropical semi-evergreen forest,23435,undefined,0,FALSE,12,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030437147,SCOPUS_ID:0030437147,2-s2.0-0030437147,Relationships between herb layer and canopy composition in a tropical rain forest successional mosaic in Singapore,Turner I.,Journal of Tropical Ecology,02664674,12,6,843-851,1996-01-01,November 1996,10.1017/S0266467400010105,"Clusters of four circular forest plots, 0.2 ha in total area, were inventoried for canopy tree (≥30 cm gbh) and terrestrial herb floristic composition at 46 sites in the Central Catchment Nature Reserve, Singapore. The Nature Reserve covers a complex mosaic of lowland tropical forest of different successional stages, with much of the area covered in secondary forest 50-100 years old developed on exhausted agricultural soils. A total of 449 species of tree and 59 species of terrestrial herb were recorded from the clusters. Facultatively-terrestrial epiphytes were excluded from the analysis. Possible reasons for the low herb diversity are discussed. There was a marked similarity between ordinations (detrended correspondence analysis) of the clusters based on tree canopy composition weighted by species relative contribution to cluster total basal area and the herb flora composition, with a highly significant correlation between first axis scores of the two ordinations. Both ordinations showed the three clusters from freshwater swamp forest to be highly distinctive from the rest. The two forest strata exhibited a parallel response to the successional gradient, though the low diversity and patchy distribution of the herb flora blurred the distinction between primary and secondary communities more clearly seen in canopy composition.",14,Journal,ar,Article,100,3,3,Detrended correspondence analysis | Herb flora | Tropical rain forest | Tropical secondary forest,23435,RP3890339,0,FALSE,13,NUS,National University of Singapore,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030437014,SCOPUS_ID:0030437014,2-s2.0-0030437014,Specialization for canopy position by hemiepiphytic Ficus species in a Bornean rain forest,Laman T.,Journal of Tropical Ecology,02664674,12,6,789-803,1996-01-01,November 1996,10.1017/S026646740001004X,"The growth habits of five species of hemiepiphytic fig trees (Ficus subgenus Urostigma) were compared to see if any species occupied distinct canopy positions or showed unique host preferences in lowland rain forest in Gunung Palung National Park, Indonesian Borneo. Highly significant differences among species were found in the height of establishment on hosts, the level at which fig crowns were deployed, and the size and taxa of host trees. Ficus stupenda, F. dubia, and F. subtecta all had mean establishment heights between 29 and 31 m above the ground, had their crowns in the upper canopy, and predominantly occupied large trees in the Dipterocarpaceae. F. consociata and F. xylophylla established at significantly lower mean heights of 24 and 18 m respectively, had their crowns predominantly in lower canopy layers, and disproportionately occupied smaller non-dipterocarp trees. These patterns were consistent both within lowland forest on alluvial terraces, which was most intensively sampled, and when data were combined from three other contiguous lowland forest habitats. Ficus species appear to be specialized to some extent for distinct microhabitats within the canopy.",12,Journal,ar,Article,100,1,1,Borneo | Canopy | Ficus | Fig | Hemiepiphyte | Indonesia | Rain forest,23435,undefined,0,FALSE,14,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030435248,SCOPUS_ID:0030435248,2-s2.0-0030435248,"Seed attack by beetles and leaf-cutter ants on Peltogyne gracilipes Ducke (Caesalpiniaceae) on Maracá Island, Brazilian Amazonia",Nascimento M.,Journal of Tropical Ecology,02664674,12,5,723-727,1996-01-01,1996,10.1017/S0266467400009901,NA,9,Journal,ar,Article,100,2,2,Ants | Beetles | Predation | Rain forest | Seedlings | Seeds,23435,undefined,0,FALSE,15,CNPq,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030435221,SCOPUS_ID:0030435221,2-s2.0-0030435221,"Aspects of the morphology and ecology of two Panamanian ant-plants, Hoffmannia vesciculifera (Rubiaceae) and Besleria formicaria (Gesneriaceae)",Windsor D.M.,Journal of Tropical Ecology,02664674,12,6,835-842,1996-01-01,November 1996,10.1017/S0266467400010099,"Two formicarial ant-plants endemic to Panama and adjacent areas of Costa Rica co-occur in mid-elevation cloud forest yet have distinctive modifications to house and feed small, retiring ants Besleria formicaria (Gesneriaceae) hosts only Pheidole sp. which harvest the oil-rich seeds of its host and other plants and insect parts. Hoffmannia vesciculifera (Rubiaceae) hosts only Solenopsis sp. ants which obtain lipid and possibly other nutrients from vescicular tissues. Judging by their abundance in refuse deposits, fern sporangia appear to be a plentiful and evenly distributed resource exploited by both ant species.",3,Journal,ar,Article,100,2,2,Ant-plants | Besleria formicaria | Hoffmannia vesciculifera | Panama | Pheidole sp. | Solenopsis sp.,23435,undefined,0,FALSE,16,SI,Smithsonian Institution,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030434181,SCOPUS_ID:0030434181,2-s2.0-0030434181,"Functional association between apogeotropic aerial roots, mycorrhizas and paper-barked stems in a lowland tropical rainforests in North Queensland",Reddell P.,Journal of Tropical Ecology,02664674,12,6,763-777,1996-01-01,November 1996,10.1017/s0266467400010014,"The root and trunk characteristics of species in a complex, lowland, evergreen, tropical rainforest at a seasonally inundated, coastal site on siliceous sands were examined. Roots in the soil were predominantly colonized by arbuscular mycorrhizal fungi although ectomycorrhizas were found on four species which contributed almost 25% of total basal area. Surface root mats were not a characteristic of the study site. In contrast, the ability to produce apogeotropic (upwardly growing) aerial roots which grew on and within the bark on trunks and branches was a consistent feature of the dominant species of trees in this forest. Eleven species representing eight families and constituting more than 85% of the basal area at the site produced these roots. Most trunks with DBH greater than 20 cm supported apogeotropic aerial roots produced by a range of species including themselves. Apogeotropic roots were most frequently found on the basal 0.5 m of trunks; however, they did occur up to 5 m above the forest floor. Apogeotropic aerial roots originated both from epicormic buds under the bark and from soil, and they were frequently colonized by arbuscular mycorrhizal and ectomycorrhizal fungi. There was a strong association between the ability to support these upwardly growing roots and the occurrence of laminated papery and flaky bark. We postulate that production of apogeotropic roots may provide a mechanism for nutrient uptake and root respiration during periods of inundation, for intercepting nutrients in stemflow and/or for extracting nutrients from bark.",13,Journal,ar,Article,100,3,3,Apogeotropic | Bark | Mycorrhiza | Nutrients | Rainforest | Roots | Seasonal | Tropical,23435,undefined,0,FALSE,17,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030433355,SCOPUS_ID:0030433355,2-s2.0-0030433355,Sepal and nut size ratio of fruits of Asian Dipterocarpaceae and its implications for dispersal,Suzuki E.,Journal of Tropical Ecology,02664674,12,6,853-870,1996-01-01,November 1996,10.1017/S0266467400010129,"The relationship between sepal and nut size of fruits was studied in fruit of 394 species of Dipterocarpaceae in Malesia and Sri Lanka. The fruits of many dipterocarps have long twisted sepals which have a role as blades for dispersal by gyration. But long sepals decrease resource allocation to other parts, and increase the chance of fruit being trapped in the canopy. The frequency distribution of the ratio of sepal length to nut length was bimodal The gyration-dispersed group with longer sepals comprised 74% of Dipterocarpaceae studied. The group with short sepal mainly comprised understorey trees, but there were a few emergents. In both groups, sepal areas were expressed as a power function of nut volumes'. Because fruit weight per sepal area increases with fruit size, larger fruits fall more quickly than smaller fruits, and sepals of the former can not serve so effectively as propeller blades. This is consistent with the fact that a few emergent trees with large nuts have short sepals and are not dispersed by gyration. Therefore, the re-evolution of short fruit sepals appears to have been mainly due to two reasons: reduction of tree height and enlargement of nut size.",25,Journal,ar,Article,100,2,2,Allometry | Dipterocarpaceae | Evolution | Fruit | Malesia | Sri Lanka | Tropical rainforest | Wind dispersal,23435,03041064,0,FALSE,18,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030433305,SCOPUS_ID:0030433305,2-s2.0-0030433305,Characteristics of vertebrate-dispersed fruits in Hong Kong,Corlett R.,Journal of Tropical Ecology,02664674,12,6,819-833,1996-01-01,November 1996,10.1017/S0266467400010075,"Hong Kong has a native angiosperm flora of approximately 1800 species, of which 27% (482 spp.) bear fleshy, presumably vertebrate-dispersed fruits, including 76% of the 337 tree and shrub species and 70% of the 103 climber species. Morphological characteristics were determined for 255 species and nutritional characteristics of the fruit pulp for 153 species. Most fruit species were black (45.1%) or red (24.3%) and 85.9% had a mean diameter <13 mm. Nutritional characteristics varied widely between species with ranges and median values as follows: pulp percentage (range 10.0-99.2%, median 69.2%), water content of pulp (11.1-94.0%, 78%), lipid (0-84.0%, 2.0%), soluble carbohydrate (4-88%, 53%), nitrogen (0.2-3.4%, 0,86%), neutral detergent fibre (1-44%, 14.3%). Fruit development time (50-360 d, 156 d) showed a negative correlation with lipid content, but no significant correlation with fruit or seed size. Principal components analysis of fruit characteristics was dominated by a trend from single-seeded fruits with a thin, lipid-rich pulp layer to multiple-seeded fruits with much, watery, carbohydrate-rich pulp. Bird-dispersed species cover the full range of fruit characteristics except those too large to swallow and too hard to peck bits from. Mammals (bats, civets and/or macaques) are known or suspected to consume most of the fruits too large for birds as well as many bird fruits but none with high-lipid content. Summer fruits (May-September) were significantly larger and had significantly higher seed size and carbohydrate content than winter fruits (November-March). Winter fruits took more than twice as long to develop as summer fruits.",100,Journal,ar,Article,100,1,1,Birds | China | Frugivory | Fruit | Hong Kong | Mammals | Seed dispersal,23435,undefined,0,FALSE,19,HKU,University of Hong Kong,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030429705,SCOPUS_ID:0030429705,2-s2.0-0030429705,Abolishing virginity,Clark D.,Journal of Tropical Ecology,02664674,12,5,735-739,1996-01-01,1996,10.1017/S0266467400009937,NA,137,Journal,ar,Article,100,1,1,Disturbance | Forest ecology | Old-growth | Succession | Tropical rainforest,23435,undefined,0,FALSE,20,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030429650,SCOPUS_ID:0030429650,2-s2.0-0030429650,Granivorous birds in a stable and isolated open habitat within the Amazonian rainforest,Diaz M.,Journal of Tropical Ecology,02664674,12,3,419-425,1996-01-01,May 1996,10.1017/S0266467400009615,NA,8,Journal,ar,Article,100,2,2,Amazonian rainforest | Ants | Birds | Granivory | Open habitats | Rodents | Seeds,23435,undefined,0,FALSE,21,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030429588,SCOPUS_ID:0030429588,2-s2.0-0030429588,Elevational and latitudinal changes in tree associations and diversity in the Eastern Arc mountains of Tanzania,Lovett J.C.,Journal of Tropical Ecology,02664674,12,5,629-650,1996-01-01,1996,10.1017/S0266467400009846,"A total of 200 variable-area plots covering 20.3 ha containing 4000 trees with a basal area of 921.4 m2 were assessed over a combined elevational range of 410-2180 m in the moist forests of three Tanzanian Eastern Arc mountains: West Usambara, Nguru and Udzungwa. Plot data were ordinated on the basis of species presence/absence, frequency and basal area. Axis 1 of ordinations based on species presence/absence are correlated with elevation. Axis 1 of the frequency-weighted ordination was correlated with elevation in the Nguru and Udzungwa mountains, but plots from the West Usambara showed a rainfall-related discontinuity. Axis 1 of the West Usambara basal area-weighted ordination showed evidence of long-term dynamics of Ocotea usambarensis and in the Udzungwa mountains was determined by presence of Parinan excelsa. Plot diversity was not correlated with elevation or latitude, but was lower in disturbed, low rainfall or more seasonal forest. Stem density was positively correlated with elevation and was greater on ridge tops than valley sides and valley bottoms.",70,Journal,ar,Article,100,1,1,Diversity | Elevational variation | Ordination | Structure | Tanzania | Tropical forest,23435,2788-84,0,FALSE,22,WWF,World Wildlife Fund,all,All Open Access
