@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0024939276,SCOPUS_ID:0024939276,2-s2.0-0024939276,"Ecological studies on Gunung Silam, a small ultrabasic mountain in Sabah, Malaysia. II. Some forest processes",Proctor J.,Journal of Ecology,00220477,NA,77,2,317-331,1989-01-01,1989,10.2307/2260752,"Herbivory (percentage area missing from large numbers of leaf samples of several species) in four plots was: 7.6% (330 m), 6.8% (610 m), 6.9% (790 m) and 7.1% (870 m). Annual mortality of trees (≥10 cm dbh) was 0.025 (280 m), 0.012 (330 m), 0.015 (410 m), 0.011 (480 m), 0.008 (540 m), 0.011 (610 m), 0.008 (700 m), 0.008 (790 m), 0.010 (790 m) and 0.016 (870 m). Median diameter increment of tree boles was (mm year-1): 1.56 (280 m), 1.13 (330 m), 1.31 (480 m), 0.93 (610 m), 0.91 (790 m) and 0.77 (870 m). Small litter fall was (t ha-1 year-1): 6.51 (280 m), 7.37 (330 m), 5.22 (480 m), 5.60 (610 m), 5.53 (790 m) and 4.80 (870 m). Chemical analyses of a small litter fall showed a number of important features, including an excess of Ca concentrations over Ma concentrations and relatively high concentrations of Ni. Three species rooted in ultrabasic soil have an ability to grow at low foliar nutrient concentrations. Shorea tenuiramulosa (Dipterocarpaceae) appeared to accumulate Ni and had up to 1.0 mg-1 Ni in its leaf dry matter. An unidentified Eugenia species (Myrtaceae) had 13.7 mg g-1 foliar Mn. -from Authors",78,Journal,ar,Article,100,5,5,29602,undefined,0,FALSE,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024939125,SCOPUS_ID:0024939125,2-s2.0-0024939125,A model of the phosphorus dynamics of Calluna heathland,Chapman S.,Journal of Ecology,00220477,NA,77,1,35-48,1989-01-01,1989,10.2307/2260914,A computer model of the phosphorus and organic matter relationships within a dry ungrazed Calluna vulgaris heathland from S England is described. The model is used to simulate the development of dune-heath and Calluna heathland. Important features of the model are examined. In particular the importance of the P adsorption capacity of soil is discussed in relation to behaviour of heathland vegetation in different area. The model is used to examine possible consequences of management techniques. -from Authors,14,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,12,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024937134,SCOPUS_ID:0024937134,2-s2.0-0024937134,"The growth, distribution and neighbour relationships of Trifolium repens in a permanent pasture. V. The coevolution of competitors",Turkington R.,Journal of Ecology,00220477,NA,77,3,717-733,1989-01-01,1989,10.2307/2260981,"Ramets of Trifolium repens were sampled from sites dominated by Agrostis capillaris, Holcus lanatus and Lolium perenne within a permanent pasture. After multiplication of the ramets, they were transplanted, or replanted, into each of the original sites in all 9 combinations of site of origin and transplant site. The pasture population of T. repens had diverged into a number of subpopulations based on the identity of the grass neighbour. Each T. repens replants grew better in its site of origin than did transplants into that site, interpreted as evidence that population divergence is due to interspecific competition with the dominant grasses. The home-site advantage to T. repens disappears when the grasses are removed. -from Author",56,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024936863,SCOPUS_ID:0024936863,2-s2.0-0024936863,"Seedling mortality in Mimosa pigra, an invasive tropical shrub",Lonsdale W.,Journal of Ecology,00220477,NA,77,2,371-385,1989-01-01,1989,10.2307/2260756,"In a dense thicket on the sloping bank of a lagoon in the tropical Northern Territory, Australia, most Mimosa pigra germination occurred at the start of the dry season, from seeds falling from the canopy on to moist bare soil exposed as the flood water retreated. The earliest cohort emerged at the top of the slope, and last cohort at the bottom. Death rate during the ensuing dry season was lowest in the earliest cohort, greatest in the cohort in the middle of the slope. No seedlings survived the flooding of the following wet season. Survival was density-independent, except at the first sampling date, c2wk after emergency. Removal of the canopy had no significant effect on the probability of seedling survival; artificial shade enhanced survival, as did irrigation. Seedling survival was determined by the availability of soil moisture. The massive expansion of the Australian range of M. pigra that occurred in the late 1970s can probably be attributed to prolific seed production, coupled with episodic recruitment resulting from unusual rainfall patterns. -from Authors",29,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,14,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024931357,SCOPUS_ID:0024931357,2-s2.0-0024931357,"Vegetation and land-use history at Diss, Norfolk, UK",Peglar S.,Journal of Ecology,00220477,NA,77,1,203-222,1989-01-01,1989,10.2307/2260925,"In the early stages of sediment deposition in the mere (Devensian late-glacial), Betula woodland covered the landscape. Initially the woodland was open, containing a variety of herbaceous taxa, but later a more closed canopy developed. Betula was replaced primarily by Corylus, which spread rapidly into East Anglia early in the Holocene. Pinus was then probably absent locally, in contrast to sites nearby. The Corylus woodlands gave way to mixed-deciduous forests containing Tilia, Ulmus, Quercus, Corylus and Fraxinus, with Alnus in moist areas. Possible anthropogenic influence on the vegetation is first recorded soon after the development of these mixed deciduous forests. Neolithic people may have made clearings, but these were apparently soon abandoned and recolonized by Corylus. Ulmus populations were permanently affected by these early disturbances, never fully recovering their former abundance. Coincident with these first disturbances was the expansion of Taxus, which became locally abundant, perhaps expanding in woodland openings. Forest clearance, including the selective cutting of Tilia and the cultivation of Hordeum and other cereals, indicates the local presence of prehistoric (Bronze Age) settlements in the catchment. The most marked cultural effect on catchment vegetation was the complete clearance of the forest and the conversion of cleared land to agricultural use in the Iron Age. -from Authors",40,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,15,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024928256,SCOPUS_ID:0024928256,2-s2.0-0024928256,"The growth, distribution and neighbour relationships of Trifolium repens in a permanent pasture. VI. Conditioning effects by neighbours",Turkington R.,Journal of Ecology,00220477,NA,77,3,734-746,1989-01-01,1989,10.2307/2260982,"Clones of Trifolium repens were collected from patches dominated by Agrostis capillaris, Holcus lanatus and Lolium perenne in an old permanent pasture. The clones were multiplied and then subjected to repeated cloning in glasshouse conditions, repeated cutting (but not cloning) in boxes outdoors, or transplanting into the original pasture. Newly collected T. repens showed significant among-grass-neighbour patterns of differentiation for five out of 8 morphological characters. Clones from Holcus-dominated sites were largest and those from Agrostis-dominated sites smallest. For clones transplanted into the pasture, shorter conditioning periods in the pasture lead to fewer among-subpopulation differences. -from Author",25,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024928004,SCOPUS_ID:0024928004,2-s2.0-0024928004,Early post-felling response of Marquesia woodland to burning in the Zambian copperbelt,Chidumayo E.,Journal of Ecology,00220477,NA,77,2,430-438,1989-01-01,1989,10.2307/2260759,"Regeneration was largely of seedling origin but because stumps and roots of cut trees bore multiple stems, regeneration from trunk- and root-suckers dominated stem populations in the coppiced plots. Although stem mortality differed significantly under different cutting treatments it was generally much higher in late- than in early-burnt plots. Although the population of dead stems was dominated by Albizia adianthifolia, Baphia bequaertii and Marquesia macroura, only A. adianthifolia and M. macroura appeared to be less fire-tolerant. -from Author",17,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024927816,SCOPUS_ID:0024927816,2-s2.0-0024927816,Clonal growth of Salix setchelliana on glacial river gravel bars in Alaska,Douglas D.,Journal of Ecology,00220477,NA,77,1,112-126,1989-01-01,1989,10.2307/2260920,"Salix setchelliana is a prostrate clonal willow that grows peripherally from a horizontal root system. Vertical shoots are typically 5-20 cm tall. Growth and demography of shoots and clones were examined in Denali National Park, Alaska, and have been related to the transitory gravel bar habitat. Shoot emergence and death rates, measured along 2 river systems, did not show significant year to year variability, but were affected by position within a clone. Shoot death, but not shoot emergence, differed between the patches sampled. Shoot survivorship curves are log linear. Patch survivorship, measured in one river system, averaged 95% per yr-1. Clonal expansion rates averaged 0.25 and 0.19 m yr-1 at the two locations examined. Clones vary in their percentage of expanding versus non-expanding edges; the non-expanding edges are associated with old channels banks or gravel with large rocks and large shrubs. Clonal segments broken off by migrating river channels appear to be able to serve as long-distance propagules. S. setchelliana exhibits rapid radial spread, reducing the likelihood of genet extinction in its transitory habitat. -Author",12,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024927810,SCOPUS_ID:0024927810,2-s2.0-0024927810,"Species interactions in a successional grassland. III. Effects of canopy gaps, gopher mounds and grazing on colonization",Peart D.,Journal of Ecology,00220477,NA,77,1,267-289,1989-01-01,1989,10.2307/2260929,"Species' ability to colonize canopy gaps and gopher mounds were assessed in a Californian grassland, with seed introduction experiments, for the 5 most cover-dominant grass species: Anthoxanthum odoratum, Holcus lanatus, Deschampsia holciformis, Rytidosperma pilosum (all perennial bunchgrasses) and Vulpia bromoides (an annual grass). Formation of canopy gaps by the death of individual bunchgrasses and soil disturbances by gophers strongly affected colonization success. The best colonizers were Anthoxanthum and Holcus, whose colonization success was increased 6-2500-fold by canopy gap formation, and 10-200-fold by the formation of gopher mounds. Few, small seedlings of Deschampsia and Rytidosperma survived in canopy gaps or on gopher mounds. Deschampsia and Rytidosperma did not reproduce in gaps or on mounds over a 2-yr period. Vulpia colonists had higher seed production on mounds than the 4 perennials. Vulpia also colonized canopy gaps, but was excluded by perennial vegetation in the 2nd year of growth in the gaps. In annual-dominated vegetation, neither aboveground biomass nor colonization by Anthoxanthum was affected by excluding grazers, but exclusion of grazers led to an increase in the cover of forbs after two years. Clipping aboveground vegetation allowed Rytidosperma to achieve dominance in sites where, under undisturbed conditions, it existed only as a suppressed understorey. All other perennials were negatively affected by clipping. The species with the highest natural densities of seed rain also had the greatest per-seed colonization success, even though negative density-dependent effects must have been strongest for those species. Seed size was positively correlated with survivorship on mounds, but was unrelated to the sizes of individual colonists in gaps or on mounds. Overall, canopy gaps and gopher mounds favoured the same species that colonized well in undisturbed sites. Both types of disturbance increased colonization by perennials in annual-dominated vegetation, and canopy gaps were required for changes in species dominance in perennial vegetation. -from Author",77,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024927217,SCOPUS_ID:0024927217,2-s2.0-0024927217,Modelling the population dynamics of an annual plant Sorghum intrans in the wet-dry tropics,Watkinson A.,Journal of Ecology,00220477,NA,77,1,162-181,1989-01-01,1989,10.2307/2260923,"Sorghum intrans dominates the understorey of the savanna woodlands in the wet-dry tropics of NW Australia. Abundance is determined primarily by an interaction between the negatively density-dependent control of fecundity and various sources of density-independent mortality. In areas of poor growth potential, fecundity of Sorghum is considerably reduced and density of plants is very low. Populations would not be able to persist in these regions were it not for migration of seeds into them from the surrounding areas favourable for Sorghum growth. In the short term, an annual dry season fire will reduce density of flowering Sorghum plants by c40%; a rainy season fire, following seedling emergence, has the potential to eliminate populations completely, because Sorghum lacks a persistent seed bank. A high density of the seed-harvesting ant Meranoplus can reduce the density of Sorghum by an order of magnitude. The ants show a Type 2 functional response to the density of seeds. -from Authors",68,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,20,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024924844,SCOPUS_ID:0024924844,2-s2.0-0024924844,Seasonal variation in flowering intensity and pollination limitation of fruit set in four co-occurring Banksia species,Copland B.,Journal of Ecology,00220477,NA,77,2,509-523,1989-01-01,1989,10.2307/2260766,"In SE Australia, mean numbers of inflorescences per plant varied markedly between years, but timing of onset, park and completion of flowering was relatively consistent among years for all species (Banksia ericifolia, B. paludosa, B. serrata, B. spinulosa). Three of the 4 species studied flowered in winter; flowering times for these 3 overlapped substantially. Fruit set in the 3 winter-flowering species varied both within and between years. Variation was caused by differences in the proportions of inflorescences successfully setting fruit and not by differences in numbers of fruits produced per inflorescence. Fruit set in B. ericifolia was examined in detail. The proportion of inflorescences setting fruit was generally lower in late-season samples. Resource limitation probably explained this. Pollination was limiting fruit set in 1985. Interspecific competition among plants for pollination may be occurring. About half of the inflorescences produced by the B. ericifolia plants studied over 4 study years appeared during peak flowering in 1985. The greatest contribution to the seed bank, which is stored in the canopy until released by a future fire, therefore occurred at this time. -from Authors",66,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024922907,SCOPUS_ID:0024922907,2-s2.0-0024922907,Influence of insect herbivory on photosynthetic area and reproduction in Gutierrezia species,Wisdom C.,Journal of Ecology,00220477,NA,77,3,685-692,1989-01-01,1989,10.2307/2260978,"Larvae of 2 tortricid lepidopterans, Synnoma lynosyrana and Synalocha gutierreziae, form silk cases that tie together a significant proportion of the photosynthetic stems and leaves of the common rangeland perennial, Gutierrezia sarothrae, which are toxic to cattle. These insects were significantly more abundant in cattle-grazed plots than in ungrazed plots of the Sevilleta National Wildlife Refuge, located in central New Mexico. Measurements were made of photosynthetic area and proximate reproduction of plants with both tied and control (non-tied) branches. In within-plant comparisons, tied branches had significantly less photosynthetic area than control branches. Number of flowers/branch, flowers/capitulum, seeds/branch and seeds/capitulum were all significantly greater for control than for tied branches. However, seeds produced by tied branches germinated more rapidly and at a higher percentage than seeds from control branches over the same time period. Onset of senescence occurred on smaller volume plants in the ungrazed, high larval abundance plots than in the grazed, low larval abundance plots. -from Authors",20,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024921687,SCOPUS_ID:0024921687,2-s2.0-0024921687,Patterns of night-time respiration in a dense phytoplankton community under a natural light regime,Markager S.,Journal of Ecology,00220477,NA,77,1,49-61,1989-01-01,1989,10.2307/2260915,"Ponds had a dense green algal community (c.500 μg l-1 chlorophyll a) which is believed to be responsible for the majority of community respiration. From August-October 1984, significant changes in respiration rate were found during the night. The most common pattern showed a pronounced peak in respiration rate shortly after sunset, then a gradual decrease during the night and a slight increase before sunrise. Deviation from this pattern was mainly observed during a period with falling daylight and falling algal growth rate. An exponential decrease in respiration rate shows agreement with a physiological model, which assumes that the respiration rate is regulated by a storage pool of carbohydrates built-up by photosynthesis during the previous day. -from Authors",26,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024921311,SCOPUS_ID:0024921311,2-s2.0-0024921311,An analysis of seasonal patterns of bryophyte growth in a natural habitat,Rincon E.,Journal of Ecology,00220477,NA,77,2,447-455,1989-01-01,1989,10.2307/2260761,Seasonal patterns of growth of 5 bryophyte species were investigated in an area of N-facing calcareous grassland in N Derbyshire. Simultaneous measurements of dry weight and shoot length were possibly by the use of a new experimental field technique. Marked differences in relative growth rate occurred between the species and uncoupling between growth in length and in dry weight was observed. -Authors,54,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024911845,SCOPUS_ID:0024911845,2-s2.0-0024911845,Stemwood biomass and production during spruce-fir stand development,Aplet G.,Journal of Ecology,00220477,NA,77,1,70-77,1989-01-01,1989,10.2307/2260917,"A 600-yr chronosequence of Engelmann spruce-subalpine fir (Picea engelmannii-Abies lasiocarpa) forest was used to examine the effects of changes in forest structure on stemwood biomass and production in a mixed-species community. Fir size-class and age-class structure stabilized early in stand development, but spruce size and age structure changed throughout stand development. Community stemwood biomass remained nearly constant through time as an increase in spruce biomass compensated for mortality in the fir component. Fir production decreased from initially high levels with change in size-class structure, but spruce production remained nearly constant. Stemwood production was related to leaf area in both species, but patterns of leaf-area allocation differed between species. Constant fir leaf area and production are achieved after stand structure stabilizes, but constant spruce leaf area and production occurred despite changes in stand structure. -Authors",18,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,25,NA,NA
