@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0022872361,SCOPUS_ID:0022872361,2-s2.0-0022872361,Growth rates and age-size relationships of tropical wet forest trees in Costa Rica,Lieberman D.,Journal of Tropical Ecology,02664674,14697831,1,2,97-109,1985-01-01,May 1985,10.1017/S026646740000016X,"Diameter growth rates and age-size relationships are reported for 45 abundant tree species and one liana in tropical wet forest at La Selva, Costa Rica. Thirteen-year increments in each species were analysed using growth simulation, a stochastic technique which projects growth trajectories. Median growth rates ranged from 0.35 mm yr-1(Anaxagorea crassipetala) to 13.41 mm yr-1) (Stryphnodendron excelsum). Maximum ranges ranged from 0.95 mm yr-1(Quararibea bracteolosa) to 14.62 mm yr-1(Hernandia didymanthera). Minimum rates ranged from zero growth (Capparis pittieri, Colubrina spinosa, Doliocarpus spp.) to 7.45 mm yr-1(Stryphnodendron excelsum). Projected lifespan (from 100 mm dbh to the maximum dbh for the species) varied from 52 years (Anaxagorea crassipetala, Guatteria inuncta) to 442 years (Carapa guianensis). The mean longevity among the 45 tree species studied is 190 years. Four main patterns of growth behaviour are recognized, based upon longevity and growth rates: (1) understorey species have slow maximum growth rates and short lifespans; (2) shade-tolerant subcanopy trees live around twice as long as understorey trees and grow at approximately the same maximum rates; (3) canopy and subcanopy trees that are shade-tolerant but respond opportunistically to increased light levels have long lifespans and fast maximum growth rates; (4) shade-intolerant canopy and subcanopy species are short-lived and have fast maximum growth rates. Understorey species intergrade with shade-tolerant subcanopy species in terms of growth behaviour; shade-tolerant subcanopy species with opportunistic, shade-tolerant species; and opportunistic, shade-tolerant with shade-intolerant species. Intraspecific variation in growth rates is lower in short-lived trees (understorey species with uniformly slow growth and shade-intolerant species with uniformly rapid growth) than in the two long-lived groups. These patterns are discussed in the context of tree ecophysiology and forest light environments. © 1985, Cambridge University Press. All rights reserved.",204,Journal,ar,Article,100,4,4,Costa Rica | demography | growth analysis | growth rate | growth simulation | regeneration | tree age | tropical forest,23435,NSF,BSR-8117507,National Science Foundation,0,FALSE,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022859932,SCOPUS_ID:0022859932,2-s2.0-0022859932,Spondias mombin is culturally deprived in megafauna-free forest,Janzen D.,Journal of Tropical Ecology,02664674,14697831,1,2,131-155,1985-01-01,May 1985,10.1017/S0266467400000195,"In the semi-deciduous forests of Santa Rosa National Park in the Pacific coastal lowlands of northwestern Costa Rica, the large and fast-growing tree Spondias mombin (Anacardiaceae) experiences greater than 95% post-dispersal seed predation by a bruchid beetle (Amblycenrus spondiae) on its nuts that have been dispersed to any part of pristine or secondary successional forest. Nuts dispersed (by white-tailed deer) to abandoned pastures immediately adjacent to the forest suffer less than 20% post-dispersal seed predation but seedlings are killed by frequent grass fires. S. mombin displays significant recruitment of saplings and young trees only on forest edges free of fire for long intervals. The very high percent seed predation in the forest and the failure of many nuts to ever be dispersed away from the parent tree is attributed directly and indirectly to the absence of a herbivorous (frugivorous) megafauna that would have been part of the habitat of S. mombin through most of its evolutionary history. These large animals would have consumed large numbers of S. mombin fruits and thereby dispersed the nuts in such a manner as to have both led to more escape from bruchids and an overall reduction in the bruchid population density. By their defecation patterns, these mammals would also have defecated more nuts in sites of high quality for S. mombin sapling survival than is the case at present. In contemporary habitats, S. mombin is culturally deprived in that it can no longer interact with the habitats, animals and densities of animals whose selective pressures were a major force in the evolution of the tree's traits. © 1985, Cambridge University Press. All rights reserved.",39,Journal,ar,Article,100,1,1,bruchid | Costa Rica | frugivory | herbivory | nut | Pleistocene megafauna | seed dispersal | seed predation | tropical deciduous forest,23435,NSF,77-04889,National Science Foundation,0,FALSE,12,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022222729,SCOPUS_ID:0022222729,2-s2.0-0022222729,A population study of small rodents in a dry sub-humid grassland in Kenya,Martin G.,Journal of Tropical Ecology,02664674,14697831,1,3,217-224,1985-01-01,1985,10.1017/S0266467400000298,"Estimates were made of rodent longevity, population biomass and production in a dry sub-humid grassland area in Kenya. The results were based on a live-trapping study made over a 27-month period. During this time fourteen species of rodents and four species of insectivores were recorded from the area of the trapping grid. The most numerous species were Praomys natalensis, Mus triton, Mus minutoides and Lemniscomys striatus. Breeding took place in both wet seasons, coinciding with peaks in rodent populations. Densities ranged from 6.6 ha−1 to 52.4 ha−1, and estimates of net annual production varied from 5485 g ha−1 year−1 to 7221 g ha−1 year−1. Rodent populations appear to turn over every six to nine months. The results are discussed in relation to studies in other tropical grassland areas of Africa. © 1985, Cambridge University Press. All rights reserved.",3,Journal,ar,Article,100,1,1,Ecology | grassland | Kenya | populations | rodents,23435,NA,undefined,NA,0,FALSE,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022222720,SCOPUS_ID:0022222720,2-s2.0-0022222720,"Altitudinal zonation of forest vegetation on Mount Kerinci, Sumatra: With comparisons to zonation in the temperate region of east Asia",Ohsawa M.,Journal of Tropical Ecology,02664674,14697831,1,3,193-216,1985-01-01,August 1985,10.1017/S0266467400000286,"The altitudinal zonation of forests on Mount Kerinci, Sumatra (3800 m) is described and compared with that in the temperate region of east Asia. Nine plots were selected between 1750 m in altitude and the upper limit of vegetation at 3250 m, at intervals of about 200 m in altitude. The plots are distinguished according to their main dominants, and the population structure of the dominant species is examined. The lower forests have species showing the whole range of size classes as well as solitary giants as dominants, but the upper forests lack these giants and are floristically poorer. Between 1750 m (the start of well preserved natural vegetation) and 2950 m (the forest limit) three forest zones are distinguished, and between 2950 and 3250 m a scrub zone. Upper forest zones tend to be dominated by species of the same genus or family which form important understory components of the zone below. Based on floristic comparisons with mountains of higher latitudes (i.e. Himalayas and Japan), the two lower forest zones (up to 2400 m) represent a subtropical zone, and the upper forest zone a warm-temperate zone. Climatic conditions at the forest limit on Mount Kerinci are similar to those at the latitudinal limit of warm-temperate evergreen trees; in the Himalayas the forest limit represents the latitudinal limit of the cool-temperate, and in Japan of the subarctic. Altitudinal zonation patterns change with latitude, reaching their most complex on subtropical mountains where the two floristic realms, the Boreal and Palaeotropical, meet. A scheme for the pattern of vegetation zonation in east Asia is proposed. © 1985, Cambridge University Press. All rights reserved.",60,Journal,ar,Article,100,4,4,altitudinal zonation | east Asia | forest | Mount Kerinci | Sumatra,23435,NA,undefined,NA,0,FALSE,14,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022222424,SCOPUS_ID:0022222424,2-s2.0-0022222424,Land types and vegetation in the Luuq district of south-western Somalia,Wieland R.G.,Journal of Tropical Ecology,02664674,14697831,1,1,65-87,1985-01-01,February 1985,10.1017/S0266467400000092,"A land use survey involving land typing and vegetation classification was conducted within the Luuq District Refugee Area (200,000 ha) in south-western Somalia. Average rainfall and annual temperature of the area are 310 mm and 30.5°C. The area is composed of limestone and basalt uplands, gypsiferous and alluvial interplains, and ancient and recent alluvial terraces of the Juba River. Land types were identified by aerial photo survey and ground observation and mapped on a 1:100,000 scale LandSat Satellite (colour) Image. Soil types were classified according to the method used by the US Department of Agriculture, Soil Conservation Service. Vegetation was sampled according to the Braun-Blanquet approach in 52 releves located within previously mapped land types, and analysed using the traditional phytosociological methods and the DECORANA and TWINSPAN computer programs. The results of these methods are compatible with one another. Most community types identify distinct land types: basalt and limestone uplands, gypsum and alluvial interplains, and depressions and gentle rises of the Juba River terrace. Commiphora and Acacia species dominate the open thorny bushland. They are mostly medium-sized shrubs and trees, 1 to 4 m in height. There is little herbaceous ground cover except in depressions and drainageways. Total shrub and tree cover averages 34%. Due to the large influx of refugees, there has been excessive cutting for fuelwood and construction material and notable bushland converted to cropland. Degradation of the vegetation and soils is prominent and is most evident on the upper and lower terraces of the Juba River. © 1985, Cambridge University Press. All rights reserved.",2,Journal,ar,Article,100,4,4,Acacia-Commiphora bushland | land type | Somalia | vegetation,23435,NA,undefined,NA,0,FALSE,15,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022206907,SCOPUS_ID:0022206907,2-s2.0-0022206907,General flowering in the climax rain forests of South-east Asia,Appanah S.,Journal of Tropical Ecology,02664674,14697831,1,3,225-240,1985-01-01,August 1985,10.1017/S0266467400000304,"The general flowering of lowland dipterocarp forests of South-east Asia is a unique phenomenon that occurs intermittently, sometimes many years apart, and may be widespread throughout the region or sporadic. During a general flowering a very large number of tree families, including the well-known Dipterocarpaceae, flower and fruit exceptionally heavily. The huge pulse of flowering is echoed by an apparent explosion in the number of pollinators, and this is further augmented by migration of pollinators from the forest fringes. The huge demand for pollinators seems to be solved among several dipterocarps through utilization of tiny, fast breeding, floral-feeding insects such as thrips and hoppers. Competition for pollinators is further reduced through development of sequential flowering among several groups of trees that share similar pollinators. The resulting massive general fruiting seems to contribute to a heightened level of faunal activity and numbers. This long-intervalled flowering and fruiting phenology which dominates these lowland dipterocarp forests may have partly contributed to the lowered animal biomass frequently alluded to when these forests are compared with neotropical forests. © 1985, Cambridge University Press. All rights reserved.",140,Journal,ar,Article,100,1,1,animal biomass | Dipterocarpaceae | flowering | fruiting | pollinators | South-east Asia | tree diversity,23435,NA,undefined,NA,0,FALSE,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022206070,SCOPUS_ID:0022206070,2-s2.0-0022206070,"Breakdown of Ficus fistulosa (Moraceae) leaves in Hong Kong, with special reference to dynamics of elements and the effects of invertebrate consumers",Lam P.K.S.,Journal of Tropical Ecology,02664674,14697831,1,3,249-264,1985-01-01,August 1985,10.1017/S026646740000033X,"Seasonal variations in the breakdown and dynamics of chemical elements in Ficus fistulosa leaves in a mixed forest on Hong Kong Island were investigated between October 1982 and September 1983. Mean rate of leaf material weight loss from coarse-mesh (3 mm) bags was 1.82% day−1, about four times that inside fine-mesh (0.2 mm) bags (mean rate 0.44% day−1). Breakdown rates varied seasonally with maximum rates in spring or summer, and were significantly correlated with prevailing temperatures, the rainfall of the two previous months, and the soil moisture content of the previous month. Potassium and Mg were rapidly leached from leaf material throughout the year while the concentrations of C, N, P, Ca and Na remained relatively stable. In the absence of macrofauna (inside fine-mesh bags) decomposition rate constants (k) were positively correlated with the mean abundance of mites and Collembola, as well as with total invertebrate abundance. In the presence of macrofauna (inside coarse-mesh bags) decomposition rate constants were positively correlated with isopod and amphipod abundance. There was no significant correlation between breakdown rates of leaf material and mesofaunal abundance inside coarse-mesh bags. The importance of climate and invertebrates as rate determinants of Ficus decomposition is discussed. © 1985, Cambridge University Press. All rights reserved.",8,Journal,ar,Article,100,2,2,climatic control | dynamics of elements | Ficus fistulosa | Hong Kong | invertebrate consumers | leaf breakdown rates,23435,NA,undefined,NA,0,FALSE,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022191617,SCOPUS_ID:0022191617,2-s2.0-0022191617,Two-year study of male orchid bee (hymenoptera: Apidae: Euglossini) attraction to chemical baits in lowland south-eastern Perú,Pearson D.,Journal of Tropical Ecology,02664674,14697831,1,1,37-54,1985-01-01,February 1985,10.1017/S0266467400000067,"Chemical baits corresponding to natural orchid fragrance chemicals were used to attract and sample male orchid bees in terra firme and flood plain forest sites on the Tambopata Reserve in south-eastern Perú. The study was conducted monthly for two years. A total of 38 species of bees was collected at these chemical baits, and although most species were collected from both habitats, 11 species were significantly more common in one habitat than the other. There was considerable variation in the number and types of chemicals to which each of the orchid bee species was attracted. Two cycles of seasonal abundance occurred annually in the number of orchid bee individuals and species collected at the chemical baits. A major peak occurred a month following onset of the wet season, and a minor peak occurred during the dry season. Species body size was related to seasonal activity, but additional factors such as flowering phenology and nest parasites were also probably involved. The number of orchid bee species found on the Tambopata Reserve was similar to the number found in forest sites of eastern and central Brazil, Costa Rica, and Panamá. This homogeneity in species richness is in marked contrast to other insect groups such as Odonata, Lepidoptera, Asilidae (Diptera), Tabanidae (Diptera), and Cicindelidae (Coleoptera), for which the species numbers recorded on the Tambopata Reserve are the highest for any similar sized area in the world. © 1985, Cambridge University Press. All rights reserved.",71,Journal,ar,Article,100,2,2,NA,23435,NSF,DEB 81-05196,National Science Foundation,0,FALSE,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022191598,SCOPUS_ID:0022191598,2-s2.0-0022191598,Seasonal effects on litterfall in a Hong Kong mixed forest,Lam P.,Journal of Tropical Ecology,02664674,14697831,1,1,55-64,1985-01-01,February 1985,10.1017/S0266467400000079,"An investigation of seasonal rates of litter production in a mixed forest, Hong Kong Island, was undertaken from October 1982 to January 1984. Total annual litterfall amounted to 1218.96 g m-2 yr-1, comprising 68.6% leaves, 18.9% woody material, and 12.5% fruits, seeds and insect frass. 398.70 g m-2 of litter was recorded immediately after a severe typhoon (9 September 1983). Rates of leaf-fall and organic debris production were correlated with prevailing temperature and rainfall. Leaf-fall peaked in January 1983, March to July 1983, and in September 1983 after the typhoon, while large amounts of insect faeces were collected in May and June. Woody litter production rates were correlated with temperature and rainfall recorded in previous months. Woody litterfall exhibited no obvious periodicity but was slightly increased during March and April. The seasonal distribution of litterfall is discussed in relation to climatic factors and habitat nutrient economy. © 1985, Cambridge University Press. All rights reserved.",28,Journal,ar,Article,100,2,2,Hong Kong | litterfall | phenology | seasonal effects | subtropical forest,23435,HKU,undefined,University of Hong Kong,0,FALSE,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022174181,SCOPUS_ID:0022174181,2-s2.0-0022174181,Roosting site selection by Artibeus watsoni (Chiroptera: Phyllostomidae) on Anthurium ravenii (Araceae) in Costa Rica,Choe J.C.,Journal of Tropical Ecology,02664674,14697831,1,3,241-247,1985-01-01,1985,10.1017/S0266467400000316,"Artibeus watsoni (Chiroptera: Phyllostomidae) was found in Costa Rica to alter the shape of 11 species of broad-leafed plants in the families Araceae, Cyclanthaceae, Marantaceae, Musaceae, and Palmae to form diurnal roost sites. The plant most commonly used for tent construction was Anthurium ravenii (Araceae). Bats create a tent on A. ravenii by severing the basal 2 to 5 lateral nerves at a distance of 5 to 10 mm from the midrib; the entire margin of the leaf then collapses downward to form a pyramid-shaped tent. The number of altered leaves per plant ranges from 1 to 4 with a mean of 2.1. A. watsoni appears to be selecting leaves of medium size and low within the plant. The size, shape, and location of leaves selected is consistent with the hypothesis that tent construction provides bats with roost sites that will be available to them for a long period of time and provides protection from both predators and the elements, thus conveying a selective advantage to the bats. © 1985, Cambridge University Press. All rights reserved.",16,Journal,ar,Article,100,2,2,Anthurium ravenii | Araceae | Artibeus watsoni | bats | Costa Rica | Phyllostomidae | plant-animal relationships | tent construction,23435,NA,undefined,Harvard University,0,FALSE,20,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022173415,SCOPUS_ID:0022173415,2-s2.0-0022173415,Small mammals and habitat structure in lowland rain forest of Peninsular Malaysia,Kemper C.,Journal of Tropical Ecology,02664674,14697831,1,1,5-22,1985-01-01,February 1985,10.1017/S0266467400000043,"A method of assessing rain forest structure by ranking relative abundance of 41 habitat variables was used to describe habitat differences among six trapping sites (324 subsites). Variables included aspects of all vegetation layers but concentrated on those considered to be important to small mammal distribution. Ordination and classification methods resulted in similar analyses of the data. Differences in habitat structure were primarily related to the moisture conditions of the trapping sites and secondarily to their successional age (regenerating versus primary forest). The most important habitat variables for differentiating between sites were LITTER, CLEARING, SOILS, PIG DAMAGE, FLOODING, FAN PALM, EMERGENTS, CANOPY SURFACE and SEEDLINGS. Habitat structure also varied within sites with some suggestion of small-scale patterning. Small mammal captures were more likely in drier sites and subsites, but there was no difference in trap success between regenerating sites and primary forest sites. Greater numbers of species were captured in sites containing a variety of habitats, a discrete layering of vegetation and an extensive understorey. Small mammal captures were positively associated with five habitat variables (EMERGENTS, LITTER, ROTTING LOGS, SEEDLINGS, ROUGH BARK) and negatively associated with five others (LAYERS, BERTAM, SEDGES, PIG DAMAGE, FLOODING). The destruction caused by pigs is thought to be a major factor since it reduces litter and food availability over wide areas. Leopoldamys sabanus was the most abundant small mammal captured (40/68 individuals) and trap success differences among sites (0.4–1.9%) reflect its preference for higher, well-drained habitats. The study demonstrates the usefulness of a simple method of ranking habitat features according to importance/abundance thus eliminating the all but impossible task of direct measurements in this complex system. This simple method of habitat description provides a basis for studying variables influencing faunal distribution patterns. © 1985, Cambridge University Press. All rights reserved.",22,Journal,ar,Article,100,2,2,habitat utilization | Malaysia | rain forest | rodents | tree shrew,23435,NA,undefined,NA,0,FALSE,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022171475,SCOPUS_ID:0022171475,2-s2.0-0022171475,Mima mound microtopography and vegetation pattern in Kenyan savannas,Cox G.,Journal of Tropical Ecology,02664674,14697831,1,1,23-36,1985-01-01,February 1985,10.1017/S0266467400000055,"Earth mounds are important determinants of vegetation pattern in savannas, acting as foci tor establishment of woody plants. In the Kenya highlands, mounds formerly attributed to termites have recently been found to be Mima mounds produced by rhizomyid mole rats. We investigated Mima mounds on black cotton soils near Kenyatta International Airport and on brown clay soils between Nairobi and Thika. At Kenyatta Airport, mounds had loamier, more granular soils than intermounds, and contained small rocks that mole rats can move. At the site between Nairobi and Thika, mound soils were more friable, higher in pH, and lower in carbon than intermound soils. Data from this and other studies indicate that Mima mound soils are more favourable for plant growth than those of true termite mounds. Mound vegetation exhibited lower coverage of grasses and greater coverage by forbs, shrubs, and bare ground, a pattern indicative of intense grazing and soil disturbance. Acacias, absent from most mounds, were abundant in the zone bordering the mound. This pattern may reflect the favour-ability of mound soils, combined with the effects of high grazing pressure. Future studies of savanna vegetation should distinguish between termite mounds and Mima mounds. © 1985, Cambridge University Press. All rights reserved.",18,Journal,ar,Article,100,2,2,Acacia drepanolobium | Acacia tortilis | Kenya | Mima mounds | rhizomyid mole rats | savannas | termitaria,23435,NSF,undefined,National Science Foundation,0,FALSE,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022171029,SCOPUS_ID:0022171029,2-s2.0-0022171029,"Nutrient content of litterfall in coniferous forest plantations in central Java, Indonesia",Bruijnzeel L.,Journal of Tropical Ecology,02664674,14697831,1,4,353-372,1985-01-01,December 1985,10.1017/S0266467400000468,"Production and nutrient content of small litterfall were studied for one year in four plantations of Agathis dammara ranging in age from 7 to 35 years old, in a 12-year-old stand of Pinus merkusii and in an approximately three-year-old shrub community dominated by Eupatorium species. The dense Pinus plantation produced considerably more litter (10 t/ha/yr, with 5.5 t/ha as needles) than any of the Agathis stands (2.6-6.2 t/ha/yr; 2.3-3.5 t/ha as leaves) or nearby Lower Montane Rain Forest (6.8 t/ha/yr; 5.4 t/ha as leaves). Litterfall in the Agathis forests increased with stand age. The shrubs produced sizeable amounts of litter (3.4 t/ha/yr). The various species responded differently to a drought occurring during the study period. Pine litter generally exhibited low nutrient concentrations (on average 9.2, 1.9, 2.5, 0.4 and 6.0 mg/g of calcium, magnesium, potassium, phosphorus and nitrogen respectively in needle litter), whilst concentrations in shrub litter were generally high (37.8, 4.9, 1.4, 1.05 and 21.5 mg/g for the same elements); Agathis litter usually showed nutrient concentrations that were intermediate between those for pine or shrub litterfall with only minor differences between stands. Comparison of the present findings with observations at other tropical sites suggests that nutrient content of litterfall in plantation forests may approach that of natural forests when the former become about 20 years old. Pine plantations may constitute an exception in this regard. © 1985, Cambridge University Press. All rights reserved.",4,Journal,ar,Article,100,1,1,Agathis dammara | Eupatorium inulifolium | Indonesia | litterfall | nutrient cycling | Pinus merkusii | tropical rain forest | tropical tree plantations,23435,NA,W76-45,NA,0,FALSE,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022170754,SCOPUS_ID:0022170754,2-s2.0-0022170754,"A preliminary investigation of small mammal biology in the Kora National Reserve, Kenya",Alibhai S.K.,Journal of Tropical Ecology,02664674,14697831,1,4,321-327,1985-01-01,1985,10.1017/S0266467400000407,"This study examined the ecological distribution and abundance of the small mammal fauna in the Kora National Reserve, Kenya. Over a period of eight weeks, 3300 trap-nights yielded 11 species and a total of 298 small mammals. All 11 species were trapped in the diverse nyika habitat, whereas in the riverine habitat five species were trapped and the rock outcrops had only two species. However, the catch per trap-night was the highest on the rock outcrops compared with the riverine and nyika habitats. The duration of prebaiting had a marked effect on both diversity and abundance. With one exception, males of all species were in breeding condition whereas females tended to be more erratic. The biology of small mammal species in Kora in the dry season is discussed. © 1985, Cambridge University Press. All rights reserved.",9,Journal,ar,Article,100,2,2,Acacia-Commiphora | Acomys | Africa | Elephantulus | Gerbillus | Kenya | population | small mammals | Tatera | Taterillus,23435,NA,undefined,NA,0,FALSE,24,NA,NA
