@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0027090855,SCOPUS_ID:0027090855,2-s2.0-0027090855,Floodplain ‘Murundus’ Of Central Brazil: Evidence For The Termite-Origin Hypothesis,De Oliveira-Filho A.T.,Journal of Tropical Ecology,02664674,14697831,8,1,1-19,1992-01-01,February 1992,10.1017/S0266467400006027,57,Journal,ar,Article,100,1,1,Brazil | cerrado | earthmounds | savanna | termite,23435,CAPES,undefined,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,0,FALSE,11,"‘Campos de murundus’ are a typical landscape of Central Brazil characterized by countless rounded earthmounds (the ‘murundus’), which are covered by woody “cerrado” (savanna) vegetation and are found scattered over a grass-covered surface (the “campo”). A detailed study was carried out in the region of Cuiaba, state of Mato Grosso on a particular campo de murundus (area of 5.065 ha) lying in a sedimentary depression where the earthmounds are true islands during the annual floods, allowing the colonization both by cerrado plants and by termites. The mounds were mapped and measured for their size and shape. Mounds diameters ranged from 0.2 to 22.0m and heights ranged from 0.1 to 1.1m. The 445 smaller mounds (< 0.8m diameter) were found to have a clumped distribution, occupying 0.1% of the area. They are actually small termite nests built by Armitermes euamignathus. The 80 larger mounds (> 0.8m diameter) were uniformly distributed, occupying 6.3% of the area. These mounds are colonized by Cornitermes snyderi and Cornitermes bequaerti which build big termite nests on the summit of the mounds. Soil analyses indicated a close similarity between the campo and the surrounding cerrado whose soils had coarser texture and were poor in nutrients. Soils of the earthmounds and termite nests showed finer texture, lower pH and higher amounts of mineral nutrients. It is suggested here that this particular type of campo de murundus is formed mainly from the localized activity of nest-building by termites, followed by nest degradation, during many generations of termite colonies. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027088547,SCOPUS_ID:0027088547,2-s2.0-0027088547,"Ant recolonisation of rehabilitated bauxite mines of Poços de Caldas, Brazil",Majer J.,Journal of Tropical Ecology,02664674,14697831,8,1,97-108,1992-01-01,February 1992,10.1017/S0266467400006155,44,Journal,ar,Article,100,1,1,ants | Australia | bauxite mining | Brazil | climate | Formicidae | land rehabilitation,23435,NA,undefined,NA,0,FALSE,12,"The ant species were sampled in one campo (grassy shrubland) one mata (semi- deciduous rain forest) and 11 rehabilitated bauxite mine plots at Po^os de Caldas, in the humid sub-tropical climatic region of Brazil. Rehabilitation was either by planting Australian Eucalyptus spp, the Brazilian Mimosa scabrella tree, or by planting mixed mata trees. Sixty-eight ant species were recorded, of which 26 were exclusively found in the native vegetation and 16 were confined to the rehabilitated plots. Ant species richness built up most rapidly in areas rehabilitated with mixed mata species and least rapidly in areas with Eucalyptus. Younger rehabilitated plots appeared to be developing a campo-type ant community, although evidence indicates that more mata ant species will colonise once tree canopy closure takes place. Rate of ant return in Australia is positively correlated with the quantity and distribution of rainfall - the rates in the current study concur with those from humid sub-tropical climatic zones within Australia, suggesting that similar constraints to the succession may be operating. If found to be the case, this would have practical implications for planning and evaluating the success of rehabilitation. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027087630,SCOPUS_ID:0027087630,2-s2.0-0027087630,Populations in nests of the termite Macrotermes jeanneli in Kenya,Darlington J.,Journal of Tropical Ecology,02664674,14697831,8,1,73-85,1992-01-01,February 1992,10.1017/S0266467400006118,22,Journal,ar,Article,100,1,1,Isoptera Kenya Macrotermes mound dimensions nest survival population structure | termites,23435,NSF,undefined,National Science Foundation,0,FALSE,13,"Estimates were made of the populations of seven nests of Macrotermes jeanneli of different sizes in Kenya. Caste and instar composition were examined, and relationships of these to the dimensions of the mound were investigated. Survival of nests of different sizes was followed over four years. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027086203,SCOPUS_ID:0027086203,2-s2.0-0027086203,Exploitation Of Mabea Fistulifera Nectar By Marmosets (Callithrix Flaviceps) And Muriquis (Brachyteles Arachnoides) In South East Brazil,Ferrari S.,Journal of Tropical Ecology,02664674,14697831,8,3,225-239,1992-01-01,August 1992,10.1017/S0266467400006428,30,Journal,ar,Article,100,2,2,Brachyteles arachnoides Brazil Callithrix flaviceps Mabea fistulifera nectar-feeding | pollination flowering phenology,23435,NSF,213,National Science Foundation,0,FALSE,14,"The present study reports on the exploitation of the nectar of Mabea fistulifera (Euphorbiaceae) by two platyrrhine primate species (Brachyteles arachnoides and Callithrix flaviceps) in the Atlantic Forest of South East Brazil. Nectar-feeding by both primates was observed between late April and May, during which a peak in the floristic activity of M. fistulifera was recorded, in terms of both the number of trees flowering and the number of flowers available on each tree. Phenological records indicate, by contrast, that edible fruit was relatively scarce during this period, the early dry season at the study site. On the days when nectar was consumed, it accounted for 25% of records of plant feeding for B. arachnoides and 29%) for C. flaviceps, although the former species was observed nectar feeding over a much longer period. The evidence indicates that M. fistulifera is a valuable, but not essential resource for both primates at a time of year when edible fruit is relatively difficult to obtain. M. fistulifera, in turn, can be seen as an opportunistic plant whose floral characteristics permit pollination by a wide range of volant and non-volant vertebrates, including primates. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027085342,SCOPUS_ID:0027085342,2-s2.0-0027085342,Growth and seasonality of seedlings and juveniles of primary species of a cloud forest in northern venezuela,Flores S.,Journal of Tropical Ecology,02664674,14697831,8,3,299-305,1992-01-01,August 1992,10.1017/S0266467400006556,11,Journal,ar,Article,100,1,1,Aspidosperma fendleri | cloud forest | growth | Richeria grandis | seasonality | seedlings,23435,NA,undefined,NA,0,FALSE,15,"The survival, height and leaf production of seedlings and juveniles of Aspidosperma fendleri and Richeria grandis were measured monthly for three years after germination. During the first year, some seedlings and juveniles of Aspidosperma fendleri were collected and the number of rootlets, the primary root length and the shoot: root ratio were determined. Both species show periodicity in growth but their relative growth rate differs between species. For Aspidosperma fendleri, the highest relative growth rate (0.313 y-1) was found for individuals grown under greenhouse conditions followed by individuals growing in an old forest gap (0.143y-1) and finally individuals under the forest canopy (0.137 y-1). For Richeria grandis, the relative growth rate under the forest canopy was 0.261 y-1. Leaf production for Aspidosperma fendleri in the forest (natural conditions) was 4.39 total mean leaf number for five years and 5.46 total mean leaf number under greenhouse conditions. For Richeria grandis it was 5.34 mean leaf production for four years. The root: shoot ratio for Aspidosperma fendleri was constant during the observation year. Aspidosperma fendleri showed a lower number of rootlets than did Richeria grandis. There was an inverse relationship between growth and survival during the dry season. During this period, mortality was higher and the highest mortality occurred during the first year when the total relative growth rate was highest. Slow growth is evident in both species. This mechanism may represent an adaptive advantage to remain dormant until there is an opening in the forest canopy. Since the seeds of Aspidosperma fendleri and Richeria grandis are highly vulnerable to predators and pathogens, slow growth as seedlings and juveniles allows them to survive, and contributes to regeneration in cloud forest. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027085335,SCOPUS_ID:0027085335,2-s2.0-0027085335,Soil-vegetation relationships in a tabonuco forest community in the Luquillo Mountains of Puerto Rico,Johnston M.H.,Journal of Tropical Ecology,02664674,14697831,8,3,253-263,1992-01-01,August 1992,10.1017/S0266467400006477,68,Journal,ar,Article,100,1,1,canonical correspondence analysis direct gradient analysis ordination Puerto Rico | soil-vegetation relationships tabonuco forest tropical soils,23435,NA,undefined,NA,0,FALSE,16,"Soil-vegetation relationships were examined in a tabonuco forest community in eastern Puerto Rico using canonical correspondence analysis. Ca and pH were strongly correlated with the first ordination axis (r = 0.84 and 0.76, respectively), while Mg and Na were correlated with the second axis (r — 0.65 and 0.64, respectively); other soil variables were not significantly related to the first two axes. Four previously identified soil series corresponded well with the ordination, and statistically significant differences in soil variables were found among the soil series. Dominant canopy tree species Dacryodes excelsa and Manilkara bidentata were negatively associated with the first ordination axis and positively associated with dry soils having low concentrations of Ca and Mg and low pH. The palm Prestoea montana was positively associated with the first axis and with wet soils having high concentrations of Ca and Mg and higher pH values. Another canopy species Sloanea berteriana was associated with the second ordination axis and with lower slope positions having higher concentrations of Mg. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027085333,SCOPUS_ID:0027085333,2-s2.0-0027085333,Understorey light environments in a north-east Australian rain forest before and after a tropical cyclone,Turton S.M.,Journal of Tropical Ecology,02664674,14697831,8,3,241-252,1992-01-01,August 1992,10.1017/S0266467400006453,41,Journal,ar,Article,100,1,1,Australia | cyclone | disturbance | light | openness | radiation | rain forest | tropical,23435,NA,undefined,NA,0,FALSE,17,". This paper describes estimates of canopy openness and associated light availability in the understorey of a north-east Australian rain forest before and immediately after a tropical cyclone. On the basis of 20 hemispherical (fisheye) canopy photographs it was shown that direct, diffuse and total site factors increased significantly as a result of the shght-to-moderate canopy disturbance caused by the cyclone. In the understorey, median total site factors ranged from 2.5-3.4% before the cyclone and from 6.0-8.6% after the cyclone, representing a 2- to 3-fold increase in potential light availability. Following the cyclone, mean relative gap frequencies increased substantially at all altitudes but particularly at canopy positions more than 70° above the horizon. Cyclone-induced canopy disturbance not only reduced the complexity of the understorey light regime but may have also increased the seasonal variability of light within the understorey of the forest during the interval of canopy recovery. The implications of these results for the ecophysiology of understorey tree seedlings and saplings at several temporal scales are discussed. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027078936,SCOPUS_ID:0027078936,2-s2.0-0027078936,"Habitat and food preferences of Greylag and Barheaded Geese wintering in the Keoladeo National Park, India",Middleton B.A.,Journal of Tropical Ecology,02664674,14697831,8,2,181-193,1992-01-01,May 1992,10.1017/S0266467400006325,10,Journal,ar,Article,100,1,1,Anser. food Dreference. ceese. habitat preference. India | management | monsoonal wetland | wildlife,23435,NA,undefined,NA,0,FALSE,18,"Greylag (Anser anser) and Barheaded Geese (Anser indicus) wintering in the Keoladeo National Park, Bharatpur, India, have habitat and food preferences which are comparable to overwintering geese in other parts of the world These geese preferred to eat the dominant grass species in the Park, Paspalum distichumy as determined by a comparison of the mean proportion of Paspalum of the total food eaten by Greylag and Barheaded Geese (0 932 & 0 971, respectively) with the mean availability of Paspalum in the wetland (0 795) However, based on a habitat study at the end of their overwintering season in February 1986, both species of geese used sites with the same amount of Paspalum distichum cover (c 14%) as sites that they did not use (c 14%) The means of habitat characteristics of sites geese used versus sites they did not use, respectively, are given here in order of their relative preference based on rankings of their standardized means Greylags preferred sites which were grazed concurrently by other species of herbivores (frequency = 0 9 & 0 4), were farther from trees with Painted Stork nests (Mycteria Icucoccpkala; 981 & 887 m) and from trees in general (49 & 26 m), or had deeper water 61 & 49 cm) However, Greylags did not prefer sites which were farther from open water (65 & 223 m), had been cut by hand (frequency = <0 1 &. 0 1), were farther from vegetation dominated by Vetweria zizanioides (668 & 842 m), had been bulldozed (frequency = <0 1 & 0 1), or had any amount of cover of the exotic aquatic weed, Eichhomia crassipts (0 0 & 0 3%) Barheaded Geese preferred sites which were remote from the Park boundary (1156 & 757 m), were farther from any road (423 & 235 m), had been grazed by geese in 1984 (0 3 & <0 1), had higher covers of droppings (0 4 & 0 1%), or had been burned in the previous summer (frequency = 02 & 0 1) They did not prefer sites which had deeper water (25 & 61 cm), had been grazed by geese in 1985 (frequency = 0 0 & 0 5), were farther from vegetation dominated by Vetiveria (511 & 733 m), had been bulldozed (frequency = 0 0 & 0 1), or were farther from open water (29 & 115 m) This information can be used to construct management plans for Greylag and Barheaded Geese overwintering in the Keoladeo National Park and other parts of northern India. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027077216,SCOPUS_ID:0027077216,2-s2.0-0027077216,The effects of tree canopy cover on soil fertility in a Nigerian savanna,Isichei A.O.,Journal of Tropical Ecology,02664674,14697831,8,3,329-338,1992-01-01,August 1992,10.1017/S0266467400006623,45,Journal,ar,Article,100,2,2,Nigeria | savanna | soil fertility | tree canopy | tree height,23435,NA,undefined,NA,0,FALSE,19,"The effect of tree canopy cover on soil properties was studied over three periods: mid- dry season (January), mid-growth period (August) and peak-growth period (October) in three 1 ha plots in savanna of north-west Nigeria. The objective was to find out whether tree canopies change the nutrient status of the soil under them relative to adjacent grasslands. Soils under tree canopies were found to have significantly higher levels of organic matter, calcium, magnesium, potassium, total exchangeable bases, cation exchange capacity and pH than those in open grasslands. Nitrogen and phosphorus were slightly higher in soils under tree canopies than those in the open grasslands. Trees 7m and above had more influence on soil properties than smaller trees. Differences in soil properties among the study plots were due to differences in their soil texture. Seasonal trends were observed in organic matter, carbon: nitrogen ratio, cation exchange capacity, phosphorus, calcium, sodium, total exchangeable cations and percentage base saturation. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027073743,SCOPUS_ID:0027073743,2-s2.0-0027073743,"Above-ground phytomass of a tropical deciduous forest on the coast of Jalisco, Mexico",Martinez-Yrizar A.,Journal of Tropical Ecology,02664674,14697831,8,1,87-96,1992-01-01,February 1992,10.1017/S0266467400006131,88,Journal,ar,Article,100,7,7,above-ground allometry biomass Mexico phytomass seasonality regression | tropical deciduous forest,23435,NA,undefined,NA,0,FALSE,20,"Phytomass was determined for a tropical deciduous forest in Chamela, Jalisco, Mexico. The mean canopy height was 6.9 m, and the total basal area was 25.6 m2ha-(dbh > 3.0 cm). The estimated phytomass for this forest (85 Mg ha-1) is among the highest values for tropical dry forests with similar seasonal climates. A stepwise multiple regression analysis showed that phytomass can be predicted firstly by basal area (R2= 0.88), then by wood specific gravity (R2— 0.91), and finally by the inclusion of tree height in the regression (R2= 0.92). Each new independent variable explained significant variance in the phytomass estimation. Se determino la cantidad de fitomasa aerea viva de una selva baja caducifolia en Chamela, Jalisco, Mexico. La altura promedio del dosel de vegetacion fue de 6.9 m, y el area basal total de 25.6 m2ha-1(dbh>3.0 cm). La fitomasa estimada para el sitio de estudio (85 Mg ha-1) es de las mas altas en comparacion con otras selvas tropicalcs secas con climas similares. Un analisis de regresion multiple mostro que la fitomasa se puede predecir en primer lugar como una funcion del area basal (R2— 0.88), luego como funcion de la gravedad especifica de la madera (R2= 0.91) y finalmenie por la inclusion de la altura en la ecuacion (R2= 0.92). Cada nueva variable independiente explieo porciones significativas de la variancia en fitomasa. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027072295,SCOPUS_ID:0027072295,2-s2.0-0027072295,Status and habitats of the three African crocodiles in Liberia,Kofron C.P.,Journal of Tropical Ecology,02664674,14697831,8,3,265-273,1992-01-01,August 1992,10.1017/S0266467400006490,32,Journal,ar,Article,100,1,1,crocodile Crocodylus Liberia Osteolaemus | West Africa,23435,NA,undefined,NA,0,FALSE,21,"A representative sample of waterways in Liberia was surveyed for crocodiles, and all three species of African crocodiles were observed. Contrary to previous reports, only Nile crocodiles inhabit the Monrovia mangrove swamps and brackish-water mouths of rivers; there are no slender-snouted or dwarf crocodiles in these habitats. There is partitioning of habitats among the three species in Liberia: Nile crocodiles in mangrove swamps and river mouths (brackish water); slender-snouted crocodiles in rivers through rain forest (freshwater); and dwarf crocodiles in small streams through rain forest (freshwater), some entering the adjacent river. Dwarf crocodiles utilize burrows in the stream banks. Nowhere are crocodiles abundant, and there is an apparent absence of adults. Although 40% of Liberia is forested, deforestation is occurring rapidly by foreign timber companies and slash-and-burn agriculture practised by the largely rural population. Hunting with firearms, although illegal, is widespread, both for subsistence and commercially, without concern for depletion. Mangrove ecosystems near human population centres are being destroyed. The combination of the above factors has apparently depleted the crocodile populations in Liberia. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027071343,SCOPUS_ID:0027071343,2-s2.0-0027071343,The Small-Mammal Community Of A Dry-Tropical Forest In Central Thailand,Walker S.,Journal of Tropical Ecology,02664674,14697831,8,1,57-71,1992-01-01,February 1992,10.1017/S026646740000609X,24,Journal,ar,Article,100,1,1,dry tropical forest | Leopoldamys sabanus | mammals | Maxomys surifer | Menetes berdmorei | small | Thailand | Tupaia glis,23435,NA,undefined,NA,0,FALSE,22,"Small mammal live-trapping was carried out in a dry tropical forest mosaic in Huai Kha Khaeng Wildlife Sanctuary, central Thailand. Trapping was done in two forest types in three seasons. Maxomys surifer was the dominant species in both plots. The three most abundant species in each plot accounted for > 90% of all captures. Community structure, density, relative abundance, biomass, age structure of populations, and habitat usage of some small mammal species varied by forest type and season. The dry evergreen/mixed deciduous forest type supported a greater abundance and biomass of small mammals than the mixed deciduous/dry dipterocarp forest type in all seasons, although species richness was the same. The greatest density, biomass, and home-range size for Maxomys surifer occurred in the rainy season in both forest types. Seasonal changes in ratios of adults and subadults of several species suggested a breeding peak at the end of the dry season or beginning of the rainy season. The mixed deciduous/dry dipterocarp forest showed a drastic drop in numbers, density, and biomass of small mammals six weeks after a fire burned through it. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027068945,SCOPUS_ID:0027068945,2-s2.0-0027068945,"Oviposition preferences and egg survival in Nanophyes shoreae (Coleoptera, Apionidae), a weevil fruit-predator in South-east Asian rain forest",Toy R.,Journal of Tropical Ecology,02664674,14697831,8,2,195-203,1992-01-01,May 1992,10.1017/S0266467400006349,12,Journal,ar,Article,100,1,1,Apionidae | Coleoptera | egg survival | fruit abortion | Malaysia | Nanophyes | oviposition | preference | rain forest | weevil,23435,NERC,undefined,Natural Environment Research Council,0,FALSE,23,"Nanophyes shoreae (Coleoptera, Apionidae) is a pre-dispersal fruit-predator of dipter- ocarp trees in South east Asian rain forest These trees frequently abort a large part of their fruit-crop soon after anthesis, coincident with N shoreae oviposition Fruit parameters, related to the incidence of weevil attack, were investigated by examination of fruit collected from host trees and through observations made in the canopy Fruit size and the incidence of prior oviposition determined whether beetles initiated attacks However, many fruits were attacked without oviposition occurring and this is discussed with respect to chemical stimuli. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027065703,SCOPUS_ID:0027065703,2-s2.0-0027065703,"Aspects Of Rodent Ecology In Lunyo Forest, Uganda",Okia N.,Journal of Tropical Ecology,02664674,14697831,8,2,153-167,1992-01-01,May 1992,10.1017/S0266467400006271,3,Journal,ar,Article,100,1,1,breeding | population changes | rodents | tropical forest | Uganda,23435,NA,undefined,NA,0,FALSE,24,"A study of small rodents was conducted in a small lake-shore forest (Lunyo) in southern Uganda between April 1970 and December 1972 Using capture recapture methods, data on population changes and breeding of six murid species were obtained At the beginning of the study, populations of Lophuromys flavopunctalus and Praomys jacksoni were higher during the mid-annual dry season (June-September), but later fluctuated with rainfall Breeding coincided with rainfall in all species but in Praomys jacksoni and Oenomys hypoxanthus breeding occurred in both wet and dry months The growth rate of laboratory reared Praomys jacksoni and Lemniscomys striatus was comparable to that in the forest within the 20–60 g weight ranges The growth rate of Lophuromys fiavopunctatus in the laboratory was lower than in the forest Nonsignificant differences in growth rates were observed between individuals of different litters of the same species Except in L striatus, testicular descent in males occurred at an earlier age than vaginal opening in females The average litter size ranged from a high of 4 5 for L striatus to a low of 2 7 for 0 hypoxanthus. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027062206,SCOPUS_ID:0027062206,2-s2.0-0027062206,"The spatial distribution of rain forest butterflies at three sites in North Queensland, Australia",Hill C.J.,Journal of Tropical Ecology,02664674,14697831,8,1,37-46,1992-01-01,February 1992,10.1017/S0266467400006064,15,Journal,ar,Article,100,2,2,NA,23435,NA,undefined,NA,0,FALSE,25,"Surveys of the microhabitat distribution of adult butterfly species were undertaken at three rain forest sites in North Queensland, Australia, encompassing a range of rain forest vegetation types. These surveys found little evidence for a specialist canopy fauna. Most species recorded in the canopy were often seen close to the ground. At all sites, most species were observed at the edge of the rain forest habitat; within the rain forest, more species were observed near the ground than in the canopy. Australia, butterflies, canopy, community, Queensland, rain forest, spatial distribution. © 1992, Cambridge University Press. All rights reserved.",NA,NA
