@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030304595,SCOPUS_ID:0030304595,2-s2.0-0030304595,Do ungulates exhibit a food density threshold? A field study of optimal foraging and movement patterns,Focardi S.,Journal of Animal Ecology,00218790,65,5,606-620,1996-01-01,September 1996,80,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,11,10.2307/5740,"1. The behaviour of ungulates foraging in non-patchy habitats is studied with the help of a new model of optimal foraging based on a time minimization utility function. The model predicts that an animal uses a foraging station only if the biomass exceeds a prescribed threshold level. Moreover, the forager does not consume all the available food but it gives up the station when food density reaches the threshold level. 2. The assumptions of the model were tested using 36 foraging paths of adult female fallow deer (Dama dama C.) in two different study areas (one wild and one fenced) and seasons (summer and autumn, respectively). Despite the ecological differences between the two sites, the deer exhibited the same pattern of search behaviour which can be described as a first-order biased random walk. Neither herd seemed able to detect and exploit food patches. 3. Partial consumption of food was regularly observed in both study areas. There is strong evidence that the fenced-in animals behaved in agreement with the model's prediction, abandoning the foraging stations when the biomass density fell below 10 g m-2 of dry matter. On the other hand, the deer living in the wild exhibited a more variable foraging behaviour. 4. The theoretical analysis shows that in comparison to the fenced-in deer those in the wild require more information to correctly evaluate the threshold level of their more heterogenous environment. 5. It is argued that the foraging behaviour of follow deer consists of two basic components: a random search for food coupled with a threshold in the selection of foraging stations.",fallow deer | food search | mathematical model | optimal foraging behaviour,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304594,SCOPUS_ID:0030304594,2-s2.0-0030304594,"Climate, plant phenology and variation in age of first reproduction in a temperate herbivore",Langvatn R.,Journal of Animal Ecology,00218790,65,5,653-670,1996-01-01,September 1996,209,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,12,10.2307/5744,"1. Density-independent weather effects can have important consequences for the demography of terrestrial herbivores because precipitation, temperature and insolation influence plant phenology, forage quality and biomass production, which in turn affects the habitat carrying capacity. Since forage digestibility influences intake and weight gain, life-history traits of young, growing animals are likely to reflect variation in the prevailing weather. 2. This paper specifically investigates spatial and temporal variation in age at maturation in female red deer (Cervus elaphus) in Norway in relation to climate variables known to influence primary production. Our findings are corroborated by analysing differences in age at maturation in 21 cohorts of red deer on the Isle of Rum, Scotland. 3. In Norway the majority of females ovulated as yearlings and calved for the first time as 2-year-olds. The proportion calving for the first time at two years varied from 0.23 to 0.67 between regions and fluctuated from 0.46 to 0.76 between cohorts. On Rum, where age of maturation wits delayed at least a year, the proportion calving for the first tithe as 3-year-olds varied between cohorts from 0.0 to 0.89. 4. In a subset of yearlings culled in Norway at the time of conception, the spatial and temporal differences in ovulation rates were related to the geographical and annual variation in body weight. 5. Both the spatial and temporal variation in the proportion of 2-year-olds calving in Norway, and cohort differences in the proportion calving as 3-year-olds on Rum, were negatively related to variation in May-June degree days 12 months earlier. 6. Although primary production on the preferred herb-rich Agrostis Festuca grasslands was positively correlated with temperature in May and June on Rum, the proportion of females calving as three years old, was negatively correlated with annual differences in May-June primary production. 7. We argue that retarded phenological development, during periods of cooler weather, enhances diet quality because leaf:stem ratios and digestibility of plant parts decline more slowly. Thus, weight gain during the early summer growth spurt should be rapid during cool May June weather, increasing the probability of conception in the autumn. 8. Since density-independent variation in food availability also influences fitness components which commonly have a more pronounced influence on population demography, for example offspring survival, we argue that our results highlight the potential importance of variation in weather on herbivore abundance.",climate | diet quality | plant phenology | red deer | reproduction,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304589,SCOPUS_ID:0030304589,2-s2.0-0030304589,Effects of egg size and parental quality on early nestling growth: An experiment with the Antarctic petrel,Amundsen T.,Journal of Animal Ecology,00218790,65,5,545-555,1996-01-01,September 1996,56,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,13,10.2307/5735,"1. A large number of studies have reported a positive relationship between the egg size of birds and the subsequent growth and/or survival of nestling, but such effects may partly be due to confounding variables, e.g. parental quality. In order to evaluate the potential effects of egg size, and of parental quality, on early nestling growth in the Antarctic petrel, we performed an experiment in which eggs of different size were swapped between nests. 2. From a sample of 300 nests with eggs of known size, we selected eggs belonging to the lower quartile (small eggs), and those belonging to the upper quartile (large eggs), with respect to volume. Half of the small eggs were exchanged with small eggs from other nests, and the other half with large eggs. A similar procedure was used for large eggs. Growth and survival of the nestlings were recorded until 12 days old. 3. Hatching success was positively related to egg size. 4. Egg size influenced nestling body mass until the age of 3 days, and tarsus length was affected until 12 days old. However, these effects were not due to an effect of egg size on growth rates, but reflected instead the influence of egg size on hatchling size, 5. In contrast to most previous studies, we found no effect of parental quality (as reflected in the size of own eggs) on foster nestling size or growth until 12 days old. This could be because egg size does not reliably reflect parental quality in the species, or because parental effects become evident only at later nestling stages. 6. We discuss why egg size variation is maintained in this and other species where egg size influences parental fitness through the survival of eggs or nestlings.",Antarctica | hatching success | nestling survival | Procellariiformes | Thalassoica antarctica,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304587,SCOPUS_ID:0030304587,2-s2.0-0030304587,Increased daily work precipitates natural death in the kestrel,Daan S.,Journal of Animal Ecology,00218790,65,5,539-544,1996-01-01,September 1996,229,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,14,10.2307/5734,"1. Costs of reproduction have been assessed experimentally by measuring subsequent survival and reproduction of parent animals raising enlarged and reduced numbers of offspring. Reported effects on survival have so far always referred to local survival of marked individuals in the study population. They do not provide definitive proof of a cost of reproduction, since reduced local survival may be due either to reduced survival or to an increased tendency to emigrate from the study area. Therefore, it is important to assess mortality rates in connection with brood size experiments. 2. We report an analysis of the time of death in 63 cases where kestrels, Falco tinnunculus L. had raised broods of manipulated size and were subsequently reported freshly dead. 60% of the parents raising two extra nestlings were reported dead before the end of the first winter, compared to 29% of those raising control or reduced broods. This result confirms our interpretation of the manipulation effects on local survival as due to mortality rather than emigration. The extra mortality occurred in the winter following the brood enlargement. 3. Kestrel parents in these experiments have been shown to adjust their daily energy expenditure to the modified brood size. Increased parental effort in this species thus entails an increased risk of death half a year later.",brood size manipulation | cost of reproduction | dispersion | recoveries | survival,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304583,SCOPUS_ID:0030304583,2-s2.0-0030304583,"Distribution, abundance and oviposition patterns of four coexisting Chiastocheta species (Diptera: Anthomyiidae)",Johannesen J.,Journal of Animal Ecology,00218790,65,5,567-576,1996-01-01,September 1996,25,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,15,10.2307/5737,"1. The distribution, abundance and oviposition pattern of four Chiastocheta species were investigated in relation to coexistence. The species occur sympatrically and are confined to patches of the perennial herb Trollius europaeus, on which the larvae act as seed predators. 2. The relative abundances of the species were constant at large patch sizes, but fluctuating at small patch sizes. However, in all species the population sizes were correlated to patch size. Overall population sizes of C. dentifera and C. trollii were not different from each other, but significantly higher than that of C. inermella. All three had significantly higher overall population sizes than C. abruptiventris. All species were present in patches with more than 2000 flower heads. Chiastocheta dentifera was the species occurring at the fewest patches, followed by C. abruptiventris. Chiastocheta inermella and C. trollii were present in all but one patches. C. inermella was dominant at small patch sizes. At middle and large patch sizes C. trollii replaced C. inermella as the most abundant species. 3. Within patches the relative abundance of C. dentifera became higher throughout the season, while that of C. trollii declined. Chiastocheta abruptiventris and C. inermella showed no seasonal pattern in relative abundances. 4. Aggregated eggs distributions seemed only to influence coexistence of one species pair, C. dentifera - C. trollii. Covariance estimates of the egg distributions between species pairs showed that the estimate for C. dentifera/C. trollii was negative, C. dentifera/C. inermella was random and C. trollii/C. inermella was positive. Eggs of C. abruptiventris were spaced in a regular pattern with, on average, one egg on every second flower having no effect on the other species.",aggregation model | Chiastocheta | coexistence | oviposition patterns | patch size,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304581,SCOPUS_ID:0030304581,2-s2.0-0030304581,"The relationship between parasitoid size and fitness in the field, a study of Achrysocharoides zwoelferi (Hymenoptera: Eulophidae)",West S.,Journal of Animal Ecology,00218790,65,5,631-639,1996-01-01,September 1996,132,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,16,10.2307/5742,"1. A knowledge of the relationship between body size and fitness is very important in many models of parasitoid behaviourial ecology. We estimated this relationship for Achrysocharoides zwoelferi (Hymenoptera, Eulophidae), a parasitoid of leaf mining moths (Gracillariidae) on willow (Salix). 2. The size distribution of female wasps emerging from their pupae was compared with the size distribution of wasps caught while searching for hosts. A parametric statistical approach was used to obtain a function relating size to fitness. 3. Laboratory estimates of the influence of size on a component of fitness, longetivity, were obtained under two different sets of experimental conditions. 4. In the field, fitness increased rapidly with size over the first two-thirds of the observed size range, but plateaued (or possibly declined) in the last third of the range. 5. One laboratory experiment showed no effect of size on fitness while the other did show an effect although much weaker than that observed in the field. This suggests caution in using results from the laboratory in parameterising behaviourial ecological models. 6. The results are compared with two other field estimates of the influence of size on fitness which show broadly similar patterns.",clutch size | fitness | parasitoid | sex ratio | size,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304580,SCOPUS_ID:0030304580,2-s2.0-0030304580,Metapopulation dynamics of the tephritid fly Urophora cardui: An evaluation of incidence-function model assumptions with field data,Eber S.,Journal of Animal Ecology,00218790,65,5,621-630,1996-01-01,September 1996,52,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,17,10.2307/5741,"1. The analysis of metapopulation systems is to a great extent based on presence/absence patterns. It is possible to extract the rates of extinction and colonization from these patterns making several assumptions: (i) the time-scale of within-patch dynamics is considerably shorter than that of between-patch dynamics, (ii) the probability of extinction depends on patch area, whereby patch area is used as a surrogate of population size, (iii) the probability of colonization depends on isolation of patches. 2. Field data on the metapopulation dynamics of a tephritid species together with habitat parameters were used to test the validity of the assumptions above. U. cardui is a monophagous stem gall former on the creeping thistle Cirsium arvense, forming a spatially structured population system due to the patchy distribution of the host plant with frequent extinctions of local populations and recolonization of patches. 3. Gall numbers of U. cardui proved to be proportional to patch area. Thus, patch area is a reliable predictor for population size. The size of newly founded populations was 50% below the population size expected from patch area. 4. The extinction probability of local populations was predominantly a function of population size and therefore patch area. The colonization probability of empty host plant patches was greater during years with low larval mortality and increased with patch size and neighbourhood density. 5. Within the studied population system isolation was of minor importance for the colonization of empty patches because the distance between patches is shorter than the mean dispersal distance of the tephritid species. The colonization rate depends mainly on the number of dispersing individuals and hence on the size of existing populations. 6. Between- and within-patch dynamics operate on similar, short time-scales. Nevertheless, metapopulation dynamics can occur as long as there are local breeding populations and a high risk of extinction of local populations. Presupposumption is that the species-specific dispersal ability by far exceeds the distance of patches.",colonization | extinction | incidence-function models | metapopulation dynamics | tephritid fly,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304564,SCOPUS_ID:0030304564,2-s2.0-0030304564,Habitat fragmentation and extinction thresholds in spatially explicit models,Bascompte J.,Journal of Animal Ecology,00218790,65,4,465-473,1996-01-01,July 1996,295,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,18,10.2307/5781,"1. The incidence of habitat destruction on the survivorship of a single metapopulation is studied by means of a spatially explicit model. 2. As the proportion of destroyed sites increases, the structural properties of the resulting landscape change in a non-linear way, showing the existence of critical thresholds and phase transitions. 3. Such critical thresholds are identified by means of an order parameter, which discriminates a quantitative process, i.e. habitat loss, from a qualitative one, i.e. habitat fragmentation. This difference is only well understood using a spatially explicit framework. 4. We introduce on such a fragmented landscape the dynamics of a metapopulation balanced by local colonization and extinction by means of the cellular automaton formalism. 5. The existence of extinction thresholds when a given fraction of habitat is destroyed is reported. These thresholds are determined both by the critical behaviour of the landscape structural properties, and by the demographic properties of the metapopulation. 6. Some differences between these results and those derived from the study of spatially implicit models are described and explained. In particular, the percentage of patch occupancy is lower for a given value of habitat destruction in the spatially explicit formulation Extinction threshold also take place for a lower destruction value. Some implications for the management of natural landscapes are discussed.",cellular automata | metapopulation | spatiotemporal dynamics | theoretical ecology,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304562,SCOPUS_ID:0030304562,2-s2.0-0030304562,The effects of stochasticity and seasonality on model dynamics: Bovine tuberculosis in badgers,Ruxton G.,Journal of Animal Ecology,00218790,65,4,495-500,1996-01-01,July 1996,17,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,19,10.2307/5784,"1. Field measurement of bovine tuberculosis in badgers (Meles meles) suggests that disease prevalence varies between years in an apparently cyclic fashion. Here, the ability of the simple compartment model of the disease presented by Bentil and Murray (1993) to reproduce this behaviour is investigated. The model predicts that, for realistic parameter values, the disease prevalence will stabilize at a fixed equilibrium, although the transient motion towards this equilibrium may involve damped cycles. 2. The model is extended to include the effects of seasonality and stochasticity, both of which have been shown to reduce stability in similar models parameterized for childhood diseases in humans. However, these changes are found not to sustain the transient cycles. 3. It is argued that, by analogy with models of childhood diseases, the addition of age-structure to the model is unlikely to increase its propensity to exhibit cycles. 4. Finally, it is suggested that one of the fundamental assumptions underlying compartment models makes them unsuitable for representing this problem, which must be addressed using spatially explicit models.",badger | bovine tuberculosis | compartment model | epidemiology | stochasticity,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030304561,SCOPUS_ID:0030304561,2-s2.0-0030304561,"The dynamics of bovine tuberculosis in possum populations, and its eradication or control by culling or vaccination",Roberts M.G.,Journal of Animal Ecology,00218790,65,4,451-464,1996-01-01,July 1996,78,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,20,10.2307/5780,"1. A simple model is used to investigate the feasibility of eradicating bovine tuberculosis (Mycobacterium bovis Karlson and Lessel) from possum (Trichosurus vulpecula Kerr) populations by culling, or by distributing a (hypothetical) non-transmissible vaccine; and of reducing the prevalence of tuberculosis to a defined level within a fixed time period. 2. The model suggests that tuberculosis could be eradicated from a possum population by reducing its density to 43% of the (no-disease) carrying capacity, which would require culling possums at a rate of 9.2% per year; or by maintaining 40% of the population in a vaccine-immune state, which would require vaccinating possums at a rate of 15% year-1. 3. The model suggests that the prevalence of tuberculosis could be reduced to 10% of its pre-control level within 5 years by culling possums at a rate of 12% year-1, or by vaccinating possums at a rate of 13% year-1. 4. Taken together, these results suggest that culling possums to maintain a low population density may be the most efficient method of preventing tuberculosis from establishing in an uninfected population, but vaccination could be as or more efficient as a means of removing tuberculosis from an infected population. Both of these statements are sensitive to changes in parameter values. 5. The culling rate needed to achieve eradication of tuberculosis is sensitive to the maximum population growth rate, r, and to the logistic shape parameter, 0. It is insensitive to whether density-dependent population regulation acts through the birth or death rates. 6. The disease dynamics are sensitive to the shape of the contact rate function, which is determined by the relative importance of mating, den sharing (possibly sequentially), aerosols and marking, and other mechanisms in the transmission of tuberculosis. 7. All results are sensitive to the increased population mortality due to disease, α, which is difficult to estimate. 8. The results have been calculated under the assumption that immigration of possums from other areas does not occur. If it did it could change the results significantly.",bovine tuberculosis | epidemiology | mathematical models | population dynamics | possums,NA,NA
