@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0023529406,SCOPUS_ID:0023529406,2-s2.0-0023529406,A test of the Chitty hypothesis: inheritance of life-history traits in meadow voles Microtus pennsylvanicus,Boonstra R.,Evolution,00143820,41,5,929-947,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05868.x,"The Chitty hypothesis proposes that the demographic changes occurring in microtine cycles are mediated by natural selection operating on the genetic composition of the population. Implicit is the assumption that a suite of life-history traits is simultaneously undergoing selection and that these traits are strongly heritable. This was tested 1) by determining whether the year-to-year differences in phenotypes in fluctuating meadow vole populations in the field are maintained in samples of young animals raised in the laboratory, and 2) whether the variation seen in the field has a heritable basis as determined by half-sib analysis. In the field, young from the year when population size was increasing grew more rapidly than those from the peak year; in the laboratory, the opposite occurred. Ages at sexual maturity showed similar differences. Heritability analysis was performed on body weight, growth rate, and age and weight at sexual maturity. Virtually all these traits showed significant dam effects, but small or nonexistant sire effects. Thus, most of the variation was nongenetic in origin; maternal and other environmental effects were of overriding importance. The heritabilities of these traits in nature are thus usually lower than necessary for natural selection to operate in the time frames characteristic of microtine cycles. -from Authors",85,NA,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,all,All Open Access,11
true,https://api.elsevier.com/content/abstract/scopus_id/0023528999,SCOPUS_ID:0023528999,2-s2.0-0023528999,Random-fragment hybridization analysis of evolution in the genus Neurospora: the status of four-spored strains,Natvig D.O.,Evolution,00143820,41,5,1003-1021,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05873.x,"Variation among randomly selected nuclear fragments can be employed to group related taxa with a higher degree of resolution than has been obtained with other DNA hybridization methods, isozyme electrophoresis, or restriction analysis of repetitive DNA. -from Authors",31,NA,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,NA,NA,12
true,https://api.elsevier.com/content/abstract/scopus_id/0023528724,SCOPUS_ID:0023528724,2-s2.0-0023528724,Phylogenetic studies of coadaptation: preferred temperatures versus optimal performance temperatures of lizards,Huey R.B.,Evolution,00143820,41,5,1098-1115,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05879.x,"Examined thermal preferences and the thermal dependence of sprinting in some Australian skinks (Lygosominae). Thermal preferences (Tp) differ strikingly among genera (range 24-35oC), but critical thermal maxima (CTMax)(range 38-45oC) and optimal temperatures for sprinting (To, 32-35oC) vary less. Diurnal genera have relatively high Tp, To, and CTMax. In contrast, nocturnal genera have low Tp but have moderate to high To and CTMax. Both nonphylogenetic and phylogenetic (minimum-evolution) approaches suggest that coadaptation is tight only for genera with high Tp. Phylogenetic analyses suggest that low Tp and, thus, partial coadaptation are evolutionarily derived, indicating that low thermal preferences can evolve, even if this results in reduced performance. In one instance, thermal preferences and the thermal dependence of sprinting may have evolved in opposite directions (""antagonistic coadaptation'). -from Authors",420,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,13
true,https://api.elsevier.com/content/abstract/scopus_id/0023528721,SCOPUS_ID:0023528721,2-s2.0-0023528721,Fifty years of interspecific hybridization: genetics and morphometrics of a controlled experiment on the land snail Cerion in the Florida keys,Woodruff D.S.,Evolution,00143820,41,5,1022-1045,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05874.x,"In 1915, 55 Bahamian Cerion casablancae were established on Bahia Honda Key, Florida. The introduced snails thrived, bred true to form, and the colony grey until about 1928 when it began to hybridize with C. incanum, the unrelated Florida species. In 1977, morphological hybrids occupied an area of c3.5 ha. Spatial and temporal aspects of the interaction were characterized morphologically and genetically. Comparison of 1933 with 1977 samples showed that the hybrids are gradually approaching C. incanum in phenotype. Regardless of phenotype, the snails on Bahia Honda Key were panmictic and outbreeding. There was no evidence for strong selection against hybrids, and by 1977 introduced alleles had spread over 5 ha. However, no pure C. casablancae remain; low but persistent gene flow has brought about a 30% diminution of the introduced genome. These observations are useful in interpreting Cerion's remarkable variability as colonization following hurricane dispersal has undoubtedly played a role in the group's complex evolution. -from Authors",47,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,14
true,https://api.elsevier.com/content/abstract/scopus_id/0023528447,SCOPUS_ID:0023528447,2-s2.0-0023528447,The dispersal barrier in the tropical Pacific: implications for molluscan speciation and extinction,Vermeij G.J.,Evolution,00143820,41,5,1046-1058,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05875.x,"The dispersal barrier between continental islands (represented by species from E Indonesia, S Philippines, and the N coast of New Guinea) and the nearby oceanic Palau Islands was studied by evaluating the percentage of each shell architectural and habitat category that is present on the continental islands but missing in Palau. The barrier is significantly more effective against sand-dwelling species than against rock-dwellers; among rock-dwellers it is most effective against aperturally unarmored taxa. Barriers between Palau and Guam, Guam and the Hawaiian Islands, and the Line Islands and the tropical Pacific are generally unselective with respect to substratum type and architecture. That narrow-apertured species are less affected by the barrier between the continental islands and Palau than are other rock-dwelling gastropods is consistent with the interpretation that this group has been unusually resistant to extinction and highly susceptible to founder speciation when oceanic circulation is altered. These patterns of susceptibility and geographical distribution may explain why armored gastropods have increased in numbers relative to unarmored ones in the tropical Pacific during the Cenozoic. -from Author",96,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,15
true,https://api.elsevier.com/content/abstract/scopus_id/0023519328,SCOPUS_ID:0023519328,2-s2.0-0023519328,"Color pattern polymorphism in the Lake Erie water snake, Nerodia sipedon insularum.",King R.B.,Evolution,00143820,41,2,241-255,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05794.x,"Populations of Nerodia sipedon on islands in W Lake Erie are polymorphic for color pattern. These populations include banded, intermediate, and unbanded morphs while surrounding mainland populations consist solely of the banded morph. One scenario for the evolution and maintenance of this polymorphism is that selection was important in establishing unbanded morphs in island populations as they became isolated from the mainland. As populations declined to their present size, the impact of migration from the mainland increased and is now swamping the effect of selection. Further declines in island population size may result in fixation of the banded morph.-from Author",45,NA,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,16
true,https://api.elsevier.com/content/abstract/scopus_id/0023518251,SCOPUS_ID:0023518251,2-s2.0-0023518251,Analysis of mitochondrial DNA polymorphisms among Channel Island deer mice.,Ashley M.,Evolution,00143820,41,4,854-863,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05858.x,"Mitochondrial DNA from 131 deer mice Peromyscus maniculatus, collected on the eight California Channel Islands and from seven southern California mainland locations, was isolated and analyzed for restriction endonuclease fragment polymorphisms.-Authors",51,NA,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,17
true,https://api.elsevier.com/content/abstract/scopus_id/0023518130,SCOPUS_ID:0023518130,2-s2.0-0023518130,Safety factors of tropical versus temperate limpet shells: multiple selection pressures on a single structure.,Lowell R.B.,Evolution,00143820,41,3,638-650,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05835.x,"A safety factor was defined as shell strength/maximum tenacity, where maximum tenacity (force required to detach foot) determines the maximum prying force that a crab or bird predator can exert on the shell. On average, shell strength and foot tenacity for tropical E Pacific limpets were twice those for the temperate limpets; average safety factors for the 2 groups were about equal. This comparatively narrow range of safety factors was due to a highly significant association of greater shell strengths with greater foot tenacities. Selection has presumably acted to closely link the mechanical performances of these two rather independent structures, the shell and the foot. Whereas the shells of both tropical and temperate limpets are exposed to predator-induced prying forces, the shells of the tropical group are also exposed to lateral crushing forces generated by fish predators. This appears to have influenced the precision with which the shells of these species have become adapted to a single selection pressure. -from Author",25,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,18
true,https://api.elsevier.com/content/abstract/scopus_id/0023516566,SCOPUS_ID:0023516566,2-s2.0-0023516566,Rapid genetic differentiation and founder effect in colonizing populations of common mynas ( Acridotheres tristis).,Baker A.J.,Evolution,00143820,41,3,525-538,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05823.x,"Populations of common mynas introduced to Australia, New Zealand, Fiji, Hawaii, and South Africa from India during the last century were compared genetically with the extant native population using isozyme electrophoresis of 39 presumptive loci. Average heterozygosity, mean number of alleles/locus, and the percentage of polymorphic loci are lower in the inroduced populations, and the 18% loss of alleles involves only alleles that are rare in the native population. The native population is only weakly subdivided genetically whereas the introduced populations are much more differentiated and the mean genetic distance among them is significantly greater than among native samples. The reduction in mean number of alleles/locus and average heterozygosity is greatest in the South African population, cosistent with a very small effective size in the founder population. In the evolutionarily short period of 100-200yr, bottlenecks and random drift have promoted genetic shifts equal to those between different subspecies of birds.-from Authors",133,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,19
true,https://api.elsevier.com/content/abstract/scopus_id/0023516561,SCOPUS_ID:0023516561,2-s2.0-0023516561,Isolating mechanisms in seabirds.,Pierotti R.,Evolution,00143820,41,3,559-570,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05826.x,Bill and foot coloration apparently act as the primary isolating mechanisms in all surface-nesting seabirds and some burrow nesters. -from Author,38,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,20
true,https://api.elsevier.com/content/abstract/scopus_id/0023511136,SCOPUS_ID:0023511136,2-s2.0-0023511136,Maximum-likelihood approaches applied to quantitative genetics of natural populations.,Shaw R.G.,Evolution,00143820,41,4,812-826,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05855.x,"Growing interest in adaptive evolution in natural populations has spurred efforts to infer genetic components of variance and covariance of quantitative characters. Difficulties inherent in the usual least-squares methods of estimation are reviewed. A useful alternative approach is that of maximum likelihood. Its particular advantage over least squares is that estimation and testing procedures are well defined, regardless of the design of the data. -from Author",229,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,21
true,https://api.elsevier.com/content/abstract/scopus_id/0023511093,SCOPUS_ID:0023511093,2-s2.0-0023511093,The evolution of bone.,Ruben J.A.,Evolution,00143820,41,6,1187-1197,1987-01-01,1987,10.1111/j.1558-5646.1987.tb02460.x,"Vertebrates are practically unique among the Metazoa in their possession of a skeleton made from calcium phosphate rather than calcium carbonate. Interpretation of the origin of a phosphatic skeleton in early vertebrates has previously centered primarily on systemic requirements for phosphate and/or calcium storage or excretion. We suggest the calcium phosphate skeleton is distinctly advantageous to vertebrates because of their relatively unusual and ancient pattern of activity metabolism: intense bursts of activity supported primarily by rapid intramuscular formation of lactic acid. This postactive acidosis apparently generates slight skeletal dissolution. A variety of apparently unrelated histological features of the skeleton in a number of vertebrates may minimize postactive hypercalcemia. We present new data that suggest that postactive skeletal dissolution would be significantly exacerbated if bone were composed of calcium carbonate rather than calcium phosphate. The former is far less stable both in vivo and in vitro than in calcium hydroxyapatite, under both resting and postactive physiological conditions.-from Authors",39,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,22
true,https://api.elsevier.com/content/abstract/scopus_id/0023511083,SCOPUS_ID:0023511083,2-s2.0-0023511083,The fitness consequences of multiple-locus heterozygosity: the relationship between heterozygosity and growth rate in pitch pine ( Pinus rigida Mill.).,Bush R.M.,Evolution,00143820,41,4,787-798,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05853.x,The adaptive-distance model accounted for between 15-50% of the variation in growth rate within 8 P. rigida population samples by accounting for genotypic differences at 8 polymorphic loci. -from Authors,68,NA,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,23
true,https://api.elsevier.com/content/abstract/scopus_id/0023511076,SCOPUS_ID:0023511076,2-s2.0-0023511076,Effects of avian seed dispersal on the genetic structure of whitebark pine populations.,Furnier G.R.,Evolution,00143820,41,3,607-612,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05831.x,"Pinus albicaulis is a subalpine conifer that commonly displays a multistem form. The individual stems within clumps are genetically distinct individuals, having arisen from separate seeds. Individuals within a clump are genetically more similar than individuals in different clumps, but individuals in neighboring clumps do not appear to be more similar than individuals in distant clumps. This family structure appears to be a direct result of the seed-caching behavior of Clark's nutcrackers Nucifraga columbiana, the primary dispersal agent for whitebark pine seeds. -from Authors",57,NA,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,NA,NA,24
true,https://api.elsevier.com/content/abstract/scopus_id/0023511007,SCOPUS_ID:0023511007,2-s2.0-0023511007,A model of kin-structured migration.,Rogers A.R.,Evolution,00143820,41,2,417-426,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05807.x,"When individuals disperse from one local group to another, they often do so in the company of relatives. When migration is thus kin-structured, the ratio of between- and within-group variance is increased by a quantity that can be estimated either from behavioral or genetic data. Theoretical results indicate that kin-structured migration should be most important in populations with high mobility. Analysis of data for humans and lions Panthera leo suggests the kin-structured migration may have a substantial effect on genetic population structure in both species. Its effect seems to be small in a population of pine voles Microtus pinetorum.-from Author",23,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,25
true,https://api.elsevier.com/content/abstract/scopus_id/0023510995,SCOPUS_ID:0023510995,2-s2.0-0023510995,"Geographic variation within an island: univariate and multivariate contouring of scalation, size, and shape of the lizard Gallotia galloti.",Thorpe R.S.,Evolution,00143820,41,2,256-268,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05795.x,"In Gallotia galloti within the island of Tenerife, size varies locally in a mosaic pattern while head shape shows a WNW-ESE cline in the south. -from Authors",72,NA,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,26
true,https://api.elsevier.com/content/abstract/scopus_id/0023510982,SCOPUS_ID:0023510982,2-s2.0-0023510982,Genetic variation and covariation in responses to host plants by Alsophila pometaria ( Lepidoptera: Geometridae).,Futuyma D.J.,Evolution,00143820,41,2,269-279,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05796.x,"Progeny of uncommon parthenogenetic genotypes of the polyphagous geometrid Alsophila pometaria were reared on 4 host plant species representing the same genus, different confamilial genera, and different families. On the supposition that uncommon asexual genotypes have arisen recently from the sympatric sexual population, they may be viewed as a representation of variation in the sexual population that has been captured by parthenogenesis. Significant effects of genotype, host, and their interaction were found for survival. Live weight displayed significant effects of genotype, host, and genotype X host interaction in the laboratory, and significant main effects in the field. The broad heritability of live weight within hose was significantly greater than zero in all cases, ranging from 0.18-0.33.-from Authors",90,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,27
true,https://api.elsevier.com/content/abstract/scopus_id/0023510644,SCOPUS_ID:0023510644,2-s2.0-0023510644,The stability of the symbiosis between dioecious figs and their pollinators: a study of Ficus carica L. and Blastophaga psenes L.,Kjellberg F.,Evolution,00143820,41,4,693-704,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05846.x,"In 'dioecious' figs, the wasp can only breed in the female flowers of the 'male' trees, so that pollination of a female tree is always lethal. The wasps should therefore be selected to avoid female trees. Data are presented showing that the fruiting phenology of the dioecious fig Ficus carica is such that this selection does not occur: syconia are not receptive at the same time on 'male' and female trees. Most wasps are forced to emerge from the syconia of 'male' trees at a time when they will not be able to reproduce, whether they avoid female trees or not. The fruiting phenology of F. carica which stabilizes the symbiosis, is the result of short-term selective pressures on the male function of the trees. Such selective pressures suggest a possible pathway from monoecy to dioecy in Ficus under seasonal climates. -from Authors",173,NA,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,all,All Open Access,28
true,https://api.elsevier.com/content/abstract/scopus_id/0023504115,SCOPUS_ID:0023504115,2-s2.0-0023504115,Biochemical phenotypic and genetic studies of two introduced fire ants and their hybrid ( Hymenoptera: Formicidae).,Ross K.G.,Evolution,00143820,41,2,280-293,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05797.x,"Two introduced fire ants, Solenopsis invicta and S. richteri, and their hybrid were studied using phenotypic markers from gas chromatographic analysis of hydrocarbons and venom alkaloids, as well as genetic markers from enzyme electrophoresis. Both methods show that extensive gene introgression is occurring over a distance of at least 120km at the contact zone between the 2 forms in E Mississippi. Recombinant genotypes predominate in the hybrid zone, in dicating that F1 hybrids are viable.-from Authors",100,NA,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,all,All Open Access,29
true,https://api.elsevier.com/content/abstract/scopus_id/0023499230,SCOPUS_ID:0023499230,2-s2.0-0023499230,Asexual reproduction in cestodes ( Cyclophyllidea: Taeniidae): ecological and phylogenetic influences.,Moore J.,Evolution,00143820,41,4,882-891,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05861.x,"Asexual reproduction, a rare trait among cestodes in general, occurs in the metacestode stage of species of the family Taeniidae. Neither historical constraint nor explanations invoking adaptation based on environmental predictability can account for life-history variation in these cestodes. -from Authors",27,NA,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,30
true,https://api.elsevier.com/content/abstract/scopus_id/0023499215,SCOPUS_ID:0023499215,2-s2.0-0023499215,"Forager behavior, pollen dispersal, and inbreeding in two species of hummingbird-pollinated plants.",Linhart Y.B.,Evolution,00143820,41,3,679-682,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05841.x,"Razisea spicata and Hansteinia blepharorachis (Acanthaceae) are perennial understory herbs in the cloud forests of Monteverde, Costa Rica. Differences in hummingbird foraging behavior and associated gene flow generate differences in levels of inbreeding of the plant populations. -from Authors",33,NA,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,all,All Open Access,31
true,https://api.elsevier.com/content/abstract/scopus_id/0023499117,SCOPUS_ID:0023499117,2-s2.0-0023499117,Variation and evolution of breeding systems in the Turnera ulmifolia L. complex (Turneraceae).,Barrett S.C.H.,Evolution,00143820,41,2,340-354,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05802.x,"The evolutionary and functional relationships among breeding systems and flora morphology were investigated in the Turnera ulmifolia complex. Predictions of a model of breeding system evolution among distylous and homostylous varieties were tested. Chromosome counts of 73 accessions revealed an association between breeding system and chromosome number. Diploid and tetraploid populations of 5 taxonomic varieties are distylous and self-incompatible, whereas hexaploid populations of 3 varieties are homostylous and self-compatible. Estimates of outcrossing rate in a distylous population using allozyme markers confirmed that dimorphic incompatibility enforces complete oucrossing. Significant genetic variation for flora traits likely to influence the mating system, such as stigma-anther separation, occurs within and among homostylous populations of var. angustifolia on Jamaica. -from Authors",168,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,32
