@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor,prism:issueIdentifier,pubmed-id,article-number
true,https://api.elsevier.com/content/abstract/scopus_id/84918807254,SCOPUS_ID:84918807254,2-s2.0-84918807254,Reproductive tactics optimizing the survival of the offspring of Cichlasoma orientale (Perciformes: Cichlidae),Linhares J.C.S.,Revista de Biologia Tropical,00347744,22152075,62,1007-1018,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12990,"High mortality rates have been observed in Teleost during early developmental stages, as well as great variations in reproductive tactics, which are related to adaptations towards environmental conditions and ecological niches for which different species have a specific response. The objective of this study was to describe reproductive tactics related to the survival of Cichlasoma orientale offspring, including aspects of body size, parental care, fecundity, oocyte size and spawning patterns. Samples were performed monthly from August 2011 to July 2013, in lentic and lotic environments at Curu river basin, Brazilian Northeastern semiarid region. Individual behavior (n=113) was observed underwater for over 50 hours by ad libitum sampling and focal-animal sampling. Collected individuals (males n=185, females n=95) were evaluated regarding the standard length, batch fecundity, oocyte size and spawning pattern. In females with mature ovaries, oocyte groups at different developmental stages were observed, these cells were counted and measured, and fecundity was estimated by the gravimetric method. Our results showed that the species displayed biparental care behavior and, on average, males were larger than females. Based on 46 ovaries, the average batch fecundity was 2 052±849 (range: 254-3 389). Standard length and batch fecundity were positively correlated, but no correlation was found between oocyte size and standard length. The maximum diameter observed in the most developed oocytes was 1.8mm. The observed distribution of oocyte size classes indicated synchronous oocyte development in three groups: previtellogenic, vitellogenic and mature, showing that C. orientale is a multiple spawner. Differences in the amount of oocytes among the three groups were observed, with the most developed group showing the smallest number of oocytes. The combination of low fecundity and large egg size is characteristic of demersal spawners due to a greater environmental stability. Multiple spawning increases chances of survival mainly because of increased fecundity per reproductive season, and the reduced competition among the offspring. We concluded that C. orientale makes a heavy investment in larval survival in detriment of the offspring number. Survival is favored by the large size of oocytes, large yolk reserve, biparental care and multiple spawning pattern.",6,Journal,ar,Article,100,5,5,Biparental care | Fecundity | Multiple spawning | Oocyte size | Reproduction,13567,undefined,1,TRUE,all,All Open Access,43,NA,NA,3,25412533,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918803698,SCOPUS_ID:84918803698,2-s2.0-84918803698,"Gradients, stability and conservation status of fishes in the Andean mountain streams of the Orinoco versant, Venezuela",Rodríguez-Olarte D.,Revista de Biologia Tropical,00347744,22152075,62,987-996,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12133,"Most Andean mountain streams of the Orinoco Basin in Venezuela, had been suffering various disturbances. In spite of this, fish communities have been poorly evaluated in terms of spatial and temporal gradients. Thus, the generation of information about these communities is a priority, since it may support conservation of regional hydrobiological resources. For this, six sites were monthly evaluated in tributaries of upper Turbio River in Sierra de Portuguesa (770-1 305msnm), during the dry season and the beginning of the rainy season (January-April 2012); we characterized stream dimensions, substrate and water physicochemical variables. Electrofishing was used to determine the number and abundance of fish species. The fish communities and their stability were evaluated by exploring the changes in richness and abundance, coefficients of variation, hierarchical classification and non-metrical multidimensional scaling analysis. The sites conservation status was estimated with a habitat integrity index. Our results showed that richness of the 12 species found varied according to the mountain elevation, the tributaries and the conservation status of the sites. Chaetostoma dorsale, Creagrutus taphorni and Chaetostoma milesi comprised 90.8% of the relative abundance, and maintained the first ranks during the study period. The communities had little spatio-temporal variation which was associated with a gradient signed principally by the amount of shadow, rocks and gravel cover, water temperature and conductivity. Stability was moderate but varied with elevation and according to site conservation status. The tributaries in upper Turbio River were found to be under severe impacts and their fishes were found impoverished and at risk.",5,Journal,ar,Article,100,2,2,Andean streams | Environmental gradients | Fish communities | Hydrobiological resources | Venezuela,13567,undefined,1,TRUE,all,All Open Access,44,NA,NA,3,25412531,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918799821,SCOPUS_ID:84918799821,2-s2.0-84918799821,"Microbial diversity and digestive enzyme activities in the gut of earthworms found in sawmill industries in Abeokuta, Nigeria",Bamidele J.A.,Revista de Biologia Tropical,00347744,22152075,62,1241-1249,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12944,"The growing demand for wood has resulted in large volumes of wood wastes that are daily released to the soil from the activities of sawmills in South-Western Nigeria. In an attempt to setup a bioremediation model for sawdust, this study therefore aimed at evaluating microbial diversity, and the level of digestive enzymes in the gut of earthworms (Eudrilus eugeniae, Libyodrilus violaceous and Hyperiodrilus africanus) of sawmill origin. Four major sawmills located in Abeokuta (7o9’12” N - 3o19’35” E), namely Lafenwa, Sapon, Isale-Ake and Kotopo sawmills were used for this study. The arboretum of the Federal University of Agriculture, Abeokuta was used as control. Gut microbial analysis was carried out using the pour-plate method while digestive enzyme activities in the earthworm guts were done by the spectrophotometric method. Higher microbial counts (28.5±0.1x103-97.0±0.1×103cfu for bacteria and 7.0±0.1×103-96.0±0.1×103cfu for fungi) and microbial diversity were recorded in the gut of earthworms of the sawmill locations than those of the control site (17.5±0.1×103cfu for bacteria and 4.5±0.1×103cfu for fungi). Streptococcus mutans and Proteus spp. were common in the gut of E. eugeniae, and L. violaceous from the study sawmills, while Streptococcus mutans were also identified in H. africanus, but absent in the gut of E. eugeniae from the control site. Cellulase (48.67±0.02mg/g) and lipase (1.81±0.01mg/g) activities were significantly higher (p<0.05) in the gut of earthworms from the control site than those of the study sawmills. Furthermore, amylase (α and β) activity was highest in the gut of earthworms from the sawmills. Variations observed in the gut microbial and digestive enzyme activities of earthworms from the study sawmills as compared to the control site suggests that earthworms, especially E. eugeniae, could be a better organism for use as bioremediator of wood wastes.",7,Journal,ar,Article,100,4,4,Bioremediation | Digestion | Earthworm | Gut enzymes | Gut microflora | Sawdust,13567,undefined,1,TRUE,all,All Open Access,45,NA,NA,3,25412548,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918798668,SCOPUS_ID:84918798668,2-s2.0-84918798668,"Seasonal dynamics of the shoreline vegetation in the Zapatosa floodplain lake complex, Colombia",Schmidt-Mumm U.,Revista de Biologia Tropical,00347744,22152075,62,1073-1097,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12005,"Floodplain lakes and associated wetlands in tropical dry climates are controlled by pronounced and severe seasonal hydrologic fluctuations. We examined the plant community response to a bimodal flooding pattern in the Zapatosa Floodplain Lake Complex (ZFLC), Northern Colombia. We measured floristic and quantitative change in four sampling periods emphasizing seasonal differences in plant abundance and life-form structure. Of 79 species identified in the lake complex, 52 were used to characterize eight community types via classification and ordination procedures. Results showed that community structure does not change significantly during the flooding/receding stages. But maximum drawdown phase significantly disrupts the aquatic community structure and the exposed shorelines become colonized by ruderal terrestrial plants. Early rainfalls at the beginning of the wet season are emphasized as an important feature of plant regeneration and community development. The general strategy of the ZFLC vegetation can be framed into the flood pulse concept of river-floodplain systems. Thus, plant communities are mainly responding to disturbances and destruction events imposed by extreme water level fluctuations.",6,Journal,ar,Article,100,2,2,Bimodal seasonality | Cesar river | Flood pulse | Littoral | Macrophytes | Magdalena river | Shallow lakes,13567,undefined,1,TRUE,all,All Open Access,46,NA,NA,3,25412537,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918795744,SCOPUS_ID:84918795744,2-s2.0-84918795744,"Long-term (2002-2011) changes on Cetengraulis edentulus (Clupeiformes: Engraulidae) fisheries in Guanabara Bay, Brazil",Franco A.C.S.,Revista de Biologia Tropical,00347744,22152075,62,1019-1029,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12408,"C. edentulus accounts for the major fishery resource in Guanabara Bay, but there are only few studies about its captures.This study analyzed the long term changes on C. edentulus catches in Guanabara Bay, focusing especially on temporal variation on capture effort, boat storage temperature, and fish price and size.We assessed the 2002-2011 database of fish landings at the pier of Rubi S.A., with records of year, month, total catch (kg), number of fish per kg, boat storage temperature (°C), and price per kg to boat owner (US$). Those variables differed among years and months (ANOVA; p<0.01) with strong yearXmonth interactions for all, probably related to C. edentulus reproductive and recruitment seasons and environmental conditions of Guanabara Bay. Generalized additive models revealed that high C. edentulus catches were associated with few boat loadings of large-sized fishes, which were conserved in higher boat storage temperatures and attained high market prices. Our long-term study stressed that variations on C. edentulus fishery were related to changes on boat storage temperature, fish size, price paid per kg, and frequency of landings, and that these descriptors are correlated with C. edentulus ecological traits and high phytoplankton availability. Nevertheless, further studies should be performed to address whether less evident factors, such as the fluctuation of concurrent Sardinella brasiliensis stock, would explain the temporal dynamics of C. edentulus stocks in Guanabara Bay.",3,Journal,ar,Article,100,4,4,Cetengraulis edentulus | Estuary | Fisheries | Landings | Long-term,13567,undefined,1,TRUE,all,All Open Access,47,NA,NA,3,25412534,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918792559,SCOPUS_ID:84918792559,2-s2.0-84918792559,Land cover modification geoindicator applied in a tropical coastal environment,Palacio-Aponte G.,Revista de Biologia Tropical,00347744,22152075,62,1111-1128,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12215,"Environmental changes due to natural processes and anthropic modifications can be characterized by the degree of land cover modification and its environmental implications over time. The main goal of the present study was to propose and apply a land cover modification geoindicator in order to assess the environmental condition of the territory per landscape units. It was designed to interpret diffuse information and transform it into a synthetic indicator that will be useful for environmental managers. The geoindicator evaluation was performed through a multi-temporal analysis of medium resolution Landsat satellite images and their unsupervised classification according to the direction of land use transitions. A change detection analysis between image pairs from 1973, 1991 and 2001 was made to detect unaffected areas and the areas in which positive or negative land cover changes could be observed. The proposed methodology was applied in the coastal palustrine area; specifically, in the marine-terrestrial ecotone of Campeche, Mexico. Geoindicator values during the 1974-1991 and 1991-2001 periods were low, 46.5% and 40.9%, respectively, due to the intrinsic limitations of coastal wetlands for productive activities. Urban and suburban transition areas showed high degrees of modification of about 39.5% and 32.1% for the first and the second period, respectively. Moderate modification, 4.9% in the first period and 5.7% in the second, was observed in isolated landscape units with recovering vegetation. The proposed geoindicator showed physiognomic and functional evidence of affectation levels from human activities, regeneration patterns and alteration of the landscape structure, modulated by the historical-economic process in the studied area.",1,Journal,ar,Article,100,1,1,Change detection | Environmental geoindicators | Landscape units | Remote sensing,13567,undefined,1,TRUE,all,All Open Access,48,NA,NA,3,25412539,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918791640,SCOPUS_ID:84918791640,2-s2.0-84918791640,Anti-leishmanial activity in plants from a biological reserve of Costa Rica,Chinchilla-Carmona M.,Revista de Biologia Tropical,00347744,22152075,62,1229-1240,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12377,"Leishmaniosis is an important human disease very difficult to treat. For this reason, many researchers in the world have been looking for anti-leishmanial chemical components present in several plant species. In Costa Rica, since no studies have been done in this field, this work aimed at the search of active chemical components in local plants that may have an activity against Leishmania sp. A total of 67 plants were selected from the Alberto Manuel Brenes Biological Reserve (REBAMB). For these collected plants, fresh or dried hidroalcoholic extracts of root, stem, mature or young leaves, flowers, and immature or mature fruits, were prepared under conventional methods. All extracts were tested for their effect against a strain of Leishmania (OCR with known characteristics). Firstly, by presumptive tests, we selected only those with some activity, and then, more specific studies were done to determine the IC50 in μg/mL; a promising plant was considered only if at least one of its parts presented an IC50<100μg/mL. Under this parameter, the following active plants were obtained and their lowest and highest IC50 obtained values presented (μg/mL): Bocconia frutescens (0.6 and 66.7), Clematis dioica (27.5 and 44.4), Cordia megalantha (80.0), Eugenia austin-smithi (90.6), Guarea bullata (98.8), Guateria tonduzii (44.4 and 66.3), Mikania holwayana (45.0 and 95.6), Nectandra membranacea (44.5 and 58.6), Neurolaena lobata (25.0 and 100.0), Persea povedae (76.9), Piper auritum (60.0), Rollinia pittieri (43.1), Solanum arboreum (25.8 and 72.5), Tetrorchidium euryphyllum (53.8 and 95.0), Witheringia solanacea (15.9 and 98.1) and Zanthoxylum juniperinum (23.4 and 97.5). Although the parasitic effect of fresh or dried extracts were almost similar, the fresh material slightly showed better results. That anti-parasitic effect occurred in one or more than four parts of the plant. Most of the active extracts did not produce lysis and aglutination which indicates a low toxicity. Since the species studied are different from those analyzed by other authors, we discuss the importance of these new findings, in relation to the new scientific knowledge, and the possible use of these plants as a leishmaniosis treatment.",6,Journal,ar,Article,100,9,9,Costa Rica | In vitro | Leishmania | Leishmaniosis | Medicinal plants,13567,undefined,1,TRUE,all,All Open Access,49,NA,NA,3,25412547,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918791205,SCOPUS_ID:84918791205,2-s2.0-84918791205,"Sporogenesis, sporoderm and mature spore ornamentation in lycopodiaceae",Baron E.J.R.,Revista de Biologia Tropical,00347744,22152075,62,1161-1195,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12330,"Studies on reproductive aspects, spore morphology and ultrastructure of Lycopodiaceae are not very common in the scientific literature, and constitute essential information to support taxonomic and systematic relationships among the group. In order to complete existing information, adding new and broader contributions on these topics, a comparative analysis of the sporogenesis ultrastructure, with emphasis on cytological aspects of the sporocyte coat development, tapetum, monoplastidic and polyplastidic meiosis, sporoderm ontogeny and ornamentation of the mature spores, was carried out in 43 taxa of eight genera of the Lycopodiaceae: Austrolycopodium, Diphasium, Diphasiastrum, Huperzia (including Phlegmariurus), Lycopodium, Lycopodiella, Palhinhaea and Pseudolycopodiella growing in the Andes of Colombia and the Neotropics. For this study, the transmission electron microscopy (TEM) samples were collected in Cauca and Valle del Cauca Departments, while most of the spores for scanning electron microscopy (SEM) analysis were obtained from herbarium samples. We followed standard preparation procedures for spore observation by TEM and SEM. Results showed that the sporocyte coat is largely composed by primary wall components; the sporocyte develop much of their metabolic activity in the production of their coat, which is retained until the spores release; protective functions for the diploid cells undergoing meiosis is postulated here for this layer. The abundance of dictyosomes in the sporocyte cytoplasm was related to the formation and development of the sporocyte coat. Besides microtubule activity, the membrane of sporocyte folds, associated with electrodense material, and would early determine the final patterns of spore ornamentation. Monoplastidic condition is common in Lycopodium s.l., whereas polyplastidic condition was observed in species of Huperzia and Lycopodiella s. l. In monoplastidic species, the tapetum presents abundant multivesicular bodies, while in polyplastidic species, the secretory activity of the tapetum is less intense. Sporoderm development is centripetal, exospore is the first formed layer, then the endospore and, if present, perispore is the final deposited layer. Adult spores of the Lycopodiaceae showed two patterns of ornamentation: negative or caviform (foveolate spores) and positive or muriform ornamentation, the latter with two subtypes (rugate and reticulate spores). The spores of Huperzia are characteristically foveolate, the rugate spores were found in a few species of Huperzia and in all of the Lycopodiella s. l. taxa studied, while Lycopodium s.l. spores bear reticulate ornamentation. Numerous ornamentation traits are diagnostic at the specific level. The types of ornamentation found do not support the recent extreme fragmentation of the family in several genera, but could match, a priori, with the idea of three subfamilies. The findings of sporogenesis, extremely similar in all taxa studied, point more to consider fewer genera, more comprehensive, than the recent, marked splitting of the family.",4,Journal,ar,Article,100,5,5,Lycopodiaceae | Sporangium ontogeny | Spore ornamentation | Sporoderm | Sporogenesis | Ultrastructure,13567,undefined,1,TRUE,all,All Open Access,50,NA,NA,3,25412543,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918789878,SCOPUS_ID:84918789878,2-s2.0-84918789878,"Avifauna in silvopastoral systems in the mesoamerican biological corridor, Tabasco, México",González-Valdivia N.,Revista de Biologia Tropical,00347744,22152075,62,1031-1052,2014-07-01,1 July 2014,10.15517/rbt.v62i3.11442,"Silvopastoral systems support local ecological and economical features as they enhance conservation of floral and faunal communities. As other animal communities, avifauna may be a good representative of habitat alterations, both as the species and functional levels. In order to attend the initiative of Mesoamerican Biological Corridor initiative (CBM) in the state of Tabasco, we studied the diversity of birds in two silvopastoral systems: scattered trees in pastures (ADP), and trees in boundary-hedgerows (AL). For this, we applied the fixed radius counting point method in three priority sites in Tabasco´s CBM during the dry and wet season of 2011, and a total of 56, 60 and 62 points were evaluated in Huimanguillo, Tenosique and Tacotalpa, respectively. We observed 2 084 individuals of 154 species (79-89% of expected diversity) and 36 bird families. We detected 92, 87 and 85 species in Huimanguillo, Tenosique and Tacotalpa, respectively, including 35 protected species, of which 23, 19 and 16 in each locality, respectively. All sites showed high diversity (H´≥3.20), low species dominance (D≥0.08) and high equitability (J≥0.77). Species composition showed differences between sites, being most similar Tacotalpa and Tenosique. Ten species were considered characteristic for sites. Although the silvopastoral system did contain protected species, the low diversity and the early successional character of the arboreal components were not attractive to frugivorous bird species. Diversification with native trees can improve the systems to create a complementary habitat and to increase landscape connectivity. The management of silvopastoral practices on cattle dominated landscapes in Tabasco could improve its ecological quality, and thus achieve the CBM´s objectives of biodiversity conservation combined with human economic activities.",4,Journal,ar,Article,100,4,4,Agricultural matrix | Agroecosystems | Connectivity | Hedgerow trees | Live fences | Scattered trees in pastures | Species diversity,13567,undefined,1,TRUE,all,All Open Access,51,NA,NA,3,25412535,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918789041,SCOPUS_ID:84918789041,2-s2.0-84918789041,Fifty years of undergraduate scientific field research in the associated colleges of the midwest (acm) costa rica program,Vaughan C.,Revista de Biologia Tropical,00347744,22152075,62,843-858,2014-07-01,1 July 2014,10.15517/rbt.v62i3.14072,NA,0,Journal,ed,Editorial,100,3,3,NA,13567,undefined,1,TRUE,all,All Open Access,52,NA,NA,3,25412517,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918786931,SCOPUS_ID:84918786931,2-s2.0-84918786931,Incidence and risk factors for cognitive impairment in rural elderly populations in Costa Rica,Nadel J.L.,Revista de Biologia Tropical,00347744,22152075,62,869-876,2014-07-01,1 July 2014,10.15517/rbt.v62i3.14058,"Risk factors for the onset of cognitive impairment in Costa Rica are not well understood, despite a substantial elderly population stemming from a higher than average life expectancy for the western hemisphere. To investigate the risk factors that predict the onset of cognitive impairment in the rural elderly of Costa Rica, a modified version of the Mini Mental State Exam—designed for illiterate populations—was administered to 90 elderly inhabitants of San Carlos, Alajuela, Costa Rica between April and May of 2011. Subsequently, each participant took a structured interview assessing viability of risk factors and behaviors potentially contributing to a diagnosis of cognitive impairment. Results showed strong dependencies between age (p=0.0001), education level (p=0.0095), the ability to read (p=0.0001) and write (p=0.0153), frequency of reading (p=0.0011), use of puzzles and mind games (p<0.0001), vocation (p=0.0225), area of residence (p<0.0001), comorbid mental diseases (p=0.0005), history of stroke or brain trauma (p=0.0104), urinary or renal problems (p=0.0443), consistent cooking practices (p=0.0262) and number of living companions (p=0.0299) in susceptibility for developing cognitive impairment. The study concluded that high intellectual use, or lack thereof, during the lifetime of a person was a predictor for cognitive status later in life. In addition, comorbid mental disorders, including neurological trauma due to stroke, impeded normal cognitive function. Future research should examine incidence and risk factors of cognitive impairment in urban, more educated populations.",6,Journal,ar,Article,100,2,2,Cognitive impairment | Costa Rica | Dementia | Education | Elderly | Mini mental state exam,13567,undefined,1,TRUE,all,All Open Access,53,NA,NA,3,25412519,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918786813,SCOPUS_ID:84918786813,2-s2.0-84918786813,"Morphology and anatomy of caulinar axes, lycophylls and sporangia of Phlegmariurus phylicifolius: A contribution to the systematics of Neotropical Lycopodiaceae",Arana M.D.,Revista de Biologia Tropical,00347744,22152075,62,1217-1227,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12843,"Phlegmariurus is the only genus of Lycopodiaceae with the species grouped in 22 informal groups. Species level relationships within Phlegmariurus are poorly understood and their circumscriptions require a thorough molecular and morphological review. A detailed study of morphology and anatomy of caulinar axes, lycophylls and sporangia of Phlegmariurus phylicifolius was carried out in order to contribute to the elucidation of species circumscription in the informal group Phlegmariurus phlegmaria. Small pieces of caulinar axes bearing trophophylls, sporophylls and sporangia were fixed, dehydrated, Histowax (paraffin) embedded, sectioned in a rotatory microtome, and stained using the common Safranin O-Fast Green technique; handmade cross sections were also made and stained with the same technique. P. phylicifolius includes slender, pendulous plants up to 40cm long. Shoots heterophyllous, in the basal divisions ca. 10-20(-25)mm in diameter including the trophophylls, then abruptly constricted to (l-) 1.5-2(-2.5)mm in diameter including the imbricate, reduced sporophylls. Trophophylls are borne in alternating whorls of three, or decussate, subdecussate, or alternate, widely spaced in alternate leaved caulinar axes portions, perpendicular to the caulinar axes to falcately ascending, lanceolate to linear-lanceolate, with flat to slightly revolute margins. Each lycophyll is supplied by a single central vascular bundle, connected to a protoxylem pole in the stele. At the site of leaf-trace departure, no leaf (lycophyll) gap is present. Caulinar axes excluding leaves 0.7-1.2mm thick at the base, upward tapering to ca. 0.5mm. Caulinar axes present unistratified epidermis and endodermis, the cortex is characterized by the presence of a trabecular structure of lisigenous origin formed in the parenchimatous tissue next to the endodermis. The vascular tissue occupies the central part of the caulinar axes, forming a plectostele of subradiate organization, with five poles of protoxylem. The epidermal cells present sinuous anticlinal walls; invaginations in the inner side of external periclinal wall of the epidermal cells could be probably adaptive morphological feature of a water deficient environment. Leaves of constricted terminal divisions are decussate, or subdecussate, continuously or discontinuously sporangiate, appressed, abaxially rounded to carinate, widely lanceolate to widely ovate or subcordate, acute to mucronate or cuspidate, shorter than the sporangia. Each sporangium originates from a group of epidermal cells, axilar to the sporophylls. The cell walls of epidermal cell of the sporangia are Huperzioideae type. The morphological studies of trophophylls contribute to confirm the differences between P. phylicifolius and P. subulatus.",2,Journal,ar,Article,100,3,3,Caulinar axes | Huperzioideae | Lycophylls | Lycopodiaceae | Morphology/anatomy | Phlegmariurus | Sporangia,13567,undefined,1,TRUE,all,All Open Access,54,NA,NA,3,25412546,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918786697,SCOPUS_ID:84918786697,2-s2.0-84918786697,"Beach almond (Terminalia catappa, Combretaceae) seed production and predation by scarlet macaws (Ara macao) and variegated squirrels (Sciurus variegatoides)",Henn J.J.,Revista de Biologia Tropical,00347744,22152075,62,929-938,2014-07-01,1 July 2014,10.15517/rbt.v62i3.14060,"Knowledge of ecological impacts of exotic beach almond (Terminalia catappa) in the central Pacific of Costa Rica are little known, but studies have found this species to be a potentially important food source for endangered scarlet macaws (Ara macao). In this study, reproductive phenology and seed predation by variegated squirrels (Sciurus variegatoides) and scarlet macaws were measured during March and April 2011 on beaches of central Pacific coastal Costa Rica. Seed productivity and predation levels were quantified on a weekly basis for 111 beach almond trees to assess the importance of beach almond as a food source for scarlet macaws and the extent of resource partitioning between seed predators. Seed production of the trees was great (about 194 272 seeds) and approximately 67% of seeds were predated by seed predators. Macaws consumed an estimated 49% of seeds while squirrels consumed 18%. Additionally, evidence of resource partitioning between squirrels and macaws was found. Scarlet macaws preferred to feed on the northern side and edge of the canopy while squirrels preferred to feed on the southern and inside parts of the canopy. Both species ate most seeds on the ocean side of the tree. Despite the status of this tree as an exotic species, the beach almond appears to be an important resource for scarlet macaw population recovery. The resource produced by this tree should be taken into account as reforestation efforts continue in Costa Rica.",5,Journal,ar,Article,100,3,3,Ara macao | Beach almond | Costa Rica | Phenology | Scarlet macaw | Sciurus variegatoides | Seed predation | Terminalia catappa | Variegated squirrel,13567,undefined,1,TRUE,all,All Open Access,55,NA,NA,3,25412525,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918786559,SCOPUS_ID:84918786559,2-s2.0-84918786559,Delimitation of some neotropical laccate ganoderma (ganodermataceae): Molecular phylogeny and morphology,de Lima Júnior N.C.,Revista de Biologia Tropical,00347744,22152075,62,1197-1208,2014-07-01,1 July 2014,10.15517/rbt.v62i3.12380,"Ganoderma includes species of great economic and ecological importance, but taxonomists judge the current nomenclatural situation as chaotic and poorly studied in the neotropics. From this perspective, phylogenetic analyses inferred from ribosomal DNA sequences have aided the clarification of the genus status. In this study, 14 specimens of Ganoderma and two of Tomophagus collected in Brazil were used for DNA extraction, amplification and sequencing of the ITS and LSU regions (rDNA). The phylogenetic delimitation of six neotropical taxa (G. chalceum, G. multiplicatum, G. orbiforme, G. parvulum, G. aff. oerstedtii and Tomophagus colossus) was determined based on these Brazilian specimens and found to be distinct from the laccate Ganoderma from Asia, Europe, North America and from some specimens from Argentina. Phylogenetic reconstructions confirmed that the laccate Ganoderma is distinct from Tomophagus, although they belong to the same group. The use of taxonomic synonyms Ganoderma subamboinense for G. multiplicatum, G. boninense for G. orbiforme and G. chalceum for G. cupreum was not confirmed. However, Ganoderma parvulum was confirmed as the correct name for specimens called G. stipitatum. Furthermore, the name G. lucidum should be used only for European species. The use of valid published names is proposed according to the specimen geographical distribution, their morphological characteristics and rDNA analysis.",27,Journal,ar,Article,100,3,3,Agaricomycetes | Neotropics | Phylogenetic taxonomy | rDNA sequences | Species delimitation,13567,undefined,1,TRUE,all,All Open Access,56,NA,NA,3,25412544,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84918784978,SCOPUS_ID:84918784978,2-s2.0-84918784978,Macroperipatus ohausi: Redescription and taxonomic notes on its status (Onychophora: Peripatidae),Chagas-Júnior A.,Revista de Biologia Tropical,00347744,22152075,62,977-985,2014-07-01,1 July 2014,10.15517/rbt.v62i3.11643,"Onychophora have undergone a new wave of taxonomic revisions in the last three years. After a recent revision, only two species of Macroperipatus are registered from Brazil: Macroperipatus ohausi and Macroperipatus geayi. The former was only the second species of Onychophora to be described from Brazil, and is herein redescribed, illustrated, and its taxonomic status revised. Macroperipatus ohausi had only been collected at the type locality, Petrópolis, state of Rio de Janeiro, but has not been found there since its discovery. In 2009 we collected two specimens of this species in an Atlantic rain forest fragment in Nova Iguaçu in RPPN dos Petroleiros (also state of Rio de Janeiro). The color of the new specimens was interpreted and described based on the NBS/ISCC System of Color Designation, and corresponds only weakly to that described in earlier publications on M. ohausi. The identification of M. ohausi was based solely on its morphology and compared with its original description. In addition, a female syntype of M. ohausi deposited in the Zoologisches Museum (Hamburg) was examined. We reinvestigated its external morphology and concluded that the dorsal papillae have been misinterpreted in M. ohausi in previous studies of its integument. The new specimens examined are conspecific with M. ohausi mainly by having conical primary papillae, different sized accessory papillae, and by the number of legs. Our material resembles the original description of M. ohausi, for example, in spinous pad and nephridial tubercles, even though these features are not represented in the original description and redescription of M. ohausi; these features are further detailed here. We concluded that the dorsal papillae morphology of M. ohausi, shares diagnostic characters, for example, with representatives of the genera Peripatus and Epiperipatus. The dorsal papillae are rounded and not square as in the original description and redescription. Another argument that supports our conclusion is that the RPPN dos Petroleiros, the locality where the new samples were collected, belongs to the same mountain chain and Atlantic mosaic as the original material of M. ohausi. Furthermore, a male of M. ohausi is described here for the first time. Based on our morphological data, we transfered this species to the genus Epiperipatus, proposing a new combination, E. ohausi.",8,Journal,ar,Article,100,2,2,Brazil | Geographical distribution | Peripatidae | Taxonomy | Velvet worms,13567,undefined,1,TRUE,all,All Open Access,57,NA,NA,3,25412530,NA
