@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,prism:eIssn
true,https://api.elsevier.com/content/abstract/scopus_id/1542580600,SCOPUS_ID:1542580600,2-s2.0-1542580600,"Bottom topography and sediments around Isla del Caño, Pacific of Costa Rica",Cortés J.,Revista de Biologia Tropical,00347744,44,3,11-17,1996-12-01,1996,"The bottom topography around Isla del Caño, to a distance of 11 km was determined during the Costa Rica expedition of the German Research Vessel Victor Hensen. A map resulting from that survey is presented in this paper. Additionally, sediment samples were taken using a box corer, along three transects, one on the north side of the island, one on the southwest and one on the east. The sediments around Isla del Caño are of terrigenous origin, with small contributions of carbonates from the island's coral reefs.",5,Journal,ar,Article,100,3,3,Bottom topography | Caño island | Map,13567,undefined,0,FALSE,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1542574897,SCOPUS_ID:1542574897,2-s2.0-1542574897,Las especies de Trachelomonas (Algas: Euglenophyta) en tres lagunas volcánicas de Costa Rica,Urszula M.,Revista de Biologia Tropical,00347744,44,2,477-484,1996-12-01,1996,"The algae of three lakes of volcanic origin, Laguna Hule, Congo and Bosque Alegre (740 m. above see level) were studied from 1989 to 1993. Five Trachelomonas (Euglenophyta) species and some of their varieties are described. Descriptions and drawings for the following seven taxa are presented: Trachelomonas volvocinopsis, T.volvocinopsis var. volvocinopsis fo. volvocinopsis, T.intermedia var.intermedia fo. intermedia, T. conica var. conica fo. punctata, T.gracilicostata sp. nov., T. gracilicostata var. reticulata var. nov. and T. raciborskii var. raciborskii. Except for the new taxa, the rest are cosmopolitan in distribution. The highest amount of inorganic iron, average 13.8 mg/L/depth in 1991-1992 in Laguna Hule, and the highest nutrient status and seston biomass, could be responsible for the abundance and diversity of Trachelomonas populations in this lagoon.",2,Journal,ar,Article,100,2,2,Algae | Costa Rica | Euglenophyta | Freshwater | Taxonomy | Trachelomonas | Tropical lagoons,13567,undefined,0,FALSE,12,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1542574341,SCOPUS_ID:1542574341,2-s2.0-1542574341,Efecto de Arachis hypogaea (Papilloniaceae) y la alcalinidad del suelo sobre bacterias asociadas con nitrógeno y ureasa,De Guinán Y.,Revista de Biologia Tropical,00347744,44,2,541-549,1996-12-01,1996,"This work discusses the role that peanut rhizosphere (Arachis hypagaea L.) and soil alkaline condition exert on the dinamic of the bacterial population involved in the nitrogen cycle and on the urease activity. Plants were cultivated under natural soil conditions. Rhizosphere samples were taken at regular intervals (every 7 days) during 35 days of the growth of the plant and the rhizosphere effect on the nitrogen transformer and nitrogen-fixing bacteria populations and on the urease activity was ascertained (N° of microorganisms or enzymatic activity of rhizosphere / N° of microorganisms or enzymatic activity of soil). The incidence of amonifying, nitrifying and denitrifying bacteria was determined by the Most Probably Number Method. The Standard Plate Count Method was used to estimate the nitrogen-fixing bacteria. Urease activity was determined by spectrophotometric analysis. The results obtained show that microflora population and urease activity were significatly greater ( p < 0.001 ) in the peanut rhizosphere and that plant age exerted a marked rhizosphere effect ( R/S ). The results demostrated that microbial populations were stimulated in the rhizosphere in the following order: symbiotic nitrogen-fixing > non symbiotic nitrogen-fixing > amonifying > denitrifying > nitrifying bacteria. Urease activity was positively correlated with the denitrifying bacteria population (r= 0.93, p< 0.01 ) and with symbiotic (r= 0.91, p < 0.001) and non symbiotic nitrogen-fixing bacteria populations (r= 0.89, p < 0.05). No correlation was found (r= 0.83 ) between the urease activity and the amonifying bacteria associated with this activity. It can be concluded that the alkaline condition of soil plays a significant role in the development of the transformer and nitrogen-fixing bacteria and on the urease activity in the peanut rhizosphere and that the magnitude of the rhizosphere effect (R/S) varies with the developmental stage of the plant.",0,Journal,ar,Article,100,2,2,Alkaline soil | Amonifying | Denitrifying | Nitrifying | Nitrogen-fixing bacteria | Rhizosphere | Urease | Venezuela,13567,undefined,0,FALSE,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1542574304,SCOPUS_ID:1542574304,2-s2.0-1542574304,La comunidad bentónica como indicadora de zonas de degradatión y recuperatión en el arroyo Toledo (Uruguay),Arocena R.,Revista de Biologia Tropical,00347744,44,2,659-671,1996-12-01,1996,"Macrozoobenthos composition and abundance of an organic polluted stream (A. Toledo, Uruguay) are compared among sites of control (C), degradation (D) and recuperation (R), which were seasonally sampled. Water ionic composition, conductivity, pH, temperature and COD were not different among sites, while oxygen, and BOD did show significant differences. Benthos was more abundant in R mainly due to Heleobia spp. Oligochaetes were dominant in C and D, with Branchiura sowerbyi only in C and Limnodrilus hoffmeisteri in D. Hirudinea, mainly Gloiobdella michaelseni, occured almost only in R. The richness of taxa was higher in R, but its high abundance of Heleobia spp. and Sphaeridae leads to the lowest diversity, which was higher in C than in D, and in warm than in cold seasons for these two sites. The logarithmic distribution model shows communities of low evenness in all sites.",9,Journal,ar,Article,100,1,1,Benthos | Diversity | Organic pollution | Streams | Uruguay,13567,undefined,0,FALSE,14,9246372,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0348142875,SCOPUS_ID:0348142875,2-s2.0-0348142875,"Coastal-marine environments of Parque Nacional Corcovado, Puntarenas, Costa Rica",Cortés J.,Revista de Biologia Tropical,00347744,44,3,35-40,1996-12-01,1996,"Parque Nacional Corcovado is famous for its terrestrial ecosystems but also has important but unappreciated coastal-marine environments. These environments, which have not been studied, include sandy beaches, rocky outcrops, soft and hard bottoms, and coral reefs. We describe three intertidal rocky sites, list the coral species, and describe several coral communities from Corcovado. Species composition and distribution on the intertidal zone are similar to other areas on the Pacific coast of Costa Rica. Eleven species of scleractinian corals were found in the Park, a richness equivalent to other reefs in the country. The most important species were Pocillopora damicornis, Pocillopora elegans and Porites lobata. Pocillopora reefs were found in Corcovado, they are common in other parts of the eastern Pacific but rare in Costa Rica. The Park is an important refuge for species of commercial value that have been depleted from most of the coast. This National Park, together with most of the other protected areas in the country, e.g. Isla del Caño, Santa Rosa and Manuel Antonio, have become the sole reservoirs and sources of larvae, juveniles and adults of many species for adjacent areas.",6,Journal,ar,Article,100,2,2,Corals | Corcovado national park | Costa Rica | Intertidal zone | Osa peninsula,13567,undefined,0,FALSE,15,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0346182092,SCOPUS_ID:0346182092,2-s2.0-0346182092,Constituyentes del aceite esencial de las hojas de Piper terrabanum (Piperaceae),Cicció J.,Revista de Biologia Tropical,00347744,44,2,507-511,1996-12-01,1996,"The essential oil of the leaves of Piper terrabanum C. DC. (Piperaceae) was obtained by hydrodistillation with a yield of 0.10 % of fresh material. The oil was analyzed by a combination of GC-MS methods. In the analysis about 78 signals were detected and 42 components were identified accounting for 90.2 % of the oil. The predominating compounds were β-caryophyllene (24.3%), germacrene-D (16.8%), α-humulene (14.1%), α-pinene (6.7%) and cisnerolidol (6.4%).",6,Journal,ar,Article,100,1,1,Essential oil composition | GC-MS | Leaves | Phytochemistry | Piper terrabanum | Piperaceae,13567,undefined,0,FALSE,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0342850246,SCOPUS_ID:0342850246,2-s2.0-0342850246,Boletacea (Agaricales): Latitudinal biodiversity and biological interactions in Costa Rica and Colombia,Halling R.E.,Revista de Biologia Tropical,00347744,44,SUPPL. 4,111-114,1996-12-01,December 1996,"Numbers of taxa of Boletaceae appear to decrease from North America southward to South America. Because the majority of members of this family are obligately ectomycorrhizal, this decrease appears to be linked to the fewer ectotrophic phanerogamic associates in Latin America. However, Quercus, Colombobalanus, and Alnus in montane Costa Rica and Colombia do form associations with Boletaceae. A comparison of the bolete mycotas of the Americas indicates that the genera of boletes in Costa Rica and Colombia are more similar to North American genera and there appears to be a trend towards high endemism at the species level.",13,Journal,ar,Article,100,1,1,Boletaceae | Colombia | Costa Rica | Diversity | Endemism | Fungi | Quercus,13567,undefined,0,FALSE,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0342850243,SCOPUS_ID:0342850243,2-s2.0-0342850243,Distribution and species composition of Laccaria (Agaricales) in tropical and subtropical America,Mueller G.,Revista de Biologia Tropical,00347744,44,SUPPL. 4,131-135,1996-12-01,December 1996,"Species of Laccaria (Agaricales) form a conspicuous component of forests dominated by Pinaceae and Fagaceae in tropical and subtropical America. Seventeen species have been reported from this region. Five species are widely distributed in the region with the others being more narrowly distributed. Laccaria fraterna is an introduced species associated with Eucalyptus. Species have not been reported from other forest types in the Neotropics following extensive field work by a number of workers in many areas of tropical South America and the Caribbean. Similarities among mycotas (fungal equivalent of flora and fauna) were assessed by comparing taxon lists and by calculating the Simpson Coefficient of Similarity between pairs of areas. Similarities between North America north of Mexico and Colombia/Costa Rica were calculated as 80% and 71.5%, respectively. This is higher than coefficients for other compared areas. Species composition in a particular area within this region appears to be influenced by the available ectomycorrhizal hosts, along with climatic and geographic factors and history.",2,Journal,ar,Article,100,1,1,Agaricales | Basidiomycetes | Biogeography | Fungi | Laccaria | Neotropics,13567,undefined,0,FALSE,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0043003462,SCOPUS_ID:0043003462,2-s2.0-0043003462,El color de las flores en la taxonomía de cuatro especies de Stanhopea (Orchidaceae),María Isabel González L.,Revista de Biologia Tropical,00347744,44,2,525-539,1996-12-01,1996,"A statistical study of flower segments color of four Costa Rican orchids: Stanhopea costaricensis, S. gibbosa, S. wardii and S. warscewicziana, showed that the colors of sepals, petals, hipoquile and mesoquile are useful in their identification.",2,Journal,ar,Article,100,2,2,Costa rica | Flower colors | Orchidaceae | Stanhopea | Systematics,13567,undefined,0,FALSE,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0043003408,SCOPUS_ID:0043003408,2-s2.0-0043003408,Variabilidad floral de cuatro especies de Stanhopea (Orchidaceae),Mora-Retana D.E.,Revista de Biologia Tropical,00347744,44,2,517-523,1996-12-01,1996,"There is great taxonomic confussion between Stanhopea species, due to variability in flower shape, color and size. Using statistical analysis for measures of flower parts we determined that the blooming month, sepal width, lip length and ""hipoquile"" width help to distinguish between S. wardii, S. costaricensis, S. warscewicziana and S. gibbosa.",3,Journal,ar,Article,100,2,2,Biostatistics | Floral morphology | Floral variability | Orchidaceae | Stanhopea,13567,undefined,0,FALSE,20,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042502551,SCOPUS_ID:0042502551,2-s2.0-0042502551,Morfogénesis de la fase sexual de Blechnum chilense y Blechnum cycadifolium (Pterophyta: Blechnaceae),Pérez-García B.,Revista de Biologia Tropical,00347744,44,2,491-497,1996-12-01,1996,"The results of morphogenetic studies of the sexual phase of Blechnum chilense and B. cycadifolium are presented in this paper. In both species the spores are monolete, ellipsoidal, non-chlorophyllous, and the germination is of the Vittaria-type. The development pattern of the prothallia is of the Aspidium-type in B. cycadifolium for the unicellular, papilated and secretory trichomes, and the Adiantum-type in B. chilense, whose prothallia are naked. The adult gametophyte of B. cycadifolium is cordate-spatulate and with trichomes and in B. chilense. it is cordate-reniform and naked. The gametangia of B. chilense are of the common type of the leptosporangiate ferns. The first leaves appeared after 41/2 months in B. chilense and in B. cycadifolium after 7 months of culture.",8,Journal,ar,Article,100,3,3,Blechnaceae | Blechnum | Chile | Gametophytes | Morphogenesis | Pteridophyta | Sexual phase | South-america,13567,undefined,0,FALSE,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042177285,SCOPUS_ID:0042177285,2-s2.0-0042177285,Cerambycidae y otros Coleoptera de Leguminosae cortadas por Oncideres germari (Lamiinae: Onciderini) en Argentina,Di Iorio O.,Revista de Biologia Tropical,00347744,44,2,551-565,1996-12-01,1996,"Twenty nine species of Cerambycidae emerged from branches girdled by Oncideres germari: Achryson maculatum, Achryson quadrimaculatum, Achryson sp., A. undulatum, A. unicohr. Alphas bruchi, Ambonus interrogationis, Asyngenes chalceolus, Basiptera castaneipennis, Chrysoprasis hypocrita, Chrysoprasis concolor, Compsibidion circunflexum, Compsocerus violaceus, Eburia quadrilineata, Eburodacrys crassimana, E. flexuosa, Eupogonius sp., Lissonotus andalgalensis, Megacyllene spinifera, Neoclytus rufus, Nesozineus obscurus, Obrium spp. (two species), Obrium trifasciatum, Orthostoma basale, Paromoeocerus barbicornis, Retrachydes thoracicus sulcatus, Rhopalophora iridipennis and Stizocera tristis. Dates of adult emergences, localities and host plants are provided for all species, including those emerged of dead plants used for comparison at the same places and localities of girdled branches.",12,Journal,ar,Article,100,1,1,Argentina | Cerambycidae | Coleoptera | Girdled branches | Leguminosae,13567,undefined,0,FALSE,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0041750999,SCOPUS_ID:0041750999,2-s2.0-0041750999,"Ecology, seasonal variation, and altitudinal distribution of Costa Rican smut fungi (Basidiomycetes: Ustilaginales and Tilletiales)",Piepenbring M.,Revista de Biologia Tropical,00347744,44,SUPPL. 4,115-123,1996-12-01,December 1996,"On the basis of more than 430 collections of Costa Rican smut fungi (Ustilaginales and Tilletiales, Basidiomycetes) and literature, 53 different smut species in 18 genera are listed for the country. Tilletia ayresii on Panicum maximum is the most frequently collected smut. Apart from some other frequent species, many smut species have rarely been found, though their host plants are frequently met. Most of the smut infections were found on herbaceous hosts (Poaceae and Cyperaceae), in rural vegetation, during the rainy season until the beginning of the dry season. On Cyperaceae, Anthracoidea and Farysia species occur in the highlands while species of Cintractia are mostly restricted to the lowlands. Cintractia limitata has only been found below 600 m in Costa Rica, though its host, Cyperus rotundas, has been observed frequently at about 1200 m. The distribution of certain smut species and genera shows affinities between the vegetation in tropical highlands and vegetation in temperate climate. Smuts are rarely found on active volcanoes, perhaps because of volcanic air contamination.",5,Journal,ar,Article,100,1,1,Aerial pollution | Frequency of smut infection | Parasitic fungi | Tropics | Volcano vegetation,13567,undefined,0,FALSE,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0041676521,SCOPUS_ID:0041676521,2-s2.0-0041676521,Pollen collected by Trigona williana (Hymenoptera: Apidae) in Central Amazonia,Marques-Souza A.,Revista de Biologia Tropical,00347744,44,2,567-573,1996-12-01,1996,"Pollen was obtained and identified from corbiculae of Trigona williana worker bees over a one year period at the INPA campus in the city of Manaus. Ranked by number of pollen grains, the dominant plant familes were: Arecaceae, Melastomataceae, Myrtaceae, Caricaceae, Moraceae and Malpighiaceae. Dominant plant species were Cocos nucifera, Maximiliana martiana, Cassia sp., Carica papaya, Bellucia grossularioides, Anocarpus incisa and Slachytarpheta cayennensis. Fewer plant species were exploited in the rainy season than in the dry season.",23,Journal,ar,Article,100,3,3,Plant species | Pollen foraging | Stingless bees | Trigona williana,13567,undefined,0,FALSE,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0041039454,SCOPUS_ID:0041039454,2-s2.0-0041039454,Desarrollo del gametofito y del esporofito joven de Niphidium crassifolium (Filicales: Polypodiaceae s. str.),Jaramillo I.R.,Revista de Biologia Tropical,00347744,44,2,485-490,1996-12-01,1996,"The germination pattern of N. crassifolium is Vittaria-type. The prothallial development is Drynaria-type. Young prothalli are spatulate and naked, prothalli reach maturity about 80 days after the spore germination, with the differentiation of trichomes and gametangia. The antheridia and archegonia are typical of the leptosporangiate ferns. The morphogenic development is similar to those of the many species of Polypodiaceae s.str., in particular with Campyloneurum angustifolium. The sporophyte appears 90 days after sowing, with trichomes similar to the observed in prothalli and with branched trichomes in the petiole.",8,Journal,ar,Article,100,3,3,Gametophyte | Morphogenesis | Niphidium | Polypodiaceae s. str | Prothallus,13567,undefined,0,FALSE,25,NA,NA
