@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0027090859,SCOPUS_ID:0027090859,2-s2.0-0027090859,Three-dimensional space utilization of lianas: a methodology,Castellonos V. A.E.,Biotropica,00063606,24,3,396-401,1992-01-01,1992,10.2307/2388609,"Distance, height, and compass measurements are utilized for delimiation of one-meter-sided imaginary cubes, where liana stem length and leaf area can be measured and harvested later for biomass determination. The methodology, exemplified with the mapping of two individuals, was suitable to detect how stem and leaves of both lianas used differently their volume of space, and by harvesting leaf biomass within each cube, it allowed to detect leaf area index patchiness in the individuals and within the forest. In Liabum caducifolium leaf area was distributed in patches within the forest, while in Heteropterys palmeri leaf area was on top of the forest canopy. -from Authors",13,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,11
true,https://api.elsevier.com/content/abstract/scopus_id/0027089276,SCOPUS_ID:0027089276,2-s2.0-0027089276,Tent roosts of Macconnell's bat (Vampyressa macconnelli),Foster M.,Biotropica,00063606,24,3,447-454,1992-01-01,1992,10.2307/2388616,"Some 26 tent roosts, four of which were occupied by Macconnell's bat, were discovered in an area of mature flood plain forest in Manu National Park, Madre de Dios, Peru. All were constructed in the terminal blade of unseparated pinnae in fronds of Astrocaryum macrocalyx (Palmae). Tents generally were not found in fronds of A. macrocalyx <2 m or >4 m, or in other species of palms or broad-leaved plants that have been reported to harbor tent roosts of bats. The proximal four to nine unseparated pinnae of the terminal blade were severed to form the tent. From one to seven bats were present in the tents but were not present in a tent every day. Density of active tents was 0.74/ha. -from Author",17,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,12
true,https://api.elsevier.com/content/abstract/scopus_id/0027088769,SCOPUS_ID:0027088769,2-s2.0-0027088769,"Leaf demography and growth rates of Espeletia barclayana Cuatrec. (Compositae), a caulescent rosette in a Colombian paramo",Cavelier J.,Biotropica,00063606,24,1,52-63,1992-01-01,1992,10.2307/2388473,"There were differences in leaf production between individuals of different sizes, with a maximum for plants 61-90cm in height (27.9 leaves yr-1) and a minimum for plants <30cm (5.1 leaves yr-1). For plants >61cm in height there was a minimum in leaf production during February, coinciding with the minimum in rainfall, and also during June coinciding with a decrease in rainfall, low temperature, and peak in fog and condensation. There was a great variation in the number of reproductive plants from one year to the next. There was also a positive relationship between total production of inflorescences at the population level and annual rainfall. Trunk growth rates ranged from 1.1cm yr-1 for plants <30cm in height to 3.8cm yr-1 for plants 61-90cm in height. The tallest plant in the population (150cm) was c93 yr old. E. barclayana is subject to seasonal drought, the variation in water supply and temperature having an effect on leaf production and probably on growth rates. Because of the very slow growth rates, it will take a considerable time to recover the actual population and vegetation structure of those areas which have been turned into fields. -from Authors",11,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,13
true,https://api.elsevier.com/content/abstract/scopus_id/0027088534,SCOPUS_ID:0027088534,2-s2.0-0027088534,Seed removal and seed fate in Gustavia superba (Lecythidaceae),Forget P.,Biotropica,00063606,24,3,408-414,1992-01-01,1992,10.2307/2388611,"The fate of the large (mean 12.6 g) seeds of Gustavia superba, an understory tree, was analyzed on Barro Colorado Island (BCI), Panama. On average, 85.5% of seeds were removed within 28 days, 47.5 and 3.8% of them being found scatterhoarded (buried) by agouti Dasyprocta punctata and gnawed by rodents, respectively, within 10 m of their origins. The effect of site and the interaction of site with month significantly affected seed removal rates, but not scatterhoarding rates. Proportions of seeds removed were greater where G. superba trees were rare. Because freshly fallen seeds were not infested by weevils, unburied and germinating seeds provide an abundant short-term food supply for terrestrial mammals. Burying seeds allowed agoutis to later consume cotyledons of germinating seeds from mid-August throughout October, when food is scarce on BCI. Overall seed dispersal effectiveness (% seed dispersal multiplied by % seedling survival) contrasts dramatically between forest sites, being 10.1% and 0.75% at Gustavia-rich and Gustavia-poor areas, respectively. Predator-disperser satiation probably occurred, maybe due to greater G. superba seed availability and other alternative food supply, allowing greater G. superba seedling survival at the Gustavia-rich area. -from Author",105,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,14
true,https://api.elsevier.com/content/abstract/scopus_id/0027088168,SCOPUS_ID:0027088168,2-s2.0-0027088168,Delayed greening in tropical leaves: an antiherbivore defense?,Kursar T.,Biotropica,00063606,24,2 B,256-262,1992-01-01,1992,10.2307/2388520,"Many tropical species flush entire canopies of red, white, or light green young leaves. In these species, there is a delay of the normal greening process until after leaves have fully expanded and have begun to toughen. Delayed greening involves a delay in the input of chlorophyll, rubisco, nitrogen, and energy. Photosynthetic capacity is therefore lower than in species with normal greening. At full expansion, leaves begin to toughen quickly, and rates of herbivory drop by a factor of 4. Delayed greening may have evolved as a mechanism for minimizing losses to herbivores by delaying input of valuable resources until after the leaf is fully expanded and better protected by toughness. These benefits outweigh the costs of forfeited photosynthesis in the shaded understory but not in the high light treefall gaps. This cost evaluation suggests that, in the face of herbivory, it is advantageous to have delayed greening in the shade and normal development in the sun. Data from 175 of the most common tree species on Barro Colorado Island confirm that delayed greening is extremely common in shade tolerant species and rare in gap specialists. -Authors",106,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,15
true,https://api.elsevier.com/content/abstract/scopus_id/0027087880,SCOPUS_ID:0027087880,2-s2.0-0027087880,"Patterns of growth and reproduction of Geonoma congesta, a clustered understory palm",Chazdon R.,Biotropica,00063606,24,1,43-51,1992-01-01,1992,10.2307/2388472,"Clone structure, growth characteristics, and reproductive behaviour of individual ramets and clones were investigated over a three year period for Geonoma congesta, an abundant understory palm of the Atlantic lowland forest in Costa Rica. The 0.6 ha study area contained 123 clones. Mean clone size was 7.1 ramets; only 3% of the clones sampled had >20 ramets. Within a clone, new ramets are produced sporadically, 1-4 ramets at a time. Ramet mortality is often associated with physical damage from falling trees, lianas, and branches. Less than 30% of the ramets with stems were erect. Ramets produced on average 10.1 new leaves and abscised 9.7 leaves in three years. Rates of leaf production and leaf abscission did not vary significantly among ramet stage classes. Stem elongation was greatest in shorter, younger ramets. In taller, older ramets, leaf size and number decreased over the study period. Reproductive clones comprised 64% of the clones in 1986, whereas only 24% of individual ramets reproduced. Ramets thast reproduced every year had significantly larger leaves and substantially greater crown leaf area than the other reproductive classes. Stage clases with the greatest frequency of reproduction exhibited the greatest decrease in both crown size and leaf size. Indidivual ramets live an average of 60-70 yr; clones may persist for ≥100 yr. The growth form of G. congesta ensures that clones persist despite a high incidence of ramet mortality and damage. At least one ramet within a clone is likely to reproduce every year, although individual ramets may not reproduce every year. Patterns of growth and reproduction are consistent with the hypothesis that the growth of young, deeply shaded sprouts is supplemented by production from older, taller stems. -from Author",45,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,16
true,https://api.elsevier.com/content/abstract/scopus_id/0027087650,SCOPUS_ID:0027087650,2-s2.0-0027087650,"Influence of temperature, surface body moisture and height aboveground on survival of monarch butterflies overwintering in Mexico",Alonso-Mejia A.,Biotropica,00063606,24,3,415-419,1992-01-01,1992,10.2307/2388612,"Crawling up on the understory vegetation not only directly lowers freezing mortality by reducing exposure to freezing temperatures, but it also reduces the likelihood of dew formation followed by invasive freezing, that nullifies Danaus plexippus supercooling ability. Monarchs that crawled 30-40 cm above the ground did not suffer freezing mortality, even when wet and exposed to -8.0°C. -from Authors",17,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,17
true,https://api.elsevier.com/content/abstract/scopus_id/0027087597,SCOPUS_ID:0027087597,2-s2.0-0027087597,"Effects of flood waters on the planktonic community of the Hellshire coast, southeast Jamaica",Webber D.,Biotropica,00063606,24,3,362-374,1992-01-01,1992,10.2307/2388606,"Between 24 May and 4 June 1986, Jamaica experienced up to 635 mm of rainfall producing island-wide floodings. During the flood, the normal gradient of decline in planktonic indices (biomass, abundance, and community similarity) with distance from Kingston Harbour was disrupted. The extent of flooding was evident from dramatic reductions in salinity and increased in extinction coefficient. Surface salinity and phytoplankton were dramatically changed, but they remained largely unaffected at 7m depth. In surface waters, the number of phytoplankton cells increased up to 4×106 per litre (five times greater than normal) while biomass increased to 30 mg Chl.a/m3 (10 times normal) and primary production reached 20.5 mg Cm3/hr (20 times normal). These large increases in both biomass and primary production occurred primarily in the nanoplankton size fraction (2-20 μm) which was dominated by Protoperidinum spp. Within a week however, the larger net plankton (>20 μm) assumed dominance. These high values were short-lived as phytoplankton communities returned to normal within two weeks of the flood. Return to nonflood conditions was achieved at different rates for the various physical and biological parameters. -from Authors",30,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,18
true,https://api.elsevier.com/content/abstract/scopus_id/0027084695,SCOPUS_ID:0027084695,2-s2.0-0027084695,"Hurricanes and mangrove regeneration: effects of Hurricane Joan, October 1988, on the vegetation of Isla del Venado, Bluefields, Nicaragua",Roth L.,Biotropica,00063606,24,3,375-384,1992-01-01,1992,10.2307/2388607,"The hurricane inflicted the most severe damage upon the largest trees and markedly reduced the complexity index of the strand, but it appears to have favored the establishemnt of abundant regeneration by all of the original mangrove species. Periodic destruction of Caribbean mangrove forests by cyclonic storms is an explanation for their characterisically low structural complexity as well as the lack of typical ""climax' components in the vegetation. -from Author",119,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,19
true,https://api.elsevier.com/content/abstract/scopus_id/0027084037,SCOPUS_ID:0027084037,2-s2.0-0027084037,Comparisons of the leaf litter herpetofauna in abandoned cacao plantations and primary rain forest in Costa Rica: some implications for faunal restoration,Heinen J.,Biotropica,00063606,24,3,431-439,1992-01-01,1992,10.2307/2388614,"Comparisons among three forest stands at La Selva were made of biomass, abundance, richness, relative abundance, evenness and species overlap of herpetofauna collected in leaf litter plots. The forest stands were primary forest and two different cacao plantations abandoned for five and 25 yr. Abundance and biomass of herpetofauna were greater in more recently disturbed sites, but evenness, richness, and diversity were greater in less recently disturbed sites. The more recently disturbed sites also had deeper leaf litter, which may influence prey availability, and higher percent canopy open, which may lead to extremes in temperature and moisture availability, compared to undisturbed primary forest. Herpetofaunal restoration is thus a relatively slow process, and presence of primary forest is important for maintenance of some rare species. -from Author",88,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,20
true,https://api.elsevier.com/content/abstract/scopus_id/0027083995,SCOPUS_ID:0027083995,2-s2.0-0027083995,Computer simulation of tree growth periodicity and climatic hydroperiodicity in tropical forests,Borchert R.,Biotropica,00063606,24,3,385-395,1992-01-01,1992,10.2307/2388608,"In most tropical trees, vegetative and reproductive development are distinctly periodic, but often poorly correlated with seasonal climatic change. Growth periodicity of individual trees is proposed to reflect primarily an endogenous rhythm of vegetative growth resulting from periodic leaf replacement. This endogenous periodicity determines the species-specific timing of flowering and can be entrained secondarily to seasonal changes in water stress. These assumptions were incorporated into a simple computer model which illustrates the effects of various degrees of seasonal drought on tree growth periodicity. -from Author",23,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,21
true,https://api.elsevier.com/content/abstract/scopus_id/0027079734,SCOPUS_ID:0027079734,2-s2.0-0027079734,The resource-based organization of communities,Price P.,Biotropica,00063606,24,2 B,273-282,1992-01-01,1992,10.2307/2388522,"Argues that the resource base on which food webs are built controls many aspects of trophic structuring. With emphasis on food webs based on plants, important effects are represented: the plant's influence on three-trophic-level interactions; the cascading effects of plant quality on herbivore attack and performance; the resource-based influence on the probability of competition in communities; how within-species variation in resources selects for high specificity in resource utilization by foraging females and the consequences for intraspecific competition at low herbivore densities; and, how minor differences between plant species cause differences in herbivore behavior and consequently the number of parasitoids in the food web. Phylogenetic constraints on herbivores are superimposed on plant variation. Insect species in which females actively forage for rare high-quality resources are constrained to be latent species, while those in which larval feeding sites are reached more passively tend to generalize on plant quality and can become epidemic periodically-eruptive species. Thus the resource base and the responses of organisms to this base have major organizing influences on populations and communities. -Author",27,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,22
true,https://api.elsevier.com/content/abstract/scopus_id/0027077276,SCOPUS_ID:0027077276,2-s2.0-0027077276,Sustainable use of West African moist forest lands,Okali D.,Biotropica,00063606,24,2 B,335-344,1992-01-01,1992,10.2307/2388527,"Continuous cultivation combined with shortened fallow periods leads to rapid degradation of soils, while modern alternative practices are ecologically unsustainable. Forest production is constrained mainly by the high diversity of trees and the complexity of forest processes, which must be understood for successful management. Lack of such understanding, and the consequent inability to manage the natural forest to meet rising wood demands, has shifted emphasis to plantation production. This together with pressure from other land uses accounts for increasing natural forest degradation. Agroforestry practices, revival of natural forest management based on better understanding of forest regeneration dynamics, and fuller utilization of forest sites by managing plantations also for their undergrowth species, all within the framework of integrated land use policies, are promising approaches to sustainable use of land in the region. -from Author",6,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,23
true,https://api.elsevier.com/content/abstract/scopus_id/0027073997,SCOPUS_ID:0027073997,2-s2.0-0027073997,"Biomass and nutrient dynamics of epiphytic litterfall in a neotropical montane forest, Costa Rica",Nadkarni N.,Biotropica,00063606,24,1,24-30,1992-01-01,1992,10.2307/2388470,"In Monteverde, Costa Rica, the standing crop of fallen epiphytic material in 1988 was 0.5 t ha-1 and 0.3 t ha-1 in 1990. Annual input of fallen epiphytic material was 0.5 t ha-1, more than two times as much as has been reported for other tropical cloud forests. This is equivalent to 5-10% of total fine litter at the site (7.5 t ha-1). Nutrient input from fallen epiphytic material was (kg ha-1yr-1): N, 7.5 (7% of nutrient transfer via total fine litter); P, 0.5 (8%); Ca, 4.2 (4%); Mg, 0.8 (5%); and K, 0.1 (1%). Assuming a steady state condition in this old-growth forest, epiphyte-derived litter biomass had a higher annual decay rate ((Ka=1.3) than did litter derived from terrestrially rooted plants (0.7). However, turnover time (1/Ka) of all nutrients except K in fallen epiphytic material was 4-6 times slower than for nutrients in terrestrially rooted material; K was tenfold faster. Over half of the fallen epiphytic material was collected in <2% of the collections, indicating the depositon of epiphytic material is highly sporadic in space and time and must be measured at the appropriate spatial scale. -from Authors",53,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,24
true,https://api.elsevier.com/content/abstract/scopus_id/0027072952,SCOPUS_ID:0027072952,2-s2.0-0027072952,The use of stable isotopes in studies of nutrient cycling: carbon isotope composition of Amazon Varzea sediments,Victoria R.,Biotropica,00063606,24,2 B,240-249,1992-01-01,1992,10.2307/2388518,"After deposition the organic characteristics of these sediments were altered according to their environment. Thus, composed to river-transported fine particulate organic matter (FPOM), samples from the lake bottom sediment showed increases in carbon and nitrogen concentrations, and decreases in δ13C values due to the low isotopic composition of the particulate organic carbon in the lakes. Samples from areas covered by grasses had lower nitrogen and carbon relative to FPOM. -from Authors",18,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,25
true,https://api.elsevier.com/content/abstract/scopus_id/0027068549,SCOPUS_ID:0027068549,2-s2.0-0027068549,Use of scattered resources in rain forest of humid tropical lowlands,Kikkawa J.,Biotropica,00063606,24,2 B,293-308,1992-01-01,1992,10.2307/2388524,"Well developed, complex rain forests of humid tropical lowlands (RFHTL) do not seem to support large populations of animals compared with other types of forest. Recent studies of terrestrial and understory species of tropical and subtropical forests indicate that the resources available to animals of RFHTL are generally scattered and uncommon. On the forest floor only ants and termites, among insects, are consistently common; they are utilized as food by a variety of specialized ground insectivores. Terrestrial herbivores that eat large fallen fruit are also generally scarce as are the often specialized insectivores that seek typically uncommon understory foliage insects. The low densities and high degrees of specialization that accommodate animal species to resources of RFHTL may be ultimately due to a combination of relatively low net primary production of undisturbed mature rain forest and the rapid rate of microbial decomposition of forest litter. -from Authors",12,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,26
true,https://api.elsevier.com/content/abstract/scopus_id/0027068537,SCOPUS_ID:0027068537,2-s2.0-0027068537,Seasonal pattern of fine root proliferation in a tropical dry forest,Kavanagh T.,Biotropica,00063606,24,2 A,157-165,1992-01-01,1992,10.2307/2388669,"Growth of fine roots (≤2 mm diameter) in a tropical dry forest on recent dune sand was monitored for 2 yr. Most root growth was concentrated in one brief period after the beginning of rains, and it is estimated that the fine root system of the forest can be fully re-deployed before the start of water percolation through the soil. Root ingrowth did not occur in the absence of rainfall, indicating that endogenous cues were not involved in the initiation of root growth. Comparable proliferation was found in the presence of distilled water or nutrient solution, indicating that moisture rather than high nutrient concentrations in soil solution is the proximal cue to root proliferation at the start of the wet season. The root systems of the trees comprising this forest can respond rapidly and opportunistically to increased soil moisture, which probably represents an important component of their ability to survive at this hydrologically extreme site. -from Authors",32,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,27
true,https://api.elsevier.com/content/abstract/scopus_id/0027066532,SCOPUS_ID:0027066532,2-s2.0-0027066532,Host tree utilization by vascular epiphytes in a seasonally inundated forest (tintal) in Mexico,Zimmerman J.,Biotropica,00063606,24,3,402-407,1992-01-01,1992,10.2307/2388610,"Studied fifteen species of vascular epiphytes in a 1200 m2 sample of seasonally inundated forest near Cancun. The community of epiphytes occupied 14 species of host tree. While certain species of host tree tended to accommodate more epiphytes than others, no host tree specificity was exhibited by any of the epiphyte species. There was some evidence of canopy partitioning by branch size among the more common epiphytes (eight species with >10 individuals in the sample area). Four species of Tillandsia (Bromeliaceae) tended to occupy the smallest diameter supports (mostly <1 cm in diameter), while four species of orchid were found only on supports >2.5 cm. However, within these two groups, and particularly among the orchids, support diameter preferences were remarkably similar. -Authors",105,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,28
