@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0026324943,SCOPUS_ID:0026324943,2-s2.0-0026324943,Guild Distribution Of Some Termites From Cerrado Vegetation In South-East Brazil,Gontijo T.A.,Journal of Tropical Ecology,02664674,14697831,7,4,523-529,1991-01-01,November 1991,10.1017/S0266467400005897,"The distributional patterns and food preferences of some cerrado vegetation termites were studied in an area of 2500 m2 in south-east Brazil. All the termitaria were mapped and opened for identification of the species present. Their spatial distribution was studied using the nearest neighbour method (Clark & Evans 1954). We found 46 termite species in 450 nests. The majority of them were wood feeders. The general distribution of termitaria was regular. The distributional patterns of grass and litter feeders were not significantly different from a random distribution. Soil and organic matter feeders were contagiously distributed. The distribution of wood feeders was also contagious. Their spatial distribution was largely influenced by the distribution of the species Nasulitermes sp. 1 and Armitermes euamignathus. These two species occurred in two distinct patches, suggesting resource partitioning. © 1991, Cambridge University Press. All rights reserved.",38,Journal,ar,Article,100,3,3,Brazil | Cerrado | food habit | food preference | savanna | spatial distribution | termite,23435,CNPq,404316/81,Conselho Nacional de Desenvolvimento Científico e Tecnológico,0,FALSE,NA,NA,11
true,https://api.elsevier.com/content/abstract/scopus_id/0026314107,SCOPUS_ID:0026314107,2-s2.0-0026314107,Ecological energetics of populations of four sympatric isopods in a Hong Kong forest,Lam P.K.,Journal of Tropical Ecology,02664674,14697831,7,4,475-490,1991-01-01,November 1991,10.1017/S0266467400005861,"Population energy budgets of four sympatric isopods, Burmoniscus ocellatus, Burmoniscus sp. (Philosciidae), Fortnosillo raffaelei and Orodillo maculatus (Armadillidae), were calculated at two sites in a Hong Kong mixed forest. Mean population standing stock of the four species ranged from 1.25 to 13.61 kj m-2. Mean total isopod biomass at the two sites was 0.85 and 1.85g m-2. Annual production of the four species varied from 4.24 to 30.43 kj m-2with 5.2-26.4% (energy content) allocated to reproduction. Annual production of the four species combined at the two sites was 23.22 and 50.15 kj m~2. P/B ratios varied from 2.24 to 4.27. Annual population consumption on mixed litter by the four isopod species ranged from 28.4 to 183.0kj m-2. Total annual consumption by all species at the two sites was 233.7 and 360.2 kj m-2(1.96 and 2.53% of annual litter fall). lsopod respiratory rates were proportional to body weight, with an exponent ranging from 0.68-0.78 at 23°C. The annual population metabolism of the four species varied from 14.62 to 86.11 kj m-2. Total annual isopod metabolism at the two sites was 116.33 and 185.95 kj m-2. These results are discussed with reference to the role of isopods in litter breakdown and energy flow in the Hong Kong forest. © 1991, Cambridge University Press. All rights reserved.",5,Journal,ar,Article,100,2,2,Armadillidae energy budget isopods Hong Kong litter metabolism Philosciidae | population,23435,NA,undefined,NA,0,FALSE,NA,NA,12
true,https://api.elsevier.com/content/abstract/scopus_id/0026311689,SCOPUS_ID:0026311689,2-s2.0-0026311689,"Red crabs in rain forest, Christmas Island: Removal and fate of fruits and seeds",O'dowd D.J.,Journal of Tropical Ecology,02664674,14697831,7,1,113-122,1991-01-01,February 1991,10.1017/S0266467400005162,"The red land crab (Gecarcoidea natalis) is the major collector of fruits and seeds from the rain forest floor on Christmas Island, Indian Ocean. At three sites, they rapidly removed fruits and seeds of 17 species tested (usually within 12 h after placement) and most were taken to crab burrows. Direct observations of seed predation, and application of estimated chelar forces of red crabs indicated that seeds of many species, especially those with thin seed coats, are likely to be killed through handling. However, removal of some resistant seeds to burrows may be favourable for seedling establishment when canopy gaps occur. Fruit removal rates by crabs were positively related to nitrogen concentration in fruit tissues but negatively correlated with condensed tannins. These observations suggest that seed predation by land crabs may affect the success of colonization and the relative abundance of nlants on oceanic islands. © 1991, Cambridge University Press. All rights reserved.",35,Journal,ar,Article,100,2,2,Christmas Island | forest | fruit. Gecarcoidea natalis. Indian Ocean | island | land crabs | rain | seed dispersal | seed predation | seeds,23435,NA,8586/06/8687:103/06,NA,0,FALSE,NA,NA,13
true,https://api.elsevier.com/content/abstract/scopus_id/0026309488,SCOPUS_ID:0026309488,2-s2.0-0026309488,The coexistence of two frugivorous bat species and the phenology of their food plants in Brazil,Marinho-Filho J.,Journal of Tropical Ecology,02664674,14697831,7,1,59-67,1991-01-01,February 1991,10.1017/S0266467400005083,"Carollia perspicillata and Sturnira lilium are two species of abundant and widely distributed phyllostomid bats. Both are frugivorous and frequently found coexisting in the same areas. A study on feeding habits and morphology of C. perspicillata and S. lilium was conducted at Serra do Japi, São Paulo, south-eastern Brazil, investigating the mechanisms associated with their coexistence. The two species are fairly similar in morphology and feeding habits. Analysis of faeces produced by captured bats revealed that there is a significant difference in diet between the two species. C. perspicillata tends to specialize in fruits of the genus Piper and S. lilium specializes in Solanum fruits. The fruiting periods of the four species of Piper eaten by bats at the study site are successive, with little overlap and high productivity. The species of Solanum have long and overlapping fruiting periods, with very low productivity. Piper and Solanum provide food resources almost all year, allowing the food specialization that may be an important mechanism of resource partitioning between C. perspicillata and S. lilium. © 1991, Cambridge University Press. All rights reserved.",100,Journal,ar,Article,100,1,1,Brazil | coexistence | competition | dae | fruiting phenology | Neotropics | Phyllostomi- | Piper | Solanum,23435,CAPES,undefined,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,0,FALSE,NA,NA,14
true,https://api.elsevier.com/content/abstract/scopus_id/0026309484,SCOPUS_ID:0026309484,2-s2.0-0026309484,Nutrient input—output budgets of tropical forest ecosystems: A review,Bruijnzeel L.A.,Journal of Tropical Ecology,02664674,14697831,7,1,1-24,1991-01-01,February 1991,10.1017/S0266467400005010,"Atmospheric gains and hydrologic losses of calcium, magnesium. potassium, Phosphorus and nitrogen for 25 tropical forest sites on a variety of geological substrates are reviewed. The data set comprised 19 lowland and six montane sites. Twenty studies were subjected to further analysis after initial quality control. These were subdivided into forests on (1) very infertile soils (N = 5), (2) (moderately) infertile soils (N = 5), (3) moderately fertile soils (N = 4) and (4) fertile soils (N = 4). Two studies pertaining to large river basins were treated separately. Although variation in nutrient fluxes was large, reflecting both natural and methodological factors, scatter plots of annual calcium, magnesium and potassium losses v. annual runoff for small catchment areas revealed four groups with characteristic nutrient export patterns that corresponded closely with soil fertility levels. Element losses from the two large basins were much higher than those recorded for small basins in the same areas and were interpreted in terms of depths of weathering front, river incision and root network. Phosphorus accumulated in virtually all cases, reflecting the low mobility of the element. Nitrogen budgets were generally very incomplete. There is a need for more and careful studies of tropical forest nutrient budgets, especially for nitrogen. Standardization of methodology is essential if comparability of results is to be improved. © 1991, Cambridge University Press. All rights reserved.",124,Journal,ar,Article,100,1,1,nutrient budgets | nutrient cycling | tropical rain forest,23435,NA,undefined,NA,0,FALSE,NA,NA,15
true,https://api.elsevier.com/content/abstract/scopus_id/0026306836,SCOPUS_ID:0026306836,2-s2.0-0026306836,"Distribution and abundance of a tropical rodent, the spiny rat, on islands in Panama",Adler G.H.,Journal of Tropical Ecology,02664674,14697831,7,3,349-360,1991-01-01,August 1991,10.1017/S0266467400005617,"The insular distribution and abundance of the spiny rat (Proechimys semispinosus) were studied by live-trapping rats on 50 small forested islands in Gatun Lake, Republic of Panama. Rats were found on 29 of these islands. Rat abundance was not correlated with island size or isolation, in contrast to temperate rodents, and may be due to the highly patchy nature of tropical forests and the differing floristic compositions of the study islands. Rat occurrence on islands was related positively to island size and negatively to island isolation. All islands greater than 2.1 ha contained spiny rats, whereas most islands less than 0.9 ha did not contain rats. The relationship between occurrence, size, and isolation are illustrated by a three-dimensional response surface. Results suggest that colonization and extinction regularly occur on these islands and that (1) larger islands with year-round fruit production, regardless of isolation, will have persistent populations of rats, (2) small isolated islands will never or only very rarely have rats owing to a lack of a year-round food source and the difficulty of immigration, and (3) small near islands frequently will have rats when fruits are present. No other species of mouse- or rat-like rodents were captured on the islands. We suggest that P. semispinosus is a better colonist than other sympatric forest species, is more of a habitat generalist, and has a more flexible demographic structure allowing persistence in heterogeneous and changing environments. © 1991, Cambridge University Press. All rights reserved.",44,Journal,ar,Article,100,1,1,Gatun Lake | islands | Panama | Proechimys semispinosus | rodents | spiny rat,23435,NSF,BSR-8700130,National Science Foundation,0,FALSE,NA,NA,16
true,https://api.elsevier.com/content/abstract/scopus_id/0026306471,SCOPUS_ID:0026306471,2-s2.0-0026306471,"The effect of water supply on tree seed germination and seedling survival in a tropical seasonal forest in Veracruz, Mexico",Blain D.,Journal of Tropical Ecology,02664674,14697831,7,1,69-83,1991-01-01,February 1991,10.1017/S0266467400005101,"In tropical seasonal forests, mass seedling death may incidentally occur early in the rainy season following untimely germination provoked by an isolated heavy rainfall. We hypothesized that, in a soil with little moisture retention capacity, irregular rainfall patterns would result in large fluctuations of water supply and, in the early wet season, drought episodes could cause seedling death. This hypothesis was tested in a seasonal tropical forest in Mexico where seedling density is low and the soil consists of almost pure sand with a low water retention capacity. Various patterns of simulated rainfall were applied in the forest to seeds and seedlings of three common tree species. Overall very little difference in germination and seedling survival was observed between the various rainfall treatments. The results showed that rainfall patterns and the soil texture may interact in a much more complex way than was initially hypothesized, and that water availability to seeds and seedlings is not necessarily predictable. The absence of seedlings of the three tree species might be better explained by high seed predation and low light level in the understorey. © 1991, Cambridge University Press. All rights reserved.",39,Journal,ar,Article,100,1,1,Brosimum alicastrum | Cedrela odorata | Enterolobium cyclocarpum | germination | Mexico | seasonal | seedling | tropical forest | water supply,23435,NSERC,undefined,Natural Sciences and Engineering Research Council of Canada,0,FALSE,NA,NA,17
true,https://api.elsevier.com/content/abstract/scopus_id/0026306460,SCOPUS_ID:0026306460,2-s2.0-0026306460,Interspecific flowering patterns in the Dipterocarpaceae in West Malaysia: Implications for predator satiation,Toy' R.,Journal of Tropical Ecology,02664674,14697831,7,1,49-57,1991-01-01,February 1991,10.1017/S0266467400005058,"Nanophyes shoreae is a pre-dispersal fruit-predator of several species of Diptero-carpaceae. The timing of oviposition of this weevil was monitored in six trees in Pasoh Forest Reserve, West Malaysia from September 1986 to February 1987. A flowering event occurred during this period. Oviposition started within 12 days after peak anthesis, and continued within any one tree for 11–39 days. Host trees of N. shoreae flowered over a 75 day period. Intraspecific flowering synchrony was high but different species flowered sequentially. The behaviour of N. shoreae and the period of the oviposition ‘window’ strongly suggest that this pre-dispersal fruit-predator ‘tracks’ the sequence of flowering shown by its host species. The implications for predator satiation through mass-flowering of the Dipterocarpaceae are discussed. © 1991, Cambridge University Press. All rights reserved.",23,Journal,ar,Article,100,1,1,Dipterocarpaceae | flowering | fruit-predators | Malaysia | Nanophyes | predator satiation | West,23435,NERC,GT4/84/TLS/4,National Eye Research Centre,0,FALSE,NA,NA,18
true,https://api.elsevier.com/content/abstract/scopus_id/0026304703,SCOPUS_ID:0026304703,2-s2.0-0026304703,Feeding strategy and activity budget of the frugivorous bat Carollia perspicillata (Chiroptera: Phyllostomidae) in French Guiana,Charles-Dominique P.,Journal of Tropical Ecology,02664674,14697831,7,2,243-256,1991-01-01,May 1991,10.1017/S026646740000540X,". The frugivorous phyllostomid bat Carollia perspicillata is closely associated with specific fruits which are found and picked in flight, then eaten at a feeding roost. Each fruit eaten corresponds to a single flight. An apparatus designed for this study permits the simultaneous tracking of 10 bats equipped with double rhythm transmitters (slow rate corresponding to resting position and rapid rate to flying bouts). (1) The number of flights, (2) the percentage time spent flying and (3) the range of activity were recorded for different categories of animals during two periods of fruit production. Heavier males displayed high activity, while other males, non-breeding females and females in early pregnancy displayed a similar pattern of flying behaviour. Full-term pregnant females and lactating females performed almost as many flying bouts as non-reproductive females, but these flights were much shorter. This unexpected feeding strategy can be interpreted as a means of shifting energy to reproductive effort from exploratory behaviour (non-breeding females performed longer flights which combine the survey of environment and the fruit collection). This strategy, based upon the optimization of flying bouts, is in contrast to those of non-flying mammals and probably is only compatible with periods of high food production. © 1991, Cambridge University Press. All rights reserved.",104,Journal,ar,Article,100,1,1,Carollia perspicillata Chiroptera feeding strategy French Guiana frugivory | Phyllostomidae radiotelemetry reproduction time budget,23435,CNRS,URA 1183,Centre National de la Recherche Scientifique,0,FALSE,NA,NA,19
true,https://api.elsevier.com/content/abstract/scopus_id/0026304206,SCOPUS_ID:0026304206,2-s2.0-0026304206,An elephant (Loxodonta africana) survey using dung counts in the forests of the Central African Republic,Fay J.,Journal of Tropical Ecology,02664674,14697831,7,1,25-36,1991-01-01,February 1991,10.1017/S0266467400005022,"In May and June of 1989 data on elephant [Loxodonta africana) dung density were collected in the main forested areas of the Central African Republic. A total of 147.0 km of line transects (N = 14 transects, x = 10.50 km, SD = 3.79) was completed. Dung was recorded in 37.4% of the 294 sectors of 0.5 km each. The overall dung density was estimated to be 266 piles km-2(x = 382, SD = 383.7). The highest dung density was found in the proposed Dzanga-Sangha Reserve in the extreme south-west with 1166 piles km-2(N = 12 sectors of 0.5 km). The south-eastern forests were found to have an intermediate dung density of 336 piles km-2(N = 215 sectors of 0.5 km, x = 419, SD = 308). In the eastern section of the south-western forests no dung was recorded along survey transects (N = 67 sectors of 0.5 km). These data indicate that elephant populations are still relatively high in the forests of south-western and south-eastern Central African Republic, while the population in the eastern section of the south-western forests has diminished to a very low level. © 1991, Cambridge University Press. All rights reserved.",34,Journal,ar,Article,100,1,1,Central African Republic | dung counts | elephants | forest | Loxodonta africana | survey,23435,NA,undefined,NA,0,FALSE,NA,NA,20
true,https://api.elsevier.com/content/abstract/scopus_id/0026302745,SCOPUS_ID:0026302745,2-s2.0-0026302745,"Litterfall and nutrient fluxes in two montane tropical rain forests, Colombia",Veneklaas E.J.,Journal of Tropical Ecology,02664674,14697831,7,3,319-336,1991-01-01,August 1991,10.1017/S0266467400005587,"Litterfall was sampled during one year in two undisturbed Andean forests at altitudes of 2550 and 3370m in the Colombian Cordillera Central. Total small litterfall at 2550 and 3370m was 7.03 and 4.31 tha-1y-1respectively, of which 4.61 and 2.82 were leaves, 1.06 and 0.76 woody parts, 0.66 and 0.27 reproductive parts, 0.22 and 0.23 epiphytes, 0.47 and 0.23 unclassified. Clear differences were also found in nutrient concentrations, both between different litter fractions from one site and between equivalent litter fractions from different sites. Weighted mean concentrations for total small litterfall were (mgg-1, at 2550 and 3370m respectively): 11.7 and 7.3 for nitrogen; 0.86 and 0.44 for phosphorus; 8.4 and 3.1 for potassium. Comparison of nutrient concentrations in crown leaves and shed leaves indicated important reallocation of nitrogen (39% at both sites) and phosphorus (45% at 2550 m, 65% at 3370 m) before leaf shedding. The results for litterfall amounts, litter nutrient concentrations and reallocation of nutrients in the two forests are consistent with such data obtained in other montane forests in the wet tropics. © 1991, Cambridge University Press. All rights reserved.",79,Journal,ar,Article,100,1,1,Colombia | litterfall | montane tropical rain forest | nutrients | reallocation,23435,NA,undefined,NA,0,FALSE,NA,NA,21
true,https://api.elsevier.com/content/abstract/scopus_id/0026302734,SCOPUS_ID:0026302734,2-s2.0-0026302734,Comparative Effects Of Acacia Albida And Kigelia Africana Trees On Soil Characteristics In Zambezi Riverine Woodlands,Dunham K.,Journal of Tropical Ecology,02664674,14697831,7,2,215-220,1991-01-01,May 1991,10.1017/S026646740000537X,"Soil nutrient concentrations under Acacia albida and Kigelia africana trees growing in Zambezi riverine woodlands were compared with soils in the open, beyond tree canopies. Concentrations of N, C, P and K were higher under tree canopies. Concentrations of Ca and Mg were unchanged. Soils were slightly more acid under A. albida trees relative to open soil, but were less acid under K. africana. Soil P concentration was higher under K. africana than under A. albida. Otherwise, the two species had similar effects on soil fertility. Despite previous claims, A. albida is probably no more efficient at increasing soil fertility than other savanna trees. © 1991, Cambridge University Press. All rights reserved.",26,Journal,ar,Article,100,1,1,Acacia albida | Kigelia africana | soil fertility | Zambezi,23435,NA,undefined,NA,0,FALSE,NA,NA,22
