@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0024932386,SCOPUS_ID:0024932386,2-s2.0-0024932386,Cooperation under sexual selection: age-graded changes in a lekking bird,McDonald D.,American Naturalist,00030147,134,5,709-730,1989-01-01,1989,10.1086/285007,100,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,11,"Long-tailed manakins Chiroxiphia linearis which have a lek mating system and male-male cooperation in courtship display, were studied in Monteverde, Costa Rica. Males displayed in scattered leks (75-300 m apart) comprising 3-15 males. Within each lek, an alpha and beta male, with strict relative dominance ranks, performed most of the courtship display. Of 50-60 active males per season, only 6-8 males were well-established alpha males in leks with consistent levels of dual-male displays (calls and dances). Demographic data suggest that males may be ≥8 yr of age before attaining beta status. Alpha tenure can last fromn 2 to at least 4 yr. Alpha males were rarely or never seen in perch zones other than their primary perch zone (their area of dominance). Lower-ranking males maintained simultaneous affiliations with males in as many as 6 different zones. Each zone, therefore, acted as a hub in which males with different affiliations around the rim came into contact. Marked changes occurred in male traits with increasing age and status: 1) significant declines in weight throughout the life span, without loss of dominance status; 2) a 4 yr delay in plumage maturation with distinct subdefinitive, transitional stages; 3) reduction in the number of perch zones with which older males maintained affiliations; and 4) increasing probability of copulatory success. Results are consistent with the hypothesis that subdefinitive plumages in this species serve primarily as accurate indicators of age, which in turn largely determines status, and that males queue for positions in an age-based dominance system. Direct benefits to cooperation by the beta male consisted of rare immediate copulations and eventual ascent to alpha status. The high variance of mating success means few opportunities for success by younger males and should favor long-term strategies, such as cooperation and delayed plumage maturation, that enhance the prospects of future success. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024932308,SCOPUS_ID:0024932308,2-s2.0-0024932308,Uniform selection as a diversifying force in evolution: evidence from Drosophila,Cohan F.,American Naturalist,00030147,134,4,613-637,1989-01-01,1989,10.1086/285000,56,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,12,"Examined whether uniform directional selection enhances genetic divergence among conspecific populations and between sibling species. Selection for increased knockdown resistance to ethanol was imposed on 2 pairs of sibling species of Drosophila; 5 populations of D. melanogaster and 1 population of sibling D. simulans; and 5 populations of D. pseudoobscura and 1 population of D. persimilis. Selection enhanced divergence among D. melanogaster populations for the selected character and several other characters showing a correlated response to selection, but divergence among D. pseudoobscura populations was not affected by selection. Selection increased the divergence between D. simulans and D. melanogaster for the selected character more than it increased the divergence among D. melanogaster populations. However, D. melanogaster and D. simulans showed similar correlated responses, and differences between these species for the correlated characters were not increased by selection. Divergence between D. persimilis and D. pseudoobscura for the selected character and correlated characters was not altered by selection. Conspecific populations thus do not necessarily become genetically or phenotypically similar as a consequence of selection. The potential for genetic divergence under uniform selection does not necessarily show a quantum increase as a result of speciation. Genetic-covariance matrices may not be constant during evolution. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024931661,SCOPUS_ID:0024931661,2-s2.0-0024931661,How selfish should stronger sibs be?,Parker G.,American Naturalist,00030147,133,6,846-868,1989-01-01,1989,10.1086/284956,139,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,13,"One model represents a sibling hierarchy in which the strongest sib can take any amount of the total resources, the next strongest can take any amount from the remainder, etc. When there are 2 sibs, the stronger sib should increase its share of the total resources until its marginal increase in fitness reduces to 1/2 that of the weaker sib. With >2 sibs, the difference in the shares of 2 consecutive members of the hierarchy should increase down the dominance rank, such that the greatest difference in fitness occurs between the last 2 members, and the least between the top 2. Fitness differences are most exaggerated when resources are relatively scarce. In a 2nd model, these conclusions related to ""long-term aims' (ideal states to be achieved by the end of the nestling period). If we allow that, at a given time, sibs may differ markedly in their profit from food uptake, there quite clearly become instances when a dominant sib should allow a weaker nest mate to take more of a given meal. Roughly, this should occur at the moment during a given feeding bout when the asymptotic increment in fitness for the weaker sib is more than twice that for the stronger sib. A 3rd model investigates a case in which a sib's share of the resource is determined by competitive begging. Each sib can increase its share by a unilateral increase in its begging expenditure. Phenotypic strategies are sought for such expenditures that are evolutionarily stable, one for each sib, given that a stronger sib gains more resources for a given effort. For 2 sibs, the weaker sib always spends more on begging, and the stronger sib's expenditure decreases as the competitive asymmetry between sibs increases. The disparity between begging efforts is actually greater when resources are plentiful, and although the stronger sib's share is greater when resources are scarce, the weaker sib may (paradoxically) attain the greater share when resources are plentiful. Despite this latter effect, the net gain (food uptake minus begging cost) of the stronger sib is always higher and its fitness therefore greater. Preliminary field tests of these models, using great egret Casmerodius albus, are presented. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024928152,SCOPUS_ID:0024928152,2-s2.0-0024928152,The regulation of seabird colony size: a hinterland model,Cairns D.,American Naturalist,00030147,134,1,141-146,1989-01-01,1989,10.1086/284970,106,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,14,"Develops an alternative model of population regulation of seabird colonies, which is based on the notion that colony size is related to the amount of foraging habitat used by the colony. The model proposes that seabirds from neighboring colonies typically occupy nonoverlapping feeding zones and that colony population is a function of the size of these zones. The model assumes that birds recruiting as 1st breeders choose the colony in which feeding conditions are most favorable. If colonies are not limited in nest-site availability and if nest-site quality is uniform among colonies, differential recruitment will lead to an equality of feeding conditions among colonies, as predicted by ideal-free theory. Such variable recruitment is plausible because at least some seabird species frequently recruit to non-natal colonies. Where neighboring colonies overlap in potential foraging range, feeding-habitat use in the area between colonies should also reach an equilibrium defined by the need to minimize travel costs between the feeding site and the colony. Birds should not regularly feed closer to colonies other than their own, because if they did so they should also nest at the closer colony, hence saving travel time to the feeding site. The zone of feeding habitat that is closer to a colony than to any neighboring colony may be termed the colony's hinterland. If birds forage only within the hinterland and if populations are regulated by the food supply in a region of uniform ocean productivity, then colony size should be a function of hinterland size. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024928136,SCOPUS_ID:0024928136,2-s2.0-0024928136,Low-diversity tropical rain forests: some possible mechanisms for their existence,Connell J.H.,American Naturalist,00030147,134,1,88-119,1989-01-01,1989,10.1086/284967,302,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,15,"In forests with a persistent dominant species (type I), one species may achieve dominance either by colonizing most of a large open patch and persisting there after or by gradually replacing the existing residents. The latter could take place either because the dominant is the species most resistant to deleterious physical or biotic conditions or because it is superior in competition to all others. One possible mechanism enabling one species to replace and exclude many others is the possession of an ectomycorrhizal (EM) association. Most tropical tree species sampled in the Neotropics and Africa have a different type, the vesicular arbuscular mycorrhizal (VAM) association. Various characteristics of the EM association, eg greater host specificity the greater protection it gives its host from natural enemies and deleterious physical factors, and its ability to secure nutrients in both organic and inorganic form before they are available to a VAM association, may confer an advantage on its host tree species that allows it to replace itself and to displace or exclude VAM host trees. In forests where the VAM type is more common, most tree species are associated with the same set of fungal species and thus may be nearly equivalent in competitive ability for securing resources. Such equivalence promotes diversity. Examples of nonpersistent dominants (type II) are those that first colonize large open patches (>1 ha). Dominance probably results when few species are available for colonization during the short period open to invasion after a disturbance and few are adapted to the conditions in recently disturbed large patches. After a single EM tree species achieves dominance in a type-I forest, other species in the same family are more likely to invade than are those of a different family. Thus, a many-species VAM rain forest might gradually shift to one with a single EM species dominant, leading to a forest of higher diversity dominated by several species from a few families that associate with EM fungi. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024927860,SCOPUS_ID:0024927860,2-s2.0-0024927860,Host-parasite relations and random zero-sum games: the stabilizing effect of strategy diversification,Cohen J.,American Naturalist,00030147,133,4,533-552,1989-01-01,1989,10.1086/284934,10,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,16,"In many host-parasite relations, the parasite has numerous variants, antigenic strains, or types. The host also has many types of reactions and defenses. A simple phenomenological model shows how evolution by natural selection could explain this diversity, and why the diversity of a host roughly corresponds to the diversity of a parasite. At the level of species diversity of hosts and parasites, the model provides a theoretical basis for Eichler's rule. The model is based on a 2-player (host, parasite), zero-sum game. The model assumes that the elements of the payoff matrix are chosen at random, once and for all, and supposes that the host and parasite contend over changes in the parasite's net rate of reproduction. The model implies that it is to each player's advantage to diversify its strategies if the cost of additional strategies can be neglected. Analysis gives bounds on how quickly each player must diversify, relative to its opponent, to avoid any change in average net rate of reproduction (NRR). Within these bounds, the probability of a substantial change in average NRR for either player tends to zero as both players diversify. When the change in NRR for different strategies is generated by a random mechanism, which on the average does not favor either player, an antagonistic host-parasite relation will either evolve large numbers of parasite and host strategies or else become evolutionarily unstable. It is not necessary to invoke selective effects of multiple species of parasites and multiple species of hosts to explain this diversity of strategies. Even directly opposed interests can be stabilized by sufficient diversification of strategies on both sides. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024927826,SCOPUS_ID:0024927826,2-s2.0-0024927826,Courtship feeding and clutch size in red-backed shrikes (Lanius collurio),Carlson A.,American Naturalist,00030147,133,3,454-457,1989-01-01,1989,10.1086/284928,34,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,17,"Investigated courtship feeding during the egg-formation period in the red-backed shrike, focusing on whether male courtship feeding has any effect on female reproductive performance. This study was carried out in the vicinity of Uppsala, central Sweden. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024927818,SCOPUS_ID:0024927818,2-s2.0-0024927818,Sex-investment ratios in ants: has female bias been systematically overestimated?,Boomsma J.,American Naturalist,00030147,133,4,517-532,1989-01-01,1989,10.1086/284933,120,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,18,"The claim by Trivers and Hare (1976) and Nonacs (1986) that the ratio of sexual investment in monogynous ants is as much female-biased as 3:1 on the average is untenable because of 1) bias in the gyne-to-male dry-weight cost ratios, as a result of increasingly diverging rates of respiration and fat accumulation with increasing sexual dimorphism; and 2) bias in the numerical sex ratios estimated from small samples. Partial regressions of the numerical gyne-to-male sex ratio on the individual dry-weight ratio and sample size appeared to be consistently present in the data sets for monogynous and polygynous ants, although significantly so only for monogynous ants. These relationships were primarily interpreted as methodological artifacts, but possible biological explanations are also discussed. After adjustment for the assumed artifacts, the geometric-mean investment ratio across monogynous ants was estimated to be 1.82:1 in favor of gynes. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024924976,SCOPUS_ID:0024924976,2-s2.0-0024924976,Optimal foraging by nectarivores: a test of the marginal-value theorem,Pleasants J.,American Naturalist,00030147,134,1,51-71,1989-01-01,1989,10.1086/284965,42,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,19,"After visiting a flower, a nectarivore must decide whether to visit another flower on the inflorescence or move to a new inflorescence. A rule for making this decision is considered, based on the marginal-value theorem (MVT). The MVT departure rule I propose states that an optimal forager should leave an inflorescence if the nectar amount it has just received indicates that its expected reward-intake rate for staying (S) will be less than its expected reward-intake rate for leaving (L). The nectar amount for which S = L is defined as a departure threshold. Predictions of the MVT departure rule were tested using published data from studies of bumblebees foraging on larkspur Delphinium nelsonii. The threshold predicted by the MVT was found to be an optimal threshold. The MVT departure rule predicted that there should be 2 departure thresholds, one for the 1st flower visited and another for the 2nd. Several stochastic-threshold rules were also examined; the threshold varied as a function of a bee's recent reward experience and memory of it. Again, a multiple-threshold rule accurately described bee behavior. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024924929,SCOPUS_ID:0024924929,2-s2.0-0024924929,The origin of the lungless salamanders (Amphibia: Plethodontidae),Ruben J.,American Naturalist,00030147,134,2,161-169,1989-01-01,1989,10.1086/284973,20,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,20,"It has been generally accepted that lungelessness in plethodontid salamanders results from a selection for increased ballast in aquatic, Late Cretaceous ancestors that inhabited fast-moving, cool Appalachian mountain brooks. However, late Mesozoic mountain-stream environments consistent with that scenario were probably absent from the region: geological evidence indicates that late Mesozoic Appalachia was a chronically warm, low-elevation, non-montane region with little relief and topography. An alternative hypothesis for the origin of plethodontid salamanders is considered. We suggest that proto-plethodontids may have been only semi-aquatic or terrestrial. Supporting evidence includes a plethodontid-like reliance on cutaneous respiration in certain extant ambystomatid salamanders. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024924120,SCOPUS_ID:0024924120,2-s2.0-0024924120,"The relationship of evergreenness, crown architecture and leaf size",Sprugel D.,American Naturalist,00030147,133,4,465-479,1989-01-01,1989,10.1086/284930,66,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,21,"Evergreenness and needle leaves go together because small, needle-shaped leaves can readily be displayed in a pattern that disperses the incoming light over a larger number of leaves, which increases total photosynthesis by reducing the energy wastage that occurs when light energy falls on leaves that are already light-saturated. This strategy is most effective for trees that retain their leaves for several years and develop a deep canopy with many layers of leaves, in which light passing through the first few layers is captured by leaves deeper in the canopy. Since low temperatures reduce photosynthesis more in light-saturated leaves than in unsaturated leaves, mechanisms that minimize saturation are especially important for trees that may carry out substantial photosynthesis at low temperatures. For deciduous trees, however, broad leaves displayed more or less perpendicular to the sun are more advantageous, since they intercept more light with fewer layers of leaves, reducing the biomass of leaves that need to be produced each year. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024923767,SCOPUS_ID:0024923767,2-s2.0-0024923767,Increase in genetic variance following a population bottleneck,Carson H.,American Naturalist,00030147,134,4,668-673,1989-01-01,1989,10.1086/285004,26,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,22,"Reports on an experimental Drosophila silvestris population indicating that reduction in population size may sometimes be accompanied by an increase rather than a decrease in genetic variance accompanying stochastic events associated with the bottleneck. If followed by renewed and realigned natural selection, a substantial shift in genome organization might ensue. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024921138,SCOPUS_ID:0024921138,2-s2.0-0024921138,Seed dispersal by animals: a role in angiosperm diversification?,Herrera C.M.,American Naturalist,00030147,133,3,309-322,1989-01-01,1989,10.1086/284921,83,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,all,All Open Access,23,"Seed dispersal by animals has sometimes been considered one of the factors helping to explain angiosperm diversification. Three predictions related to this hypothesis are examined: 1) biotic seed dispersal is a feature unique to angiosperms, or this group exhibits is proportionally more often than gymnosperms; 2) extant groups exhibiting this feature tend to be taxonomically more diverse than sister groups lacking it; and 3) the timing of the appearance in the fossil record differs for biotically and abiotically dispersed angiosperm taxa. Analyses have been confined to endozoochory, the most genuine and widespread of the various biotic seed-dispersal methods, and conducted on virtually the entire set of extant gymnosperm and angiosperm families. None of the tests supports a role for animal dispersal per se in angiosperm diversification. -Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024920277,SCOPUS_ID:0024920277,2-s2.0-0024920277,Aberrations in sex expression in Silene latifolia,Frick B.,American Naturalist,00030147,134,4,562-573,1989-01-01,1989,10.1086/284997,9,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,24,"Greenhouse plants produced occasional perfect flowers among a majority of male flowers. The contribution of these perfect flowers to the gene pool through seed production was 1.0 × 10-4 of the total. Compared with seeds from female plants, those from male plants were less likely to germinate, and the resulting seedlings were less likely to survive to reproduction. This reduced the contribution of perfect flowers to the gene pool through reproductive offspring to 3.0 × 10-5 of the total. In field studies, the authors observed sequential hermaphrodites, single plants that produced both male and female flowers on separate branches, and both male and female plants cloned from single individuals. Such flexibility may be of ecological and genetic significance. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024915532,SCOPUS_ID:0024915532,2-s2.0-0024915532,Population dynamics in variable environments. VII. The demography and evolution of iteroparity,Orzack S.,American Naturalist,00030147,133,6,901-923,1989-01-01,1989,10.1086/284959,119,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,25,"A dynamic analysis is presented of the manner in which survival rates and reproductive schedules evolve in variable environments. This approach accounts for 1) age structure, 2) density-independent fluctuations in vital rates, 3) life histories of arbitrary length, 4) variance and covariance of vital rates, and 5) an incorporation of genotypic differences in life history. Results indicate that there is no general advantage to a more iteroparous life history in a variable environment and that the direction of evolution depends on the absolute amount of environmental variation and the correlation structure of the vital rates. Analysis of ""indifference' curves also indicates that there is considerable potential for neutral evolution with respect to life history, given genotypic differences in environmental sensitivity. Nonexclusive partial answers to Cole's paradox are 1) that the magnitude of environmental variability and the correlation structure of vital rates cause short-lived, early-reproducting semelparous life histories to be disadvantageous within populations; and 2) if stochastic growth rates are nonnegative, such life histories have higher extinction rates when their stochastic growth rates equal those of more-iteroparous life histories, given that all the life histories share a constraint on the average life history. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024915483,SCOPUS_ID:0024915483,2-s2.0-0024915483,How fit are floaters? Consequences of alternative territorial behaviors in a nonmigratory sparrow,Smith J.,American Naturalist,00030147,133,6,830-845,1989-01-01,1989,10.1086/284955,105,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,26,"Yearling male song sparrows Melospiza melodia on Mandarte Island, British Columbia, were either territorial or nonterritorial. Some territorial yearlings failed to gain mates. Mated yearlings with territories and floaters were much more common than unmated yearlings with territories. Floaters made up a higher proportion of the population in years of high population density. Unmated territorial birds accounted for a higher proportion of all yearling males at low population densities. Most floaters and unmated territorial yearlings remained unmated during their first breeding season. Floating males were more likely to disappear from the island after the 1st year of life. Nearly all birds that survived to 2 yr of age defended territories and bred. Birds that were floaters as yearlings and later gained a territory did not reproduce better in later life than birds that acquired territories as yearlings. Males that obtained territories and mates as yearlings thus raised more than twice as many breeding offspring during their lifetimes. Yearling territorial males without mates survived well but did not breed more successfully than floaters over their life spans. -from Authors"
