@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/22244436640,SCOPUS_ID:22244436640,2-s2.0-22244436640,"The occurrence of black corals in Jamaican reef environments, with special reference to Stichopathes lutkeni (Antipatharia: Antipathidae)",Warner G.,Revista de Biologia Tropical,00347744,NA,53,SUPPL. 1,61-66,2005-05-01,May 2005,"The purpose of this study was to record the species of Antipatharia on Jamaican reefs and to carry out limited studies on densities and sizes of the common species. In addition, a cliff face created by dredging in 2002 provided the opportunity to study growth of newly settled colonies. Observations since 1998 and measurements since 2001 were made using SCUBA at depths down to 35 m. Seven species of Antipatharia were observed on steep coral reef escarpments below 25 m depth. The commonest species was the unbranched ""wire coral"" Stichopathes lutkeni. Other common species included the fan-shaped black corals Antipathes atlantica and A. gracilis. Frequently encountered species included commercially important A. caribbeana and a species with an unusual, scrambling growth form, A. rubusiformis. The other major commercial species in the Caribbean, Plumapathes pennacea, and a cave-dwelling species, A. umbratica, were rarely observed. Greatest black coral abundance occurred on steep slopes of hard substrata in low light intensity but exposed to the long-shore current. Combined densities of the commoner Antipatharia at 30 m deep at Rio Bueno on the north coast, ranged from 0.1 to 2.5 m-2 (eleven 10 m x 1 m belt transects, 1-25 colonies per transect, 68 colonies in total). Forty-six of the 68 colonies were S. lutkeni, while nearby at Discovery Bay at 30-35 m, 55 out of 59 colonies were 5. lutkeni. There was a significant difference between the mean length of colonies in these two populations of S. lutkeni (100 cm and 80 cm, respectively), probably relating to habitat. A third population of S. lutkeni growing at 15-20 m deep on the recently dredged cliff had a much smaller mean length of 36.6 cm (n= 27). The largest individual measured 83 cm long, indicating a minimum growth rate of the unbranched corallum of 2.1 mm per day.",5,17465145,Journal,cp,Conference Paper,100,1,1,Antipatharia | Antipathes | Black coral | Discovery Bay | Jamaica | Rio Bueno | Stichopathes,13567,undefined,0,FALSE,27,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22244432539,SCOPUS_ID:22244432539,2-s2.0-22244432539,Effects of herbicide on the kidneys of two Venezuelan cultured fish: Caquetaia kraussii and Colossoma macropomum (Pisces: Ciclidae and Characeae),Segnini De Bravo M.I.,Revista de Biologia Tropical,00347744,NA,53,SUPPL. 1,55-60,2005-05-01,May 2005,"The use of chemical pesticides and herbicides has increased environmental pollution and affected ichthyofauna in the watersheds where they are used. We studied the effect of an herbicide, triazine, on the kidneys of two species (Caquetaia kraussii and Colossoma macropomum) widely found in Caribbean and South American rivers. In Venezuela, these species are abundant and have a high aquaculture potential because they may be cultured and reproduced in captivity. Four kidney samples from juveniles of each species exposed to the herbicide were examined by Transmission Electron Microscopy. Kidney tubule alterations included loss of plasmalemma and cell interdigitations, misshaped mitochondria, decrease in rough endoplasmic reticulum and free polysomes, and the presence of autophagic vacuoles and primary lysosomes. These alterations at the cellular level may explain fish behaviour in terms of kidney tubule pathology, and relative amounts and conditions of organelles within affected cells.",11,17465144,Journal,cp,Conference Paper,100,5,5,Caquetaia kraussii | Colossoma macropomum | Herbicide | Kidney | Pathology | Stress markers | Ultrastructure,13567,undefined,0,FALSE,28,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22244431599,SCOPUS_ID:22244431599,2-s2.0-22244431599,Summit-to-Sea mapping and change detection using satellite imagery: Tools for conservation and management of coral reefs,Shapiro A.,Revista de Biologia Tropical,00347744,NA,53,SUPPL. 1,185-193,2005-05-01,May 2005,"Continuous summit-to-sea maps showing both land features and shallow-water coral reefs have been completed in Puerto Rico and the U.S. Virgin Islands, using circa 2000 Landsat 7 Enhanced Thematic Mapper (ETM+) Imagery. Continuous land/sea terrain was mapped by merging Digital Elevation Models (DEM) with satellite-derived bathymetry. Benthic habitat characterizations were created by unsupervised classifications of Landsat imagery clustered using field data, and produced maps with an estimated overall accuracy of >75% (Tau coefficient >0.65). These were merged with Geocover-LC (land use/land cover) data to create continuous land/ sea cover maps. Image pairs from different dates were analyzed using Principle Components Analysis (PCA) in order to detect areas of change in the marine environment over two different time intervals: 2000 to 2001, and 1991 to 2003. This activity demonstrates the capabilities of Landsat imagery to produce continuous summit-to-sea maps, as well as detect certain changes in the shallow-water marine environment, providing a valuable tool for efficient coastal zone monitoring and effective management and conservation.",5,17465158,Journal,cp,Conference Paper,100,2,2,Benthic habitats | Change analysis | Coral reefs | Landsat | Mapping | Remote sensing,13567,undefined,0,FALSE,29,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644598541,SCOPUS_ID:27644598541,2-s2.0-27644598541,"Trophic ecology and reproductive aspects of Trichomycterus areolatus (Pisces, Trichomycteridae) in irrigation canal environments",Habit E.,Revista de Biologia Tropical,00347744,00347744,53,1-2,195-210,2005-03-01,March 2005,"Twelve of the sixteen species of fishes present in the Itata river basin enter the irrigation canals at least once a year, constituting a habitat that is frequently utilized by the native fish assemblages. However, only Trichomycterus areolatus, a native siluriform, is found in great number throughout the entire year, being the dominant species of such artificial environments. Among the factors that could explain the relative success of T. areolatus are its benthonic habits, adaptation to rithral habitat, an offer of trophic resources that is in line with its feeding habits, and a lower abundance of predators in the canals. In this study, the trophic ecology of this species in 174 individuals inhabiting the Itata river (Octava Región, Chile) and 231 from irrigation canals that arise from this river are analyzed and compared. In addition, the length-weight relationship and seasonal frequencies of reproductive status are analyzed, with the purpose of inferring on the status of these populations and their possible condition of resident in these canals. In canals, its diet includes a greater number of different taxa as well as total number of preys consumed in comparison with the river populations, including items of greater biomass, such as lumbriculides. The selectivity analysis showed that T. areolatus prefer prey items like Chironomidae, Baetidae, Elmidae, Plecoptera and Hyallela. Although both the river as well as canal populations show an isometric type growth, they reach greater body lengths and weights in the latter. According to the reproductive states analysis in different periods of the year, populations inhabiting canal environments reproduce synchronically with those of the river, although these latter tend to show a slight delay in the reproductive activity.",25,17354433,Journal,ar,Article,100,3,3,Chile | Feeding ecology | Irrigation canals | Reproduction | Trichomycterus,13567,undefined,0,FALSE,30,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644596320,SCOPUS_ID:27644596320,2-s2.0-27644596320,The countries and languages that dominate biological research at the beginning of the 21<sup>st</sup> century,Monge-Nájera J.,Revista de Biologia Tropical,00347744,00347744,53,1-2,283-294,2005-03-01,March 2005,"Traditionally, studies of scientific productivity are biased in two ways: they are based on Current Contents, an index centered in British and American journals, and they seldom correct for population size, ignoring the relative effort that each society places in research. We studied national productivity for biology using a more representative index, the Biological Abstracts, and analyzed both total and relative productivity. English dominates biological publications with 87% (no other individual language reaches 2%). If the USA is considered a region by itself, it occupies the first place in per capita production of biology papers, with at least twice the productivity of either Asia or Europe. Canada, Oceania and Latin America occupy an intermediate position. The global output of scientific papers is dominated by Europe, USA, Japan, Canada, China and India. When corrected for population size, the countries with the greatest productivity of biology papers are the Nordic nations, Israel, Switzerland, Netherlands, Australia, Saint Lucia and Montserrat. The predominance of English as the language of biological research found in this study shows a continuation of the trend initiated around the year 1900. The large relative productivity of the USA reflects the importance that American society gives to science as the basis for technological and economic development, but the USA's share of total scientific output has decreased from 44% in 1983 to 34% in 2002, while there is a greater growth of science in India, Japan and Latin America, among others. The increasing share obtained by China and India may reflect a recent change in attitude towards funding science. The leadership of Nordic nations, Israel, Switzerland, Netherlands and Australia can be explained by cultural attitude. Apparently, a positive trend is emerging in Latin America, where Chile improved its ranking in per capita productivity but Argentina, Costa Rica, Uruguay, Brazil and Cuba fell. Nevertheless, the most productive countries in total number of papers are Brazil, Mexico and Argentina: large countries with a long tradition of funding scientific research.",26,17354441,Journal,ar,Article,100,2,2,Article productivity | Country | Cultural attitude | Language of science | Ranking | Region,13567,undefined,0,FALSE,31,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644594740,SCOPUS_ID:27644594740,2-s2.0-27644594740,Secondary stem anatomy and uses of four drought-deciduous species of a tropical dry forest in Mexico,Isaías A.Q.,Revista de Biologia Tropical,00347744,00347744,53,1-2,29-48,2005-03-01,March 2005,"Wood and bark anatomy and histochemistry of Acacia bilimekii Humb. & Bonpl., Acacia cochliacantha Mcbride., Conzatia multiflora (Rob) Stand, and Guazuma ulmifolia Lam. are described from stem samples collected in a tropical dry forest (Morelos, Mexico). Enzyme activities were tested in tangential, radial and transverse cuts of fresh material. Histochemistry and stem anatomy were studied on similar cuts previously softened in a solution of water-glicerol-PEG. Our results show that the anatomical patterns of bark and wood, as well as the histochemical patterns and specific gravity, are influenced by water accessibility and climate; these patterns could guarantee mechanical and anti-infection strategies to support extreme conditions. Enzyme cytochemistry reveals biochemical activities probably related to lipid utilization routes for the lignification processes and for synthesis of extractives; these results suggest that the formation and maturation of woody tissue is very active at the beginning of the rainy season. These species are widely used by the local population. Traditional uses include firewood, dead and live fences, fodder, construction, supporting stakes, handcrafts, farming tools, extraction of tanning products, and medicine. There is no relationship between use and abundance. Alternative uses are proposed according to a density index.",8,17354418,Journal,ar,Article,100,5,5,Bark and wood anatomy | Drought-deciduous species | Dry forest | Enzyme cytochemistry | Histochemistry | Mexico | Uses,13567,undefined,0,FALSE,32,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644593776,SCOPUS_ID:27644593776,2-s2.0-27644593776,Influence of environmental factors on the distribution of tree species in the forests of south-eastern Mexico,Cortés-Castelán J.C.,Revista de Biologia Tropical,00347744,00347744,53,1-2,115-133,2005-03-01,March 2005,"We studied the relationship between the distribution of tree species and environmental factors in the Sian Ka'an Biosphere Reserve, south-eastern Mexico. Our main objective was to examine how changes in microtopography and edaphic factors influence the distribution of tree species of medium and low-statured forests. We established 17 plots of 625 m2 and collected data on spatial distribution of individuals with dbh ≥ 5 cm, and the following soil variables: electric conductivity (CE), cationic exchange capacity (CEC), textural class, pH, organic matter (MO), total nitrogen (Nt) and phosphorus availability (P). We used Twinspan to classify the plots and applied indirect (DCA) and direct (CCA) gradient analysis. We found 84 species and 4 433 individuals. MO, texture and CEC varied significantly (p≤0.05) between the high and low parts. DCA and CCA indicated that the species distribution is strongly influenced by the microtopography gradient and the textural class. Using DCA and CCA exclusively on the data of the low parts, two low statured forest types were identified: one characteristic of low zones (soil slightly basic and high percentage of clay), the other surrounded by medium statured forest (soil slightly acid, high CEC, MO and clay).",8,17354425,Journal,ar,Article,100,2,2,Gradient analysis | Microtopography | Multivariate analysis | Soil | Tropical forests | Vegetation,13567,undefined,0,FALSE,33,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644587851,SCOPUS_ID:27644587851,2-s2.0-27644587851,"A new species of thrip, genus Frankliniella (group cephalica; Thysanoptera: Thripidae) from Costa Rica",Retana-Salazar A.,Revista de Biologia Tropical,00347744,00347744,53,1-2,191-194,2005-03-01,March 2005,"A new species of the Frankliniella cephalica group, from Central Costa Rica, is described under the name ""Frankliniella morerai n.sp."". It is closely related to Frankliniella sandovalensis. Both species have translucent bodies, but the new species can be distinguished by these characteristics: setae io III in position 1/2, a complete comb on abdominal segment VIII, antennal segments without coloration and setae po IV longer. It was found in low density in crops of chilli, tomato, lettuce, sweet potato and coriander. A comparative table with other species of this group is included to facilitate diagnosis.",1,17354432,Journal,ar,Article,100,2,2,Costa Rica | Frankliniella morerai | New species | Thysanoptera,13567,undefined,0,FALSE,34,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644581603,SCOPUS_ID:27644581603,2-s2.0-27644581603,Nesting biology of four Tetrapedia species in trap-nests (Hymenoptera: Apidae: Tetrapediini),Camillo E.,Revista de Biologia Tropical,00347744,00347744,53,1-2,175-186,2005-03-01,March 2005,"The nests used in this study were obtained from trap-nests (tubes of cardboard and cut bamboo stems) placed on Santa Carlota Farm (Itaoca Section-IS, Santana Section-SS and Cerrado-Ce), Cajuru, SP, Brazil. The number of nests and corresponding species obtained were as follows: 516 nests of T. curvitarsis, 104 of T. rugulosa, 399 of T. diversipes and 98 of T. garofaloi. The most abundant species from SS and Ce was T. curvitarsis, and from IS it was T. diversipes. In general, most nests were collected during the hot and wet season (September to April). The nests were constructed with sand and an oily substance, and a single female established them. The cells were constructed in a linear series, sometimes followed by a vestibular cell. The number of brood cells ranged from 1 to 10 in T. curvitarsis (n=200), and in T. garofaloi (n=51), from 1 to 8 (n=30) in T. rugulosa, and from 1 to 6 (n=37) in T. diversipes. The pollen mass (pollen + oily substance) contained a hollow, sometimes divided by a transverse ridge, on the exposed face of the pollen mass. The egg was vertically positioned in the lower part of the hollow. At times, the closing of a cell was initiated before provisioning was completed, with a construction of a collar at the cell limit. In some nests the final cellular partition also acted as a closure plug. Females began activities at 6:18 a.m. and ended between 3:31 and 6:26 p.m. Some females (T. curvitarsis, T. rugulosa and T. garofaloi) did not spend the nights at their nests, returning to them only the following morning with additional material. In general, the development period (for males and females) was greater in nests collected near the end of the hot and wet season than it was for nests collected in other months. Sex ratios for each species were as follows: T. curvitarsis, 1:1; T. rugulosa, 1.6:1 female; T. diversipes, 1.9:1; T. garofaloi, 2.8:1. Males and females of T. diversipes exhibited statistically similar sizes and in the other three species the females were larger than the males. The mortality rates were statistically similar: 33.2% for T. curvitarsis, 25.8% for T. rugulosa, 26.8% for T. diversipes and 38.2% for T. garofaloi. The parasitoids were: Coelioxoides exulans, Leucospis cayenensis, Anthrax sp., Coelioxys sp., Coelioxoides sp. and individuals of the family Meloidae.",23,17354430,Journal,ar,Article,100,1,1,Apidae | Life tables | Natural enemies | Nest structure | Nesting biology | Tetrapedia | Trap-nests,13567,undefined,0,FALSE,35,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644581601,SCOPUS_ID:27644581601,2-s2.0-27644581601,Erratum: Cytogenetic studies in children with Acute Lymphocitic Leukemia-B in Costa Rica (Revista de Biologia Tropia (2004) 52 (551-558)),Barboza P.,Revista de Biologia Tropical,00347744,00347744,53,1-2,281,2005-03-01,March 2005,NA,0,NA,Journal,er,Erratum,100,2,2,NA,13567,undefined,0,FALSE,36,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644570205,SCOPUS_ID:27644570205,2-s2.0-27644570205,"Spatial and biogeographic characterization of macroalgal assemblages from Bahía del Rincón, Baja California Sur, Mexico",Riosmena-Rodríguez R.,Revista de Biologia Tropical,00347744,00347744,53,1-2,97-109,2005-03-01,March 2005,"Macroalgal studies in Baja California Sur have dealt mainly with occurrence and seasonality, but some areas are poorly known even for these basic data. Bahía del Rincón-La Rivera is an important high-productivity fisheries area where coastal infrastructure development is under way. A spatial characterization of the marine flora from Bahía del Rincón-La Rivera was done by intensive sampling at different depths and localities with skin and SCUBA diving. At least 500m2 were surveyed in each site. Additionally, quantitative sampling was done in ten random 25 cm2 quadrates per site. In the intertidal section, density and cover estimates were used. We also investigated the historical records and geographical affinities. A total of 72 species were identified (most were red algae: 62%). We found no general trend in the biogeographical affinities, which varied with each taxonomic group. Most brown algae species were tropical-endemic; red algae temperate-cosmopolite and green algae tropical-cosmopolite. In the spatial assemblage structure we found a high similarity between the intertidal areas, but a low similarity in shallow or deeper areas (3-5 m). This pattern was the same when we compared the abundance of the main species. We suggest that there are significant spatial differences in recruitment and development of the assemblages in relation to vertical distribution (depth) and position along the shore. There is a clear-cut Gelidium-Jania belt in the intertidal zone and a Padina-Dictyota belt below the low tide. Sporadic and year-round species occur in the intertidal zone, annual and perennial species below the low tide line. Sites differ in recruitment and this affects the abundance of other species (such as coralinc and Caulerpa species). Temperature and sedimentation affect seasonality, but community structure is relatively constant throughout the year.",4,17354423,Journal,ar,Article,100,5,5,Bahía Rincón | Coastal development | Ecology | Gulf of California | Seaweeds,13567,undefined,0,FALSE,37,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644569655,SCOPUS_ID:27644569655,2-s2.0-27644569655,A fish prey found in the coral snake Micrurus alleni (Serpentes: Elapidae) in Costa Rica,Solórzano A.,Revista de Biologia Tropical,00347744,00347744,53,1-2,227-228,2005-03-01,March 2005,The presence of a small specimen of the swamp eel Synbranchus marmoratus (84 mm total length) in the stomach contents of an adult coral snake Micrurus alleni with 692 mm total length from the Caribbean versant of Costa Rica is reported. This eel was swallowed headfirst.,5,17354435,Journal,ar,Article,100,1,1,Costa Rica | Elapidae | Food habits | Micrurus alleni | Reptilia | Serpentes,13567,undefined,0,FALSE,38,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644569195,SCOPUS_ID:27644569195,2-s2.0-27644569195,The First record of the naked gobi Gobiosoma bosc (Pisces: Gobiidae) from the north coast of South America,Lasso-Alcalá O.,Revista de Biologia Tropical,00347744,00347744,53,1-2,211,2005-03-01,March 2005,NA,4,NA,Journal,ar,Article,100,3,3,NA,13567,undefined,0,FALSE,39,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644566156,SCOPUS_ID:27644566156,2-s2.0-27644566156,Gross morphometry of young Geochelone sulcata (Testudines: Testudinidae) in Costa Rica,Merchán M.,Revista de Biologia Tropical,00347744,00347744,53,1-2,213-225,2005-03-01,March 2005,"The African Spur tortoise, Geochelone sulcata, has been introduced to Costa Rica. A total of 31 tortoises were measured for 26 gross morphometry parameters. All individuals measured were inmature, aged from 5 to 34 months, and were born in captivity in La Garita de Alajuela, Costa Rica. Mean straight carapace length was 83.1 mm, mean straight plastron length was 68.3 mm and mean maximum height was 46.2 mm. All the measurements were correlated, except tail length and cloacal distance. Weight had the highest positive allometry coefficient. All the variables were joined in two Principal Components; tail length and cloacal distance in Factor 2 and the rest of them in Factor 1. Lack of correlation among tail measures and the other variables as well as their inclusion in a different Factor could be related with an incipient development of sexual dimorphism characters.",0,17354434,Journal,ar,Article,100,3,3,Biometry | Costa Rica | Geochelone sulcata | Immature | Testudinidae,13567,undefined,0,FALSE,40,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644565160,SCOPUS_ID:27644565160,2-s2.0-27644565160,Differences on post-fire regeneration of the pioneer trees Cecropia glazioui and Trema micrantha in a lowland Brazilian Atlantic Forest,Silva-Matos D.,Revista de Biologia Tropical,00347744,00347744,53,1-2,1-4,2005-03-01,March 2005,"A study of natural post-fire succession was carried out in a disturbed vegetation around fragments of the Atlantic Rain Forest (National Biological Reserve of Poço das Antas (22°30'-22°33'S, 42°15'- 42°19'W), Rio de Janeiro State). All the pre-fire individuals of Cecropia and Trema in the area were numbered with plastic labels. In order to check for the presence of new sprouts and mortality, two other censuses were carried out, at 3 and 12 months after the fire. The dominant species were: Pteridium aquilinum, Panicum maximum, Trema micrantha and Cecropia glazioui. Few days after the passage of fire, grasses and ferns spread their area, while the stands of Trema and Cecropia were completely burned. Most of individuals of Cecropia produced some sprouts while most of individuals of Trema died. However, a great number of seedlings of Trema were recruited while only one single seedling of Cecropia were observed during a period of one year. Most of these seedlings died through the year while the sprouts were already reproducing. The uses of Cecropia in places where fire is recurrent could be more appropriate because of its higher chance of survival and faster recovering ability after fire.",14,17354414,Journal,ar,Article,100,3,3,Brazil | Cecropia | Post-fire | Recruitment | Succession | Trema,13567,undefined,0,FALSE,41,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644556431,SCOPUS_ID:27644556431,2-s2.0-27644556431,"Ultrastructure of Oryza glumaepatula, a wild rice species endemic of tropical America",Sánchez E.,Revista de Biologia Tropical,00347744,00347744,53,1-2,15-22,2005-03-01,March 2005,"Oryza glumaepatula is a perennial wild rice species, endemic to tropical America, previously known as the Latin American race of Oryza rufipogon. In Costa Rica, it is found in the northern region of the country, mainly in the wetland of the Medio Queso River, Los Chiles, Alajuela. It is diploid, of AA type genome and because of its genetic relatedness to cultivated rice it is included in the O. sativa complex. We describe the ultrastructure of leaf blade, spikelet, ligule and auricles. Special emphasis is given to those traits of major taxonomic value for O. glumaepatula and to those characters that distinguish this species from O. rufipogon and O. sativa. O. glumaepatula has a leaf blade covered with tombstone-shaped, oblong and spheroid epicuticular wax papillae. It has diamond-shaped stomata surrounded by spherical papillae, rows of zipper-like silica cells, bulky prickle trichomes of ca. 40 μm in length and small hirsute trichomes of ca. 32 μm in length. The central vein is covered with large, globular papillae of ca. 146 μm in length, a characteristic that distinguishes this species from O. rufipogon and O. sativa. The border of the leaf blade exhibits a row of even-sized bulky prickle trichomes of ca. 42.5 μm in length. Auricles have attenuated trichomes of ca. 5.5 mm in length on the edges and small bicellular trichomes of 120 μm in length on the surface. The ligule has a large number of short attenuated trichomes on its surface of 100 μm in length. These latter two traits have important taxonomic value since they were found in O. glumaepatula but not found in O. sativa or in O. rufipogon. The spikelet has the typical morphology of the Oryza genus. Fertile lemmas have abundant spines, a trait shared with O. rufipogon but not with O. sativa. The sterile lemmas are wing-shaped with serrated borders, a characteristic that distinguishes this species from O. rufipogon and O. sativa. All the ultrastructure characters observed in O. glumaepatula from Costa Rica are also common to the specimens from Brazil.",8,17354416,Journal,ar,Article,100,2,2,Anatomy | Morphology | Oryza | Oryza glumaepatula | Oryzeae | Poaceae | Rice | Ultrastructure,13567,undefined,0,FALSE,42,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644549877,SCOPUS_ID:27644549877,2-s2.0-27644549877,"Diversity and abundance of mollusks in the sublittoral epifaunal community of Punta Patilla, Venezuela",Prieto A. A.,Revista de Biologia Tropical,00347744,00347744,53,1-2,135-140,2005-03-01,March 2005,"The diversity of a sublittoral epifaunal mollusk community of Punta Patilla, Sucre State, Venezuela, was studied from September 1990 to September 1991. We identified 25 species (14 bivalves and 11 gastropods) of mollusks that inhabit gravel, soft sand and bottoms covered by Thalassia testudinum. Total diversity indices were Hprime; = 3.42, J′ = 0.74 and 1-D = 0.85. Monthly diversity reached its maximum in March 1991 (3.12 bits/ ind.), June 1991 (2.88 bits/ind.) and September 1991 (2.95 bits/ind.); minimum diversity was recorded in August 1991 (1.20 bits/ind.). A log series model showed a diversity index α = 4.56 for species abundance data and α = 3.11 for biomass data. The more abundant species were Chione cancellata, Antigona listeri, Chione granulata and Arca zebra among the bivalves, and Chicoreus brevifrons, Turritella variegata and Phyllonotus pomum among the gastropods (which present maximum biomass). The average total biomass (56.80 g/m2) is low when compared to reports from other tropical zones.",3,17354426,Journal,ar,Article,100,3,3,Community structure | Diversity | Macrobenthos | Mollusks | Venezuela,13567,undefined,0,FALSE,43,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644542255,SCOPUS_ID:27644542255,2-s2.0-27644542255,Egg morphology of seven noctuid species (Lepidoptera: Noctuidae) from Chilean and updated key to their identification,Olivares T.S.,Revista de Biologia Tropical,00347744,00347744,53,1-2,153-163,2005-03-01,March 2005,"Eggs from seven Noctuid moth species, Eriopyga perfusca (Hampson), Magnagrotis oorti (Koehler), Pseudoleucania brosii (Koehler), Scania simillima (Koehler), Scriptania americana (Blanchard), Scriptania leucofasciata Rodríguez, were collected at La Mina, 925 msnm, (35°21' S; 71°41' W) and Paso Internacional Pehuenche (35°57' S; 70°23' W), 2560 msnm, Chile. The Scanning Electron Microscope showed that egg morphology allows identification to species level. This is particularly useful in agricultural pest control, and morphological differences are used in this report to present an updated taxonomic key to the Chilean Noctuidae.",4,17354428,Journal,ar,Article,100,3,3,Chile | Egg morphology | Lepidoptera | Noctuidae,13567,undefined,0,FALSE,44,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644534579,SCOPUS_ID:27644534579,2-s2.0-27644534579,The seeds of Campsiandra angustifolia (Fabaceae: Caesalpiniodeae) as a reflex of selective pressures on dispersal and establishment,Farji-Brener A.G.,Revista de Biologia Tropical,00347744,00347744,53,1-2,63-71,2005-03-01,March 2005,"We indirectly evaluated the selective pressures on dispersal and establishment of Campsiandra angustifolia, a common water-dispersed tree from the Peruvian Amazon, analyzing the variation in the relationship between the volume occupied by dispersal and establishment structures in a total of 535 seeds from 13 trees located at three different habitats. The seeds differed one order of magnitude in their total volume. However, independently of their size and the location of the maternal tree, the relationship between the volume occupied by dispersal and establishment structures was relatively constant (∼1) and showed a normal distribution with low skewness, indicating stabilizing selection. These results suggest that, in the habitats studied, dispersal and establishment processes may have similar importance to C angustifolia. In species with seeds confined in pods, and therefore strongly space-limited, the relative volume of their seeds occupied by dispersal and establishment structures could be a better measure of the trade-off between these two processes than the variation in seed size.",2,17354420,Journal,ar,Article,100,7,7,Amazonian | Dispersal | Establishment | Hidrochory | Seasonally flooded forest,13567,undefined,0,FALSE,45,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644534578,SCOPUS_ID:27644534578,2-s2.0-27644534578,Comparison between two methods to measure herbivory. Is herbivory in the Neotropics more severe than we thought?,García-Robledo C.,Revista de Biologia Tropical,00347744,00347744,53,1-2,111-114,2005-03-01,March 2005,"The quantity of plant tissue consumed by herbivores can be recorded 1) by measuring herbivory in previously marked leaves or 2) by performing punctual measures, i.e. selecting leaves at random to measure the tissue absent in each leaf. Punctual measurements are frequently used because they are a faster method to estimate herbivory. However, punctual measures do not include totally consumed leaves, therefore they underestimate the actual herbivory rates. In three species of understory shrubs (Palicourea sp. P. angustifolia and P. ovalis: Rubiaceae) herbivory was measured using punctual measures and marking young leaves in order to determine the degree of herbivory underestimation by punctual measurements. Punctual measurements underestimated herbivory up to three times in the species with a high number of totally consumed leaves. In the species with a lower number of totally consumed leaves, herbivory rates recorded using both methods were similar. These results suggest that herbivory in neotropical forests could be more severe than what is currently suggested.",7,17354424,Journal,ar,Article,100,1,1,Colombia | Herbivory | Palicourea spp. | Rubiaceae | Tropical montane forest,13567,undefined,0,FALSE,46,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644532745,SCOPUS_ID:27644532745,2-s2.0-27644532745,Orchids from coffee-plantations in Mexico: An alternative for the sustainable use of tropical ecosystems,Serna A.E.,Revista de Biologia Tropical,00347744,00347744,53,1-2,73-84,2005-03-01,March 2005,"Life form, endemism, conservation status, and horticultural interest are detailed for orchid species associated to shade coffee-plantations in Mexico. About 11% of the orchid taxa (214 species) found in these agroecosystems are in the Mexican list of species requiring some form of protection. Almost 40% of the species are of horticultural interest. The importance of promoting shaded coffee plantations as an alternative to the conservation of primary plant communities in Mexican and other tropical regions is clear. Long term management plans are recommended.",20,17354421,Journal,ar,Article,100,4,4,Coffea arabica | Mexico | Orchids | Shade-grown coffee | Tropical ecosystems,13567,undefined,0,FALSE,47,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644528860,SCOPUS_ID:27644528860,2-s2.0-27644528860,The mud sleeper Butis koilomatodon (Pisces: Eleotridae): First record from the Western Central Atlantic,Lasso-Alcalá O.,Revista de Biologia Tropical,00347744,00347744,53,1-2,211,2005-03-01,March 2005,NA,6,NA,Journal,ar,Article,100,4,4,NA,13567,undefined,0,FALSE,48,NA,NA,NA
