@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/9244246856,SCOPUS_ID:9244246856,2-s2.0-9244246856,Community context and specialization influence coevolution between a slavemaking ant and its hosts,Brandt M.,Ecology,00129658,85,11,2997-3009,2004-01-01,November 2004,45,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,11,10.1890/03-0778,"The dynamics of host-parasite coevolution are thought to be influenced not only by inherent parameters, but also by their community context. Here we report strong differences in the degree of specialization of a social parasite at different geographic sites. Furthermore, we provide the first empirical evidence for a deceleration of the coevolutionary arms race caused by the inclusion of a second host species into a parasite-host association. We compare two communities, each including the North American slavemaking ant Protomognathus americanus and two Leptothorax host species, with similar parasite and host densities. At the first site, the minority host species occurred at frequencies too low to sustain the parasite, whereas at the second location, both hosts constituted an exploitable resource. Thus, only in the latter community does the parasite have the options to expand its niche or to alternate between the available host species. During slave raids, which represent the crucial parasite-host encounter, hosts and slavemakers from the second site were less efficient at defending and raiding, respectively. Thus, we demonstrate a higher degree of reciprocal adaptation at the location where the parasite specializes on a single host, indicating a more advanced stage of the arms race.",Arms race | Coevolution | Community structure | Host alternations | Host-parasite interactions | Protomognathus americanus | Red Queen process | Slavemaking ants | Social parasites | Specialization,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244243683,SCOPUS_ID:9244243683,2-s2.0-9244243683,Canopy nodulation of the endemic tree legume Acacia koa in the mesic forests of Hawaii,Leary J.,Ecology,00129658,85,11,3151-3157,2004-01-01,November 2004,19,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,12,10.1890/03-3168,"Canopy nodulation of Acacia koa (koa) is the result of a unique symbiosis between the host adventitious root system and the bradyrhizobia residing in ""pockets"" within the canopy of koa. These canopy pockets contain trapped organic soils that are mainly derived from decomposing heartwood and phyllode litter of the host tree. These canopy soils have significantly higher levels of exchangeable cations, total nitrogen content, and significantly lower aluminum levels than the terrestrial soils. Canopy Bradyrhizobium isolates from separate koa trees of different locations do not share matching box-polymerase chain reaction (PCR) fingerprints, showing that there is no single type that is specific to canopy nodulation. Within the canopy pocket of a single tree, however, we observed a homogenous Bradyrhizobium population that was distinct from the proximal terrestrial population. Canopy nodulation has only been observed on mature koa trees and may function in maintaining symbiosis under stresses occurring within the rhizosphere of the terrestrial environment.","Acacia koa | Adventitious roots | Apogeotropic | Bradyrhizobium sp. | Canopy pocket | Hawaii, USA | Mesic forest | Nodulation | Nurse log",NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244243138,SCOPUS_ID:9244243138,2-s2.0-9244243138,Variation in biogeochemistry and soil biodiversity across spatial scales in a polar desert ecosystem,Barrett J.,Ecology,00129658,85,11,3105-3118,2004-01-01,November 2004,106,Journal,ar,Article,100,6,6,20308,undefined,0,FALSE,13,10.1890/03-0213,"Desert ecosystems are characterized by distinct spatial patterning in soil biogeochemistry and biodiversity. In the Antarctic Dry Valleys, soil polygons are prominent features of the landscape and may be key units for scaling local ecological information to the greater region. We examined polygon soils in each of the three basins of Taylor Valley, Antarctica. Our objectives were to characterize variability in soil biogeochemistry and biodiversity at local to regional scales, and to test the influence of soil properties upon invertebrate communities. We found that soil biogeochemical properties and biodiversity vary over multiple spatial scales from fine (<10 m) to broad (>10 km) scales. Differences in biogeochemistry were most pronounced at broad scales among the major lake basins of Taylor Valley corresponding to differences in geology and microclimate, while variation in invertebrate biodiversity and abundance occurred at landscape scales of 10-500 m, and within individual soil polygons. Variation in biogeochemistry and invertebrate communities across these scales reflects the influence of physical processes and landscape development over ecosystem structure in the dry valleys. The development of soil polygons influences the spatial patterning of soil properties such as soil organic matter, salinity, moisture, and invertebrate habitat suitability. Nematode abundance and life history data indicate that polygon interiors are more suitable habitats than soils in the troughs at the edges of polygons. These data suggest that physical processes (i.e., polygon development) and biogeochemistry are important influences on the spatial variability of biotic communities in dry valley soil ecosystems.",Antarctic Dry Valleys | Biodiversity | Invertebrate communities | Landscapes | Nematodes | Polygons,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244240318,SCOPUS_ID:9244240318,2-s2.0-9244240318,Does size matter? Fitness-related factors in steelhead trout determined by genetic parentage assignment,McLean J.,Ecology,00129658,85,11,2979-2985,2004-01-01,November 2004,11,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,14,10.1890/03-0488,"Estimates of reproductive success and the factors that affect it can be inferred from observations of behavior or data on life history traits (e.g., dominance hierarchies, clutch size). Genetic parentage analysis, however, can precisely determine the number of offspring attributable to individual parents. We coupled multilocus microsatellite genotype-based parentage assignment exclusion testing with morphological and behavioral data to test hypotheses concerning the effects of specific traits on fitness of naturally spawning steelhead trout (Oncorhynchus mykiss). With eight microsatellite loci (mean heterozygosity = 89%), we examined two parental generations (n1 = 198, n2 = 226) and their offspring as smolts (age 2: n1 = 365, n2 = 285) and as adults (n1 = 81, n2 = 77) to determine the effects of size, reproductive timing, and origin (hatchery or wild) on reproductive success. The mating system was complex; monogamy, polygamy, polyandry, polygyny, and polygynandry were all observed. Males had a greater variance in reproductive success than females, wild steelhead produced more offspring than hatchery steelhead, and the timing of reproduction had a significant role in production of smolt and adult offspring, especially for females. There was no indication that body size contributed to offspring production, in stark contrast to the literature and theory on the subject. A more complete knowledge of traits associated with fitness in salmonids is important for understanding salmonid ecology and evolution and crucial for the design of appropriate conservation programs.",Body size | Exclusion | Fitness | Hatchery | Hybridization | Microsatellites | Oncorhynchus mykiss | Parentage assignment | Reproductive success | Reproductive timing | Salmonids,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244239246,SCOPUS_ID:9244239246,2-s2.0-9244239246,"Mapping the fundamental niche: Physiology, climate, and the distribution of a nocturnal lizard",Kearney M.,Ecology,00129658,85,11,3119-3131,2004-01-01,November 2004,378,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,15,10.1890/03-0820,"The fundamental niche can be viewed as the set of conditions resources that allow a given organism to survive reproduce in the absence of biotic interactions. Quantitative descriptions of the environmental variables with which organisms are associated are becoming common with the advent of geographic information systems (GIS). Although such descriptive approaches to the niche are useful for interpolating species distributions, they implicitly incorporate biotic interactions and therefore do not represent the fundamental niche. A mechanistic understanding of the fundamental niche, when combined with GIS data, can provide us with greater insight into the causes of distribution and abundance, a solid foundation for exploring the role of biotic interactions, and greater confidence in extrapolating to novel circumstances such as climate change and species introductions. We apply such a mechanistic approach to study the climatic component of the fundamental niche of a nocturnal lizard, Heteronotia binoei, across an entire continent. We combine physiological measurements of this species (thermal requirements for egg development, thermal preferences and tolerances, metabolic and evaporative water loss rates), and high-resolution climatic data for the Australian continent (air temperature, cloud cover, wind speed, humidity, and radiation), with biophysical models to calculate the climatic component of the fundamental niche of this lizard and map it onto the Australian landscape at high resolution. We also use this approach to predict the effects of a mild global warming on the degree-days in the soil for egg development and the potential for aboveground activity of the study organism.",Australia | Biophysical modeling | Climate | Distribution | Fundamental niche | Generalist lizard | GIS | Global warming | Heteronotia binoei | Mechanistic | Nocturnal ectotherm | Physiology,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244238204,SCOPUS_ID:9244238204,2-s2.0-9244238204,Disturbance heterogeneity determines freshwater metacommunity structure,Urban M.,Ecology,00129658,85,11,2971-2978,2004-01-01,November 2004,162,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,16,10.1890/03-0631,"Metacommunity theories, which consider communities as interacting species assemblages connected by dispersal, differ in their assumptions about the importance of interspecific adaptations and environmental heterogeneity as controls of assemblage composition. I assess the relative importance of regional (dispersal) and local (abiotic and biotic environmental variation) processes in explaining the structure of a freshwater pond metacommunity. Results did not support the hypothesis that dispersal was limited by interpatch distance. Instead, community diversity, composition, and trophic structure were best explained by local environmental variation associated with pond permanence. Many taxa were restricted either to temporary or semipermanent ponds, an outcome that suggests species trade off adaptations to disturbance with those to biotic interactions (species-sorting model) and that refutes the neutral model of interspecific equivalence. However, evidence for high dispersal rates, low-fitness habitats, and high temporal environmental variability indicated that interpatch dispersal also may influence local dynamics through mass effects. These results suggest that integrating the species-sorting and mass-effect niche assembly frameworks will provide a necessary step in the successful application of metacommunity theory.",Ambystoma maculatum | Community assembly | Disturbance | Larval amphibians | Macroinvertebrates | Metacommunity | Nested subset analysis | Temporary pond communities,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244237678,SCOPUS_ID:9244237678,2-s2.0-9244237678,Rainfall-controlled tree growth in high-elevation subtropical treelines,Morales M.S.,Ecology,00129658,85,11,3080-3089,2004-01-01,November 2004,100,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,17,10.1890/04-0139,"It is generally assumed that tree growth in the upper limit of a forest is mainly controlled by summer temperature. This general statement is mostly based on studies from extra-tropical mountains and has been rarely evaluated in subtropical latitudes frequently characterized by drier climates. In the subtropical mountains from Northwestern Argentina (∼23° S), annual precipitation decreases with elevation from >1500 mm at 1200-1500 m, to <200 mm above 4000 m. In consequence, tree growth at high elevations in the region may be seriously limited by water supply. In order to assess the influence of precipitation on tree growth, we evaluated the relationships between climatic variations and radial growth in four species growing at different altitudinal zones: Juglans australis from the montane cloud forest at 1800 m; Alnus acuminata from the montane savanna-like woodland at 2700 m; Prosopis ferox from the subalpine dryland at 3500 m; and Polylepis tarapacana from the high-elevation alpine dryland, at 4750 m. Dendrochronological techniques were used to relate variations in annual ring width with instrumental climatic records. Growth rings were correctly dated to the year of formation, and the cross-dated series standardized using autoregressive models to reduce non-climatic signals present in the records. Tree-ring chronologies, ranging from 117 to 341 years, were compared, during the common period, with instrumental climatic records using correlation-function analysis. In spite of the remarkable differences in elevation and environmental conditions among the sampling sites, correlation functions with climate indicated that the radial growth of the four species is largely controlled by precipitation. In most cases, increased precipitation during the previous and current growing seasons favors tree growth, while temperatures are negatively correlated with radial growth, likely due to the negative effect on water availability. These results indicate that the generalized idea of upper-treeline growth limited by summer temperatures should be carefully evaluated in low-latitude environments and does not apply to subtropical areas with severe water deficits or strong moisture seasonalities.","Alnus acuminata | Altitudinal range | Argentina, Northwestern | Dendrochronology | Juglans australis | Polylepis tarapacana | Prosopis ferox | Rainfall-controlled growth | Subtropical trees | Treeline",NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244237619,SCOPUS_ID:9244237619,2-s2.0-9244237619,Attenuation of top-down and bottom-up forces in a complex terrestrial community,Gruner D.,Ecology,00129658,85,11,3010-3022,2004-01-01,November 2004,113,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,18,10.1890/04-0020,"Carnivore (top-down) and resource (bottom-up) influences in food webs are strong and pervasive, but few studies have investigated their interactive effects in species-rich terrestrial ecosystems. This study focused on arthropods associated with the dominant tree species, Metrosideros polymorpha (Myrtaceae), in Hawaiian forests. Severe soil nutrient limitation on a 120-yr-old lava flow was removed by fertilization and combined with bird predator exclusion cages in a randomized block design. Arthropod densities were measured from clipped foliage at the outset and conclusion of a 33-mo experiment, and their biomass was estimated using regression equations. Metrosideros foliar nitrogen, tree growth, and biomass increased directly in response to fertilization but did not change with bird exclusion. Fertilization increased detritivore densities but not biomass, and both density and biomass of herbivores, while bird exclusion increased both density and biomass of carnivores. Fertilization also increased spider density and biomass, but bird exclusion increased spider numbers (15 species) only in high resource plots. Overall, trophic level biomass responses were less pronounced than density because smaller bodied individuals responded more to enrichment. Bottom-up factors controlled basal trophic levels, and detritivores comprised the largest fraction of arthropod density and biomass. Conversely, top-down impacts were apparent but variable, limited to higher order consumers, and did not cascade to the level of primary producers. These experimental results were consistent with the view that complex forest ecosystems are structured on a bottom-up template.",Arthropoda | Bottom-up and top-down processes | Fertilization | Hawaiian Islands | Insectivorous birds | Metrosideros polymorpha | Predator exclusion | Spiders | Terrestrial food web | Tropical island montane forest,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244235556,SCOPUS_ID:9244235556,2-s2.0-9244235556,"Interrelationships among inbreeding, herbivory, and disease on reproduction in a wild gourd",Stephenson A.G.,Ecology,00129658,85,11,3023-3034,2004-01-01,November 2004,70,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,19,10.1890/04-0005,"Because inbreeding, herbivory, and disease are common in plants and their separate impacts on fitness are well documented, investigators have begun to examine the consequences of inbreeding on plant-herbivore and plant-pathogen interactions. In this study, we examined the interrelationships among inbreeding, herbivory, and disease on reproductive output through both male (pollen production and pollen performance) and female (fruit and seed production and seed germination) functions. Inbred (selfed) and outbred plants from five families of a wild gourd (Cucurbita pepo ssp. texana) were grown in five 0.2-ha randomized blocks in an experimental garden. Half of the inbred and half of the outbred plants were sprayed weekly with a contact pesticide to control herbivores. The other half of the plants served as the controls (no-spray treatment). The spray treatment significantly reduced damage by cucumber beetles and aphid infestation levels, the two primary herbivores of the wild gourd. Moreover, because these herbivores are the sole vectors for the five most common viral diseases of cucurbits (Watermelon mosaic-2, Cucumber mosaic, Zucchini yellow mosaic, Papaya ringspot, and Squash mosaic), the spray treatment also significantly reduced the amount and severity of the symptoms of viral diseases. Our analyses reveal that (1) there is variation for resistance to herbivores and pathogens among the five families used in the study, indicating that there is broad-sense heritability for resistance; (2) inbred plants suffer greater herbivore damage and have more symptoms of viral infection than outbred plants, i.e., there is inbreeding depression for herbivore/pathogen resistance; (3) the impacts of insecticide applications and inbreeding on reproduction are mostly additive; (4) both male and female functions are significantly affected by the spray treatment and inbreeding; and (5) the adverse effects of both inbreeding and the increased exposure to herbivores/pathogens in the no-spray treatment are greater for female function than for male function, indicating that the impact of genetic and environmental stress can differentially affect the two sexual functions. Together, these findings have important implications for the evolution of selfing, the conservation of small populations, and the establishment and transmission of diseases within populations.",Cucurbita | Disease ecology | Herbivory | Inbreeding depression | Male function | Pathogen infection | Reproductive output | Resistance: Tolerance | Viral disease,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244234510,SCOPUS_ID:9244234510,2-s2.0-9244234510,Conflicting selection pressures on the growth/predation-risk trade-off in a damselfly,Brodin T.,Ecology,00129658,85,11,2927-2932,2004-01-01,November 2004,107,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,20,10.1890/03-3120,"Activity is an important behavioral trait that in most animals mediates a trade-off between obtaining food for growth and avoiding predation. Active individuals usually experience a higher encounter rate with food items and predators and, as a consequence, grow faster and suffer higher predation pressure than less active individuals. We investigated how predator-induced mortality and growth of the damselfly Coenagrion haxtulatum depend on activity at the level of the genotype. Larvae from six different C. hastulatum families were reared in two different predator treatments: predator present or absent. Families differed in activity, and active families grew to a significantly larger size than less-active families. Within families there was a plastic response to predators. Larvae reared without predators were more active and grew larger than larvae reared with a non-lethal predator. In the presence of a lethal predator the active families experienced higher mortality than the less active families. The results illustrate that the growth/predation-risk trade-off was mediated by activity and clearly show a cost of antipredator behavior. They also suggest that variation in activity level might be genetically regulated and could explain why C. hastulatum are abundant in aquatic systems both with and without potential predators.",Antipredator behavior | Coenagrion | Growth vs. mortality | Predator-prey interactions | Stabilizing selection | Trade-off,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244233876,SCOPUS_ID:9244233876,2-s2.0-9244233876,Chemical defense in a marine alga: Heritability and the potential for selection by herbivores,Wright J.T.,Ecology,00129658,85,11,2946-2959,2004-01-01,November 2004,67,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,21,10.1890/03-4041,"Herbivores have major impacts on many marine algae and are assumed to have been important forces driving the evolution of algal chemical defenses. However, an evolutionary change in chemical defenses in response to herbivory requires that there is both heritable variation for that trait and a response by herbivores to such variation. The subtidal red alga Delisea pulchra produces four main secondary metabolites (furanones) that vary in concentration at a variety of spatial and temporal scales. Here we determined the heritability of furanone concentrations and then, with a series of feeding experiments, determined how feeding by herbivores associated with D. pulchra varied as a function of nonpolar extract and furanone concentration. Total furanone concentration showed significant broad-sense heritability (hC2 = 0.234), but broad-sense heritability of the four individual furanones varied in magnitude, ranging from 0.058 to 0.321. Compound 3, which is often the most abundant furanone, was the only one of the four furanones to show significant genetic variation. However, all four furanones were strongly genetically correlated, indicating that selection acting on any one of them will cause a corresponding change in the others. With the exception of the mesograzer gastropod Phasianotrochus eximius, herbivores generally consumed D. pulchra at lower rates compared to other common macroalgae. Macrograzers (sea urchins and large gastropods) were mostly deterred by nonpolar extract that contained levels of furanones that spanned the range of furanone variation in the field. The amphipod Ampithoe ngana was not deterred at the lowest extract concentration, and P. eximius was not deterred by any naturally occurring extract concentration. Compound 3 was deterrent to macrograzers at 3 and 5 mg/g dry mass, but was not deterrent at 1 mg/ g dry mass. Compound 3 was also not deterrent to A. ngana at any of those concentrations. For the most part D. pulchra in the field contains concentrations of furanones that are strongly deterrent to most herbivores. However, at some places and times, furanones do occur at lower concentrations that are not deterrent to herbivores. Given the heritable variation for furanones, when this overlap occurs there is the potential for selection by herbivores for higher concentrations of furanones in D. pulchra.",Chemical defense | Delisea pulchra | Feeding deterrence | Furanones | Herbivores | Heritability | Marine algae | Marine plant-herbivore interactions | Natural selection | Quantitative genetics,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/9244233378,SCOPUS_ID:9244233378,2-s2.0-9244233378,Human effects on long-distance wind dispersal and colonization by grassland plants,Soons M.,Ecology,00129658,85,11,3069-3079,2004-01-01,November 2004,44,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,22,10.1890/03-0398,"Human effects on plant colonization capacity have not been studied mechanistically because a crucial component of colonization capacity, long-distance seed dispersal, could not be quantified. Now, development of mechanistic models has progressed sufficiently to estimate long-distance seed dispersal by wind. We used a recently developed mechanistic dispersal model to quantify seed dispersal by wind in grasslands for three important human effects on natural systems: habitat fragmentation, eutrophication, and an increase in extreme wind velocity events due to climate change. We combined the dispersal data with data on seed production and germination ability to estimate effects on colonization capacity. Habitat fragmentation decreases the number and size of populations. This does not affect the populations' seed dispersal ability, but it reduces the number and germinability of produced seeds, and hence the colonization capacity. Site eutrophication strongly reduces seed dispersal distances, but in some species it also increases seed production and germinability. Thus, long-distance colonization decreases, but short-distance colonization may increase. Wind velocity is the key determinant of dispersal distances. An increase in extreme winds increases long-distance dispersal and long-distance colonization capacity. However, increases in extreme winds predicted for climate change scenarios are not sufficient to compensate the reductions in long-distance colonization due to habitat fragmentation or eutrophication.",Anemochory | Climate change | Dispersal model | Eutrophication | Habitat fragmentation | Long-distance seed dispersal | Mechanistic model | Population size | Productivity | Wind dispersal,NA,NA,NA,NA
