@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0032745801,SCOPUS_ID:0032745801,2-s2.0-0032745801,Ecophysiology and morphology of seed germination of the neotropical lowland tree Genipa americana (Rubiaceae),De Souza A.F.,Journal of Tropical Ecology,02664674,15,5,667-680,1999-09-01,September 1999,10.1017/S026646749900108X,"The morphology of Genipa americana seeds and post-seminal development was studied, and its germination response investigated in relation to storage in water, substrate water volume, osmotic potential and temperature and light regimes. The seeds are flattened and seedlings are phaneroepigeal with leafy cotyledons. Seeds stored in water kept viable for up to 6 mo, but germination and seedling emergence were reduced after 4 mo. Germination was not affected under water-logged conditions, but seedling emergence was reduced at the water volume corresponding to a water column two times deeper than the seeds' mean thickness (70 ml). When seeds were osmotically stressed, a reduction in the rate and germination percentage occurred at -0.2 MPa and germination was drastically inhibited at -0.6 MPa. Seeds germinated in a wide range of temperatures (15-40 °C), with optimum at continuous temperatures of 25 and 30 °C. Light was not required for germination, and no dormancy mechanisms were observed. The seed and seedling morphology and the germinative responses of the species may permit its regeneration in periodically flooded lowland forests and riparian habitats and are probably key factors in explaining the species' wide distribution.",16,Journal,ar,Article,100,4,4,Ecophysiology | Flooding | Genipa americana | Germination | Light | Morphology | Seed longevity | Seedling emergence | Temperature | Water potential,23435,undefined,0,FALSE,11,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032744047,SCOPUS_ID:0032744047,2-s2.0-0032744047,Tanzanian forest tree plot diversity and elevation,Lovett J.,Journal of Tropical Ecology,02664674,15,5,689-694,1999-09-01,September 1999,10.1017/S0266467499001108,NA,24,Journal,ar,Article,100,1,1,Diversity | Elevation | Forest | Tanzania | Trees,23435,undefined,0,FALSE,12,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032739468,SCOPUS_ID:0032739468,2-s2.0-0032739468,"Temporal patterns of individual and group foraging behaviour in the short-nosed fruit bat, Cynopterus sphinx, in south India",Elangovan V.,Journal of Tropical Ecology,02664674,15,5,681-687,1999-09-01,September 1999,10.1017/S0266467499001091,"The short-nosed fruit bat, Cynopterus sphinx, begins to visit fruit-bearing trees about 30 min after sunset. Individual bats often hover near or land on fruits or on nearby branches to remove whole or parts of fruits with their mouth. These bats seldom remain in the fruit-bearing trees to feed, but instead carry fruits to feeding roosts, repeating this behaviour several times throughout the night. Analysis of the temporal distribution of feeding behaviour has revealed two peaks of activity, one in the pre-midnight hours when bats fed mostly on 'steady state' fruits, and another during the post-midnight hours when bats fed on 'big-bang' fruits. Only solitary bats visited and fed on species with steady state fruiting phenologies, whereas groups of bats regularly visited and fed on species with big-bang fruiting phenologies. Thus, plant species which produce large numbers of fruits appear to promote group foraging during the latter hours of the night. It is suggested that the temporal use of available fruits in south India made it possible for C. sphinx to successfully exploit them, and thereby reduced interference competition with conspecifics.",28,Journal,ar,Article,100,3,3,Chiroptera | Cynopterus sphinx | Feeding behaviour | Fruiting strategies | Interference competition,23435,undefined,0,FALSE,13,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032739467,SCOPUS_ID:0032739467,2-s2.0-0032739467,Life history characteristics and rarity of woody plants in tropical dry forest fragments of Central America,Gillespie T.W.,Journal of Tropical Ecology,02664674,15,5,637-649,1999-09-01,September 1999,10.1017/S0266467499001066,"Breeding systems and dispersal mechanisms of plants (≥ 2.5 cm dbh) were examined in fragments of tropical dry forest in Central America to identify life-history characteristics associated with rarity. In particular, the richness and abundance of dioecious and mammal-dispersed trees and shrubs were examined to identify potential associations with precipitation, anthropogenic disturbance, and area. Plots totalling 1000 m2 per site were established in seven nature reserves in Costa Rica (two sites) and Nicaragua (five sites). Overall, tropical dry forests of Central America have a similar proportion of dioecious species to other lowland neotropical forests and a similar proportion of wind-dispersed plants to other tropical dry forests around the world. However, the number of dioecious and mammal-dispersed species declined with decreasing forest cover within each reserve. Although dioecious species were rare in smaller forest fragments, some of these species will not be threatened with regional extinction because they are early successional plants, they have large geographic ranges, and they are not restricted to the tropical dry forest life zone. Mammal-dispersed plants were rare in small fragments, but it is not clear whether this was due to the loss of dispersal vectors or other life-history characteristics.",34,Journal,ar,Article,100,1,1,Breeding systems | Central America | Dioecy | Rarity | Seed dispersal | Tropical dry forests | Zoochory,23435,undefined,0,FALSE,14,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032739159,SCOPUS_ID:0032739159,2-s2.0-0032739159,"Chemistry, mineralogy and microbiology of termite mound soil eaten by the chimpanzees of the Mahale Mountains, Western Tanzania",Mahaney W.C.,Journal of Tropical Ecology,02664674,15,5,565-588,1999-09-01,September 1999,10.1017/S0266467499001029,"Subsamples of termite mound soil used by chimpanzees for geophagy, and topsoil never ingested by them, from the forest floor in the Mahale Mountains National Park, Tanzania, were analysed to determine the possible stimulus or stimuli for geophagy. The ingested samples have a dominant clay texture equivalent to a claystone, whereas the control samples are predominantly sandy clay loam or sandy loam, which indicates that particle size plays a significant role in soil selection for this behaviour. One potential function of the clays is to bind and adsorb toxins. Although both termite mound and control samples have similar alkaloid-binding capacities, they are in every case very high, with the majority of the samples being above 80%. The clay size material (<2 μm) contains metahalloysite and halloysite, the latter a hydrated aluminosilicate (Al2Si2O4 · nH2O), present in the majority of both the termite mound soil and control soil samples. Metahalloysite, one of the principal ingredients found in the pharmaceutical Kaopectate(TM), is used to treat minor gastric ailments in humans. The soils commonly ingested could also function as antacids, as over half had pH values between 7.2 and 8.6. The mean concentrations of the majority of elements measured were greater in the termite mound soils than in the control soils. The termite mound soils had more filamentous bacteria, whereas the control soils contained greater numbers of unicellular bacteria and fungi.",60,Journal,ar,Article,100,11,11,Geophagy | Soil ingestion | Termite mound soil | Toxin adsorption,23435,undefined,0,FALSE,15,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032717090,SCOPUS_ID:0032717090,2-s2.0-0032717090,Comparative morphology and allometry of winged diaspores among the Asian Sterculiaceae,Yamada T.,Journal of Tropical Ecology,02664674,15,5,619-635,1999-09-01,September 1999,10.1017/S0266467499001054,"The morphology and allometry of the winged diaspores of 25 species in the Asian Sterculiaceae were studied. The diaspores of pioneer trees are characterized by light mass and large wings. Although their parent tree heights are low in most cases, these light diaspores are easily blown upward and widely dispersed. The diaspores of Heritiera, a genus mainly found in primary forest, can be divided into groups with large and small wings by their values of the square-root of wing loading. The frequency distribution of mature tree heights for trees with the large- and small-winged diaspores are skewed into high and low statures, respectively. Therefore, the tree size at maturity may play a vital role in determining the morphology of the diaspores. Among the large-winged diaspores, shape is almost retained, despite size change. Consequently, larger diaspores have more mass per unit of wing area, suggesting that larger diaspores fall more quickly than smaller ones. Diaspore mass is approximately proportional to the nut volume. The enlargement of the nut clearly appears to be beneficial for seedling establishment and survival under a closed canopy. However, increasing nut volume reduces the potential for wind dispersal. The fact that large-winged diaspores were always lighter than their-small-winged counterparts suggests that the heavier diaspores with small wings are not dispersed, preferentially by wind. Consequently, the present study supports the hypothesis made by Suzuki and Ashton (1996): that the evolution of small wings appears to have arisen mainly due to a reduction in tree height and an increase in nut size.",9,Journal,ar,Article,100,2,2,Allometry | Evolution | Fruit | Samara | Seeds | Sterculiaceae | Wind dispersal | Winged diaspores | Winged seeds,23435,undefined,0,FALSE,16,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032694837,SCOPUS_ID:0032694837,2-s2.0-0032694837,Changes in the woody component of an East African savanna during 25 years,Van De Vijver C.,Journal of Tropical Ecology,02664674,15,5,545-564,1999-09-01,September 1999,10.1017/S0266467499001017,"Changes in density, structure and species composition of the woody component of the two predominant savanna types in Tarangire National Park, northern Tanzania, during a period of 25 y were investigated. The park is known for its large, increasing elephant numbers and high frequency of fires. In 1996 a study on woody species density, composition and age structure, which was first performed in 1971, was repeated, using the same transects and method. Access to the original data of 1971 allowed for a full comparison of the changes and an investigation whether these could be related to changes in elephant numbers and fire frequency. The total tree density declined during the 25 y, but the decline was not evenly distributed over the different height classes. Although the density of trees taller than 5 m declined significantly, the greatest decline occurred in the density of trees shorter than 1 m. The density of trees in the intermediate height class of 1-5 m did not decline. Although damage to trees by elephants increased during the 25-y period, c. 25% showed no browse damage and, except for some severely damaged trees, elephant damage was not found to reduce tree vigour. Elephants affected the size distribution of the savanna woody component much more than the density, while the data suggest no significant effect of fire on changes in tree density. The large decline in density of small trees was attributed to a severe drought in 1993. Based on large numbers of elephants during the past decades and on relatively low elephant impact on the total tree density, the present study suggests that the current elephant number of 2300 can be sustained in the park without causing detrimental effects, provided that their current range is maintained.",62,Journal,ar,Article,100,3,3,Deciduous and microphyll savanna | Elephants | Savanna structure | Tanzania | Tree density | Tree species | Woodland dynamics,23435,undefined,0,FALSE,17,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032694655,SCOPUS_ID:0032694655,2-s2.0-0032694655,Consumption of macro-fungi by invertebrates in a Mexican tropical cloud forest: Do fruit body characteristics matter?,Guevara R.,Journal of Tropical Ecology,02664674,15,5,603-617,1999-09-01,September 1999,10.1017/S0266467499001042,"The emphasis of antagonistic fungus-consumer interactions to date has been on temperate taxa and predominantly zoocentric, neglecting the effects on the fungal component. These interactions are expected to be especially complex and diverse in the tropics, where both components display their greatest diversity. Variability in fungivory (apparent biomass consumed) of understorey basidiomycetes in a tropical cloud forest was investigated to test whether this could be explained (at the proximate level) by apparency-related characteristics of the aboveground structures (colour of pileus, stipe and hymenium; size and aggregation), as has been suggested for plant-herbivore relationships. Considerable interspecific variation in fungivory was detected (range 0-50%). Cluster analysis showed that neighbouring clusters had dissimilar levels of fungivory. Such clusters were similar in colour attributes of aboveground structures, but differed in aggregation size and apparent biomass. A quantitative analysis also showed that colour attributes were not strongly associated with the observed variation of consumption levels, whereas apparent biomass and aggregation size did correlate with the observed variation in fungivory. Furthermore, specific identity correlated with fungivory. It was concluded that coloration patterns may not be important for fungivory, whereas genet size and species identity (probably via characteristics unrelated to apparency, such as mycotoxins and nutritional value) seemed to be critical factors.",16,Journal,ar,Article,100,2,2,Agaricales | Basidiomycota | Boletales | Cantherellales | El Triunfo | Evergreen cloud forest | Fungivory | Mycophagy | Russulales,23435,undefined,0,FALSE,18,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032693496,SCOPUS_ID:0032693496,2-s2.0-0032693496,Chemical defences of fruits and mast-fruiting of dipterocarps,Numata S.,Journal of Tropical Ecology,02664674,15,5,695-700,1999-09-01,September 1999,10.1017/S026646749900111X,NA,12,Journal,ar,Article,100,4,4,Chemical defence | Dipterocarps | Fruit dry weight | Mast-fruiting | Phenol concentration | Predator-satiation | Shorea,23435,undefined,0,FALSE,19,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032693123,SCOPUS_ID:0032693123,2-s2.0-0032693123,Growth and survival of aerial roots of hemiepiphytes in a lower montane tropical moist forest in Panama,Patiño S.,Journal of Tropical Ecology,02664674,15,5,651-665,1999-09-01,September 1999,10.1017/S0266467499001078,"Hemiepiphytic plants grow for part of their life as true epiphytes, then become terrestrial through the production of aerial roots that grow from the canopy to the ground. Long-term measurement of growth, dieback and mortality of aerial roots of hemiepiphytic plants in a lower montane moist tropical forest in western Panama was used to elucidate life-history strategies of hemiepiphytes from two families. The fates of 156 aerial roots of five species of Clusiaceae and Araceae were followed for 10 mo. Some roots were cut to experimentally study the effect of injury on resprouting and survival. Aerial roots of Araceae grew more than twice as fast as those of Clusiaceae but had a much greater mortality rate. Roots of both families grew much faster during the wet than dry season. Even for the fastest growing roots, growth and survival models suggest that only 18% of Araceae roots were likely to survive long enough to reach the ground from a branch 10 m high, whereas 87% of roots of Clusiaceae were likely to do so. This suggests that only those Araceae hemiepiphytes that produce a large number of aerial roots or are located close to the ground are likely to reach the soil.",21,Journal,ar,Article,100,4,4,Aerial roots | Araceae | Clusiaceae | Dieback | Panama,23435,undefined,0,FALSE,20,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032811784,SCOPUS_ID:0032811784,2-s2.0-0032811784,Seasonal rhythms and phenological plasticity of savanna woody species in a fallow farming system (South-west Burkina Faso),Devineau J.L.,Journal of Tropical Ecology,02664674,15,4,497-513,1999-07-01,July 1999,10.1017/S0266467499000978,"Leafing, flowering and fruiting of the 24 most representative species of trees and shrubs in Sudanian savannas and fallows near Bondoukuy (Burkina Faso) were studied for 2 y (May 1992 to June 1994). The period of defoliation was generally brief, and leaf flushing, flowering and fruiting occurred mostly in the dry season. The phenological behaviour varied nonetheless across species and individuals. A classification taking into account synchrony/asynchrony and duration in foliation, flowering, fruit ripening and seed dispersal phases allowed comparison of species' phenological plasticity. Species were distributed along a scale of increasing plasticity, from trees to shrubs. Along this scale, species of the Leguminosae appeared to be separated from those of the Combretaceae, the latter being generally considered as characterising fallow farming systems. These results provide new evidence about the effect of phylogenetic constraints on the phenological behaviour of the woody species of the Sudanian savannas.",50,Journal,ar,Article,100,1,1,Africa | Burkina Faso | Combretaceae | Leguminosae | Tree phenology | Tropical savanna,23435,undefined,0,FALSE,21,NA,NA,NA,NA
