@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/84888874158,SCOPUS_ID:84888874158,2-s2.0-84888874158,"Distribution of shallow water soft and hard bottom seabeds in the Isla del coco National Park, pacific Costa Rica",Sibaja-Cordero J.A.,Revista de Biologia Tropical,00347744,22152075,60,NA,53-66,2012-11-01,1 November 2012,"Geographic Information Systems (GIS) applications used in marine habitats are powerful tools for management and monitoring of marine reserves and resources. Here, we present a series of maps of the soft and hard substrates in the shallow waters (>80 m depth) of Parque Nacional Isla del Coco (PNIC= Isla del Coco National Park). We use bathymetry data and field data as input for a GIS, GAM, and kriging methods to generate a series of maps that describe the bottom characteristics. Eight types of bottom were found in the PNIC by composition and grain size. The shore of the island and islets consisted of rocky formations (mainly basalts), with coral reefs in the subtidal of some areas. Rhodolith beds had a dispersing distribution. The bottom on the southern and southwestern region is hard substrate, while sediments cover the northern and northeastern zones. Slightly gravelly sand dominated the bays, while gravelly sand (with more coarse grains) was frequent offshore. The inner areas of Chatham and Wafer bays have mud and organic matter. The sediments in the area are mostly carbonates, except in Bahía Yglesias where clastic sediments (from the erosion of basalts) are presented. The information generated in this study could be a valuable input for future monitoring in the PNIC.",13,NA,Journal,ar,Article,100,4,4,Carbonates | Costa Rica | Costal management | GIS | Isla del Coco | Maps | Reefs | Sand bottom | Sediments | Shallow water systems | Substrate,13567,undefined,0,FALSE,48,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84878147011,SCOPUS_ID:84878147011,2-s2.0-84878147011,"Ocurrence of the sea anemone Telmatactis panamensis (Verrill, 1869) (Cnidaria: Anthozoa: Actiniaria) at Isla del Coco National Park, Costa Rica",Acuña F.H.,Revista de Biologia Tropical,00347744,22152075,60,NA,201-205,2012-11-01,1 November 2012,"The sea anemone fauna of Isla del Coco National Park (also known as Cocos Island Nacional Park), Pacific Costa Rica is poorly known. In the present work we report the first occurrence of the species Telmatactis panamensis. Individuals of this sea anemone (n=24) were collected at Chatham Bay intertidal and at 15m depth in Punta Ulloa, in both cases attached to rocks; during the expedition UCR-UNA-COCO-I in April 2010. We provide photographs of live individuals, external anatomy and an inventory of cnidae of the studied specimens. Possibly this species is extended to greater depth as observed by other authors in the Galápagos Islands.",6,NA,Journal,ar,Article,100,3,3,Actiniaria | Cocos Islands | Costa Rica | Isla del Coco | Sea anemone | Telmatactis panamensis | Tropical Eastern Pacific,13567,undefined,0,FALSE,49,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877936487,SCOPUS_ID:84877936487,2-s2.0-84877936487,"Isla del coco, on cocos plate, converges with Isla de San Andrés, on the Caribbean plate, at 78mm/yr",Protti M.,Revista de Biologia Tropical,00347744,22152075,60,NA,33-41,2012-11-01,1 November 2012,"Isla del Coco is the only land mass of the Cocos Plate that emerges above sea level. This makes it the only place where Cocos Plate motion can be measured using Global Navigation Satellite System (GNSS) monitoring. Global Positioning System (GPS) observations have been carried out sporadically over more than two decades on Isla del Coco, allowing precise measurement of the motion of the Cocos Plate. Recently, in May 2011, a continuous GPS station was built and instrumented at Isla del Coco, in Wafer Bay, by OVSICORI-UNA and UNAVCO, as part of the COCONet regional GNSS network. Position time series from this CGPS station (ISCO: Isla del Coco) show a steady motion of Isla del Coco at a speed of 90.9±1.5mm/yr in the N35oE direction in ITRF2008 and convergence with the Caribbean Plate at 78±1mm/yr. This result is consistent with the findings of the earliest GPS studies, and agrees within uncertainty with the estimated convergence rate of 76.4±X mm/ yr of the MORVEL plate motion model. MORVEL is based on an average over the last 780,000 years, and our result suggests that Cocos-Caribbean plate motions have been constant over that time interval.",15,NA,Journal,ar,Article,100,4,4,Caribbean Plate | Cocos Plate | Continuous GPS (CGPS) | GPS | Isla del Coco | Plate motion,13567,undefined,0,FALSE,50,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84878089316,SCOPUS_ID:84878089316,2-s2.0-84878089316,Thanks,Núñez J.,Revista de Biologia Tropical,00347744,22152075,60,SUPPL. 2,NA,2012-10-01,2012,NA,0,NA,Journal,no,Note,100,1,1,NA,13567,undefined,0,FALSE,51,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84878086515,SCOPUS_ID:84878086515,2-s2.0-84878086515,Introduction,Núñez J.,Revista de Biologia Tropical,00347744,22152075,60,SUPPL. 2,NA,2012-10-01,2012,NA,0,NA,Journal,ed,Editorial,100,1,1,NA,13567,undefined,0,FALSE,52,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84878039458,SCOPUS_ID:84878039458,2-s2.0-84878039458,Dedication,Núñez J.,Revista de Biologia Tropical,00347744,22152075,60,SUPPL. 2,NA,2012-10-01,2012,NA,0,NA,Journal,ed,Editorial,100,1,1,NA,13567,undefined,0,FALSE,53,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866689400,SCOPUS_ID:84866689400,2-s2.0-84866689400,"Geology of Bahia Culebra, Guanacaste, Costa Rica",Zúñiga P.H.,Revista de Biologia Tropical,00347744,22152075,60,SUPPL. 2,213-223,2012-10-01,2012,"The geology of Culebra Bay, Guanacaste, Costa Rica, is composed of volcanic rocks of oceanic crust; marine sediments deposited on the slope, continental platform and superficial zones nearby to the coast, pyroclastic rocks inset with continental sediments and recent Quaternary deposits. At the base of the stratigraphy sequence the massive basalts outcrop, sometimes as pillow, from Nicoya complex with aphanitic texture with olivine phenocrysts, augites and plagioclases. Into the same formation are included intrusives of massive gabro with pyroxene and plagiogranites with phenocrysts of plagioclases and hornblendite. Then limestones outcrop from El Viejo formation formed by colonies of reefs and limestone rocks. The Montezuma formation is composed of fossiliferous sandstone, facies of sandstone with cross-lamination and facies of sandstone and lutites. The Dacitas Carbonal are composed of lavas with pumice clasts and alteration minerals. The Bagaces formation is composed of several eruptive events with ignimbrites and possibly of a sand volcaniclastic sedimentary deposit. At the top of the stratigraphic sequence are included, product of factors such as colluvial erosion, and beach sand, areas of mangrove sediments and alluvium.",2,NA,Journal,ar,Article,100,2,2,Bahía Culebra | Costa Rica | Geology,13567,undefined,0,FALSE,54,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866720477,SCOPUS_ID:84866720477,2-s2.0-84866720477,Geometric wing morphometrics for Chrysomya albiceps and C. megacephala identification (Diptera: Calliphoridae) from Venezuela,Vásquez M.,Revista de Biologia Tropical,00347744,22152075,60,3,1249-1258,2012-09-01,September 2012,"Calliphoridae is one of the families with the greatest number of species with forensic importance, which immature stages feed and develop on decaying material. In Venezuela, there are few studies on this taxon reporting the dominance of Chrysomya over other carrion flies. The goal of this study was to analyze the variations on wing morphometrics, to support the identification of two forensic flies. For this we photographed a total of 168 wings from C. albiceps (n=111) and C. megacephala (n=57). Landmark coordinate (x, y) configurations were registered and aligned by Generalized Procrustes Analysis. Principal Component Analysis and shape significance test based on Procrustes distance were implemented. Statistical analysis of variance found significant differences in wing isometric size (Kruskal-Wallis). The PCA showed the separation between species, and shape test showed significant differences (F Goodall's). The main differences between both species were localized on subcosta rupture, join of R2+3 with wing border, join of dm-cu, and join of Cu with bm-cu, suggesting that wing morphometrics is a suitable tool in the discrimination of blowfly species.",16,23025095,Journal,ar,Article,100,2,2,Chrysomyinae | Forensic entomology | Landmarks | Procrustes,13567,undefined,0,FALSE,55,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866709266,SCOPUS_ID:84866709266,2-s2.0-84866709266,Aerial organ anatomy of Smilax syphilitica (Smilacaceae),Silva J.,Revista de Biologia Tropical,00347744,22152075,60,3,1137-1148,2012-09-01,September 2012,"Smilax L. in Brazil is represented by 32 taxa and it is a taxonomically difficult genus because the plants are dioecious and show wide phenotypic variation. The analysis and use of leaf anatomy characters is recognized as a frequently successful taxonomic method to distinguish between individual taxon, when floral material is absent or minute differences in flowers and foliage exist such as in Smilax. The aim of this study was to characterize the anatomical features of the aerial organs in Smilax syphilitica collected from the Atlantic Rainforest, in Santa Teresa-ES and the Smilax aff. syphilitica from the Amazon Rainforest, in Manaus, Brazil. For this, a total of three samples of Smilax were collected per site. Sample leaves and stems were fixed with FAA 50, embedded in historesin, sectioned on a rotary microtome, stained and mounted in synthetic resin. Additionally, histochemical tests were performed and cuticle ornamentation was analyzed with standard scanning electron microscopy. S. syphilitica and S. aff. syphilitica differed in cuticle ornamentation, epidermal cell arrangement and wall thickness, stomata type and orientation, calcium oxalate crystal type, and position of stem thorns. Leaf blades of S. syphilitica from the Amazon Rainforest have a network of rounded ridges on both sides, while in S. aff. syphilitica, these ridges are parallel and the spaces between them are filled with numerous membranous platelets. Viewed from the front, the epidermal cells of S. syphilitica have sinuous walls (even more pronounced in samples from the Amazon); while in S. aff. syphilitica, these cells are also sinuous but elongated in the cross-section of the blade and arranged in parallel. Stomata of S. syphilitica are paracytic, whereas in S. aff. syphilitica, are both paracytic and anisocytic, and their polar axes are directed towards the mid-vein. Calcium oxalate crystals in S. syphilitica are prisms, whereas in S. aff. syphilitica, crystal sand. Thorns occur in nodes and internodes in S. syphilitica but only in internodes in S. aff. syphilitica. These features have proven to be of diagnostic value and may support a separation into two species, but future studies are needed to confirm that S. aff. syphilitica is indeed a new taxon.",1,23025085,Journal,ar,Article,100,3,3,Aerial stems | Crystals | Cuticle | Greenbrier | Leaves | Smilacaceae,13567,undefined,0,FALSE,56,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866702972,SCOPUS_ID:84866702972,2-s2.0-84866702972,Reproductive behavior of Opistognathus rosenblatti (Perciformes: Opistognathidae) in captivity,Contreras M.,Revista de Biologia Tropical,00347744,22152075,60,3,1303-1315,2012-09-01,September 2012,"The Blue Spotted Jawfish O. rosenblatti, is an endemic species from the Gulf of California, included in the local list of protected species. With few biological reports, this species is appreciated in the aquarium industry due to its coloration and digging behaviour, and has a considerable value. With the aim to generate valuable biological information, eight fishes were caught at Loreto Natural Marine Protected Area. Captured fishes were juveniles, and just three of them were kept in an aquarium conditioned with gravel, pieces of shells and coral as substrata. Temperature and photoperiod conditions were stable, and they were supplied with a variety of live and inert feeds. Fishes reached maturity in eight months, according to literature reports, displaying mature male courtship coloration and upward movements in the water column. Fishes spawned several times over more than two years in captivity. Presences of egg masses, or some evidence of egg shell or larvae, were registered in 50 occasions. Male took care of eggs in his shelter, but never in his mouth. Egg masses had an average of 3 592 eggs, with a hatching rate close to 99%. Eggs were apparently rounded having three diameter measurements with significant differences (1.17mm mean higher diameter, SD=0.054; 1.13mm mean lower diameter, 0.058; 0.99mm mean height, 0.045; n=125). Most of corion eggs had four, rarely six filaments; with a single oil drop (0.30mm mean diameter, 0.021, n=59). Incubation lasted 10.4 days (9-14), depending on water temperature (21.0-25.3°C). Egg hatching occurred after darkness, emerging newly hatched larvae of 4.51mm mean notochord length (0.082, n=30), with reserves exhausted, eyes pigmented and mouth opened, ready to eat. This study represents the first report on this species courtship displaying, spawning and some basic characteristics of eggs masses and larvae in captivity. Also, their flexibility and adaptability of individual behaviour to particular environment conditions, lead to consider worth their commercial culture, as already occur with other species of this family.",0,23025099,Journal,ar,Article,100,4,4,Courtship | Jaw fish | Opistognathus rosenblatti | Ornamental fish | Reproduction | Spawning,13567,undefined,0,FALSE,57,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866701204,SCOPUS_ID:84866701204,2-s2.0-84866701204,"Demography of zooplankton (Anuraeopsis fissa, Brachionus rubens and Moina macrocopa) fed Chlorella vulgaris and Scenedesmus acutus cultured on different media",Morales-Ventura J.,Revista de Biologia Tropical,00347744,22152075,60,3,955-965,2012-09-01,September 2012,"Generally zooplankton growth is often limited by the quality of their algal diet. A cheaper common practice in aquaculture, is to culture algae with fertilizers; however, the demography of zooplankton when fed these algae has not yet been evaluated. We studied the population growth and life table demography of the rotifers Anuraeopsis fissa and Brachionus rubens, and the cladoceran Moina macrocopa. For this, the algae Scenedesmus acutus or Chlorella vulgaris were cultured on defined (Bold's basal) medium or the commercial liquid fertilizer (Bayfolan). Experiments were conducted at one algal concentration 1.0x106cells/mL of C. vulgaris or its equivalent dry weight of 0.5x106cells/mL of S. acutus. The population dynamics were tested at 23±1°C in 100mL transparent jars, each with 50mL of the test medium, with an initial density of 0.5indiv/mL, for a total of 48 test jars (3 zooplankton 2 algal species x 2 culture media x 4 replicates). For the life table experiments with M. macrocopa, we introduced 10 neonates (<24h old) into each test jar containing the specific algal type and concentration. For the rotifer experiments, we set 5mL tubes with one neonate each and 10 replicates for each algal species and culture medium. We found that the average rotifer life span was not influenced by the diet, but for M. macrocopa fed S. acutus cultured in Bold's medium, the average lifespan was significantly lower than with the other diets. The gross and net reproductive rates of A. fissa (ranging from 18-36 offspring per female) were significantly higher for C. vulgaris cultured in Bold medium. Regardless of the culture medium, Chlorella resulted in significantly higher gross and net reproductive rates for B. rubens than S. acutus diets. The reproductive rates of M. macrocopa were significantly higher in all the tested diets except when fed with S. acutus in Bold medium. The population increase rate, derived from growth experiments of A. fissa and B. rubens, ranged from 0.1-0.25/d and were significantly higher on C. vulgaris cultured in liquid fertilizer as compared to the other diets. The growth rates of M. macrocopa ranged from 0.1 to 0.38/d, and were highest with diets of C. vulgaris cultured in Bold medium and S. acutus cultured in fertilizer. Thus, regardless of the culture medium used, the growth rates of the evaluated zooplankton species were higher with Chlorella than with Scenedesmus. The peak population density was highest (2 800ind/mL) for A. fissa fed Chlorella that was cultured on liquid fertilizers, while B. rubens and M. macrocopa had peak abundances of 480 and 12ind/mL, respectively under similar conditions.",6,23025072,Journal,ar,Article,100,4,4,Algae | Cladocera | Diet | Fertilizer | Population growth | Rotifera | Zooplancton,13567,undefined,0,FALSE,58,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866697131,SCOPUS_ID:84866697131,2-s2.0-84866697131,Approach to Spodoptera (Lepidoptera: Noctuidae) phylogeny based on the sequence of the cytocrhome oxydase I (COI) mitochondrial gene,Saldamando C.I.,Revista de Biologia Tropical,00347744,22152075,60,3,1237-1248,2012-09-01,September 2012,"The genus Spodoptera includes 30 species of moths considered important pests worldwide, with a great representation in the Western Hemisphere. In general, Noctuidae species have morphological similarities that have caused some difficulties for assertive species identification by conventional methods. The purpose of this work was to generate an approach to the genus phylogeny from several species of the genus Spodoptera and the species Bombyx mori as an out group, with the use of molecular tools. For this, a total of 102 S. frugiperda larvae were obtained at random in corn, cotton, rice, grass and sorghum, during late 2006 and early 2009, from Colombia. We took ADN samples from the larval posterior part and we analyzed a fragment of 451 base pairs of the mitochondrial gene cytochrome oxydase I (COI), to produce a maximum likelihood (ML) tree by using 62 sequences (29 Colombian haplotypes were used). Our results showed a great genetic differentiation (K2 distances) amongst S. frugiperda haplotypes from Colombia and the United States, condition supported by the estimators obtained for haplotype diversity and polymorphism. The obtained ML tree clustered most of the species with bootstrapping values from 73-99% in the interior branches; with low values also observed in some of the branches. In addition, this tree clustered two species of the Eastern hemisphere (S. littoralis and S. litura) and eight species of the Western hemisphere (S. androgea, S. dolichos, S. eridania, S. exigua, S. frugiperda, S. latifascia, S. ornithogalli and S. pulchella). In Colombia, S. frugiperda, S. ornithogalli and S. albula represent a group of species referred as ""the Spodoptera complex"" of cotton crops, and our work demonstrated that sequencing a fragment of the COI gene, allows researchers to differentiate the first two species, and thus it can be used as an alternative method to taxonomic keys based on morphology. Finally, the ML tree did not cluster S. frugiperda with S. ornithogalli, suggesting that both species do not share the same recent ancestral even though they coexist in cotton. We suggest sequencing other genes (mitochondrial and nuclear) to increase our understanding of this genus evolution.",3,23025094,Journal,ar,Article,100,2,2,Cryptic species | Gene COI | Phylogeny | Spodoptera,13567,undefined,0,FALSE,59,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866692323,SCOPUS_ID:84866692323,2-s2.0-84866692323,Filamentous and phosphate solubilizing fungi relationships with some edaphic parameters and coffee plantations management,Posada R.H.,Revista de Biologia Tropical,00347744,22152075,60,3,1075-1096,2012-09-01,September 2012,"Soil properties and the environment have multiple outcomes on fungal communities. Although, the interaction effects between management intensity, pH, available phosphorus, organic carbon, soil texture and different fractions of water stable macro-aggregates on the communities of microscopic filamentous fungi (MFF), iron phosphate solubilizing fungi (PSF-Fe), and iron and calcium phosphate solubilizing fungi (PSF-(Fe+Ca)), have been previously evaluated in field conditions, this has never been performed in terms of their combined effects, neither with phosphate solubilizing fungi. To assess this, we collected 40 composite soil samples from eight Mexican and Colombian coffee plantations, with different management intensities and physico-chemical edaphic parameters, during 2008-2009. We isolated different communities of MFF, PSFFe and PSF-(Fe+Ca), by wet sieving and soil particles culture in Potato-Dextrose-Agar from soil samples, and we classified isolates in terms of their phosphate solubilizing ability. Following the principal component analysis results, we decided to analyze fungal communities and abiotic factors interactions for each country separately. Structural Equation Models revealed that organic carbon was positively associated to MFF richness and number of isolates (λ>0.58), but its relationship with PSF-Fe and PSF-(Fe+Ca) were variable; while the available phosphorus, pH and water stable macro-aggregate fractions did not show a clear pattern. Management intensity was negatively related to PSF-Fe (λ≤-0.21) morphotype richness and the number of isolates in Colombian coffee plantations. We found that the relationships of clay and organic carbon content, and available phosphorus and soil pH, with the species richness and number of isolates of MFF, PSF-Fe and PSF-(Fe+Ca) were highly variable; this made impossible to generalize the responses between saprotrophic fungal groups and geographic zones. The management intensity was not related to species richness and number of isolates of MFF in any coffee areas, while for PSF the relationship could not be defined. The different water stable macro-aggregates fractions did not show a defined pattern in relation to the species richness and the number of isolates of saprophytic and phosphate solubilizing fungi (PSF). This study highlights the need to take into account edaphic and geographic context in order to reach a better understanding of the intensity management effects on MFF and PSF function in agroecosystems.",6,23025081,Journal,ar,Article,100,5,5,Fungal abundance | Fungal richness | Iron phosphate | Soil | Structural equation models | Tricalcium phosphate | Water-stable aggregates,13567,undefined,0,FALSE,60,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866691944,SCOPUS_ID:84866691944,2-s2.0-84866691944,"Heavy metal profile of water, sediment and freshwater cat fish, Chrysichthys nigrodigitatus (Siluriformes: Bagridae), of Cross River, Nigeria",Ayotunde E.O.,Revista de Biologia Tropical,00347744,22152075,60,3,1289-1301,2012-09-01,September 2012,"Cross River serves as a major source of drinking water, transportation, agricultural activities and fishing in Cross River State, Nigeria. Since there is no formal control of effluents discharged into the river, it is important to monitor the levels of metals contaminants in it, thus assessing its suitability for domestic and agricultural use. In order to determine this, three sampling stations designated as Ikom (Station I), Obubra Ogada (Station II) and Calabar (Station III) were randomly selected to study. For this, ten samples of the freshwater Silver Catfish (Chryshchythys nigrogitatus) (29.4-39.5cm SL, 310-510g), sediment and water were collected from each sampling Station from June 2009-June 2010. The heavy metals profiles of Zn, Cu, Fe, Co, Pb, Cd and Cr, in water, sediments and fish muscle were analyzed by atomic absorption spectrophotometry (AAS). In fish, the heavy metals concentration was found to be Cu>Fe>Zn>Cu>Pb>Cd>Co; the highest mean concentration of Copper (0.297±0.022 μg/g), Cadmium (0.011±0.007μg/g), Iron (0.371±0.489μg/g), Lead (0.008±0.008μg/g), were determined for the fish. In water, the order was found to be Fe>Pb>Zn>Cu>Cr>Cd>Co; the highest mean concentration of Iron (0.009±0.00μg/g), Copper (0.015±0.01 μg/g), Lead (0.0002±0.00μg/g) Cadmium (0.0006±0.001μg/g), Zinc (0.0036±0.003μg/g), were observed in the surface water, respectively. The highest mean concentration of Copper (0.037±0.03μg/g), Iron (0.053±0.04μg/g), Lead (0.0002±0.00μg/g), Cobalt (0.0002±0.00μg/g), Cadmium (0.0006±0.001μg/g) and Zinc (.009±0.0015μg/g) was observed in the bottom water. In sediments, the concentration order found was Zn>Fe>Cu>Pb>Co>Cd; the highest mean concentration of 0.057±0.04μg/g, 0.043±0.03μg/g, 0.0006±0.00μg/g, 0.0002±0.00μg/g, 0.0009±0.00μg/g, 0.099±0.00404μg/g in Iron, Copper, Lead, Cobalt, Cadmium and Zinc were observed in the sediment, respectively; Chromium was not detected in the sediment for the whole sampling area. Most of the heavy metals were below the maximum allowable levels set by the WHO, FEPA and USEPA, except Zinc which mean concentration of 0.099±0.00404μg/g was above the recommended limit of 0.0766μg/g of USEPA in the sediment at Ikom. This implies that the waste assimilation capacity of the river is high, a phenomenon that could be ascribed to dilution, sedimentation and continuous water exchange. This is an indication that an urban and industrial waste discharged into the Cross River has a significant effect on the ecological balance of the river. Thus fish species from the Cross River harvested are safe for human consumption.",14,23025098,Journal,ar,Article,100,3,3,Cross river | Fish | Heavy metals | Maximum limit | Sediment | Water,13567,undefined,0,FALSE,61,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866686213,SCOPUS_ID:84866686213,2-s2.0-84866686213,"Distribution, density an size structure of Oreaster reticulatus and Luidia senegalensis (Echinodermata: Asteroidea) in Cubagua Island, Venezuela",Tagliafico A.,Revista de Biologia Tropical,00347744,22152075,60,3,1149-1159,2012-09-01,September 2012,"There is limited biological information about the starfish Oreaster reticulatus and the nine-armed starfish Luidia senegalensis in Venezuelan waters. These species are currently considered threatened in many localities of the Caribbean, Brazil and Colombia. Therefore, the aim of this study was to describe their population density, size distribution and population structure in Cubagua Island. During 2008, 52 stations located around the island were evaluated using band transects of 50m2. Each organism was counted and measured (maximum radius), and its size was compared to the maturity length reported in the literature. The results for O. reticulatus include: 167.3ind./ha; 33% juveniles and 67% adults; average size of 10.7±5cm (range: 2.2-21cm); a wide distribution around the island, with higher densities in the Eastern and Southwest areas. The 50% of the specimens were found in seagrass beds, 25% in sand, 16% in areas covered by decomposed seaweeds, 9% in oyster beds and 1% coralline patches. The densities of O. reticulatus were higher than those reported in the Caribbean, Panama and Puerto Rico, but lower than Venezuelan National Parks: Mochima and Morrocoy; as well as in the Virgin Islands and Belize. For L. senegalensis we found an average density of 40ind./ha; 95% exceeded the reported size at maturity, with mean length of 12cm±3.5cm (range: 3.5-22.3cm); they were found only in 15% of the stations of which 92.5% were sandy bottoms and the other 7.5% oyster beds. The degree of aggregation of L. senegalensis was greater than O. reticulatus, with an estimated k of 0.06. However, it was not possible to compare the densities of L. senegalensis with any other study. For both species is recommended to carry out reproductive studies and to monitor their population densities to infer temporal variations.",2,23025086,Journal,ar,Article,100,3,3,Asteroidea | Cushion sea star | Equinoderm | Nine-armed sea star | Sea stars,13567,undefined,0,FALSE,62,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866681984,SCOPUS_ID:84866681984,2-s2.0-84866681984,Bioecological characteristics of earthworm populations (Oligochaeta: Glossoscolecidae) in a natural and a protected savanna in the central Llanos of Venezuela,Hernández L.,Revista de Biologia Tropical,00347744,22152075,60,3,1217-1229,2012-09-01,September 2012,"In tropical savannas, the earthworm communities have a predominant role since they regulate the soil structure and dynamics of the organic matter. To study the effect on earthworm populations in two differently managed savannas, we compared the general aspects of the biology and ecology of earthworm populations from a 40 years protected savanna (SP) with no fire or cattle raising at the Estación Biológica de los Llanos, Venezuela (EBLL), and a natural savanna (SNI), under normal burning and cattle raising management conditions. Sampling was carried out at the end of the dry season (April), and at the peak of the wet season (July-August). The main physical properties of soils per system were estimated. In each system, in plots of 90x90m, five fixed sampling units were selected at random; and at each sampling point one soil monolith of 25x25x30cm was collected per unit. Earthworms were extracted using the hand sorting extraction method; and the flotation method was used to estimate the density of cocoons. The earthworms were classified in different ecological categories considering their pigmentation, size and depth profile distribution. As a result of the savanna protection, physical parameters were modified in relation to SNI. The SP soils had higher soil moisture when compared to SNI. Soil moisture varied with depth during the dry season since, after the start of the rainy season, the soil was saturated. Field capacity in the SP was greater than that in the SNI. The surface apparent bulk density of soil was lower in the SP respect SNI, reflecting a lower soil compaction. Total average for the density and biomass of earthworms differed greatly, showing higher values in the SP. The earthworm density average in SP ranged between 25.6-85 individuals/m2 and the average biomass between 6.92-23.23g/m2. While in SNI, earthworms were only found in August, with a mean density of 22.40individuals/m2 and a mean biomass of 5.17g/m2. The vertical distribution pattern was only analyzed for the SP, and as in the SNI, no earthworms were found during the dry season; in the SP, a migration of earthworms to deeper layers during the dry season was observed; while in the rainy season they moved to upper soil layers to feed. The systems were characterized by abundance in juvenile Glossoscolecidae family earthworms which might be included in the endo-anecic ecological category. Results suggest that savanna agricultural management can modify an important fraction of pedofauna, particularly their earthworm communities, by modification of soil properties.",5,23025092,Journal,ar,Article,100,3,3,Earthworms | Macrofauna | Savanna,13567,undefined,0,FALSE,63,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866681828,SCOPUS_ID:84866681828,2-s2.0-84866681828,"Potential distribution of jaguar, Panthera onca (Carnivora: Felidae) in Guerrero, Mexico: Persistence of areas for its conservation",Cuervo-Robayo A.,Revista de Biologia Tropical,00347744,22152075,60,3,1357-1367,2012-09-01,September 2012,"Potential distribution of jaguar, Panthera onca (Carnivora: Felidae) in Guerrero, Mexico: persistence of areas for its conservation. Studies about the permanence of natural protected areas are important, because they contribute to the promotion of the conservation target and to optimize economical and human resources of specific areas. Although there are no natural protected areas in Guerrero, it has suitable habitat for the jaguar, a common species used for planning and management of conservation areas. Since, there is actual evidence that environmental and anthropogenic variables may modify vertebrate species distribution with time, in this study we predicted the potential distribution of Panthera onca using MaxEnt for this Southeastern region. In addition, we made a projection considering the effect of a moderate climate change scenario, to evaluate the stability of the conservation area for a period of 24 years. Furthermore, we applied three threat scenarios for the actual prediction to define conservation priorities areas. In our results, we have found that 18 361Km2 (29%) of this state has a permanent suitable habitat for jaguar conservation in the Sierra Madre del Sur and Pacific coast, with a possible loss of 2 000km2 in 24 years. This habitat is characterized by a 56% of temperate forest (mainly conifers and hardwoods 34%), and 35% of tropical deciduous forest. With the projections, the Southeastern region resulted with the higher anthropogenic impacts, while at the same time, an area of 7 900km2 in the Central-Western state was determined as a priority for conservation. To assure jaguar conservation, we propose the inclusion of this new conservation area, which is located in the Sierra Madre del Sur, with which we may potentially preserve other 250 species of threatened vertebrates. This way, the suggested habitat conservation may represent a local effort in Guerrero and will strengthen the biological corridor network for P. onca protection in Latin America.",11,23025104,Journal,ar,Article,100,2,2,Guerrero | MaxEnt | Natural protected areas | Panthera onca,13567,undefined,0,FALSE,64,NA,NA,NA,NA,NA
