@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0033512699,SCOPUS_ID:0033512699,2-s2.0-0033512699,A nectar reward: Is more better?,Salguero-Faria J.A.,Biotropica,00063606,31,2,303-311,1999-01-01,1999,"Characters involved in pollinator attraction are likely maintained by selection. Plants that invest more in floral displays and/or rewards are expected to attract more pollinators than those that do not. A large number of plants, however, are severely pollen-limited yet either produce small rewards or none at all. The orchid, Comparettia falcata, is a pollinator- dependent, self-compatible epiphyte distributed throughout the Greater Antilles, Central and South America. In Puerto Rico where it is pollinated by the hummingbird Chlorostilbon maugaeus, C. falcata presents a smaller nectar reward than most other plants pollinated by the same species. To determine whether or not selection would favor the production of higher nectar levels, we enhanced the quantity of nectar offered by flowers in a Puerto Rican population for two flowering seasons. We monitored visitation frequencies, pollen movement, and reproductive success at three sites with different canopy coverages. Daily censuses of hummingbirds provided estimates of relative pollinator abundance. A multiway contingency test employing Wald's statistic showed no overall differences in reproductive success between plants with enhanced rewards and unmanipulated controls. Site differences, however, were clear. Plants of the mid- and high-light sites had greater success than those of the low-light site, and the differences were usually at least two-fold. There was a significant site-treatment interaction in reproductive success that could be attributed to the overall trend whereby controls of both mid- and high-light sites did better than the nectar-enhanced plants. Most of the observed pollinations (85%) with stained pollinia resulted in self-pollinations that did not differ among treatments. Seed crops from self- and cross-pollinations revealed no differences in the number of viable seeds. Because we found little evidence of selection for increasing nectar reward via inbreeding depression or male and female reproductive success, and previous studies have indicated that meager natural levels of reward are better than none at all, we suspect that reward production in C. falcata may be driven by a combination of pollination-limitation and resource constraints.",27,Journal,ar,Article,100,2,2,Chlorostilbon maugaeus | Comparettia falcata | Fruit set | Geitonogamy | Hummingbird pollination | Inbreeding | Natural selection | Orchid | Pollen flow | Pollination-limitation | Pollinator attraction | Puerto Rico,13817,undefined,0,FALSE,17,10.1111/j.1744-7429.1999.tb00142.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033512104,SCOPUS_ID:0033512104,2-s2.0-0033512104,Selection of oviposition sites by a lepidopteran community of a tropical forest in southeastern Brazil,Freitas A.,Biotropica,00063606,31,2,372-375,1999-01-01,1999,NA,9,Journal,no,Note,100,3,3,Forest edge | Leaf size | Lepidopteran community | Oviposition sites | Plant vigor | Tropical forest,13817,undefined,0,FALSE,18,10.1111/j.1744-7429.1999.tb00150.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033512103,SCOPUS_ID:0033512103,2-s2.0-0033512103,The bromeliad microcosm and the assessment of faunal diversity in a neotropical forest,Richardson B.,Biotropica,00063606,31,2,321-336,1999-01-01,1999,"The faunas of tank bromeliads were sampled over two years in three forest types at different elevations in the Luquillo Experimental Forest, Puerto Rico, and the diversity of their animal communities compared. Bromeliad plants behaved as islands in that, within forests, the species richness and abundance of their animal communities were significantly and positively correlated with increase in plant size. The amount of canopy debris they accumulated was similarly correlated with increase in plant size. Overall diversity was lowest in the dwarf forest, where plants were uniformly small. Animal communities were stable from year to year, and could be characterised for each forest type and for compartments within the plant. They showed a pattern of high dominance, which increased with elevation (McNaughton index 37, 54, and 73, respectively, for the tabonuco, palo colorado, and dwarf forest). Alpha-diversity for sites sampled in each year reflected net primary productivity (NPP) of the forest, declining with increasing elevation when animal abundance measures were used (jackknife estimates of Simpson's diversity index 6.54 and 11.04 [tabonuco], 3.53 and 6.22 [palo colorado], and 2.75 and 2.17 [dwarf forest]). Species richness over the two years, however, was highest in the intermediate palo colorado forest (187 species), compared to 146 and 88 in the tabonuco and dwarf forests, respectively. These figures were close to jackknife estimates of maximum species richness. The difference in species richness between tabonuco and palo colorado forests was significant in one year only. In addition to NPP, other factors, such as litter quality and the structural complexity of the habitat in the palo colorado forest, may have influenced species richness. The most abundant species in individual plants were also the most widely occurring, confirming known patterns of abundance and distribution in other functional groups. Diversity within bromeliad microcosms at different elevations supported known relationships between diversity, productivity, and habitat complexity along gradients and was not related to differences in the total bromeliad habitat available for colonization.",182,Journal,ar,Article,100,1,1,Bromeliads | Diversity | Dwarf forest | Elevation | Fauna | Neotropical | Palo colorado | Productivity | Puerto Rico | Tabonuco,13817,undefined,0,FALSE,19,10.1111/j.1744-7429.1999.tb00144.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033508842,SCOPUS_ID:0033508842,2-s2.0-0033508842,Responses of tropical understory plants to a severe drought: Tolerance and avoidance of water stress,Tobin M.F.,Biotropica,00063606,31,4,570-578,1999-01-01,December 1999,"Shade-tolerant understory shrubs and subcanopy trees constitute most of the woody species in Neotropical moist forest, but studies demonstrating physiological differences among these species are few. Shade-tolerant species that coexist in the forest understory exhibit differences in leaf life span that have been associated with variation in physiological traits. We hypothesized that water relations of understory species with widely divergent leaf life spans differ in response to drought. Although severe drought is infrequent in Neotropical moist forest, we studied the water relations of shade-tolerant understory species with short or long leaf life spans during the severe 1991-1992 dry season on Barro Colorado Island, Panama. The predawn leaf water potential declined to -2.8 and -3.6 MPa during the dry season in Hybanthus prunifolius and Psychotria horizontalis, respectively, two species with short leaf life spans, but remained above - 1.3 MPa in two species with long leaf life spans, Swartzia simplex and Ouratea lucens. The midday leaf water potential dropped as low as -3.4 and -4.5 MPa for H. prunifolius and P. horizontalis, respectively. The osmotic potential of H. prunifolius and P. horizontalis and another species with short leaf life span, Alseis blackiana, decreased early in the dry season, a period during which all three had substantially negative predawn water potential. In contrast, the osmotic potential of S. Simplex, O. lucens, and Licania platypus, a third species with long leaf life span, declined late in the dry season, even though we observed little change in predawn water potential for S. simplex and O. lucens. We conclude that the variable and potentially severe dry season in Neotropical moist forest can be sufficiently intense to severely limit soil moisture availability for understory plants. H. prunifolius and P. horizontalis tolerated dehydration, whereas S. simplex and O. lucens postponed dehydration.",37,Journal,ar,Article,100,3,3,Drought | Leaf life span | Leaf water potential | Panama | Pressure-volume curves | Tropical moist forest | Water relations,13817,undefined,0,FALSE,20,10.1111/j.1744-7429.1999.tb00404.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033507722,SCOPUS_ID:0033507722,2-s2.0-0033507722,"Effects of elevated CO<inf>2</inf> and defoliation on compensatory growth and photosynthesis of seedlings in a tropical tree, Copaifera aromatica",Lovelock C.,Biotropica,00063606,31,2,279-287,1999-01-01,1999,"After defoliation by herbivores, some plants exhibit enhanced rates of photosynthesis and growth that enable them to compensate for lost tissue, thus maintaining their fitness relative to competing, undefoliated plants. Our aim was to determine whether compensatory photosynthesis and growth would be altered by increasing concentrations of atmospheric CO2. Defoliation of developing leaflets on seedlings of a tropical tree, Copaifera aromatica caused increases in photosynthesis under ambient CO2, but not under elevated CO2. An enhancement in the development of buds in the leaf axils followed defoliation at ambient levels of CO2. In contrast, under elevated CO2, enhanced development of buds occurred in undefoliated plants with no further enhancement in bud development due to exposure to elevated CO2. Growth of leaf area after defoliation was increased, particularly under elevated CO2. Despite this increase, defoliated plants grown under elevated CO2 were further from compensating for tissue lost during defoliation after 5 1/2 weeks than those grown under ambient CO2 concentrations.",23,Journal,ar,Article,100,3,3,Compensatory growth | Copaifera aromatica | Elevated CO 2 | Panama | Photosynthesis | Tropical forest,13817,undefined,0,FALSE,21,10.1111/j.1744-7429.1999.tb00139.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033507721,SCOPUS_ID:0033507721,2-s2.0-0033507721,"Factors related to the recovery of subalpine woodland on Mauna Kea, Hawaii",Hess S.C.,Biotropica,00063606,31,2,212-219,1999-01-01,1999,"We measured mature tree and sapling density, tree associations, crown size, age structure, recovery from ungulate browsing, and grass cover at four study sites in two types of subalpine woodland on Mauna Kea volcano, island of Hawaii. Beginning in 1981, introduced ungulates were reduced in number to allow regeneration of Sophora chrysophylla (mamane) in habitat supporting the endangered Hawaiian finch, Loxioides bailleui (palila). We found Sophora regeneration at all four study sites, but regeneration was higher in mixed species woodland with codominant Myoporum sandwicense (naio) than in areas where Sophora dominated. Regeneration of Myoporum was uniformly very low in comparison. Invasive grass cover, which suppresses Sophora germination, was highest in mid-elevation woodland where Sophora dominated. The distribution of mature and sapling Sophora were both related to study site, reflecting previous ungulate browsing and uneven recovery due to grasses. Densities of Sophora snags were not different among any of the sites, suggesting a more even distribution in the past. Selective browsing before ungulate reduction may have favored Myoporum over Sophora, leading to high densities of mature Myoporum in codominant woodland. After ungulate reduction, however, we found no pattern of competitive inhibition by Myoporum on regeneration of Sophora. Reduction of Myoporum is not likely to enhance habitat for Loxioides as much as supplemental plantings of Sophora, grass control, and continued ungulate eradication. Mid-elevation Sophora woodland areas, where Loxioides forage and nest in high densities, would benefit the most from these management actions.",22,Journal,ar,Article,100,4,4,Browse damage | Hawaii | Invasive grasses | Loxioides | Mamane | Palila | Recovery | Sophora | Subalpine woodland,13817,undefined,0,FALSE,22,10.1111/j.1744-7429.1999.tb00133.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0033506855,SCOPUS_ID:0033506855,2-s2.0-0033506855,"Distribution of two sympatric species of sloths (Choloepus didactylus and Bradypus tridactylus) along the Sinnamary River, French Guiana",Taube E.,Biotropica,00063606,31,4,686-691,1999-01-01,December 1999,"During the filling of the Petit Saut dam in French Guiana, a wildlife rescue operation was conducted for 17 months. Over 900 sloths (Bradypus tridactylus and Choloepus didactylus) were captured along the Sinnamary River in a primary rain forest that was largely undisturbed at the outset. Raw densities of 1.7 B. tridactylus/km2 and 0.9 C. didactylus/km2 were estimated. The distribution of captures was relatively continuous for both species along the rivers; variations most likely reflected biases due to capture methods. The highest densities of captures were located mainly in marshy areas. During the first months, due to different probabilities of sighting the two species, B. tridactylus captures predominated; however, as defoliation advanced, captures of C. didactylus reached the same level. In both species, over 73 percent of individuals captured were solitary and another 23-24 percent were females carrying young, accounting for 96 percent of emancipated individuals.",12,Journal,ar,Article,100,5,5,Bradypus tridactylus | Choloepus didactylus | Density | Distribution | French Guiana | Habitat loss | Rain forest | Sloths | Wildlife animal rescue,13817,undefined,0,FALSE,23,10.1111/j.1744-7429.1999.tb00418.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033506838,SCOPUS_ID:0033506838,2-s2.0-0033506838,Saturniidae (Lepidoptera) from the Brazilian Cerrado: Composition and biogeographic relationships,Aires De Camargo A.J.,Biotropica,00063606,31,4,696-705,1999-01-01,1999,NA,27,Journal,ar,Article,100,2,2,Biodiversity | Biogeography | Brazil | Cerrado | Endemism | Lepidoptera | Saturniidae,13817,undefined,0,FALSE,24,10.1111/j.1744-7429.1999.tb00420.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033506837,SCOPUS_ID:0033506837,2-s2.0-0033506837,"Seed dispersal by Salvin's curassow, Mitu salvini (Cracidae), in a tropical forest of Colombia: Direct measurements of dispersal distance",Yumoto T.,Biotropica,00063606,31,4,654-660,1999-01-01,December 1999,"Seed dispersal by Salvin's curassows (Mitu salvini) was studied in a lowland tropical forest at La Macarena on the border of the Macarena and Tinigua National Parks, the Department of Meta, Colombia. Continuous observations were made on the feeding and ranging behavior of a well-habituated pair of birds from 0600 to 1800 h for 19 days. Total observation time was 222 h. The daily distance traveled by the birds ranged from 630 to 3750 m, with a mean of 1959 m (± 776 m). The total home range was ca 34.4 ha. Although curassows were observed consuming fruits of 13 species belonging to the families Rubiaceae, Meliaceae, Moraceae, Burseraceae, Leguminosae, and Lecythidaceae, only seeds of Geophila repens (Rubiaceae) and Ficus sphenophylla (Moraceae) were found in their feces. For G. repens, the mean and maximum retention times were 1 h 52 min (± 1 h 20 min) and 6 h 08 min, and the mean and maximum direct dispersal distances were 245 m (± 164 m) and 633 m. More than half the seeds were dispersed in canopy gaps. For E sphenophylla, the mean and maximum retention times were 3 h 15 min (± 37 min) and 7 h 08 min, and the mean and maximum direct dispersal distances were 329 m (± 46 m) and 451 m. Nearly 60 percent of the estimated seed intake of G. repens and 92-94 percent of E sphenophylla were digested or damaged. The retention times and the dispersal distances for Streptogyna americana, which has adhesive burrs, were also measured. The mean and maximum retention times were 1 h 55 min (± 1 h 56 min) and 9 h 11 min, and the mean and maximum direct dispersal distances were 128 m (± 68 m) and 280 m. This is the first study in which direct measurements were made for retention times and dispersal distances of the epizoochory and endozoochory for birds in the field.",30,Journal,ar,Article,100,1,1,Adhesive dispersal | Colombia | Mitu salvini | Seed dispersal | Seed predation,13817,undefined,0,FALSE,25,10.1111/j.1744-7429.1999.tb00414.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033506660,SCOPUS_ID:0033506660,2-s2.0-0033506660,Reproductive phenology of woody species in a north Australian tropical savanna,Williams R.J.,Biotropica,00063606,31,4,626-636,1999-01-01,December 1999,"Interspecific and interannual variation in reproductive phenology was quantified for 50 common species of trees and shrubs from a mesic savanna near Darwin, northern Australia. The presence of buds, flowers, and fruit was noted over a 30-month period, from September 1992 to February 1995. Surveys were undertaken at monthly intervals for the less common species, and at bimonthly intervals for ten of the common trees and tall shrubs. The majority of species flowered each year at about the same time. There was no evidence of sub-annual or continuous regimes of reproductive phenology. There was no supra-annual carryover of seed-bearing fruit in the canopy of any species. The peak flowering periods were the mid to late dry season (July-August) and the transition between the dry season and the wet season (October-November). The two dominant trees - Eucalyptus miniata and E. tetrodonta - flowered during the dry season, thereby providing resources for some elements of the vertebrate fauna. Flowering and fruiting were uncommon at the end of the wet season (February/March), although two species that flower and fruit at this time (E. porrecta and Terminalia ferdinandiana) may provide resources to consumers at a time when floral or fruit resources are otherwise scarce. Because the peak of reproductive activity takes place during the late dry season, fruit maturity and seed dispersal have occurred prior to the onset of the rainy season for most species, and germination and seedling establishment potentially may take effect in response to the first rains. Late dry season fires, which tend to be extensive and intense, are a potential threat to the floral and fruit reserves within these savannas.",59,Journal,ar,Article,100,4,4,Eucalyptus | Fire | Northern Australia | Phenology | Savanna | Serotiny | Synchrony | Trees | Wet-dry tropics,13817,undefined,0,FALSE,26,10.1111/j.1744-7429.1999.tb00411.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033506472,SCOPUS_ID:0033506472,2-s2.0-0033506472,Heterogeneity of light availability and its effects on simulated carbon gain of tree leaves in a small gap and the understory in a tropical rain forest,Tang Y.,Biotropica,00063606,31,2,268-278,1999-01-01,1999,"To clarify the small-scale heterogeneity of light regimes in a rain forest, photosynthetic phoron flux density (PFD) was measured at 1-min intervals during six days at 12 microsites in each of two plots, a small gap and an understory in Pasoh Forest Reserve, Peninsular Malaysia. Frequency distribution of microsite PFD was unimodal with the peak value between 16 and 32 μmol/m2/sec in the small gap, but between 8 and 16 μmol/m2/sec in the understory. In the small gap, PFD was more variable among microsites; total daily PFD and daily sunfleck PFD exceeding 10 μmol/m2/sec tended to be higher (P< 0.05; t-test) compared to those in the understory. Sunfleck PFD exceeding 50 μmol/m2/sec, however, showed no difference between the two plots. Diffuse PFD transmittance, defined as the ratio of PFD in the forest to that measured at 43 m above ground during the periods 0800-0810 and 1750-1800 h, was significantly higher in the small gap than in the understory plot. Diffuse PFD transmittance was also positively correlated with microsite total daily PFD. To examine the effects of the subtle heterogeneity of light regimes on leaf carbon gain, we simulated carbon gain by sun and shade leaves in a typical shade-tolerant species, Brosimum alicastrum Sw. (Moraceae). Despite the similarity in total daily PFD, total daily carbon gain was considerably higher in the gap than in the understory for both sun and shade leaves. This study suggests that frequency distribution of PFD is critical in describing microsite PFD regimes and determining leaf carbon gain in the tropical forest floor.",29,Journal,ar,Article,100,4,4,Carbon gain | Gaps | Light environments | Malaysia | Microsites | Pasoh Forest Reserve | Sunflecks | Tropical rain forest | Tropical trees,13817,undefined,0,FALSE,27,10.1111/j.1744-7429.1999.tb00138.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033506172,SCOPUS_ID:0033506172,2-s2.0-0033506172,Dump material as an effective small-scale deterrent to herbivory by Atta cephalotes,Zeh J.,Biotropica,00063606,31,2,368-371,1999-01-01,1999,NA,16,Journal,no,Note,100,3,3,Atta cephalotes | Biological control | Dump material | Leaf-cutting ants,13817,undefined,0,FALSE,28,10.1111/j.1744-7429.1999.tb00149.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033506171,SCOPUS_ID:0033506171,2-s2.0-0033506171,Vegetative life history of a dominant rain forest canopy tree,Gavin D.,Biotropica,00063606,31,2,288-294,1999-01-01,1999,"Tetramerista glabra has a remarkable combination of life history traits. It is a dense-wooded, large, common canopy tree in primary peat swamp rain forest. Its seedlings, although shade tolerant, can grow rapidly in high light conditions, but frequently lack structural stability. Most juvenile stems (94% in the understory and 38% in canopy gaps) collapse under their own weight or from branchfalls. Fallen stems then ramify into vegetative sprouts, which in turn may collapse, perpetuating a vegetative juvenile cycle. Most recruitment is from sprouts rather than from seed. Structural analysis of stem dimensions shows that stems 2-8 cm DBH (diameter at breast height) are close to the theoretical buckling limit, especially for those dependent on neighboring vegetation to maintain vertical form. Trees > 4 cm DBH persisting as upright stems develop stilt root support and become structurally independent at ca 8 cm DBH. Eventually, as stems thicken, stilt roots anastamose and trees adopt the cylindrical growth form of mature canopy trees (up to 150 cm DBH). Thus, the vegetative life history strategy of the species is to: (i) regenerate a large 'ramet bank' from the majority of juveniles that fail structurally while suppressed in the understory, and (ii) to maximize height growth at the expense of diameter growth in high light conditions. The growth pattern and plastic form of T. glabra shows how a shade tolerant species may adapt to utilize the ephemeral light resource in canopy gaps. The growth strategy of this species allows it to circumvent the normal trade-off between shade tolerance and rapid growth in canopy gaps.",11,Journal,ar,Article,100,2,2,Borneo | Buckling safety factors | Canopy gap | Clonal growth | Indonesia | Sapling allometry | Stilt roots | Tetramerista glabra | Vegetative propagation,13817,undefined,0,FALSE,29,10.1111/j.1744-7429.1999.tb00140.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033506170,SCOPUS_ID:0033506170,2-s2.0-0033506170,Nitrogen fixation in soils and canals of rehabilitated raised-fields of the Bolivian altiplano,Biesboer D.D.,Biotropica,00063606,31,2,255-267,1999-01-01,1999,"Raised-field agricultural systems were exploited extensively by pre-Columbian Andean civilizations and now are used less extensively by contemporary Bolivian and Peruvian farmers as a method for farming the perennially wet soils of the intermontane pampas of the Andean high altiplano. The raised-field agricultural systems are linear or semi-linear raised planting platforms interspersed with shallow, parallel canals filled with water. The elevated planting platforms raise the critical rooting zone of crops such as potatoes, quinoa, or barley above perennially saturated soils. A hypothesized advantage of the raised-field system is that agricultural production can be increased by exploiting the ability of bacteria and Azolla fililculoides to fix nitrogen in the canals adjacent to the planting platforms. To test this hypothesis, nitrogen fixation was estimated in situ in the water column of canals, in the soils of planting platforms, in the soils of a dry hillside field, and in the sediments and water column of marshes and totora beds. Nitrogen fixation was significantly greater in the canals of the raised-field systems and in marshes compared to planting platforms and the hillside field. These data support the theory that pre-Hispanic agricultural prosperity of the Andes, as well as other regions of Central and South America, was partially supported by extensive development of raised-field agriculture and probable exploitation of nitrogen fixation.",15,Journal,ar,Article,100,3,3,Acetylene reduction | Altiplano | Azolla | Bolivia | Nitrogen fixation | Raised fields | Tiwanaku | Totora,13817,undefined,0,FALSE,30,10.1111/j.1744-7429.1999.tb00137.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033500478,SCOPUS_ID:0033500478,2-s2.0-0033500478,Vagility and the monsoon rain forest archipelago of northern Australia: Patterns of genetic diversity in Syzygium nervosum (Myrtaceae),Shapcott A.,Biotropica,00063606,31,4,579-590,1999-01-01,December 1999,"Syzygium nervosum is a common monsoon rain forest tree. Its habitat in Australia consists of small rain forest patches that are scattered through a savanna matrix. It is a mast flowering canopy species that produces large quantities of fruits fed on by mobile frugivores such as birds and fruit bats. The genetic diversity of this species was investigated, especially in relation to rain forest patch size, geographic isolation, and geographic distribution. Syzygium nervosum was found to have high levels of genetic diversity within populations (H(e) = 0.307). Diversity among populations, however, was relatively low (F(ST) = 0.118), and was not spatially structured across its geographic range in Australia. This is thought to have been caused by relatively frequent gene flow among populations (N(m) = 1.67), mediated primarily by mobile frugivores. Genetic diversity was not correlated with patch size or isolation. It is thought that seed dispersal by frugivores has acted to expand the effective population size of this species beyond the individual rain forest patch, and thus has prevented the substantial loss of genetic diversity that otherwise would have been observed. Thus this species is dependent upon these frugivores for the maintenance of its genetic diversity and hence its long-term viability. These results lend support to theories of post-Holocene expansion of rain forest by vagile species in northern Australia.",15,Journal,ar,Article,100,1,1,Conservation | Gene flow | Genetic diversity | Monsoon rain forest | Myrtaceae | Northern Australia | Rain forest history | Syzygium nervosum | Vagility,13817,undefined,0,FALSE,31,10.1111/j.1744-7429.1999.tb00405.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033499949,SCOPUS_ID:0033499949,2-s2.0-0033499949,Pollination of Moronobea coccinea (Clusiaceae) by the Golden-winged Parakeet in the central Amazon,Vicentini A.,Biotropica,00063606,31,4,692-696,1999-01-01,December 1999,NA,29,Journal,ar,Article,100,2,2,Amazon forest | Bird pollination | Brazil | Brotogeris | Clusiaceae | Moronobea | Parrots,13817,undefined,0,FALSE,32,10.1111/j.1744-7429.1999.tb00419.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033499757,SCOPUS_ID:0033499757,2-s2.0-0033499757,Small gap creation in Belizean mangrove forests by a wood-boring insect,Feller I.,Biotropica,00063606,31,4,607-617,1999-01-01,December 1999,"We investigated the role of wood-boring insects in the creation of light gaps within mangrove forests. We compared the frequency of gaps caused by wood borers to other gap-forming processes and characterized the physical attributes of light gaps in mangrove forests on small islands in Belize. Methods of quantifying light gaps included aerial photography, ground surveys, and experimental plots. Small light gaps (≤12 m2) were very common in Rhizophora mangle fringe, comprising almost 22 percent of these forests. Rhizophora mangle gaps were smaller than gaps in Avicennia germinans forests. In R. mangle forests, gaps were caused by branch death, and in A. germinans forests, gaps were caused primarily by downed trees. More than 91 percent of the gap-forming branches and boles in the R. mangle fringe were killed by a wood-boring cerambycid beetle, Elaphidion mimeticum, indicating that it is the major cause of small-scale disturbances in these forests. No trees or branches in the A. germinans forest were attacked by this beetle. In R. mangle forests, small gaps had significantly higher light levels and soil temperatures than areas under the closed canopy; however, soil conditions for sulfide concentrations, porewater salinity, and redox potentials were similar in small gaps and under the closed canopy. Survival of R. mangle, A. germinans, and Laguncularia racemosa seedlings was also higher inside these small gaps, indicating their importance in regeneration of mangrove forests. Feeding by wood borers is thus an important type of indirect herbivory in mangrove forests, with a critical role in ecological processes such as gap dynamics.",57,Journal,ar,Article,100,2,2,Avicennia germinans | Belize | Cerambycid | Elaphidion mimeticum | Indirect herbivory | Light gaps | Mangrove | Rhizophora mangle | Seedling survival | Wood-boring insects | Xylovory,13817,undefined,0,FALSE,33,10.1111/j.1744-7429.1999.tb00408.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033499718,SCOPUS_ID:0033499718,2-s2.0-0033499718,Litter cover variability affects seedling performance and herbivory,Benitez-Malvido J.,Biotropica,00063606,31,4,598-606,1999-01-01,December 1999,"We assessed the effects of litter cover on herbivory and performance (annual survival and relative growth rate in height and leaf number) for established seedlings (·9 cm tall, and ≥4 mo old), of four shade-tolerant, large-seeded, co-occurring Sapotaceae species. Seedlings were divided into three litter treatments: (1) litter addition, (2) control, and (3) continuous litter removal. The mean survival for all treatments in descending order were: Chrysophyllum pomiferum (89%), Pouteria peruviensis (84%), P. caimito (75%), and Micropholis venulosa (40%). For all variables, species differed significantly within litter treatments. In M. venulosa, survival and relative growth rate in leaf number significantly decreased with the removal of litter, whereas herbivory increased. Relative growth rate in height of P- peruviensis decreased significantly with litter removal, while the levels of herbivory were higher with the addition of litter. Conversely, litter quantity had no effect on the performance of C. pomiferum, but herbivory was lower in the removal treatment. Finally, in P. caimito, litter treatment did not affect performance or herbivory. Results suggest that differences in litter quantity differentially affect tree species with similar biology (i.e., large-seeds, shade tolerance) in life stages other than germination and early establishment. The variability in species' responses to litter might be an important factor in determining species richness, abundance, and distribution of tropical rain forest tree species at the seedling level.",39,Journal,ar,Article,100,2,2,Amazon | Effect of litter | Herbivory | Rain forest | Regeneration | Sapotaceae | Seedlings,13817,undefined,0,FALSE,34,10.1111/j.1744-7429.1999.tb00407.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033499640,SCOPUS_ID:0033499640,2-s2.0-0033499640,"Ants, stem borers, and pubescence in Endospermum in Papua New Guinea",Letourneau D.,Biotropica,00063606,31,2,295-302,1999-01-01,1999,"The stems of the ant-plant, Endospermum labios Schodde, serve as colonization sites for the ant, Camponotus quadriceps F. Smith. They are also subject to damage by insect borers. We sampled young E. labios trees in disturbed forest to compare evidence of stem boring insect and stem miner damage in plants with and without colonies of C. quadriceps. Dissections of a subsample of plants showed that dipteran stem borers and stem miner damage were significantly more common in plants lacking C. quadriceps colonies than in plants with established colonies. Evidence from these dissections and from field counts of meristem damage caused by emerging borers suggested that coleopteran stem borers were also more abundant when ants were not present. In addition to the incidence of stem boring insects and ant colonies, we examined relative levels of leaf pubescence by measuring trichome density and leaf size for E. labios trees. We found that trichome density was significantly greater in trees with evidence of prior shoot damage (presumably from stem borer emergence at the meristem) but was not significantly related to the presence or absence of an ant colony. This prompted us to compare trichome density on leaves of nearby small trees and of different branches of the same tree, pairing a stem/branch that appeared damaged with one that appeared healthy. Trichome densities on leaves from damaged stems and branches were significantly greater than were trichome densities on healthy branches and stems. Based on these empirical data, we present several possible explanations for the patterns of association between ants, stem borers, and pubescence. Although feeding preference tests with a common folivore showed no effect of trichome densities on leaves, we suggest further study on how trichomes may affect ovipositing stem borers.",24,Journal,ar,Article,100,2,2,Ant-plant | Anti-herbivore defense | Borers | Herbivory | Mutualism | Trichomes,13817,undefined,0,FALSE,35,10.1111/j.1744-7429.1999.tb00141.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033499551,SCOPUS_ID:0033499551,2-s2.0-0033499551,Do tapirs steal food from palm seed predators or give them a lift?,Olmos F.,Biotropica,00063606,31,2,375-379,1999-01-01,1999,NA,27,Journal,no,Note,100,5,5,Atlantic forest | Palms | Revena rubiginosa | Seed dispersal | Seed predation | Southeastern Brazil | Syagrus romanzoffiana | Tapir | Tapirus terrestris | Weevils,13817,undefined,0,FALSE,36,10.1111/j.1744-7429.1999.tb00151.x,NA,NA
