@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/47749121032,SCOPUS_ID:47749121032,2-s2.0-47749121032,Anti-bacterial activity of extracts from fungi collected from mangrove Rhizophora mangle (Rhizophoraceae) roots in Venezuela,Castillo-Machalskis I.,Revista de Biologia Tropical,00347744,55,3-4,761-765,2007-09-01,September 2007,"The antibacterial activity of marine fungi extracts was evaluated by a test of efficiency. The fungi were previously inoculated in Malt Agar (EMA) extract with 50 % of seawater and growth for 60 days. Triplicate antibiograms were carried out with the extracts. An ANOVA I with a posteriori Duncan test were applied to the diameters of inhibition zones. The extracts of Aspergillus ochraceus 3MCMC3 and Penicillium citrinum (14) 4MCMC16 present wide spectral antibacterial properties, inhibiting 100 % and 80 % of the developing germs, especially Pseudomonas aeruginosa 9027. The extract of Penicillium (1) 3MLLC5 had the highest efficiency on this strain; P. aeruginosa 9027 and Escherichia coli 10536 were the most sensitive germs when treated with these extracts. These marine fungi can be an important source of antibacterial secondary metabolites.",3,19086381,Journal,ar,Article,100,4,4,Antibacterial activity | Mangrove roots | Marine fungi | Rhizophora mangrove | Tacarigua Lagoon | Venezuela,13567,undefined,0,FALSE,11,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749119588,SCOPUS_ID:47749119588,2-s2.0-47749119588,Formation of ring marks in stocked tilapia juveniles (Oreochromis aureus/O. niloticus) (Perciformes: Cichlidae),Ibañez A.,Revista de Biologia Tropical,00347744,55,3-4,1005-1013,2007-09-01,September 2007,"Lake Metztitlán was dried up completely in the spring of 1998 and refilled in August of that year. In the period September-November, two cohorts of 1.6 million juveniles of a tilapia hybrid were stocked (Oreochromis aureus/O. niloticus), and monitored every month for one year. Since the date of birth of these juveniles was known, the analyses focused on whether the ring marks of the scales, sagittae and opercula or the circuli of the scales could be used to age them. The ring marks of the scales and opercula showed great variability, and the sagittae had a significant relationship with length, but it is unclear if at least the first ring mark could be formed at the hatchery and reflect changes in diet and/or tank movements in the fish farm. The circuli had a continuous regular behavior, with a formation rate of 10.38±0.93 and 11.38±0.95 circuli/month for the first and second cohorts, respectively. This proportion was maintained during the study period, and could be of help to calculate an approximate age of juveniles, especially in stocked fish that show multiple ring marks because of manipulation in fish farms and stocking events.",3,19086402,Journal,ar,Article,100,2,2,Age | Annuli | Circuli | Fish scales | Oreochromis | Otoliths | Stockings,13567,undefined,0,FALSE,12,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749116487,SCOPUS_ID:47749116487,2-s2.0-47749116487,Reproductive cycle of the mollusk Atrina maura (Pterioidea: Pinnidae) in a coastal lagoon system of the Mexican South Pacific,Angel-Pérez C.,Revista de Biologia Tropical,00347744,55,3-4,839-852,2007-09-01,September 2007,"From February 1997 to February 1998, random samples of the mollusk Atrina maura were collected on a monthly basis from the Corralero-Alotengo lagoon system, Oaxaca, Mexico. The soft parts were separated from the valve, washed in situ, and placed in a Davison solution. The gonadosomatic index (GSI) and the muscle yield index (MYI) were measured, and the reproductive cycle was characterized by histological cuts. A. maura has two important reproductive periods, one from April to July and another from October to November; there is a resting period from August to September. The reproductive cycle has a direct relationship with the GSI and a reverse relationship with the MYI. There was evidence of a close relationship of the spawning and post-spawning periods with the water temperature (R = 0.991, p ≥ 0.002). Females dominate numerically throughout the year, but the difference is significant (χ2: p≥ 0.05) only in November.",26,19086389,Journal,ar,Article,100,3,3,Atrina maura | Coastal lagoon | Gonadosomatic index | Muscle yield index | Reproductive cycle,13567,undefined,0,FALSE,13,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749114952,SCOPUS_ID:47749114952,2-s2.0-47749114952,Effect of herbivorous and corallivorous fishes on the survival of transplanted corals in the Colombian Caribbean,Chasqui-Velasco L.,Revista de Biologia Tropical,00347744,55,3-4,825-837,2007-09-01,September 2007,"To examine the effects of herbivorous and corallivorous fishes on the survival of transplanted colonies of Montastraea annularis, Diploria labyrinthiformis and Porites astreoides, both transplanted and native colonies were full-cage enclosed and compared to open (uncaged) colonies, while caging effects were assessed with a partial-cage (roof treatment). To evaluate if transplant stress increased the corals availability to fish predation, comparisons of fish foraging intensity among transplanted versus native colonies were made. To determine the density of herbivorous and corallivorous fishes on the transplants area visual censuses were made. The transient herbivorous fishes (Scaridae and Acanthuridae) were the most abundant fishes, and the corallivorous fishes (mainly Chaetodontidae) were the scarcest. A negative effect of territorial herbivorous fishes on M. annularis transplants survival was observed, mainly early on the study. Fish foraging intensity was similar on transplanted and native colonies, but differed among coral species, being lowest on D. labyrinthiformis. Fast macroalgal growth inside full-cages due to reduced fish grazing was observed. This caused partial bleaching and partial mortality in some colonies, mainly of P. astreoides. No significant difference in healthy tissue percentages among full-cage and uncaged colonies on M. annularis and D. labyrinthiformis was found, while in P. astreoides there were evident differences. The results indicate a damselfish negative effect on transplants survival early on the study, which can change depending on the fish and coral species involved. Results also indicate a fish grazing positive effect, caused by the reduction of coral-algae competition pressure, mainly on P. astreoides. Parrotfishes seem to affect corals survival both negatively through direct biting, and positively by controlling algal growth. Overall, coral transplant success was almost unaffected by fish foraging activity although several differences among coral species were obvious in relation to colony shape. Additionally, the interaction among herbivorous fish grazing and coral-algae competition balance appear important in determining transplant survival.",10,19086388,Journal,ar,Article,100,4,4,Coral-fish interaction | Corallivorous fishes | Diploria labyrinthiformis | Herbivorous fishes | Montastraea annularis | Porites astreoides,13567,undefined,0,FALSE,14,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749106450,SCOPUS_ID:47749106450,2-s2.0-47749106450,Characterization of the genetic diversity of the fish Brycon henni (Characiformes: Characidae) in central Colombia with RAPD markers,Santis H.P.,Revista de Biologia Tropical,00347744,55,3-4,1025-1035,2007-09-01,September 2007,"Knowledge on the genetic diversity of wild fish species is essential for conservation and appropriate management of individuals in repopulation programs. In Colombia, Brycon henni has been reported in the Magdalena and Cauca river basins, but the population and range have diminished as a consequence of anthropic activities. In this study, the Random Amplified Polymorphic DNA (RAPD) was used to estimate the actual genetic structure in this species. For the purpose, six sample sites located in the department of Antioquia (Central Chain Mountains of Colombia) were used. Thirty five primers (87.5 %), out of forty used, yielded 1 466 reliable and consistent fragments; 417 were considered as unique fragments able to discriminate among the Magdalena (Humarada-1 and Humarada-2) and Cauca (Piedras, La Clara y Guaracú) river basins samples, suggesting that each is a discrete unit. This diversity suggests that anthropic effects of over fishing, dam building, deforestation and water pollution, have contributed to the isolation of these fish groups on the high mountains. Brycon moorei and Colossoma macropomum, as an interspecific control groups, were placed out of the B. henni general group, confirming their taxonomic classification through morphologic data. The RAPD technique was useful to know the genetic diversity and to discriminate among B. henni populations from different geographic origins, as a basis for an appropriate plan of repopulation, conservation and wildlife management.",12,19086404,Journal,ar,Article,100,7,7,Brycon henni | Conservation | Fish | Genetic diversity | RAPD | Restoration,13567,undefined,0,FALSE,15,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749104134,SCOPUS_ID:47749104134,2-s2.0-47749104134,Karyological instability during pollen mother cells formation in Aloe vera (Aloaceae),Imery-Buiza J.,Revista de Biologia Tropical,00347744,55,3-4,805-813,2007-09-01,September 2007,"In order to clarify possible cytogenetic anomalies that reduce pollen fertility, premeiotic mitosis was studied in Aloe vera plants from a naturalized population in the northeast of Venezuela (10°34'15'' N and 64°12'08'' W). Karyological configurations were evaluated during the stage of cell proliferation leading to the formation of pollen mother cells (PMCs). The sampling was carried out in March 2005, choosing inflorescences without mechanical or biological damage from 25 plants selected at random. Flower buds (FB) 2 to 6 mm in length were collected from 7:00 AM through 6:00 PM, their perianths removed, and fixed in Carnoy I (3:1 ethanol/glacial acetic acid) for 24 h and stored in ethanol (70 % v/v) until observation. Light microscope observations were done on temporary preparations obtained by overflowing anther content suspended in acetic orcein (1.5 % w/v) for 5 min and softly squashing with the cover slip. A total of 9 411 cells were analyzed. Upper mitotic activity was observed in FB from 3.8 ± 0.09 mm long, collected at 11:00 AM through 1:00 PM; 17% of PMCs showed one to eight sister chromatid bridges from anaphase to telophase; 13%, one to seven micronucleus of variable diameter (0.9 to 4.8 μm); 8.1% were united by thin chromatin filaments, and 0.1% lacked a nucleus. Other evaluated cells (61.8%) had apparently normal mitotic configurations, without considerable morphometric variations. The evident irregular proliferation of a PMCs fraction (39.2%) suggests that environmental stress conditions (day temperatures ranging 32.7 to 39.8°C, high solar radiation and low humidity) induce chromosome instability and physiologic changes that affect the normal development during premeiotic mitosis. As a consequence, loss or addition of chromosome fragments can occur in association with deficiencies and gene duplications.",6,19086386,Journal,ar,Article,100,1,1,Aloe vera | Chromosome abnormalities | Dicentric chromosome bridges | Micronucleus | Premeiotic mitosis,13567,undefined,0,FALSE,16,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749100450,SCOPUS_ID:47749100450,2-s2.0-47749100450,"A new species of the zephyrinid nudibranch genus Janolus (Mollusca: Nudibranchia) from North America and Costa Rica (Revista de Biologia Tropical (2006) 54, (1295-1305))",NA,Revista de Biologia Tropical,00347744,55,3-4,1051,2007-09-01,September 2007,NA,0,NA,Journal,er,Erratum,100,0,NA,NA,13567,undefined,0,FALSE,17,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749100070,SCOPUS_ID:47749100070,2-s2.0-47749100070,Karyotypes of the purple snails Plicopurpura pansa and Plicopurpura columellaris (Gastropoda: Muricidae),Arias-Rodriguez L.,Revista de Biologia Tropical,00347744,55,3-4,853-866,2007-09-01,September 2007,"The karyotypes of the purple snails Plicopurpura pansa (Gould, 1853) and P. columellaris (Lamarck, 1816) were established from 17 and 13 adults, respectively; and from eight capsules with embryos of P. pansa. In P. pansa were counted 59 mitotic fields in the adults and 127 in embryos; and 118 fields in P. columellaris. Chromosome numbers from 30 to 42 were observed in both species. Such a variation was notorious in each sample and there was no evidence of any relationship with tissue (gill, muscle and stomach). Both species has a typical modal number of 2n=36 chromosomes. Five good quality chromosome spreads were selected from adults of each species to assemble the karyotype. Classic cytogenetics statistics like relative lengths, arm ratio, centromeric index and the difference between long and short arms are presented. There were three pairs of metacentric and fifteen pairs of telocentric chromosomes in both species. This classification was not strong enough, so the chromosome complement by species was divided in four groups (""a"", ""b"", ""c"" and ""d"") on the basis of relative lengths (p+q). A comparison of p+q in each chromosome pair was estimated within and between species by two ways analysis of variance and Tukey tests (P<0.05). Significant differences were identified among chromosome groups in each species; the differences between species were given by the first three pairs of chromosomes (group ""a"" biarmed) and the last two pairs (group ""d"" uniarmed). Deviations in chromosome number and relative lengths probably are given by chromosome rearrangements, related with chromosome polymorphism and presence of the atypical microchromosome ""B"". The fundamental number in both species was characterized by 42 chromosome arms. No sex chromosomes were identified.",8,19086390,Journal,ar,Article,100,5,5,Chromosomes | Columellaris | Pansa | Plicopurpura | Polymorphism,13567,undefined,0,FALSE,18,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749092085,SCOPUS_ID:47749092085,2-s2.0-47749092085,The function of stilt roots in the growth strategy of Socratea exorrhiza (Arecaceae) at two neotropical sites,Goldsmith G.R.,Revista de Biologia Tropical,00347744,55,3-4,787-793,2007-09-01,September 2007,"Arboreal palms have developed a variety of structural root modifications and systems to adapt to the harsh abiotic conditions of tropical rain forests. Stilt roots have been proposed to serve a number of functions including the facilitation of rapid vertical growth to the canopy and enhanced mechanical stability. To examine whether stilt roots provide these functions, we compared stilt root characteristics of the neotropical palm tree Socratea exorrhiza on sloped (>20°) and flat locations at two lowland neotropical sites. S. exorrhiza (n=80 trees) did not demonstrate differences in number of roots, vertical stilt root height, root cone circumference, root cone volume, or location of roots as related to slope. However, we found positive relationships between allocation to vertical growth and stilt root architecture including root cone circumference, number of roots, and root cone volume. Accordingly, stilt roots may allow S. exorrhiza to increase height and maintain mechanical stability without having to concurrently invest in increased stem diameter and underground root structure. This strategy likely increases the species ability to rapidly exploit light gaps as compared to non-stilt root palms and may also enhance survival as mature trees approach the theoretical limits of their mechanical stability.",7,19086384,Journal,ar,Article,100,2,2,Barro Colorado Island | La Selva Biological Station | Light gaps | Palm architecture | Socratea exorrhiza | Stilt roots,13567,undefined,0,FALSE,19,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749087824,SCOPUS_ID:47749087824,2-s2.0-47749087824,"Feeding habits and trophic ecology of the fish Lutjanus griseus (Pisces: Lutjanidae) associated with submerged vegetation in Laguna de Términos, Campeche, Mexico",Guevara E.,Revista de Biologia Tropical,00347744,55,3-4,989-1004,2007-09-01,September 2007,"In Campeche, Mexico, the Laguna de Términos has Thalassia testudinum beds inhabited by the grey snapper, Lutjanus griseus (Linnaeus 1758). Along one year, we collected 994 individuals and 672 had food in their stomachs; we recorded number, weight, and frequency of trophic groups, and the index of relative importance. Dominant food components were Farfantepenaeus duorarum and Palemonetes octaviae, Eucinostomus gula (Cuvier 1830) and Libinia dubia. Salinity and temperature were related to the number of individuals collected and with greater fish consumption by large L. griseus. The trophic niche breadth index was calculated for six size-classes of fish. The smallest and the largest fish had the lowest index values, whereas medium-size snappers had higher values. This snapper has a preference for habitats with submerged vegetation. The percentage of fish with food in their stomachs was higher during dark hours, providing evidence of the nocturnal habits of this fish.",16,19086401,Journal,ar,Article,100,5,5,Estuarine fish | Laguna de Términos | Lutjanus griseus | Mexico | Sea grasses | Trophic spectrum,13567,undefined,0,FALSE,20,NA,NA,NA
