@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/30644474216,SCOPUS_ID:30644474216,2-s2.0-30644474216,Spatiotemporal variation in the diversity of hymenoptera across a tropical habitat gradient,Tylianakis J.,Ecology,00129658,00129658,86,12,3296-3302,2005-12-01,December 2005,10.1890/05-0371,"Understanding global biodiversity patterns requires analyses at multiple spatial and temporal scales, across a variety of different habitat types. We used a highly replicated study in coastal Ecuador to examine simultaneously for the first time spatial and temporal species turnover and the contribution of five different habitat types (rice, pasture, coffee agroforests, abandoned coffee agroforests, and native forest fragments) to regional diversity in the tropics, using the experimental placement of standardized nesting structures for bees and wasps. There was notable overlap in the communities of different habitat types, indicating that even intensively managed land can provide a valuable contribution to the overall biodiversity of the landscape mosaic. Importantly, there was a significant effect of habitat type on temporal variation in diversity. While intensive cropping systems such as rice and pasture exhibited higher diversity in certain months, greater species turnover through time in the abandoned coffee and forest plots accounted for the higher overall diversity in these habitats. Overall, spatial and temporal turnover explained 38.6% and 23.1%, respectively, of partitioned regional species richness. A quantitative analysis revealed that the relative habitat specificity of Hymenoptera decreased with increasing habitat disturbance. © 2005 by the Ecological Society of America.",214,Journal,ar,Article,100,3,3,Additive partitioning | Bee | Ecuador | Temporal scale | Trap nest | Wasp,20308,undefined,0,FALSE,11,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644472893,SCOPUS_ID:30644472893,2-s2.0-30644472893,Migrating birds stop over longer than usually thought: Comment,Efford M.G.,Ecology,00129658,00129658,86,12,3415-3419,2005-12-01,December 2005,10.1890/04-1401,NA,25,Journal,no,Note,100,5,5,NA,20308,undefined,0,FALSE,12,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644472010,SCOPUS_ID:30644472010,2-s2.0-30644472010,Larval competition differentially affects arbovirus infection in Aedes mosquitoes,Alto B.W.,Ecology,00129658,00129658,86,12,3279-3288,2005-12-01,December 2005,10.1890/05-0209,"Both density-mediated and trait-mediated indirect biotic interactions may be important in structuring communities. Indirect interactions in many study systems remain unexplored; in part, because they are often difficult to detect, and in many instances, have been identified empirically only when unexpected results arise. Indirect effects induced by competition may be particularly important among organisms with complex life cycles, wherein competitive effects experienced in one life stage influence species interactions in one or more subsequent stages. We determined whether species-specific effects of larval competition in the mosquitoes Aedes albopictus and Aedes aegypti have indirect effects at the adult stage, specifically testing for effects on arboviral infection with Sindbis virus (SINV). For A. albopictus, but not for A. aegypti, competition resulted in greater infection, body titer, and dissemination rates compared to low-competition conditions. Whole body titers of virus increased with adult size irrespective of competition. However, between competitive treatments, mosquitoes from low-competition conditions had greater mean size, with lower infection rates and lower whole body titers than the smaller mosquitoes from high-competition conditions. These results suggest that larval competition, common in natural mosquito populations, has important indirect effects on adults by altering mosquito-virus interactions. Such indirect effects may change transmission parameters of pathogens. © 2005 by the Ecological Society of America.",125,Journal,ar,Article,100,4,4,Aedes aegypti | Aedes albopictus | Arborvirus model system | Indirect effects | Mosquitoes | Sindbis virus (SINV) | Susceptibility to infection | Trait-mediated effects,20308,undefined,0,FALSE,13,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644471475,SCOPUS_ID:30644471475,2-s2.0-30644471475,Nitrogen additions and litter decomposition: A meta-analysis,Knorr M.,Ecology,00129658,00129658,86,12,3252-3257,2005-12-01,December 2005,10.1890/05-0150,"We conducted a meta-analysis of previously published empirical studies that have examined the effects of nitrogen (N) enrichment on litter decomposition. Our objective was to provide a synthesis of existing data that comprehensively and quantitatively evaluates how environmental and experimental factors interact with N additions to influence litter mass loss. Nitrogen enrichment, when averaged across all studies, had no statistically significant effect on litter decay. However, we observed significant effects of fertilization rate, site-specific ambient N-deposition level, and litter quality. Litter decomposition was inhibited by N additions when fertilization rates were 2-20 times the anthropogenic N-deposition level, when ambient N deposition was 5-10 kg N·ha-1·yr-1, or when litter quality was low (typically high-lignin litters). Decomposition was stimulated at field sites exposed to low ambient N deposition (<5 kg N·ha -1·yr-1) and for high-quality (low-lignin) litters. Fertilizer type, litterbag mesh size, and climate did not influence the litter decay response to N additions. © 2005 by the Ecological Society of America.",748,Journal,ar,Article,100,3,3,Litter decay | Litter quality | Meta-analysis | N addition and litter decay | Nitrogen deposition | Nitrogen fertilization,20308,undefined,0,FALSE,14,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644471093,SCOPUS_ID:30644471093,2-s2.0-30644471093,Increasing intraspecific diversity enhances settling success in a marine invertebrate,Gamfeldt L.,Ecology,00129658,00129658,86,12,3219-3224,2005-12-01,December 2005,10.1890/05-0377,"Theoretical and empirical research during the last decade suggests that increasing species richness often enhances ecosystem processes such as productivity, nutrient cycling, or resistance to disturbance. By analogous reasoning, it can be hypothesized that genetic diversity within species will have equivalent effects; however, this hypothesis has rarely been tested. We present experimental support for the positive effects of intraspecific diversity on a key trait: larval settlement in a marine invertebrate, the barnacle Balanus improvisus. Varying within-species diversity levels of an animal over nine experiments, we found increasing larval settlement with increasing diversity (one, two, or three parental broods). Possible mechanisms explaining this pattern include: (1) facilitation of gregarious response through the presence of founder genotypes, and (2) ensuring genetic complementarity to increase future reproductive potential. Our results indicate that changing intraspecific genetic diversity could have hitherto unrecognized community-scale implications for larval recruitment and space occupancy. © 2005 by the Ecological Society of America.",54,Journal,ar,Article,100,5,5,Balanus improvisus | Biodiversity | Ecosystem function | Facilitation | Genetic | Intraspecific diversity | Marine | Settling,20308,undefined,0,FALSE,15,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644470430,SCOPUS_ID:30644470430,2-s2.0-30644470430,Ecological resistance to biological invasion overwhelmed by propagule pressure,Von Holle B.,Ecology,00129658,00129658,86,12,3212-3218,2005-12-01,December 2005,10.1890/05-0427,"Models and observational studies have sought patterns of predictability for invasion of natural areas by nonindigenous species, but with limited success. In a field experiment using forest understory plants, we jointly manipulated three hypothesized determinants of biological invasion outcome: resident diversity, physical disturbance and abiotic conditions, and propagule pressure. The foremost constraints on net habitat invasibility were the number of propagules that arrived at a site and naturally varying resident plant density. The physical environment (flooding regime) and the number of established resident species had negligible impact on habitat invasibility as compared to propagule pressure, despite manipulations that forced a significant reduction in resident richness, and a gradient in flooding from no flooding to annual flooding. This is the first experimental study to demonstrate the primacy of propagule pressure as a determinant of habitat invasibility in comparison with other candidate controlling factors. © 2005 by the Ecological Society of America.",435,Journal,ar,Article,100,2,2,Field experiment | Introduction effort | Invasibility | Plant invaders | Richness,20308,undefined,0,FALSE,16,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644469164,SCOPUS_ID:30644469164,2-s2.0-30644469164,Environmental forcing and the competitive dynamics of a guild of cactus-tending ant mutualists,Morris W.,Ecology,00129658,00129658,86,12,3190-3199,2005-12-01,December 2005,10.1890/05-0465,"In generalized, multispecies mutualisms, competition among members of one guild can influence the net benefits that each species in the other guild receives. Hence seasonal factors that affect the dynamics of competition can also affect net benefits, especially if the benefit or cost of mutualism also varies seasonally. In the Sonoran Desert, two common species of generalist ants compete for access to extrafloral nectaries on the fishhook barrel cactus Ferocactus wislizeni, but their relative abundances vary seasonally; one ant dominates more cacti in winter/spring, and the other in summer/autumn. Recently, a third ant species, which also varies in abundance seasonally, has appeared at our study sites and is competing with resident ants for access to cactus nectaries. This empirical system motivated us to examine a metapopulation model of competition for patches in an open system with periodic forcing. We use the model to: (1) illustrate three ways in which competing species may differ in their sensitivities to environmental conditions that are consistent with seasonally displaced patterns of abundance; (2) ask under what conditions the invasion of a third competitor into a two-species system could alter the sensitivity of the system to environmental forcing at low vs. high frequency; and (3) show how differences among competitors in the pattern of seasonal forcing alone can dramatically alter the outcome of a competitor invasion. We discuss implications of these results for the ways in which seasonal variation among competing mutualists, and the benefits and costs of mutualism, may affect the functioning of generalized, facultative mutualisms. © 2005 by the Ecological Society of America.",25,Journal,ar,Article,100,4,4,Ant-plant mutualism | Coherence number | Competition | Environmental forcing | Ferocactus wislizeni | Metapopulation | Resonance | Seasonality | Transfer function,20308,undefined,0,FALSE,17,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644467654,SCOPUS_ID:30644467654,2-s2.0-30644467654,Erratum: Anthropogenic enrichment alters a marine benthic food web (Ecology (2005) 86:10 (2726-2736)),Tewfik A.,Ecology,00129658,00129658,86,12,3429,2005-12-01,December 2005,10.1890/0012-9658(2005)86[3428:E]2.0.CO;2,NA,0,Journal,er,Erratum,100,3,3,NA,20308,undefined,0,FALSE,18,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644465461,SCOPUS_ID:30644465461,2-s2.0-30644465461,Seasonal patterns and plant-mediated controls of subsurface wetland biogeochemistry,Neubauer S.,Ecology,00129658,00129658,86,12,3334-3344,2005-12-01,December 2005,10.1890/04-1951,"In tidal marshes, spatial and temporal variability in the importance of microbial metabolic pathways influences ecosystem-level processes such as soil carbon storage, the regeneration of inorganic nutrients, and the production of atmospherically important trace gases. We measured seasonal changes in rates of microbial Fe(III) reduction, sulfate reduction, and methanogenesis in tidal freshwater and brackish marshes on the Patuxent River, Maryland, USA, and assessed the ability of plant roots to influence these processes by regenerating electron acceptors and supplying electron donors. In both marshes, the importance of microbial Fe(III) reduction was greatest early in the summer and decreased through the study period. Coincident with the seasonal decline in Fe(III) reduction, methanogenesis (freshwater marsh) or sulfate reduction (brackish site) increased in importance. At the brackish marsh, the partitioning of anaerobic carbon metabolism between Fe(III) reduction and sulfate reduction was similar within and below the root zone, suggesting that rhizosphere processes did not control anaerobic metabolism at this site. Instead, seasonal biogeochemical patterns at the brackish marsh were affected by factors such as water table depth and iron-sulfur interactions. At the tidal freshwater site, our results suggest that changes in rates of Fe(III) reduction and methanogenesis were directly affected by plant-mediated processes. In midsummer, Fe(III) reduction accounted for a greater fraction of total anaerobic metabolism in rhizosphere-influenced surface soils than in soils below the root zone. High rates of Fe(III) reduction occurred at the expense of methanogenesis. This study documented strong temporal variations in the outcome of microbial competition for electron donors that ultimately affected the balance between Fe(III) reduction and methanogenesis within tidal freshwater marsh soils. Our data suggested that variations in microbial metabolic pathways were regulated by physiochemical factors at the brackish site and plant activity at the freshwater site. Plant regulation of Fe(III) reduction is a largely unstudied mechanism by which plants influence wetland carbon cycling and greenhouse gas production. © 2005 by the Ecological Society of America.",142,Journal,ar,Article,100,4,4,"Anaerobic metabolism | Iron reduction | Methanogenesis | Patuxent River, Maryland | Sulfate reduction | Tidal brackish marsh | Tidal freshwater marsh",20308,undefined,0,FALSE,19,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30644463521,SCOPUS_ID:30644463521,2-s2.0-30644463521,Context-dependent biological control of an invasive thistle,Shea K.,Ecology,00129658,00129658,86,12,3174-3181,2005-12-01,December 2005,10.1890/05-0195,"Carduus nutans (nodding or musk thistle) is an important invasive plant of Eurasian origin. Biological control of this species, using insects that attack rosettes or developing seed heads, has met with varied success in different parts of its invaded range. Here we develop and compare simple demographic matrix models for populations of this species in Australia and New Zealand, to explore reasons for these differences. In a New Zealand population, rapid population growth of C. nutans is driven by early life history transitions. In an Australian population, fecundity of C. nutans is of reduced importance, and survivorship of rosettes plays an increased role. These differences suggest how biocontrol agents that are successful at providing control in one situation may fail in another. Theoretical explorations of the models show which life history transitions drive the differences in matrix elasticities. We suggest that characteristics of the invaded community also play a role in invasion success of this species, and develop theoretical and empirical approaches to assess what factors may drive population growth, and hence what control methods are most likely to work, under different circumstances. © 2005 by the Ecological Society of America.",105,Journal,ar,Article,100,4,4,Active adaptive management | Biological control | Carduus nutans | Context-dependent management | Elasticity analysis | Matrix model | Musk thistle | Nodding thistle | Rhinocyllus conicus | Trichosirocalus horridus | Trichosirocalus mortadelo | Urophora solstitialis,20308,undefined,0,FALSE,20,NA,NA,NA,NA
