@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0015438960,SCOPUS_ID:0015438960,2-s2.0-0015438960,Discrimination behavior and hybridization of the blue winged and golden winged warblers,Gill F.,Evolution,00143820,26,2,282-293,1972-01-01,1972,10.2307/2407038,61,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,11,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438901,SCOPUS_ID:0015438901,2-s2.0-0015438901,Karyotypic evolution of bees and corresponding taxonomic implications,Kerr W.,Evolution,00143820,26,2,197-202,1972-01-01,1972,10.2307/2407031,25,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,12,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438524,SCOPUS_ID:0015438524,2-s2.0-0015438524,On the biological improbability of Zahnreihen as embryological units,Osborn J.,Evolution,00143820,26,4,601-607,1972-01-01,1972,10.2307/2407056,18,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,13,"An algebraic model is constructed to describe the ontogeny of the wave replacement of alternate teeth in lower vertebrates. It is pointed out that this model can be constructed in 2 ways, either by conforming to the biological controls inferred by the Zahnreihe theory of Edmund (1960, 1962) or to the biological inhibitions postulated by Osborn (1971) following a study of the ontogeny of the dentition of L. vivipara. It is argued that the latter theory incorporates biological possibilities and an economy of speculation which far outweigh the number and improbability of the speculations inferred by the Zahnreihe theory. It is noted that both the rate of tooth replacement in a tooth position and the rate of addition of tooth families at the back of the dentition are probably exponentially determined whereas the model constructed here, like that used to construct the Zahnreihe theory, is based on arithmetic progressions."
true,https://api.elsevier.com/content/abstract/scopus_id/0015438523,SCOPUS_ID:0015438523,2-s2.0-0015438523,Factors responsible for a change in interspecific competitive ability in Drosophila,Hedrick P.,Evolution,00143820,26,4,513-522,1972-01-01,1972,10.1111/j.1558-5646.1972.tb01957.x,7,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,14,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438497,SCOPUS_ID:0015438497,2-s2.0-0015438497,Genetic and phenotypic differentiation and geographic distance in four species of Lepidoptera,Oliver C.,Evolution,00143820,26,2,221-241,1972-01-01,1972,10.2307/2407033,18,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,15,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438496,SCOPUS_ID:0015438496,2-s2.0-0015438496,Evolution in the staphylinid genus Priochirus (Coleoptera),Greenslade P.J.M.,Evolution,00143820,26,2,203-220,1972-01-01,1972,10.2307/2407032,22,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,16,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438411,SCOPUS_ID:0015438411,2-s2.0-0015438411,Evolution of mastication in the elephantidae,Maglio V.,Evolution,00143820,26,4,638-658,1972-01-01,1972,10.2307/2407059,55,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,17,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438385,SCOPUS_ID:0015438385,2-s2.0-0015438385,Chromosomal polymorphism in Drosophila pseudoobscura used for diagnosis of geographic origin,Powell J.R.,Evolution,00143820,26,4,553-559,1972-01-01,1972,10.2307/2407052,19,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,18,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438384,SCOPUS_ID:0015438384,2-s2.0-0015438384,Genetic similarities and evolutionary relationships among the semispecies of Drosophila paulistorum,Richmond R.,Evolution,00143820,26,4,536-544,1972-01-01,1972,10.2307/2407050,8,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,19,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438320,SCOPUS_ID:0015438320,2-s2.0-0015438320,Mechanics and the evolution of the synapsid jaw,DeMar R.,Evolution,00143820,26,4,622-637,1972-01-01,1972,10.2307/2407058,36,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,20,"A mathematical model of the mechanical arrangement of the lower jaw and the external adductor muscle is constructed which shows that it is unlikely that a coronoid process was initially developed by selection for a higher moment arm. Selection for a posteriorly directed line of muscle action was the primary cause for the initial development of this process, and such selection occurred in conjunction with the predatory habits of the advanced sphenacodontids. In sphenacodontids, the height of the coronoid process was raised past a threshold and eventually allowed selection for a higher moment arm by further rise in the process to become effective. Cynodont evolution is characterized by extensive development of the coronoid process which then migrated posteriorly. The model shows that these are understandable events. Other events in cynodonts include the development of the masseter muscle, first as an extension of the external adductor, and later with an added superficial component acting anterodorsally. Selection for the development of the masseter muscle and for the rise of jaw articulation in advanced cynodonts may have involved the use of the cheek teeth in rudimentary chewing. The technique of solving functional and evolutionary problems by using mathematical models to explore possible evolutionary pathways has been used previously in coiled shells, in tooth replacement, and in a few other situations. This technique promises to be used more often in the future."
true,https://api.elsevier.com/content/abstract/scopus_id/0015438155,SCOPUS_ID:0015438155,2-s2.0-0015438155,Evolutionary strategies in life table characteristics among feral and urban strains of Aedes aegypti (L.),Crovello T.,Evolution,00143820,26,2,185-196,1972-01-01,1972,10.2307/2407030,35,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,21,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015438154,SCOPUS_ID:0015438154,2-s2.0-0015438154,Effects of population density on the frequency dependent selection in the esterase 6 locus of Drosophila melanogaster,Kojima K.,Evolution,00143820,26,3,313-321,1972-01-01,1972,10.2307/2407006,26,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,22,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015437794,SCOPUS_ID:0015437794,2-s2.0-0015437794,A review of some current concepts of the functional evolution of the ear in terrestrial vertebrates,Manley G.,Evolution,00143820,26,4,608-621,1972-01-01,1972,10.2307/2407057,56,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,23,"In the middle ear, the main selective pressure which favored the introduction of the lever ratio between ossicles in the Mesozoic reptiles ancestral to mammals was an improvement in sensitivity over the type of middle ear then extant. Modern columella systems, for example in birds, have independently evolved to be as sensitive. An improvement noted in high frequency transmission in modern mammal middle ears is unlikely to have been a selective pressure in Mesozoic reptiles. In the inner ear, selective pressure favoured the development and maintenance of higher endocochlear potentials for greater sensitivity at the hair cell level. With regard to the basilar membrane, elongation from the elliptical condition brought about consistent frequency analysis, and further elongation extended the range of frequencies the membrane could analyze. Physical restrictions have limited this elongation in some birds, but coiling in the mammals has permitted elongation which in some cases allows analysis of very high ultrasonic frequencies."
true,https://api.elsevier.com/content/abstract/scopus_id/0015437782,SCOPUS_ID:0015437782,2-s2.0-0015437782,The reproductive biology of Rhus integrifolia and Rhus ovata (Anacardiaceae),Young D.,Evolution,00143820,26,3,406-414,1972-01-01,1972,10.2307/2407015,23,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,24,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015437744,SCOPUS_ID:0015437744,2-s2.0-0015437744,Climatic adaptation and photoperiodic response in the band legged ground cricket,Masaki S.,Evolution,00143820,26,4,587-600,1972-01-01,1972,10.2307/2407055,117,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,25,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015437741,SCOPUS_ID:0015437741,2-s2.0-0015437741,The evolution of the use of tools by feeding animals,Alcock J.,Evolution,00143820,26,3,464-473,1972-01-01,1972,10.2307/2407020,100,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,26,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015437243,SCOPUS_ID:0015437243,2-s2.0-0015437243,"Evolution of the merycoidodont masticatory apparatus (Mammalia, Artiodactyla)",Greaves W.,Evolution,00143820,26,4,659-667,1972-01-01,1972,10.2307/2407060,9,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,27,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015437241,SCOPUS_ID:0015437241,2-s2.0-0015437241,Evolutionary implications of Zahnreihen,DeMar R.,Evolution,00143820,26,3,435-450,1972-01-01,1972,10.2307/2407018,35,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,28,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0015437232,SCOPUS_ID:0015437232,2-s2.0-0015437232,Fertility and fitness of XO males in Drosophila. II. Quantitative analysis,Voelker R.A.,Evolution,00143820,26,4,560-573,1972-01-01,1972,10.2307/2407053,4,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,29,NA
