@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0036924354,SCOPUS_ID:0036924354,2-s2.0-0036924354,Nonadditive genetic effects in animal behavior,Meffert L.M.,American Naturalist,00030147,160,6 SUPPL.,2002-12-01,1 December 2002,10.2307/3078957,"Heritabilities, commonly used to predict evolutionary potential, are notoriously low for behaviors. Apart from strong contributions of environmental variance in reducing heritabilities, the additive genetic components can be very low, especially when they are camouflaged by nonadditive genetic effects. We first report the heritabilities of courtship traits in founder-flush and control populations of the housefly (Musca domestica L.). We estimated the heritability of each male and female display through the regression of the courtships involving daughters and sons (with randomly selected mates) onto the ""midparental"" courtship values of their parents. Overall, the average heritability was significantly (P = .012) higher for the parent-daughter assays than for the parent-son assays. We attributed the low (even negative) heritabilities to genotype-by-environment interactions whereby the male's behavior is influenced by the ""environment"" of his mating partner's preferences for the display, generating epistasis through indirect genetic effects. Moreover, bottlenecked lines had up to 800% of the heritability of the controls, suggesting ""conversion"" of additive genetic variance from nonadditive components. Second, we used line-cross assays on separate populations that had been selected for divergence in mating behavior to identify dominance and epistasis through heterosis and outbreeding depression in courtship. Finally, our literature review confirms the prevalence of such low heritabilities (i.e., a conservative mean of 0.38) and nonadditive genetics in other behavioral repertoires (64% of the studies). We conclude that animal behavior is especially prone to the gamut of quantitative genetic complexities that can result in negative heritabilities, negative selection responses, inbreeding depression, conversion, heterosis, and outbreeding depression.",51,Journal,ar,Article,100,3,3,Dominance | Epistasis | Genotype-by-environment interactions | Inbreeding depression | Indirect genetic effects | Outbreeding depression,12604,undefined,0,FALSE,11,NA,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036924335,SCOPUS_ID:0036924335,2-s2.0-0036924335,A spatial and temporal approach to microevolutionary forces affecting population biology in the freshwater snail Biomphalaria pfeifferi,Charbonnel N.,American Naturalist,00030147,160,6,2002-12-01,1 December 2002,10.1086/343875,"The limitations of both population demography and genetics highlight the need to combine these approaches when inferring the influence of demographic processes and modes of migration on genetic structure. The aim of this study was to use spatiotemporal genetic and demographic surveys to reveal the microevolutionary forces acting on the metapopulation dynamics of the freshwater snail Biomphalaria pfeifferi. We also analyzed the consequences of population turnover on temporal genetic differentiation, an aspect that has been little explored. Genetic drift was revealed by both the demographic survey, which indicated severe bottlenecks or extinction during the rainy (resp. dry) season in open (resp. closed) habitats, and the genetic approach, which indicated high selfing rates and strong temporal differentiation. Genetic reassignments and temporal differentiation both confirmed the results of the demographic survey, which suggests that migration occurs in closed (resp. open) habitats during the hot and dry (resp. rainy) season, and indicated that source-sink functioning may be envisaged. A propagule pool mode of colonization was inferred in the open habitats during the rainy season and a migrant pool in the dosed habitats during the dry season. Our study also suggests that selection might be inferred from patterns of neutral genetic markers when recombination is limited.",30,Journal,ar,Article,100,5,5,Colonization | Dispersal | Dynamics | Extinction | Gastropod | Population genetics,12604,undefined,0,FALSE,12,741-755,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036920212,SCOPUS_ID:0036920212,2-s2.0-0036920212,Bergmann's rule in ectotherms: A test using freshwater fishes,Belk M.,American Naturalist,00030147,160,6,2002-12-01,1 December 2002,10.1086/343880,NA,135,Journal,no,Note,100,2,2,Bergmann's rule | Body size | Fish | Latitude | Temperature,12604,undefined,0,FALSE,13,803-808,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036920209,SCOPUS_ID:0036920209,2-s2.0-0036920209,Nitrogen in insects: Implications for trophic complexity and species diversification,Fagan W.F.,American Naturalist,00030147,160,6,2002-12-01,1 December 2002,10.1086/343879,"Disparities in nutrient content (nitrogen and phosphorus) between herbivores and their plant resources have lately proven to have major consequences for herbivore success, consumer-driven nutrient cycling, and the fate of primary production in ecosystems. Here we extend these findings by examining patterns of nutrient content between animals at higher trophic levels, specifically between insect herbivores and predators. Using a recently compiled database on insect nutrient content, we found that predators exhibit on average 15% greater nitrogen content than herbivores. This difference persists after accounting for variation from phylogeny and allometry. Among herbivorous insects, we also found evidence that recently derived lineages (e.g., herbivorous Diptera and Lepidoptera) have, on a relative basis, 15%-25% less body nitrogen than more ancient herbivore lineages (e.g., herbivorous Orthoptera and Hemiptera). We elaborate several testable hypotheses for the origin of differences in nitrogen content between trophic levels and among phylogenetic lineages. For example, interspecific variation in insect nitrogen content may be directly traceable to differences in dietary nitrogen (including dilution by gut contents), selected for directly in response to the differential scarcity of dietary nitrogen, or an indirect consequence of adaptation to different feeding habits. From some functional perspectives, the magnitude rather than the source of the interspecific differences in nitrogen content may be most critical. We conclude by discussing the implications of the observed patterns for both the trophic complexity of food webs and the evolutionary radiation of herbivorous insects.",314,Journal,ar,Article,100,7,7,Allometry | Dietary nitrogen | Diversification of herbivorous insects | Food web dynamics | Insect phylogeny | Nutrient content,12604,undefined,0,FALSE,14,784-802,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036920164,SCOPUS_ID:0036920164,2-s2.0-0036920164,Assembly rules and competition in desert rodents,Brown J.,American Naturalist,00030147,160,6,2002-12-01,1 December 2002,10.1086/343882,NA,39,Journal,no,Note,100,3,3,Assembly rule | Coexistence | Competition | Desert rodents | Functional group | Null model,12604,undefined,0,FALSE,15,815-818,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036920097,SCOPUS_ID:0036920097,2-s2.0-0036920097,Phylogenetic analysis and comparative data: A test and review of evidence,Freckleton R.,American Naturalist,00030147,160,6,2002-12-01,1 December 2002,10.1086/343873,"The question is often raised whether it is statistically necessary to control for phylogenetic associations in comparative studies. To investigate this question, we explore the use of a measure of phylogenetic correlation, λ, introduced by Pagel (1999), that normally varies between 0 (phylogenetic independence) and 1 (species' traits covary in direct proportion to their shared evolutionary history). Simulations show λ to be a statistically powerful index for measuring whether data exhibit phylogenetic dependence or not and whether it has low rates of Type I error. Moreover, λ is robust to incomplete phylogenetic information, which demonstrates that even partial information on phylogeny will improve the accuracy of phylogenetic analyses. To assess whether traits generally show phylogenetic associations, we present a quantitative review of 26 published phylogenetic comparative data sets. The data sets include 103 traits and were chosen from the ecological literature in which debate about the need for phylogenetic correction has been most acute. Eighty-eight percent of data sets contained at least one character that displayed significant phylogenetic dependence, and 60% of characters overall (pooled across studies) showed significant evidence of phylogenetic association. In 16% of tests, phylogenetic correlation could be neither supported nor rejected. However, most of these equivocal results were found in small phylogenies and probably reflect a lack of power. We suggest that the parameter λ be routinely estimated when analyzing comparative data, since it can also be used simultaneously to adjust the phylogenetic correction in a manner that is optimal for the data set, and we present an example of how this may be done.",1823,Journal,ar,Article,100,3,3,Generalized least squares | Maximum likelihood | Phylogenetic correction | Phylogenetically independent contrasts,12604,undefined,0,FALSE,16,712-726,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036920050,SCOPUS_ID:0036920050,2-s2.0-0036920050,The parental investment strategy of an avian cooperative breeder differs between a fragmented and an unfragmented landscape,Luck G.,American Naturalist,00030147,160,6,2002-12-01,1 December 2002,10.1086/343881,NA,6,Journal,no,Note,100,1,1,Birds | Cooperative breeding | Habitat fragmentation | Nestling provisioning | Parental investment | Reproductive success,12604,undefined,0,FALSE,17,809-814,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036919948,SCOPUS_ID:0036919948,2-s2.0-0036919948,Genetic tools for studying adaptation and the evolution of behavior,Boake C.R.B.,American Naturalist,00030147,160,6 SUPPL.,2002-12-01,1 December 2002,10.1086/342902,"The rapid expansion of genomic and molecular genetic techniques in model organisms, and the application of these techniques to organisms that are less well studied genetically, make it possible to understand the genetic control of many behavioral phenotypes. However, many behavioral ecologists are uncertain about the value of including a genetic component in their studies. In this article, we review how genetic analyses of behavior are central to topics ranging from understanding past selection and predicting future evolution to explaining the neural and hormonal control of behavior. Furthermore, we review both new and old techniques for studying evolutionary behavior genetics and highlight how the choice of approach depends on both the question and the organism. Topics discussed include genetic architecture, detecting the past history of selection, and genotype-by-environment interactions. We show how these questions are being addressed with techniques including statistical genetics, QTL analyses, transgenic analyses, and microarrays. Many of the techniques were first applied to the behavior of genetic model organisms such as laboratory mice and flies. Two recent developments serve to expand the relevance of such studies to behavioral ecology. The first is to use model organisms for studies of the genetic basis of evolutionarily relevant behavior and the second is to apply methods developed in model genetic systems to species that have not previously been examined genetically. These conceptual advances, along with the rapid diversification of genetic tools and the recognition of widespread genetic homology, suggest a bright outlook for evolutionary genetic studies. This review provides access to tools through references to the recent literature and shows the great promise for evolutionary behavioral genetics.",88,Journal,re,Review,100,8,8,Behavior genetics | G x E | Genetic architecture | Linkage | Molecular techniques | QTL | Quantitative genetics,12604,undefined,0,FALSE,18,NA,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036919928,SCOPUS_ID:0036919928,2-s2.0-0036919928,Preface: Behavior genetics for behavioral ecologists,Boake C.R.,American Naturalist,00030147,160,6 SUPPL.,2002-12-01,1 December 2002,10.2307/3078952,NA,0,Journal,ed,Editorial,100,3,3,NA,12604,undefined,0,FALSE,19,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036841106,SCOPUS_ID:0036841106,2-s2.0-0036841106,"Evolutionary dynamics of intron size, genome size, and physiological correlates in archosaurs",Waltari E.,American Naturalist,00030147,160,5,2002-11-01,1 November 2002,10.1086/342079,"It has been proposed that intron and genome sizes in birds are reduced in comparison with mammals because of the metabolic demands of flight. To test this hypothesis, we examined the sizes of 14 introns in a nonflying relative of birds, the American alligator (Alligator mississippiensis), and in 19 flighted and flightless birds in 12 taxonomic orders. Our results indicate that a substantial fraction (66%) of the reduction in intron size as well as in genome size had already occurred in nonflying archosaurs. Using phylogenetically independent contrasts, we found that the proposed inverse correlation of genome size and basal metabolic rate (BMR) is significant among amniotes and archosaurs, whereas intron and genome size variation within birds showed no significant correlation with BMR. We show statistically that the distribution of genome sizes in birds and mammals is underdispersed compared with the Brownian motion model and consistent with strong stabilizing selection; that genome size differences between vertebrate clades are overdispersed and punctuational; and that evolution of BMR and avian intron size is consistent with Brownian motion. These results suggest that the contrast between genome size/BMR and intron size/BMR correlations may be a consequence of different intensities of selection for these traits and that we should not expect changes in intron size to be significantly associated with metabolically costly behaviors such as flight.",77,Journal,ar,Article,100,2,2,Archosaurs | C-value | Comparative method | Genomics | Introns | Metabolic rate,12604,undefined,0,FALSE,20,539-552,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036830161,SCOPUS_ID:0036830161,2-s2.0-0036830161,On a genetic model of intraspecific competition and stabilizing selection,Bürger R.,American Naturalist,00030147,160,5,2002-11-01,1 November 2002,10.1086/342813,"A genetic model is investigated in which two recombining loci determine the genotypic value of a quantitative trait additively. Two opposing evolutionary forces are assumed to act: stabilizing selection on the trait, which favors genotypes with an intermediate phenotype, and intraspecific competition mediated by that trait, which favors genotypes whose effect on the trait deviates most from that of the prevailing genotypes. Accordingly, fitnesses of genotypes have a frequency-independent component describing stabilizing selection and a frequency- and density-dependent component modeling competition. We study how the underlying genetics, in particular recombination rate and relative magnitude of allelic effects, interact with the conflicting selective forces and derive the resulting, surprisingly complex equilibrium patterns. We also investigate the conditions under which disruptive selection on the phenotypes can be observed and examine how much genetic variation can be maintained in such a model. We discovered a number of unexpected phenomena. For instance, we found that with little recombination the degree of stably maintained polymorphism and the equilibrium genetic variance can decrease as the strength of competition increases relative to the strength of stabilizing selection. In addition, we found that mean fitness at the stable equilibria is usually much lower than the maximum possible mean fitness and often even lower than the fitness at other, unstable equilibria. Thus, the evolutionary dynamics in this system are almost always nonadaptive.",34,Journal,ar,Article,100,1,1,Disruptive selection | Genetic variation | Intraspecific competition | Quantitative trait | Recombination | Stabilizing selection,12604,undefined,0,FALSE,21,661-682,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036830095,SCOPUS_ID:0036830095,2-s2.0-0036830095,"Plant community dynamics, nutrient cycling, and alternative stable equilibria in peatlands",Pastor J.,American Naturalist,00030147,160,5,2002-11-01,1 November 2002,10.1086/342814,"Although observational data and experiments suggest that carbon flux and storage in peatlands are controlled by hydrology and/or nutrient availability, we lack a rigorous theory to account for the roles that different plant species or life-forms, particularly mosses, play in carbon and nutrient flux and storage and how they interact with different hydrologic sources of nutrients. We construct and analyze a model of peatlands that sheds some light on this problem. The model is a set of six coupled differential equations that define the flow of nutrients from moss and vascular plants to their litters, then to peat, and finally to an inorganic nutrient resource pool. We first analyze a simple version of this model (model 1) in which all nutrient input is from precipitation and enters the moss compartment directly, mimicking the dynamics of ombrotrophic bogs. There is a transcritical bifurcation that results in a switch of stability between two equilibrium bog communities: a moss monoculture and a community where mosses and vascular plants coexist. The bifurcation depends on the magnitudes of the input/output budget of the peatland and the life-history traits of the plants. We generalize model 1 to model 2 by dividing nutrient inputs between precipitation and groundwater, thus also allowing the development of minerotrophic fens that receive nutrient subsidies from both groundwater and precipitation and adding intraspecific competition (self-limitation) terms for both moss and vascular plants. Partitioning precipitation inputs between moss and the nutrient pool resulted in the greatest changes in model behavior, including the appearance of a lake and a vascular plant monoculture as well as the moss monoculture and coexistence equilibrium. As with model 1, these solutions are separated by transcritical bifurcations depending on critical combinations of parameters determining the input-output budget of the peatland as well as the life-history characteristics of the plant species. Model 2 also allowed for an early transient spike in vascular plant dominance followed by approach to near moss monoculture and then eventual approach to coexistence equilibrium. This generalized model mimics the broad features of successional development of peatlands from fens to bogs often found in the paleorecords of peat cores.",44,Journal,ar,Article,100,5,5,Alternative stable equilibria | Nutrients | Peatlands | Trans-critical bifurcation,12604,undefined,0,FALSE,22,553-568,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036829974,SCOPUS_ID:0036829974,2-s2.0-0036829974,Mate-search efficiency can determine the evolution of separate sexes and the stability of hermaphroditism in animals,Puurtinen M.,American Naturalist,00030147,160,5,2002-11-01,1 November 2002,10.1086/342821,"Limited availability of mating partners has been proposed as an explanation for the occurrence of simultaneous hermaphroditism in animals with pair mating. When low population density or low mobility of a species limits the number of potential mates, simultaneous hermaphrodites may have a selective advantage because, first, they are able to adjust the allocation of resources between male and female functions in order to maximize fitness; second, in a hermaphroditic population the likelihood of meeting a partner is higher because all individuals are potential mates; and, third, in the absence of mating partners, many simultaneously hermaphroditic animals have the option of reproducing through self-fertilization. Recognizing that mate availability is central to the existing theory of hermaphroditism in animals, it is important to examine the effects of mate search on predictions of the stability of hermaphroditism. Many hermaphroditic animals can increase the number of potential mates they contact by active searching. However, since mate search has costs in terms of time and energy, the increased number of potential mates will be traded off against the amount of resources that can be allocated to the production of gametes. We explore the consequences of this trade-off to the evolution of mating strategies and to the selective advantage of self-fertilization. We show that in low and moderate population densities, poor mate-search efficiency and high costs of searching stabilize hermaphroditism and bias sex allocation toward female function. In addition, in very low population densities, there is strong selective advantage for self-fertilization, but this advantage decreases considerably in species with high mate-search efficiency. Most important, however, we present a novel evolutionary prediction: when mate search is efficient, disruptive frequency-dependent selection on time allocation to mate search leads to the evolution of searching and nonsearching phenotypes and, ultimately, to the evolution of males and females.",45,Journal,ar,Article,100,2,2,Functional gender | Hermaphroditism | Reproductive strategies | Self-fertilization | Separate sexes | Sex allocation,12604,undefined,0,FALSE,23,645-660,NA,NA,NA,NA
