@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33751325657,SCOPUS_ID:33751325657,2-s2.0-33751325657,Protected polymorphism and evolutionary stability in pleiotropic models with trait-specific dominance,Van Dooren T.,Evolution,00143820,15585646,60,10,1991-2003,2006-10-01,October 2006,10.1554/05-259.1,"When alleles have pleiotropic effects on a number of quantitative traits, the degree of dominance between a pair of alleles can be different for each trait. Such trait-specific dominance has been studied previously in models for the maintenance of genetic variation by antagonistic effects of an allele on two fitness components. By generalizing these models to an arbitrary number of fitness components or other phenotypic traits with different degrees of dominance, I show that genetic polymorphism is generally impossible without antagonistic fitness effects of different traits and without trait-specific dominance. I also investigate dominance and pleiotropy from a more long-term evolutionary perspective, allowing for the study of general ecological scenarios, and I discuss the effects of trait-specific dominance on evolutionary stability criteria. When selection is mainly directional and only trait-specific dominance and antagonism cause the emergence of polymorphism, then these polymorphisms can be overtaken by single mutants again, such that they are probably short-lived on an evolutionary time scale. Near evolutionarily singular points where directional selection is absent, trait-specific dominance and overdominance facilitate the emergence of polymorphism and cause evolutionary divergence in some cases. An important outcome of these models is that trait-specific dominance allows for the emergence of genetic polymorphisms without a selective disadvantage for heterozygotes. This removes the scope for the evolution of assortative mate choice and affects dominance modification. Sympatric speciation by disruptive ecological selection requires this heterozygote disadvantage in order to evolve, and therefore it becomes less plausible if the emergence of genetic polymorphism usually occurs via trait-specific dominance and antagonistic effects. © 2006 The Society for the Study of Evolution. All rights reserved.",16,17133856,Journal,ar,Article,100,1,1,Adaptive dynamics | Antagonistic pleiotropy | Balancing selection | Dominance | Evolutionary dynamics | Protected polymorphism,22104,undefined,0,FALSE,54,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751324823,SCOPUS_ID:33751324823,2-s2.0-33751324823,Parents benefit from eating offspring: Density-dependent egg survivorship compensates for filial cannibalism,Klug H.,Evolution,00143820,15585646,60,10,2087-2095,2006-10-01,October 2006,10.1554/05-283.1,"Why should animals knowingly consume their own young? It is difficult to imagine many circumstances in which eating one's own young (i.e., filial cannibalism) actually increases an individual's fitness; however, filial cannibalism commonly co-occurs with parental care in fishes. The evolutionary significance of filial cannibalism remains unclear. The most commonly accepted explanation is that filial cannibalism is a mechanism by which caring males gain energy or nutrients that they reinvest into future reproduction, thereby increasing net reproductive success. There is mixed support for this hypothesis and, at best, it can only explain filial cannibalism in some species. A recent alternative hypothesis suggests that filial cannibalism improves the survivorship of remaining eggs by increasing oxygen availability, and thus increases current reproductive success. This theory has received little attention as of yet. We evaluated the hypothesis of oxygen-mediated filial cannibalism in the sand goby by examining the effect of oxygen and egg density on the occurrence of filial cannibalism, evaluating the effects of partial clutch cannibalism on the survivorship of remaining eggs, and comparing potential costs and benefits of filial cannibalism related to the net number of eggs surviving. Indeed, we found that oxygen level and egg density affected the occurrence of cannibalism and that simulated partial clutch cannibalism improved survivorship of the remaining eggs. Additionally, because increased egg survivorship, stemming from partial egg removal, compensated for the cost of cannibalism (i.e., number of eggs removed) at a range of cannibalism levels, filial cannibalism potentially results in no net losses in reproductive success. However, oxygen did not affect egg survivorship. Thus, we suggest a more general hypothesis of filial cannibalism mediated by density-dependent egg survivorship. © 2006 The Society for the Study of Evolution. All rights reserved.",40,17133865,Journal,ar,Article,100,3,3,Density-dependent egg survivorship | Filial cannibalism | Parent-offspring conflict | Parental care | Paternal care | Pomatoschistus minutus,22104,undefined,0,FALSE,55,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751318017,SCOPUS_ID:33751318017,2-s2.0-33751318017,When Rensch meets Bergmann: Does sexual size dimorphism change systematically with latitude?,Blanckenhorn W.,Evolution,00143820,15585646,60,10,2004-2011,2006-10-01,October 2006,10.1554/06-110.1,"Bergmann's and Rensch's rules describe common large-scale patterns of body size variation, but their underlying causes remain elusive. Bergmann's rule states that organisms are larger at higher latitudes (or in colder climates). Rensch's rule states that male body size varies (or evolutionarily diverges) more than female body size among species, resulting in slopes greater than one when male size is regressed on female size. We use published studies of sex-specific latitudinal body size clines in vertebrates and invertebrates to investigate patterns equivalent to Rensch's rule among populations within species and to evaluate their possible relation to Bergmann's rule. Consistent with previous studies, we found a continuum of Bergmann (larger at higher latitudes: 58 species) and converse Bergmann body size clines (larger at lower latitudes: 40 species). Ignoring latitude, male size was more variable than female size in only 55 of 98 species, suggesting that intraspecific variation in sexual size dimorphism does not generally conform to Rensch's rule. In contrast, in a significant majority of species (66 of 98) male latitudinal body size clines were steeper than those of females. This pattern is consistent with a latitudinal version of Rensch's rule, and suggests that some factor that varies systematically with latitude is responsible for producing Rensch's rule among populations within species. Identifying the underlying mechanisms will require studies quantifying latitudinal variation in sexspecific natural and sexual selection on body size. © 2006 The Society for the Study of Evolution. All rights reserved.",187,17133857,Journal,ar,Article,100,5,5,Bergmann's rule | Body size | Meta analysis | Rensch's rule | Sexual selection | Sexual size dimorphism,22104,undefined,0,FALSE,56,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751318015,SCOPUS_ID:33751318015,2-s2.0-33751318015,Faster lizards sire more offspring: Sexual selection on whole-animal performance,Husak J.F.,Evolution,00143820,15585646,60,10,2122-2130,2006-10-01,October 2006,10.1554/05-647.1,"Sexual selection operates by acting on variation in mating success. However, since selection acts on whole-organism manifestations (i.e., performance) of underlying morphological traits, tests for phenotypic effects of sexual selection should consider whole-animal performance as a substrate for sexual selection. Previous studies have revealed positive relationships between performance and survival, that is, natural selection, but none have explicitly tested whether performance may influence reproductive success (through more matings), that is, sexual selection. Performance predicts dominance in some species, implying the effects of sexual selection, but how it does so has not been established, nor is it certain whether performance might be a by-product of selection for something else, for example, elevated circulating testosterone levels. We investigated the potential for sexual selection on sprint speed performance in collared lizards (Crotaphytus collaris), considering the potential mediating effects of circulating hormone levels. Among territorial, adult male collared lizards, only sprint speed significantly predicted territory area and number of offspring sired as determined by genetic paternity analysis. Body size, head size, and hind limb length had no effect. Neither plasma testosterone levels nor corticosterone levels correlated with sprint speed, territory area, or number of offspring sired. Thus, our results provide a direct link between whole-animal performance and reproductive success, suggesting that intrasexual selection can act directly on sprint speed performance and drive the evolution of underlying morphological traits. © 2006 The Society for the Study of Evolution. All rights reserved.",218,17133868,Journal,ar,Article,100,4,4,Fitness | Natural selection | Sprint speed | Territoriality | Testosterone,22104,undefined,0,FALSE,57,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751311557,SCOPUS_ID:33751311557,2-s2.0-33751311557,Mechanisms underlying the sperm quality advantage in Drosophila melanogaster,Pattarini J.M.,Evolution,00143820,15585646,60,10,2064-2080,2006-10-01,October 2006,10.1554/06-142.1,"Contrary to early predictions of sperm competition theory, postcopulatory sexual selection favoring increased investment per sperm (e.g., sperm size, sperm quality) has been demonstrated in numerous organisms. We empirically demonstrate for Drosophila melanogaster that both sperm quality and sperm quantity independently contribute to competitive male fertilization success. In addition to these independent effects, there was a significant interaction between sperm quality and quantity that suggests an internal positive reinforcement on selection for sperm quality, with selection predicted to intensify as investment per sperm increases and the number of sperm competing declines. The mechanism underlying the sperm quality advantage is elucidated through examination of the relationship between female sperm-storage organ morphology and the differential organization of different length sperm within the organ. Our results exemplify that primary sex cells can bear secondary sexual straits. © 2006 The Society for the Study of Evolution. All rights reserved.",81,17133863,Journal,ar,Article,100,4,4,Cryptic female choice | Postcopulatory sexual selection | Sperm competition | Sperm quality | Sperm size,22104,undefined,0,FALSE,58,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751310356,SCOPUS_ID:33751310356,2-s2.0-33751310356,The evolution of female mating preferences: Differentiation from species with promiscuous males can promote speciation,McPeek M.,Evolution,00143820,15585646,60,10,1967-1980,2006-10-01,October 2006,10.1554/06-184.1,"Females of many species are frequently courted by promiscuous males of their own and other closely related species. Such mating interactions may impose strong selection on female mating preferences to favor trait values in conspecific males that allow females to discriminate them from their heterospecific rivals. We explore the consequences of such selection in models of the evolution of female mating preferences when females must interact with heterospecific males from which they are completely postreproductively isolated. Specifically, we allow the values of both the most preferred male trait and the tolerance of females for males that deviate from this most preferred trait to evolve. Also, we consider situations in which females base their mating decisions on multiple male traits and must interact with males of multiple species. Females will rapidly differentiate in preference when they sometimes mistake heterospecific males for suitable mates, and the differentiation of female preference will select for conspecific male traits to differentiate as well. In most circumstances, this differentiation continues indefinitely, but slows substantially once females are differentiated enough to make mistakes rare. Populations of females with broader preference functions (i.e., broader tolerance for males with trait values that deviate from females' most preferred values) will evolve further to differentiate if the shape of the function cannot evolve. Also, the magnitude of separation that evolves is larger and achieved faster when conspecific males have lower relative abundance. The direction of differentiation is also very sensitive to initial conditions if females base their mate choices on multiple male traits. We discuss how these selection pressures on female mate choice may lead to speciation by generating differentiation among populations of a progenitor species that experiences different assemblages of heterospecifics. Opportunities for differentiation increase as the number of traits involved in mate choice increase and as the number of species involved increases. We suggest that this mode of speciation may have been particularly prevalent in response to the cycles of climatic change throughout the Quaternary that forced the assembly and disassembly of entire communities on a continentwide basis. © 2006 The Society for the Study of Evolution. All rights reserved.",76,17133854,Journal,ar,Article,100,2,2,Female mate preference | Mate choice evolution | Mate tolerance | Premating isolating barrier | Reinforcement selection | Reproductive character displacement | Sexual selection | Species recognition system,22104,undefined,0,FALSE,59,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751310355,SCOPUS_ID:33751310355,2-s2.0-33751310355,Functional origins of fitness effect-sizes of compensatory mutations in the DNA bacteriophage φX174,Poon A.,Evolution,00143820,15585646,60,10,2032-2043,2006-10-01,October 2006,10.1554/06-013.1,"Epistasis is an important and poorly understood aspect of mutations and strongly influences the evolutionary impact of genetic variation on adaptation and fitness. Although recent studies have begun to characterize the distribution of epistatic effects between mutations affecting fitness, there is currently a lack of empirical information on the underlying biological causes of these epistatic interactions. What are the functional constraints that determine the effectiveness of a compensatory mutation at restoring fitness? We have measured the effect-sizes of 52 compensatory mutations affecting nine different deleterious mutations in the major capsid and spike proteins of the DNA bacteriophage φX174. On average, an experimentally detectable compensatory mutation recovers about two-thirds of the fitness cost of the preceding deleterious mutation. Variation in fitness effect-sizes is only weakly associated with measures of the distance separating the deleterious and compensatory mutations in the amino acid sequence or the folded protein structure. However, there is a strong association of fitness effect-size with the correlation in the effects of the mutations on the biochemical properties of amino acids. A compensatory mutation has the largest effect-size, on average, when both the compensatory and deleterious mutations have radical effects on the overall biochemical make-up of the amino acids. By examining the relative contributions of specific biochemical properties to variation in fitness effect-size, we find that the area and charge of amino acids have a major influence, which suggests that the complexity of the amino acid phenotype is simplified by selection into a reduced number of phenotypic components. © 2006 The Society for the Study of Evolution. All rights reserved.",24,17133860,Journal,ar,Article,100,2,2,Bacteriophage φX174 | Compensatory mutation | Coordinated substitutions | Protein evolution | Sign epistasis,22104,undefined,0,FALSE,60,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33749999251,SCOPUS_ID:33749999251,2-s2.0-33749999251,Effects of competition on the fitness of wild and crop-wild hybrid sunflower from a diversity of wild populations and crop lines,Mercer K.L.,Evolution,00143820,15585646,60,10,2044-2055,2006-10-01,October 2006,10.1554/06-020.1,"Gene flow between crop fields and wild populations often results in hybrids with reduced fitness compared to their wild counterparts due to characteristics imparted by the crop genome. But the specifics of the evolutionary outcome of crop-wild gene flow may depend on context, varying due to local environmental conditions and genetic variation within and among wild populations and among crop lines. To evaluate context-dependence of fitness of F1 hybrids, sunflower crop lines were crossed with nine wild populations from across the northern United States. These crop-wild hybrids and their wild counterparts were grown under agricultural conditions in the field with and without wheat competition. Hybrids were far less fecund than wild plants, yet more likely to survive to reproduce. There was considerable variability among wild populations for fecundity and the specific crop line used to generate the crop-wild hybrid significantly affected fecundity. The fitness deficit suffered by crop-wild hybrids varied by population, as did the rankings of the crop-wild hybrids from three different crop lines. Wheat competition decreased fecundity and survival considerably and hampered seed production of wild plants more than that of hybrids. Genotype X environment interactions indicated that the response of fitness to competition differed by population. Consequently, the fitness of hybrids relative to wild plants varied considerably among wild populations and was not consistent across environments. Notably, relative fitness of hybrids was greater under competitive conditions. This research is the first study of its kind to demonstrate that the consequences of crop-wild gene flow are context dependent and contingent on the genetics of the specific wild populations and the local biotic and abiotic conditions. © 2006 The Society for the Study of Evolution. All rights reserved.",47,17133861,Journal,ar,Article,100,3,3,Competition | Context-dependent fitness | Crop-wild hybrids | Gene flow | Genotype X environment interactions | Introgression | Relative fitness,22104,undefined,0,FALSE,61,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751426945,SCOPUS_ID:33751426945,2-s2.0-33751426945,Evidence for the reversibility of digit loss: A phylogenetic study of limb evolution in Bachia (Gymnophthalmidae: Squamata),Kohlsdorf T.,Evolution,00143820,15585646,60,9,1896-1912,2006-09-01,September 2006,10.1554/06-056.1,"Reevolution of lost characters constitutes evidence that the capacity for producing specific phenotypes may remain latent after a trait is lost and be transmitted over many generations without visible effect. Although some evolutionary changes are easily reversible, it can be argued that the reappearance of complex characters would be nearly impossible. This idea is based on the assumption that, after a structure is lost, the genes related to its development will degenerate. In the present paper we test this idea with respect to digit loss in the gymnophthalmid genus Bachia. We present a molecular phylogeny of the genus Bachia and investigate the evolution of digit number in this taxon. Most members of this South American genus have undergone major reduction in hind limbs without ever losing all the digits in the forelimbs. We apply three statistical methods to test the hypothesis that trait loss is irreversible (Dollo's law). These are tree tests, parsimony-cost curves, and likelihood-ratio tests. Data is also analyzed under a simple probability model. All analyses provided strong evidence for reevolution of digit number in derived Bachia species. The evidence is stronger in toes (hind limb) than in fingers (forelimb). Other published examples of reevolution of complex traits are discussed in the light of the statistical approaches used in this paper. We conclude that there are a limited number of cases with strong evidence for the reevolution of lost morphological structures, raising questions about the mechanisms that retain the genetic information for a latent character. © 2006 The Society for the Study of Evolution. All rights reserved.",102,17089974,Journal,ar,Article,100,2,2,Digit evolution | Dollo's law | Reversal | Squamata,22104,undefined,0,FALSE,62,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751351330,SCOPUS_ID:33751351330,2-s2.0-33751351330,Local maladaptation in the soft scale insect Saissetia coffeae (Hemiptera: Coccidae),Spitzer B.,Evolution,00143820,15585646,60,9,1859-1867,2006-09-01,September 2006,10.1554/05-407.1,"Local adaptation has often been documented in herbivorous insects. The potential for local maladaptation in phytophagous insects, however, has not been widely considered. I performed a two-generation reciprocal cross-transplant experiment with the generalist soft scale insect Saissetia coffeae (Hemiptera: Coccidae) on two common species of host plants in rain forest habitat in Costa Rica. In this system, S. coffeae showed significant local maladaptation at the level of the host species. Lineages originally collected from Witheringia enjoyed a strong advantage over those collected from Lomariopsis when both sets of lineages were placed on Lomariopsis; however, when both sets of lineages were raised on Witheringia, their fitnesses were statistically indistinguishable. While some aspects of the biology of S. coffeae may impair its ability to adapt to local selection pressures, scale insects are often locally adapted on fine spatial scales, and local maladaptation is therefore especially surprising. Other documented cases of local maladaptation in parasites appear to be due to evolution on the part of the host. The possibility that hosts or natural enemies may place local genotypes at a disadvantage, producing a pattern of local maladaptation, is one that deserves more consideration in the context of plant-insect interactions. © 2006 The Society for the Study of Evolution. All rights reserved.",16,17089970,Journal,ar,Article,100,1,1,Coccidae | Hemiptera | Herbivorous insects | Local adaptation | Local maladaptation | Plant-herbivore interactions | Saissetia coffeae,22104,undefined,0,FALSE,63,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751347349,SCOPUS_ID:33751347349,2-s2.0-33751347349,Microgeographic evolution of snail shell shape and predator behavior,Schilthuizen M.,Evolution,00143820,15585646,60,9,1851-1858,2006-09-01,September 2006,10.1554/06-114.1,"Genetic divergence in geographically isolated populations is a prerequisite for allopatric speciation, one of the most common modes of speciation. In ecologically equivalent populations existing within a small, environmentally homogeneous area, an important role for environmentally neutral divergence is often found or inferred. We studied a species complex of conspicuously shaped Opisthostoma land snails on scattered limestone outcrops within a small area of lowland rainforest in Borneo. We used shell morphometrics, mitochondrial and nuclear DNA sequences, and marks of predation to study the factors involved in allopatric divergence. We found that a striking geographic divergence exists in shell morphology, which is partly associated with neutral genetic divergence. We also found geographic differentiation in the behavior of the snails' invertebrate predator and evidence of an evolutionary interaction between aspects of shell shape and predator behavior. Our study shows that adaptation to biotic aspects of the environment may play a more important role in allopatric speciation than previously suspected, even on a geographically very small scale. © 2006 The Society for the Study of Evolution. All rights reserved.",49,17089969,Journal,ar,Article,100,7,7,Adaptation | Conchology | Gastropoda | Malaysia | Mollusca | Opisthostoma,22104,undefined,0,FALSE,64,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751345844,SCOPUS_ID:33751345844,2-s2.0-33751345844,Testing three models on the adaptive significance of protandric simultaneous hermaphroditism in a marine shrimp,Baeza J.,Evolution,00143820,15585646,60,9,1840-1850,2006-09-01,September 2006,10.1554/05-638.1,"Protandric simultaneous hermaphroditism, as reported for shrimps in the genus Lysmata, is a sexual system in which individuals invariably reproduce as males first and later in life as simultaneous hermaphrodites. I tested three models (i.e., sex-dependent energetic costs, sex-dependent mortality rates and sex-dependent time commitments) in an attempt to explain the adaptive value of protandric simultaneous hermaphroditism in the shrimp L. wurdemanni. Specific assumptions and predictions of each model were evaluated using manipulative experiments. In the laboratory, males grew faster than simultaneous hermaphrodites of the same size and age, an indication that the female function incurs higher energetic costs of reproduction than the male function. Also, large SHPs were more successful in monopolizing food than small males. The sex-dependent growth rate and size-dependent resource holding power agree with predictions of the sex-dependent energetic cost model. The time that simultaneous hermaphrodites required for replenishing their sperm reservoirs after mating as males was much shorter (2 days) than the time required to brood one clutch of embryos (11 days). Also, small simultaneous hermaphrodites experienced heavier mortality due to predatory fishes than large ones. The sex-dependent reproductive time commitment and size-dependent mortality agree with predictions of the sex-dependent time commitment model. Conversely, I found no evidence that the sex-dependent mortality model explains protandric simultaneous hermaphroditism in the studied species. In contrast to model predictions, mortality due to predatory fishes suffered by simultaneous hermaphrodites was not greater than that suffered by males of the same body size. In L. wurdemanni, the relationship between sex-specific investment and reproductive success seems to change during ontogeny in a way that is consistent with an adaptive adjustment of sex allocation to improve age-specific reproductive success. © 2006 The Society for the Study of Evolution. All rights reserved.",48,17089968,Journal,ar,Article,100,1,1,Hermaphrodite | Protandry | Shrimp | Size-dependent sex allocation,22104,undefined,0,FALSE,65,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751345577,SCOPUS_ID:33751345577,2-s2.0-33751345577,Will population bottlenecks and multilocus epistasis increase additive genetic variance?,Turelli M.,Evolution,00143820,15585646,60,9,1763-1776,2006-09-01,September 2006,10.1554/05-585.1,"We apply new analytical methods to understand the consequences of population bottlenecks for expected additive genetic variance. We analyze essentially all models for multilocus epistasis that have been numerically simulated to demonstrate increased additive variance. We conclude that for biologically plausible models, large increases in expected additive variance - attributable to epistasis rather than dominance - are unlikely. Naciri-Graven and Goudet (2003) found that as the number of epistatically interacting loci increases, additive variance tends to be inflated more after a bottleneck. We argue that this result reflects biologically unrealistic aspects of their models. Specifically, as the number of loci increases, higher-order epistatic interactions become increasingly important in these models, with an increasing fraction of the genetic variance becoming nonadditive, contrary to empirical observations. As shown by Barton and Turelli (2004), without dominance, conversion of nonadditive to additive variance depends only on the variance components and not on the number of loci per se. Numerical results indicating that more inbreeding is needed to produce maximal release of additive variance with more loci follow directly from our analytical results, which show that high levels of inbreeding (F > 0.5) are needed for significant conversion of higher-order components. We discuss alternative approaches to modeling multilocus epistasis and understanding its consequences. © 2006 The Society for the Study of Evolution. All rights reserved.",58,17089962,Journal,ar,Article,100,2,2,Additive variance | Epistasis | Genetic drift | Population bottlenecks | Quantitative genetics | Variance components,22104,undefined,0,FALSE,66,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751345572,SCOPUS_ID:33751345572,2-s2.0-33751345572,Selection in a cycling population: Differential response among skeletal traits,Wójcik A.M.,Evolution,00143820,15585646,60,9,1925-1935,2006-09-01,September 2006,10.1554/06-067.1,"Population density cycles influence phenotypic evolution through both density-dependent selection during periods of high density and through enhanced genetic drift during periods of low density. We investigated the response of different phenotypic traits to the same density cycles in a population of the yellow-necked mouse, Apodemus flavicollis, from Białowieża National Park in Poland. We examined nonmetric skull traits, skull and mandible size, skull and mandible shape, and transferrin allele frequencies. We found that all of the traits changed significantly over the seven-year study period. The greatest changes in nonmetric traits and mandible size occurred during periods of increasing density, and the magnitude of changes in skull and mandible shape was correlated with the magnitude of density changes. Frequencies of transferrin alleles changed the most when population density was in decline. Changes among the five phenotypic traits were generally uncorrelated with one another, except for skull and mandible shape. Nonmetric traits were selectively neutral when assessed with QST/FST analysis, whereas mandible size, mandible shape, and skull shape showed evidence of fairly strong selection. Selection on skull size was weak or nonexistent. We discuss how different assumptions about the genetic components of variance affect QST estimates when phenotypic variances are substituted for genetic ones. We also found that change in mandible size, mandible shape, skull size, and skull shape were greater than expected under a neutral model given reasonable assumptions about heritability and effective population size. © 2006 The Society for the Study of Evolution. All rights reserved.",23,17089976,Journal,ar,Article,100,4,4,Cycling population | Geometric morphometrics | Nonmetric traits | Q  /F ST ST | Selection | Transferrin,22104,undefined,0,FALSE,67,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751340811,SCOPUS_ID:33751340811,2-s2.0-33751340811,Selective trade-offs and sex-chromosome evolution in Silene latifolia,Scotti I.,Evolution,00143820,15585646,60,9,1793-1800,2006-09-01,September 2006,10.1554/05-698.1,"Alleles of sexually antagonistic genes (i.e., genes with alleles affecting fitness in opposite directions in the two sexes) can avoid expression in the sex to which they are detrimental via two processes: they are subsumed into the nonrecombining, sex-determining portion of the sex chromosomes or they evolve sex-limited expression. The former is considered more likely and leads to Y-chromosome degeneration. We mapped quantitative trait loci of major effect for sexually dimorphic traits of Silene latifolia to the recombining portions of the sex chromosomes and found them to exhibit sex-specific expression, with the Y chromosome in males controlling a relatively larger proportion of genetic variance than the X in females and the average autosome. Both reproductive and ecophysiological traits map to the recombining region of the sex chromosomes. We argue that genetic correlations among traits maintain recombination and polymorphism for these genes because of balancing selection in males, whereas sex-limited expression represses detrimental alleles in females. Our data suggest that the Y chromosome of S. latifolia plays a major role in the control of key metabolic activities beyond reproductive functions. © 2006 The Society for the Study of Evolution. All rights reserved.",51,17089964,Journal,ar,Article,100,2,2,Antagonistic genes | Linkage map | Quantitative trait loci | Sex-specific expression | Y chromosome,22104,undefined,0,FALSE,68,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751338987,SCOPUS_ID:33751338987,2-s2.0-33751338987,Morphological adaptation influences the evolution of a mating signal,Ballentine B.,Evolution,00143820,15585646,60,9,1936-1944,2006-09-01,September 2006,10.1554/06-051.1,"Theory predicts that forces of natural selection can reduce the intensity of sexually selected traits. In this study, I investigate how morphological adaptation to feeding ecology influences a mating signal. In birds, changes in feeding ecology can cause rapid divergence in bill morphology. Because bills are also important for song production, feeding ecology may influence song divergence. During song, birds can rapidly change vocal tract resonance using bill movement, yet are constrained in rate and magnitude of bill movements resulting in a trade-off between trill rate and frequency bandwidth. Male swamp sparrows vary in their ability to produce rapid, broad-band trills and females prefer more physically demanding songs. Populations of swamp sparrows adapted to the feeding ecology of tidal marshes have larger bills than inland populations. Larger bills should increase the constraints of producing rapid, broad-band trills allowing for a test of how changes in feeding ecology affect a feature of song used in mate choice. I found significant differences in acoustic features of song consistent with the hypothesis that coastal males are less able to meet the physical demands of song production because of the constraints of having larger bills. As possible compensation for decreases in song performance, coastal populations exhibit an increase in song complexity. These changes support the current model of how motor constraints influence song production and suggest a mechanism by which feeding ecology can influence signal evolution. © 2006 The Society for the Study of Evolution. All rights reserved.",67,17089977,Journal,ar,Article,100,1,1,Bird song | Geographic variation | Mate choice | Sexual selection | Swamp sparrow | Vocal performance,22104,undefined,0,FALSE,69,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751335254,SCOPUS_ID:33751335254,2-s2.0-33751335254,Ecological speciation in the East Maui-endemic Dubautia (Asteraceae) species,Friar E.A.,Evolution,00143820,15585646,60,9,1777-1792,2006-09-01,September 2006,10.1554/05-345.1,"Adaptive diversification can be viewed as a balance between the conservative force of interpopulation gene flow and selection for differential environments. In this paper, we examine ecological, morphological, and genetic differentiation in a small clade consisting of four East Maui-endemic species of Dubautia: D. menziesii, D. platyphylla, D. reticulata, and D. waianapanapaensis, in the Hawaiian silversword alliance (Asteraceae). The East Maui clade is apparently recently derived (less than 1 million years ago) and is geographically restricted yet displays significant ecological and morphological differences. We used geographic data from historical herbarium specimens, measurements of plant architecture and leaf morphometrics, and measures of genetic differentiation in both microsatellite and nuclear coding loci to examine the correlation of different forms of divergence in this small species flock. We found overlap in large-scale geographic distributions, significant differentiation in most habitat factors, significant microsatellite differentiation, and many shared alleles at nuclear coding loci suggesting on-going lineage sorting. Despite the presence of apparent hybrids in some populations, microsatellite variation is consistent with isolation among species. Using Mantel tests, we compared the direction and extent of diversification among different datasets, to determine whether ecological/morphological divergence was correlated with genetic divergence. Correlations among different datasets showed that habitat was strongly correlated with plant architecture but not leaf morphology. Taken together, these results indicate that ecological and morphological diversification has driven genetic divergence at rapidly evolving microsatellite loci, whereas there is continuing lineage sorting at neutral sites in nuclear coding loci. © 2006 The Society for the Study of Evolution. All rights reserved.",28,17089963,Journal,ar,Article,100,7,7,Ecological speciation | Gene flow | Hawaiian silversword alliance | Lineage sorting,22104,undefined,0,FALSE,70,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33751333680,SCOPUS_ID:33751333680,2-s2.0-33751333680,Nonrandom distribution of genes with sex-biased expression in the chicken genome,Kaiser V.,Evolution,00143820,15585646,60,9,1945-1951,2006-09-01,September 2006,10.1554/06-233.1,"Evolutionary theory predicts that sexually antagonistic genes should show a nonrandom genomic distribution with sex chromosomes usually being enriched for such genes. However, empirical observations from model organisms (Drosophila melanogaster, Caenorhabditis elegans, mammals) on the genomic location of genes with sex-biased expression have provided conflicting data and are not easily explained by a unified framework based on standard models of the evolution of sexually antagonistic genes. Previous studies have been confined to organisms with male heterogamety, meaning that effects related to homo- or heterozygosity of sex chromosomes cannot be separated from effects related to sex-specific characteristics. We therefore studied the genomic distribution of genes with sex-biased expression in the chicken, that is, in an organism with female heterogamety (males ZZ, females ZW). From the abundance of transcripts in expressed sequence tag libraries, we found an underrepresentation of female-specific genes (germ line and somatic tissue) and an overrepresentation of male-specific genes (somatic) on the Z chromosome. This is consistent with theoretical predictions only if mutations beneficial to one sex generally tend to be at least partly dominant (h > 0.5). We also note that sexual selection for a male-biased trait is facilitated by Z-linkage, because sons in organisms with female heterogamety will always inherit a Z chromosome from their fathers. © 2006 The Society for the Study of Evolution. All rights reserved.",55,17089978,Journal,ar,Article,100,2,2,Birds | Gene expression | Genome organization | Germ line | Sex chromosomes | Sexual antagonism,22104,undefined,0,FALSE,71,NA,NA,NA,NA
