@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:eIssn,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/84959471769,SCOPUS_ID:84959471769,2-s2.0-84959471769,Assessment of the dolphinfish Coryphaena hippurus (Perciformes: Coryphaenidae) fishery in pacific Panama,Guzman H.M.,Revista de Biologia Tropical,00347744,63,3,705-716,2015-07-01,July-September 2015,"The dolphinfish (Coryphaena hippurus) is a highly migratory pelagic species commercially exploited by industrial, artisanal and recreational fisheries in tropical and subtropical areas of the world’s oceans. Herein, we evaluated the dolphinfish industrial fishery in Pacific Panama for the first time generating a growth model and examining fluctuations in annual total catch and in catch per unit effort (CPUE) over a four-year period (2006-2009). Annual and monthly catch values and biological parameters of 14 913 individuals were obtained onboard industrial vessels, landing sites and records from processing plants. Size frequency for industrial vessels showed a normal distribution between 353 and 1 715 mm (average, 1 010.85 mm; n = 10 459). Fish weight averaged 4.94 kg (SD). Sex ratio was slightly biased toward females. More than 90% of the analyzed fish were sexually mature. The length-weight relationship was positive and significant, reflecting allometric growth. Growth parameters using the von Bertalanffy equation revealed a growth efficiency of θ = 4.61, which is within the reported range for Coryphaena hippurus (3.95-4.70). The largest fish were between age classes 2 and 3 (700-1 400 mm). Total catch per year and catch per unit effort (CPUE) per year fluctuated, with the highest values recorded between 2008 and 2009. Catch values reported herein are preliminary and appear to be below those recorded elsewhere in the region and cautiously may represent an indicator of sustainable use of this marine resource even considering the absence of management actions in Panama.",8,26666127,Journal,ar,Article,100,4,4,13567,undefined,1,TRUE,45,22152075,10.15517/rbt.v63i3.15487,Coryphaena hippurus | Dolphinfish | Dorado | Eastern pacific | Fishery | Mahi-mahi | Panama,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84959471514,SCOPUS_ID:84959471514,2-s2.0-84959471514,Larval structure of passalus gravelyi and sexual dimorphism in Passalid larvae,Mattos I.,Revista de Biologia Tropical,00347744,63,3,695-704,2015-07-01,July-September 2015,"The adults and larvae of Passalidae are subsocial insects commonly found in tropical forests, living in decaying wood gallery systems constructed by adults. Currently, few repots on the larvae of Neotropical Passalidae have been published and information is scarce. In this study, the Passalus (Pertinax) gravelyi Moreira, 1922 larvae is described for the first time, based on ten larval specimens 1 (1° instar), 4 (2º instar), and 5 (3º instar) associated with three adults collected from a single colony at the Parque Nacional do Itatiaia (Itatiaia, Rio de Janeiro, Brazil). The description was carried out based on electronic and digital photographs of diagnostic structures, with some details on the systematic of the species. The larvae of Passalus gravelyi has the general setal ‘Pertinax’ pattern and differed from others by 16 to 18 setae on the anal ring, the other larvae data from Brazilian species show the anal ring with 10 to 12 setae. A discussion on the presence of sexual dimorphism in 62 species of two and three instars of Passalidae larvae is provided for the first time. Besides, a description of the terminal ampulla present as a cuticular structure found in the medial-ventral area of the 9th abdominal sternite in males is also given. The terminal ampulla was only observed in the Passalidae male larvae and was not visible in female larvae. The terminal ampulla are acknowledged now in males of 64 passalid species, that are taxonomically distributed in world tropical forests, at the Oriental and Australian subfamily Aulacocyclinae (Aulacocyclini & Ceracupini) and the cosmotropical subfamily Passalinae (Solenocyclini, Macrolinini, Passalini, & Proculini).",1,26666126,Journal,ar,Article,100,3,3,13567,undefined,1,TRUE,46,22152075,10.15517/rbt.v63i3.15582,Immatures | Morphology | Neotropical | Passalinae | Passalini | Sexual dimorphism,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84959463689,SCOPUS_ID:84959463689,2-s2.0-84959463689,"Diversity, structure and regeneration of the seasonally dry tropical forest of Yucatan peninsula, Mexico",Hernández-Ramírez A.M.,Revista de Biologia Tropical,00347744,63,3,603-616,2015-07-01,July-September 2015,"Seasonally dry tropical forests are considered as the most endangered ecosystem in lowland tropics. The aim of this study was to characterize the floristic composition, richness, diversity, structure and regeneration of a seasonally dry tropical forest landscape constituted by mature forest, secondary forest and seasonally inundated forest located in the Northeastern part of the Yucatan Peninsula, Mexico. We used the Gentry's standard inventory plot methodology (0.1 ha per forest type in 2007) for facilitating comparison with other Mesoamerican seasonally dry tropical forests. A total of 77 species belonging to 32 families were observed in the study area. Fabaceae and Euphorbiaceae were the families with the largest taxonomic richness in the three forest types. Low levels of β diversity were observed among forest types (0.19-0.40), suggesting a high turnover of species at landscape level. The non-regenerative species were dominant (50-51 %), followed by regenerative species (30-28 %), and colonizer species (14-21 %) in the three forest types. Zoochory was the most common dispersal type in the study area. The 88 % of the observed species in the study area were distributed in Central America. Some floristic attributes of the seasonally dry tropical forest of the Yucatan Peninsula, fall into the values reported for Mesoamerican seasonally dry tropical forests. Natural disturbances contributed to explain the high number of individuals, the low number of liana species, as well as the low values of basal area observed in this study. Our results suggested that the seasonally dry tropical forest of Yucatan Peninsula seems to be resilient to natural disturbances (hurricane) in terms of the observed number of species and families, when compared with the reported values in Mesoamerican seasonally dry tropical forests. Nonetheless, the recovery and regeneration of vegetation in long-term depends on animal-dispersed species. This study highlights the importance of establishing multiple protected areas throughout the Mesoamerican seasonally dry tropical forest in order to conserve both α- and β- diversity.",10,26666118,Journal,ar,Article,100,2,2,13567,undefined,1,TRUE,47,22152075,10.15517/rbt.v63i3.16532,Mature forest | Mesoamerica | Seasonally inundated forest | Secondary forest | Seed dispersal mode | Tropical dry forest,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84959459032,SCOPUS_ID:84959459032,2-s2.0-84959459032,"Population estimates and conservation of felids (Carnivora: Felidae) in northern Quintana Roo, Mexico",Ávila-Nájera D.M.,Revista de Biologia Tropical,00347744,63,3,799-813,2015-07-01,July-September 2015,"Wildlife density estimates provide an idea of the current state of populations, and in some cases, reflect the conservation status of ecosystems, essential aspects for effective management actions. In Mexico, several regions have been identified as high priority areas for the conservation of species that have some level of risk, like the Yucatan Peninsula (YP), where the country has the largest population of jaguars. However, little is known about the current status of threatened and endangered felids, which coexist in the Northeastern portion of the Peninsula. Our objective was to estimate the wild cats’ density population over time at El Eden Ecological Reserve (EEER) and its surrounding areas. Camera trap surveys over four years (2008, 2010, 2011 and 2012) were conducted, and data were obtained with the use of capture-recapture models for closed populations (CAPTURE + MMDM or ½ MMDM), and the spatially explicit capture-recapture model (SPACECAP). The species studied were jaguar (Panthera onca), puma (Puma concolor), ocelot (Leopardus pardalis), jaguarundi (Puma yaguaroundi) and margay (Leopardus wiedii). Capture frequency was obtained for all five species and the density for three (individuals/100km2). The density estimated with The Mean Maximum Distance Moved (MMDM), CAPTURE, ranged from 1.2 to 2.6 for jaguars, from 1.7 to 4.3 for pumas and from 1.4 to 13.8 for ocelots. The density estimates in SPACECAP ranged from 0.7 to 3.6 for jaguars, from 1.8 to 5.2 for pumas and 2.1 to 5.1 for ocelots. Spatially explicit capture recapture (SECR) methods in SPACECAP were less likely to overestimate densities, making it a useful tool in the planning and decision making process for the conservation of these species. The Northeastern portion of the Yucatan Peninsula maintains high populations of cats, the EEER and its surrounding areas are valuable sites for the conservation of this group of predators.",22,26666134,Journal,ar,Article,100,5,5,13567,undefined,1,TRUE,48,22152075,10.15517/rbt.v63i3.15410,Abundance | Density | Keystone species | Leopardus | Panthera | Priority areas for conservation | Puma,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84959457474,SCOPUS_ID:84959457474,2-s2.0-84959457474,Determination of stress in fish community obtained from shrimp trawl fishing in northern Gulf of California,Herrera-Valdivia E.,Revista de Biologia Tropical,00347744,63,3,741-754,2015-07-01,July-September 2015,"Bottom trawling has been considered a fishing activity that affects and modifies habitats, because of its impacts in species composition and abundance, and the alteration in the structure and function of the ecosystem, that generates biodiversity loss. The Northern part of the Gulf of California has been considered a mega diverse zone with high endemism, and it is of growing interest by the international scientific community. In order to assess its potential changes in the fish community components of shrimp by-catch (FAC) in this area, a total of 119 trawls from 13 fishing boats were analyzed in Puerto Peñasco, based on 14 commercial fishing trips made within 9-90 m depth from 2010-2011. A random sample of 20 kg was obtained from each trawl, and was analyzed in the laboratory for species composition. In addition to the Index of Biological Value (IVB), Shannon diversity (H’), and Pielou evenness (J’), comparative abundance-biomass curves (ABC) were also estimated. Eucinostomus dowii showed the highest IVB = 480.25; Porichthys analis showed greater relative abundance; and Pomadasys panamensis showed greater frequency of occurrence. The mean monthly values in diversity H’ = 3.05 (2.72 > H’ < 3.25) and J’ = 0.71 (0.66 < J’ >0.81) showed a tendency to decrease as the fishing season progressed. The comparative abundance-biomass curves (ABC), and the value of statistical W showed moderate stress levels in March (W = -0.022) and September (W = -0.02) 2010, and January 2011 (W = -0.042). In conclusion, the Northern Gulf of California showed a well-structured community with a degree of moderate fishing stress.",8,26666130,Journal,ar,Article,100,3,3,13567,undefined,1,TRUE,49,22152075,10.15517/rbt.v63i3.14823,Community | Curves ABC | Northern Gulf of California | Stress | Trawl fisheries by-catch,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84959457321,SCOPUS_ID:84959457321,2-s2.0-84959457321,Do biological assemblages and ensembles really exist?,Monge-Nájera J.,Revista de Biologia Tropical,00347744,63,3,575-577,2015-07-01,July-September 2015,"In recent years the terms assemblage and ensemble have become more frequent in the ecological literature. After analyzing the definitions of the words in the French original, as well as their use in English and Spanish and opinions on how they can be defined, I conclude that the words assemblage and ensemble rarely improve scientific communication and can be eliminated from most ecological articles. The few justified exceptions are articles in which the emphasis is on how taxonomically close species interact trophically.",2,26666115,Journal,ar,Article,100,1,1,13567,undefined,1,TRUE,50,22152075,10.15517/rbt.v63i3.18104,Correct use of technical terms | Definition of ensemble and assemblage in biology | Ecological ensemble | Terminology,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84945122287,SCOPUS_ID:84945122287,2-s2.0-84945122287,"Water pollution and distribution of the black fly (Diptera: Simuliidae) in the Atlantic forest, Brazil",Docile T.N.,Revista de Biologia Tropical,00347744,63,3,683-693,2015-07-01,July-September 2015,"Black flies have medical importance because some species are vectors of the Onchocerciasis and Mansonelosis, nevertheless, their ecology and potential use as bioindicators is still poorly studied in the Neotropical Region. In Brazil, bioindicators use is strongly focused in a multimetrical ecological index approach; this way, we investigated the black fly spatial distribution, in relation to abiotic factors correlated to water quality, to provide baseline information for their utilization as standalone indicators of lotic systems integrity. We have tested the hypothesis that environmental changes related to urbanization, lead to decreased abundance and loss in the number of species of the black fly fauna. The sampling was conducted in 10 urban and 10 preserved streams during the dry season (August-September) of 2012, in the mountainous region of Teresópolis, State of Rio de Janeiro, Brazil. The streams were characterized for their environmental integrity conditions and physico-chemical properties of water. In each stream, five different rapid points were sampled in a section of 50 meters, 10 meters apart from each other. The black flies were sampled with a kick-net sampler on rocky substrates. The material was separated and the larvae were sorted in morphotypes, and later, the final instar specimens were dissected and identified with the help of taxonomical literature at species level. A total abundance of 488 larvae from nine species were collected, 5 (1.02 %) in extremely impacted streams, 470 (96.31 %) in intermediate streams and 13 (2.66 %) in preserved streams. The visual evaluation (HII) differed in relation to the water physico-chemical evaluation, in which more variation in the characterization of the sampling sites was observed. In Canonical Correspondence Analysis Simulium subpallidum, S. inscrustatum and S. pertinax were significantly associated with intermediate values of most of the variables, and then to intermediate impacted sites. On the other hand, Lutzsimulium hirticosta, S. subnigrum and Simulium sp. A were associated to low values of chemical variables, and then to more preserved sites. Most studies on the bioindicator potential of Simuliidae have suggested an approach to agricultural impacts, while our results, on the other hand, showed that Simuliidae species were present in streams with intermediate urban pollution impacts, but absent in heavily impacted sites. Thus, our data suggested that some species are associated to more pristine breeding sites, such as L. hirticosta and Simulium sp. A, while others may be good bioindicators of moderately impacted streams, such as S. pertinax, S. subnigrum and S. subpallidum.",20,26666125,Journal,ar,Article,100,4,4,13567,undefined,1,TRUE,51,22152075,10.15517/rbt.v63i3.16195,Black flies | Community ecology | Environmental characterization | Impacted streams | Tropical forest,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942038313,SCOPUS_ID:84942038313,2-s2.0-84942038313,"Stock assessment of fishery target species in Lake Koka, Ethiopia",Tesfaye G.,Revista de Biologia Tropical,00347744,63,3,755-770,2015-07-01,July-September 2015,"Effective management is essential for small-scale fisheries to continue providing food and livelihoods for households, particularly in developing countries where other options are often limited. Studies on the population dynamics and stock assessment on fishery target species are thus imperative to sustain their fisheries and the benefits for the society. In Lake Koka (Ethiopia), very little is known about the vital population parameters and exploitation status of the fishery target species: tilapia Oreochromis niloticus, common carp Cyprinus carpio and catfish Clarias gariepinus. Our study, therefore, aimed at determining the vital population parameters and assessing the status of these target species in Lake Koka using length frequency data collected quarterly from commercial catches from 2007-2012. A total of 20 097 fish specimens (distributed as 7 933 tilapia, 6 025 catfish and 6 139 common carp) were measured for the analysis. Von Bertalanffy growth parameters and their confidence intervals were determined from modal progression analysis using ELEFAN I and applying the jackknife technique. Mortality parameters were determined from length-converted catch curves and empirical models. The exploitation status of these target species were then assessed by computing exploitation rates (E) from mortality parameters as well as from size indicators i.e., assessing the size distribution of fish catches relative to the size at maturity (Lm), the size that provides maximum cohort biomass (Lopt) and the abundance of mega-spawners. The mean value of growth parameters L∞, K and the growth performance index ø’ were 44.5cm, 0.41/year and 2.90 for O. niloticus, 74.1 cm, 0.28/year and 3.19 for C. carpio and 121.9 cm, 0.16/year and 3.36 for C. gariepinus, respectively. The 95 % confidence intervals of the estimates were also computed. Total mortality (Z) estimates were 1.47, 0.83 and 0.72/year for O. niloticus, C. carpio and C. gariepinus, respectively. Our study suggest that O. niloticus is in a healthy state, while C. gariepinus show signs of growth overfishing (when both exploitation rate (E) and size indicators were considered). In case of C. carpio, the low exploitation rate encountered would point to underfishing, while the size indicators of the catches would suggest that too small fish are harvested leading to growth overfishing. We concluded that fisheries production in Lake Koka could be enhanced by increasing E toward optimum level of exploitation (Eopt) for the underexploited C. carpio and by increasing the size at first capture (Lc) toward the Lopt range for all target species.",14,26666131,Journal,ar,Article,100,2,2,13567,undefined,1,TRUE,52,22152075,10.15517/rbt.v63i3.16715,Exploitation rate | Growth | Mega-spawners | Mortality | Optimum length (L ) opt | Size indicators,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942615956,SCOPUS_ID:84942615956,2-s2.0-84942615956,"Nest site selection by individual leatherback turtles (Dermochelys coriacea, testudines: Dermochelyidae) in tortuguero, Caribbean coast of costa rica",Neeman N.,Revista de Biologia Tropical,00347744,63,2,491-500,2015-04-01,April-June 2015,"Nest site selection for individual leatherback sea turtles, Dermochelys coriacea, is a matter of dispute. Some authors suggest that a female will tend to randomly scatter her nests to optimize clutch survival at a highly dynamic beach, while others suggest that some site fidelity exists. It is also possible that both strategies exist, depending on the characteristics of each nesting beach, with stable beaches leading to repeating nest site selections and unstable beaches leading to nest scattering. To determine the strategy of the Tortuguero population of D. coriacea, female site preference and repetition were determined by studying whether females repeat their nest zone choices between successive attempts and whether this leads to a correlation in hatching and emergence success of subsequent nests. Nesting data from 1997 to 2008 were used. Perpendicular to the coastline, open sand was preferred in general, regardless of initial choice. This shows a tendency to scatter nests and is consistent with the fact that all vertical zones had a high variability in hatching and emergence success. It is also consistent with nest success not being easily predictable, as shown by the lack of correlation in success of subsequent nesting attempts. Along the coastline, turtles showed a preference for the middle part of the studied section of beach, both at a population level and as a tendency to repeat their initial choice. Interestingly, this zone has the most artificial lights, which leads to slightly lower nest success (though not significantly so) and hatchling disorientation. This finding merits further study for a possibly maladaptive trait and shows the need for increased control of artificial nesting on this beach.",2,NA,Journal,ar,Article,100,4,4,13567,undefined,1,TRUE,53,22152075,10.15517/rbt.v63i2.14654,Dermochelys coriacea | Nest distribution | Nest site repeatability | Nesting patterns | Scatter nest hypothesis,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942613847,SCOPUS_ID:84942613847,2-s2.0-84942613847,Influence of microhabitats on the performance of herbaceous species in areas of mature and secondary forest in the semiarid region of Brazil,Ramos de Andrade J.,Revista de Biologia Tropical,00347744,63,2,357-368,2015-04-01,April-June 2015,"The conditions for plant establishment in mature forest are different from those found in disturbed areas. In dry environments, the herbaceous cover is the most important in the recolonization of deforested areas. It can, therefore, act as an ideal biological group for assessing how changes in habitat heterogeneity affect the resilience of dry forests. The aim of this research was to evaluate whether natural regeneration of the herbaceous stratum differed between areas of mature and secondary forest of Caatinga and to describe this process. The study took place in the Brazilian semiarid region during the rainy season 2011 (January to August), where fifty 1m² plots were set up, 25 allocated to the microhabitat established as “between canopies” and 25 to the microhabitat “under the canopy”. The herbaceous species selected for the study were Delilia biflora (Asteraceae), Gomphrena vaga (Amaranthaceae) and Pseudabutilon spicatum (Malvaceae), abundant species occurring in both areas. All individuals from the selected populations were counted, marked with sequential numbers, and the height of the stem was measured. Differences between areas, and in size and survival between microhabitats, were found only for the first two species. Fruit production was higher in the mature forest for the three species. The study concluded that: 1. The effect of the microhabitats “between canopies” and “under the canopy” in mature and secondary forest areas depends on the species considered; 2. Populations sensitive to light intensity differ in number of individuals, height and fruit production; and 3. The resilience of anthropogenic areas in semiarid environments can be characterized by the presence of spatial heterogeneity with regard to the emergence and survival of herbaceous seedlings, suggesting that the regeneration of disturbed areas may occur in patches.",3,NA,Journal,ar,Article,100,6,6,13567,undefined,1,TRUE,54,22152075,10.15517/rbt.v63i2.15484,Antropogenic area | Demography | Herb | Microsite | Plant canopy,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942609610,SCOPUS_ID:84942609610,2-s2.0-84942609610,"Functionality of arbuscular mycorrhizal fungi in three plant communities in the managed floristic reserve san ubaldo-sabanalamar, Cuba",Furrazola E.,Revista de Biologia Tropical,00347744,63,2,341-356,2015-04-01,April-June 2015,"Despite the ubiquity and importance of indigenous arbuscular mycorrhizal fungi (AMF) for plant ecosystems; functioning of indigenus mycorrhizal symbiosis (IMS) and related environmental factors at coastal Caribbean ecosystems remains still scarce. In order to determine functionality of IMS under contrasting land uses and wet seasons from Cuba, the influence of the water stress on some AMF functionality parameters from a semi-natural savannah (NS), a recovered savannah (RS) and an agro-ecosystem (AG) from the Managed Floristic Reserve San Ubaldo-Sabanalamar, Pinar del Rio, Cuba were assessed during two-years. Soil and root samples were collected in April and October, during the dry and wet seasons, respectively, in 2008 and 2010. Four plots in each ecosystem were selected, and five soil sub-samples were randomly collected, bulked, mixed homogeneously and used as the composite sample per plot. The host plant root biomass, arbuscular mycorrhizal colonization of the host plant, density of the intraradical and extraradical AMF mycelia, fungal endophyte biomass and AMF spore density were assessed. The host plant root biomass increased in the NS environment during the dry season, and approximately 12.85g root/dm3 dry soil was recorded. The colonization degree were significantly higher in all environments during the wet season of the second year, with means ranging from 79% to 89%. The extraradical mycelia were significantly more abundant in the dry season of the second year in all environments, with a maximum of 279mg/dm3 in the RS ecosystem. The density of AMF spores was highest in the dry season of the second year for the three studied ecosystems. The RS ecosystem hosted 5 670 spores/100g dry soil. In general, the influence of rainfall seasonality on the function of AMF was stronger than the influence of ecosystem management. The root biomass and extraradical mycelia were high in the dry seasons, suggesting strategies to increase the volume of soil for the mutual benefit of the symbionts. The increase in spore density during the dry seasons appears as an adaptation allowing AMF to survive period of water shortage. This study improves our understanding of the adaptative responses of arbuscular mycorrhizal symbiosis to seasonal variations in soil water availability.",6,NA,Journal,ar,Article,100,8,8,13567,undefined,1,TRUE,55,22152075,10.15517/rbt.v63i2.14682,Dry and wet seasons | Ecosystems | Mycorrhizae | Savannas,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942609345,SCOPUS_ID:84942609345,2-s2.0-84942609345,"Lepidochitona pseudoliozonis, a new species of chiton (Polyplacophora: Ischnochitonidae) from the north of the caribbean",García-Ríos C.I.,Revista de Biologia Tropical,00347744,63,2,369-384,2015-04-01,April-June 2015,"The genus Lepidochitona (Gray 1821) contains relatively small chitons with a distinctive girdle, dorsally clothed with non-overlapping calcareous corpuscles. In the Caribbean, it is represented by four species: L. liozonis (Dall, & Simpson, 1901), L. rosea Kaas, 1972, L. rufoi García-Ríos, 2010 and L. bullocki García-Ríos, 2011. A rutinary morphological inspection of 10 specimens of a Lepidochitona species from the Florida Keys was concordant with L. liozonis (the only species of the genus informed for Florida). They did not show many morphological differences that could justify its separation from the specimens from Puerto Rico (the type locality). However, the comparison of sequences of the mitochondrial gene coding for cytochrome oxidase I (COI) of L. liozonis from Puerto Rico and the Florida specimens showed a divergence of 14%. This divergence is incompatible with a reproductively connected species. In addition to their genetic differences, the new species differs from L. liozonis in having bigger size, longer marginal spicules and a postmucronal slope very concave.",3,NA,Journal,ar,Article,100,1,1,13567,undefined,1,TRUE,56,22152075,10.15517/rbt.v63i2.14862,Caribbean | Chiton | Lepidochitona | Mollusca | Sibling species,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942606439,SCOPUS_ID:84942606439,2-s2.0-84942606439,A new species of urobatis (Myliobatiformes: Urotrygonidae) from the tropical eastern pacific,Del Moral-Flores L.F.,Revista de Biologia Tropical,00347744,63,2,501-514,2015-04-01,April-June 2015,"A new species of round stingray, Urobatis pardalis sp. nov., is described from material collected in the Pacific coast of Costa Rica. This new species differs from its congeners by the color pattern of the dorsal surface and by several proportional measurements. A key to all species of the genus is provided.",5,NA,Journal,ar,Article,100,4,4,13567,undefined,1,TRUE,57,22152075,10.15517/rbt.v63i2.15746,Central America | Costa rica | New species | Round stingray | Urobatis pardalis sp. nov,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942605720,SCOPUS_ID:84942605720,2-s2.0-84942605720,The stands of copernicia tectorum (Arecaceae) in the caribbean lowlands of colombia: A managed pioneer palm facing river dynamics,Torres C.,Revista de Biologia Tropical,00347744,63,2,525-536,2015-04-01,April-June 2015,"Copernicia tectorum is a palm that grows in large populations on seasonally flooded savannas in the Caribbean region of Colombia, where its stems and expanded leaves are used in construction, and its unexpanded leaves are used to make handicrafts. We studied abundance and population structure in 34 plots of 20×10m (0.68 ha) of three localities (Plato, Córdoba and Magangué) at the Mompox Depression, an inner delta formed by the confluence of four large rivers. We recorded growth and mortality of 164 palms of different size classes over 13 months, and additionally we estimated seedling and juvenile mortality in two 10x10m plots within the same sites. Data analysis using Kolgomorov-Smirnov (KS), Kruskal-Wallis and Mann-Whitney tests were made on Statgraphics Plus and SPSS. We related the structure and dynamics of the palm stands to flood intensity. Copernicia tectorum has the fastest leaf production rate recorded for any palm (19-23 leaves/year in subadults and adults), and a short life span of ca. 46 years. The abundance, density and high leaf production rate of this palm offer a great potential for the sustainable use of its unexpanded leaves (especially at Plato, where there are ca. 480ha of palm stands with 300-1 000 individuals/ha), as leaf harvest from subadult and adult individuals does not appear to affect population structure. The palm is a pioneer of the flood plain, and the palm stands at particular sites appear to wax and wane following sedimentation dynamics, in which the species plays in important role. Current population structure and the scarce recruitment of juveniles at the study site suggest that the population is waning in that site. Management actions should be taken to reestablish natural river dynamics at the lagoon complex where the palm grows. Appropriate management of palm stands may contribute to minimize any negative effects of river dynamics.",4,NA,Journal,ar,Article,100,3,3,13567,undefined,1,TRUE,58,22152075,10.15517/rbt.v63i2.14863,Leaf harvest impact | Leaf production | Mompox depression | NTFP | Pioneer plants | Population structure | Seasonally flooded savanna,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942598508,SCOPUS_ID:84942598508,2-s2.0-84942598508,"Effect of temperature on the expression of ifn-1 (α), stat-1 and mx-1 genes in oncorhynchus mykiss (salmoniformes: Salmonidae) exposed with the virus of the infectious pancreatic necrosis (IPNV)",Arguedas Cortés D.,Revista de Biologia Tropical,00347744,63,2,559-569,2015-04-01,April-June 2015,"The infectious pancreatic necrosis (IPNV) is the causative agent of an acute illness well characterized in salmonids worldwide. Clinical signs and mortality rates are dependent on several factors such as the viral dose, the age of the fish, the water temperature, among others. An experimental study was conducted to measure the effect of temperature on the gene expression profile of IFN-1(α), STAT-1 and Mx-1 in rainbow trout fry, exposed to IPNV. Fry (n=198) were exposed at 8, 12 and 16°C, and samples were taken for 21 days to determine the virus titer and gene expression. In the first 11 days the greatest viral titer was recorded at 8°C compared with the values obtained at 12 and 16°C. At 8°C, there was a significant increase on day 4 of mRNA Mx-1 (t-test, p<0.05), time in which the viral titer began to decrease. Furthermore, as the viral titer increased, STAT-1 and Mx-1 (r=0.91) and (r=0.96) increased, respectively. The animals were able to recover from day 4 from some of the symptoms of IPN. Clinical disease was developed only in fish exposed to 12°C and all died between days 6 and 14, despite the highly significant increase shown in the average expression level of Mx-1, compared with the values recorded at 8°C and 16°C (Tukey, p<0.0001). Additionally, the expression profiles of IFN-1(α) and STAT-1 decreased completely (~0.016) and (~0.020 times) on day 7. The highest expression level of IFN-1(α), occurred at 16°C (Tukey, p<0.0005). Fry exposed at 16°C were normal during the experiment. IFN-1(α) possibly generated a protector effect from day 2 when they showed a significant expression increase compared with the results at 8°C and 12°C (t-student, p<0.0001); however, STAT-1 was not significantly affected by temperature, although the highest average expression value was recorded at 16°C. Our research supports the expression of relevant anti-viral response genes as IFN-1(α), STAT-1 and Mx-1 are physiologically modulated by the water temperature, directly influencing the development of the IPN disease in rainbow trout.",1,NA,Journal,ar,Article,100,5,5,13567,undefined,1,TRUE,59,22152075,10.15517/rbt.v63i2.15701,Fry | IPNV | ISGs | Mortality | Rainbow trout | Real-time PCR | Temperature,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84942597628,SCOPUS_ID:84942597628,2-s2.0-84942597628,Longevity and germination of Syagrus romanzoffiana (Arecaceae) seeds and its ecological implications,Soares Oliveira T.G.,Revista de Biologia Tropical,00347744,63,2,333-340,2015-04-01,April-June 2015,"Syagrus romanzoffiana is a palm tree native and widely distributed of South America. The present study investigated the longevity and germination of the buried seeds of this species in an experimental seed bank. Laboratory germination and viability tests were performed for comparison with field results. Pyrenes (seeds enclosed by the endocarp) were buried in a forest fragment edge in July 2012 (dry season) and exhumed monthly during one year, for the assessment of water content and percentage of germinated and viable seeds. Germination tests were conducted in a Mangelsdorf-type germinator at 30°C under constant light and the viability was assessed by the tetrazolium test. An additional sample of pyrenes was buried to evaluate the percentage of seedling emergence and survival. Climatic and soil moisture data were recorded. In the laboratory, the pyrenes were stored for one year in a temperature-controlled room at 20ºC and 75% (±10%) relative air humidity to assess changes in the percentage of germination and viability over time. In the field, a reduction in seed viability was observed over the study period, with a total loss of viability of non-germinated seeds at seven months after burial. The maximum germination (close to 26%) was observed in the samples that were exhumed between five and seven months after burial. In the field, seedling emergence did not exceed 10% and seedling mortality was not observed. The percentages of germination and of viable seeds decreased both in burial and stored seeds. The stored seeds maintained viability at up to six months, with marked reduction thereafter. After the germination tests (four months) in the laboratory, all of the remaining seeds were nonviable. The ecological, physiological and reproductive characteristics of the species are discussed, and we concluded that S. romanzoffiana seeds have short longevity after imbibition, and low potential for soil seed bank formation.",5,NA,Journal,ar,Article,100,4,4,13567,undefined,1,TRUE,60,22152075,10.15517/rbt.v63i2.15614,Palm tree | Queen palm | Seed bank | Seed storage | Viability,all,All Open Access
