@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,pubmed-id,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0141650598,SCOPUS_ID:0141650598,2-s2.0-0141650598,Genetic benefits of mate choice separated from differential maternal investment in red junglefowl (Gallus gallus),Parker T.,Evolution,00143820,57,9,2157-2165,2003-09-01,1 September 2003,37,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,11,10.1111/j.0014-3820.2003.tb00393.x,"Females may choose more attractive mates to obtain better viability or attractiveness genes for their offspring. A number of studies have demonstrated a positive relationship between paternal attractiveness and offspring quality. However, this pattern could be due to inheritance of paternal genes and/or it could be due to increased maternal investment in the offspring of more attractive males. To isolate female responses to male appearance from paternal genetic effects, I housed female red junglefowl (Gallus gallus) with vasectomized (sterile) males and artificially inseminated them. Male junglefowl with larger combs are more attractive to females. Females laid more eggs when housed with a large-combed, as opposed to a small-combed, vasectomized mate. Neither egg volume nor offspring body condition was associated with comb size of the mother's vasectomized mate. Paternal genetics appeared important. Body condition and comb size were greater for the sons of large-combed sperm donor males. This is consistent with the hypothesis that genetic benefits to offspring maintain female preference for the most ornate males. It is possible that greater body condition and comb size in sons of large-combed sires was not caused by genetic differences, but instead was due to compounds in the ejaculate of large-combed sperm donors inducing greater reproductive investment from females. However, females artificially inseminated by large-combed males did not produce more or larger eggs than females artificially inseminated by small-combed males, and thus there is no other evidence consistent with ejaculate-induced differential investment. Furthermore, only in older chicks was body condition significantly related to sire comb size, suggesting genetic rather than differential investment mechanisms.",14575335,Artificial insemination | Clutch size | Good genes | Ornament | Sexual selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141650590,SCOPUS_ID:0141650590,2-s2.0-0141650590,Heritability of parental effort in a passerine bird,MacColl A.,Evolution,00143820,57,9,2191-2195,2003-09-01,1 September 2003,92,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,12,10.1111/j.0014-3820.2003.tb00398.x,"The study of the evolution of parental care is central to our understanding of social systems, sexual selection, and interindividual conflict, yet we know virtually nothing about the genetic architecture of parental care traits in natural populations. In this paper, we use data from a long term field study of a passerine bird, the long-tailed tit (Aegithalos caudatus), to examine the heritability of the rate at which parents feed offspring. This measure of effort is positively related to offspring survival, is repeatable within individuals, and does not appear to be confounded by environmental effects. Using both parent-offspring regression, and an animal model approach, with a pedigree derived from ringing data, we show that our measure of effort has a significant heritable component.",14575340,Additive genetic variance | Aegithalos caudatus | Animal model | Cooperative breeding | Long-tailed tit | Nestling provisioning | Parental investment,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141539459,SCOPUS_ID:0141539459,2-s2.0-0141539459,Interactions among mechanisms of sexual selection on male body size and head shape in a sexually dimorphic fly,Bonduriansky R.,Evolution,00143820,57,9,2046-2053,2003-09-01,1 September 2003,73,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,13,10.1111/j.0014-3820.2003.tb00384.x,"Darwin envisaged male-male and male-female interactions as mutually supporting mechanisms of sexual selection, in which the best armed males were also the most attractive to females. Although this belief continues to predominate today, it has been challenged by sexual conflict theory, which suggests that divergence in the interests of males and females may result in conflicting sexual selection. This raises the empirical question of how multiple mechanisms of sexual selection interact to shape targeted traits. We investigated sexual selection on male morphology in the sexually dimorphic fly Prochyliza xanthostoma, using indices of male performance in male-male and male-female interactions in laboratory arenas to calculate gradients of direct, linear selection on male body size and an index of head elongation. In male-male combat, the first interaction with a new opponent selected for large body size but reduced head elongation, whereas multiple interactions with the same opponent favored large body size only. In male-female interactions, females preferred males with relatively elongated heads, but male performance of the precopulatory leap favored large body size and, possibly, reduced head elongation. In addition, the amount of sperm transferred (much of which is ingested by females) was an increasing function of both body size and head elongation. Thus, whereas both male-male and male-female interactions favored large male body size, male head shape appeared to be subject to conflicting sexual selection. We argue that conflicting sexual selection may be a common result of divergence in the interests of the sexes.",14575326,Competition | Piophilidae | Prochyliza xanthostoma | Sexual conflict | Sexual dimorphism | Sexual selection | Shape,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141539423,SCOPUS_ID:0141539423,2-s2.0-0141539423,Rapid growth results in increased susceptibility to predation in Menidia menidia,Munch S.,Evolution,00143820,57,9,2119-2127,2003-09-01,1 September 2003,115,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,14,10.1111/j.0014-3820.2003.tb00389.x,"Several recent studies have demonstrated that rapid growth early in life leads to decreased physiological performance. Nearly all involved experiments over short time periods (<1 day) to control for potentially confounding effects of size. This approach, however, neglects the benefits an individual accrues by growing. The net effect of growth can only be evaluated over a longer interval in which rapidly growing individuals are allowed the time required to attain the expected benefits of large size. We used two populations of Menidia menidia with disparate intrinsic growth rates to address this issue. We compared growth and survivorship among populations subject to predation in mesocosms under ambient light and temperature conditions for a period of up to 30 days to address two questions: Do the growth rates of fish in these populations respond differently to the presence of predators? Is the previously demonstrated survival cost of growth counterbalanced by the benefits of increased size? We found that growth was insensitive to predation risk: neither population appeared to modify growth rates in response to predation levels. Moreover, the fast-growing population suffered significantly higher mortality throughout the trials despite being 40% larger than the slow-growing population at the experiment's end. These results confirm that the costs of rapid growth extend over prolonged intervals and are not ameliorated merely by the attainment of large size.",14575331,Cost of growth | Growth trade-off | Menidia menidia | Pomatomus saltatrix | Risk sensitive foraging | Size-dependent mortality,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141539422,SCOPUS_ID:0141539422,2-s2.0-0141539422,Linear habitats and the nested clade analysis: An empirical evaluation of geographic versus river distances using an Ozark crayfish (Decapoda: Cambaridae),Fetzner J.,Evolution,00143820,57,9,2101-2118,2003-09-01,1 September 2003,76,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,15,10.1111/j.0014-3820.2003.tb00388.x,"The nested clade analysis can be extremely useful in testing for an association between genetic variation and geography and in explaining these observed patterns in terms of historical or contemporary population processes. The strength of this method lies in its ability to test a variety of processes simultaneously under a rigorous statistical framework. Indeed, many recent studies have used the nested analysis in a wide range of terrestrial and aquatic taxa. However, it has been suggested that riverine, riparian, or coastal species may be better examined using river (or coastal) distances rather than the standard geographic (great circle) distances among populations. It is thought that the standard geographic distances may not adequately describe the actual distances involved between populations of species inhabiting these one-dimensional (riverine) habitats. Therefore, we analyzed population data from an Ozark crayfish, Orconectes luteus, to examine the effects on the results of a nested clade analysis using river distances. In most cases, the haplotypes detected in this crayfish were unique to a particular drainage or a group of neighboring drainages, indicating very little movement of individuals among drainages. Five major population groups were detected, corresponding to many of the major river drainages sampled in this study. The two types of distance analyses obtain similar results for higher-level (older) clades, but differ in many of the inferences made for lower-level (younger) clades. However, we suggest that the comparison of both types of analyses for riverine species may enhance the process of elucidating historical and contemporary population processes, especially in cases where the transfer of individuals among different drainages are involved.",14575330,Cambaridae | Crayfish | Genetic variation | Linear habitats | Nested clade analysis | Phylogeography,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141539421,SCOPUS_ID:0141539421,2-s2.0-0141539421,Asymmetry in structural defenses: Insights into selective predation in the wild,Bergstrom C.A.,Evolution,00143820,57,9,2128-2138,2003-09-01,1 September 2003,43,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,16,10.1111/j.0014-3820.2003.tb00390.x,"Assessment of geographical patterns in fluctuating asymmetry (small, random differences between sides of bilateral characters) among populations shows promise as a tool to resolve the relative biomechanical importance of traits, in addition to being a possible indicator of habitat quality. We used 115 endemic freshwater populations of threespine stickleback (Gasterosteus aculeatus) from Haida Gwaii (Queen Charlotte Islands), British Columbia, Canada, to explore the degree of concordance between geographical variation of asymmetry in a predator defense structure (bony lateral plates) and geographical variation in several indirect measures of predation regime as well as several abiotic habitat variables. We found a geographical cline in the population frequency of lateral plate asymmetries, with reduced asymmetry in the southern clear-water regions of the archipelago characterized by long reaction distances and greater chance of capture by predators, and elevated asymmetry in the northern stained-water regions with poor visibility and low chances of capture. Lateral plate asymmetry was strongly correlated with expression of several defensive armor traits, including total plate numbers among populations, mean cross-sectional diameter of stickleback with the dorsal and pelvic spines erect, and mean degree of overlap between the plates and spine supports. There were no significant correlations between frequency of asymmetric fish and any of our abiotic habitat variables. Stickleback with structural plate asymmetries had fewer trout-induced scars than symmetric fish in the significant majority of populations, and there was a decrease in structural plate asymmetry with age in stained-water habitats, suggesting that trout predators may be selectively removing asymmetric fish in some lakes. This study provides evidence that geographical variation in developmental stability of threespine stickleback, as seen in the frequencies of asymmetry, reflects differences among populations in the importance of structural defenses to fitness rather than differences in habitat quality, and that asymmetry may be a target of selection by predators in wild populations.",14575332,Armor | Fitness | Fluctuating asymmetry | Functional morphology | Selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141539411,SCOPUS_ID:0141539411,2-s2.0-0141539411,Queen size mediates queen survival and colony fitness in harvester ants,Wiernasz D.,Evolution,00143820,57,9,2179-2183,2003-09-01,1 September 2003,68,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,17,10.1111/j.0014-3820.2003.tb00396.x,"We examined the effect of queen size on the probability of new colony establishment in the ant Pogonomyrmex occidentalis. Large queens are significantly more likely to survive than small queens through the initial stages of colony founding. These differences in individual fitness correlates have corresponding effects on colony fitness. In species in which individual queens vary in fitness, sexual allocation ratios should incorporate the individual fitness functions.",14575338,Ants | Colony fitness | Pogonomyrmex | Reproductive allocation | Selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141427882,SCOPUS_ID:0141427882,2-s2.0-0141427882,Constraints on the evolution of males and sexual dimorphism: Field estimates of genetic architecture of reproductive traits in three populations of gynodioecious Fragaria virginiana,Ashman T.,Evolution,00143820,57,9,2012-2025,2003-09-01,1 September 2003,85,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,18,10.1111/j.0014-3820.2003.tb00381.x,"To understand how genetic constraints may limit the evolution of males and sexual dimorphism in a gynodioecious species, I conducted a quantitative genetic experiment in a gynodioecious wild strawberry, Fragaria virginiana. I estimated and compared genetic parameters (narrow-sense heritabilities, between-trait and between-sex genetic correlations, as well as phenotypic and genetic variance-covariance matrices) in the two sex morphs from three populations grown in a common field garden. I measured pollen and ovule production per flower, petal size, fruit set, and flower number. My major findings are as follows. (1) The presence of a phenotypic trade-off between pollen production and fruit set in hermaphrodites reflects a negative genetic correlation in the narrow sense that is statistically significant when pooled across populations. (2) The main constraints on the evolution of males are low genetic variation for pollen per flower and strong positive correlations associated with ovule number (e.g., between pollen and ovules in hermaphrodites, and between ovules in hermaphrodites and females). (3) Traits with the lowest levels of sexual dimorphism (ovule number and flower number) have the highest between-sex genetic correlations suggesting that overlap in the expression of genes in the sex morphs constrains their independent evolution. (4) There are significant differences in G matrices between sex morphs but not among populations. However, evidence that male-female trait correlations in hermaphrodites were lower in populations with higher frequencies of females may indicate subtle changes in genetic architecture.",14575323,Dioecy | G matrix | Genetic variance | Gynodioecy | Pollen | Sex allocation | Trade-off,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141427877,SCOPUS_ID:0141427877,2-s2.0-0141427877,Indiscriminate females and choosy males: Within- and between-species variation in Drosophila,Gowaty P.A.,Evolution,00143820,57,9,2037-2045,2003-09-01,1 September 2003,42,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,19,10.1111/j.0014-3820.2003.tb00383.x,"The classic view of choosy, passive females and indiscriminate, competitive males gained theoretical foundations with parental investment theory. When females invest more in offspring than males, parental investment theory says that selection operates so that females discriminate among males for mates (i.e., females are choosy and passive) and males are indiscriminate (i.e., males are profligate and competitive). Here we report tests of predictions using Drosophila pseudoobscura and D. melanogaster, with typical asymmetry in gamete sizes (females > males), and in D. hydei with far less asymmetry in gamete size. Experimental observations revealed that the labels ""choosy, passive females"" and ""profligate, indiscriminate males"" did not capture the variation within and between species in premating behavior. In each of the species some females were as active in approaching males (or more so) than males in approaching females, and some males were as discriminating (or more so) than females. In pairs focal males and females responded differently to opposite-sex than to same-sex conspecifics. Drosophila hydei were less sex-role stereotyped than the other two species consistent with parental investment theory. However, D. pseudoobscura females approached males more often than did D. melanogaster females, and male D. hydei approached females as often as males of the other two species, both results inconsistent with parental investment theory. Male D. pseudoobscura and D. hydei were more likely to approach males in same-sex pairs than male D. melanogaster, inconsistent with parental investment theory.",14575325,Drosophila hydei | Drosophila melanogaster | Drosophila pseudoobscura | Female choice | Male choice | Mate preferences | Parental investment theory | Sex roles,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141427875,SCOPUS_ID:0141427875,2-s2.0-0141427875,Female life span and fertility are increased by the ejaculates of preferred males,Wagner W.E.,Evolution,00143820,57,9,2054-2066,2003-09-01,1 September 2003,82,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,20,10.1111/j.0014-3820.2003.tb00385.x,"In animals with internal fertilization, sperm competition among males can favor the evolution of male ejaculate traits that are detrimental to females. Female mating preferences, in contrast, often favor traits in males that are beneficial to females, yet little is known about the effect of these preferences on the evolution of male ejaculates. A necessary condition for female preferences to affect the evolution of male ejaculate characteristics is that females select mates based on a trait correlated with ejaculate quality. Previous work has shown that females of the variable field cricket, Gryllus lineaticeps, prefer males that produce calling songs containing faster and longer chirps. In this study, we tested the hypothesis that females receive more beneficial ejaculates from preferred males. Females were placed on either a high- or a reduced-nutrition diet then mated twice to a male of known song phenotype. Females received only sperm and seminal fluid from males during these matings. There was no effect of male song phenotype on any fitness component for females on the high-nutrition diet. Reduced-nutrition females mated to males that produced preferred song types, however, lived longer, produced more eggs, produced more fertile eggs, and had a higher proportion of their eggs fertilized than those mated to other males. The life-span benefit was positively associated with male chirp duration, and the reproductive benefits were positively associated with male chirp rate. We explored two possible mechanisms for the life span and reproductive benefits. First, a path analysis suggested that part of the effect of male chirp duration on female life span may have been indirect; females mated to males that produced longer chirps showed delayed oviposition, and females that delayed oviposition lived longer. Males that produce longer chirps may thus transfer fewer or less potent oviposition stimulants to females in their seminal fluid. Second, there was a positive correlation between male chirp rate and the number of sperm transferred to females. The fertility benefit may thus have resulted from females receiving more sperm from males that produce faster chirps. Finally, there was a negative phenotypic correlation between male chirp rate and chirp duration, suggesting that females may have to trade off the life span and reproduction benefits when selecting a mate.",14575327,Calling song | Direct benefits | Female preference | Field cricket | Gryllus lineaticeps | Male ejaculate | Sperm,all,All Open Access,NA,NA
