@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/33745238367,SCOPUS_ID:33745238367,2-s2.0-33745238367,The wolves of Isle Royale display scale-invariant satiation and ratio-dependent predation on moose,Jost C.,Journal of Animal Ecology,00218790,13652656,74,5,809-816,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00977.x,"1. The importance of two features of the predator functional response (satiation and predator dependence) is investigated in the wolf-moose interaction on Isle Royale National Park (Michigan, USA). This is done by fitting and comparing nine different functional response models to the observed kill rates. 2. Three different observational scales (the whole island, the wolf packs, or a 'mixed' scale) are used to assess the sensitivity of the detected properties with respect to these spatial scales. 3. Independently of the observational scale and of statistical assumptions on data structure, strong predator dependence and satiation of the wolf functional response are found. The 'mixed' scale gives the most consistent results, suggesting that predation should be measured for each pack, but that packs share all moose on the island. On this scale, the functional response is clearly ratio-dependent. © 2005 British Ecological Society.",57,Journal,ar,Article,100,5,5,Alces alces | Canis lupus | Functional response | Predator interference | Scale invariance,29544,undefined,0,FALSE,NA,NA,25
true,https://api.elsevier.com/content/abstract/scopus_id/33745231341,SCOPUS_ID:33745231341,2-s2.0-33745231341,Separating the effects of forest type and elevation on the diversity of litter invertebrate communities in a humid tropical forest in Puerto Rico,Richardson B.,Journal of Animal Ecology,00218790,13652656,74,5,926-936,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00990.x,"1. The primary effects of climatic conditions on invertebrate litter communities, and the secondary effects of different forest types, were distinguished by using the sierra palm as a control in a natural experiment along an elevational gradient in the Luquillo Mountains. These mountains have three well-defined forest types along the gradient, with the palm occurring as stands within each forest. 2. Palm litter samples were richer in nutrients, particularly phosphorus, than nonpalm litter, significantly so at higher elevations where leaching would have been expected. In nonpalm litter, mineral concentrations were significantly lower at higher elevations. 3. Animal abundance mirrored the pattern of mineral amounts and declined significantly in mid- and high-altitude forests, but did not decline with increasing elevation in palm stands. A pulse of post-hurricane litterfall was reflected in the high abundance of Coleoptera and Isoptera the following year. 4. The species richness of communities (Margalef's index) declined with increasing elevation in nonpalm forest litter, but was remarkably similar in palm litter at all elevations. 5. Palm litter communities were more similar to each other (Sørensen's index) than nonpalm communities, which became less similar with increasing elevation. 6. The differences observed from the lower slopes to the summits, in animal abundance, species richness and the uniformity of communities, are better explained by the contribution of forest composition to the chemical and physical nature of litter and forest heterogeneity, rather than to direct effects of temperature and rainfall differences. © 2005 British Ecological Society.",51,Journal,ar,Article,100,3,3,Biomass | Microcosms | Microhabitats | Nutrients | Species richness,29544,undefined,0,FALSE,NA,NA,26
true,https://api.elsevier.com/content/abstract/scopus_id/33745227299,SCOPUS_ID:33745227299,2-s2.0-33745227299,Predicting the effects of perturbations on ecological communities: What can qualitative models offer?,Ramsey D.,Journal of Animal Ecology,00218790,13652656,74,5,905-916,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00986.x,"1. Quantitative predictions of the effects of perturbations on communities of interacting species have often proved to be difficult. However, if precise predictions are not a requirement then qualitative models of community dynamics offer an alternative method for predicting species responses to perturbations. 2. We used two qualitative modelling approaches to predict the effects of predator control on the fledging rate of an endangered New Zealand bird, the North Island kokako. The first approach was based on loop analysis and provided predictions on the probable direction of change in species abundances to single species perturbations. The second approach, 'fuzzy interaction webs', used fuzzy logic in the framework of a fuzzy cognitive map to provide predictions on the probable magnitude of change in species abundances to perturbations. 3. Using both methods, we predicted the qualitative change in the equilibrium fledging rates of kokako under various regimes of single- and multispecies predator control (ship rats, brushtail possums and stoats). Single species control was insufficient to lift the fledging rate from 'low' to 'moderate'. However, simultaneous control of both ship rats and possums had the greatest influence on the fledging rates compared with any other combination as a result of the additional indirect effect of ship rat control on stoat abundance. 4. We propose qualitative modelling of community dynamics as a method suitable for predicting the effects of perturbations in complex ecological communities that can encapsulate diverse sources of knowledge about food web interactions. We believe that these methods are a useful set of heuristic tools that can be used to propose testable hypotheses about ecosystem functioning that can complement existing statistical and quantitative modelling approaches. © 2005 British Ecological Society.",41,Journal,ar,Article,100,2,2,Food webs | Fuzzy cognitive maps | Fuzzy logic | Interaction strength | Kokako | Loop analysis,29544,undefined,0,FALSE,NA,NA,27
true,https://api.elsevier.com/content/abstract/scopus_id/33745096079,SCOPUS_ID:33745096079,2-s2.0-33745096079,"Global warming, Bergmann's rule and body size in the masked shrew Sorex cinereus Kerr in Alaska",Yom-Tov Y.,Journal of Animal Ecology,00218790,13652656,74,5,803-808,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00976.x,"1. It was recently shown that body size of Palearctic shrews decreases with increasing latitude, thus contradicting Bergmann's rule, and this trend was explained by food shortage during the cold northern winter. In Alaska, global warming has resulted in milder winters that may improve food supply. In this study we tested the hypothesis that body size of Alaskan shrews increased during the second half of the twentieth century, in response to global warming. 2. Data on body weight and length of body, tail, hind foot and ear of museum specimens of the masked shrew Sorex cinereus Kerr from Alaska were used in order to examine the effects of latitude, longitude, mean ambient temperature in January and July, and year of collection, on these parameters. 3. We found that variation in body size of the masked shrew in Alaska appears to contradict to the prediction of Bergmann's rule, decreasing in high latitudes and in areas cold January temperature. 4. Body size of shrews in Alaska increased significantly during the second half of the twentieth century, apparently due to the higher food availability in winter as a result of improved weather conditions for its prey. © 2005 British Ecological Society.",79,Journal,ar,Article,100,2,2,Alaska | Bergmann's rule | global warming | shrews | Sorex,29544,undefined,1,TRUE,all,All Open Access,28
true,https://api.elsevier.com/content/abstract/scopus_id/33645469753,SCOPUS_ID:33645469753,2-s2.0-33645469753,Circumpolar variation in periodicity and synchrony among gypsy moth populations,Johnson D.,Journal of Animal Ecology,00218790,13652656,74,5,882-892,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00980.x,"1. Previous studies of insect dynamics have detected spatial synchrony in intraspecific population dynamics up to, but not exceeding, 1000 km. Oddly, interspecific synchrony has recently been reported at distances well over 1000 km (at continental and circumpolar scales). While the authors implicated climatic effects as the cause for the apparent large-scale interspecific synchrony, there is no evidence that weather data are synchronized over such great distances. 2. In the present study, intraspecific circumpolar synchrony in the gypsy moth, Lymantria dispar (L.), was tested for among 11 regions across three continents (North America, Europe and Asia). Analyses indicate that most gypsy moth populations around the world tend to oscillate at periodicities between 8 and 12 years. 3. These oscillations were synchronized at distances up to c. 1200 km within continents. There was no evidence for intraspecific synchrony of gypsy moth populations between continents. 4. We suggest that previous reports of interspecific synchrony among insects at scales much greater than 1000 km may suffer from spurious correlations among oscillating populations. © 2005 British Ecological Society.",80,Journal,ar,Article,100,4,4,Insect outbreaks | Lymantria dispar | Periodicity | Spatial synchrony | Wavelet analysis,29544,undefined,0,FALSE,NA,NA,29
true,https://api.elsevier.com/content/abstract/scopus_id/33645399077,SCOPUS_ID:33645399077,2-s2.0-33645399077,Scale-dependent habitat use in a long-ranging central place predator,Pinaud D.,Journal of Animal Ecology,00218790,13652656,74,5,852-863,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00984.x,"1. It is predicted that the movements of foraging animals are adjusted to the hierarchical spatial distribution of resources in the environment, and that decisions to modify movement in response to heterogeneous resource distribution are scale-dependent. Thus, controlling for spatial scales of interaction with environment is critical for a better understanding of habitat selection, which is likely to follow scale-dependent processes. 2. Here we study the scales of interactions and habitat selection in a long-ranging marine predator foraging from a central place, the yellow-nosed albatross. We use first-passage time analysis to identify the scales of interaction with environmental variables and compositional analysis to study habitat selection. 3. Of 26 birds, 22 adopted an area restricted search (ARS) at a scale of 130 ± 85 km, and 11 of these 22 birds adopted a second, nested ARS scale at 34 ± 20 km. Habitat use differed according to the spatial scale considered. At the oceanic basin macro-scale, birds foraged in pelagic, subtropical waters. Birds commuted to the ARS zones after a c. 1500-km trip to reach predictable turbulence zones from Agulhas return current, where primary productivity was enhanced at large scale. At a smaller, meso-scale, birds increased their search effort according to sea surface height anomalies (SSHa) and chlorophyll-a concentrations (Chl-a), indicating association with productive cyclonic eddies. 4. Among birds, differences in search pattern were noted: 11 birds concentrated their search effort directly at a small scale of 77 ± 22 km, avoiding anticyclonic eddies. The 11 other birds showed two scales of ARS pattern: (i) first at 180 ± 90 km with a preference for high Chl-a concentrations but unrelated to SSHa; and (ii) secondly at a nested scale at 34± 20 km related exclusively to SSHa where prey patches were expected to be distributed at this scale. This second group of birds appeared to be less efficient, spending more time at sea for the same mass gain than the first group. 5. Our study is the first to demonstrate scale-dependent adjustments, with interindividual variability, in relation to environmental features for predators with a central-place constraint. © 2005 British Ecological Society.",142,Journal,ar,Article,100,2,2,Area-restricted search | Compositional analysis | First-passage time | Satellite telemetry | Yellow-nosed albatross,29544,undefined,1,TRUE,all,All Open Access,30
true,https://api.elsevier.com/content/abstract/scopus_id/33645117978,SCOPUS_ID:33645117978,2-s2.0-33645117978,The response of fawn survival to changes in habitat quality varies according to cohort quality and spatial scale,Pettorelli N.,Journal of Animal Ecology,00218790,13652656,74,5,972-981,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00988.x,"1. Temporal and spatial variation can strongly affect life-history traits, but few studies to date have quantified the importance of the interplay between temporal and spatial components of population dynamics. 2. We analysed spatiotemporal variation in early survival of roe deer fawns over 15 years (1985-99) in an intensively monitored population in western France at two spatial scales: the maternal home range (a few tens of hectares) and the forest stand (a few hundreds of hectares). 3. Spatial variation in resource availability interacted with temporal variation to shape fawn survival. In good years, survival was not influenced by habitat quality (being 0.68 in the rich oak stand with hornbeam coppices vs. 0.64 in the poorer part of the reserve). At the home range scale, early survival of fawns during good years decreased with increasing occurrence of preferred plant species in the rich habitat; there was no effect in the poor habitat. 4. During bad years, however, there was a positive relationship between the occurrence of preferred plant species and survival of fawns in the poor habitat, whereas no relationship occurred in the rich habitat. Spatial variation in early survival during bad years was significant at the plot scale (from 0.19 to 0.40 in the poor habitat and from 0.49 to 0.61 in the rich habitat) even after accounting for the forest stand variations (from 0.27 to 0.51). The occurrence of key plant species therefore limits female reproductive success only in the poor habitat under harsh conditions. 5. Our findings highlight the crucial role of spatiotemporal interactions in shaping individual fitness in mammalian populations, and underline the importance of the scale of analysis when characterizing ecological processes. © 2005 British Ecological Society.",59,Journal,ar,Article,100,8,8,Capreolus capreolus | Individual variability | Population dynamics | Spatiotemporal interactions,29544,undefined,0,FALSE,NA,NA,31
true,https://api.elsevier.com/content/abstract/scopus_id/33644885812,SCOPUS_ID:33644885812,2-s2.0-33644885812,Diurnal mass gain strategies and perceived predation risk in the great tit Parus major,Macleod R.,Journal of Animal Ecology,00218790,13652656,74,5,956-964,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00993.x,"1. Individual animals optimize their body mass to enhance fitness and mass is expected to be optimized over both short and long time-scales. On the short time-scale small birds increase mass as they build up energy reserves over each day to avoid starving at night. Theory predicts that starvation risk should be minimized by gaining mass at the start of the day thus insuring against unpredictable food supply later. However, if predation risk is mass-dependent due to reduced escape flight performance, birds should delay mass gain until later in the day to minimize predation risk. 2. Regulation of mass change over longer time-scales has been well documented and a number of studies have been able to show that over weeks, months and years mass is regulated consistent with the starvation-predation risk trade-off being mass-dependent. However, it is crucial to mass-dependent predation theory that it functions over shorter time-scales as well and that birds are able to regulate their diurnal mass gain strategies in response to predation risk. This has not yet been investigated and recent studies of flight performance have been unable to show that small-scale mass change (< 10%) over short time-scales (e.g. diurnal mass change) affects escape flight performance as predicted. 3. We used a unique design of automated identification and weighing system that for the first time allowed the diurnal mass gain of individual great tits Parus major to be monitored remotely in the wild. While automatically tracking diurnal body mass changes of individuals we manipulated perceived predation risk by using model sparrowhawks. We were thus able to investigate experimentally the effect of increased perceived predation risk on diurnal mass gain patterns. 4. We show, for the first time, that birds are capable of manipulating their diurnal body mass gain strategy in response to heightened predation risk and that they do so by delaying mass gain until later in the day, as predicted by mass-dependent predation risk theory. Furthermore, the results are consistent with changing flight performance rather than changing exposure time to predators being the driving force for mass-dependent predation risk. © 2005 British Ecological Society.",71,Journal,ar,Article,100,3,3,Diurnal mass change | Mass-dependent predation risk | Starvation-predation risk trade-off,29544,undefined,1,TRUE,all,All Open Access,32
true,https://api.elsevier.com/content/abstract/scopus_id/32544447962,SCOPUS_ID:32544447962,2-s2.0-32544447962,The effect of climate on adult survival in five species of North Atlantic seabirds,Sandvik H.,Journal of Animal Ecology,00218790,13652656,74,5,817-831,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00981.x,"1. In long-lived species, adult survival is an important life-history trait. Better knowledge of the effects of non-catastrophic climate variation on the adult survival of long-lived seabirds is therefore needed. However, documentation of such effects is still rare. 2. Using capture-mark-resighting data, we modelled the annual survival rates of five species of seabirds, the common guillemot (Uria aalge), Br̈nnich's guillemot (Uria lomvia), razorbill (Alca torda), Atlantic puffin (Fratercula arctica) and black-legged kittiwake (Rissa tridactyla). The data spanned 14 years of observation at a colony on Hornøya, off Northern Norway in the western Barents Sea. 3. A method of taking into account ring-loss of marked individuals is proposed. This approach made it possible to keep many observations which otherwise would have to be discarded. 4. The estimated survival rates were higher and less variable than most estimates for the same species from other colonies. There was extensive resighting heterogeneity. Ignoring this effect would have underestimated breeding life span by more than 50% in some species. 5. The analysis presented is the first study to document a correlation between the North Atlantic Oscillation (NAO) index and adult survival in North Atlantic seabirds. Other environmental variables considered were sea surface temperatures (SST) and prey stocks. In most of the species, models incorporating climatological variables were considerably better supported than models with constant survival, time-dependent survival or prey effects. SSTs tended to explain more of the variability in seabird survival than did the NAO. 6. The importance of prey availability was evident in some of the species, but climate was generally a better predictor of survival. Nevertheless, the evidence suggests that meteorological parameters affect seabird mortality only indirectly, possibly through the food chain. This conclusion rests on the observations that most NAO effects are lagged, and that survival rates decreased with increasing SSTs. © 2005 British Ecological Society.",178,Journal,ar,Article,100,4,4,Adult mortality | Barents Sea | Fish stock biomass | North Atlantic Oscillation | Sea surface temperature,29544,undefined,1,TRUE,all,All Open Access,33
true,https://api.elsevier.com/content/abstract/scopus_id/32444438341,SCOPUS_ID:32444438341,2-s2.0-32444438341,"Climate change, ice conditions and reproduction in an Arctic nesting marine bird: Brunnich's guillemot (Uria lomvia L.)",Gaston A.J.,Journal of Animal Ecology,00218790,13652656,74,5,832-841,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00982.x,"1. We compared the reproduction of a marine diving bird, Brunnich's guillemot (Uria lomvia), breeding at two Arctic colonies close to the northern and southern limits of the species' range in the Canadian Arctic. 2. At both colonies, timing of breeding for Brunnich's guillemots was positively correlated with summer ice cover, which was determined by winter and spring temperatures. Spring temperatures also modified the effects of ice conditions on timing of breeding. 3. At Coats Island, northern Hudson Bay, in low Arctic waters, the date of egg-laying has advanced since 1981, simultaneous with a decrease in summer ice cover in surrounding waters. Lower ice cover in this region is correlated with lower chick growth rates and lower adult body mass, suggesting that reduction in summer ice extent is having a negative effect on reproduction. 4. Conversely, at Prince Leopold Island, in the High Arctic, there has been no trend in summer ice cover and no detectable change in timing of breeding. Reproduction there is less successful in years of late ice than in years of early ice break-up. 5. Current trends suggest that continued warming should benefit birds breeding on the northern limit of the species range, while adversely affecting reproduction for those on the southern margin. The probable result will be an eventual northward displacement of the population. Although this type of effect has been widely predicted, this study is among the first to demonstrate a potential causal mechanism. © 2005 British Ecological Society.",138,Journal,ar,Article,100,3,3,Nestling growth | Range expansion/contraction | Sea-ice | Seabirds | Timing of breeding,29544,undefined,1,TRUE,all,All Open Access,34
true,https://api.elsevier.com/content/abstract/scopus_id/29244467337,SCOPUS_ID:29244467337,2-s2.0-29244467337,A double buffer effect in a migratory shorebird population,Gunnarsson T.G.,Journal of Animal Ecology,00218790,13652656,74,5,965-971,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00994.x,"1. Buffer effects occur when increases in population size result in an increasing proportion of a population inhabiting poor quality sites. When there are fitness costs to inhabiting poor sites, buffer effects can potentially regulate population sizes. In migratory populations, the regulatory capacity of buffer effects will clearly be influenced by their role in both the breeding and nonbreeding seasons, but previous studies have been restricted to one season only. 2. Icelandic black-tailed godwits Limosa limosa islandica are currently increasing in number and previous studies have revealed a large-scale buffer effect operating on the wintering grounds. 3. Here, we reconstruct the pattern of population expansion and colonization of new breeding grounds, in relation to breeding habitat quality, to investigate whether a buffer effect is also operating during the breeding season. 4. Godwit breeding success is higher in marsh habitats than in dwarf-birch bogs. Prey densities are also higher in marsh habitats, and breeding success increases with the density of shallow pools, which are more common on marsh sites. Large lowland basins with higher marsh coverage were colonized earlier than small ones with low marsh coverage. Recent colonizations have been into basins that are closer to occupied sites and have higher cover of dwarf-birch bog. 5. Thus godwits appear to be expanding into poorer quality breeding habitat as well as poorer quality winter habitat. The large spatial scale of these analyses and the fitness costs of occupying poor quality sites suggest that this double buffer effect is likely to play a key role in regulating this expanding population. In most migratory populations, some level of density dependence is likely to operate at both ends of the range. Double buffer effects may therefore be a common phenomenon and an important mechanism regulating migratory populations. © 2005 British Ecological Society.",55,Journal,ar,Article,100,5,5,Buffer effects | Density dependence | Expansion pattern | Habitat quality | Limosa limosa islandica | Migratory population | Waders,29544,undefined,0,FALSE,NA,NA,35
true,https://api.elsevier.com/content/abstract/scopus_id/28744438839,SCOPUS_ID:28744438839,2-s2.0-28744438839,Hydrogen isotope ratios in animal body protein reflect trophic level,Birchall J.,Journal of Animal Ecology,00218790,13652656,74,5,877-881,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00979.x,"1. Carbon and nitrogen isotope ratios in consumer tissues are known to correlate with diet isotope composition, and nitrogen isotope ratios are observed to increase with increasing trophic level. 2. We analysed nitrogen and hydrogen isotope ratios of collagen from 19 species of British fish, birds and mammals to investigate how δD also correlated with trophic level and with feeding environment (terrestrial or aquatic). 3. A strong relationship between trophic level and δD was discovered for both terrestrial and aquatic consumers. 4. The correlation between trophic level and δ15N was apparent for terrestrial consumers, but less so for aquatic consumers. 5. No differentiation was found between δD of aquatic and terrestrial consumers at the same trophic level. 6. This observation should provide an additional tool in the study of current and ancient animal and human food web ecology. © 2005 British Ecological Society.",104,Journal,ar,Article,100,4,4,Collagen | Diet | Food-web | Hydrogen | Nitrogen,29544,undefined,1,TRUE,all,All Open Access,36
true,https://api.elsevier.com/content/abstract/scopus_id/25144467557,SCOPUS_ID:25144467557,2-s2.0-25144467557,Species abundance and the distribution of specialization in host-parasite interaction networks,Vázquez D.P.,Journal of Animal Ecology,00218790,13652656,74,5,946-955,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00992.x,"1. Recent studies have evaluated the distribution of specialization in species interaction networks. Species abundance patterns have been hypothesized to determine observed topological patterns. We evaluate this hypothesis in the context of host-parasite interaction networks. 2. We used two independent series of data sets, one consisting of data for seven sites describing interactions between freshwater fish and their metazoan parasites and another consisting of data for 25 localities describing interactions between fleas and their mammalian hosts. We evaluated the influence of species abundance patterns on the distribution of specialization in these host-parasite interaction networks with the aid of null models. 3. In parallel with recent studies of plant-animal mutualistic networks, our analyses suggest that host-parasite interactions in these systems are highly asymmetric: specialist parasites tend to interact with hosts with high parasite richness, whereas hosts with low parasite richness tend to interact mainly with generalist parasites. 4. The observed distribution of specialization was predicted by a null model that assumed that species-specific probabilities of being assigned a link during the randomization process were roughly proportional to their relative abundance. Thus, abundant hosts tend to harbour richer parasite faunas, with a high proportion of rare specialists. © 2005 British Ecological Society.",168,Journal,ar,Article,100,4,4,Abundance | Asymmetric specialization | Host-parasite interactions | Network structure | Null models,29544,undefined,1,TRUE,all,All Open Access,37
true,https://api.elsevier.com/content/abstract/scopus_id/24644513487,SCOPUS_ID:24644513487,2-s2.0-24644513487,Do the helminth parasites of wood mice interact?,Behnke J.M.,Journal of Animal Ecology,00218790,13652656,74,5,982-993,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00995.x,"1. Two published data sets of helminths of the wood mouse Apodemus sylvaticus (L.) were analysed to test the hypothesis that the structure of these component communities is influenced by interactions between species. A range of tests, with differing null models, was applied to tease out the importance of controlling for subgroupings (e.g. sex, age, site, year, season) within the data when searching for significant associations based on prevalence (co-occurrence, presence/absence) or abundance (quantitative associations) data. 2. Significant differences from null models were detected for associations based on prevalence, but when subgroup constraints were taken into consideration, most lost significance. Among three and 15 pair-wise associations possible in data sets 1 and 2, respectively, only that between Trichuris muris and Heligmosomoides polygyrus was not dependent on context, and that between H. polygyrus and Catenotaenia pusilla, while always positive, varied in magnitude among sites of capture. 3. Pair-wise comparisons of abundance revealed three significant associations, only one of which (H. polygyrus with C. pusilla) still remained significant after controlling for quantified extrinsic and intrinsic factors. With increasing burdens of H. polygyrus, mice carried more of other helminth species and this relationship remained significant after controlling for confounding factors. 4. Overall, positive co-occurrences of pairs of helminths of A. sylvaticus were highly context dependent and quantitative associations were weak and not convincing. Therefore, interactions between parasites are unlikely to play a dominant role among the processes that structure the component community of helminths in wood mice, in selected study sites in the south of England. © 2005 British Ecological Society.",78,Journal,ar,Article,100,4,4,Apodemus sylvaticus | Associations | Cestodes | Co-occurrence | Heligmosomoides polygyrus | Helminths | Interactions | Nematodes,29544,undefined,1,TRUE,all,All Open Access,38
true,https://api.elsevier.com/content/abstract/scopus_id/27644595638,SCOPUS_ID:27644595638,2-s2.0-27644595638,Decomposing the variation in population growth into contributions from multiple demographic rates,Coulson T.,Journal of Animal Ecology,00218790,13652656,74,4,789-801,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00975.x,"1. The decomposition of variation in population growth into the relative contributions from different demographic rates has multiple uses in population, conservation and evolutionary biology. Recent research has favoured methods based on matrix models termed 'life-table-response experiments' or more generally 'the retrospective matrix method', which provide an approximation of a complete demographic decomposition. The performance of the approximation has not been assessed. 2. We compare the performance of the retrospective matrix method to a complete decomposition for two bighorn sheep populations and one red deer population. 3. Different demographic rates make markedly different contributions to variation in growth rate between populations, because each population is subject to different types of environmental variation. 4. The most influential demographic rates identified from decomposing observed variation in population growth are often not those showing the highest elasticity. Consequently, those demographic rates most strongly associated with deterministic population growth are not necessarily strongly associated with temporal variation in population growth. 5. The retrospective matrix method provides a good approximation of the demographic rate associated most strongly with variation in population growth. However, failure to incorporate the contribution of covariation between demographic rates when decomposing variation in population growth can lead to spurious conclusions. © 2005 British Ecological Society.",128,Journal,ar,Article,100,3,3,Bighorn sheep | Critical life history stage | Demographic variation | Elasticity | Red deer | Retrospective matrix method | Vital rates,29544,undefined,0,FALSE,NA,NA,39
true,https://api.elsevier.com/content/abstract/scopus_id/27644591248,SCOPUS_ID:27644591248,2-s2.0-27644591248,Intraguild omnivory in predatory stream insects,Lancaster J.,Journal of Animal Ecology,00218790,13652656,74,4,619-629,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00957.x,"1. The veracity of food webs and other trophic structures derived from empirical data sets depends ultimately on our ability to identify species' diets and, thus, to classify organisms according to their major energy source or functional feeding groups. True omnivory (mixing plant and animal food) is common among terrestrial and marine arthropods, but poorly documented in freshwater systems. In a field study, we examined a guild of six large-bodied, lotic insects (Plecoptera and Trichoptera) that are generally considered to be predatory and that coexist in one stream. Gut contents analysis was used to characterize prey in the diet and to quantify the consumption of plant material. Nitrogen isotope ratios (δ15N) were measured in whole-animal samples to determine whether any algae were assimilated into body tissues. 2. Gut contents analysis showed that all six study taxa were polyphagous with respect to their animal prey. All taxa also consumed substantial amounts of algae, but little true detritus (terrestrial plant material). Contrary to previous suggestions, an ontogenetic shift from carnivory to algivory was apparent in two species; a shift from algivory to carnivory was not observed. 3. Stable isotope analysis indicated that some predators assimilated algae: δ15N was lower than expected if predators were wholly carnivorous. Using a stable isotope mixing model to estimate the proportion of algae assimilated into body tissues, we suggest that three taxa are true omnivores and estimate that 40-55% of body nitrogen is derived from algae. The remaining three taxa appear to be primarily carnivorous. 4. Intraguild omnivory is a distinctive feature of the food web in this stream, and probably many others, and needs to be incorporated explicitly into models of stream systems. The food limitation hypothesis may explain, in part, true omnivory at this site. However, the nutritional value of algae and its role in the growth and fecundity of predatory stream insects requires further investigation before underlying mechanisms can be identified with confidence. © 2005 British Ecological Society.",65,Journal,ar,Article,100,4,4,Diet mixing | Plecoptera | Stable isotopes | Trichoptera | True omnivory,29544,undefined,1,TRUE,all,All Open Access,40
true,https://api.elsevier.com/content/abstract/scopus_id/27644586648,SCOPUS_ID:27644586648,2-s2.0-27644586648,Relating predation mortality to broad-scale habitat selection,McLoughlin P.,Journal of Animal Ecology,00218790,13652656,74,4,701-707,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00967.x,"1. Few studies have related metrics of fitness to broad-scale, multivariate patterns of resource selection. 2. Our objective was to relate long-term predation-mortality patterns for adult woodland caribou [Rangifer tarandus caribou (Banfield)] from Alberta, Canada (1991-2002), with patterns of multivariate habitat selection. 3. We first compared probabilities of radio-tracked caribou dying (n = 55) from predation in habitats within the home range, controlling for habitat availability, with that expected from habitat selection probabilities for the same animals during life. We then compared survival rates of caribou (n = 141) possessing dissimilar patterns of habitat selection using a Cox proportional hazards regression model. 4. Patterns in habitat-specific predation mortality differed significantly from expected given probabilities of habitat selection during life (P < 0·0001). Cox regression indicated that mortality rates of caribou due to predation were affected significantly by and can be predicted from patterns of selection (P = 0·02). 5. Our results strongly suggest that uplands (primarily mixed deciduous and coniferous forest) present caribou with higher than expected levels of predation risk, and that caribou can avoid predation by maximizing selection of peatlands (open, conifer-dominated bogs and fens). 6. Approaches presented in this study may be useful for ecologists interested in assessing the influence of mortality factors on broad-scale, multivariate resource selection. Linking metrics of fitness to multivariate resource selection will enable us to ask questions of evolutionary ecology once restricted to only the finest ecological scales. © 2005 British Ecological Society.",81,Journal,ar,Article,100,3,3,Cox regression | Habitat selection | Predation | Survival | Woodland caribou,29544,undefined,0,FALSE,NA,NA,41
true,https://api.elsevier.com/content/abstract/scopus_id/27644552211,SCOPUS_ID:27644552211,2-s2.0-27644552211,Metapopulation consequences of site fidelity for colonially breeding mammals and birds,Matthiopoulos J.,Journal of Animal Ecology,00218790,13652656,74,4,716-727,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00970.x,"1. Many far-ranging bird and mammal species aggregate in colonies to breed, and most individuals remain faithful to one colony. Here, we use modelling to explore the consequences of this site fidelity for the metapopulation dynamics of such species. 2. We develop a spatially explicit model of the annual transfer process between colonies. We apply it to different spatial arrangements of 20 identical colonies and thus demonstrate that connectivity alone can, in the short term, give rise to heterogeneity in colony size. 3. We place the annual transfer model within a state-structured population model and examine the consequences of local and global density dependence for long-term dynamics. For each scenario, we investigate the implications of the strength of site fidelity, the cost of migration and the population's intrinsic growth rate. 4. Our results suggest that, under local density dependence, site fidelity slows down the colonization process and can temporarily trap the entire population in a subset of the available potential colonies. When site fidelity is strong, the metapopulation follows a step-like trajectory. Population growth occurs only rarely because individuals must overcome their site-fidelity to found new colonies. Even though this effect is temporary, it renders the entire metapopulation vulnerable to rare catastrophic collapses. 5. Under global density dependence, site fidelity imposes competition between colonies for the limiting resource. Stochastic events lead to the dominance of certain colonies and the temporary extinction of others. If site fidelity is strong, it can permanently prevent the metapopulation from occupying all available potential colonies. 6. We conclude that, irrespective of the mechanism of population regulation, colonially breeding species that show strong site fidelity are likely to occupy only a portion of the breeding habitat available to them. © 2005 British Ecological Society.",102,Journal,ar,Article,100,3,3,Apparent carrying capacity | Breeding habitat | Natal dispersal | Philopatry | Prospecting,29544,undefined,1,TRUE,all,All Open Access,42
