@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33750296004,SCOPUS_ID:33750296004,2-s2.0-33750296004,Behavioral response of satellite-collared elephants to the tsunami in southern Sri Lanka,Wikramanayake E.,Biotropica,00063606,17447429,38,6,775-777,2006-11-01,November 2006,10.1111/j.1744-7429.2006.00199.x,5,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,11,"After the Asian tsunami the media was inundated with reports of aberrant behavior among animals attributed to a ""sixth sense"" that allowed them to respond to the catastrophe ahead of the impact. We present behavior data from two satellite-collared Asian elephants that ranged close to the tsunami impact area in Sri Lanka. These data indicate that neither elephant behaved in a manner consistent with a ""sixth sense"" that allowed an early detection of the approaching tsunami. © 2006 The Author(s).",Asian elephants | Elephant movements | Sixth sense | Sri Lanka | Tsunami,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33750287706,SCOPUS_ID:33750287706,2-s2.0-33750287706,Apparent survival estimates for five species of tropical birds in an endangered forest habitat in western Ecuador,Parker T.H.,Biotropica,00063606,17447429,38,6,764-769,2006-11-01,November 2006,10.1111/j.1744-7429.2006.00210.x,25,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,12,"Estimates of annual survival are essential for addressing topics in evolutionary and conservation ecology. However, most demographic studies of land birds are based on north temperate species, and few robust estimates of survival based on mark-recapture statistics are available for continental South American birds. We used time-since-marking models to estimate apparent survival of adult birds from 7 yr of mist netting data in the Colonche Hills. This site is one of few remaining large tracts of premontane forest in southwestern Ecuador, and an area of high priority for avian conservation. Species with sufficient data for analysis included three hummingbirds (Adelomyia melanogenys, Heliodoxa jacula, Phaethornis baroni), a cotinga (Schiffornis turdinus), and a wren (Henicorhina leucophrys). Our parameter estimates had reduced precision because the number of recaptures was small. Probability of recapture was low in three species, and moderate in two others. Adelomyia and Phaethornis had moderate apparent survival (; probability that a bird neither died nor emigrated from our survey area in a given year). Adults of Adelomyia moved seasonally, and it is possible that permanent emigration from our survey area contributed to low estimates of apparent survival. The other three species had relatively high estimates of adult apparent survival ranging from in Heliodoxa and Schiffornis to a high of in Henicorhina. © 2006 The Author(s).",Colonche Hills | Mark-recapture | Program mark | South America | Time-since-marking,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33750286155,SCOPUS_ID:33750286155,2-s2.0-33750286155,Genetic diversity and structure in fragmented populations of the tropical orchid Myrmecophila christinae var christinae,Vargas C.F.,Biotropica,00063606,17447429,38,6,754-763,2006-11-01,November 2006,10.1111/j.1744-7429.2006.00205.x,13,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,13,"In recent years the coastal dune vegetation of the state of Yucatan, Mexico has become highly fragmented due to clearing for development. We evaluated patterns of genetic differentiation and genetic variability among orchid populations (Myrmecophila christinae var christinae) in eight habitat fragments along a west-to-east disturbance gradient in which sites located on the western end began experiencing fragmentation earlier than those in the east. Leaf samples from adult individuals and juvenile plants were collected from all eight populations, and analyzed using starch-gel electrophoresis in a lithium buffer system. Per population estimates of genetic diversity, proportion of polymorphic loci at 95 percent, mean number of alleles per locus, allelic richness, and population structure were calculated, as well as estimate comparisons between generations. Genetic diversity at the loci analyzed did not show significant differences among the eight populations. Based on the results, the model of isolation by distance does not fit the M. christinae populations under study; in some cases, populations close to one another apparently experienced very little genetic exchange. Thus, we propose that so far, fragmentation has not led to significant genetic differences between populations subject to different historical backgrounds of disturbance (i.e., time since onset of disturbance), as well as between generations within each of the M. christinae study populations. Nevertheless, the genetic characteristics of some remnant populations might change over time due to a future decrease in the opportunities for genetic exchange with other populations. © 2006 The Author(s).",Allozymes | Deception pollination | Mexico | Myrmecophila christinae | Orchids | Yucatan,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33750284324,SCOPUS_ID:33750284324,2-s2.0-33750284324,Tracing the origin of dietary protein in tropical dry forest birds,Herrera M. L.G.,Biotropica,00063606,17447429,38,6,735-742,2006-11-01,November 2006,10.1111/j.1744-7429.2006.00201.x,24,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,14,"Fundamental to our understanding of the ecology of animal communities in the tropics is knowledge of the effect of seasonal changes in the abundance of food sources in consumer diets. We determined stable-isotope composition ( 13C/12C and 15N/14N) in whole blood of 14 resident avian species in a tropical dry forest to quantify the origin of their assimilated protein. We used a probabilistic approach (IsoSource) to estimate the relative contribution of C3 plants, CAM-C4 plants, C3 insects, and CAM-C4 insects during the dry and rainy seasons. IsoSource iteratively creates each possible combination of source contribution and produces a distribution of all feasible combinations that adequately predict the observed isotopic signature of the consumer. Granivore-frugivores and granivore-frugivore-insectivores were modeled as predominantly dependent upon plants whereas insectivorous birds were modeled to derive protein almost exclusively from insects. Between these extremes there were several species using mixed diets such as insectivore-frugivores or insectivore-granivores. In most species, virtually all assimilated food was of C3 origin with the exception of Ruddy Ground-Doves (Columbina talpacoti) in which CAM or C4 plants contributed significantly. Seasonal changes in relative food source contribution were followed in eight species of birds. Of these species, White-tipped Doves (Leptotila verreauxi), Grayish Saltators (Saltator coerulescens), and Social Flycatchers (Myiozetetes similis) increased their use of insects in the rainy season, in contrast to Great Kiskadees (Pitangus sulphuratus), which decreased their use of insects. Our study suggests that that diverse strategies are used by various avian species to obtain dietary proteins within seasonal habitats. © 2006 The Author(s).",13 C | 15 N | Avian frugivory | Nutritional ecology | Stable-isotope analysis | Tropical dry forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747143107,SCOPUS_ID:33747143107,2-s2.0-33747143107,Responses to fire in selected tropical dry forest trees,Otterstrom S.M.,Biotropica,00063606,17447429,38,5,592-598,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00188.x,53,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,15,"Fire is a frequent disturbance in the tropical dry forests of Central America, yet very little is known about how native species respond to such events. We conducted an experimental burn in a tropical dry forest of western Nicaragua to evaluate plant responses to fire with respect to survivorship and recruitment. Measurements of woody vegetation of all size classes were carried out prior to the prescribed burn and three successive years post fire. We selected the 15 most abundant species <10 cm DBH to assess percent survivorship and sprouting responses post fire. Changes in seedling densities for these 15 most abundant species and the 15 least abundant species were analyzed using a repeated measure ANOVA. We also assessed changes in seedling densities for three species of international conservation concern. We found three major fire-coping strategies among common dry forests plants: resisters (low fire-induced mortality), resprouters (vigorous sprouting), and recruiters (increased seeding post-fire). While survivorship was generally high relative to tropical moist forest species, those species with lower survivorship used either seeding or sprouting as an alternative strategy for persisting in the forest community. Seed dispersal mechanisms, particularly wind dispersal, appear to be an important factor in recruitment success post-fire. Burn treatment led to a significant increase in the density of seedlings for two species of conservation concern: Guaiacum sanctum and Swietenia humilis. Results of this study suggest that common dry forest species in western Nicaragua are fire tolerant. Further study of individual species and their fire responses is merited. © 2006 The Author(s).",Central American dry forest | Fire life histories | Guaiacum sanctum | Life history traits | Nicaragua | Sprouting | Tropical dry forest | Tropical fire ecology,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747082918,SCOPUS_ID:33747082918,2-s2.0-33747082918,Ruminant-mediated seed dispersal of an economically valuable tree in Indian dry forests,Prasad S.,Biotropica,00063606,17447429,38,5,679-682,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00182.x,22,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,16,"Ruminant-mediated seed dispersal, an understudied process in tropical forests, was examined via Phyllanthus emblica-Axis axis interaction. A captive Axis deer regurgitated intact P. emblica seeds after retaining them in the rumen for 7-27 h. At Rajaji National Park, a considerable fraction (22%) of deer-regurgitated P. emblica seeds germinated, although lower than unconsumed seeds (72%). The size and strength of seeds like P. emblica might ensure that ruminants regurgitate them intact instead of defecating them. © 2006 The Author(s).",Chital | Deer | Large seeds | Phyllanthus emblica | Rajaji National Park | Regurgitation,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747080771,SCOPUS_ID:33747080771,2-s2.0-33747080771,"Cockscomb revisited: Jaguar diet in the Cockscomb Basin Wildlife Sanctuary, Belize",Weckel M.,Biotropica,00063606,17447429,38,5,687-690,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00190.x,19,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,17,"The Cockscomb Basin Wildlife Sanctuary, Belize was established in 1986 following Rabinowitz and Nottingham's 1986 study on jaguar diet and distribution. In 2002, we reexamined jaguar diet following two decades of mitigated human hunting of jaguar prey. We observed high overlap between historical and current jaguar diet constructs. Nine-banded armadillo remained the most frequently consumed prey item. However, collared peccary consumption increased by nearly 20 percent while dietary breadth decreased by 60 percent presumably reflecting increased prey availability following reduced human hunting pressure. © 2006 The Author(s).",Belize | Dasypus novemcinctus | Diet | Panthera onca | Tayassu tajacu | Tropical moist forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747076915,SCOPUS_ID:33747076915,2-s2.0-33747076915,Bark consumption by the painted ringtail (Pseudochirulus forbesi larvatus) in Papua New Guinea,Stephens S.,Biotropica,00063606,17447429,38,5,617-624,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00197.x,9,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,18,"We documented bark consumption by painted ringtails (Pseudochirulus forbesi) and other arboreal marsupials at Mt. Stolle, Papua New Guinea. Evidence consisted of scratch marks on the boles of trees in conjunction with the removal of all moss and direct sightings of animals eating bark. Only 43 trees ≥10 cm diameter at breast height (DBH) of 19 species showed signs of consumption at the study site; five of these species were confirmed by direct sighting to be consumed by painted ringtails. We sought to determine if bark of these trees contained important dietary minerals. Analyses showed that calcium and potassium, individually and combined, were significantly more abundant in eaten versus uneaten trees of the same species. On average, eaten trees showed 4.7 and 2.2 times the amount of these minerals, respectively, as found in uneaten trees. Adult males were more likely than adult females or juvenile males to be captured at eaten trees than away from them. Two species of Syzygium and one species of Sloanea were highly selected for bark consumption, but not all trees of a species were eaten; rather, particular individuals of these species were preferred. We conclude that bark appears to be an important source of calcium and potassium, and speculate on the relationship between the limited availability of these special trees and the social behavior of painted ringtails. © 2006 The Author(s).",Bark | Diet | Marsupial | Papua New Guinea | Pseudocheiridae | Pseudochirulus forbesi | Ringtail,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747074879,SCOPUS_ID:33747074879,2-s2.0-33747074879,Preliminary evidence of the importance of ENSO in modifying food availability for white-tailed deer in a Mexican tropical dry forest,Mandujano S.,Biotropica,00063606,17447429,38,5,695-699,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00184.x,8,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,19,"The influence of El Niño/Southern Oscillation (ENSO) on rainfall and its possible effect on availability of food for white-tailed deer (Odocoileus virginianus) in a tropical dry forest in the Pacific coast of Mexico was studied. From 1977 to 2003 there were three significant El Niño and La Niña events. During El Niño years rainfall decreased during the wet season (June to October) and increased during the dry season (November to May), with the opposite effect during La Niña years. Plant diversity was monitored in permanent plots during the wet and dry seasons of 1989-1993. The results provide evidence that ENSO events affect deer food availability, particularly in the dry season. © 2006 The Author(s).",El Niño/Southern Oscillation | Food availability | Mexico | Odocoileus virginianus | Rainfall | Tropical dry forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747071753,SCOPUS_ID:33747071753,2-s2.0-33747071753,"Mangrove seedling net photosynthesis, growth, and survivorship are interactively affected by salinity and light",López-Hoffman L.,Biotropica,00063606,17447429,38,5,606-616,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00189.x,39,Journal,ar,Article,100,7,7,13817,undefined,0,FALSE,20,"We hypothesized that salinity and light interactively affect mangroves, such that net photosynthesis, growth, and survivorship rates increase more with increase in light availability at low than high salinity. Using greenhouse and field experiments, we determined that net photosynthesis, growth rates, and size increased more with light at low than high salinity. At high salinity, the ratio of leaf respiration to assimilation increased fourfold, suggesting that salinity may have contributed to declines in net photosynthesis. Stomatal conductance, leaf-level transpiration, and internal CO2 concentrations were lower at high salinity. Ratios of root mass to leaf mass were higher at high salinity. Stomatal limitations and increased respiratory costs may explain why at high salinity, the seedlings did not respond to increased light availability with increased net photosynthesis. Increased root mass relative to leaf mass suggests that at high salinity, either water or nutrient limitations may have prevented the seedlings from increasing growth with increasing light availability. At both low- and high-salinity zones in the field, seedling survivorship increased with light availability, and the effect of light was stronger at low salinity. However, at low light, survivorship was higher at high than low salinity, indicating that there may be a trade-off between survivorship and growth. The interactive effects observed in the greenhouse were robust in the field, despite the presence of other factors in the field such as inundation and nutrient gradients and herbivory. This study provides a robust test of the hypothesis that salinity and light interactively effect mangrove seedling performance. © 2006 The Author(s).",Ecophysiology | Gas exchange | Salinity tolerance | Venezuela,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747062719,SCOPUS_ID:33747062719,2-s2.0-33747062719,Nutritional correlates of population density across habitats and logging intensities in redtail monkeys (Cercopithecus ascanius),Rode K.D.,Biotropica,00063606,17447429,38,5,625-634,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00183.x,76,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,21,"Food resources are arguably the most common limiting factor for most species, yet little is known about how food quantity and quality interact to determine the size and distribution of wildlife populations. Frugivores may be limited by food quality since fruits, unlike leaves, are typically low in protein and minerals. Understanding the factors influencing frugivore population dynamics is particularly important due to rapid habitat loss and the need to construct informed management plans. Therefore, this study used redtail monkeys in Kibale National Park, Uganda as a model frugivore to (1) compare nutrient intake, reproduction, and habitat use patterns for three redtail groups in an unlogged and heavily logged area; and (2) examine relationships between nutrient intake and redtail population densities across five habitats. Feeding time and intake of crude protein, lipids, and minerals were higher in diets consumed by groups in unlogged areas than heavily logged areas. Intake of both copper and sodium intake was below NRC requirement levels suggested for macaques. Food availability in the unlogged areas was 3.5 times higher than the heavily logged area. Across five study sites, absorbable copper and the ratio of copper to caloric intake in redtail diets were significantly related to redtail population density. These results suggest that food quality is an important factor determining frugivore population density in anthropogenically disturbed frugivore habitats. Copper deficiency, which has been associated with population declines of wild herbivores, has the potential to be a key factor limiting densities of frugivores in tropical habitats. © 2006 The Author(s).",Copper | Frugivores | Functional response | Minerals | Primates,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747061002,SCOPUS_ID:33747061002,2-s2.0-33747061002,Bird pollination of explosive flowers while foraging for nectar and caterpillars,Agostini K.,Biotropica,00063606,17447429,38,5,674-678,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00191.x,34,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,22,Mucuna (Fabaceae) has explosive flowers that open only if a pressure is applied on their wings and keel. The cacique Cacicus haemorrhous inserts its bill into a flower and spreading its mandibles apart it opens the flower to take nectar. This icterine bird also preys upon caterpillars of the butterfly Astraptes talus that pupates within the flowers. Foraging with use of bill movements to take nectar or insects within a flower is an adequate mechanism to open and pollinate explosive flowers. We suggest that a plausible behavioral scenario for the pollination relationship between icterines and Mucuna-like flowers might start with the birds' searching for insects within flowers. © 2006 The Author(s).,Astraptes talus | Atlantic Forest | Cacicus haemorrhous | Explosive flowers | Mucuna japira | Perching bird pollination | Southeastern Brazil,NA,NA,NA,NA
