@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0021573205,SCOPUS_ID:0021573205,2-s2.0-0021573205,The nature of genetic variation for species formation.,Coulthart M.B.,Evolution,00143820,38,3,689-692,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00336.x,Challenges Altukhov's empirical basis for his claim that species are genetically stable at polymorphic loci; questions the conclusion that evidence of such genetic stability would discredit neo-Darwinian population genetic approaches to speciation; and places Altukhov's proposal for a genetic mechanism of speciation into the context of other proposals.-from Authors,2,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,11
true,https://api.elsevier.com/content/abstract/scopus_id/0021571945,SCOPUS_ID:0021571945,2-s2.0-0021571945,Measuring the cost of reproduction. I. The correlation structure of the life table of a plankton rotifer.,Bell G.,Evolution,00143820,38,2,300-313,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00289.x,"The cost hypothesis states that any increment in present reproduction is associated with a decrement in the expectation of future reproduction. The passive experiment described here used the life tables of 15 clones of the rotifer Platyias patulus to study the variable and acquired survival and fecundity costs. The negative correlations predicted by the cost hypothesis were not found in any case; instead, correlations tended to be positive. Possible reasons are examined.-from Author",58,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,12
true,https://api.elsevier.com/content/abstract/scopus_id/0021571743,SCOPUS_ID:0021571743,2-s2.0-0021571743,Faunal turnover and development of fossil avifaunas in South America.,Vuilleumier F.,Evolution,00143820,38,6,1384-1396,1984-01-01,1984,10.1111/j.1558-5646.1984.tb05659.x,"This paper presents the first quantitative analysis of faunal dynamics in fossil S American birds. The record up to 1981 includes 61 families (8 extinct, 13%), 194 genera (50 extinct, 26%), and 276 species (93 extinct, 34%). A number of fossil families in the Cenozoic of S America indicate that important lineages have left no trace in the Recent fauna. Thus Recent birds cannot provide us with sufficient clues to reconstruct the composition of early to mid-Tertiary S American faunas. Relatively few late Pleistocene genera and species have become extinct, so that reconstruction of Pleistocene faunas based on Recent taxa can probably represent a statistically accurate picture of the recent past. Reconstruction of faunal histories can be substantially improved, however, by consultation of the fossil record of the Pliocene and Pleistocene. Rates of faunal turnover, expressed as the average of estimates of origination rates (based on first appearances in the fossil record) and extinction rates (last appearances) of S American genera per million years, increased from the Miocene to the late Pleistocene. The statistics of faunal dynamics are as yet insufficiently precise to detect the occurrence of the Great American Interchange in birds, although individual examples (Milvago, Teratornithidae Titanis) suggest that it took place. -from Author",12,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,13
true,https://api.elsevier.com/content/abstract/scopus_id/0021570111,SCOPUS_ID:0021570111,2-s2.0-0021570111,On the measurement of natural and sexual selection: theory.,Arnold S.J.,Evolution,00143820,38,4,709-719,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00344.x,Elucidates the relationship between various measures of selection and their relationships to predictive equations for evolutionary change. The opportunity for selection (variance in relative fitness) places an upper bound on the amount that the mean of any character can be shifted by directional selection. Several solutions to the problem of analyzing multiple selection episodes (eg sexual versus natural selection) are offered. The total effect of directional selection can be partitioned into parts corresponding to particular selection episodes or fitness components. The opportunity for selection cannot be so readily partitioned because of covariances between fitness components. A rather complex partitioning may nevertheless be useful in particular applications.-from Authors,813,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,14
true,https://api.elsevier.com/content/abstract/scopus_id/0021570106,SCOPUS_ID:0021570106,2-s2.0-0021570106,The genus: a macroevolutionary problem.,Lemen C.A.,Evolution,00143820,38,6,1219-1237,1984-01-01,1984,10.1111/j.1558-5646.1984.tb05645.x,"Analysis of morphological data collected from microchiropterans indicates that genera are shape-conservative groups that often vary greatly in overall size. The patterns found in real data are compared to different models of evolution. The unimodal model and the saltational model cannot produce patterns consistent with real data, but the decoupled/adaptive zone model can. Based on these findings, it is concluded that size and shape do not diversify in the same manner. These 2 processes should be considered as fundamentally different evolutionary events. It is the interaction of the evolution of size and shape that produces the shape-conservative groups that can vary greatly in size. The evidence for shape groups within families does not mean that the genus can now be precisely quantified as a certain amount of shape defined by intraspecific variation. Rather, the constraints on shape may vary from strong to weak, producing different levels of variation in shape that make the actual formation of genera difficult. Analysis predicts certain properties of the genus. 1) Decoupled (or adaptive zone) groups will exist that differ internally in size along an allometric growth curve; these groups may have been identified as genera by systematists. These groups will be shape conservative, but they will not always be monophyletic. 2) There do not have to be gaps between decoupled groups because gaps are a function of the magnitude of the decoupled jumps (or the nature of the adaptive zones). The rates of coupled and decoupled events will determine the number of species in each genus and the shape diversity of the family.-from Authors",27,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,all,All Open Access,15
true,https://api.elsevier.com/content/abstract/scopus_id/0021569776,SCOPUS_ID:0021569776,2-s2.0-0021569776,Can uniform selection retard random genetic divergence between isolated conspecific populations?,Cohan F.M.,Evolution,00143820,38,3,495-504,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00315.x,"Uniform selection is generally supposed to cause convergence between populations while drift has the effect of causing divergence, but selection toward the same phenotype in identical, finite populations can result in greater eventual genetic divergence than pure drift. The question of whether uniform selection with drift results in more or less variation in final genotype composition than does pure drift is a quantitative problem that depends on the relationship between the model of selection, the intensity of selection, population size and the frequencies of alleles at the beginning of the selective process. A model is presented in which 2 populations begin at the same frequency at a diallelic locus and are subjected to directional selection. A model of the expected divergence under multilocus selection and drift was also presented. Results, using Drosophila melanogaster, suggest that weak uniform selection acting on small isolated populations would be likely to increase the rate of genetic divergence between populations.-from Author",72,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,16
true,https://api.elsevier.com/content/abstract/scopus_id/0021569478,SCOPUS_ID:0021569478,2-s2.0-0021569478,Quantitative genetic analysis of temperature regulation in Mus musculus. III. Diallel analysis of correlations between traits.,Sulzbach D.S.,Evolution,00143820,38,3,541-552,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00319.x,"Animals representing a complete diallel cross among 4 inbred strains of Mus musculus were measured for 9 traits which potentially contribute to thermoregulation. Correlation matrices were estimated on males and females separately for general combining abilities, specific combining abilities, maternal effects, and residual error. There were a few differences between correlations in males and females which reflected differing amounts of additive or dominance effects on the individual traits, and the fact that females had more significant general combining ability, body weights were negatively correlated with physiological traits and positively correlated with each other. Nesting was correlated with body temperature and oxygen consumption, and negatively associated with weight gain and food consumption. Correlations of additive genetic effects are important factors in evolutionary adaptation, even in pairs of traits which have been important to fitness. Correlations of dominance deviations may further elucidate the extent of genetic coupling of fitness-related traits.-from Authors",7,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,17
true,https://api.elsevier.com/content/abstract/scopus_id/0021569028,SCOPUS_ID:0021569028,2-s2.0-0021569028,Heritability estimates for age and length at maturity in two populations of mosquitofish that shared ancestors in 1905.,Stearns S.C.,Evolution,00143820,38,2,368-375,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00295.x,"Parent-offspring regressions and the full-sib/half-sib cross gave concordant results. Heritability of length-at-maturity was .79 + or - .65 in Gambusia affinis from Reservoir 33, which undergoes dramatic fluctuations in water level. Heritabilities of age-at-maturity were low and not significant in either population, and the heritability of length-at-maturity was low and not significant in fish from Twin Reservoir, a reservoir that has maintained stable water levels for 70 yr.-from Author",23,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,18
true,https://api.elsevier.com/content/abstract/scopus_id/0021569022,SCOPUS_ID:0021569022,2-s2.0-0021569022,The limits to life history evolution in Daphnia.,Lynch M.,Evolution,00143820,38,3,465-482,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00312.x,"The components of phenotypic variance and covariance for fitness traits were periodically determined for an intermittent population of Daphnia pulex and applied to phenotypic selection models to determine the limits to the response to selection. Levels of expressed genetic variance were extremely high early in the year as a consequence of the release of hidden genetic variance via sex in the previous year. However, <25 generations of continuous clonal selection were required to depress the expressed genetic variance to levels expected under obligate parthogenesis. A minimum of 10-20% selective mortality per generation is required to account for this erosion in genetic variance. Since D. pulex populations generally consist of several closely related clonal groups that are distinct with respect to both phenotypic means and genetic covariance structure, selection between groups supplements clonal selection within groups as a mechanism for phenotypic evolution. Of particular interest in the study population is the co-existencec of an obligately unisexual race with 2 cylindrically parthogenetic clonal groups. Rates of phenotypic evolution in excess of approx 25% of the mean phenotype/generation are unlikely to occur in most cladoceran populations, especially those that have forgone sex for more than a few generations, without a substantial reduction in population size.-from Author",71,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,19
true,https://api.elsevier.com/content/abstract/scopus_id/0021566877,SCOPUS_ID:0021566877,2-s2.0-0021566877,Estimating F-statistics for the analysis of population structure.,Weir B.S.,Evolution,00143820,38,6,1358-1370,1984-01-01,1984,10.1111/j.1558-5646.1984.tb05657.x,"Formulae are given for estimators for the parameters F, theta , f (FIT, FST, FIS) of population structure. Unlike the estimators in general use, the formulae do not make assumptions concerning numbers of populations, sample sizes, or heterozygote frequencies. As such, they are suited to small data sets and will aid the comparisons of results of different investigators. A simple weighting procedure is suggested for combining information over alleles and loci. Sample variances may be estimated by a jackknife procedure.-from Authors",14281,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,20
true,https://api.elsevier.com/content/abstract/scopus_id/0021565640,SCOPUS_ID:0021565640,2-s2.0-0021565640,The quantitative genetics of polyphagy in an insect herbivore. II. Genetic correlations in larval performance within and among host plants.,Via S.,Evolution,00143820,38,4,896-905,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00360.x,"Genetic correlations within and among 2 environments (host plant species) are presented for pupal weight and development time in a polyphagous herbivore, Liriomyzia sativae (Diptera: Agromyzidae), known to experience genotype-environment interaction in development time on these 2 hosts. While pupal weight is significantly genetically correlated across hosts, development time is not. Pupal weight and development time are significantly positively correlated only for larvae reared on one of the hosts. This suggests that genetic covariance matrices may be more variable across environments than previously recognized.-from Author",288,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,21
true,https://api.elsevier.com/content/abstract/scopus_id/0021565593,SCOPUS_ID:0021565593,2-s2.0-0021565593,Pattern beneath the chaos: the effect of recruitment on genetic patchiness in an intertidal limpet.,Johnson M.S.,Evolution,00143820,38,6,1371-1383,1984-01-01,1984,10.1111/j.1558-5646.1984.tb05658.x,"A study of enzyme polymorphisms in Siphonaria jeanae reveals fine-scale genetic heterogeneity for 4 loci at Rottnest Island, Western Australia. The inconsistency of this heterogeneity in time and space led to the proposal that it resulted from locally unique histories of recruitment. The abundance, spatial distribution and genetic composition of new recruits were monitored over 2 seasons of recruitment at 10 sites. Both the distribution and allelic frequencies of recruits varied over time. This temporal variation produced fine-scale genetic patchiness as a result of recruitment over the 2 yr. This process accounted for both the amount of spatial heterogeneity and the ephemeral nature of the genetic patchiness. Selective mortality, either in the plankton or soon after settlement, appears to be the major determinant of allelic frequencies in recruits. -from Authors",258,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,22
true,https://api.elsevier.com/content/abstract/scopus_id/0021565260,SCOPUS_ID:0021565260,2-s2.0-0021565260,Primary and secondary transition zones in speciation and population differentiation: a phylogenetic analysis of range expansion.,Thorpe R.S.,Evolution,00143820,38,2,233-243,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00281.x,"One can analyze the range expansion of a species by phylogenetic interpretation of a numerical cladogram depicting population affinities. Complementary use of techniques from the opposing schools of 'cladistics' and 'phenetics' then enables one to detect transition zones and directly deduce a primary or secondary origin. These techniques are illustrated by analysis of geographic variation in the grass snake Natrix natrix, in which both primary and secondary contact zones are revealed.-from Author",51,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,23
true,https://api.elsevier.com/content/abstract/scopus_id/0021565256,SCOPUS_ID:0021565256,2-s2.0-0021565256,Still another attempt to achieve assortative mating by disruptive selection in Drosophila.,Spiess E.B.,Evolution,00143820,38,3,505-515,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00316.x,Disruptive selection for sternopleural bristle number in Drosophila melanogaster has been shown to produce 2 sexually isolated populations from a single population. The disruptive selection technique adopted here differs from that of previous investigators in that the focus of selection is shifted from the progeny of mated pairs to the mated pairs themselves.-from Authors,6,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,24
true,https://api.elsevier.com/content/abstract/scopus_id/0021564422,SCOPUS_ID:0021564422,2-s2.0-0021564422,The evolution of self-pollination in granite outcrop species of Arenaria ( Caryophyllaceae). I. Morphological correlates.,Wyatt R.,Evolution,00143820,38,4,804-816,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00353.x,"Two very closely related species of Arenaria are endemic to granite outcrops in the SE USA: the widespread, outcrossing A. uniflora and the rare, selfing A. alabamensis. A survey of 9 populations showed a wide range of variation in degree of protandry, which correlated closely with levels of spontaneous fruit-set in the absence of insect pollinators. Highly distinctive differences among populations for 11 floral characters were maintained under uniform growing conditions in a greenhouse. The characters also varied little between years. Strongly protandrous populations had larger petals, stamens, and styles than homogamous ones, a trend consistent with selfers often showing reduction or loss of features associated with the attraction of pollinators. Analysis of 7 vegetative characters, however, showed clinal geographical patterns, unrelated to variation in the breeding system. Self-pollinating morphs may have evolved independently at least twice at the margins of the range of A. uniflora. -from Author",73,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,25
true,https://api.elsevier.com/content/abstract/scopus_id/0021564256,SCOPUS_ID:0021564256,2-s2.0-0021564256,Evolution in a seasonal environment: simplicity lost?,Hastings A.,Evolution,00143820,38,2,350-358,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00293.x,"Evolution of parameters in population growth models in seasonal (or periodic) environments is studied. An attempt is made to determine the appropriate measure of fitness in a periodic environment, leading to a contrast between environments with seasonally varying carrying capacity and those with seasonally varying density independent death superimposed. In the former case, no simple average of population size is maximized, but in the second case, average population size may be maximized.-from Author",4,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,26
true,https://api.elsevier.com/content/abstract/scopus_id/0021564219,SCOPUS_ID:0021564219,2-s2.0-0021564219,Tradeoffs in performance on different hosts: evidence from within- and between-site variation in the beetle Deloyala guttata.,Rausher M.D.,Evolution,00143820,38,3,582-595,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00324.x,Models of host race formation and sympatric speciation in phytophagous insects assume that genotypes that have high viability and/or fecundity on one host species have low viability and/or fecundity on others. This report describes experiments designed to determine whether such negative genetic correlations in performance on different hosts exist in the tortoise beetle. No evidence for such negative correlations was found within the populations examined. Between-population variation in fecundity is suggestive of but does not conclusively demonstrate the existence of such trade-offs.-from Author,133,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,27
true,https://api.elsevier.com/content/abstract/scopus_id/0021561158,SCOPUS_ID:0021561158,2-s2.0-0021561158,The evolution of habitat preference in subdivided populations.,Rausher M.D.,Evolution,00143820,38,3,596-608,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00325.x,"When density-dependent population regulation occurs independently in different habitats within a mosaic environment, a form of frequency-dependent selection can maintain genetic variation at a single locus affecting habitat preference. The conditions under which variation is maintained are not unduly restrictive. Fretwell's suggestion that selection modifies habitat preference in such a way as to equalize viabilities in different habitats is true if habitat preferences does not affect fecundity. When fecundity is affected, a generalization of Fretwell's suggestion to equalization of parental investment is valid under certain realistic assumptions about how variation in preference affects fecundity. The relevance of the analysis to the process of host race formation and sympatric speciation in phytophagous insects is discussed.-Author",90,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,28
true,https://api.elsevier.com/content/abstract/scopus_id/0021561135,SCOPUS_ID:0021561135,2-s2.0-0021561135,Quantitative genetic analysis of temperature regulation in Mus musculus. II. Diallel analysis of individual traits.,Lynch C.B.,Evolution,00143820,38,3,527-540,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00318.x,"Animals representing a complete diallel cross among 4 inbred strains of Mus musculus were measured for 9 traits which potentially contribute to thermoregulation. In general, morphological (body weight) and behavioral (nest size) measures exhibited substantially more additive genetic influences than did physiological (metabolic rate, body temperature, brown adipose tissue weight) measures. Some degree of dominance was evidenced by most traits, usually in the direction of increasing values. Results sometimes differed between the sexes, with males being more subject than females to genotype-environment interactions.-from Authors",24,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,29
true,https://api.elsevier.com/content/abstract/scopus_id/0021560324,SCOPUS_ID:0021560324,2-s2.0-0021560324,On the evolutionary reversal of competitive dominance.,Pease C.M.,Evolution,00143820,38,5,1099-1115,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00379.x,"Three models for the reversal of dominance are discussed. The genetic variances and covariances of the competition coefficients are the important parameters in these coevolutionary models. The 1st model exhibits neutral oscillations and is used as a foundation for the remaining 2 models. The 2nd and 3rd models relax 2 assumptions used in the derivation of the neutral model. The asymptotic behavior of the 3rd model may be divided into four region: 1) species A wins; 2) species B wins; 3) neutral oscillations; and 4) outcome dependent on initial conditions. Under this characterization, the coevolutionary model is isomorphic to the Lotka-Volterra competition theory. Both models permit 4 qualitatively different competitive outcomes.-from Author",15,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,30
true,https://api.elsevier.com/content/abstract/scopus_id/0021557966,SCOPUS_ID:0021557966,2-s2.0-0021557966,Dispersal rates of species of the Drosophila obscura group: implications for population structure.,Taylor C.E.,Evolution,00143820,38,6,1397-1401,1984-01-01,1984,10.1111/j.1558-5646.1984.tb05660.x,"Results of a study of dispersal by Drosophila subobscura on the Adriatic island of Mljet are presented. All obscura group species so far studied have similar dispersal rates. If data from the previous studies are standardized to a trap line length of 200m, the mean squared distance traveled in one day is 1-2 X 104m2, and the average radial distance in one day is approx 100m. If extrapolated to longer trap lines, the average radial displacement per day is approx 310m/day for all species considered. -from Authors",16,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,all,All Open Access,31
true,https://api.elsevier.com/content/abstract/scopus_id/0021556890,SCOPUS_ID:0021556890,2-s2.0-0021556890,Mutational load in clonal plants: a study of two fern species.,Klelowski E.J.,Evolution,00143820,38,2,417-426,1984-01-01,1984,10.1111/j.1558-5646.1984.tb00300.x,Leptosporangiate ferns have apical meristems based upon tetrahedral apical cells. Computer simulation studies predict that such apical meristems are more likely to accumulate somatic mutations than the more stochastic apical meristems found in seed plants. Clones of the ferns Onoclea sensibilis and Matteuccia struthiopteris were studied for genetic mosaicism for lethal and deleterious mutations expressed in the gametophyte generation. Clones which were genetic chimeras were common in both species. The frequency of such clones was used to calculate the forward mutation rate for gametophytic mutations on a per ramet basis. This mutation rate almost exactly predicted the level of genetic load for sporophytic lethals in O. sensibilis. -from Author,31,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,32
