@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0027843889,SCOPUS_ID:0027843889,2-s2.0-0027843889,Experimental tests of the advantages and disadvantages of high density for two coexisting cockles in a Southern Ocean lagoon,Peterson C.,Journal of Animal Ecology,00218790,62,4,614-633,1993-01-01,1993,10.2307/5383,"The authors manipulated local densities of two species of Katelysia in a Western Australia lagoon, characterized by exceptionally high bivalve abundances (averaging 157 m-2). Competition appeared weakly and sporadically, evident in only one of five intervals, when survivorship was 20-30% lower, production of undamaged empty shells 3-5 times higher, and average growth of survivors 50% lower for both Katelysia scalarina and Katelysia rhytiphora in the highest density treatment (320 m-2) than in the others (20-160 m-2). During both winter-spring intervals survivorship was also 25% lower at the lowest density for both species. The type of mortality was one that resulted in disappearance of the empty shell. Demonstration of the importance of a structural barrier created by crowding of shells implies that the agent of mortality at low density is a predator. In a caging experiment, the predatory seastar Coscinasterias calamaria replicated the pattern of enhanced predation rate on Katelysia at low density. A demersal fish is an alternative predator candidate. Recruitment of K. scalarina was greater around higher densities of adult bivalves in one of two tests. Survivorship of recruits did not vary with adult density, suggesting that the recruitment pattern may have resulted from gregarious larval settlement around adults rather than from differences in early post-settlement survivorship. Evolution and expression of gregarious settlement may be a reasonable expectation, given the sporadic and small penalties of competition, and the large and repeated benefits of mutual defences at high density. -from Authors",53,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,11
true,https://api.elsevier.com/content/abstract/scopus_id/0027837377,SCOPUS_ID:0027837377,2-s2.0-0027837377,Variation in the numbers of shags Phalacrocorax aristotelis and common seals Phoca vitulina near the mouth of an Atlantic salmon Salmo salar river at the time of the smolt run,Greenstreet S.,Journal of Animal Ecology,00218790,62,3,565-576,1993-01-01,1993,10.2307/5205,"The numbers of shags and common seals counted in the vicinity of the Lussa river mouth were strongly correlated with the numbers of migrating smolts. However, sub-aqua surveys indicated that the smolt run coincided with a plankton bloom and an increase in the numbers of several marine fish and invertebrate species in the area. It is suggested that shags and seals were not responding to the smolt run. Smolts migrated down the Lussa to arrive at the sea at the time of a local burst of marine production which also attracted other fish into the area which in turn attracted the predators. -from Authors",24,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,12
true,https://api.elsevier.com/content/abstract/scopus_id/0027836074,SCOPUS_ID:0027836074,2-s2.0-0027836074,Sexual dimorphism and niche divergence: feeding habits of the Arafura filesnake,Houston D.,Journal of Animal Ecology,00218790,62,4,737-748,1993-01-01,1993,10.2307/5393,"Sex-based differences in diets may reflect sex differences in body size or in the times and places that feeding occurs, rather than sex-specific prey-selection behaviour. These hypotheses were examined looking at the types and sizes of fishes consumed by Acrochordus arafurae in the wet-dry tropics of northern Australia. These aquatic snakes show extreme sexual dimorphism in body length, body shape, relative head size, head shape, foraging habitat and diet. The composition of the diet varied seasonally and with the size as well as the gender of the snakes. Both sexes ate more frequently during the wet season, apparently because of higher prey availability at this time. Both sexes showed significant selectivity of prey species, but females generally consumed only a single large prey item at a time, whereas the stomachs of males typically contained many small prey items. Males were relatively unselective foragers, with little evidence of ontogenetic shifts in prey size or prey type. Large females ate larger prey items, and showed an ontogenetic shift from a generalized (male-like) diet to ""sleepy cod' (eleotrids) and finally to plotosid catfish. When comparison was restricted to snakes of the same head length, males and females differed significantly in dietary composition and in prey sizes, but not in feeding frequencies or the relative numbers of snakes containing single versus multiple prey items. -from Authors",115,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,13
true,https://api.elsevier.com/content/abstract/scopus_id/0027811366,SCOPUS_ID:0027811366,2-s2.0-0027811366,Non-metabolic explanations for the relationship between body size and animal abundance,Blackburn T.,Journal of Animal Ecology,00218790,62,4,694-702,1993-01-01,1993,10.2307/5389,"Metabolic constraints are the usual explanation for the relationship between body size and species abundance in natural assemblages of animals. In some assemblages, abundance scales with body weight to the -0.75 power. Metabolic rate scales as weight raised to the (plus) power, therefore, on average equal amounts of energy are available to each species in a community. This equality has been taken as evidence that a species' abundance is limited by its energetic requirements. But most species in samples of complete assemblages cannot be energy limited (although the most abundant species, at the ""upper bound' may be). And arguments also ignore the frequency distributions of species; body size and species; abundance which underlie abundance versus size plots. The authors test the hypothesis that concatenating the underlying frequency distributions of species' body size and species' abundance can directly account for observed patterns in plots of size versus abundance in assemblages of animals, comparing the negative slope of the upper boundary of plots of size against abundance from real assemblages, with the same slopes derived from models with no energy constraints. Models give estimates for the upper bound slopes that are very similar to slopes calculated from real assemblages. Patterns of abundance versus body size in natural assemblages thus may not be constrainted by species' energy requirements, and do not require explanations independent of those for the constituent frequency distributions of size and abundance. -from Authors",49,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,14
true,https://api.elsevier.com/content/abstract/scopus_id/0027811305,SCOPUS_ID:0027811305,2-s2.0-0027811305,A life history trade-off in Drosophila species and community structure in variable environments,Sevenster J.,Journal of Animal Ecology,00218790,62,4,720-736,1993-01-01,1993,10.2307/5392,"In Drosophila, a short developmental period increases larval competitive ability. Species with a long adult life, however, may have a better chance to reach new breeding sites in time and space. A model incorporating this trade-off has shown that fast larval developers (""fast species') are dominant when breeding opportunities are frequent, and that good adult survivors (""slow species') are dominant when breeding opportunities are scarce. A fast and a slow species may coexist in intermediate environments. The trade-off between larval developmental rate and adult survival is established in a guild of frugivorous Drosophila species from Panama. The interval between provisioning with larval food in population cages influences the outcome of competition between a fast and a slow species roughly as predicted by the model. In the field, slow species are more abundant among adults than among recruits, as expected from differential survival of adults and from differential competitive ability of larvae. The guild composition in the field shifts towards fast species when fruits are abundant, and towards slow species when fruits are scarce. Specialized species, which perceive a lower abundance of breeding sites than generalists, are slower species than are the generalists. -from Authors",73,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,15
true,https://api.elsevier.com/content/abstract/scopus_id/0027805380,SCOPUS_ID:0027805380,2-s2.0-0027805380,The assembly of ecological communities: a minimalist approach,Hang-Kwang Luh ,Journal of Animal Ecology,00218790,62,4,749-765,1993-01-01,1993,10.2307/5394,"Communities develop through community assembly, in which species invade, persist, or become extinct. Community assembly is a sequence of different community states. Each state is a unique combination of species' presence or absence. The community transition graph is the directed graph of the transitions between states. The authors investigated the statistical distribution of different community transition graphs that contain varying numbers of species. Does the species composition of a community persist? Or does it cycle, and, if so, through a few recognizable states or through a complex sequence that might appear superificially random? In random transition graphs, the directions of the transitions are specified entirely at random. In a second recipe. all cycles are excluded by assigning each state a random ""height'. The community transition graph moves from a ""lower' state to one of its ""higher' neighbours. This produces landscape transition graphs. A third recipe adds one ecological constraint to the random assembly models. The simple, ecologically implausible cycles are removed to produce minimal transition graphs. Random transition graphs most commonly have one persistent state. Landscape transition graphs commonly have many more persistent states and the number increases rapidly with the number of species in the system. Persistent cycles are rare in the random graphs and are impossible in the landscape graphs. Random graphs may best describe community restoration. If so, restoration might eventually reach its desired persistent community but only after a long period of intermediate cycling. In contrast, if landscape or minimal graphs best decribe restoration, then it would quickly reach a persistent community. Unfortunately, this persistent community may not be the desired community. -from Authors",69,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,16
true,https://api.elsevier.com/content/abstract/scopus_id/0027802943,SCOPUS_ID:0027802943,2-s2.0-0027802943,Population dynamics of the mussel Mytilus edulis along environmental gradients: spatial variations in density-dependent mortalities,McGrorty S.,Journal of Animal Ecology,00218790,62,3,415-427,1993-01-01,1993,10.2307/5191,"From September 1976 to September 1983, the authors examined spat mussels from 12 individual mussel beds in the Exe estuary. The 12 beds varied considerably in their distance up-river from the estuary mouth, muddiness of their substrata and level on the shore. Mortality during recruitment, either in the water column or on the bed at or following settlement, was the key factor on all beds, though its timing varied. -from Authors",24,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,17
true,https://api.elsevier.com/content/abstract/scopus_id/0027800394,SCOPUS_ID:0027800394,2-s2.0-0027800394,"Survival in relation to body size and growth rate in the adder, Vipera berus",Forsman A.,Journal of Animal Ecology,00218790,62,4,647-655,1993-01-01,1993,10.2307/5385,"The proportion of individuals recaptured differed significantly among years in females but not in males. More males than females were recaptured, but the relationship between body size and survivorship did not differ between sexes. In 1987 survivorship decreased significantly with increasing snout-vent length. The pattern was significantly reversed the following year when survivorship increased with increasing size. In 1990 individuals intermediate in size survived better than small or large individuals. No significant relationship between survivorship and size was detected in 1986 and 1989. The explanation of this variability is suggested to be that food availability fluctuated over time. There was no significant relationship between relative growth rate (a size-independent measure of growth rate relative to other individuals in the population) and subsequent survival. Thus, in temporally heterogenous environments, as studied in Sweden, allocating resources to growth will influence future reproductive success differently in different years, and this may select for plasticity in life-history traits. -from Author",51,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,18
true,https://api.elsevier.com/content/abstract/scopus_id/0027532721,SCOPUS_ID:0027532721,2-s2.0-0027532721,Sex-related differences in diet and feeding method in the oystercatcher Haematopus ostralegus,Dit Durell S.E.A.L.V.,Journal of Animal Ecology,00218790,62,1,205-215,1993-01-01,1993,10.2307/5495,"Oystercatchers on the Exe Estuary with pointed bill tips were mudflat feeders, birds with chisel shaped bill tips were mussel stabbers and birds with blunt bill tips were mussel hammerers. Whilst in birds with chisel-shaped bill tips the sex ration was 50:50, >70% of birds with pointed bill tips were females and nearly 90% of birds with blunt bill tips were males. Differencese between the sexes in diet and feeding method can be explained to a large extent by differences in overall bill measurements, in particular, the ratio of bill depth to bill length. Only those birds that had relatively thin bills were worm feeders and only those birds with relatively thick bills were mussel hammerers. -from Authors",71,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,19
true,https://api.elsevier.com/content/abstract/scopus_id/0027528001,SCOPUS_ID:0027528001,2-s2.0-0027528001,Coexistence in helminths of the bank vole Clethrionomys glareolus. II. Intestinal distribution and interspecific interactions,Haukisalmi V.,Journal of Animal Ecology,00218790,62,2,230-238,1993-01-01,1993,10.2307/5354,"Material was obtained from Pallasjarvi in W Lapland and Lammi in S Finland. The intestinal distribution of the common species Heligmosomum mixtum (Nematoda) was affected by the rare species Capillaria sp. (Nematoda) and Paranolocephala gracilis (Cestoda). The common species showed inconsistent negative interactions with other common species. Interactions between the intestinal helminths of the bank vole are most likely to occur between species with large intestinal overlap, but not necessarily feeding overlap. Competitive ability is favoured in the rare species, which occur frequently with the common species. The rare species' strict microhabitat specificity could be connected with competitive ability. Coexistence of helminths is promoted by the niche segregation among the common species, by the trade-offs between competitive and colonization ability, and by the independently aggregated distributions of helminths within the host population. -from Authors",34,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,20
true,https://api.elsevier.com/content/abstract/scopus_id/0027525727,SCOPUS_ID:0027525727,2-s2.0-0027525727,"Does food availability affect growth and survival of males and females differently in a promiscuous small mammal, Tamiasciurus hudsonicus?",Boutin S.,Journal of Animal Ecology,00218790,62,2,364-370,1993-01-01,1993,10.2307/5367,"In dimorphic mammals, males grow faster than females, but often suffer higher mortality during periods of resource shortage. The authors nevertheless conclude that changing resource levels do not affect growth and survival of male and female red squirrels differently -from Authors",52,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,21
true,https://api.elsevier.com/content/abstract/scopus_id/0027525720,SCOPUS_ID:0027525720,2-s2.0-0027525720,Spatial heterogeneity and the population dynamics of a host- parasitoid system,Jones T.,Journal of Animal Ecology,00218790,62,2,251-262,1993-01-01,1993,10.2307/5356,"The cabbage root fly Delia radicum at Silwood Park is attacked by both generalist and specialist natural enemies. This paper uses spatial and temporal census data to examine the relative contributions of these natural enemies to the population dynamics of D. radicum. Three particular cases of the model are analysed: 1) only the generalist, Aleochara bilineata, is present; 2) only the specialist, Trybliographa rapae, is present; and 3) both species of natural enemy are present. T. rapae can promote stability by virtue of its spatial response to host density, but only within a very narrow range of values of the host's rate of increase. A. bilineata acts as a simple, between-generation density-dependent factor and thus, in a straightforward way, tends to regulate the host population. When the two enemies act together a further property appears, provided that the survivorship of T. rapae is sufficiently high; the interplay of the two natural enemies can now lead to alternative, three-species stable states. -from Authors",29,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,22
true,https://api.elsevier.com/content/abstract/scopus_id/0027524324,SCOPUS_ID:0027524324,2-s2.0-0027524324,Phenotypic variation in the arrival time of breeding salamanders: individual repeatability and environmental influences,Semlitsch R.,Journal of Animal Ecology,00218790,62,2,334-340,1993-01-01,1993,10.2307/5364,"Presents data on variation in the date of arrival of individually marked males and females, and date of pond-filling over 12 yr at a breeding site. Date of arrival differed significantly among individual males and females. Repeatability for date of return of individual males was (r = 0.0665), but significantly higher for females (r = 0.1662). Snout-vent length had no effect on the date of return for females, but small males returned earlier than large males. Variation in arrival time for both sexes may be determined primarily by environmental variation, but variation among females may have a greater potential genetic component. Differing selective pressures between the sexes may contribute to maintainance of differential amounts of genetic variation. -from Authors",42,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,23
true,https://api.elsevier.com/content/abstract/scopus_id/0027524322,SCOPUS_ID:0027524322,2-s2.0-0027524322,"Habitat selection and the life history of a desert spider, Stegodyphus lineatus (Eresidae)",Ward D.,Journal of Animal Ecology,00218790,62,2,353-363,1993-01-01,1993,10.2307/5366,"The Negev Desert web-building spider Stegodyphus lineatus built webs preferentially in shrubs with dense branch architecture and chose the parts of shrubs with greater potential availability of prey. Spiders in the habitat with greater prey availability and more abundant annual vegetation grew larger and reproduced earlier. Food-supplemented spiders reproduced earlier and had more young than control spiders in either habitat, providing evidence for the pivotal role of food supply in this spider's life history. Dispersal of spiders was more frequent in the habitat with greater availability of prey. This movement pattern may be a response to local changes in the distribution of flying insects. -from Authors",86,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,24
true,https://api.elsevier.com/content/abstract/scopus_id/0027511099,SCOPUS_ID:0027511099,2-s2.0-0027511099,Do birch trees (Betula pendula) grow better if foraged by wood ants?,Mahdi T.,Journal of Animal Ecology,00218790,62,1,101-116,1993-01-01,1993,10.2307/5486,"Populations of insect herbivores in three main guilds were studied on experimental saplings and natural birch trees which were either foraged or not foraged by Formica rufa on the Gait Barrows NNR, N Lancashire. Of the seven aphid species feeding on birch, two had mutualistic relationships with the ants and were increased in numbers by them. The remaining five species were decreased in numbers. The net effect of the ants on all aphids was to decrease them at the beginning of the season but to increase them in summer and autumn. Other sap-feeding insects and the leaf-chewing guild were all decreased in numbers in the presence of ants. Except at the beginning of the season, leaf mining insects were not significantly affected by the ants. Percentage leaf area removed by the chewing insects (or affected by the leaf-miners) was six times higher on ant-free than on foraged trees. From July onwards unforaged trees had significantly fewer leaves per shoot than had foraged trees. Foraged saplings showed significantly fewer leaves per shoot than had foraged trees. Foraged saplings showed significantly greater elongation of shoots than unforaged saplings. Whilst the composition of the insect herbivore community on birch is markedly changed by F. rufa predation, the effect of this on tree growth appears to be slight. -from Authors",41,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,25
true,https://api.elsevier.com/content/abstract/scopus_id/0027510773,SCOPUS_ID:0027510773,2-s2.0-0027510773,A probabilistic model for the functional response of a parasitoid at the behavioural time-scale,Casas J.,Journal of Animal Ecology,00218790,62,1,194-204,1993-01-01,1993,10.2307/5494,"Constructs a probabilistic model of the functional response of a parasitoid at the behavioural time-scale. The organism used is Sympiesis sericeicornis (Hymenoptera: Eulophidae) a polyphagous ectoparasitoid attacking apple leafminer Phyllonorycter cydoniella (Lepidoptera: Gracillariidae). The authors use observations of the behaviour and location of the parasitoid on a leaf to define four behavioural states: searching, hunting on a mine with an unparasitized host, ovipositing, and leaving the leaf. They describe the sequence of behavioural states visited by an embedded Markov chain. The key element of the model is the process of leaving the leaf: this can occur only from the searching state, and happens either by necessity, because either available hosts or useable eggs are exhausted, or by choice. The probability of leaving by choice is a monotone increasing function of the number of hosts parasitized. -from Authors",26,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,26
