@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/31344459252,SCOPUS_ID:31344459252,2-s2.0-31344459252,Resistance to bark beetle attack in Caribbean pine: Potential role of 4-allylanisole,Snyder M.,Biotropica,00063606,37,4,702-705,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00090.x,"In the Neotropics, Caribbean pine is subject to epidemic attack by southern pine beetle. We found significantly higher levels (>2.5%) of 4-allylanisole in the monoterpenoid fraction of the oleoresin of trees in stands with high beetle-induced mortality, and a negative association between magnitude of attack and levels of 4-allylanisole in individual trees. Results also suggest that individual trees with low 4-allylanisole levels may escape attack if they occur in stands characterized by high levels of this compound.",6,Journal,ar,Article,100,2,2,Belize | Dendroctonus frontalis | Mountain Pine Ridge | Pinus caribaea var. hondurensis,13817,undefined,0,FALSE,11,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344456934,SCOPUS_ID:31344456934,2-s2.0-31344456934,Phyllostomid bat community structure and abundance in two contrasting tropical dry forests,Stoner K.E.,Biotropica,00063606,37,4,591-599,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00076.x,"Although tropical wet forests are generally more diverse than dry forests for many faunal groups, few studies have compared bat diversity among dry forests. I compared ground level phyllostomid bat community structure between two tropical dry forests with different precipitation regimes. Parque National Palo Verde in northwestern Costa Rica represents one of the wettest tropical dry forests (rainfall 1.5 m/yr), whereas the Chamela-Cuixmala Biosphere Reserve on the Pacific coast of central Mexico represents one of the driest (750 mm/yr). Mist net sampling was conducted at the two study sites to compare changes in ground level phyllostomid bat community structure between regions and seasons. PaIo Verde was more diverse than Chamela and phyllostomid species showed low similarity between sites (Classic Jaccard = 0.263). The distinct phyllostomid communities observed at these two dry forest sites demonstrates that variants of tropical dry forest can be sufficiently different in structure and composition to affect phyllostomid communities. At both dry forest sites, abundance of the two most common foraging guilds (frugivores and nectarivores) differed between seasons, with greatest numbers of individuals captured coinciding with highest chiropterophilic resource abundance.",32,Journal,ar,Article,100,1,1,Bat community structure | Chamela-Cuixmala Biosphere Reserve | Costa Rica | México | Palo Verde | Phyllostomidae | Tropical dry forest,13817,undefined,0,FALSE,12,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344456161,SCOPUS_ID:31344456161,2-s2.0-31344456161,Research priorities for neotropical dry forests,Sánchez-Azofeifa G.A.,Biotropica,00063606,37,4,477-485,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00066.x,"Our understanding of the human and biophysical dimensions of tropical dry forest change and its cumulative effects is still in the early stages of academic discovery. The papers in this special section on Neotropical dry forests cover a wide range of sites and problems ranging from the use of multispectral and hyperspectral remote sensing platforms to the impact of hurricanes on tropical dry forest regeneration. Here, we present to the scientific community the results of a workshop on which research priorities for tropical dry forests were discussed. This discussion focuses on the need to develop linkages between remote sensing, ecological, and social science research. The incorporation of social sciences into ecological research could contribute dramatically to our understandings of tropical dry forests by providing important contextual information to ecologists, and by helping to develop an important science-policy-public nexus on which environmental management can succeed.",256,Journal,ar,Article,100,13,13,Ecological succession | Remote sensing | Social science | Sustainable forest management | TROPI-DRY | Tropical dry forest ecology | Tropical dry forests,13817,undefined,0,FALSE,13,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344455636,SCOPUS_ID:31344455636,2-s2.0-31344455636,Aboveground biomass accumulation in a tropical wet forest in Nicaragua following a catastrophic hurricane disturbance,Mascaro J.,Biotropica,00063606,37,4,600-608,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00077.x,"Among their effects on forest structure and carbon dynamics, hurricanes frequently create large-scale canopy gaps that promote secondary growth. To measure the accumulation of aboveground biomass (AGBM) in a hurricane damaged forest, we established permanent plots 4 mo after the landfall of Hurricane Joan on the Atlantic coast of Nicaragua in October 1988. We quantified AGBM accumulation in these plots by correlating diameter measurements to AGBM values using a published allometric regression equation for tropical wet forests. In the first measurement year following the storm, AGBM in hurricane-affected plots was quite variable, ranging from 26 to 153 Mg/ha, with a mean of 78 (±15) Mg/ha. AGBM was substantially lower than in two control plots several kilometers outside the hurricane's path (331 ±15 Mg/ha). Biomass accumulation was slow (5.36 ± 0.74 Mg/ha/yr), relative to previous studies of forest regeneration following another hurricane (Hugo) and agricultural activity. We suggest that large-scale, homogenous canopy damage caused by Hurricane Joan impeded the dispersal and establishment of pioneer trees and led to a secondary forest dominated by late successional species that resprouted and survived the disturbance. With the relatively slow rate of biomass accumulation, any tightening in disturbance interval could reduce the maximum capacity of the living biomass to store carbon.",25,Journal,ar,Article,100,7,7,Aboveground biomass | Allometry | Disturbance | Hurricane | Nicaragua | Secondary forest,13817,undefined,0,FALSE,14,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344452912,SCOPUS_ID:31344452912,2-s2.0-31344452912,2005 Bacardi Award for Advances in Tropical Conservation,Alves-Costa C.P.,Biotropica,00063606,37,4,712,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00094.x,NA,0,Journal,cp,Conference Paper,100,2,2,NA,13817,undefined,0,FALSE,15,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344450628,SCOPUS_ID:31344450628,2-s2.0-31344450628,"Habitat preferences of ungulates in hunted and nonhunted areas in the Calakmul Forest, Campeche, Mexico",Reyna-Hurtado R.,Biotropica,00063606,37,4,676-685,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00086.x,"We investigated habitat preference in the community of ungulates in the Calakmul Forest of Southern Mexico through systematically counting the tracks of six species in randomly placed transects. Tracks were associated with one of four major forest types according to Pennington and Sarukhan (1998). Forest type availability was estimated through 393 independent points on the same transects. We surveyed 90 transects in three hunted areas and one large nonhunted area, with a total of 206 km walked. A total of 1672 tracks of the six species were found. Brocket deer (Mazama americana and Mazama pandora) preferred low-dry forest in the nonhunted area and low-flooded forest in the hunted areas. Collared peccary (Pecari tajacu) was a generalist species in the nonhunted area, whereas in the hunted areas, it preferred the subperennial forest. White-lipped peccary (Tayassu pecari) was found only in subperennial forest in the nonhunted area and favored low-flooded forest in the hunted areas. White-tailed deer (Odocoileus virginianus) preferred low-flooded forest in the hunted areas, while it was a generalist in the nonhunted area. Tapir (Tapirus bairdii) preferred low-flooded forest in the hunted areas. The most evident habitat difference among hunted and nonhunted areas was a major use of low-flooded forest in the hunted areas for the species. Conservation of ungulate species in the Calakmul region requires protection of all major habitat types in hunted and nonhunted areas.",49,Journal,ar,Article,100,2,2,Brocket deer | Calakmul | Collared peccary | Habitat use | Hunting | México | Tapir | Transects | Ungulates | White-lipped peccary | White-tailed deer,13817,undefined,0,FALSE,16,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344448227,SCOPUS_ID:31344448227,2-s2.0-31344448227,Direct and indirect effects of nectar robbing on the pollinating behavior of Patagona gigas (Trochilidae),González-Gómez P.,Biotropica,00063606,37,4,693-696,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00088.x,"In central Chile, nectar robbing of Puya coerulea (Bromeliaceae) flowers by the austral blackbird, Curaeus curaeus, had a direct impact on the plant via removal of floral resources and, in some cases, damage or even destruction of flowers. These robbing visits also likely had an indirect impact on plant fitness due to the decreased rate of legitimate visits by the hummingbird Patagona gigas to inflorescences with many robbed flowers. The proportion of flowers within an inflorescence visited by P. gigas was inversely proportional to the ratio of robbed flowers.",32,Journal,ar,Article,100,2,2,Bromeliaceae | Curaeus curaeus | Nectar robbery | Patagona gigas | Pollinating behavior | Puya coerulea | Trochilidae,13817,undefined,0,FALSE,17,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344447469,SCOPUS_ID:31344447469,2-s2.0-31344447469,Regional-scale variation in litter production and seasonality in tropical dry forests of Southern Mexico,Lawrence D.,Biotropica,00063606,37,4,561-570,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00073.x,"Highly seasonal rainfall creates a pulse of litterfall in the southern Yucatan peninsula region, with cascading effects on the timing of essential nutrient fluxes, microbial dynamics, and vegetation growth. I investigated whether forest age or a regional environmental gradient related to rainfall has a greater effect on patterns of litterfall in this increasingly human-dominated landscape. Litterfall was sampled in 10-13 stands in each of three locations spanning a rainfall gradient of ca 900-1400 mm/yr. Litter was collected monthly from November 1998 through January 2000 m mature forests and in secondary forests aged 2-25 yr. Despite a substantial precipitation gradient, age was the only significant predictor of annual litter mass. Two- to five-yr-old forests produced significantly less litter than 12-25-yr-old secondary forests (4.6 vs. 6.2 Mg/ha/yr), but the difference between older secondary forests and mature forests (9 percent) was not significant. Litter production increased with rainfall, but not significantly so. The pattern of litterfall was similar across locations and age classes, with a peak during late March or early April. However, litterfall seasonality was most pronounced in the old secondary and mature forests. Litterfall was more evenly distributed throughout the year in forests under 10 yr old. Seasonality of litterfall was also less pronounced at the wettest site, with less disparity between peak litterfall and off-peak months. Seasonality was not related to soil texture. Forest age and rainfall are important drivers of litterfall dynamics; however, both litter mass and degree of seasonality depended more strongly on forest age. Thus, the impact of land-use change on litter nutrient cycling is as great, if not greater, than the constraint imposed by the major natural environmental factor affecting tropical dry forests.",65,Journal,ar,Article,100,1,1,Land-use change | Litterfall | Mexico | Precipitation gradient | Seasonality | Secondary forest | Tropical dry forest,13817,undefined,0,FALSE,18,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344443874,SCOPUS_ID:31344443874,2-s2.0-31344443874,The utility of spectral indices from Landsat ETM+ for measuring the structure and composition of tropical dry forests,Feeley K.,Biotropica,00063606,37,4,508-519,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00069.x,"There is a growing emphasis on developing methods for quantifying the structure and composition of tropical forests that can be applied over large landscapes, especially for tropical dry forests that are severely fragmented and have a high conservation priority. This study investigates the relationships between various measures of forest structure (annual woody increment, canopy closure, stand density, stand basal area) and composition (tree species diversity, tree community composition) measured in semi-deciduous tropical dry forests on islands in Lago Guri, Venezuela and three spectral indices derived from Landsat ETM+: Normalized Difference Vegetation Index (NDVI), Infrared Index (IRI), and Mid-Infrared Index (MIRI). Even though there were significant autocorrelations among spectral indices, there were significant differences in the relationships between spectral indices and forest attributes. IRI was not significantly correlated with any of the structural variables while MIRI was correlated with canopy closure and NDVI values were correlated with canopy closure as well as annual woody increment. NDVI and MIRI were both related to relative tree diversity and all three indices were associated with aspects of tree species composition. Based on the results of this study, it appears that spectral indices, and in particular NDVI, may be useful indicators of forest attributes in tropical dry forest habitats. Further research needs to be undertaken to identify if the results of this study can be applied to other tropical dry forests at a global spatial scale.",50,Journal,ar,Article,100,3,3,IRI | Lago Guri | Landsat | MIRI | NDVI | Productivity | Remote sensing | Spectral indices | Tree diversity | Venezuela,13817,undefined,0,FALSE,19,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344443319,SCOPUS_ID:31344443319,2-s2.0-31344443319,Chimpanzee (Pan troglodytes) seed dispersal in an afromontane forest: Microhabitat influences on the postdispersal fate of large seeds,Gross-Camp N.,Biotropica,00063606,37,4,641-649,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00081.x,"We examined the postdispersal fate of large seeds (≥5 mm) dispersed by chimpanzees in an afromontane forest to evaluate aspects of the effectiveness of seed dispersal by chimpanzees, Pan troglodytes. We assessed the influence of six microhabitat characteristics on seed persistence and germination in seeds dispersed in chimpanzee feces and ""wadges."" A total of 257 fecal samples and 56 wadges were located over a 4-mo period by tracking a semi-habituated chimpanzee community on day follows. Forty-nine (19.1%) of the fecal samples contained large seeds from five different tree species. The majority of fecal samples with seeds contained seeds from the mature forest tree Olea capensis (Oleaceae) (83.7%). Forty-two wadges (75%) contained seeds from the mature forest tree Syzygium guineense (Myrtaceae). Seeds were monitored at their deposition site for removal and germination up to 49 d following deposition. We collected data on the microhabitat surrounding each fecal and wadge sample. Multivariate analyses indicated that while fecal and wadge samples were not clustered into particular microhabitats, there was little overlap in the microhabitats in which wadges and fecal samples were deposited. Significantly more seeds persisted over 49 d in wadges (67.9%) than in feces (30.3%). Elevation was the only microhabitat variable determined to have a significant influence on seed persistence, whereas slope was determined to have a significant influence on germination.",29,Journal,ar,Article,100,2,2,Montane rain forest | Pan troglodytes | Postdispersal fate of large seeds | Rwanda | Seed dispersal | Seed handling | Wadging,13817,undefined,0,FALSE,20,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31344442785,SCOPUS_ID:31344442785,2-s2.0-31344442785,Long tongues and loose niches: Evolution of euglossine bees and their nectar flowers,Borrell B.J.,Biotropica,00063606,37,4,664-669,2005-12-01,December 2005,10.1111/j.1744-7429.2005.00084.x,"I examined relationships between tongue length of orchid bees (Apidae: Euglossini) and nectar spur length of their flowers in the genera Calathea, Costus, and Dimerocostus using phylogenetically independent contrasts. Long-tubed flowers have specialized on one or several species of long-tongued euglossine bees, but long-tongued bees have not specialized on long-tubed flowers. Whereas long tongues may have evolved to provide access to a wider variety of nectar resources, long nectar spurs may be a mechanism for flowers to conserve nectar resources while remaining attractive to traplining bee visitors.",61,Journal,ar,Article,100,1,1,Apidae | Calathea | Costus | Euglossini | Foraging | Orchid bees | Pollination | Specialization,13817,undefined,0,FALSE,21,NA,NA,NA,NA
