@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/57249105421,SCOPUS_ID:57249105421,2-s2.0-57249105421,Why do parasitic cuckoos have small brains? Insights from evolutionary sequence analyses,Boerner M.,Evolution,00143820,15585646,62,12,3157-3169,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00490.x,"Brain size is under many opposing selection pressures. Estimating their relative influence and reconstructing the brain's evolutionary history have, however, proved difficult. Here, we confirm the suggestion that the brain of brood parasitic cuckoos is smaller in relation to their body weight than that of nonparasitic cuckoo species. Two hypotheses explaining reductions in brain size are tested, using phylogenetically controlled correlations and evolutionary pathway analyses. In a novel approach, the pathway models are combined to build the most likely evolutionary sequence of trait changes correlating with changes in brain size. Brain size changed before brood parasitism, followed by a shift toward less-productive habitats and an increase in migration. This sequence shows that brain size was not reduced as a consequence of a loss of cognitive skills related to chick provisioning, and it offers no support for the hypothesis that an increase in energetic demands or a reduction in energy availability selected for a reduction of brain size. Instead, the sequence suggests that the reduction in energetic demands due to the smaller brain size and parasitic breeding strategy may have enabled parasitic cuckoos to colonize new niches. © 2008 The Author(s).",13,18752619,Journal,ar,Article,100,2,2,Brain size | Brood parasitism | Cognition | Comparative analysis | Evolutionary pathway analysis,22104,undefined,1,TRUE,11,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/57249105420,SCOPUS_ID:57249105420,2-s2.0-57249105420,Ecological and evolutionary genomics in the wild tomatoes (Solanum Sect. Lycopersicon),Moyle L.,Evolution,00143820,15585646,62,12,2995-3013,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00487.x,"The plant group Solanum section Lycopersicon (the clade containing the domesticated tomato and its wild relatives) is ideal for integrating genomic tools and approaches into ecological and evolutionary research. Wild species within Lycopersicon span broad morphological, physiological, life history, mating system, and biochemical variation, and are separated by substantial, but incomplete postmating reproductive barriers, making this an ideal system for genetic analyses of these traits. This ecological and evolutionary diversity is matched by many logistical advantages, including extensive historical occurrence records for all species in the group, publicly available germplasm for hundreds of known wild accessions, demonstrated experimental tractability, and extensive genetic, genomic, and functional tools and information from the tomato research community. Here I introduce the numerous advantages of this system for Ecological and Evolutionary Functional Genomics (EEFG), and outline several ecological and evolutionary phenotypes and questions that can be fruitfully tackled in this system. These include biotic and abiotic adaptation, reproductive trait evolution, and the genetic basis of speciation. With the modest enhancement of some research strengths, this system is poised to join the best of our currently available model EEFG systems. © 2008 The Author(s).",71,18752600,Journal,re,Review,100,1,1,Abiotic | Adaptation | Natural selection | Reproductive isolation | Speciation | Tomato,22104,undefined,1,TRUE,12,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/57249105416,SCOPUS_ID:57249105416,2-s2.0-57249105416,Selection in heterogeneous environments maintains the gene arrangement polymorphism of Drosophila pseudoobscura,Schaeffer S.,Evolution,00143820,15585646,62,12,3082-3099,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00504.x,"Chromosomal rearrangements may play an important role in how populations adapt to a local environment. The gene arrangement polymorphism on the third chromosome of Drosophila pseudoobscura is a model system to help determine the role that inversions play in the evolution of this species. The gene arrangements are the likely target of strong selection because they form classical clines across diverse geographic habitats, they cycle in frequency over seasons, and they form stable equilibria in population cages. A numerical approach was developed to estimate the fitness sets for 15 gene arrangement karyotypes in six niches based on a model of selection-migration balance. Gene arrangement frequencies in the six different niches were able to reach a stable meta-population equilibrium that matched the observed gene arrangement frequencies when recursions used the estimated fitnesses with a variety of initial inversion frequencies. These analyses show that a complex pattern of selection is operating in the six niches to maintain the D. pseudoobscura gene arrangement polymorphism. Models of local adaptation predict that the new inversion mutations were able to invade populations because they held combinations of two to 13 local adaptation loci together. © 2008 The Author(s).",40,18764919,Journal,ar,Article,100,1,1,Adaptation | Chromosomal evolution | Migration | Selection,22104,undefined,1,TRUE,13,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/57249105415,SCOPUS_ID:57249105415,2-s2.0-57249105415,Effects of environmental heterogeneity on victim-exploiter coevolution,Gavrilets S.,Evolution,00143820,15585646,62,12,3100-3116,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00513.x,"We study victim-exploiter coevolution in a spatially heterogeneous island model. In each species, fitness consequences of between-species interactions are controlled by a single haploid diallelic locus. Our emphasis is on the conditions for the maintenance of genetic variation, the dynamic patterns observed, the extent of local adaptation and genetic differentiation between different demes, and on how different parameters (such as the strength and heterogeneity in selection, migration rates, and the number of sites) affect the dynamic and static behavior of the system. We show that under spatially homogeneous selection the maintenance of genetic variation is possible through asynchronous nonlinear dynamics where the allele frequencies in a majority of demes quickly synchronize but the rest do not. Spatially heterogeneous selection can maintain genetic variation even if migration rates are maximal. This happens in an oscillatory way. Genetic variation is most likely to be maintained at high levels if the heterogeneity in selection is large. If there are some restrictions on migration, genetic variation can be maintained at a stable equilibrium. This behavior is most likely at intermediate migration rates. In this case, the system can exhibit high spatial subdivision as measured by F ST values but relatively low local adaptation. © 2008 The Author(s).",26,18786189,Journal,ar,Article,100,2,2,Host | Interaction | Mathematical | Model | Parasite | Subdivided,22104,R01GM056693,1,TRUE,14,all,All Open Access,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/57249105410,SCOPUS_ID:57249105410,2-s2.0-57249105410,Continuous and arrested morphological diversification in sister clades of characiform fishes: A phylomorphospace approach,Sidlauskas B.,Evolution,00143820,15585646,62,12,3135-3156,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00519.x,"Understanding how and why certain clades diversify greatly in morphology whereas others do not remains a major theme in evolutionary biology. Projecting families of phylogenies into multivariate morphospaces can distinguish two scenarios potentially leading to unequal morphological diversification: unequal magnitude of change per phylogenetic branch, and unequal efficiency in morphological innovation. This approach is demonstrated using a case study of skulls in sister clades within the South American fish superfamily Anostomoidea. Unequal morphological diversification in this system resulted not from the morphologically diverse clade changing more on each phylogenetic branch, but from that clade distributing an equal amount of change more widely through morphospace and innovating continually. Although substantial morphological evolution occurred throughout the less diverse clade's history, most of that clade's expansion in morphospace occurred in the most basal branches, and more derived portions of that radiation oscillated within previously explored limits. Because simulations revealed that there is a maximum 2.7% probability of generating two clades that differ so greatly in the density of lineages within morphospace under a null Brownian model, the observed difference in pattern likely reflects a difference in the underlying evolutionary process. Clade-specific factors that may have promoted or arrested morphological diversification are discussed. © 2008 The Author(s).",288,18786183,Journal,ar,Article,100,1,1,Comparative methods | Disparity | Morphological evolution | Morphometrics | Phylogenetics | Tempo and mode,22104,undefined,0,FALSE,15,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/57249105407,SCOPUS_ID:57249105407,2-s2.0-57249105407,Ecological genomics of model eukaryotes,McKay J.K.,Evolution,00143820,15585646,62,12,2953-2957,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00536.x,NA,10,19055681,Journal,re,Review,100,2,2,NA,22104,undefined,0,FALSE,16,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/57249086460,SCOPUS_ID:57249086460,2-s2.0-57249086460,Barriers to cross-fertilization between populations of a widely dispersed polychaete species are unlikely to have arisen through gametic compatibility arms-races,Styan C.A.,Evolution,00143820,15585646,62,12,3041-3055,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00521.x,"Although there are theoretical reasons to suspect that gametic incompatibility may develop readily among populations of broadcast spawning marine invertebrates, there have been very few studies documenting geographic patterns of interpopulation incompatibility for any species. To address this we determined how successfully individuals of the intertidal serpulid polychaete, Galeolaria caespitosa, can cross-fertilize within and among populations from across temperate Australia. Fertilization assays revealed asymmetrical differences between very distantly located populations from different coasts, with near-complete incompatibility between eggs from Sydney with sperm from Adelaide, but the reverse cross (Adelaide eggs, Sydney sperm) was reasonably compatible. Although that pattern was congruent with a clear difference in Cytochrome B sequences between worms on the south and east coasts of Australia, we also detected some indication of interpopulation incompatibility within the genetic grouping on east coast, between two populations separated by only 220 km. We then assessed whether commonly proposed gametic compatibility arms-races could account for these patterns. Our results suggest reduced gametic compatibility may reduce a female's maximum fertilization potential, resulting in a cost to this potential mechanism for reducing polyspermy. Consequently, the apparently rapid development of reproductive barriers here seems unlikely to have been driven by arms-races involving sexual conflict over fertilization rate. © 2008 The Author(s).",22,18803690,Journal,ar,Article,100,3,3,Fertilization | Polychaete | Polyspermy | Reproductive divergence | Sexual conflict,22104,undefined,1,TRUE,17,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/57249086459,SCOPUS_ID:57249086459,2-s2.0-57249086459,Divergence across Australia's Carpentarian barrier: Statistical phylogeography of the red-backed fairy wren (Malurus melanocephalus),Lee J.Y.,Evolution,00143820,15585646,62,12,3117-3134,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00543.x,"Multilocus analysis of phylogeography and population history is a powerful tool for understanding the origin, dispersal, and geographic structure of species over time and space. Using 36 genetic markers (29 newly developed anonymous nuclear loci, six introns and one from mitochondrial DNA, amounting to over 15 kb per individual), we studied population structure and demographic history of the red-backed fairy wren Malurus melanocephalus, a small passerine distributed in the northern and eastern part of Australia across the Carpentarian barrier. Analysis of anonymous loci markers revealed large amounts of genetic diversity (π = 0.016 ± 0.01; average number of SNPs per locus = 48; total number of SNPs = 1395), and neither nuclear nor mitochondrial gene trees showed evidence of reciprocal monophyly among Cape York (CY), Eastern Forest (EF), and Top End (TE) populations. Despite traditional taxonomy linking TE and CY populations to the exclusion of EF, we found that the CY population is genetically closer to the EF population, consistent with predicted area cladograms in this region. Multilocus coalescent analysis suggests that the CY population was separated from the other two regions approximately 0.27 million years ago, and that significant gene flow between the ER and the CY populations (∼2 migrants per generation) suggests geographic continuity in eastern Australia. By contrast, gene flow between the CY and the TE populations has been dampened by divergence across the Carpentarian barrier. © 2008 The Author(s).",140,19087188,Journal,ar,Article,100,2,2,Anonymous loci | Carpentarian barrier | Historical demography | Malurus melanocephalus | Phylogeography,22104,undefined,1,TRUE,18,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/57249086454,SCOPUS_ID:57249086454,2-s2.0-57249086454,Male discrimination of female mucous trails permits assortative mating in a marine snail species,Johannesson K.,Evolution,00143820,15585646,62,12,3178-3184,2008-12-01,December 2008,10.1111/j.1558-5646.2008.00510.x,"Recent research has shown the potential for nonallopatric speciation, but we lack an adequate understanding of the mechanisms of prezygotic barriers and how these evolve in the presence of gene flow. The marine snail Littorina saxatilis has distinct ecotypes in different shore microhabitats. Ecotypes hybridize in contact zones, but gene flow is impeded by assortative mating. Earlier studies have shown that males and females of the same ecotype copulate for longer than mates of different ecotype. Here we report a new mechanism that further contributes to reproductive isolation between ecotypes in the presence of gene flow. This mechanism is linked to the ability of males to track potential partners by following their mucous trail. We show that cliff ecotype males follow the trails of females of the same ecotype for longer than females of the alternate (boulder) ecotype. In addition, cliff males are more likely to follow the mucous trail in the correct direction if the trail is laid by a cliff-female. The capacity to discriminate the ecotype of female mucous trails combined with differential copulation times creates a strong prezygotic reproductive barrier between ecotypes of L. saxatilis that reduces gene flow from cliff to boulder ecotypes by ≥80%. © 2008 The Author(s).",48,18786192,Journal,ar,Article,100,6,6,Assortative mating | Male mate-choice | Marine gastropod | Mechanism of reproductive isolation | Sexual isolation | Sexual selection,22104,undefined,1,TRUE,19,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/54949116616,SCOPUS_ID:54949116616,2-s2.0-54949116616,An evolutionary expressed sequence tag analysis of drosophila spermatheca genes,Prokupek A.,Evolution,00143820,15585646,62,11,2936-2947,2008-11-01,November 2008,10.1111/j.1558-5646.2008.00493.x,"This study investigates genes enriched for expression in the spermatheca, the long-term sperm storage organ (SSO) of female Drosophila. SSO genes are likely to play an important role in processes of sexual selection such as sperm competition and cryptic female choice. Although there is keen interest in the mechanisms of sexual selection at the molecular level, very little is known about the female genes that are involved. In the present study, a high proportion of genes enriched for expression in the spermatheca are evolving rapidly. Most of the rapidly evolving genes are proteases and genes of unknown function that could play a specialized role in the spermatheca. A high percentage of the rapidly evolving genes have secretion signals and thus could encode proteins that directly interact with ejaculate proteins and coevolve with them. In addition to identifying rapidly evolving genes, the present study documents categories of genes that could play a role in spermatheca function such as storing, maintaining, and utilizing sperm. In general, candidate genes discovered in this study could play a key role in sperm competition, cryptic female choice of sperm, and sexually antagonistic coevolution, and ultimately speciation. © 2008 The Author(s).",55,18752616,Journal,ar,Article,100,6,6,Coevolution | Molecular evolution | Sexual selection | Speciation | Sperm storage,22104,undefined,1,TRUE,20,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/54949090431,SCOPUS_ID:54949090431,2-s2.0-54949090431,Latitudinal variation in subspecific diversification of birds,Martin P.R.,Evolution,00143820,15585646,62,11,2775-2788,2008-11-01,November 2008,10.1111/j.1558-5646.2008.00489.x,"Patterns of evolution are believed to vary latitudinally, but our understanding of this variation remains limited. Here we examine how patterns of subspecific diversification vary within species of birds, specifically addressing three questions: (1) Are subspecies more numerous at lower latitudes within species, consistent with greater phenotypic differentiation at lower latitudes? (2) If there are more subspecies at lower latitudes within species, can area of breeding range explain this relationship? and (3) how do latitudinal differences in subspecies within species vary geographically across the globe? Using all species with five or more subspecies from 12 of the most diverse families of birds in the world, we found consistently more subspecies at lower latitudes across all families, both hemispheres, and all continents examined. Despite the positive influence of area on the number of subspecies within species, area did not explain the greater number of subspecies at lower latitudes within species. Global patterns of subspecies support the idea that phenotypic differentiation of populations is greater at lower latitudes within species. If subspecies density provides an index of rates of incipient speciation, then our results support evolutionary hypotheses for the latitudinal diversity gradient that invoke higher tropical speciation rates. © 2008 The Author(s).",41,18752598,Journal,ar,Article,100,2,2,Biodiversity | Latitude | Latitudinal gradients | Population differentiation | Speciation | Subspecies,22104,undefined,1,TRUE,21,all,All Open Access,NA,NA
