@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0142058184,SCOPUS_ID:0142058184,2-s2.0-0142058184,How to be a tropical scientist. Science seen from childhood: the white man scientist stereotype.,Monge-Nájera J.,Revista de biologia tropical,00347744,50,3-4,NA,2002-09-01,September 2002,NA,5,12947570,Journal,ed,Editorial,100,1,1,NA,13567,undefined,0,FALSE,11
true,https://api.elsevier.com/content/abstract/scopus_id/0042808427,SCOPUS_ID:0042808427,2-s2.0-0042808427,Greening the blue mud!,Kathiresan K.,Revista de Biologia Tropical,00347744,50,3-4,869-874,2002-09-01,September 2002,NA,5,12947573,Journal,re,Review,100,1,1,NA,13567,undefined,0,FALSE,12
true,https://api.elsevier.com/content/abstract/scopus_id/0042808416,SCOPUS_ID:0042808416,2-s2.0-0042808416,Changes in composition and structure of a tropical dry forest following intermittent cattle grazing,Stern M.,Revista de Biologia Tropical,00347744,50,3-4,1021-1034,2002-09-01,September 2002,"In northwestern Costa Rica, cattle are being used as a ""management tool"" to reduce the amount of combustible material, mainly dominated by Hyparrhenia rufa, an African grass. This project is being developed within Parque Nacional Palo Verde and Reserva Biológica Lomas Barbudal, both of which form part of the only remaining tropical dry forests in Mesoamerica. To determine the short-term effects of cattle grazing on the natural vegetation, we compared the floristic composition within Palo Verde in an area under intermittent cattle grazing with an area that has not been grazed. There were significantly fewer plant species in the area with intermittent cattle grazing compared to the area with no grazing. Floristic composition of these two habitats was different as reflected by both Fisher's alpha values and the Shannon index of diversity, both of which were significantly higher in the ungrazed site. The ungrazed area contained more plant species and was more similar to mature forest. The structure of the vegetation was significantly different between the intermittently grazed and ungrazed sites with more small stems (1-5 cm dbh) and fewer large stems (>5 cm dbh) in the intermittently grazed habitat. These results indicate that cattle grazing has an impact on the dry forest by reducing the relative abundance and density of larger tree species and by changing the species composition and structure of the community. The current management plan implemented in Palo Verde and Lomas Barbudal is not appropriate because of the impact that cattle have on the structure of the natural vegetation and should not be considered a viable alternative in other protected areas of dry forest in the Neotropics. We suggest that alternative fire prevention measures be evaluated including hand-cutting H. rufa, the creation of more frequent and larger fire breaks, and the development of green breaks.",68,12947586,Journal,ar,Article,100,3,3,Cattle | Costa Rica | Grazing | Hyparrhenia rufa | Management | Palo Verde National Park | Tropical dry forest,13567,undefined,0,FALSE,13
true,https://api.elsevier.com/content/abstract/scopus_id/0042808412,SCOPUS_ID:0042808412,2-s2.0-0042808412,Black corals (Cnidaria: Anthozoa: Antipatharia): First records and a new species from the Brazilian coast,Echeverría C.,Revista de Biologia Tropical,00347744,50,3-4,1067-1077,2002-09-01,September 2002,"A new species, Cirripathes secchini (Cnidaria: Antipatharia) from the Abrolhos area (Bahia, Brazil) is described and constitutes the first record to this genus from Brazil. Two other species (Antipathes hirta, first record from the Southwestern Atlantic; and Antipathes fernandezi, first record from the Atlantic Ocean) are compared to the most recent redescriptions and new data on the size distribution of the characters is provided. To the present there are only two records of the order Antipatharia from Brazil.",11,12947590,Journal,ar,Article,100,1,1,Antipathes fernandezi | Antipathes hirta | Brazil | Cirripathes secchini n. sp. | Corals,13567,undefined,0,FALSE,14
true,https://api.elsevier.com/content/abstract/scopus_id/0042808407,SCOPUS_ID:0042808407,2-s2.0-0042808407,"Environmental factors affecting tissue regeneration of the reef - Building coral Montastraea annularis (Faviidae) at Los Roques National Park, Venezuela",Cróquer A.,Revista de Biologia Tropical,00347744,50,3-4,1055-1065,2002-09-01,September 2002,"In this study, the rates of tissue regeneration and recovery from injuries that emulated the bites of either butterfly or parrotfish on colonies of Montastraea annularis exposed to different sedimentation regimesp were determined. Two small reef patches were chosen close to key Dos Mosquises, north of the Venezuelan mainland. Sixteen colonies (8 treatments + a single replicate) were artificially damaged at each patch and their recovery was monitored for three months by photographic means. The lesions were inflicted using two different techniques: scratching the polyps with a hard-nylon brush to resemble parrotfish (Scaridae) damages (Lesions Type 1) or jetting out the tissue with a syringe to simulate butterflyfish (Chaetondontidae) bites (Lesions Type 2). The diameter of the wounds ranged from 5 (small lesion) to 8 cm (large lesions) and both kinds were inflicted on the top and bottom of the colonies, with a single replicate for each treatment. The main factors affecting the recovery of the colonies' surface were lesion features (type, position and size), turbidity and chiefly, the sedimentation rate. While lesion recovery was slow where sedimentation and resuspension rates were high, tissue regeneration was improved under low sedimentation and resuspension conditions. Moreover, lesions located at the bottom of colonies regenerated completely, whereas sediments frequently covered top lesions and limited their recovery. More than 60% of the colonies with small lesions recovered almost completely in less than 90 days, whereas those with larger injuries frequently showed extensions of their damage and increased mortality. Tissue-only lesions (LT2) regenerated two to three times faster than those involving both tissue and skeletal damage (LT1).Other variables not controlled in this syudy, such as diseases, encrusting organisms overgrowth and herbivory introduced further variability to the regeneration rates.",30,12947589,Journal,ar,Article,100,3,3,Archipiélago de Los Roques | Artificial damages | Corals | Montastraea annularis | Recovery | Sedimentation rates | Tissue regeneration,13567,undefined,0,FALSE,15
true,https://api.elsevier.com/content/abstract/scopus_id/0042736503,SCOPUS_ID:0042736503,2-s2.0-0042736503,"Dinámica poblacional de Donax dentifer (Veneroida: Donacidae) en Bahía Málaga, Pacífico colombiano durante el fenómeno ""El Niño"" 1997/1998",Riascos J.M.,Revista de Biologia Tropical,00347744,50,3-4,1113-1123,2002-09-01,September 2002,"Donax dentifer is a dominant member of the sandy beach communities of the Colombian Pacific coast. A population of this bivalve was monthly sampled in Playa Chucheros at the Bay of Málaga, Colombian Pacific, between August 1997 and July 1998, during the ""El Niño 1997/1998"" phenomenon. Quantitative samples were taken in perpendicular and parallel to the coastal line transects to determine the population density and a length-frequency distribution. Qualitative samples were taken to study the reproduction and monthly length weight relationship. Sea surface temperature, dissolved oxygen, salinity and pH in the water was monthly registered in the sampling station. Additionally, a tagging-recapture experiment was performed to growth estimations. Results indicate a continuous reproduction cycle with two annual spawning seasons in December and March. The growth parameters of the non-oscillating von Bertalanffy growth function were K=0.62 yr-1 and L∞ = 29.3 mm. Mortality (Z) was higher (2.65 yr-1) for small individuals (between 2 mm and 5 mm) while a lower Z value (1.71 yr-1) were obtained for larger ones (between 19 mm and 25 mm). An annual mean biomass value of B̄ = 1.229 g ash-free dry weight m-2 and an annual somatic production of Psom=1.215 g ash-free dry weight m-2 were estimated, which correspond to a Psom/ B̄ value of 0.988. Population density increased in November and April, but any population density pattern related with ""El Niño"" was evident. Low body weight during November-December seems to show a relation between reproductive cycle in D. dentifer and El Niño 97/98 event. The fluctuation in dissolved oxygen show a high correlation with parameters of the reproductive cycle, which could be related to assimilation process and body weight cycle. Growth in D. dentifer in the Colombian Pacific coast was faster than other Donax species, as can be expected for tropical bivalves mollusks in comparison whit high latitude bivalves. The mortality pattern suggest that the population was selectively affected by El Niño 97/98, due to smaller individuals are living in the lowest areas of the beach, where they are exposed to abnormal seawater conditions for a longer time. Individual and population production was higher for medium-size animals than each for small-size ones, which were the most abundant in the population.",15,12947594,Journal,ar,Article,100,2,2,Colombia | Donax dentifer | Growth | Mortality | Population dynamics. El Niño | Production | Reproduction,13567,undefined,0,FALSE,16
true,https://api.elsevier.com/content/abstract/scopus_id/0042736497,SCOPUS_ID:0042736497,2-s2.0-0042736497,"Dos nuevas especies de bagres del género Trichomycterus (Siluriformes: Trichomycteridae) de la Gran Sabana, Escudo de las Guayanas, Venezuela",Lasso C.,Revista de Biologia Tropical,00347744,50,3-4,1139-1149,2002-09-01,September 2002,"Trichomycterus celsae n. sp. and Trichomycterus lewi n. sp. are described from the river Kukenán a tributary of the river Caroní, Orinoco basin, Guyana Shield, Venezuela. The new species are diagnosed within the Guyana Shield Trichomycterus species by a distinctive color pattern. Trichomycterus celsae has a uniform light brown color on dorsum and sides of the body; the ventral surface is yellowish or creamy. Trichomycterus lewi has an irregular pattern of black spots of different sizes on dorsum and sides of the body, the larger spots are located at the posterior part of the body, and, the ventral surface is whitish. The osteology of the new species showed that they belong to the genus Trichomycterus. Osteological features support the external diagnosis of both species, some of them are: in T. celsae, the skull has the fontanels well separated, T. lewi has the fontanels closer and joined by a narrow canal. In T. celsae, the dorsal border of the hyomandibula has a conspicuous notch. In T. lewi, the metapterygoid has a projection on the posteroventral angle. Neural spine of the first preural centra is more elongated in T. lewi.",7,12947597,Journal,ar,Article,100,2,2,Guyana Shield | New species | Orinoco | Siluriformes | Trichomycteridae | Trichomycterus | Venezuela,13567,undefined,0,FALSE,17
true,https://api.elsevier.com/content/abstract/scopus_id/0042307274,SCOPUS_ID:0042307274,2-s2.0-0042307274,Stuck in the mud,Dittmann S.,Revista de Biologia Tropical,00347744,50,3-4,865-868,2002-09-01,September 2002,NA,0,12947572,Journal,re,Review,100,1,1,NA,13567,undefined,0,FALSE,18
true,https://api.elsevier.com/content/abstract/scopus_id/0042307266,SCOPUS_ID:0042307266,2-s2.0-0042307266,Fifty years of entomological publications in the Revista de Biología Tropical,Hanson P.,Revista de Biologia Tropical,00347744,50,3-4,909-926,2002-09-01,September 2002,"Over its fifty year history nearly twenty percent of the papers published in the Revista de Biología Tropical have been about insects and arachnids. In the 1950's papers on arthropods of medical importance were dominant, in the 1960's there was a poliferation of papers on bees, and in more recent years the subjects have become incresingly diverse. In terms of nationality of contributing authors, the journal appears to have become increasingly international in later years.",3,12947578,Journal,sh,Short Survey,100,1,1,Arachnids | Costa Rica | Entomology | Insects | Latin America,13567,undefined,0,FALSE,19
true,https://api.elsevier.com/content/abstract/scopus_id/0042307262,SCOPUS_ID:0042307262,2-s2.0-0042307262,"Polliniferous plants and foraging strategies of Apis mellifera (Hymenoptera: Apidae) in the Yucatán Peninsula, Mexico",Villanueva-G. R.,Revista de Biologia Tropical,00347744,50,3-4,1035-1044,2002-09-01,September 2002,"A study of the most important polliniferous plants for European and Africanized honeybees (Apis mellifera L.) was made in Quintana Roo state. Comparisons were made between the plants visited by both bee types in order to determine whether there were qualitative or quantitative differences in their choice of plant species. Also some foraging strategies of the honeybees were analysed. Pollen from pollen load samples was acetolysed and mounted on slides. Subsequently the pollen grains were identified, counted and photographed. A total of 206 pollen load samples were collected at Palmas and St. Teresa during two years. The most frequent species in the pollen load samples from European and Africanized honeybees were Cecropia peltata, Metopium brownei, Lonchocarpus sp. 2, Viguiera dentata, Eragrostis sp. 1. Bursera simaruba and Eupatorium albicaule. Both types of honey bees show a high reliance on pollen from only a few species, the first five named above comprised around 50% of all the mean percentage frequencies. Families that contributed with the largest number of pollen species were Fabaceae. Asteraceae, Boraginaceae, Convolvulaceae, Euphorbiaceae, Sapindaceae, Poaceae, Myrtaceae, Sapotaceae and Tiliaceae. C. peltata, Trema micrantha, B. simaruba, Eugenia sp. 1, Thouinia canesceras, Pouteria sp. 1, Mimosa bahamensis and V. dentata, were the pollen species with the largest percentages of occurrence in both European and Africanized bee pollen load samples, and also represent a ""long-term"" food resources during the year.",32,12947587,Journal,ar,Article,100,1,1,Africanized honeybee | Apis mellifera | European honeybee | Foraging behaviour | Polliniferous plants | Yucatán Peninsula,13567,undefined,0,FALSE,20
true,https://api.elsevier.com/content/abstract/scopus_id/0042307249,SCOPUS_ID:0042307249,2-s2.0-0042307249,"A census of mammal populations in Punta Leona Private Wildlife Refuge, Costa Rica",Timock J.,Revista de Biologia Tropical,00347744,50,3-4,1169-1180,2002-09-01,September 2002,"Population sizes of six mammal species were estimated using the King method during the late dry season (March) of 1996 in the Punta Leona Private Wildlife Refuge, Costa Rica. The white-faced monkey (Cebus capucinus), coati (Nasua narica) and nine-banded armadillo (Dasypus novemcinctus) with 148, 46, and 8 sighted individuals, respectively, demonstrated the largest populations in the refuge. The Central American spider monkey (Ateles geoffroyi), tamandua anteater (Tamandua mexicana), and variegated squirrel (Sciurus variegatoides) were also included in the census. Population densities are calculated, habitat types are described, and habitat use and activity periods are discussed.",8,12947599,Journal,ar,Article,100,2,2,Costa Rica | Dry season | King method | Mammals | Primates,13567,undefined,0,FALSE,21
true,https://api.elsevier.com/content/abstract/scopus_id/0042235426,SCOPUS_ID:0042235426,2-s2.0-0042235426,"Abundancia, estructura poblacional y crecimiento de Atrina maura (Bivalvia: Pinnidae) en una laguna costera tropical del Pacífi;co mexicano",Ahumada-Sempoal M.,Revista de Biologia Tropical,00347744,50,3-4,1091-1100,2002-09-01,September 2002,"The abundance, population structure, and growth of the Pen-shell Atrina maura in the Corralero-Alotengo tropical lagoon system in Oaxaca, Mexico, were studied from February to September of 1997. An abundance analysis showed significant temporal and spatial differences (Kruskal-Wallis, p< 0.001). Two spatial groups of abundance were found in the area, one from the mouth of the lagoon system to the middle of the Penshell bank, and the other between the middle of the Pen-shell bank and the head of the system. Three temporal periods of abundance were found (February-April-May; July-August; March-June-September). The distribution of population size showed that benthic recruitment of A. maura occurred from February to July. Length frequency of A. maura is commonly wide-ranging; nevertheless, in this study Pen-shell organisms with a valve length of 15 cm were frequently found. The growth rate length was 3.7 cm/month during the dry season (February to May), and 3.5 cm/month during the rainy season (June to September). Sex ratio was maintained at 1:1 from February to May, but males were dominant from June to August, and the minimum length for reproduction was registered at 10 cm valve length.",21,12947592,Journal,ar,Article,100,3,3,Abundance | Atrina maura | Growth | Pen-shell | Population structure | Tropical coastal lagoon,13567,undefined,0,FALSE,22
true,https://api.elsevier.com/content/abstract/scopus_id/0041971295,SCOPUS_ID:0041971295,2-s2.0-0041971295,Las publicaciones de investigación biomédica en la Revista de Biología Tropical,Gutiérrez J.,Revista de Biologia Tropical,00347744,50,3-4,941-949,2002-09-01,September 2002,"The contributions published in Revista de Biología Tropical in the area of Biomedical Sciences are reviewed in terms of number of contributions and scope of research subjects. Biomedical Sciences, particularly Parasitology and Microbiology, constituted the predominant subject in the Revista during the first decade, reflecting the intense research environment at the School of Microbiology of the University of Costa Rica and at Hospital San Juan de Dios. The relative weight of Biomedicine in the following decades diminished, due to the outstanding increment in publications in Biological Sciences; however, the absolute number of contributions in Biomedical Sciences remained constant throughout the last decades, with around 80 contributions per decade. In spite of the predominance of Parasitology as the main biomedical subject, the last decades have witnessed the emergence of new areas of interest in the Revista, such as Pharmacology of natural products, Toxinology, especially related to snake venoms, and Human Genetics. This retrospective analysis evidences that Biomedical Sciences, particularly those related to Tropical Medicine, were a fundamental component during the first years of Revista de Biología Tropical, and have maintained a significant presence in the scientific output of this journal, the most relevant scientific publication in biological sciences in Central America.",3,12947580,Journal,ar,Article,100,1,1,Biomedical Sciences | Microbiology | Parasitology | Revista de Biología Tropical | Tropical Medicine,13567,undefined,0,FALSE,23
true,https://api.elsevier.com/content/abstract/scopus_id/0041806478,SCOPUS_ID:0041806478,2-s2.0-0041806478,"Man-made lakes, ecological studies and conservation needs in Nigeria",Araoye P.,Revista de Biologia Tropical,00347744,50,3-4,857-864,2002-09-01,September 2002,"The benefit derived from the creation of man-made lakes in Nigeria and other developing countries is usually associated with great risks. Whenever we establish a dam, it appears we dam the inherent consequences to the detriment of man and his environment. Debts were incurred by the countries concerned, man and animals were displaced, arable lands destroyed including degradation of forest and wild life resources. The creation of dams have also ignored the prevention of man and his life stock from the inherent spread of water borne diseases. The purpose for which a dam is created is threatened if man is indiscriminately exposed to the risk of water borne diseases. The poor and uneconomic management of the fish resources is also another major issue of concern. In order to tap the full potentials of reservoir projects and to promote conservation, it is important to have a round table talk involving all stake holders during the planning stage of such projects. Therefore apart from the engineering works, there is also need for collaboration with all experts from related fields especially the biologists, sociologists and economists for bio-socio-economic reasons during the planning and implementation stages of dam projects in Nigeria and other developing countries.",7,12947571,Journal,re,Review,100,1,1,Artificial lakes | Conservation | Dams | Fish resources | Nigeria,13567,undefined,0,FALSE,24
true,https://api.elsevier.com/content/abstract/scopus_id/0041735282,SCOPUS_ID:0041735282,2-s2.0-0041735282,Medio siglo de publicaciones botánicas en la Revista de Biología Tropical,León J.,Revista de Biologia Tropical,00347744,50,3-4,879-892,2002-09-01,September 2002,"Over its first half century the Revista de Biologfa Tropical published many papers and supplements dealing with the botany. However, the Revista is not a primary botanical journal. A wide variety of topics and geographic sources have been included, taking into consideration species from the Neotropics, but also from India and Nigeria. A complete index of botanical papers is presented.",4,12947575,Journal,ar,Article,100,1,1,Botanic | Costa Rica | Latin America | Tropical science,13567,undefined,0,FALSE,25
