@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/16644386763,SCOPUS_ID:16644386763,2-s2.0-16644386763,"Mollusks of Manuel Antonio National Park, Pacific Costa Rica",Willis S.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,25-36,2001-12-01,December 2001,"The mollusks in Manuel Antonio National Park on the central section of the Pacific coast of Costa Rica were studied along thirty-six transects done perpendicular to the shore, and by random sampling of subtidal environments, beaches and mangrove forest. Seventy-four species of mollusks belonging to three classes and 40 families were found: 63 gastropods, 9 bivalves and 2 chitons, during this study in 1995. Of these, 16 species were found only as empty shells (11) or inhabited by hermit crabs (5). Forty-eight species were found at only one locality. Half the species were found at one site, Puerto Escondido. The most diverse habitat was the low rocky intertidal zone. Nodilittorina modesta was present in 34 transects and Nerita scabricosta in 30. Nodilittorina aspera had the highest density of mollusks in the transects. Only four transects did not clustered into the four main groups. The species composition of one cluster of transects is associated with a boulder substrate, while another cluster of transects associates with site. Two clusters were not associated to any of the factors recorded. Some species were present in previous studies but absent in 1995, while others were absent in the previous studies but found in 1995. For example, Siphonaria gigas was present in 1995 in many transects with a relatively high density, but absent in 1962, probably due to human predation before the establishment of the park. Including this study, a total of 97 species of mollusks in three classes and 45 families have been reported from Manuel Antonio National Park. Sixty-nine species are new reports for the area: 53 gastropods, 14 bivalves and 2 chitons. There are probably more species of mollusks at Manuel Antonio National Park, than the 97 reported here, because some areas have not been adequately sampled (e.g., deep environments) and many micro-mollusks could not be identified.",5,15264519,Journal,ar,Article,100,2,2,Biodiversity | Costa Rica | Intertidal zone | Mollusks | Pacific,13567,undefined,0,FALSE,11
true,https://api.elsevier.com/content/abstract/scopus_id/16644376121,SCOPUS_ID:16644376121,2-s2.0-16644376121,"Limnology of Botos Lake, a tropical crater lake in Costa Rica",Umaña V. G.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,1-10,2001-12-01,December 2001,"Botos Lake, located at the Poas Volcano complex (Costa Rica) was sampled eight times from 1994 to 1996 for physicochemical conditions of the water column and phytoplanktonic community composition. Depth was measured at fixed intervals in several transects across the lake to determine its main morphometric characteristics. The lake has an outlet to the north. It is located 2580 m above sea level and is shallow, with a mean depth of 1.8 m and a relative depth of 2.42 (surface area 10.33 ha, estimated volume 47.3 hm3). The lake showed an isothermal water column in all occasions, but it heats and cools completely according to weather fluctuations. Water transparency reached the bottom on most occasions (> 9 m). The results support the idea that the lake is polymictic and oligotrophic. The lake has at least 23 species of planktonic algae, but it was always dominated by dinoflagellates, especially Peridinium inconspicuum. The shore line is populated by a sparse population of Isoetes sp. and Eleocharis sp. mainly in the northern shore where the bottom has a gentle slope and the forest does not reach the shore.",6,15264516,Journal,ar,Article,100,1,1,Crater lake | Limnology | Neotropics | Peridinium inconspicuum | Plankton | Temporal variation,13567,undefined,0,FALSE,12
true,https://api.elsevier.com/content/abstract/scopus_id/16644375274,SCOPUS_ID:16644375274,2-s2.0-16644375274,"Abundance of Petrolisthes armatus (Crustacea: Porcellanidae) on a tropical estuarine intertidal rocky beach, Gulf of Nicoya estuary, Costa Rica",Díaz-Ferguson E.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,97-101,2001-12-01,December 2001,"Population of the porcellanid crab Petrolisthes armatus was studied on a rocky intertidal beach located at the Punta Morales peninsula in the mid upper Gulf of Nicoya estuary, Pacific coast of Costa Rica, from December 1997 to November 1998 (14 dates). Horizontal plankton tows (280 micron mesh net) were also made to verify the presence of P. armatus larvae. Crabs were collected every 3 m along three 18 m long transects, at two sites on the beach, by placing a bottomless bucket fringed with canvas to prevent the organisms from escaping under the rim. A total of 15 382 P. armatus were collected. Only 146 (0.95%) crabs had a carapace lenght longer than 10 mm, and 8 995 (58.5%) were in the size range of 2 to 4.5 mm. The remaining crabs 6 241 (40.5%) were in the size range of 4.6 to 10 mm. Male and female P. armatus were represented by 2 777 and 3 518 individuals respectively, with a sex ratio of 1:1.26. Ovigerous females were found at all dates and included 2 937 individuals (83 % of females). Plankton tows yielded only 73 larvae of P. armatus (Zoea 1), with a density of 1.2 larvae/m3. No statistically significant seasonal trends in the population of this species were detected. P. armatus appears to reproduce continuously the year around in Punta Morales, and some peaks of abundance were present during the dry and rainy seasons. These trends are similar to trends reported for other crustacean species in the Gulf of Nicoya.",11,15264524,Journal,ar,Article,100,2,2,Costa Rica | Crustacea | Gulf of Nicoya | Petrolisthes | Porcellanidae | Rocky intertidal,13567,undefined,0,FALSE,13
true,https://api.elsevier.com/content/abstract/scopus_id/16644364434,SCOPUS_ID:16644364434,2-s2.0-16644364434,Levantamiento tectónico de la costa del Pacifico central de Costa Rica,Denyer P.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,179-183,2001-12-01,December 2001,"Three fossil coral samples (Pocillopora elegans and Pocillopora damicornis) were collected from a beachrock in Puerto Escondido, central Pacific coast of Costa Rica. The age of the samples ranged from 1272±60 to 2010±60 years BP. They represent some of the few Holocene fossil corals known from the Pacific coast of the Americas. The uplift rate for the central Pacific coast of Costa Rica was calculated in 0.4 to 2.1 mm year-1.",2,15264532,Journal,ar,Article,100,2,2,Beachrock | Corals | Costa Rica | Fossils | Pocillopora | Tectonic uplift,13567,undefined,0,FALSE,14
true,https://api.elsevier.com/content/abstract/scopus_id/16644362892,SCOPUS_ID:16644362892,2-s2.0-16644362892,Marine biodiversity of Costa Rica: The phyla Sipuncula and Echiura,Dean H.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,85-90,2001-12-01,December 2001,"Fourteen species of Sipuncula belonging to 9 genera have been reported from Costa Rican waters, mostly from the Pacific coast. Three of these species are new records for Costa Rica (Phascolion strombus (Montagu 1804), Aspidosiphon (Aspidosiphon) muelleri Diesing 1851, and Aspidosiphon (Aspidosiphon) gracilis schnehageni (W. Fisher 1946)). One species of Echiura, Thalassema steinbecki Fisher 1946, in the order Echiuroinea, has been reported from the Pacific coast of Costa Rica.",16,15264522,Journal,ar,Article,100,1,1,Biodiversity | Costa Rica | Echiura | Sipuncula,13567,undefined,0,FALSE,15
true,https://api.elsevier.com/content/abstract/scopus_id/14044267487,SCOPUS_ID:14044267487,2-s2.0-14044267487,"El manglar y otras asociaciones vegetales de la laguna de Gandoca, Limón, Costa Rica",Coll M.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,321-329,2001-12-01,December 2001,"Six plant associations were identified at Gandoca Lagoon by photointerpretation and field verification: a) mangroves, b) palm trees swamp, and palm trees with Acrostichum aureum and A. danaefolium, c) mixed palm trees, d) very humid tropical rain forest, and e) tropical beach vegetation. The mangroves cover 12.5 ha surrounding the lagoon and extend 2 km up the Gandoca River. Rhizophora mangle (red mangrove) was the dominant species, with Avicennia germinans (black mangrove), Laguncularia racemosa (white mangrove) y Conocarpus erectus (button-wood) also present. Moving inland the mangroves grade into a tropical rain forest. Gandoca, the largest and best preserved mangrove of Caribbean Costa Rica, tripled its area from 1976 to 2000. Possible causes include sedimentation and the Limón earthquake, which may have subside the lagoon area.",10,15264546,Journal,ar,Article,100,3,3,Caribbean | Costa Rica | Gandoca lagoon | Mangrove | Plant association | Wetlands,13567,undefined,0,FALSE,16
true,https://api.elsevier.com/content/abstract/scopus_id/13944277904,SCOPUS_ID:13944277904,2-s2.0-13944277904,"Variación de las propiedades termohalinas en el Golfo de Nicoya, Costa Rica",Brenes C.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,145-152,2001-12-01,December 2001,"The time-space behavior of thermohaline properties of the water masses in the Gulf of Nicoya, a tropical estuary in the Costa Rican Pacific coast, was studied by sampling monthly from April 1992 to April 1993. The saline field has a seasonal maximum during April, a month before the maximum temperature is observed. Minimun values were observed during October and November, in the rainy season. A defined surface saline front is located towards the east of Negritos Islands; it is produced by the interaction of freshwater from the Tarcoles River and the oceanic waters that enter through the occidental coast of the gulf. The vertical distribution of temperature and salinity indicates a gulf whose internal area is highly stratified in the rainy season, and much less stratified, or even well mixed in the dry season. The outer area of the Gulf is stratified throughout the year.",6,15264528,Journal,ar,Article,100,3,3,Estuary | Stratification | Thermohaline characteristics | Water masses,13567,undefined,0,FALSE,17
true,https://api.elsevier.com/content/abstract/scopus_id/13944270086,SCOPUS_ID:13944270086,2-s2.0-13944270086,Planktonic primary production in a tidally influenced mangrove forest on the Pacific coast of Costa Rica,Gocke K.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,279-288,2001-12-01,December 2001,"The seasonal variation of planktonic primary productivity was measured during one year in the main channel in the interior part of the mangrove forest of the Estero de Morales (Estero de Punta Morales), a mangrove system located in the Golfo de Nicoya at the Pacific coast of Costa Rica. Samples were incubated at the surface, 0.5 m and 1.0 m depth and the ""light and dark bottle technique"" was employed. The annual gross primary productivity (PPg) was 457 and the net primary productivity (PPn) was 278 g C m-2 a-1. Daily PPg ranged from 0.29 to 3.88 and PPn from 0.12 to 2.76 g C m-2 d-1. The highest rates observed in May and September were due to red tide blooms. The seasonal variation of primary productivity inside the mangrove forest depends closely on the PP in the adjacent area of the upper Golfo de Nicoya. Obviously the PP was light-limited since the compensation depth in the ebb current was found at only 1m depth. In the flood current it was somewhat deeper. The planktonic primary productivity inside the mangrove forest was completely restricted to the open channels. A simultaneous measurement demonstrated that PPn of the phytoplankton could not take place under the canopy of the mangroves. Additional studies on the time course of the oxygen concentration in the mouth of the main channel over 24 hrs demonstrated a relation between the O2 and the tidal curves. The ebb current had always lower O2 concentrations than the flood current, regardless of the time of the day. The difference to the foregoing high tide, however, was much smaller when the low tide occurred during the day. This indicates that under the canopy the net primary production and hence O2 liberation of the attached macro- and microalgae, together with the high PPn of the phytoplankton in the channels, helped the oxygen concentration not to decrease as far as during the night. Nevertheless it shows that the consumtion of organic material in the submersed part of the mangrove forest exceeds always its production.",11,15264542,Journal,ar,Article,100,3,3,Golfo de Nicoya | Mangrove forest | Oxygen concentration | Phytoplankton | Primary productivity,13567,undefined,0,FALSE,18
true,https://api.elsevier.com/content/abstract/scopus_id/13944269019,SCOPUS_ID:13944269019,2-s2.0-13944269019,Some Nereididäe (Annelida: Polychaeta) from the Pacific Coast of Costa Rica,Dean H.K.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,37-67,2001-12-01,December 2001,"Fifteen species of Nereididae (Annelida: Polychaeta) belonging to nine genera are reported from the subtidal and intertidal of the Pacific Coast of Costa Rica. A new species, Nereis costaricaensis, is described. Laeonereis brunnea Hartmann-Schröder 1959 is removed from synonomy with L. culveri (Webster 1880) while Perinereis seridentata (Hartmann-Schröder 1959) is moved from the genus Neanthes based upon the presence of bar-shaped paragnaths on area VI of the proboscis. The presence of Neanthes micromma Harper 1979 is an extension of the range of this species from the Gulf of California and Neanthes roosevelti Hartman 1939 is the first record of this species since its description from the Galapagos. A taxonomic key to these nereidid species is included.",21,15264520,Journal,ar,Article,100,1,1,Costa Rica | Eastern Pacific | Nereididae | Polychaeta | Tropical,13567,undefined,0,FALSE,19
true,https://api.elsevier.com/content/abstract/scopus_id/13944262748,SCOPUS_ID:13944262748,2-s2.0-13944262748,Spatial distribution of light and nutrients in some coral reefs of Costa Rica during January 1997,Muller-Parker G.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,251-263,2001-12-01,December 2001,"The proximity of coral reefs to areas of present and future coastal development in Costa Rica highlights the need for assessing environmental conditions important to maintaining healthy corals. In January 1997 a survey of light penetration, inorganic nutrient concentrations, temperature, and salinity was conducted in the patch reefs of Bahía Culebra (Pacific Ocean) and on the Caribbean coast in the fringing reef at Parque Nacional Cahuita and near Limón. Temperature was 28°C at all sites, and salinity ranged from 33 to 36 psu. Light attenuation coefficients ranged from 0.12 to 0.29 m-1 in reef areas. Seawater nutrient concentrations were within the range of concentrations reported for tropical reef waters; combined NO3- and NO2- and PO43- were each below 1 μM. NH4+ ranged from 0.2 to 7 μM, representing a significant source of nitrogen. The ratio of total dissolved inorganic nitrogen to phosphate averaged 27 for all reef waters. The high nitrate (3.6 μM) and light attenuation (0.95 m-1) values from the surface waters of the La Estrella plume (Caribbean coast) show that this river represents a significant source of nitrogen and light attenuation for the neighboring reefs at Cahuita. This survey provides a useful baseline for future studies, which should monitor these important coastal coral reef areas during both wet and dry seasons.",10,15264539,Journal,ar,Article,100,2,2,Bahía Culebra | Cahuita | Coral reefs | Costa Rica | Light profiles | Limón | Seawater nutrients,13567,undefined,0,FALSE,20
true,https://api.elsevier.com/content/abstract/scopus_id/13944259952,SCOPUS_ID:13944259952,2-s2.0-13944259952,"The effects of trawling on the benthic fauna of the Gulf of Nicoya, Costa Rica",Rostad T.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,91-95,2001-12-01,December 2001,"Four van Veen grab replicates where collected to sample macrofauna (organism retained on a 500 μ mesh sieve) at four stations in the Gulf of Nicoya, during October 24, 1997, January 16 and April 30, 1998. This information was used to search for any effects of trawling on the benthic fauna. Two stations where located in a trawled area, and two stations where in a protected area. Diversity (H+) varied from 2.01 to 3.52 in the trawled area and from 2.13 to 2.78 in the protected area. Diversity was generally higher in the trawled area, and this was in contradiction to what we would have expected from other studies where the trend has been that trawling reduces diversity. Brittlestars and lancelets seemed to be the groups mostly harmed by the trawling, while amphipods where more abundant in trawled areas. The multivariate analyses did not reveal the patterns of faunal change as well as we hoped. This is surely because of our lack of more replicate samples. The multivariate analyses are easily confounded when few sites are analyzed. We have found differences in the type of fauna found in trawled and protected areas and, considering the differences in environmental variables in our stations and our lack of replication, this indicates that there are differences and a larger investigation is in order to reveal its magnitude.",5,15264523,Journal,ar,Article,100,2,2,Benthic disturbance | Grab | Gulf of Nicoya | Trawling,13567,undefined,0,FALSE,21
true,https://api.elsevier.com/content/abstract/scopus_id/13944255676,SCOPUS_ID:13944255676,2-s2.0-13944255676,Capitellidae (Annelida: Polychaeta) from the Pacific Coast of Costa Rica,Dean H.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,69-84,2001-12-01,December 2001,"Eleven species of Capitellidae (Annelida: Polychaeta) belonging to eight genera are reported from the subtidal and intertidal of the Pacific Coast of Costa Rica. Three species, Mediomastus ambiseta, M. californiensis and Notomastus hemipodus, are found in highest abundances and are widespread in subtidal and intertidal environments. A taxonomic key to these species is included.",21,15264521,Journal,ar,Article,100,1,1,Capitellidae | Costa Rica | Eastern Pacific | Polychaeta | Tropical,13567,undefined,0,FALSE,22
