@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0031763459,SCOPUS_ID:0031763459,2-s2.0-0031763459,Sex allocation and the evolutionary transition between solitary and gregarious parasitoid development,Ode P.,American Naturalist,00030147,152,5,757-761,1998-11-05,1998,10.1086/286206,34,Journal,no,Note,100,2,2,Clutch size | Gregarious species | Parasitic Hymenoptera | Siblicide | Sibling rivalry | Solitary species,12604,undefined,0,FALSE,11,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031761980,SCOPUS_ID:0031761980,2-s2.0-0031761980,Frequency-dependent pollen discounting contributes to maintenance of a mixed mating system in the common morning glory Ipomoea purpurea,Chang S.,American Naturalist,00030147,152,5,671-683,1998-11-05,1998,10.1086/286198,53,Journal,ar,Article,100,2,2,Frequency-dependent selection | Herkogamy | Ipomoea purpurea | Mating system | Pollen discounting,12604,undefined,0,FALSE,12,"Pollen discounting, a reduction in outcross success associated with increased selfing, was evaluated in the common morning glory Ipomoea purpurea. A field experiment was conducted to estimate selfing rates and outcross success using small arrays of plants with large or small anther-stigma distance (ASD). To evaluate the effect of genotypic composition on the mating-system parameters, arrays were composed of five different frequencies of small- and large-ASD genotypes. While the selfing rates of genotypes with small ASD were consistently higher than genotypes with large ASD regardless of the genotypic frequency, outcross success was negatively frequency dependent. The genotype that was at lower frequency in the array had higher outcrossing success in three out of the four array types with unequal frequencies. This advantage-when-rare phenomenon can contribute to preventing the fixation of either extreme ASD-morph and maintaining a mixed mating system in I. purpurea.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031734443,SCOPUS_ID:0031734443,2-s2.0-0031734443,Experimental tests of the dependence of arthropod diversity on plant diversity,Siemann E.,American Naturalist,00030147,152,5,738-750,1998-11-05,1998,10.1086/286204,456,Journal,ar,Article,100,4,4,Arthropod diversity | Grasslands | Herbivores | Parasites | Plant diversity | Predators,12604,undefined,0,FALSE,13,"Because a diversity of resources should support a diversity of consumers, most models predict that increasing plant diversity increases animal diversity. We report results of a direct experimental test of the dependence of animal diversity on plant diversity. We sampled arthropods in a well-replicated grassland experiment in which plant species richness and plant functional richness were directly manipulated. In simple regressions, both the number of species planted (log2 transformed) and the number of functional groups planted significantly increased arthropod species richness but not arthropod abundance. However, the number of species planted was the only significant predictor of arthropod species richness when both predictor variables were included in ANOVAs or a MANOVA. Although highly significant, arthropod species richness regressions had low R2 values, high intercepts (24 arthropod species in monocultures), and shallow slopes. Analyses of relations among plants and arthropod trophic groups indicated that herbivore diversity was influenced by plant, parasite, and predator diversity. Furthermore, herbivore diversity was more strongly correlated with parasite and predator diversity than with plant diversity. Together with regression results, this suggests that, although increasing plant diversity significantly increased arthropod diversity, local herbivore diversity is also maintained by, and in turn maintains, a diversity of parasites and predators.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031734208,SCOPUS_ID:0031734208,2-s2.0-0031734208,A clarification of pollen discounting and its joint effects with inbreeding depression on mating system evolution,Harder L.,American Naturalist,00030147,152,5,684-695,1998-11-05,1998,10.1086/286199,126,Journal,ar,Article,100,2,2,Floral evolution | Geitonogamy | Plant reproduction | Pollen export | Pollination | Self-pollination,12604,undefined,0,FALSE,14,"Given the predominance of outcrossing by angiosperms, large costs must often overwhelm the genetic benefit of selfing derived from contributing two haploid genomes to each offspring rather than one. In addition to the well-studied genetic cost of inbreeding depression, selfing imposes a mating cost whenever self-pollination reduces opportunities for pollen export. Because self-pollination is a heterogeneous process, pollen discounting and its evolutionary consequences vary with pollination conditions. In this article we model self-pollination as comprising discounting and nondiscounting components, and we consider the consequences of this heterogeneity for outcross siring success. Aided by this depiction of pollination, we then compare previous theoretical representations of pollen discounting and consider their relative virtues. Finally, we consider conditions that would allow a population to be invaded by a variant with different pollination characteristics. This analysis exposes the pollination conditions implicit in standard results of mating system theory. It also identifies associations between four possible changes in pollination expected in different reproductive environments, including the incidence of positive or negative correlations between self-pollination and pollen export. These results emphasize the benefits of expanding the theory of plant reproduction to recognize explicitly when and how pollination mechanisms affect mating outcomes.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031734075,SCOPUS_ID:0031734075,2-s2.0-0031734075,Intrapopulation sex ratio variation in the salt grass Distichlis spicata,Eppley S.,American Naturalist,00030147,152,5,659-670,1998-11-05,1998,10.1086/286197,52,Journal,ar,Article,100,3,3,Bulked segregant analysis | RAPD | Sex ratio | Spatial segregation,12604,undefined,0,FALSE,15,"In many dioecious plant populations, males and females appear to be spatially segregated, a pattern that is difficult to explain given its potentially high costs. However, in asexually propagating species, spatial segregation of the sexes may be indistinguishable from superficially similar patterns generated by random establishment of a few genets followed by extensive clonal spread and by gender-specific differences in rates of clonal spread. In populations where a significant fraction of individuals are not flowering and gender cannot be assigned to this fraction, apparent spatial segregation of the sexes may be due to differential flowering between the sexes. We confirm reports that flowering ramets of the clonal, perennial grass Distichlis spicata are spatially segregated by sex. We extend these studies in two fundamental ways and demonstrate that this species exhibits true spatial segregation of the sexes. First, using RAPD markers, we estimated that at least 50% of ramets in patches with biased sex ratios represent distinct genotypes. Second, we identified a RAPD marker linked to female phenotype (eliminating the possibility that gender is environmentally determined) and used it to show that the majority of patches exhibit significantly biased sex ratios for both ramets and genets, regardless of flowering status.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031733934,SCOPUS_ID:0031733934,2-s2.0-0031733934,Time and energy constraints in pinniped lactation,Boyd I.,American Naturalist,00030147,152,5,717-728,1998-11-05,1998,10.1086/286202,72,Journal,ar,Article,100,1,1,Energetics | Evolution | Lactation | Pinniped,12604,undefined,0,FALSE,16,"Previous reviews have recognized patterns of lactation in pinnipeds divided along phylogenetic lines. This study extended previous models of lactation in pinnipeds by explicitly taking into account all the energetic costs to mothers. Based on an analysis of time-energy budgets, the feasible lactation strategy for a species can be shown to depend on body mass. Due to increased metabolic costs of maintenance, species with a large body mass cannot normally sustain lactation by foraging during lactation unless they have access to rich local prey resources. Consequently, large pinnipeds must normally sustain lactation from body reserves. This disadvantage is compensated in large pinnipeds by freedom to forage in support of offspring at greater range whereas small pinnipeds are restricted to foraging within the locality of the pupping colony. In the absence of correlations between major life-history variables and body mass in pinnipeds, the principal patterns of lactation are likely to be different solutions to the trade-off between foraging on a relatively rich prey resource at long range and foraging on a poorer prey resource within a restricted range. Hence phylogeny may be less important than adaptation in the evolution of pinniped lactation.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031733548,SCOPUS_ID:0031733548,2-s2.0-0031733548,Models suggesting field experiments to test two hypotheses explaining successional diversity,Pacala S.,American Naturalist,00030147,152,5,729-737,1998-11-05,1998,10.1086/286203,188,Journal,ar,Article,100,2,2,Competition colonization | Successional diversity | Successional niche,12604,undefined,0,FALSE,17,"A simple mathematical model of competition is developed that includes two alternative mechanisms promoting successional diversity. The first underpins the competition-colonization hypothesis in which early successional species are able to persist because they colonize disturbed habitats before the arrival of late successional dominant competitors. The second underpins the niche hypothesis, in which early successional species are able to persist, even with unlimited colonization by late successional dominants, because they specialize on the resource-rich conditions typical of recently disturbed sites. We modify the widely studied competition-colonization model so that it also includes the mechanism behind the niche hypothesis. Analysis of this model suggests simple experiments that determine whether the successional diversity of a field system is maintained primarily by the competition-colonization mechanism, primarily by the niche mechanism, by neither, or by both. We develop quantitative metrics of the relative importance of the two mechanisms. We also discuss the implications for the management of biodiversity in communities structured by the two mechanisms.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031719286,SCOPUS_ID:0031719286,2-s2.0-0031719286,Antagonistic coevolution over productivity gradients,Hochberg M.,American Naturalist,00030147,152,4,620-634,1998-10-12,1998,10.1086/286194,156,Journal,ar,Article,100,2,2,Adaptation | Coevolution | Conservation | Geographic range | Predator-prey interactions | Productivity gradient | Spatial models,12604,undefined,0,FALSE,18,"This study addresses the question of how spatial heterogeneity in prey productivity and migration act to determine geographic patterns in antagonistic coevolution with a predator. We develop and analyze a quantitative coevolutionary model for a predator-prey interaction. If the model is modified appropriately, the results could broadly apply to multispecies communities and to herbivore-plant, parasite-host, and parasitoid-host associations. Model populations are distributed over a gradient in prey birth rate (as a measure of productivity). Each population, in each patch, is made up of a suite of strains. Each strain of the predator has a certain ability to successfully attack each strain of the prey. We consider scenarios of isolated patches, global migration, and stepping-stone (i.e., local) migration over a linear string of patches. The most pervasive patterns are the following: Investments in predator offense and prey defense are both maximal in the patches of highest prey productivity; when there are no constraints on maximal investment, mean predation evolves to highest levels in the most productive patches; similarly, the predator has a greater impact (measured as the percentage reduction in prey density) on the prey population in high productivity patches as compared with low productivity ones in spite (even after evolution) of prey abundance being highest in the most productive patches; and migration has the net effect of shunting relatively offensive and defensive strains from productive patches to nonproductive ones, potentially resulting in the elimination of otherwise rare, low-investment clones. A modification of the model to gene-for-gene type interactions predicts that generalist strains (in terms of the range of strains the predator can exploit or the prey can fend off) dominate in productive areas of the prey, whereas specialists prevail in marginal habitats. Assuming a wide range of productivities over the prey's geographical distribution, the greatest strain diversity should be found in habitats of intermediate productivity. We discuss the implications of our study for adaptation and conservation. Empirical studies are in broad accord with our findings.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031710824,SCOPUS_ID:0031710824,2-s2.0-0031710824,Annual variability in seed production by woody plants and the masting concept: Reassessment of principles and relationship to pollination and seed dispersal,Herrera C.M.,American Naturalist,00030147,152,4,576-594,1998-10-12,1998,10.1086/286191,319,Journal,ar,Article,100,4,4,Crop size | Mast fruiting | Pollination | Seed dispersal | Seed production,12604,undefined,0,FALSE,19,"By analyzing 296 published and unpublished data sets describing annual variation in seed output by 144 species of woody plants, this article addresses the following questions. Do plant species naturally fall into distinct groups corresponding to masting and nonmasting habits? Do plant populations generally exhibit significant bimodality in annual seed output? Are there significant relationships between annual variability in seed production and pollination and seed dispersal modes, as predicted from economy of scale considerations? We failed to identify distinct groups of species with contrasting levels of annual variability in seed output but did find evidence that most polycarpic woody plants seem to adhere to alternating supra-annual schedules consisting of either high or low reproduction years. Seed production was weakly more variable among wind-pollinated taxa than animal-pollinated ones. Plants dispersed by mutualistic frugivores were less variable than those dispersed by either inanimate means or animals that predominantly behave as seed predators. We conclude that there are no objective reasons to perpetuate the concept of mast fruiting in the ecological literature as a shorthand to designate a distinct biological phenomenon. Associations between supra-annual variability in seed output and pollination and seed dispersal methods suggest the existence of important reproductive correlates that demand further investigation.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031695918,SCOPUS_ID:0031695918,2-s2.0-0031695918,Red queen meets Santa Rosalia: Arms races and the evolution of host specialization in organisms with parasitic lifestyles,Kawecki T.,American Naturalist,00030147,152,4,635-651,1998-10-12,1998,10.1086/286195,133,Journal,ar,Article,100,1,1,Coevolution | Host preference | Host races | Parasites | Specialization | Speciation,12604,undefined,0,FALSE,20,"I argue that nonequilibrium allele frequency dynamics due to coevolution can drive the evolution of specialized host races in parasites capable of host choice for example, herbivorous insects or parasitoids. The proposed mechanism does not require genetic trade-offs in performance on different host species. It is based on the premise thai the ability of the parasite to overcome the resistance of different host species is to a large degree genetically independent that is, controlled by different loci. The intuitive rationale is that the genetic lineage of a parasite that evolves host preference becomes more consistently exposed to selection for performance on its preferred host. Such a choosy lineage can thus coevolve faster in response to evolving host defenses than a generalist lineage distributed among several host species. Given genetic variation in host preference, an initially generalist parasite population evolves toward specialized host races, each choosing one host species. This idea is supported by a series of multilocus models of coevolution between a parasite and two host species, in which the parasite virulence on each host is affected by a different set of loci and an additional locus or two loci control host choice.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031688953,SCOPUS_ID:0031688953,2-s2.0-0031688953,Sex allocation in haplodiploid cyclical parthenogens with density-dependent proportion of males,Aparici E.,American Naturalist,00030147,152,4,652-657,1998-10-12,1998,10.1086/286196,32,Journal,no,Note,100,3,3,Cyclical parthenogens | Evolutionarily stable strategy | Haplodiploid sex determination | Mathematical model | Rotifers | Sex allocation,12604,undefined,0,FALSE,21,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031669462,SCOPUS_ID:0031669462,2-s2.0-0031669462,A meta-analysis of adaptive deme formation in phytophagous insect populations,Van Zandt P.,American Naturalist,00030147,152,4,595-604,1998-10-12,1998,10.1086/286192,108,Journal,ar,Article,100,2,2,Evolutionary ecology | Local adaptation | Statistical power,12604,undefined,0,FALSE,22,"The adaptive deme formation (ADF) hypothesis predicts that herbivorous insects become locally adapted to their host plants over time. Since its inception, approximately 17 independent studies have tested ADF, and they are divided in support and rejection of the hypothesis. This field of insect evolutionary ecology has a contentious history, and the contradictory studies obscure our understanding of the general evolutionary importance of adaptive deme formation in phytophagous insects. We conducted a meta-analysis in an attempt to clarify this issue. Meta-analysis is a statistical method for quantitatively comparing and synthesizing the results of different studies in a way that is more objective than a traditional literature review. Our analysis indicates that local adaptation is an important phenomenon in diverse insect systems. Contrary to predictions of the original hypothesis, there was no evidence that insect dispersal ability, and ostensibly gene flow, was associated with local adaptive differentiation. There was some indication that breeding (parthenogenetic, haplodiploid, diplodiploid) and feeding (exophagous, endophagous) modes may influence the evolution of locally adapted demes. Our analysis supports the theory of adaptive deme formation and provides guidance for future research directions.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031669104,SCOPUS_ID:0031669104,2-s2.0-0031669104,Why more productive sites have more species: An experimental test of theory using tree-hole communities,Srivastava D.,American Naturalist,00030147,152,4,510-529,1998-10-12,1998,10.1086/286187,420,Journal,ar,Article,100,2,2,Detritivores | Productivity | Species richness | Species-energy theory | Tree hole,12604,undefined,0,FALSE,23,"One of the most common explanations for an increase in species richness with productivity is what we have dubbed the 'More Individuals Hypothesis.' According to this hypothesis, more productive sites can support higher total abundances and, since species richness is an increasing function of total abundance, so will it be of productivity. This hypothesis assumes that communities are limited by productivity. We tested the More Individuals Hypothesis using the detritivorous aquatic insect communities of tree holes. When tree holes with varying levels of productivity (debris amount) were allowed tO be colonized (through oviposition), more productive tree holes did have more species but not more individuals. Neither was total energy use strictly proportional to productivity. Only in communities forced to disassemble through productivity reductions were the predictions of the More Individuals Hypothesis satisfied. Ovipositing adults may prefer productive tree holes not because they contain more resources but because they are anticipated to be less likely to dry out. In tree holes, and more generally, the More Individuals Hypothesis is an insufficient explanation for increases in species richness with productivity because it neither accounts for the different processes of local colonization and extinction nor allows body size to correlate with extinction risk.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031667809,SCOPUS_ID:0031667809,2-s2.0-0031667809,Sexual dimorphism in immune defense,Møller A.,American Naturalist,00030147,152,4,605-619,1998-10-12,1998,10.1086/286193,120,Journal,ar,Article,100,3,3,Birds | Bursa of Fabricius | Parasitism | Sexual selection | Spleen,12604,undefined,0,FALSE,24,"Sex differences in parasitism are common and may depend on sex differences in intensity of sexual competition, immunosuppression, or exposure to parasites. We used a large data set on the mass of two immune defense organs in birds (the bursa of Fabricius and the spleen) to test for consistent sex differences in immune defense. Males had a relative spleen mass that was consistently smaller, but more variable, than that of females across species of birds. A sex difference in the size of the spleen was not present among juveniles but was large and statistically significant among adults. The suppression of spleen mass in adult males increased with a measure of intensity of sexual selection: The frequency of extra-pair paternity. These findings suggest that sex differences in parasitism may arise as a consequence of sex differences in immune function, as mediated by sexual selection.",NA,NA
