@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,pubmed-id,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/11944250741,SCOPUS_ID:11944250741,2-s2.0-11944250741,Clustering due to acceleration in the response to population gradient: A simple self-organization model,Tyutyunov Y.,American Naturalist,00030147,164,6,722-735,2004-12-01,December 2004,10.1086/425232,"We explore the phenomenon of animal self-organization due to autotaxis, that is, the movement of individuals induced by their own density gradient. There is natural evidence that clustering occurs as a result of the interplay between random and directed movements of individuals due to mutual attraction and repulsion. Classically, it is assumed that taxis velocity is determined by the density gradient of some stimulus. However, it is known that partial differential equation (PDE) diffusion-advection models that rest on this assumption cannot give a realistic representation of a stationary or moving cohesive group of individuals with a uniform interior density and sharp edges. Pioneering work by Okubo and coworkers suggests that the acceleration of individuals (rather than their velocity directly) is proportional to the population density gradient. A PDE model resting on this finding was constructed and investigated. The model demonstrates the formation of steady heterogeneous structures of the required shape. This feature can be interpreted as dynamic self-organization, like fish shoaling or insect swarming. This model is the first to achieve this result while considering an autonomous population in a simple PDE framework. Analytical and numerical studies show that the link between the acceleration and the density gradient is crucial for the appearance of clusters.",33,Journal,ar,Article,100,3,3,Animal aggregation | Nonuniform steady state | Swarming | Taxis-diffusion partial differential equation,12604,undefined,0,FALSE,NA,NA,11,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/11844276093,SCOPUS_ID:11844276093,2-s2.0-11844276093,Trade-off geometries and frequency-dependent selection,De Mazancourt C.,American Naturalist,00030147,164,6,765-778,2004-12-01,December 2004,10.1086/424762,"Life-history evolution is determined by the interplay between natural selection and adaptive constraints. The classical approach to studying constrained life-history evolution - Richard Levins's geometric comparison of fitness sets and adaptive functions - is applicable when selection pressures are frequency independent. Here we extend this widely used tool to frequency-dependent selection. Such selection pressures vary with a population's phenotypic composition and are increasingly recognized as ubiquitous. Under frequency dependence, two independent properties have to be distinguished: evolutionary stability (an evolutionarily stable strategy cannot be invaded once established) and convergence stability (only a convergence stable strategy can be attained through small, selectively advantageous steps). Combination of both properties results in four classes of possible evolutionary outcomes. We introduce a geometric mode of analysis that enables predicting, for any bivariate selection problem, evolutionary outcomes induced by trade-offs of given shape, shapes of trade-offs required for given evolutionary outcomes, the set of all evolutionary outcomes trade-offs can induce, and effects of ecological parameters on evolutionary outcomes independent of trade-off shape.",122,Journal,ar,Article,100,2,2,Adaptive dynamics | Curvature | Fitness sets | Frequency-dependent selection | Invasion fitness | Trade-offs,12604,undefined,0,FALSE,all,All Open Access,12,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744317088,SCOPUS_ID:8744317088,2-s2.0-8744317088,Maintenance of trophic structure in fossil mammal communities: Site occupancy and taxon resilience,Jernvall J.,American Naturalist,00030147,164,5,614-624,2004-11-01,November 2004,10.1086/424967,"Commonness of organisms typically fluctuates through time, and understanding such fluctuations has long been an important part of ecological research. Studies at paleontological timescales provide a perspective on how changes in population size might affect community structure over millions of years. To overcome the obstacle that population size parameters such as abundance are difficult to detect in the fossil record, we here used fossil locality coverage to approximate changes in site occupancy in the Neogene of Europe over the course of 20 million years. Our aim was to examine whether the trophic structure of mammalian communities is maintained through time despite continuing environmental change. Ecomorphological grouping of fossils indicates that herbivore genera have low taxon resilience in that each genus has predominantly only one locality coverage peak before disappearance. Despite this continuous replacement of the most prevalent herbivore genera, the herbivore trophic group as a whole remains the largest and maintains a roughly constant share of locality coverage throughout the Neogene. The successive herbivore genera, however, show increasing adaptations to harshening environments, indicating shifting properties of niches while the overall trophic structure is conserved. Carnivores, dependent on primary productivity for food indirectly through their prey, show moderate lack of resilience. In contrast, in omnivores changes in locality coverage are close to random fluctuations.",66,Journal,ar,Article,100,2,2,Ecomorphology | Herbivory | Macroevolution | Population size | Primary consumers | Trophic structure,12604,undefined,0,FALSE,NA,NA,13,15540151,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744310772,SCOPUS_ID:8744310772,2-s2.0-8744310772,Do hosts and parasites coevolve? Empirical support from the Schistosoma system,Webster J.,American Naturalist,00030147,164,5 SUPPL.,NA,2004-11-01,November 2004,10.1086/424607,"Coevolution between host and parasite is, in principle, a powerful determinant of the biology and genetics of infection and disease. However, coevolution is difficult to demonstrate rigorously in practice and therefore has rarely been observed empirically, particularly in animal-parasite systems. Research on host-schistosome interactions has the potential for making an important contribution to the study of coevolution or reciprocal adaptation. This may be particularly pertinent because schistosomes represent an indirectly transmitted macroparasite, so often overlooked among both theoretical and empirical studies. Here we present ideas and experiments on host-schistosome interactions, in part reviewed from published work but focusing in particular on preliminary novel data from our ongoing studies of potential host-schistosome evolution and coevolution in the laboratory. The article is split into three main sections: we first focus on the evidence for evolution in the host, then in the parasite, before combining both to illustrate the gathering evidence of host-parasite coevolution in the snail-schistosome system. In particular, we demonstrate that genetic architecture, variability, and selective pressures are present for the evolution of resistance and susceptibility, virulence, and infectivity to occur, the mechanisms allowing such polymorphisms to be maintained, and that hosts and parasites appear to have reciprocal effects on each other's phenotype and genotype.",55,Journal,cp,Conference Paper,100,3,3,Coevolution | Evolution | Host | Parasite | Schistosome | Snail,12604,undefined,0,FALSE,NA,NA,14,15540140,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744309157,SCOPUS_ID:8744309157,2-s2.0-8744309157,Host sex and local adaptation by parasites in a snail-trematode interaction,Lively C.M.,American Naturalist,00030147,164,5 SUPPL.,NA,2004-11-01,November 2004,10.1086/424605,"One of the leading theories for the evolutionary stability of sex in eukaryotes relies on parasite-mediated selection against locally common host genotypes (the Red Queen hypothesis). As such, parasites would be expected to be better at infecting sympatric host populations than allopatric host populations. Here we examined all published and unpublished infection experiments on a snail-trematode system (Potamopyrgus antipodarum and Microphallus sp., respectively). A meta-analysis demonstrated significant local adaptation by the parasite, and a variance components analysis showed that the variance due to the host-parasite interaction far exceeded the variance due to the main effects of host source and parasite source. The meta-analysis also indicated that asexual host populations were more resistant to allopatric sources of parasites than were (mostly) sexual host populations, but we found no significant differences among parasite populations in the strength of local adaptation. This result suggests that triploid asexual snails are more resistant to remote sources of parasites, but the parasite has, through coevolution, overcome the difference. Finally, we found that the degree of local adaptation did not depend on the genetic distance among host populations. Taken together, the results demonstrate that the parasites are adapted, on average, to infecting their local host populations and suggest that they may be a factor in selecting against common host genotypes in natural populations.",108,Journal,cp,Conference Paper,100,5,5,Coevolution | Local adaptation | Meta-analysis | Parasites | Red Queen hypothesis | Sexual reproduction,12604,undefined,0,FALSE,NA,NA,15,15540142,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744309148,SCOPUS_ID:8744309148,2-s2.0-8744309148,Normalized mutual entropy in biology: Quantifying division of labor,Gorelick R.,American Naturalist,00030147,164,5,677-682,2004-11-01,November 2004,10.1086/424968,"Division of labor is one of the primary adaptations of sociality and the focus of much theoretical work on self-organization. This work has been hampered by the lack of a quantitative measure of division of labor that can be applied across systems. We divide Shannon's mutual entropy by marginal entropy to quantify division of labor, rendering it robust over changes in number of individuals or tasks. Reinterpreting individuals and tasks makes this methodology applicable to a wide range of other contexts, such as breeding systems and predator-prey interactions.",48,Journal,re,Review,100,4,4,Division of labor | Entropy | Information theory | Task specialization,12604,undefined,0,FALSE,NA,NA,16,15540157,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744303901,SCOPUS_ID:8744303901,2-s2.0-8744303901,Soil water balance and ecosystem response to climate change,Porporato A.,American Naturalist,00030147,164,5,625-632,2004-11-01,November 2004,10.1086/424970,"Some essential features of the terrestrial hydrologic cycle and ecosystem response are singled out by confronting empirical observations of the soil water balance of different ecosystems with the results of a stochastic model of soil moisture dynamics. The simplified framework analytically describes how hydroclimatic variability (especially the frequency and amount of rainfall events) concurs with soil and plant characteristics in producing the soil moisture dynamics that in turn impact vegetation conditions. The results of the model extend and help interpret the classical curve of Budyko, which relates evapotranspiration losses to a dryness index, describing the partitioning of precipitation into evapotranspiration, runoff, and deep infiltration. They also provide a general classification of soil water balance of the world ecosystems based on two governing dimensionless groups summarizing the climate, soil, and vegetation conditions. The subsequent analysis of the links among soil moisture dynamics, plant water stress, and carbon assimilation offers an interpretation of recent manipulative field experiments on ecosystem response to shifts in the rainfall regime, showing that plant carbon assimilation crucially depends not only on the total rainfall during the growing season but also on the intermittency and magnitude of the rainfall events.",469,Journal,ar,Article,100,3,3,Climate change | Ecosystem response | Plant water stress | Soil moisture | Soil water balance | Stochastic processes,12604,undefined,0,FALSE,NA,NA,17,15540152,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744293842,SCOPUS_ID:8744293842,2-s2.0-8744293842,The evolution of mimicry under constraints,Holen Ø.,American Naturalist,00030147,164,5,598-613,2004-11-01,November 2004,10.1086/424972,"The resemblance between mimetic organisms and their models varies from near perfect to very crude. One possible explanation, which has received surprisingly little attention, is that evolution can improve mimicry only at some cost to the mimetic organism. In this article, an evolutionary game theory model of mimicry is presented that incorporates such constraints. The model generates novel and testable predictions. First, Batesian mimics that are very common and/or mimic very weakly defended models should evolve either inaccurate mimicry (by stabilizing selection) or mimetic polymorphism. Second, Batesian mimics that are very common and/ or mimic very weakly defended models are more likely to evolve mimetic polymorphism if they encounter predators at high rates and/ or are bad at evading predator attacks. The model also examines how cognitive constraints acting on signal receivers may help determine evolutionary stable levels of mimicry. Surprisingly, improved discrimination abilities among signal receivers may sometimes select for less accurate mimicry.",53,Journal,ar,Article,100,2,2,Aggressive mimicry | Arms race | Batesian mimicry | Evolutionary stable strategy (ESS) | Polymorphism | Signal detection,12604,undefined,0,FALSE,NA,NA,18,15540150,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744286774,SCOPUS_ID:8744286774,2-s2.0-8744286774,"Spatial structure, dispersal, and management of a recovering raptor population",Kauffman M.,American Naturalist,00030147,164,5,582-597,2004-11-01,November 2004,10.1086/424763,"The recovery of the peregrine falcon (Falco peregrinus anatum) in California has taken place amid strong geographical differences in habitat quality, potentially creating a sink population in the southern coastal habitat and source populations in the northern interior and urban habitats. We analyzed long-term monitoring data to investigate the mechanisms and consequences of spatial structuring for the recovery of this set of nonstable subpopulations. Dispersal rates between habitats were asymmetric, with extremely limited dispersal out of the interior habitat and a strong tendency for birds in the southern coast to disperse to the urban habitats. We used these dispersal estimates and habitat-specific productivity rates to build a set of regional population models that describe population growth within and dispersal between each subpopulation. We tested for the existence of habitat-specific survival and territory acquisition rates by comparing model projections with the number of breeding pairs censused annually in each subpopulation. Our analyses indicate a high rate of survival for interior birds and suggest that both the interior and urban subpopulations were regulated by territory availability over the study period. The inherent spatial structure of this regional peregrine falcon population has had a considerable influence on its recovery and management.",42,Journal,ar,Article,100,3,3,Asymmetric dispersal | Peregrine falcon | Population regulation | Reintroduction | Source-sink | Spatial structure,12604,undefined,0,FALSE,NA,NA,19,15540149,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744279195,SCOPUS_ID:8744279195,2-s2.0-8744279195,An experimental test of the dose-dependent effect of carotenoids and immune activation on sexual signals and antioxidant activity,Alonso-Alvarez C.,American Naturalist,00030147,164,5,651-659,2004-11-01,November 2004,10.1086/424971,"Carotenoid-based sexual traits are thought to be reliable indicators of male quality because they might be scarce and therefore might indicate the ability of males to gather high-quality food and because they are involved in important physiological functions (as immune enhancers and antioxidants). We performed an experiment where male and female zebra finches (Taeniopygia guttata) were provided with increasing carotenoid doses in the drinking water during 4 weeks (bill color of this species is a carotenoid-based sexual signal). Simultaneously, birds were split into two groups: one receiving weekly injections of Escherichia coli lipopolysaccharide in order to activate the immune system, the other being injected with the same volume of phosphate buffered saline. We assessed how carotenoid availability and immune activation affected the amount of circulating plasma carotenoids, the beak color, and the antioxidant defenses (assessed as the resistance of red blood cells to a controlled free radical attack). Carotenoid availability affected the amount of circulating carotenoids and beak color; both variables reached a plateau at the highest carotenoid doses. Immune activation diverted carotenoids from plasma, and this in turn affected the expression of the sexual trait. Finally, we found a positive correlation between the change in circulating carotenoids and antioxidant defenses. These results support the idea that carotenoids have important physiological properties that ensure the honesty of carotenoid-based sexual traits.",269,Journal,ar,Article,100,7,7,Immune activation | Ornamental coloration | Oxidative stress | Plasma carotenoids | Sexual selection | Zebra finch,12604,undefined,0,FALSE,all,All Open Access,20,15540154,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744274332,SCOPUS_ID:8744274332,2-s2.0-8744274332,"New insights into chimpanzees, tools, and termites from the Congo basin",Sanz C.,American Naturalist,00030147,164,5,567-581,2004-11-01,November 2004,10.1086/424803,"The tool-using behaviors of wild chimpanzees comprise the most impressive assemblages and flexible repertoires of non-human material culture. We expand knowledge of the breadth and complexity of tool use in this species by providing the first descriptions of the form and function of two distinct tool sets used by chimpanzees in preying upon termites within the forests of the Goualougo Triangle, Republic of Congo. Further, we report the first application of remote video monitoring technology to record wild chimpanzee tool-using behavior. Based on tool assemblages recovered at termite nests, we hypothesized that chimpanzees were regularly visiting two forms of termite nests and using specific tools to extract termite prey depending on the structure of the nest. Six months of continuous remote video monitoring at six termite nests confirmed that chimpanzees use a tool set to puncture and fish at subterranean termite nests and another tool set to perforate and fish at epigeal (aboveground) nests. Our findings of strict adherence to tool forms at different nest types, tool material selectivity, repeated visits to nests with reusable wood tool assemblages, and differences in material culture between communities have broad implications for our understanding of the ecological and cultural factors that shape hominoid tool use.",171,Journal,ar,Article,100,3,3,Fishing | Pan troglodytes troglodytes | Perforating | Puncturing | Termite predation | Tool use,12604,undefined,0,FALSE,NA,NA,21,15540148,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/8744266368,SCOPUS_ID:8744266368,2-s2.0-8744266368,"How the spatial scales of dispersal, competition, and environmental heterogeneity interact to affect coexistence",Snyder R.,American Naturalist,00030147,164,5,633-650,2004-11-01,November 2004,10.1086/424969,"Spatial coexistence depends on a variety of biological and physical processes, and the relative scales of these processes may promote or suppress coexistence. We model plant competition in a spatially varying environment to show how shifting scales of dispersal, competition, and environmental heterogeneity affect coexistence. Spatial coexistence mechanisms are partitioned into three types: the storage effect, nonlinear competitive variance, and growth-density covariance. We first describe how the strength of each of these mechanisms depends on covariances between population densities and between population densities and the environment, and we then explain how changes in the scales of dispersal, competition, and environmental heterogeneity should affect these covariances. Our quantitative approach allows us to show how changes in the scales of biological and physical processes can shift the relative importance of different classes of spatial coexistence mechanisms and gives us a more complete understanding of how environmental heterogeneity can enable coexistence. For example, we show how environmental heterogeneity can promote coexistence even when competing species have identical responses to the environment.",126,Journal,ar,Article,100,2,2,Coexistence | Competition | Dispersal | Kernels | Spatial heterogeneity | Spatial scale,12604,undefined,0,FALSE,NA,NA,22,15540153,NA,NA
