@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/84885901605,SCOPUS_ID:84885901605,2-s2.0-84885901605,"Spider diversity in cultures of Citrus sinensis (Rutaceae) in Corrientes province, Argentina",Avalos G.,Revista de Biologia Tropical,00347744,22152075,61,3,1243-1260,2013-09-01,September 2013,"Spiders are predators that reduce insect pest populations in agroecosystems. In spite that the presence of spider assemblages has been described in different crop plants, no reports have been done for Citrus species in Argentina. We studied the spider community associated with cultures of Citrus sinensis in the province of Corrientes, Argentina, in two plots (AM1 irrigated and AM2 unirrigated) of 0.82 hectares each. Spiders were collected monthly by using pitfall traps, hand capture, agitation of foliage and sieving of soil litter. A total of 7 174 specimens were collected (33 families, 44 genera and 200 species/morphospecies). The AM1 recorded 3 811 individuals (33 families, 179 species/morphospecies) and AM2 3 363 individuals (31 families, 174 spe-cies/morphospecies). November, December and January showed the highest abundance in both plots. A total of 70% of collected spiders were juveniles. Eight families were the most abundant and represented 75% of spiders collected in both plots, the largest being Lycosidae. We identified eight guilds in both plots, for which the ground runners resulted the most abundant (AM1 n=1341, s=39, n=999 AM2, s=33), followed by orb weavers (AM1 n=637, s=36; AM2 n=552, s=33), the stalkers (AM1 n=471, s=43, AM2 n=453, s=47) and the space web-builders (AM1 n=446, s=23; AM2 n=342, s=25). The analysis of alpha diversity in both plots (AM1H'=4.161, J'=0.802; AM2 H'=4.184, J'=0.811) showed no significant differences (t=1.083 p=0.279). The linear dependences model was the one with the best fit results, where the species observed were more than estimated. Clench model estimated 90.9% of the spiders observed in the unit with irrigation and 90.6% in the unit without irrigation.",13,24027921,Journal,ar,Article,100,4,4,Agroecosystems | Araneae | Citrus | Diversity | Natural enemies,13567,undefined,0,FALSE,35,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84885897098,SCOPUS_ID:84885897098,2-s2.0-84885897098,"Trophic ecology of the exotic lerma livebearer poeciliopsis infans (cyprinodontiformes: Poeciliidae) in the lago de pátzcuaro, central Mexico",Ramírez-Herrejón J.P.,Revista de Biologia Tropical,00347744,22152075,61,3,1289-1300,2013-09-01,September 2013,"Exotic fish species has caused several impacts on aquatic biodiversity. The Lago de Pátzcuaro has some well-studied exotic species, except the Lerma livebearer Poeciliopsis infans. This fish species was introduced into the Lago de Pátzcuaro before 1997 and the aspects of its biology are still unknown. In this study we assessed aspects of the trophic ecology of this exotic fish, P. infans, using gut content and stable isotope analysis to understand its capacity to tolerate anthropogenic environmental degradation in the Lago de Pátzcuaro. We also determined its trophic guild position (TP) using the TrophLab Program and stable isotope. Niche breadth was calculated by standardized Levins' Index (Bi). Fish was captured with a seine during wet and dry seasons at six environmentally different sites and gut contents were obtained. We analyzed a total of 239 gut contents of P. infans. The contribution of each food item in the diet was quantified using frequency of occurrence and area percentage. The importance of each prey item was determined according to the index of relative importance (IRI), and the omnivory index (OI) was used to assess the feeding behavior. Fish were categorized by size and the diet was compared between fish sizes and sites. Dorsal muscle tissue and water hyacinth tissue was obtained for nitrogen isotope signature (δ15N) analysis. Additionally, we measured water and habitat quality to evaluate environmental conditions at each site. We concluded that P. infans is an omnivore (OI=0.28) that consumes mainly detritus (44%), epiphytic diatoms (37%), and secondary on terrestrial insects (6%) and zooplankton (10%). The fish can behave as a specialist (Bi=0.39) or generalist (Bi=0.68) and as a primary consumer (TROPH=2.2; TP=2.3) with a feeding strategy that was the same at different sizes, seasons and sites. None of the evaluated sites showed good environmental quality. We argue that P. infans can tolerate changes in water quality and feeding items availability, because it can exploit resources in multiple trophic webs. However, this species could be dependent on habitat complexity, especially in the aquatic vegetation cover.",11,24027924,Journal,ar,Article,100,5,5,Ecological strategy | Introduced species | Shallow lake | Tolerant species | Trophic ecology,13567,undefined,0,FALSE,36,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84885894344,SCOPUS_ID:84885894344,2-s2.0-84885894344,Plant regeneration from callus cultures of vitex trifolia (lamiales: Lamiaceae): A potential medicinal plant,Samantaray S.,Revista de Biologia Tropical,00347744,22152075,61,3,1083-1094,2013-09-01,September 2013,"Vitex trifolia is a shrub species with popular use as a medicinal plant, for which leaves, roots and flowers have been reported to heal different distresses. The increasing exploitation of these plants has endangered its conservation, and has importantly justified the use of biotechnological tools for their propagation. Our aim was to present an efficient protocol for plant regeneration through organogenesis; and simultaneously, to analyze the genetic homogeneity of the established clonal lines by Randomly Amplified Polymorphic DNA (RAPD) and Inter Simple Sequence Repeat (ISSR) markers. Plantlet regeneration was achieved in callus cultures derived from stem, leaf and petiole explants of V. trifolia on a differently supplemented Murashige & Skoog medium, and incubated at 25±2°C under a light intensity of 61μmol/m2s from cool white fluorescent lamps and a 16h photoperiod. The rate of shoot bud regeneration was positively correlated with the concentration of hormones in the nutrient media. Shoot buds regenerated more rapidly from stem and petiole explants as compared to leaf explants on medium containing 11.10μM BAP in combination with 0.54μMNAA. Addition of 135.74-271.50μM adenine sulphate (Ads) and 0.72-1.44μM gibberellic acid (GA3) to the culture medium increased the growth of shoot buds. The highest rate of shoot bud regeneration responses was obtained in stem explants using 11.10μM BAP in combination with 0.54μM NAA, 271.50μM Ads and 1.44μM GA3. In vitro rooting of the differentiated shoots was achieved in media containing 1.23μM indole butyric acid (IBA) with 2% (w/v) sucrose. Regenerated plantlets were successfully established in soil with 86% survival under field condition. Randomly Amplified Polymorphic DNA and Inter Simple Sequence Repeat markers analyses have confirmed the genetic uniformity of the regenerated plantlets derived from the second up to fifth subcultures. This protocol may help in mass propagation and conservation of this important medicinal plant of great therapeutic potential.",8,24027909,Journal,ar,Article,100,3,3,In vitro | Inter simple sequence repeats | Medicinal plant | Micropropagation | Plant regeneration | Randomly amplified polymorphic dna,13567,undefined,0,FALSE,37,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877313500,SCOPUS_ID:84877313500,2-s2.0-84877313500,"Feeding habits of Sphoeroides testudineus (Perciformes: Tetraodontidae) in the lagoon system of Ria Lagartos, Yucatán, Mexico",Chi-Espínola A.,Revista de Biologia Tropical,00347744,22152075,61,2,849-858,2013-06-01,June 2013,"Sphoeroides testudineus is a dominant species in the coastal systems of Yucatán. Because of its wide distribution, occurrence and abundance performs an important functional role in coastal ecosystems. We assessed the trophic preferences and trophic-level variation in space and time for this species in Ria Lagartos lagoon, an hyperhaline ecosystem located Northwest of Yucatan Peninsula. The specimens were collected bimonthly during two annual periods (2004-2005 and 2007-2008) in 23 sites distributed along the system into four zones (marine, channel, Coloradas West and Coloradas East). Spatial and seasonal trophic variations were evaluated using canonical correspondence analysis (ACC). In a total of 382 individuals, 68 food resources included in 20 trophic groups were obtained. Higher relative importance index values (IIR) were obtained for bivalves, gastropods and macrophytes. Seasonal trophic variation showed that bivalves and gastropods were consumed along the year, while macrophytes were a preferential food during rains and windy seasons. Spatial variation indicates lower gastropods consumption at the inner zone of the system, and the opposite ocurred with bivalves. The consumption of macrophytes may be due to their greater abundance during rains and in the channel zone. The ACC showed that spatial trophic variation was due because of the abundance of the preferential preys (bivalves, gastropods), while seasonal differences by the secondary (amphipods, eggs, nematodes, brachyuran, detritus, nematodes). The results contribute to the biological knowledge of the species and highlight the importance and trophic function of S. testudineus for the energy transfer from the benthos to higher trophic levels of the food chain.",16,23885595,Journal,ar,Article,100,2,2,Bivalves | Feeding habits | Gastropods | Macrophytes | Ría Lagartos | Sphoeroides testudineus,13567,undefined,0,FALSE,38,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877311482,SCOPUS_ID:84877311482,2-s2.0-84877311482,"Concentration of Hg, Pb, Cd, Cr and As in liver Carcharhinus limbatus (Carcharhiniformes: Carcharhinidae) captured in Veracruz, Mexico",Mendoza-Díaz F.,Revista de Biologia Tropical,00347744,22152075,61,2,821-828,2013-06-01,June 2013,"Pollution by heavy metals in marine ecosystems in the Gulf of Mexico is one of the hardest conservation issues to solve. Sharks as top predators are bioindicators of the marine ecosystem health, since they tend to bioaccumulate and biomagnify contaminants; they also represent a food source for local consumption. Thus, the objective of this study was to study the possible presence of heavy metals and a metalloid in livers of Carcharhinus limbatus. For this, a total of 19 shark livers were taken from animals captured nearby Tamihua, Veracruz, Mexico from December 2007 to April 2008. 12 out of the 19 captured sharks were males, one was an adult female, three were juvenile males, and three juvenile females. Four heavy metals (Hg, Pb, Cd, and Cr) and one metaloid (As) were analyzed in shark livers using an atomic absorption spectrophotometry with flame and hydride generator. Our results showed that the maximum concentrations found were: Hg=0.69mg/kg, Cd=0.43mg/kg, As=27.37mg/kg, Cr=0.70mg/kg. The minimum concentrations found were: As=14.91mg/kg, Cr=0.35mg/kg. The Pb could not be determined because the samples did not have the spectrophotometer minimum detectable amount (0.1mg/kg). None of the 19 samples analyzed showed above the permissible limits established by Mexican and American laws. There was a correlation between shark size and Cr and As concentration (Pearson test). The concentration of Cr and As was observed to be higher in bigger animals. There was not a significant difference in heavy metals concentration between juveniles and adults; however, there was a difference between males and females. A higher Cr concentration was found in females when compared to males. None of the samples exceed the maximum limit established by the laws of Mexico and the United States of America. Much longer studies are needed with C. limbatus and other species caught in the region, in order to determine the degree of contaminants exposure in aquatic ecosystems and to identify potential health risks to consumers.",4,23885592,Journal,ar,Article,100,6,6,Carcharhinus limbatus | Gulf of Mexico | Heavy metals | Marine ecosyst | Pollution | Sharks,13567,undefined,0,FALSE,39,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877306478,SCOPUS_ID:84877306478,2-s2.0-84877306478,"Food habits and winter diet of Charadrius melodus (Charadriiformes: Charadriidae) in Boca Ciega, Tamaulipas, Mexico",Banda-Villanueva I.,Revista de Biologia Tropical,00347744,22152075,61,2,841-848,2013-06-01,June 2013,"The Piping Plover (Charadrius melodus) is a migratory endangered species that arrives, along with a great number of other winter migratory birds, to Boca Ciega every year. In spite of the importance of this ecosystem, these species, are threatened by the current habitat change caused by the dredging activities in the area. With the aim to generate new information about the importance of this area during winter, we studied C. melodus activities during the winter season in Laguna Madre, from December 2009 to March 2010. Our objectives were: 1) determine the importance of the area during winter, 2) describe C. melodus ethology, feeding substrate preferences and food items, 3) to analyze and describe the sympatric diversity associated with C. melodus. A total of ninety nine individuals were observed during the monitoring. The Cochran and Kendall test showed a high significance of the species with the substrate and signs tests using a binomial distribution that indicated a high preference for algal type of substrate. The highest activity recorded for this species during this winter season was feeding. The principal food items found in sediments were larvae of Diptera: Chironomidae and Ephydridae. The sympatric species of C. melodus were two families of Charadriiforms: Scolopacidae (nine species) and Charadriidae (two species). We concluded that this is an important area for feeding, protection and rest sites for this species, and its protection and management is recommended.",0,23885594,Journal,ar,Article,100,4,4,Boca Ciega | Charadriidae | Laguna Madre | Mexico | Piping plover | Tamaulipas,13567,undefined,0,FALSE,40,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877302620,SCOPUS_ID:84877302620,2-s2.0-84877302620,"Composition, abundance and distribution of populations of commercially important gastropods in La Guajira, Colombian Caribbean",Nieto-Bernal R.,Revista de Biologia Tropical,00347744,22152075,61,2,683-700,2013-06-01,June 2013,"In the continental Colombian Caribbean the conch resource exploitation and the status of snails populations has been poorly studied, which are reflected in the lack of fisheries management. This study assesses composition, population density and distribution of the gastropods species that make conch resource in La Guajira region. Underwater visual censuses for snails were performed between September-November 2009 in 145 100×4m (400m2) transects, spanning a total area of 56 920m2 between Riohacha and Cabo de la Vela. The study was complemented with the evaluation of composition, abundance and size of gastropods conch found in the discarded-by-fishermen shell mounds in 13 beaches. In October 2010 another 40 transects were evaluated (16000m2) from the Southern of Riohacha to the Camarones village (La Guajira). We found a total of 9 911 snails belonging to 12 species, the most abundant being Strombus pugilis with 8 912 individuals and an average density of 1 538.4±3 662.6 ind./ha, followed by Vasum muricatum with 374 individuals and an average density of 51.8±91.2 ind./ha. Calculating the importance value index (IVI) for both living organisms as the empty shells on beaches, shows that Turbinella angulata is the most used species by artisanal fishermen in the region. Cassis madagascariensis and Cassis tuberosa are also important snail resources in the region (as suggested by the number of empty shells found in beaches), but its densities were low. Strombus gigas, with only three living organisms found in the area, presented the lowest abundance ever found in the Colombian Caribbean (0.52±3.6 ind./ha), showing that queen conch population in La Guajira cannot support commercial exploitation. The abundance of discarded S. gigas shells on beaches suggests resource exploitation in the recent past. Results remarks the urgency of implementing management plans for snail fisheries in the region.",4,23885583,Journal,ar,Article,100,5,5,Colombian caribbean | Gastropod | La guajira | Resource snail | Strombus gigas | Turbinella angulata,13567,undefined,0,FALSE,41,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877299463,SCOPUS_ID:84877299463,2-s2.0-84877299463,"Dieta, selectividad y solapamiento trófico entre las tallas del pez blanco Menidia humboldtiana (Atheriniformes: Atherinopsidae) en el embalse Tiacaque, México",Sánchez R.,Revista de Biologia Tropical,00347744,22152075,61,2,787-796,2013-06-01,June 2013,"Menidia humboldtiana, a native species of Mexico, is a common inhabitant of local reservoirs. It represents a highly appreciated fish of economic importance in the central part of the country because of its delicate flavor. Trophic behavior of this species is important to understand the relationships with other fish species in reservoirs. With the aim to study this specific topic, the trophic spectrum, selectivity coefficient and overlap, were determined among different sizes of the Silverside M. humboldtiana. For this, both zooplankton and fish samples were taken during four different seasons of 1995. Zooplankton samples were taken through a mesh (125micron), and all organisms were identified to generic level. Fish were captured and grouped into standard length intervals per season, and the stomach contents were obtained and analyzed. Trophic interactions included the stomach contents analysis (Laevastu method), the coefficient of selection (Chesson) and the trophic overlap (Morisita index modified by Horn) between sizes. A total of 14 zooplankton genera were identified, of which Bosmina was the most abundant (29 625 ind./10L) followed by Cyclops (9 496 ind./10L), during the spring. Small size fishes (1-4.9cm) consumed high percentages of Cyclops in the spring (61.24%) and winter (69.82%). Ceriodaphnia was consumed by fish sizes of 3-10.9cm (72.41%) and 13-14.9cm (95.5%) during the summer; while in autumn, small sizes (1-4.9cm) ingested Mastigodiaptomus and Ceriodaphnia; Daphnia and Bosmina were consumed by fishes of 5-8.9cm and the biggest sizes (9-14.9cm) feed on Ceriodaphnia. M. humboldtiana makes a selective predation by the genera Ceriodaphnia, Daphnia, Mastigodiaptomus, Bosmina and Cyclops, depending on the size length interval. The trophic overlap was very marked among all sizes on spring, autumn and winter, unlike in summer fish of 1-2.9 and 11-12.9cm did not show overlap with other length intervals. M. humboldtiana is a zooplanktivore species, which performs a selective predation and a marked trophic overlap between the different fish sizes.",0,23885589,Journal,ar,Article,100,3,3,Food selectivity | Menidia humboldtiana | Silverside | Trophic overlap | Zooplankton,13567,undefined,0,FALSE,42,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877296196,SCOPUS_ID:84877296196,2-s2.0-84877296196,Comparative anatomy of leaflets of Zamia acuminata and Z. pseudomonticola (Zamiaceae) in Costa Rica,Acuña-Castillo R.,Revista de Biologia Tropical,00347744,22152075,61,2,539-546,2013-06-01,June 2013,"The genus Zamia is morphologically and ecologically the most diverse of the order Cycadales. Throughout its history this genus has been restricted to the New World and is presently almost entirely restricted to the Neotropics. Unusual anatomical traits of the leaflets, such as the sunken stomata and thick cuticle, are common in this and related genera. The objective of this research was to study and compare the leaflet anatomy of Zamia acuminata and Z. pseudomonticola and establish possible phylogenetic relationships between the anatomical traits and the near relatives of these species. The leaf material was obtained from living plants and then processed for electron microscopy study. We found that both species are very similar to each other and to Z. fairchildiana, and that they share several unusual traits with other species of the genus, such as the parenchyma morphology, the spatial distribution of tissues between the veins and the stomata morphology. The main differences between these species were seen in their fiber clusters and in the abundance of trichome basal cells on the epidermis. The anatomical similarities between the three species could be the result of their close phylogenetic relationship and the divergences between them could be the result of recent speciation during the Pleistocene, resulting from geological changes in Southern Costa Rica.",9,23885572,Journal,ar,Article,100,2,2,Costa Rica | Leaflet anatomy | Zamia,13567,undefined,0,FALSE,43,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877295421,SCOPUS_ID:84877295421,2-s2.0-84877295421,A new subspecies of Heraclides androgeus (Lepidoptera: Papilionidae) and its biogeographical aspects,Vargas-Fernández I.,Revista de Biologia Tropical,00347744,22152075,61,2,711-733,2013-06-01,June 2013,"Heraclides androgeus epidaurus was described and illustrated by Godman & Salvin in 1890 based on specimens obtained in Veracruz, indicating that their distribution encompassed both the Pacific and Atlantic sides of Mexico. Later authors commented that there were morphological differences between the male wings from both populations. We analyzed, described and nominated Heraclides androgeus reyesorum ssp. nov. Vargas, Llorente & Luis distributed in the Mexican Pacific coast, based on 62 specimens, and compared it with H. a. epidaurus from the Gulf of Mexico, based on more than 200 specimens housed at UNAM: Museo de Zoología, Facultad de Ciencias and the Colección Nacional de Insectos of the Instituto de Biología, as well as some collections from the USA. The main characters were the width of the yellow and black bands on forewings in males, which had a significant difference between the populations of both sides of Mexico, although some characters were variable and showed partial overlap. In the hindwings, the differences were the extent of the subterminal lunules in dorsal and ventral view. We also analyzed the male genitalia, finding notorious differences in both sclerotic processes of the harpe. Subspecific differences between females refer to the brightness and extent of green spots on the hindwings and the extent of lunules in the ventral view. The greatest abundance of H. a. reyesorum ssp. nov. was in the tropical deciduous forest, with gallery forest and in the lower range of the cloud forest, present at altitudes of 500-800m and 1 000-1 750m, respectively. We discussed the pattern of endemism due to historical vicariant processes and explain the presence of the new subspecies of H. androgeus and other taxa of specific level.",1,23885585,Journal,ar,Article,100,3,3,Distribution | Endemism | Genitalia | Mexican pacific coast | Papilionidae | Semi-evergreen seasonal forest | Vicariance,13567,undefined,0,FALSE,44,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877291539,SCOPUS_ID:84877291539,2-s2.0-84877291539,"Composition and structure of the macrofauna associated with beds of two bivalve species in Cubagua Island, Venezuela",Hernández-Ávila I.,Revista de Biologia Tropical,00347744,22152075,61,2,669-682,2013-06-01,June 2013,"Bivalve aggregations constitute a microhabitat for a wide variety of organisms in intertidal, subtidal and deep-water marine benthic habitats. Increase in density of bivalve beds could offer more crevices and substratum for the associated fauna, affecting community composition. Beds of the Atlantic Pearl Oyster (Pinctada imbricata) and the Turkey Wing (Arca zebra) of contrasting population densities were evaluated to determine the composition and structure of the associated macrofauna of three taxa (Crustacea Decapoda, Mollusca and Echinodermata). We evaluated plots of three levels of bed density in both species, the associated fauna were identified and counted. Other species were collected by qualitative samples. Univariate and multivariate descriptors were tested comparing the associated fauna between the beds of two species at three levels of density. In these beds a total of 104 species belonging to 58 families were recorded. Mithraculus forceps (Majidae), Crucibulum auricula (Calyptraeidae) and Ophiotrix angulata (Ophiothrichidae) were the most common species found in these assemblages. The medium and high-density bivalve beds exhibited greater species number, abundance, Shannon diversity, evenness, taxonomic diversity, and taxonomic distinctness of associated fauna, than low-density bivalve beds. Moreover, multivariate analysis detected different assemblages of associated fauna between beds with different densities. Additionally, similarities were found in the communities of macrofauna in both beds of P. imbricata and Arca zebra. Our results suggest that bivalve aggregations at Cubagua Island provide additional habitat for macrofauna living in other shallow habitats such as Thalassia beds, corals and rocky environments. Bed density, associated with topographic complexity, represents an important factor for the composition and complexity of the associated fauna.",6,23885582,Journal,ar,Article,100,3,3,Arca zebra | Associated fauna | Crustacea | Echinodermata | Mollusca | Pinctada imbricata,13567,undefined,0,FALSE,45,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877291189,SCOPUS_ID:84877291189,2-s2.0-84877291189,"Density and reproduction of the Queen Conch Eustrombus gigas (Mesogastropoda: Strombidae) at Cabo Cruz, Desembarco del Granma National Park, Cuba",Cala Y.R.,Revista de Biologia Tropical,00347744,22152075,61,2,645-655,2013-06-01,June 2013,"The queen conch Eustrombus gigas is an important fisheries resource in the Caribbean region. In Cuba Island the studies about this resource are very scarce and particularly in the Southeastern regions of the country. With the aim to get important fishery information about this gastropod, adult Queen Conch density and frequency of reproductive activity were evaluated in Cabo Cruz, Cuba, during 2009-2010. Data from three seasons were obtained (rainy, dry and cold fronts periods) from three different areas: Farito, Guafe and Laguna. The highest density was observed in cold fronts season (468.5ind./ha) and the lowest occurred during the dry season (268.5ind./ha). The highest density was reported at Laguna (520.4ind./ha) and the lowest at Farito (290.9ind./ha). In total, 158 reproductive events were observed. The highest frequency was reported in rainy season (36%), followed by dry (9%) and cold fronts (5%) seasons. Reproductive behavior (mating and egg laying) was related to temperature and photoperiod. Reproductive activity was observed during the whole year, which suggests the existence of an important Queen Conch reserve in the Southeastern region of Cuba and an apparently self-sufficient population for recruitment. From our results we may conclude that, the population's sustainable exploitation is viable if the following management measures are observed: functional zoning within the area, rotation of fishing areas and a closed season. We recommend that the Laguna site should be protected as a reproduction zone and banned for fishing activities.",3,23885580,Journal,ar,Article,100,4,4,Caribbean sea | Eustrombus gigas | Fishery management | Protected areas | Reproduction evidence,13567,undefined,0,FALSE,46,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877290059,SCOPUS_ID:84877290059,2-s2.0-84877290059,"Seedlings growth and survival of five Acacia (Fabaceae) species that coexists in neotropical semiarid forests of Argentina, under different light and water availability conditions",Venier P.,Revista de Biologia Tropical,00347744,22152075,61,2,501-514,2013-06-01,June 2013,"Seedling establishment is one of the most risky stages of plants, especially in arid and semiarid regions, where low water availability and high solar radiation influence its emergence, development and survival. In seasonally dry xerophytic forests occurring in North-Western Córdoba, central Argentina, five neotropical species of Acacia co-exist: A. aroma, A. caven, A. atramentaria, A. gilliesii and A. praecox. With the aim to evaluate growth variables and survival of these five species seedlings, in response to water stress and different light availability conditions, a greenhouse experiment was undertaken from March to June of 2010. Although small differences were found between species (F=5.66, p=0.001), all of them showed high percentages of seedling survival in response to different light and water treatments, suggesting that seedlings would be tolerant to water stress and could be established both in light and shade. On the other hand, although all species showed an increase in growth in light conditions and without water stress, we have found some trends towards a greater growth in the seedlings of A. aroma, A. caven and A. atramentaria when compared to those of A. praecox and A. gilliessi in most of the variables considered (F=41.9, p<0.0001; F=7.06, p<0.0001; F=53.59, p<0.0001). This pattern was confirmed through a cluster analysis that classified the species in two main groups. These results, together with others already reported, would indicate a regenerative niche differentiation that might be favoring the regional coexistence of these five species in semiarid forests in central Argentina.",7,23885569,Journal,ar,Article,100,4,4,Acacia | Argentina | Coexistence | Seedling | Semiarid woodland | Shade | Water stress,13567,undefined,0,FALSE,47,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877284425,SCOPUS_ID:84877284425,2-s2.0-84877284425,Biogeographic regionalization of the mammals of tropical evergreen forests in Mesoamerica,Olguín-Monroy H.C.,Revista de Biologia Tropical,00347744,22152075,61,2,937-969,2013-06-01,June 2013,"Mesoamerica is a biologically complex zone that expands from Southern Mexico to extreme Northern Colombia. The biogeographical patterns and relationships of the mammalian fauna associated to the Mesoamerican Tropical Evergreen Forest (MTEF) are poorly understood, in spite of the wide distribution of this kind of habitat in the region. We compiled a complete georeferenced database of mammalian species distributed in the MTEF of specimens from museum collections and scientific literature. This database was used to create potential distribution maps through the use of environmental niche models (ENMs) by using the Genetic Algorithm for Rule-Set Production (GARP) using 22 climatic and topographic layers. Each map was used as a representation of the geographic distribution of the species and all available maps were summed to obtain general patterns of species richness in the region. Also, the maps were used to construct a presence-absence matrix in a grid of squares of 0.5 degrees of side, that was analyzed in a Parsimony Analysis of Endemicity (PAE), which resulted in a hypothesis of the biogeographic scheme in the region. We compiled a total of 41 527 records of 233 species of mammals associated to the MTEF. The maximum concentration of species richness (104-138 species) is located in the areas around the Isthmus of Tehuantepec, Northeastern Chiapas-Western Guatemala, Western Honduras, Central Nicaragua to Northwestern Costa Rica and Western Panama. The proposed regionalization indicates that mammalian faunas associated to these forests are composed of two main groups that are divided by the Isthmus of Tehuantepec in Oaxaca in: a) a Northern group that includes Sierra Madre of Chiapas-Guatemala and Yucatan Peninsula; and b) an austral group, that contains the Pacific slope of Chiapas towards the South including Central America. Some individual phylogenetic studies of mammal species in the region support the relationships between the areas of endemism proposed, which suggest a common biogeographical history. In spite that Mesoamerica is considered one of the most important hotspots for biological conservation, the poor knowledge of the biogeographic patterns, the scarcity of protected areas, and the high rate of habitat transformation due to human activities, make prioritary the development of conservation strategies that include patterns of species richness, endemism, and mammalian associations.",6,23885601,Journal,ar,Article,100,5,5,GARP | Mammals | Mesoamerica | Parsimony analysis of endemicity | Regionalization,13567,undefined,0,FALSE,48,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84877284254,SCOPUS_ID:84877284254,2-s2.0-84877284254,"Hyphessobrycon taphorni and H. eschwartzae (Teleostei: Characidae) two new species of fish in the basin of Madre de Dios river, Peru",García-Alzate C.A.,Revista de Biologia Tropical,00347744,22152075,61,2,859-873,2013-06-01,June 2013,"Hyphessobrycon with 129 valid species, is a genus of fish that has a great diversity of species in the Neotropical ichthyofauna, reaches its greatest diversity in the Amazon basin with about 70% of these species, is highly desired by hobbyists because of their beauty and color, and are still meeting new species. We analyzed specimens from the Departamento de Ictiología, Museo de Historia Natural de la Universidad Mayor de San Marcos, Lima, Perú (MUSM); and measurements of the specimens were taken point to point with digital calipers. Observations of bone and cartilage structures were made on cleared and stained (C&S) samples. The morphometric relationships between species using 21 variables were explored using a principal component analysis (PCA). Here we describe two new species, Hyphessobrycon taphorni and H. eschwartzae from the Madre de Dios River drainage, Peru. Hyphessobrycon taphorni sp. n. can be distinguished by the number of dorsal-fin rays (iii, 8), by the number of: pored lateral-line scales (4-5), teeth in the outer premaxillary row (1-2), teeth in the inner premaxillary row (7-8), by: the caudal-peduncle length (11.4-16.4% SL), number of lateral scales (28-29, except from H. loretoensis which has 29-30) and absence of a humeral spot (vs. present), it differs from H. loretoensis by the number of: scales between the lateral line and the anal fin origin (4 vs. 3) and maxillary teeth (2 vs. 3-4), and it differs from H. agulha by the number of branched pectoral-fin rays (11-12 vs. 9-10). Hyphessobrycon eschwartzae sp. n. is distinguished by the number of: simple anal-fin rays (iv), teeth on the dentary (13-15), teeth in the inner premaxillary row (6), teeth in the outer premaxillary row (3, except from H. heterorhabdus and H. loretoensis which have 3-4); it differs from H. loretoensis by the number of: pored lateral-line scales (7 vs. 9-10), scales between the lateral line and the dorsal-fin origin (5 vs. 3-4); it differs from H. agulha in the number of lateral scales (30-31 vs. 33-34), by the number of: predorsal scales (9 vs. 10), maxillary teeth (4 vs. 0-1); in having in life a red lateral stripe above the dark lateral stripe that extends from the posterior part of the opercle to the caudal peduncle (vs. absent) and by the presence of bony hooks in mature males only on the anal fin (vs. hooks on all fins, including the caudal).",9,23885596,Journal,ar,Article,100,3,3,Characid fish | New taxon | Peruvian Amazon | South America | Tetragonopterinae,13567,undefined,0,FALSE,49,NA,NA,NA,NA,NA
