@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/30344461273,SCOPUS_ID:30344461273,2-s2.0-30344461273,Warning displays in spiny animals: One (more) evolutionary route to aposematism,Speed M.,Evolution,00143820,15585646,59,12,2499-2508,2005-12-01,December 2005,10.1554/05-267.1,"To date, theoretical or laboratory simulations of aposematic evolution in prey animals have focused narrowly on internally stored chemical defense as the source of unprofitability and ignore aposematic advertisement of physical defenses such as spines (and defensive hairs, claws, etc.). This has occurred even though aposematism in spiny animals has been recognized since the 19th century. In this paper we present the first detailed theoretical consideration of aposematism in spiny animals, focusing on questions of initial evolution, costs of display, and coevolution of displays with defenses. Using an individual-based evolutionary model, we found that spines (or similar physical defenses) can easily evolve without aposematism, but when spines do evolve, aposematic displays can also easily evolve if they help to make the prey animal distinctive and if they draw attention to the physical threat. When aposematic displays evolve, they cause reduced investment in costly spines, so that, in addition to signaling unprofitability, aposematic display may enhance the cost-effectiveness of antipredator defenses (one exception to this conclusion is if the display is itself as costly as the defense). For animals with stinging spines, combining physical and chemical defense, the evolution of aposematic display may lead to reduced investment in the toxin compared to the spine. This occurs because spines act as both secondary (repellent) defenses and as primary defenses (their own visible, honest advertisement), whereas internally stored toxins only (generally) act as repellent secondary defenses. We argue that conspicuous aposematism in spines functions as an attention-getting mechanism, whereas conspicuous aposematic display in purely toxic animals may be explained by signal reliability arguments. Finally, one (more) route by which aposematism may initially evolve is by spiny rather than purely chemically defended species, spreading to species with other forms of secondary defense as the signal becomes common. © 2005 The Society for the Study of Evolution. All rights reserved.",66,16526498,Journal,ar,Article,100,2,2,Aposematism | Coevolution | Evolutionary simulation | Physical defense | Predation | Secondary defense,22104,undefined,0,FALSE,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30344455917,SCOPUS_ID:30344455917,2-s2.0-30344455917,The evolution of intratetrad mating rates,Johnson L.J.,Evolution,00143820,15585646,59,12,2525-2532,2005-12-01,December 2005,10.1554/05-398.1,"Intratetrad mating, the fusion of gametes formed in a single meiosis, has unusual consequences for genetic diversity, especially in genome regions linked to mating type loci. Here we investigate the fate of modifier alleles that alter the rate of intratetrad mating, under models of heterozygote advantage and of genetic load resulting from recurrent mutation. In both cases, intratetrad mating is favored if the recombination rate between the selected locus and mating type is less than the frequency of lethal recessive alleles at that locus in the population. Positive feedback often accelerates the invasion of modifiers to the intratetrad mating rate. Recombination rate and intratetrad mating rate exert indirect selection on one another, resulting in a cascading decline in outcrossing, even in the absence of any cost of sex. However, under recurrent mutation, alleles for obligate intratetrad mating invade only very slowly, perhaps explaining why outcrossing can persist at low frequencies in a largely intratetrad mating population. © 2005 The Society for the Study of Evolution. All rights reserved.",19,16526501,Journal,ar,Article,100,3,3,Anther smut | Breeding system | Parthenogenesis | Self-fertilization | Ustilago violacea,22104,undefined,0,FALSE,12,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30344455915,SCOPUS_ID:30344455915,2-s2.0-30344455915,An anomalous hybrid zone in Drosophila,Llopart A.,Evolution,00143820,15585646,59,12,2602-2607,2005-12-01,December 2005,10.1554/05-456.1,"Despite the genetic tractability of many of Drosophila species, the genus has few examples of the ""classic"" type of hybrid zone, in which the ranges of two species overlap with a gradual transition from one species to another through an area where hybrids are produced. Here we describe a classic hybrid zone in Drosophila that involves two sister species, Drosophila yakuba and D. santomea, on the island of São Tomé. Our transect of this zone has yielded several surprising and anomalous findings. First, we detected the presence of an additional hybrid zone largely outside the range of both parental species. This phenomenon is, to our knowledge, unique among animals. Second, the genetic analysis using diagnostic molecular markers of the flies collected in this anomalous hybrid zone indicates that nearly all hybrid males are F1s that carry the D. santomea X chromosome. This F1 genotype is much more difficult to produce in the laboratory compared to the genotype from the reciprocal cross, showing that sexual isolation as seen in the laboratory is insufficient to explain the genotypes of hybrids found in the wild. Third, there is a puzzling absence of hybrid females. We suggest several tentative explanations for the anomalies associated with this hybrid zone, but for the present they remain a mystery. © 2005 The Society for the Study of Evolution. All rights reserved.",49,16526507,Journal,ar,Article,100,3,3,Ecological adaptation | Hybrid swarm | Hybridization | Reproductive isolation | Speciation,22104,undefined,0,FALSE,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30344454373,SCOPUS_ID:30344454373,2-s2.0-30344454373,Evaluating the costs of mosquito resistance to malaria parasites,Hurd H.,Evolution,00143820,15585646,59,12,2560-2572,2005-12-01,December 2005,10.1554/05-211.1,"Costly resistance mechanisms have been cited as an explanation for the widespread occurrence of parasitic infections, yet few studies have examined these costs in detail. A malaria-mosquito model has been used to test this concept by making a comparison of the fitness of highly susceptible lines of mosquitoes with lines that are resistant to infection. Malaria infection is known to cause a decrease in fecundity and fertility of mosquitoes; resistant mosquitoes were thus predicted to be fitter than susceptible ones. Anopheles gambiae were selected for refractoriness/resistance or for increased susceptibility to infection by Plasmodium yoelii nigeriensis. Additional lines that acted as controls for inbreeding depression were raised in parallel but not exposed to selection pressure. Selections were made in triplicate so that founder effects could be detected. Resistance mechanisms that were selected included melanotic encapsulation of parasites within 24 h postinfection and the complete disappearance of parasites from the gut. Costs of immune surveillance were assessed after an uninfected feed, and costs of immune deployment were assessed after exposure to infection and to infection and additional stresses. Mosquito survivorship was unaffected by either resistance to infection or by an increased burden of infection when compared with low levels of infection. In most cases reproductive fitness was equally affected by refractoriness or by infection. Resistant mosquitoes did not gain a fitness advantage by eliminating the parasites. Costs were consistently associated with larval production and egg hatch rate but rarely attributed to changes in blood feeding and never to changes in mosquito size. No advantages appeared to be gained by the offspring of resistant mosquitoes. Furthermore, we were unable to select for refractoriness in groups of mosquitoes in which 100% or 50% of the population were exposed to infection every generation for 22 generations. Under these selection pressures, no population had become completely refractory and only one became more resistant. Variations in fitness relative to control lines in different groups were attributed to founder effects. Our conclusion from these findings is that refractoriness to malaria is as costly as tolerance of infection. © 2005 The Society for the Study of Evolution. All rights reserved.",78,16526504,Journal,ar,Article,100,5,5,Anopheles gambiae | Fitness costs | Innate immunity | Malaria | Mosquito | Plasmodium | Refractoriness,22104,undefined,0,FALSE,14,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/30344444277,SCOPUS_ID:30344444277,2-s2.0-30344444277,"Sex-ratio conflict between queens and workers in eusocial hymenoptera: Mechanisms, costs, and the evolution of split colony sex ratios",Helms K.,Evolution,00143820,15585646,59,12,2626-2638,2005-12-01,December 2005,10.1554/05-158.1,"Because workers in the eusocial Hymenoptera are more closely related to sisters than to brothers, theory predicts that natural selection should act on them to bias (change) sex allocation to favor reproductive females over males. However, selection should also act on queens to prevent worker bias. We use a simulation approach to analyze the coevolution of this conflict in colonies with single, once-mated queens. We assume that queens bias the primary (egg) sex ratio and workers bias the secondary (adult) sex ratio, both at some cost to colony productivity. Workers can bias either by eliminating males or by directly increasing female caste determination. Although variation among colonies in kin structure is absent, simulations often result in bimodal (split) colony sex ratios. This occurs because of the evolution of two alternative queen or two alternative worker biasing strategies, one that biases strongly and another that does not bias at all. Alternative strategies evolve because the mechanisms of biasing result in accelerating benefits per unit cost with increasing bias, resulting in greater fitness for strategies that bias more and bias less than the population equilibrium. Strategies biasing more gain from increased biasing efficiency whereas strategies biasing less gain from decreased biasing cost. Our study predicts that whether queens or workers evolve alternative strategies depends upon the mechanisms that workers use to bias the sex ratio, the relative cost of queen and worker biasing, and the rates at which queen and worker strategies evolve. Our study also predicts that population and colony level sex allocation, as well as colony productivity, will differ diagnostically according to whether queens or workers evolve alternative biasing strategies and according to what mechanism workers use to bias sex allocation. © 2005 The Society for the Study of Evolution. All rights reserved.",13,16526510,Journal,ar,Article,100,3,3,Parent-offspring conflict | Queen-worker conflict | Sex allocation | Split sex-ratio | Theory,22104,undefined,0,FALSE,15,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/30344442425,SCOPUS_ID:30344442425,2-s2.0-30344442425,Host-associated genetic differentiation in phytophagous insects: General phenomenon or isolated exceptions? Evidence from a goldenrod-insect community,Stireman J.,Evolution,00143820,15585646,59,12,2573-2587,2005-12-01,December 2005,10.1554/05-222.1,"There is growing awareness of the importance of natural selection in driving genetic divergence and speciation, and several of the most apparent cases of this ecological speciation are provided by the existence of genetically distinct host forms in phytophagous insects. Such examples of host-associated differentiation (HAD) have become increasingly documented, and the implications of this phenomenon for the diversification of insects are becoming widely appreciated. However, instances of HAD remain rare relative to insect diversity and are sparsely distributed both ecologically and taxonomically. We sought to assess the frequency of HAD in a model herbivore community by examining genetic divergence in a variety of herbivores that feed on two closely related and broadly sympatric species of goldenrod (Solidago altissima and S. gigantea). Using mitochondrial DNA and allozyme data, in conjunction with previously published studies, we found that four of nine herbivores exhibited evidence of HAD, including possible host races or cryptic species. Using a range of reasonable substitution rate estimates for cytochrome oxidase I mitochondrial DNA, we found that HAD appears to have proceeded asynchronously across taxa. This pattern, along with the broadly sympatric distribution of host plants and the specialized life histories of the phytophagous insects, is consistent with sympatric divergence in some or all of these taxa. Although further behavioral and ecological study is needed, our survey of HAD in a community of herbivores indicates that ecological (perhaps sympatric) speciation may have been responsible for generating a significant fraction of the extant diversity of phytophagous insects. © 2005 The Society for the Study of Evolution. All rights reserved.",176,16526505,Journal,ar,Article,100,3,3,Community genetics | Ecological speciation | Host-associated differentiation | Plant gall | Solidago | Specialization | Sympatric speciation,22104,undefined,0,FALSE,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30344438518,SCOPUS_ID:30344438518,2-s2.0-30344438518,Hybridization cost of delayed maturation of secondary sexual traits in the collared flycatcher,Wiley C.,Evolution,00143820,15585646,59,12,2711-2716,2005-12-01,December 2005,10.1554/05-186.1,"In many species, individuals do not attain their full adult coloration until one or several years after reaching sexual maturity, and this signaling of juvenile status is thought to enable young individuals to avoid aggression from older, dominant conspecifics. We propose that hybridization may be one of several costs and benefits associated with such delayed maturation. We tested this idea in a hybrid zone of collared (Ficedula albicollis) and pied (F. hypoleuca) flycatchers on the Baltic islands of Öland and Gotland. One-year-old (subadult) male collared flycatchers differed from older birds in many plumage traits, and approached male pied flycatchers in phenotype. On both islands, subadult male collared flycatchers hybridized at a higher rate than adults. Mate-choice experiments in aviaries suggest that this difference is at least partly due to female pied flycatchers having a preference for subadults when constrained to choose a heterospecific mate. Because novel morphologies are often derived from changes in ontology, juvenile forms may resemble adults of closely related taxa. When such juveniles are reproductively mature, their phenotypic similarity to the adults of closely related species may increase their risk of hybridization. © 2005 The Society for the Study of Evolution. All rights reserved.",11,16526517,Journal,ar,Article,100,4,4,Aggression | Heterochrony | Heterospecific mate choice | Hybrid zone | Species recognition,22104,undefined,0,FALSE,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30344435592,SCOPUS_ID:30344435592,2-s2.0-30344435592,Impact of experimental design on Drosophila sexual isolation studies: Direct effects and comparison to field hybridization data,Coyne J.,Evolution,00143820,15585646,59,12,2588-2601,2005-12-01,December 2005,10.1554/05-454.1,"Many studies of speciation rely critically on estimates of sexual isolation obtained in the laboratory. Here we examine the sensitivity of sexual isolation to alterations in experimental design and mating environment in two sister species of Drosophila, D. santomea and D. yakuba. We use a newly devised measure of mating frequencies that is able to disentangle sexual isolation from species differences in mating propensity. Variation in fly density, presence or absence of a quasi-natural environment, degree of starvation, and relative frequency of species had little or no effect on sexual isolation, but one factor did have a significant effect: the possibility of choice. Designs that allowed flies to choose between conspecific and heterospecific mates showed significantly more sexual isolation than other designs that did not allow choice. These experiments suggest that sexual isolation between these species (whose ranges overlap on the island of São Tomé) is due largely to discrimination against D. yakuba males by D. santomea females. This suggestion was confirmed by direct observations of mating behavior. Drosophila santomea males also court D. yakuba females less ardently than conspecific females, whereas neither males nor females of D. yakuba show strong mate discrimination. Thus, sexual isolation appears to be a result of evolutionary changes in the derived island endemic D. santomea. Surprisingly, as reported in a companion paper (Llopart et al. 2005), the genotypes of hybrids found in nature do not accord with expectations from these laboratory studies: all F1 hybrids in nature come from matings between D. santomea females and D. yakuba males, matings that occur only rarely in the laboratory. © 2005 The Society for the Study of Evolution. All rights reserved.",71,16526506,Journal,ar,Article,100,3,3,Mate choice | Mate discrimination | Mating propensity | Reproductive isolation | Sexual isolation,22104,undefined,0,FALSE,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30344432662,SCOPUS_ID:30344432662,2-s2.0-30344432662,Genetic variance for diapause expression and associated life histories in Drosophila melanogaster,Schmidt P.,Evolution,00143820,15585646,59,12,2616-2625,2005-12-01,December 2005,10.1554/05-404.1,"The dipteran Drosophila melanogaster can express a form of reproductive quiescence or diapause when exposed to low temperature and shortened photoperiod. Among natural populations in the eastern United States, the frequency of lines that express reproductive diapause in the laboratory varies substantially and predictably with latitudinal origin. The goals of the present study were twofold: (1) to examine the impact of genetic variance for diapause expression on multiple traits associated with organismal fitness; and (2) to evaluate the potential for fitness trade-offs between diapause and nondiapause phenotypes that may result in the observed cline. Even prior to diapause entry or expression, inbred lines that express and do not express reproductive diapause in laboratory assays were constitutively distinct for life span, age-specific mortality rates, fecundity profiles, resistance to cold and starvation stress, lipid content, development time, and egg-to-adult viability. Furthermore, estimates of genetic correlations based on line means revealed significant differentiation for genetic variance/covariance matrices between diapause and nondiapause lines. The data indicate the potential for life-history trade-offs associated with variation for the diapause phenotype. The observed cline in diapause incidence in the eastern United States may be generated by these tradeoffs and the associated spatial and/or temporal variation in relative fitness of these two phenotypes in natural populations. © 2005 The Society for the Study of Evolution. All rights reserved.",75,16526509,Journal,ar,Article,100,3,3,Diapause | Drosophila | Genetic correlation | Life history | Trade-off,22104,undefined,0,FALSE,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30344443632,SCOPUS_ID:30344443632,2-s2.0-30344443632,Parasite-host fitness trade-offs change with parasite identity: Genotype-specific interactions in a plant-pathogen system,Salvaudon L.,Evolution,00143820,15585646,59,12,2518-2524,2005-01-01,December 2005,10.1554/05-299.1,"Simultaneous effects of host and parasite in determining quantitative traits of infection have long been neglected in theoretical and experimental investigations of host-parasite coevolution with the notable exception of gene-for-gene resistance studies. A cross-infection experiment, using five lines of the plant Arabidopsis thaliana and two strains of its oomycete pathogen Hyaloperonospora parasitica, revealed that three traits traditionally considered those of the parasite (number of infected leaves, transmission success, and time until 50% transmission), differed among specific combinations of host and parasite lines, being determined by the two protagonists of the infection. However, the two parasite strains did not differ significantly for most measured phenotypic traits of the infection. Globally, transmission increased with increasing virulence among the different host-parasite combinations, as assumed by most models of evolution of virulence. Surprisingly, however, there was no general relationship between parasite and host fitness, estimated respectively as transmission and seed production. Only one of the two strains showed the expected significant negative genetic correlation between these two variables. Our results thus highlight the importance of taking into account both host and parasite genetic variation because their interaction can lead to unexpected evolutionary outcomes. © 2005 The Society for the Study of Evolution. All rights reserved.",66,16526500,Journal,ar,Article,100,3,3,Arabidopsis thaliana | Hyaloperonospora parasitica | Oomycete | Transmission | Virulence,22104,undefined,0,FALSE,20,NA,NA
