@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:eIssn,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0027333296,SCOPUS_ID:0027333296,2-s2.0-0027333296,Evaluating temperature regulation by field-active ectotherms: The fallacy of the inappropriate question,Hertz P.E.,American Naturalist,00030147,142,5,796-818,1993-12-01,1993,10.1086/285573,633,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,all,All Open Access,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331848,SCOPUS_ID:0027331848,2-s2.0-0027331848,A comparative study of the evolution of Sceloporus push-up displays,Martins E.,American Naturalist,00030147,142,6,994-1018,1993-12-01,1993,10.1086/285585,66,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,12,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331847,SCOPUS_ID:0027331847,2-s2.0-0027331847,Delayed hatching of salamander eggs in response to enhanced larval predation risk,Sih A.,American Naturalist,00030147,142,6,947-960,1993-12-01,1993,10.1086/285583,175,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331846,SCOPUS_ID:0027331846,2-s2.0-0027331846,Evolutionary determinants of clutch size in cavity-nesting birds: Nest predation or limited breeding opportunities?,Martin T.,American Naturalist,00030147,142,6,937-946,1993-12-01,1993,10.1086/285582,83,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,14,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331845,SCOPUS_ID:0027331845,2-s2.0-0027331845,Risks of population extinction from demographic and environmental stochasticity and random catastrophes,Lande R.,American Naturalist,00030147,142,6,911-927,1993-12-01,1993,10.1086/285580,1424,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,15,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331844,SCOPUS_ID:0027331844,2-s2.0-0027331844,Evidence for local adaptation in closely adjacent subpopulations of northern red oak (Quercus rubra L.) expressed as resistance to leaf herbivores,Sork V.,American Naturalist,00030147,142,6,928-936,1993-12-01,1993,10.1086/285581,129,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331071,SCOPUS_ID:0027331071,2-s2.0-0027331071,"Phenotypic manipulation by the cestode parasite Schistocephalus solidus of its intermediate host, Gasterosteus aculeatus, the threespine stickleback",LoBue C.,American Naturalist,00030147,142,4,725-735,1993-12-01,1993,10.1086/285568,74,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331069,SCOPUS_ID:0027331069,2-s2.0-0027331069,Coevolution of patch selection strategies of predator and prey and the consequences for ecological stability,van Baalen M.,American Naturalist,00030147,142,4,646-670,1993-12-01,1993,10.1086/285562,103,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331068,SCOPUS_ID:0027331068,2-s2.0-0027331068,Predicting parasitoid species richness,Hochberg M.E.,American Naturalist,00030147,142,4,671-693,1993-12-01,1993,10.1086/285563,24,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331065,SCOPUS_ID:0027331065,2-s2.0-0027331065,Effects of pollen competition on progeny performance in a heterozygous cucurbit,Quesada M.,American Naturalist,00030147,142,4,694-706,1993-12-01,1993,10.1086/285564,72,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,20,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331063,SCOPUS_ID:0027331063,2-s2.0-0027331063,Apparent competition and enemy-free space in insect host-parasitoid communities,Holt R.,American Naturalist,00030147,142,4,623-645,1993-12-01,1993,10.1086/285561,208,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331030,SCOPUS_ID:0027331030,2-s2.0-0027331030,Why do most fish produce so many tiny offspring?,Winemiller K.,American Naturalist,00030147,142,4,585-603,1993-12-01,1993,10.1086/285559,119,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027331029,SCOPUS_ID:0027331029,2-s2.0-0027331029,Evolution of body size: Consequences of an energetic definition of fitness,Brown J.,American Naturalist,00030147,142,4,573-584,1993-12-01,1993,10.1086/285558,491,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027145263,SCOPUS_ID:0027145263,2-s2.0-0027145263,Survival times of bird populations: A reply [to Haila and Hanski],Diamond J.,American Naturalist,00030147,142,6,1030-1035,1993-12-01,1993,10.1086/285588,13,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027143399,SCOPUS_ID:0027143399,2-s2.0-0027143399,Bisexual incubation facilitates hatching asynchrony,Nilsson J.A.,American Naturalist,00030147,142,4,712-717,1993-12-01,1993,10.1086/285566,8,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027142596,SCOPUS_ID:0027142596,2-s2.0-0027142596,Competition and facilitation in marsh plants,Bertness M.,American Naturalist,00030147,142,4,718-724,1993-12-01,1993,10.1086/285567,241,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027140359,SCOPUS_ID:0027140359,2-s2.0-0027140359,The M/k ratio is the same for fish and reptiles,Charnov E.,American Naturalist,00030147,142,4,707-711,1993-12-01,1993,10.1086/285565,20,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,all,All Open Access,27,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027138954,SCOPUS_ID:0027138954,2-s2.0-0027138954,Plethodontid salamander origins: A response to Beachy and Bruce,Ruben J.A.,American Naturalist,00030147,142,6,1038-1051,1993-12-01,1993,10.1086/285590,15,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,NA,NA,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027138421,SCOPUS_ID:0027138421,2-s2.0-0027138421,Birds breeding on small British Islands and extinction risks,Haila Y.,American Naturalist,00030147,142,6,1025-1029,1993-12-01,1993,10.1086/285587,17,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027137721,SCOPUS_ID:0027137721,2-s2.0-0027137721,Effects on fitness components of enhanced expression of elongation factor EF-1alpha in Drosophila melanogaster. I.The contrasting approaches of molecular and population biologists,Stearns S.C.,American Naturalist,00030147,142,6,961-993,1993-12-01,1993,10.1086/285584,12,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027137315,SCOPUS_ID:0027137315,2-s2.0-0027137315,Testing whether certain traits have caused amplified diversification: An improved method based on a model of random speciation and extinction,Slowinski J.B.,American Naturalist,00030147,142,6,1019-1024,1993-12-01,1993,10.1086/285586,157,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027136945,SCOPUS_ID:0027136945,2-s2.0-0027136945,Extinction probabilities for British Island birds: A reply [to Diamond and Pimm],Tracy C.,American Naturalist,00030147,142,6,1036-1037,1993-12-01,1993,10.1086/285589,5,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027132244,SCOPUS_ID:0027132244,2-s2.0-0027132244,Daphnia-phytoplankton interactions in lakes: Is there a need for ratio-dependent consumer-resource models?,Diehl S.,American Naturalist,00030147,142,6,1052-1061,1993-12-01,1993,10.1086/285591,31,Journal,ar,Article,100,5,5,12604,undefined,0,FALSE,NA,NA,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85131825854,SCOPUS_ID:85131825854,2-s2.0-85131825854,Control of phenotypic plasticity via regulatory genes,Schlichting C.D.,American Naturalist,00030147,142,2,366-370,1993-01-01,1993,10.1086/285543,147,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,34,15375323,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027883921,SCOPUS_ID:0027883921,2-s2.0-0027883921,Competition versus cooperation: success of individuals foraging alone and in groups,Ranta E.,American Naturalist,00030147,142,1,42-58,1993-01-01,1993,10.1086/285528,119,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,35,NA,"Using a variant of information-sharing models, the authors examine the pros and cons of group foraging against the alternative of staying alone. Models of this category (assuming that in groups food finding by one results in food sharing by many) conclude that patch-finding rate improves with group size. Interference among individuals reduces pooled searching efficiency of the group. The author introduce a term, s, the probability of an individual's being among the ones sharing the food in a patch found by the group. Such fine-tunings prolong food-finding rates that push individuals in the group toward the foraging status of a solitary individual. With phenotype-related differences in s, foraging in groups turns out to be a less profitable option the lower an individual is ranked in the group. The option of foraging alone may easily be a better strategy than that of a low-ranking individual foraging in a group. If so, the model also suggests groups assorted by phenotype. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027882814,SCOPUS_ID:0027882814,2-s2.0-0027882814,Two general metapopulation models and the core-satellite species hypothesis,Hanski I.,American Naturalist,00030147,142,1,17-41,1993-01-01,1993,10.1086/285527,251,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,36,NA,"The first model is a simple, nonstructured model that includes the mainland-island and Levins models as two limiting cases. The second model is a structured model explicitly including the size distribution of habitat patches, the size distribution of local populations, and migration among local population. The core-satellite species hypothesis is discussed in light of these models. This hypothesis predicts that the distribution of patch-occupancy frequencies is bimodal in many species assemblages. The authors extend the original concept by demonstrating that the bimodal distribution of patch-occupancy frequencies can be generated by structurally more complex and more realistic metapopulation models than the original one; that the bimodal distribution is predicted by deterministic models, with no or infrequent switches of species between the core and the satellite state; and that metapopulation extinctions of rare species may be compensated by migration from outside the metapopulation (from a mainland), or metapopulation extinction may be prevented by low extinction probabilities of local populations in large or high-quality habitat patches. In every case the bimodal core-satellite distribution is due to the rescue effect, ie the increasing migration rate and hence the decreasing probability of local extinction with an increasing fraction of patches occupied. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027881461,SCOPUS_ID:0027881461,2-s2.0-0027881461,What determines animal group size? Insider-outsider conflict and its resolution,Higashi M.,American Naturalist,00030147,142,3,553-563,1993-01-01,1993,10.1086/285555,94,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,37,NA,"Presents a theory that, by incorporating the evolutionary interests of both insiders and outsiders, generates a more comprehensive set of predictions of group size and provides new insights into the determinants of group size. A key idea of the theory is the evolutionary resolution of the insider-outsider conflict over group size, resulting in a ""compromise group size' that can substantially differ from any of those predicted by previously proposed hypotheses. The authors summarize existing group size hypotheses, and clarify their mutual relationships. This leads to an explicit identification of conflict between the insiders and outsiders of a group of related individuals. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027870866,SCOPUS_ID:0027870866,2-s2.0-0027870866,The searching speeds of foraging shorebirds: redshank (Tringa totanus) and oystercatcher (Haematopus ostralegus),Speakman J.,American Naturalist,00030147,142,2,296-319,1993-01-01,1993,10.1086/285539,19,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,38,NA,"A theoretical model is developed that predicts the expected searching speeds of terrestrial predators as a function of prey encounter density (number of prey encountered per unit distance searched), when they cannot accelerate instantaneously. This model predicts an inverse nonlinear relationship between speed and prey encounter density such that in most circumstances predators will search at less than their maximum possible searching speeds. Observations of the walking speeds of free-living redshanks and oystercatchers had a form similar to those predicted by the model, but they deviated by being lower, particularly at low prey encounter densities. Redshank may be acceleration limited in their prey-searching behaviour at high prey encounter densities, but at low prey encounter densities and for oystercatchers other factors also appear to be important. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027870796,SCOPUS_ID:0027870796,2-s2.0-0027870796,A theory of partial migration,Kaitala A.,American Naturalist,00030147,142,1,59-81,1993-01-01,1993,10.1086/285529,138,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,39,NA,"Develops a game-theoretical approach to the study of evolutionarily stable partial migration, applicable to both deterministic and stochastic population models. It is assumed that partial migration is related to the overwintering strategies of animals: a fraction of the population overwinters locally, while another fraction migrates to other overwintering sites. Partial migration may arise owing to density-dependent overwintering survival and environmental uncertainty does not need to be assumed. When there are differences in the reproductive successes between the migratory and nonmigratory strategies, then the evolutionarily stable strategy (ESS) may be very sensitive with respect to these differences. When there are differences in the reproductive success between the migratory and nonmigratory strategies, then applying the same behavior throughout life may not be an ESS (ie as the individual grows older, it tends to change from migration to nonmigration). On the other hand, when there are differences in the reproductive successes among ages, then this change in strategies with age is not expected. Uncertainty may or may not bias the ESS fraction of migratory animals depending on whether uncertainties affect the average population levels. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027870268,SCOPUS_ID:0027870268,2-s2.0-0027870268,Ecological consequences of the trade-off between growth and mortality rates mediated by foraging activity,Werner E.,American Naturalist,00030147,142,2,242-272,1993-01-01,1993,10.1086/285537,825,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,40,NA,"The authors develop models predicting adaptive responses for both foraging speed and proportion of time active when individual growth rate and mortality risk are functions of these variables. Using the criterion that animals should minimize the ratio of mortality to growth rates, it is shown that, when both growth and mortality rates are linear with activity levels, the latter should be either maximal or minimal depending on resource level. If growth rate is a decelerating function of activity, then speed or time active should decrease with increases in resources, handling time, or the effect of activity on mortality rate. If mortality rate unrelated to activity increases, then activity rate also should increase. Predictions are developed for cases in which time horizon is critical using a dynamic programming framework. The general patterns of predicted activity responses are similar to the time-invariant analytical solutions, but foraging speed is reduced relative to the analytical solutions when time remaining is long or when accumulated reserves are high. This effect is ameliorated when accumulated reserves (size) increase resource capture efficiency or reduce mortality risk. If resources decline with time (eg because of competition) optimal foraging speeds are also higher than predicted by the analytical solutions. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027869362,SCOPUS_ID:0027869362,2-s2.0-0027869362,Adaptive phenotypic plasticity: target or by-product of selection in a variable environment?,Via S.,American Naturalist,00030147,142,2,352-365,1993-01-01,1993,10.1086/285542,260,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,41,NA,"Explores the logical implications of the idea that plasticity is a character in its own right, illustrating that this view is: 1) inconsistent with the action of either stabilizing or directional selection within environments; 2) misleading because of an ambiguity in the assertion that plasticity and trait means are independent; and 3) unnecessary for a description of reaction norm evolution because the proposed effects of separate genes for plasticity can be produced either by environment-specific gene expression or by allelic effects that vary across environments, both of which are already incorporated into current genetic models of reaction norm evolution. For ecologically important characters such as morphology, physiology, and most behaviors, phenotypic plasticity in most quantitative characters is a by-product of selection toward different phenotypic values in different segments of a variable environment. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027869326,SCOPUS_ID:0027869326,2-s2.0-0027869326,Interdemic selection and the sex ratio: a social spider perspective,Aviles L.,American Naturalist,00030147,142,2,320-345,1993-01-01,1993,10.1086/285540,102,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,42,NA,"Computer simulations of a metapopulation model that mimics social spider populations show that highly female-biased sex ratios evolve when continuously inbreeding lineages (colonies) proliferate differentially to replace other lineages that have become extinct. When lineages of any size proliferated, ie when the advantage to the colony of producing more females was removed, biased sex ratios did not evolve despite extreme conditions of inbreeding. Selection at the colony level is therefore necessary to counteract Fisherian selection within colonies, which acts regardless of the degree of population subdivision. Smaller size of the founding groups and lower migration rates resulted in more female-biased sex ratios because they reduced the within-group genetic variance and increased the variance among groups and therefore made selection among groups more effective. The outcome of the selective process, however, depended not only on the degree of population subdivision (the ratio of the variances), but also on the relative rate of turnover of the groups and the individuals within them: the rate of colony turnover, the less biased the equilibrium sex ratio. The threshold size for proliferation, brood size, and conditional control over the production of at least one male also affected the equilibrium sex ratio under some of the conditions investigated. -Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027866163,SCOPUS_ID:0027866163,2-s2.0-0027866163,Bet-hedging germination of desert annuals: beyond the first year,Philippi T.,American Naturalist,00030147,142,3,474-487,1993-01-01,1993,10.1086/285550,193,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,43,NA,"Prolonged seed dormancy in desert annuals is thought to be an adaptation to environmental uncertainty. Germination spread over several years could reduce the year-to-year variation in the fitness of a genotype. Germination experiments were performed on seeds of six species of winter annuals from Portal, Arizona. Seeds that do not germinate under good conditions in the first year germinate under the same conditions in subsequent years, but germination fractions in the first 2 yr are not equal fractions of remaining viable seeds, which is the theoretical optimal behavior, and germination distributions differ greatly among species. Germination under good conditions following a year of bad conditions for germination also differs among species. Germination behavior is age-dependent. Seed dormancy acts as a form of bet hedging but selection for an optimal distribution of germination across years may be weak. (See also 94L/02503). -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027846515,SCOPUS_ID:0027846515,2-s2.0-0027846515,A full sibling is not as valuable as an offspring: on Hamilton's rule,Xuhua Xia,American Naturalist,00030147,142,1,174-185,1993-01-01,1993,10.1086/285533,0,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,44,NA,"Distinguishes two different kinds of sibling helping. In the first kind, animals help their siblings directly so that the fitness of their current siblings is increased. In the second kind, animals help their siblings indirectly by enabling their parents to produce more or healthier siblings in the future. In both kinds the helper can potentially increase its inclusive fitness through its siblings but, strictly speaking, only the first kind is true sibling helping. The author presents a single-locus model to illustrate why helping offspring is evolutionarily more advantageous than helping full siblings. Specifically, he shows two costs, one deterministic and the other stochastic, associated with this first kind of sibling helping. The value of a son, in an evolutionary sense, is greater than, or at least equal to, the value of a full brother, being equal when L and N are infinite. If a female is made to choose between an orphaned baby brother and a son of equal age, she is more likely to choose the son. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027846446,SCOPUS_ID:0027846446,2-s2.0-0027846446,Geographical variation in the acclimation responses of Drosophila to temperature extremes,Hoffmann A.A.,American Naturalist,00030147,142,Suppl.,NA,1993-01-01,1993,10.1086/285525,141,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,45,NA,"Tropical and temperate populations of Drosophila melanogaster and Drosophila simulans were compared for plastic responses to cold and heat stress. Tropical populations tended to be less resistant to cold stress than temperate populations. D. melanogaster populations showed similar acclimation responses to cold stress following different acclimation treatments, which included keeping adults at low temperatures for a few hours or several days and culturing larvae at a low temperature. Populations of D. simulans also showed similar plastic responses to cold stress after adults were acclimated at a low temperature for several days. In the heat resistance experiments, there was no evidence for population differences in acclimation response in either D. melanogaster or D. simulans when adults were exposed to high and low temperatures for a few days. Genetic variation for acclimation response may therefore be mainly restricted to the interspecific level. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027845867,SCOPUS_ID:0027845867,2-s2.0-0027845867,Cuckoldry and sociality: a comparative study of birds,Moller A.,American Naturalist,00030147,142,1,118-140,1993-01-01,1993,10.1086/285531,142,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,46,NA,"The frequency of copulations with multiple mates in a sample of 79 bird species was used to test the hypothesis that cuckoldry is a cost of social living to some males. A disproportionately large percentage of females of colonially breeding species is engaged in copulations with multiple males, and the percentage of extrapair copulations also appears to be relatively larger than in solitarily breeding taxa. Males are able to reduce the apparent cuckoldry cost of social living by increasing the frequency of within-pair copulations, particularly among colonially breeding taxa. The frequent copulation paternity guard is not as efficient as mate guarding in preventing cuckoldry, and therefore a positive relationship exists between uncertainty of paternity (as determined by the percentage of extrapair copulations) and the degree of sociality. The frequent copulation strategy appears to be a best-of-a-bad-job strategy adopted by males unable to guard their mates. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027844302,SCOPUS_ID:0027844302,2-s2.0-0027844302,Evolution of resistance to high temperature in ectotherms,Huey R.,American Naturalist,00030147,142,Suppl.,NA,1993-01-01,1993,10.1086/285521,348,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,47,NA,"Analyzes the historical evolution of thermal sensitivity of locomotion in iguanid lizards. Taxa that experience high body temperatures in nature have evolved high optimal temperatures for sprinting. Critical thermal maxima are coadapted with optimal temperatures but not with critical thermal minima. Thus some but not all aspects of thermal sensitivity are coadapted. The authors then describe selection experiments that help reveal potential genetic constraints on the future evolution of thermal sensitivity in Drosophila. Thermal sensitivity responds rapidly to selection, and tolerance of extreme high temperature appears genetically correlated with performance at intermediate temperature. The authors next describe how the shape of thermal performance curves may affect evolutionary responses of thermal sensitivity to a gradual shift in the thermal environment. Theoretical predictions depend crucially on the relationship between the genetic variation in optimal temperature and the performance breadth. If genetic variation is independent of breadth, then populations with an intermediate value of performance breadth will tolerate the greatest rate of environmental change. If a trade-off exists between maximum performance and breadth of performance, then thermal specialists will be favored over thermal generalists in a rapidly changing environment, but if genetic variation increases with increasing breadth, then populations of thermal generalists will tolerate the greatest rates of environmental change. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027842213,SCOPUS_ID:0027842213,2-s2.0-0027842213,Dynamics of age-structured and spatially structured predator-prey interactions: individual-based models and population-level formulations,McCauley E.,American Naturalist,00030147,142,3,412-442,1993-01-01,1993,10.1086/285547,161,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,all,All Open Access,48,NA,"In the models, the individual is the fundamental unit, and the dynamics are governed by individual rules for growth, movement, reproduction, feeding, and mortality. The authors establish the congruence between age-structured predator-prey population models and the corresponding individual-based population model under homogeneous spatial conditions. Given the agreement between the formalisms, they then use the individual-based model to investigate the dynamics of spatially structured predator-prey systems, particularly contrasting the dynamics of predator-prey systems in which predators adopt either an ""ambush' or a ""cruising' strategy. The stability of the spatially structured predator-prey system depends on the relative mobility of prey and predators. Prey mobility, in particular, has a strong effect on stability. Local density dependence in prey reproduction can quantitatively alter the asymmetrical influence of prey mobility on stability but the asymmetry exists when local density dependence is removed. This asymmetrical response is probably due to prey ""escape' in space caused by differences in rates of spread of prey and predator populations that arise because of fundamental differences between prey and predator reproduction. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027842201,SCOPUS_ID:0027842201,2-s2.0-0027842201,Host and pathogen coexistence in sexually transmitted and vector- borne diseases characterized by frequency-dependent disease transmission,Thrall P.,American Naturalist,00030147,142,3,543-552,1993-01-01,1993,10.1086/285554,92,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,49,NA,"Getz and Pickering (1983) demonstrated that density-dependent population regulation due to factors other than the disease can lead to host-pathogen coexistence when there is frequency-dependent transmission. The authors here explore the Getz-Pickering model further, focusing on the case in which nondisease density-dependent factors act more severely on healthy than on diseased classes. Such differential density dependence is likely to be characteristic of sexually transmitted diseases in which population regulation is by density dependence acting primarily on the juvenile stage. Under such situations (and assuming only horizontal disease transmission) recruitment into the healthy class will be density-dependent, but recruitment into the diseased class will be density-independent because, almost by definition, sexual transmission occurs only in the adult phase. -from Authors"
