@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0035543308,SCOPUS_ID:0035543308,2-s2.0-0035543308,Evidence for Dobzhansky-Muller incompatibilites contributing to the sterility of hybrids between Mimulus guttatus and M. nasutus,Fishman L.,Evolution,00143820,55,10,1932-1942,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01311.x,"Both chromosomal rearrangements and negative interactions among loci (Dobzhansky-Muller incompatibilities) have been advanced as the genetic mechanism underlying the sterility of interspecific hybrids. These alternatives invoke very different evolutionary histories during speciation and also predict different patterns of sterility in artificial hybrids. Chromosomal rearrangements require drift, inbreeding, or other special conditions for initial fixation and, because heterozygosity per se generates any problems with gamete formation, F1 hybrids will be most infertile. In contrast, Dobzhansky-Muller incompatibilities may arise as byproducts of adaptive evolution and often affect the segregating F2 generation most severely. To distinguish the effects of these two mechanisms early in divergence, we investigated the quantitative genetics of hybrid sterility in a line cross between two members of the Mimulus guttatus species complex (M. guttatus and M. nasutus). Hybrids showed partial male and female sterility, and the patterns of infertility were not consistent with the action of chromosomal rearrangements alone. F2 and F1 hybrids exhibited equal decreases in pollen viability (> 40%) relative to the highly fertile parental lines. A large excess of completely pollen-sterile F2 genotypes also pointed to the segregation of Dobzhansky-Muller incompatibility factors affecting male fertility. Female fertility showed a pattern similarly consistent with epistatic interactions: F2 hybrids produced far fewer seeds per flower than F1 hybrids (88.0 ± 2.8 vs. 162.9 ± 8.5 SE, respectively) and either parental line, and many F2 genotypes were completely female sterile. Dobzhansky-Muller interactions also resulted in the breakdown of several nonreproductive characters and appear to contribute to correlations between male and female fertility in the F2 generation. These results parallel and contrast with the genetics of postzygotic isolation in model animal systems and are a first step toward understanding the process of speciation in this well-studied group of flowering plants.",114,11761055,Journal,ar,Article,100,2,2,Chromosomal rearrangement | Dobzhansky-Muller incompatibility | Epistasis | Hybrid | Postzygotic reproductive isolation | Speciation | Sterility,22104,undefined,1,TRUE,all,All Open Access,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035543307,SCOPUS_ID:0035543307,2-s2.0-0035543307,Evolutionary implications of divergent clines in an avian (Manacus: Aves) hybrid zone,Brumfield R.,Evolution,00143820,55,10,2070-2087,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01322.x,"A previous study of the hybrid zone in western Panama between white-collared (Manacus candei) and golden-collared manakins (M. vitellinus) documented the unidirectional introgression of vitellinus male secondary sexual traits across the zone. Here, we examine the hybrid zone in greater genetic and morphological detail. Statistical comparisons of clines are performed using maximum-likelihood and nonparametric bootstrap methods. Our results demonstrate that an array of six molecular and two morphometric markers agree in cline position and width. Clines for male collar and belly color are similar in width to the first eight clines, but are shifted in position by at least five cline widths. The result is that birds in intervening populations are genetically and morphometrically very like parental candei, but males have the plumage color of parental vitellinus. Neither neutral diffusion nor nonlinearity of color scales appear to be viable explanations for the large cline shifts. Genetic dominance of vitellinus plumage traits is another potential explanation that will require breeding experiments to test. Sexual selection remains a plausible explanation for the observed introgression of vitellinus color traits in these highly dimorphic, polygynous, lek-mating birds. Two other clines, including a nondiagnostic isozyme locus, are similar in position to the main cluster of clines, but are broader in width. Thus, introgression at some loci is greater than that detected with diagnostic markers. Assuming that narrow clines are maintained by selection, variation in cline width indicates that selection is not uniform throughout the genome and that diagnostic markers are under more intense selective pressure. The traditional focus on diagnostic markers in studies of hybrid zones may therefore lead to underestimates of average introgression. This effect may be more pronounced in organisms with low levels of genetic divergence between hybridizing taxa.",144,11761066,Journal,ar,Article,100,4,4,Cline | Hybrid zone | Introgression | Manacus | Manakin | Sexual selection | Speciation,22104,undefined,1,TRUE,all,All Open Access,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035543306,SCOPUS_ID:0035543306,2-s2.0-0035543306,The role of introgressive hybridization in the evolution of the Gila robusta complex (Teleostei: Cyprinidae),Gerber A.S.,Evolution,00143820,55,10,2028-2039,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01319.x,"The extent and impact of introgressive hybridization was examined in the Gila robusta complex of cyprinid fishes using mitochondrial DNA (mtDNA) sequence variation. Lower Colorado River basin populations of G. robusta, G. elegans, and G. cypha exhibited distinct mtDNAs, with only limited introgression of G. elegans into G. cypha. The impact of hybridization was significant in upper Colorado River basin populations; most upper basin fishes sampled exhibited only G. cypha mtDNA haplotypes, with some individuals exhibiting mtDNA from G. elegans. The complete absence of G. robusta mtDNA, even in populations of morphologically pure G. robusta, indicates extensive introgression that predates human influence. Analysis of the geographic distribution of variation identified two distinctive G. elegans lineages; however, the small number of individuals and localities sampled precluded a comprehensive analysis. Analysis of haplotype and population networks for G. cypha mtDNAs from 15 localities revealed low divergence among haplotypes; however, significant frequency differences among populations within and among drainages were found, largely attributable to samples in the Little Colorado River region. This structure was not associated with G. cypha and G. robusta, as morphotypes from the same location are more similar than conspecific forms in other locations. This indicates that morphological and mtDNA variation are affected by different evolutionary forces in Colorado River Gila and illustrates how both hybridization and local adaptation can play important roles in evolution.",59,11761063,Journal,ar,Article,100,3,3,Cyprinidae | Cytochrome b | Gene diversity | Gila | Introgressive hybridization | ND2 | Single-stranded conformational polymorphism,22104,undefined,1,TRUE,all,All Open Access,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035543304,SCOPUS_ID:0035543304,2-s2.0-0035543304,The evolution of agriculture in beetles (Curculionidae: Scolytinae and Platypodinae),Farrell B.,Evolution,00143820,55,10,2011-2027,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01318.x,"Beetles in the weevil subfamilies Scolytinae and Platypodinae are unusual in that they burrow as adults inside trees for feeding and oviposition. Some of these beetles are known as ambrosia beetles for their obligate mutualisms with asexual fungi - known as ambrosia fungi - that are derived from plant pathogens in the ascomycete group known as the ophiostomatoid fungi. Other beetles in these subfamilies are known as bark beetles and are associated with free-living, pathogenic ophiostomatoid fungi that facilitate beetle attack of phloem of trees with resin defenses. Using DNA sequences from six genes, including both copies of the nuclear gene encoding enolase, we performed a molecular phylogenetic study of bark and ambrosia beetles across these two subfamilies to establish the rate and direction of changes in life histories and their consequences for diversification. The ambrosia beetle habits have evolved repeatedly and are unreversed. The subfamily Platypodinae is derived from within the Scolytinae, near the tribe Scolytini. Comparison of the molecular branch lengths of ambrosia beetles and ambrosia fungi reveals a strong correlation, which a fungal molecular clock suggests spans 60 to 21 million years. Bark beetles have shifted from ancestral association with conifers to angiosperms and back again several times. Each shift to angiosperms is associated with elevated diversity, whereas the reverse shifts to conifers are associated with lowered diversity. The unusual habit of adult burrowing likely facilitated the diversification of these beetle-fungus associations, enabling them to use the biomass-rich resource that trees represent and set the stage for at least one origin of eusociality.",287,11761062,Journal,ar,Article,100,6,6,Ambrosia | Bark beetles | Coevolution | Haplodiploidy | Insect-plant interactions | Platypodinae | Scolytinae,22104,undefined,0,FALSE,NA,NA,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035543303,SCOPUS_ID:0035543303,2-s2.0-0035543303,Host-induced assortative mating in host races of the larch budmoth,Emelianov I.,Evolution,00143820,55,10,2002-2010,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01317.x,"The likelihood of sympatric speciation is enhanced when assortative mating is a by-product of adaptation to different habitats. Pleiotropy of this kind is recognized as important in parasites that use their hosts as a long-range cue for finding mates, but is generally assumed to have limited applicability for most other organisms. In the larch budmoth, Zeiraphera diniana (Lepidoptera: Tortricidae), sympatric host races feed on larch or pine. Zeiraphera diniana females attract males (call) by releasing host-independent long-range pheromones. Pheromone composition differs strongly between host races, but we show in an experimental field study that cross-attraction can occur at a rate of 0.03-0.38. Cross-attraction to larch females increases when they call from neighborhoods (8-m radius) rich in pine or from pine trees. Cross-attraction to pine females similarly increases when calling from neighborhoods rich in larch, but there is no significant effect of calling substrate. Males, as well as females, of this species preferentially alight on their own host, and in neighborhoods where their own host is common. This effect of tree species and host neighborhood on assortative mating is therefore due, at least in part, to the numbers of males of each host race present within approximately 200 m2 surrounding the female. This proximity effect is enhanced by the clumped distributions of the hosts themselves. Host chemistry might also affect pheromone production and/or response directly, but we have evidence neither for nor against this. This work provides empirical evidence that host adaptation has a pleiotropic effect on assortative mating in a species with host-independent long-range mating signals. Sympatric speciation via pleiotropy between ecological traits and assortative mating may thus be more common than generally supposed: Clumped resource distributions and habitat choice by adults are widespread.",71,11761061,Journal,ar,Article,100,4,4,Assortative mating | Host races | Pleiotropy | Speciation | Zeiraphera diniana,22104,undefined,1,TRUE,all,All Open Access,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035118198,SCOPUS_ID:0035118198,2-s2.0-0035118198,"Mating systems, sperm competition, and the evolution of sexual dimorphism in birds",Dunn P.,Evolution,00143820,55,1,161-175,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01281.x,"Comparative analyses suggest that a variety of factors influence the evolution of sexual dimorphism in birds. We analyzed the relative importance of social mating system and sperm competition to sexual differences in plumage and body size (mass and tail and wing length) of more than 1000 species of birds from throughout the world. In these analyses we controlled for phylogeny and a variety of ecological and life-history variables. We used testis size (corrected for total body mass) as an index of sperm competition in each species, because testis size is correlated with levels of extrapair paternity and is available for a large number of species. In contrast to recent studies, we found strong and consistent effects of social mating system on most forms of dimorphism. Social mating system strongly influenced dimorphism in plumage, body mass, and wing length and had some effect on dimorphism in tail length. Sexual dimorphism was relatively greater in species with polygynous or lekking than monogamous mating systems. This was true when we used both species and phylogenetically independent contrasts for analysis. Relative testis size was also related positively to dimorphism in tail and wing length, but in most analyses it was a poorer predictor of plumage dimorphism than social mating system. There was no association between relative testis size and mass dimorphism. Geographic region and life history were also associated with the four types of dimorphism, although their influence varied between the different types of dimorphism. Although there is much interest in the effects of sperm competition on sexual dimorphism, we suggest that traditional explanations based on social mating systems are better predictors of dimorphism in birds.",282,11263736,Journal,ar,Article,100,3,3,Comparative analysis | Extrapair mating | Independent contrasts | Life-history evolution | Sexual selection,22104,undefined,1,TRUE,all,All Open Access,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035109360,SCOPUS_ID:0035109360,2-s2.0-0035109360,Evolutionary adaptation to temperature. VIII. Effects of temperature on growth rate in natural isolates of Escherichia coli and Salmonella enterica from different thermal environments,Bronikowski A.M.,Evolution,00143820,55,1,33-40,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01270.x,"Are enteric bacteria specifically adapted to the thermal environment of their hosts? In particular, do the optimal temperatures and thermal niches of the bacterial flora reflect seasonal, geographic, or phylogenetic differences in their hosts' temperatures? We examined these questions by measuring the relationship between the temperature-dependent growth rates of enteric bacteria in a free-living ectothermic host. We sampled two species of enteric bacteria (Escherichia coil and Salmonella enterica) from three natural populations of slider turtles (Trachemys scripta elegans) seasonally over two years. Despite pronounced differences in turtle body temperatures at different seasons and in different locations, we found no evidence that the thermal growth profiles of these bacteria mirrored this variation. Optimal temperatures and maximal growth rates in rich medium were nearly the same for both bacterial species (35-36°C, 2.5 doublings per hour). The thermal niche (defined as the range of temperatures over which 75% of maximal growth rate occurred) was slightly higher for E. coil (28.5-41.0°C) than for S. enterica (27.7-39.8°C), but the niche breadth was about the same for both. We also measured the thermal dependence of growth rate in these same bacterial species isolated from mammalian hosts. Both bacterial species had temperatures of maximal growth and thermal niches that were about 2°C higher than those of their respective conspecifics sampled from turtles; niche breadths were not different. These data suggest that these bacterial species are thermal generalists that do not track fine-scale changes in their thermal environments. Even major differences in body temperatures, as great as those between ectothermic and endothermic hosts, may result in the evolution of rather modest changes in thermal properties.",61,11263744,Journal,ar,Article,100,3,3,Bacteria | Ectotherm | Endotherm | Escherichia coil | Growth rate | Salmonella enterica | Thermal adaptation,22104,undefined,1,TRUE,all,All Open Access,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035109002,SCOPUS_ID:0035109002,2-s2.0-0035109002,A genetic interpretation of ecologically dependent isolation,Rundle H.D.,Evolution,00143820,55,1,198-201,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01284.x,"Hybrids may suffer a reduced fitness both because they fall between ecological niches (ecologically dependent isolation) and as a result of intrinsic genetic incompatibilities between the parental genomes (ecologically independent isolation). Whereas genetic incompatibilities are common to all theories of speciation, ecologically dependent isolation is a unique prediction of the ecological model of speciation. This prediction can be tested using reciprocal transplants in which the fitness of various genotypes is evaluated in both parental habitats. Here we expand a quantitative genetic model of Lynch (1991) to include two parental environments. We ask whether a sufficient experimental design exists for detecting ecologically dependent isolation. Analysis of the model reveals that by using both backcrosses in both parental environments, environment-specific additive genetic effects can be estimated while correcting for any intrinsic genetic isolation. Environment-specific dominance effects can also be estimated by including the F1 and F2 in the reciprocal transplant. It contrast, a reciprocal transplant comparing only F1s or F2s to the parental species cannot separate ecologically dependent from intrinsic genetic isolation. Thus, a reduced fitness of F1 or F2 hybrids relative to the parental species is not sufficient to demonstrate ecological speciation. The model highlights the importance of determining the contribution of genetic and ecological mechanisms to hybrid fitness if inferences concerning speciation mechanisms are to be made.",133,11263739,Journal,ar,Article,100,2,2,Ecological speciation | Hybrid fitness | Postzygotic isolation | Reciprocal transplant,22104,undefined,1,TRUE,all,All Open Access,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035108999,SCOPUS_ID:0035108999,2-s2.0-0035108999,"Sex-linked expression of a sexually selected trait in the stalk-eyed fly, Cyrtodiopsis dalmanni",Wolfenbarger L.,Evolution,00143820,55,1,103-110,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01276.x,"Recent theoretical and empirical work has suggested that the X chromosome may play a special role in the evolution of sexually dimorphic traits. We tested this idea by quantifying sex chromosome influence on male relative eyespan, a dramatically sexually selected trait in the stalk-eyed fly, Cyrtodiopsis dalmanni. After 31 generations of artificial sexual selection on eyespan:body length ratio, we reciprocally crossed high- with low-line flies and found no evidence for maternal effects; the relative eyespan of F1 females from high- and low-line dams did not differ. However, F1 male progeny from high-line dams had longer relative eyespan than male progeny from low-line dams, indicating X-linkage. Comparison of progeny from a backcross involving reciprocal F1 males and control line females confirmed X-linked inheritance and indicated no effect of the Y chromosome on relative eyespan. We estimated that the X chromosome accounts for 25% (SE = 6%) of the change in selected lines, using, the average difference between reciprocal F1 males divided by the difference between parental males, or 34%, using estimates of the number of effective factors obtained from reciprocal crosses between a high and low line. These estimates exceed the relative size of the X in the diploid genome of a male, 11.9% (SE = 0.3%), as measured from mitotic chromosome lengths. However, they match expectations if X-linked genes in males exhibit dosage compensation by twofold hyperactivation, as has been observed in other flies. Therefore, sex-linked expression of relative eyespan is likely to be commensurate with the size of the X chromosome in this dramatically dimorphic species.",36,11263731,Journal,ar,Article,100,2,2,Artificial selection | Diopsidae | Dosage compensation | Sexual dimorphism | X-linkage,22104,undefined,1,TRUE,all,All Open Access,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035108687,SCOPUS_ID:0035108687,2-s2.0-0035108687,"An unusual sex-determination system in south American field mice (genus Akodon): The role of mutation, selection, and meiotic drive in maintaining XY females",Hoekstra H.,Evolution,00143820,55,1,190-197,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01283.x,"The mechanism of sex determination in mammals appears highly conserved: the presence of a Y chromosome triggers the male developmental pathway, whereas the absence of a Y chromosome results in a default female phenotype. However, if the Y chromosome fails to initiate the male pathway (referred to as Y*), XY* females can result, as is the case in several species of South American field mice (genus Akodon). The breeding genetics in this system inherently select against the Y* chromosome such that the frequency of XY* females should decrease rapidly to very low frequencies. However, in natural populations of Akodon, XY* females persist at substantial frequencies; for example, 10% of females are XY* in A. azarae and 30% in A. boliviensis. We develop a mathematical model that considers the potential roles of three evolutionary forces in maintaining XY* females: Y-to-Y* chromosome transitions (mutation), chromosome segregation distortion (meiotic drive), and differential fecundity (selection). We then test the predictions of our model using data from breeding colonies of A. azarae. We conclude that any single force is inadequate to maintain XY* females. However, a combination of segregation bias of the male and female Y chromosomes during spermatogenesis/oogenesis and increased fecundity in XY* females could account for the observed frequencies of XY* females.",23,11263738,Journal,ar,Article,100,2,2,Akodon | Meiotic drive | Selection | Sex chromosomes | Sex determination | XY females | Y chromosome,22104,undefined,1,TRUE,all,All Open Access,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035108047,SCOPUS_ID:0035108047,2-s2.0-0035108047,Host-plant adaptation in an herbivorous marine amphipod: Genetic potential not realized in field populations,Poore A.,Evolution,00143820,55,1,68-80,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01273.x,"Evolutionary responses of herbivores to their host plants depend not only on selection from plants, but also on the genetic basis of traits relating to host use. The genetic basis of such traits has been investigated extensively among terrestrial insect herbivores, but has received almost no attention among marine herbivores. We tested whether performance traits in the herbivorous marine amphipod Peramphithoe parmerong display heritable variation and, for the first time for a marine herbivore, whether selection has resulted in local adaptation to host plants on two spatial scales. Peramphithoe parmerong displayed heritable genetic variation for survival on two host macroalgae, the high-quality Sargassum linearifolium and the poor-quality Padina crassa, and for growth on S. linearifolium. Differences in performance on different hosts thus have the potential to select for differential use of hosts by this amphipod. Despite this potential, there was no evidence among field populations of local adaptation to host algae on either scale tested: between hosts within a site or among sites differing in algal species composition. Within a site, amphipods were not more likely to prefer or perform better on the host on which they were collected. Similarly, amphipods collected from sites in which P. crassa was present were not more likely to perform well on this host than amphipods collected from sites where this alga was not found. Ecological factors that may explain the persistence of P. parmerong on P. crassa and the possibility of phylogenetic constraints on host use by P. parmerong are discussed.",29,11263747,Journal,ar,Article,100,2,2,Algae | Amphipods | Herbivory | Heritability | Host-plant adaptation,22104,undefined,1,TRUE,all,All Open Access,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035107820,SCOPUS_ID:0035107820,2-s2.0-0035107820,Cryptic reproductive isolation in the Drosophila simulans species complex,Price C.,Evolution,00143820,55,1,81-92,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01274.x,"Forms of reproductive isolation that act after copulation but before fertilization are potentially important components of speciation, but are studied only infrequently. We examined postmating, prezygotic reproductive isolation in three hybridizations within the Drosophila simulans species complex. We allowed females to mate only once, observed and timed all copulations, dissected a subset of the females to track the storage and retention of sperm, examined the number and hatchability of eggs laid after insemination, counted all progeny produced, and measured the longevity of mated females. Each of the three hybridizations is characterized by a different set of cryptic barriers to heterospecific fertilization. When D. simulans females mate with D. sechellia males, few heterospecific sperm are transferred, even during long copulations. In contrast, copulations of D. simulans females with D. mauritiana males are often too short to allow sperm transfer. Those that are long enough to allow insemination, however, involve the transfer of many sperm, but only a fraction of these heterospecific sperm are stored by females, who also lay fewer eggs than do D. simulans females mated with conspecific males. Finally, when D. mauritiana females mate with D. simulans males, sperm are transferred and stored in abundance, but are lost rapidly from the reproductive tract and are therefore used inefficiently. These results add considerably to the list of reproductive isolating mechanisms in this well-studied clade and possibly to the list of evolutionary processes that could contribute to their reproductive isolation.",89,11263748,Journal,ar,Article,100,4,4,Drosophila | Fertilization | Hybridization | Reproductive isolation | Sperm,22104,R01GM058260,1,TRUE,all,All Open Access,71,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/0035107807,SCOPUS_ID:0035107807,2-s2.0-0035107807,"Locomotor performance of Drosophila melanogaster: Interactions among developmental and adult temperatures, age, and geography",Gibert P.,Evolution,00143820,55,1,205-209,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01286.x,"We explored the extent to which a phenotypic trait (walking speed) of Drosophila melanogaster is influenced by population, developmental temperature, adult temperature, and age. Our goals were to estimate the importance of these factors and to test the beneficial acclimation hypothesis. We measured speed of flies from two populations (the Congo and France) that developed at different temperatures (18, 25, and 29°C) and were tested at different temperatures (18, 25, and 29°C) and ages (2, 7, 13 days). Not surprisingly, speed increased strongly with test temperature. Speed was generally greatest for flies reared at an intermediate developmental temperature, contrary to the beneficial acclimation hypothesis, which predicts that speed would be greatest when influenced by interactions involving population. For example, speed was greatest for flies from France that developed at a low temperature, but for flies from the Congo that developed at a high temperature. The impact of developmental temperature declined with age. Surprisingly, speed actually increased with age for flies raised and maintained at a low temperature, but decreased with age for flies raised and maintained at an intermediate or at a high temperature. Thus, walking performance is highly dynamic phenotypically, complicating potential attempts to predict responses to selection on performance.",93,11263741,Journal,ar,Article,100,3,3,Acclimation | Aging | Beneficial acclimation hypothesis | Drosophila melanogaster | Performance | Speed | Temperature,22104,undefined,1,TRUE,all,All Open Access,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035107806,SCOPUS_ID:0035107806,2-s2.0-0035107806,Sex among the flowers: The distribution of plant mating systems,Vogler D.W.,Evolution,00143820,55,1,202-204,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01285.x,"Previous reviews of plant outcrossing rate survey data have agreed that predominant selfing and predominant outcrossing are alternative stable states of mating system evolution. We reanalyzed the most recent data and plot outcrossing rates as a continuous variable rather than as a class variable. Wind-pollinated species are indeed bimodal. However, the shape of the distributions for animal-pollinated species reveals that intermediate rates of outcrossing are common (49% of species fall between 20% and 80% outcrossing). Consequently, we suggest that mating system is best considered a continuous rather than a discrete character of plant populations.",211,11263740,Journal,ar,Article,100,2,2,Intermediate outcrossing | Mating systems | Mixed mating | Outcrossing rates | Selfing rates | t-values,22104,undefined,1,TRUE,all,All Open Access,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035107684,SCOPUS_ID:0035107684,2-s2.0-0035107684,Patterns of association between crucifers and their flower-mimic pathogens: Host jumps are more common than coevolution or cospeciation,Roy B.,Evolution,00143820,55,1,41-53,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01271.x,"Morphological and molecular phylogenies of animal parasites have often shown parallel cladogenesis, supporting hypotheses of coevolution. Few studies of the phylogenetic history for plants and their pathogens exist. Gene-for-gene interactions suggest that plant pathogens ought to have similar phylogenetic histories as their hosts. However, high dispersability combined with an inability to choose to leave if an inappropriate host has been landed on could increase the likelihood of host jumps and thus decrease phylogenetic congruence between plant pathogens and their hosts. In this study, I examined the pattern of association between the flower-mimicking crucifer rusts and their hosts by comparing independent host phylogenies (based on both cpDNA trnL-F introns and nuclear internal transcribed spacer [ITS] sequences) with that of their rust pathogens (based on ITS sequences). The expectation was that if the pathogens coevolved or cospeciated with their hosts, then their phylogenies should be congruent. Host-tracking coevolution can be differentiated from cospeciation by examining the times of divergence: If the pathogens are younger than the hosts, then it is likely that host tracking has occurred. For the crucifer rusts and their hosts, there was little evidence of parallel cladogenesis, suggesting that both cospeciation and coevolutionary tracking are rare. Instead, the most common pattern was one of host jumps to geographically associated taxa. There are at least three factors that may have contributed to the geographic structuring of the data. First, along the east-west transect stretching from the Rocky Mountains to California, large differences in rainfall and the timing of rainfall may reduce long-distance gene flow. Second, although dispersal of infectious spores is by wind, sexual reproduction of these fungi depends on insects, which move short distances. Third, host shifts are most likely to occur to geographically available taxa. Any species that grows adjacent to infected plants will be exposed to millions of spores, and the probability of eventual infection by a new mutant increases with greater exposure. Thus, patterns of association between the crucifers and their flower-mimic pathogens reflect jumps to geographically available hosts, which are not necessarily those that are most closely related.",122,11263745,Journal,ar,Article,100,1,1,Arabis | Brassicaceae | Coevolution | Hybridization | Phylogeography | Puccinia | Rust fungi,22104,undefined,1,TRUE,all,All Open Access,74,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035106108,SCOPUS_ID:0035106108,2-s2.0-0035106108,"Isolation by distance in the atlantic cod, Gadus morhua, at large and small geographic scales",Pogson G.,Evolution,00143820,55,1,131-146,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01279.x,"Genetic isolation by distance (IBD) has rarely been described in marine species with high potential for dispersal at both the larval and adult life-history stages. Here, we report significant relationships between inferred levels of gene flow and geographic distance in the Atlantic cod, Gadus morhua, at 10 nuclear restriction-fragment-length-polymorphism (RFLP) loci at small regional scales in the western north Atlantic region (< 1600 km) that mirror those previously detected over its entire geographic range (up to 7300 km). Highly significant allele frequency differences were observed among eight northwestern Atlantic populations, although the mean FST for all 10 loci was only 0.014. Despite this weak population structuring, the distance separating populations explained between 54% and 62% of the variation in gene flow depending on whether nine or 10 loci were used to estimate Nm. Across the species' entire geographic range, highly significant differences were observed among six regional populations at nine of the 10 loci (mean FST = 0.068) and seven loci exhibited significant negative relationships between gene flow and distance. At this large geographic scale, natural selection acting in the vicinity of one RFLP locus (GM798) had a significant effect on the correlation between gene flow and distance, and eliminating it from the analysis caused the coefficient of determination to increase from 17% to 62%. The role of vicariance was assessed by sequentially removing populations from the analysis and was found to play a minor role in contributing to the relationship between gene flow and distance at either geographic scale. The correlation between gene flow and distance detected in G. morhua at small and large spatial scales suggests that dispersal distances and effective population sizes are much smaller than predicted for the species and that the recent age of populations, rather than extensive gene flow, may be responsible for its weak population structure. Our results suggest that interpreting limited genetic differences among populations as reflecting high levels of ongoing gene flow should be made with caution.",123,11263734,Journal,ar,Article,100,4,4,Gadus morhua | Gene flow | Isolation by distance | Nuclear restriction-fragment-length-polymorphism loci | Population structure,22104,undefined,1,TRUE,all,All Open Access,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035105221,SCOPUS_ID:0035105221,2-s2.0-0035105221,"Perspective: Transposable elements, parasitic DNA, and genome evolution",Kidwell M.,Evolution,00143820,55,1,1-24,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01268.x,"The nature of the role played by mobile elements in host genome evolution is reassessed considering numerous recent developments in many areas of biology. It is argued that easy popular appellations such as ""selfish DNA"" and ""junk DNA"" may be either inaccurate or misleading and that a more enlightened view of the transposable element-host relationship encompasses a continuum from extreme parasitism to mutualism. Transposable elements are potent, broad spectrum, endogenous mutators that are subject to the influence of chance as well as selection at several levels of biological organization. Of particular interest are transposable element traits that early evolve neutrally at the host level but at a later stage of evolution are co-opted for new host functions.",467,11263730,Journal,re,Review,100,2,2,Gene regulation | Genome evolution | Parasitic DNA | Retrotransposon | Transposon,22104,undefined,0,FALSE,NA,NA,76,NA,NA
