@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/22844438337,SCOPUS_ID:22844438337,2-s2.0-22844438337,"Dos especies nuevas de Irenium (Cnidaria, Hydrozoa, Leptomedusae) en una bahía del Caribe Mexicano",Zamponi M.,Revista de Biologia Tropical,00347744,47,1 SUPPL.,209-216,1999-12-01,1999,"Zooplankton samples collected at Bahía de la Ascensión, an embayment on the east coast of the Yucatan Peninsula, Mexico, yielded several specimens of leptomedusae which were assigned to the litlle-known genus Irenium Haeckel, 1879. This genus comprised only two species, I. quadrigatum Haeckel, 1879 and I. teuscheri (Haeckel, 1879), and has not been recorded after its original description almost 120 years ago. The taxonomical analysis of this material allowed the identification of two previously unknown species (I. labiatum and I. alabiatum) of this genus both of which are described herein. Both species have lateral spiral cirri between tentacles and marginal warts; one of them (I. labiatum) has oral lips and the other has no lips (I. alabiatum). These features seem to be enough evidence to separate both species between them and as previously undescribed. The new species have both a tropical distribution similar to that shown by the other Irenium species, suggesting a tropical origin for this genus, with a distribution pattern limited to neritic zones. This is the first record of the genus in the Northwestern Atlantic, and its occurrence in the Caribbean Sea represents a relevant latitudinal range extension in the Western Hemisphere.",0,Journal,ar,Article,100,3,3,Gelatinous | Hydromedusae | Mexico | Taxonomy | Zooplankton gelatinoso,13567,undefined,0,FALSE,11,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22844437891,SCOPUS_ID:22844437891,2-s2.0-22844437891,Respuestas fotosintéticas del fitoplancton de una zona costera del Golfo de México que recibe descargas térmicas,Martínez-Arroyo A.,Revista de Biologia Tropical,00347744,47,1 SUPPL.,71-76,1999-12-01,1999,"Photosynthetic behavior of phytoplankton was analyzed emphasizing the short-term responses to light and temperature. Samples were obtained in a tropical coastal zone with permanent hot water discharges from a thermoelectric plant. They were collected in five periods between March 1993 and October 1994 in four sites where temperatures ranged from 23 to 36°C. Field data analysis did not show significative differences between the species composition and relative abundance of communities from different sampling sites. Response to photosynthesis experiments was segregated according to the origin of microalgae assemblages and composition of samples. Photosynthesis behavior presented alterations in algae assemblages sampled in the site where hot water is discharged, suchas rates reduction, higher light requirements, and lower temperature to achieve photosynthetic production than the other algae communities. Therefore, both structure and function analysis must be integrated in order to understand better the disturbed ecosystems.",0,Journal,ar,Article,100,3,3,Photosynthesis | Phytoplankton | Thermal pollution | Tropical coast,13567,undefined,0,FALSE,12,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22844435534,SCOPUS_ID:22844435534,2-s2.0-22844435534,Respuesta fotosíntesis-irradianza del nanoplancton de dos ecosistemas acuáticos urbanos,Cruz Muñoz M.,Revista de Biologia Tropical,00347744,47,1 SUPPL.,37-42,1999-12-01,1999,"Four series of experiments on the phytoplankton smaller than 20μm (nannoplankton) were performed during 1997 in two urban aquatic ecosystems: Lake Chapultepec and Lake Xochimilco, in Mexico City. The goal was to learn the nannoplankton photosynthetic capacities by means of laboratory experiments where photosynthesis-irradiance (P-I) curves were constructed using an integrated system with a polarographic electrode and light and temperature control. Experimental data were fitted to exponential models. The maximum photosynthesis rates (Pmax) ranged from 0.28 to 3.96 μmol O2 mg Chl a-1 h-1 in Chapultepec Lake and from 0.07 and 2.99 μmol O2 mg Chl a-1 h-1 in Xochimilco Lake samples. The highest production in Chapultepec occurred in the rainy season while in Xochimilco it was in the dry season. Saturation irradiance (Ik) varied from 18 to 295 μEm-2s-1. The highest photosynthesis rates occurred when some Cyanobacteria genera were dominant (Microcystis spp. and Oscillatoria spp. in both lakes and Merismopedia spp. and Anabaenopsis sp. for Xochimilco Lake). Biomass expressed as chlorophyll a concentration had its maximum values in the rainy season, 220.9 mg m-3 in Chapultepec and 136.2 mg m-3 in Xochimilco.",2,Journal,ar,Article,100,2,2,Freshwater phytoplankton | Nannoplankton | Photosynthesis | Urban lakes,13567,undefined,0,FALSE,13,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22844433456,SCOPUS_ID:22844433456,2-s2.0-22844433456,Distribution and abundance of copepod nauplii in the vicinity of a submarine canyon (NW Mediterranean),Sánchez-Velasco L.,Revista de Biologia Tropical,00347744,47,1 SUPPL.,165-173,1999-12-01,1999,"Distribution and abundance of copepod nauplii in relation to oceanic features detected by in situ data in the vicinity of the Palamos Canyon (NW Mediterranean) was analyzed. Vertical trawls (60-μm mesh) and physical data (CTD and ADCP), were obtained in a spring period (May 1992). The vicinity of the canyon was dominated by the Liguro-Provençal-Catalan Current (slope current), influenced by the fresh water from of the Rhône River runoffs, and perturbations of its flow induced by the submarine topography. High abundance of copepod nauplii were associated with the slope current waters and its intrusions into the canyon, showing an offshore-nearshore abundance gradient. The highest concentrations of copepod nauplii were found at the eastern margin of the slope current along of a shallow salinity front. Results showed that the spawning of dominant copepod species in the offshore zone could be related to retention areas, such as the salinity front, and to the biological enrichment of the slope current influenced by Rhône river discharges during the rainy period and ice melting of the Provençal mountains.",2,Journal,ar,Article,100,2,2,Copepod nauplii | NW Mediterranean | Salinity front | Slope current | Submarine canyon,13567,undefined,0,FALSE,14,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2142710291,SCOPUS_ID:2142710291,2-s2.0-2142710291,"Bacterioplankton from cenotes and anchialine caves of Quintana Roo, Y̧ucatan Peninsula, Mexico",Alcocer J.,Revista de Biologia Tropical,00347744,47,1 SUPPL.,19-25,1999-12-01,1999,"The seasonal fluctuation of bacterioplankton densities were evaluated in five cenotes and two anchialine caves of Quintana Roo, northeastern Yucatan Peninsula. Bacterioplankton densities were extremely low (5.8 ± 0.35 × 102 - 8 ± 0.48 × 103 cells/ml), even for oligotrophic environments. Non seasonal differences were detected in the cenotes, however, in the caves bacterial counts were higher in the rainy season. Bacterial densities were lower in the cenotes (5.8 ± 0.35 × 102 - 4.3 ± 0.26 × 103 cells/ml), and higher in the caves (2.7 ± 0.16 × 103 - 8 ± 0.48 × 103 cells/ml). Rainwater percolation, rich in forest soil particulate (POM) and dissolved organic (DOM) matter into the caves, seems to promote higher bacterial densities. In addition, surface bacteria entering groundwater in the same way as POM and DOM could also be augmenting bacterial densities in the caves. Low groundwater nutrient (0.05 - 1.7 μM total P, 34.89 - 250.9 μM total N) concentrations as well as reduce bacterial densities characterizes the cenotes and caves as ultra- to oligotrophic environments.",11,Journal,ar,Article,100,5,5,Bacteria | Nutrients | Plankton | Sinkholes | Submersed caves,13567,undefined,0,FALSE,15,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2142641007,SCOPUS_ID:2142641007,2-s2.0-2142641007,A survey on the rotifer (Rotifera) fauna of the Yucatan Peninsula (Mexico),Sarma S.,Revista de Biologia Tropical,00347744,47,1 SUPPL.,187-196,1999-12-01,1999,"Taxonomic studies on the freshwater rotifers were conducted on samples collected from 12 localities in the south-central part of Quintana Roo State (Yucatan Peninsula, Mexico) during 1997. The water bodies sampled ranged from small cenotes (carstic deep circular sinkholes) to temporary and permanent lagoons. Data on selected physical and chemical variables of the waterbodies were also obtained. We recorded 102 rotifer species of which 15 are new to the fauna of Mexico. These are: Eosphora anthadis, Eothinia carogaensis, Lecane aeganea, Lecane grandis, Lecane haliclysta, Lecane margarethae, Lecane rugosa, Lecane sibina, Lecane spinulifera, Lecane uenoi, Lepadella donneri, Lepadella heterostyla, Macrochaetus longipes, Proales daphnicola, and Ptygura tacita. In this study, we present illustrations of all new records and comments on selected taxa from a zoogeographical point of view.",7,Journal,re,Review,100,2,2,Distribution | Mexico | New record | Rotifer | Taxonomy,13567,undefined,0,FALSE,16,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20344398098,SCOPUS_ID:20344398098,2-s2.0-20344398098,"Alona pectinata (Crustacea: Anomopoda; Chydoridae), a new freshwater cladoceran from Southeast Mexico",Elías-Gutiérrez M.,Revista de Biologia Tropical,00347744,47,1 SUPPL.,105-111,1999-12-01,1999,"A new species of the chydorid cladoceran genus Alona is described herein from parthenogenetic females. The material was collected from several freshwater lagoons and pools in the southern portion of the Yucatan Peninsula, Mexico at an altitude less than 100m above sea level. The new species can be distinguished from other species of Alona by the combination of several features: a well-developed armature of the antennae, postabdomen, and postabdominal claw, the outer distal lobe of the first thoracic limb bears two pecten-like setae, and the exopod of thoracic limb III has only five setae. This new taxon is related to other species of Alona described from South America and the Old continent.",11,Journal,ar,Article,100,2,2,Anomopoda | Chydoridae | Cladocera | Mexico | Taxonomy,13567,undefined,0,FALSE,17,NA
true,https://api.elsevier.com/content/abstract/scopus_id/18344407509,SCOPUS_ID:18344407509,2-s2.0-18344407509,"Variación estacional del zooplancton del embalse Ignacio Allende, Guanajuato, México y su relación con el fitoplancton y factores ambientales",López-López E.,Revista de Biologia Tropical,00347744,47,4,643-657,1999-12-01,December 1999,"The plankton communities and environmental factors of the Ignacio Allende reservoir were surveyed from July 1990 to June 1991. A total of 57 phytoplankton species were identified. There was a blue green algae bloom in the summer, simultaneously with highest water levels, followed by the dominance of diatoms in the coldest months (February and March). Chlorophyceans became dominant in the spring, consonant with highest temperature records. Bacillariophyceans and cyanophyceans had the greater species richness, while dinophyceans and euglenophyceans had the lowest values. The summer bloom of Anabaena variabilis and the abundance of Ceratium hirundinella, Aulacosseira granulata and Fragilaria crotonensis are associated with tropical eutrophic waters. The zooplankton was composed by 39 species, from these, Diaphanosoma birgei, Bosmina longirostris, Daphnia parvula, Diaptomus (Mastigodiaptomus) montezumae, Acanthocyclops vernalis, Keratella cochlearis, Polyarthra vulgaris and Asplanchna priodonta occurred throughout the annual cycle. A canonical correspondence analysis showed a succesional pattern associated to several environmental processes. The lowest species richness occurred during the dry season, in the coldest months. In the wet season, species richness increased and population densities decreased, consonant with the blue-green algae bloom, the highest values of suspended solids and the highest water levels in the reservoir.",16,Journal,ar,Article,100,2,2,México | Phytoplankton | Reservoir | Seasonality | Tropical | Zooplankton,13567,undefined,0,FALSE,18,NA
true,https://api.elsevier.com/content/abstract/scopus_id/18144452299,SCOPUS_ID:18144452299,2-s2.0-18144452299,"Nematofauna asociada a la zona urbana de la bahía de Chetumal, Quintana Roo, México",De Jesús Navarrete A.,Revista de Biologia Tropical,00347744,47,4,867-875,1999-12-01,December 1999,"Sediments were collected at fifteen stations in five transects at Chetumal Bay (June and December 1995). Sediments were medium and fine sands with 15.62% organic matter. In June, 2 239 individuals represented 20 families and 37 genera; in December, 1 426 individuals represented 21 families and 35 genera. Neotonchoides, Desmodora, Bathylaimus, Pseudochromadora, Desmolaimus, Chromadorina and Steineria were the most abundant. In both months the same transect had the highest abundance and richness (957 and 744 individuals, 28 and 25 genera, respectively). The lowest abundance in a transect was 48 individuals and six genera. Diversity fluctuated among 0.53 and 2.53 beles/ind. In general, the genus composition in Chetumal bay is homogeneous. The noteworthy occurrence of marine genera in this brackish environment shows their adaptability.",4,Journal,ar,Article,100,2,2,Caribbean | Chetumal | Free-living nematodes | Meiobenthos | Mexico,13567,undefined,0,FALSE,19,NA
true,https://api.elsevier.com/content/abstract/scopus_id/18144432842,SCOPUS_ID:18144432842,2-s2.0-18144432842,Desarrollo ontogénico de plántulas de Guazuma ulmifolia (Sterculiaceae),De Araújo Neto J.,Revista de Biologia Tropical,00347744,47,4,785-790,1999-12-01,December 1999,"Guazuma ulmifolia is as popular reforestation tree all over Latin America. It is characteristic of the initial stages of the secondary sucession and presents potential utility in the restoring of degraded areas. There is no information about fruit, seed and seedling morphology, which is of fundamental importance for identification, extraction, management and seed germination as well as for the characterization of post-seminal development and normal seedling pattern. To obtain such information, external fruit, and external and internal seed structures were studied considenng shape, size, micropile and embryo localization, and tegumentar structures. All stages of this work were conduced in the Universidade Estadual Paulista (UNESP), Campus of Jaboticabal city. The fruits were collected in a mixed plantation in Jaboticabal city, State of São Paulo, Brazil. For the biometric study eight repetitions of ten fruits and eight repetitions of 100 seeds were utilized. For seed internal traits study, 50 seeds were drenched in a distiled water, cut, and observed with a scanning electron microscope and a stereomicroscope. For post-seminal study ten repetitions of seven seeds were scarificated chemically with sulphuric acid during 50 min, and placed to germinate in a culture medium, at 30°C, and eight hours of photoperiod. We found elipsoid, woody, indehiscent, pentacarpelar fruits, with a mean lenght of 22.61 mm (diameter 24.88 mm) and 64.0 seeds per fruit. Seed shape varies, mean length is 3.07 mm (width of 2.36 mm).The seed is bitegumented, tegmic, with a continuous, axial and curved embryo. The germination is epigeal and the seedlings are fanerocotiledoneus. Drawings of all stages are included.",12,Journal,ar,Article,100,2,2,Forest seed | Fruit | Germination | Guazuma ulmifolia | Morphology | Plantlet | Seedling,13567,undefined,0,FALSE,20,NA
