@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0027085365,SCOPUS_ID:0027085365,2-s2.0-0027085365,Selfish larvae: development and the evolution of parasitic behavior in the Hymenoptera,Nonacs P.,Evolution,00143820,46,6,1605-1620,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01157.x,"Queens of hymenopteran social parasites manipulate the workers of other social species into raising their offspring. However, nonconspecific brood care may also allow the parasite larvae to control their own development to a greater extent than possible in nonparasitic species. An evolutionary consequence of this may be the loss of the parasite's worker caste if the larvae can increase their fitness by developing into sexuals rather than workers. This loss is particuarly likely in species in which there is little inclusive fitness benefit in working. Retention of a worker caste correlates with characteristics that increase the fitness of working relative to becoming a sexual, such as worker-production of males, high intracolony relatedness, and seasonal environments where the hosts of potential parasite queens are not always available. When the worker caste is evolutionarily lost in perennial species like ants, it disappears rapidly and through a reduction in caste threshold and queen size, so that parasite larvae become queens with less food than required to produce host workers. This evolutionary process, however, appears to lower overall population fitness, resulting in workerless parasite species having small populations and being geographically restricted. In annual species like bees and wasps, workerless social parasitism evolves with no size reduction in queens, which is consistent with an expected lower level of queen/offspring conflict. -Authors",72,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,11
true,https://api.elsevier.com/content/abstract/scopus_id/0027085344,SCOPUS_ID:0027085344,2-s2.0-0027085344,Effects of parentage and size of the pollen load on progeny performance in Campanula americana,Richardson T.E.,Evolution,00143820,46,6,1731-1739,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01165.x,"Seed size was positively correlated with early seedling performance for all but one of traits measured (days to emergence), but was not significantly correlated with any of the later vegetative measures or reproductive output. There were significant effects due to the maternal parent for the vegetative traits days to emergence, days to first leaf, and final plant height, as well as total seed weight, and mean seed weight per fruit. Significant paternal effects were found for all seedling traits except number of leaves after vernalization. Progeny from fruits receiving high pollen loads significantly outperformed the progeny from fruits receiving low pollen loads for the traits days to first and second leaf, numbers of leaves after vernalization, and days to first flower. -from Authors",57,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,12
true,https://api.elsevier.com/content/abstract/scopus_id/0027085328,SCOPUS_ID:0027085328,2-s2.0-0027085328,"Balancing selection in a desert stream-dwelling fish, Poeciliopsis monacha",Vrijenhoek R.C.,Evolution,00143820,46,6,1642-1657,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01159.x,"The topminnow Poeciliopsis monacha is exposed to extreme seasonal and spatial variation in physical stresses. The authors examined four diallelic gene loci (Ldh-1, Idh-2, Pgd, Ck-A) and tested whether genotypes were associated with differential survival of individuals exposed to acute stress. For each locus, the common allele was associated with higher survival during heat and hypoxic stress, whereas the alternate allele was associated with higher survival during cold stress. In most cases, survival of heterozygotes was intermediate and they exhibited less variance in survival than corresponding homozygotes. -from Authors",24,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,13
true,https://api.elsevier.com/content/abstract/scopus_id/0027083838,SCOPUS_ID:0027083838,2-s2.0-0027083838,Attractive structures and the stability of hermaphroditic sex expression in flowering plants,Morgan M.T.,Evolution,00143820,46,4,1199-1213,1992-01-01,1992,10.1111/j.1558-5646.1992.tb00628.x,"Plant attributes serving both male and female sex functions are thought to favor hermaphroditic breeding systems over systems where sex expression is separated between individuals. Morphological features used by plants to attract biotic pollinators can be considered in this light, because such ""attractive;' structures are prerequisite for both pollen donation and receipt. A model involving allocation of a limiting resource between attractive structures benefiting both sex functions, structures benefiting male function only, and structures benefiting female function only, is constructed and analyzed using the evolutionary stable strategy approach. Contrary to expectation, conditions resulting in large allocation to attractive structures tend to destabilize hermaphroditism, although the effect is slight. Substantial asymmetry in the benefits accruing to male and female feritlity for a given investment in pollinator attraction produces more pronounced effects, reducing the parameter space in which hermaphroditism is expected. Results of this model are used to assess the importance of ""accelerating grain' curves previously suggested for the evolution of dioecy in flowering plants. Accelerating gains associated with fruit production and dispersal represent female function only, and can be sufficient to initiate eovlution toward dioecy. Accelerating gains associated with pollinator atrraction may contribute to the evolution of separate sexes only if male function benefits from increased investment in attractive structures at a disproportionate rate compared to female function. Even in this instance, though, hermaphroditism may be evolutionarily stable. -Author",17,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,14
true,https://api.elsevier.com/content/abstract/scopus_id/0027073631,SCOPUS_ID:0027073631,2-s2.0-0027073631,Reinforcement and reproductive character displacement in Gastrophryne carolinensis and G. olivacea (Anura: Microhylidae): a reexamination,Loftus-Hills J.J.,Evolution,00143820,46,4,896-906,1992-01-01,1992,10.1111/j.1558-5646.1992.tb00607.x,"Tape-recorded advertisement calls of Gastrophryne carolinensis and G. olivacea, obtained in Texas and S Louisiana, were analyzed by means of an analogue audiospectrograph. Samples were grouped into four areas: allopatric and sympatric for G. carolinensis, and combined adjacent allopatric/shallow sypatric, and sympatric for G. olivacea. Three attributes of the advertisement call (call duration, pulse rate, and dominant frequency) were investigated, with water temperature at the calling site as the independent variable. The pattern of geographic variation is consistent with reproductive character displacement. -from Authors",60,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,15
true,https://api.elsevier.com/content/abstract/scopus_id/0027072838,SCOPUS_ID:0027072838,2-s2.0-0027072838,"Variable selection on Eurosta's gall size, I: the extent and nature of variation in phenotypic selection",Weis A.E.,Evolution,00143820,46,6,1674-1697,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01161.x,"A long-term study of Eurosta solidaginis (Diptera; Tephritidae), which induces stem galls on the perennial herb Solidago altissima (Asteraceae) was performed to explore the patterns of variation in phenotypic selection. Intensity of selection imposed by parasitoids and predators on gallmaking larvae, for gall size, was measured across 16 populations over the course of four generations. Insects inducing larger galls are generally favored by selection. The opposing patterns of size-dependent attack resulted in stabilizing selection in half the population generations. The magnitude of direction selection was strongly influenced by the population mean gall size and weakly by the optimal gall size. -from Authors",80,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,16
true,https://api.elsevier.com/content/abstract/scopus_id/0027071966,SCOPUS_ID:0027071966,2-s2.0-0027071966,Biogeography of New World taiga-dwelling Microtus (Mammalia: Arvicolidae): a hypothesis test that accounts for phylogenetic uncertainty,Debry R.W.,Evolution,00143820,46,5,1347-1357,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01128.x,"Examines two biogeographic hypotheses concerning the rodent genus Microtus. These hypotheses can be phrased so that each predicts the existence of a particular monophyletic group. Neither of the predicted groups appear on the single best phylogeny as determined by both Dollo parsimony and maximum likelihood analysis of restriction site maps of mitochondrial DNA. Simulation studies, however, suggest that often the best phylogeny from a single data set has only a low probability of being exactly correct. We must also examine those trees that, while not the single best-supported tree, are not rejected by the data. If we find the best phylogeny for which a hypothesis is satisfied, then likelihood methods can be used to test whether that phylogeny is significantly worse then the best tree overall. If that tree can be rejected, then so can the hypothesis. Computational constraints limit the use of likelihood methods for searching among topologies, so parsimony is used as a data exploratory tool. One of the predicted groups cannot be rejected, even though the most parsimonious tree which includes that group requires 11 more steps than does the most parsimonious tree. -from Author",11,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,17
true,https://api.elsevier.com/content/abstract/scopus_id/0027069863,SCOPUS_ID:0027069863,2-s2.0-0027069863,The effect of flower production on male reproductive success in wild radish populations,Devlin B.,Evolution,00143820,46,4,1030-1042,1992-01-01,1992,10.1111/j.1558-5646.1992.tb00617.x,"Flower production is the major determinant of pollen yield and an important component in pollinator attraction. Consequently, differences among plants in flower production are expected to have a substantial impact on their relative success at fathering seed. This prediction was examined using one natural and three structured Raphanus sativus populations. A plant's relative success at fathering seed on another plant in the population (male fertility) increased with flower production, but the increase in fertility exhibited a diminishing marginal gain, with the relationship varying among populations. The relationship between the estimates of total number of seeds sired and flower production ranged from a weakly linear to strongly negative quadratic. The spatial structure of the population with respect to seed yield had a powerful effect on the total number of seeds sired because male fertility decreased exponentially with intermate distance. Other covariates important to male fertility were flower color, time, the specific identity of the male parent, and male by female interaction. The identity of the male parent consistently accounted for a large portion of the variation in male fertility, indicating that other unmeasured features of the plant influenced its success. -from Authors",92,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,18
true,https://api.elsevier.com/content/abstract/scopus_id/0027068268,SCOPUS_ID:0027068268,2-s2.0-0027068268,Restricted migration and the evolution of altruism,Kelly J.K.,Evolution,00143820,46,5,1492-1495,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01139.x,"A suggestion that limited migration (population viscosity) should favor the evolution of altruism has been challenged by recent kin selection models explicitly incorporating restricted migration. These models compound two distinct elements of population structure, spatial-genotypic variation and density regulation. These two characteristics are often determined by distinct biological processes. While they may be linked under certain circumstances, this is not invariably true. A simple modification of the migration system employed in these studies decouples migration and population regulation thus favoring inter-group selection. At least in some cases, restricted migration will facilitate the evolution of altruism. -Author",47,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,19
true,https://api.elsevier.com/content/abstract/scopus_id/0027067374,SCOPUS_ID:0027067374,2-s2.0-0027067374,Global population structure and natural history of the green turtle (Chelonia mydas) in terms of matriarchal phylogeny,Bowen B.W.,Evolution,00143820,46,4,865-881,1992-01-01,1992,10.1111/j.1558-5646.1992.tb00605.x,"The authors assayed mitochondrial DNA genotypes from 226 specimens representing 15 major rookeries around the world. Phylogenetic analyses revealed 1) a comparatively low level of mtDNA variability and a slow mtDNA evolutionary rate (relative to estimates for many other vertebrates); 2) a fundamental phylogenetic split distinguishing all green turtles in the Atlantic-Mediterranean from those in the Indian-Pacific Oceans; 3) no evidence for matrilineal distinctiveness of a commonly recognized taxonomic form in the E Pacific (the black turtle C.m.agassizi or C. agassizi); 4) in opposition to published hypotheses, a recent origin for the Ascension Island Rookery, and its close genetic relationship to a geographically proximate rookery in Brazil; and 5) a geographic population substructure within each ocean basin (typically involved fixed or nearly fixed genotypic differences between nesting populations) that suggests a strong propensity for natal homing by females. Overall, the global matriarchal phylogeny of Chelonia mydas appears to have been shaped by both geography (ocean basin separations) and behaviour (natal homing on regional or rookery-specific scales). The shallow evolutionary population structure within ocean basins likely results from demographic turnover (extinction and colonization) of rookeries over time frames that are short by evolutionary standards but long by ecological standards. -Authors",273,Journal,ar,Article,100,6,6,22104,undefined,1,TRUE,all,All Open Access,20
true,https://api.elsevier.com/content/abstract/scopus_id/0027067305,SCOPUS_ID:0027067305,2-s2.0-0027067305,Heterochronic developmental plasticity in larval sea urchins and its implications for evolution of nonfeeding larvae,Strathmann R.R.,Evolution,00143820,46,4,972-986,1992-01-01,1992,10.1111/j.1558-5646.1992.tb00613.x,"Differences in timing of development of larval and juvenile structures (heterochronic shifts) and differences in the size of the larval body (shifts in allocation) were produced in sea urchin larvae exposed to different amounts of food. Changes in larval form in response to food appear to be adaptive, with increased allocation of growth to the larval apparatus for catching food when food is scarce and earlier allocation to juvenile structures when food is abundant. This phenotypic plasticity among full siblings is similar in direction to the heterochronic evolutionary changes in species that have greater nutrient reserves within the ova and do not depend on particulate planktonic food. This similarity suggests that developmental plasticity that is adaptive for feeding larvae also contributes to correlated and adaptive evolutionary changes in the transition to nonfeeding larval development. If endogenous food supplies have the same effect on morphogenesis as exogenous food supplies, then changes in genes that act during oogenesis to affect nutrient stores may be sufficient to produce correlated adaptive changes in larval development. -from Authors",177,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,21
true,https://api.elsevier.com/content/abstract/scopus_id/0027063620,SCOPUS_ID:0027063620,2-s2.0-0027063620,The genetic basis of sexual isolation between Drosophila melanogaster and D. simulans,Welbergen P.,Evolution,00143820,46,5,1385-1398,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01131.x,"The authors surveyed the variation in sexual isolation between D. melanogaster strains and D. simulans strains of different geographic origin. Then, to investigate variation in sexual isolation within strains, they made F1 diallel sets of reciprocal crosses within strains. The first experiment showed more matings between D. simulans females and D. melanogaster males than between D. melanogaster females and D. simulans males. The second experiment uncovered that the male genotypes in the D. melanogaster diallel significantly differed in interspecific mating frequency, but not in courtship initiation frequency. The female genotypes in the D. simulans diallel were not significantly different in courtship initiation and interspecific mating frequency. Genetic analysis reveals that in D. melanogaster the main genetic components were directional dominance and overdominance. -from Authors",15,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,NA,NA,22
true,https://api.elsevier.com/content/abstract/scopus_id/0027063610,SCOPUS_ID:0027063610,2-s2.0-0027063610,The effect of serpentine on the population structure of Silene dioica (Caryophyllaceae),Westerbergh A.,Evolution,00143820,46,5,1537-1548,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01143.x,"Seventeen Silene dioica populations located in the mountains of Vasterbotten and Jamtland, C Sweden, were investigated by electrophoresis. Analyses of allele frequencies show that both serpentine and non-serpentine populations in the northern part of the studied area (Vasterobtten) are genetically similar. Evidently serpentine does not exert strong selection acting upon isozyme loci. In the south (Jamtland), however, the serpentine populations exhibit genetic differentiation. This allozyme divergence is probably not due to direct selection but rather represents the effects of isolation and genetic drift. Results suggest that S. dioica has colonized serpentine repeatedly and that the tolerant populations have a multiple origin. -from Authors",67,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,23
true,https://api.elsevier.com/content/abstract/scopus_id/0027063310,SCOPUS_ID:0027063310,2-s2.0-0027063310,Host race radiation in the soapberry bug: natural history with the history,Carroll S.,Evolution,00143820,46,4,1052-1069,1992-01-01,1992,10.1111/j.1558-5646.1992.tb00619.x,"In this century, populations of Jadera haematoloma (Hemiptera: Rhopalidae) have colonized three plant species introduced to North America. Each new host differs in fruit size from the native hosts, providing an unplanned experiment in natural selection of the insect's beak length. In each of three host shifts, beak length has increased or decreased in the direction predicted from fruit size. Museum specimens show historical changes consistent with the host shift scenario inferred from beak length values in contemporary populations. The extent to which beak length evolution has been accompanied by evolution in other body size characters differs between races, suggesting that the evolution has proceeded differently in each case. In all cases, significant evolution has occurred in as little as 20-50 yr (40-150 generations), creating a species-level mosaic of response to simultaneous directional, diversifying, and normalizing selection. -from Authors",228,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,24
true,https://api.elsevier.com/content/abstract/scopus_id/0027061707,SCOPUS_ID:0027061707,2-s2.0-0027061707,Temperature determination of male outcrossing ability in a simultaneous hermaphrodite,Schrag S.J.,Evolution,00143820,46,6,1698-1707,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01162.x,Phally is a genital dimorphism found in some species of self-compatible simultaneous hermaphrodites. Both aphallics and euphallics can self-fertilize but only euphallics develop a functional penis and prostate allowing them to donate sperm. Previous studies of phally in the gastropod Bulinus truncatus (Mollusca: Pulmonata) suggest that phally may be under direct genetic control in some populations and strongly influenced by environmental factors in others. Experiments identify temperature as a cue affecting phally determination in two populations. A higher proportion of euphallics was produced at low temperature (22 ± 1°C) than at high temperature (30 ± 1°C). -from Authors,21,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,25
true,https://api.elsevier.com/content/abstract/scopus_id/0027061398,SCOPUS_ID:0027061398,2-s2.0-0027061398,How sedentary are greywing francolins (Francolinus africanus)?,Grant W.S.,Evolution,00143820,46,5,1477-1491,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01138.x,"Examined genetic variability in 618 greywing francolins at 24 localities over a 1500 km2 area in South Africa, subdividing samples to measure genetic population structure among localities separated by 6-60 km, and among coveys separated by 0.1-6 km. Thirteen of 30 (43%) allozyme loci were polymorphic, and heterozygosity ranged from 5.3-8.5% over 24 localities and averaged 7.0%, a value much larger than that found for other phasianids. Significant allele-frequency heterogeneity was detected among localities and among coveys at several localities for several loci. There was no correlation, however, between geographical distance and the allele-frequency difference between localities for all but one allele. The geographical patterns of 18 independent alleles showed a ""crazy-quilt' pattern of allele-frequency patches. The isolation-by-distance model of subpopulation structure is inappropriate for these birds. Individuals, therefore, appear to disperse far beyond neighboring populations. -from Authors",10,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,26
true,https://api.elsevier.com/content/abstract/scopus_id/0027060019,SCOPUS_ID:0027060019,2-s2.0-0027060019,Correlational selection for color pattern and antipredator behavior in the garter snake Thamnophis ordinoides,Brodie E.,Evolution,00143820,46,5,1284-1298,1992-01-01,1992,10.1111/j.1558-5646.1992.tb01124.x,The only natural selection detected favored opposite combinations of stripedness of the color pattern and the tendency to perform during escape evasive behaviors called reversals. This selection presumably results from optical illusions created by moving patterns and their effects on visually foraging predators. Correlational selection alone can promote genetic variance and covariance within a generation. This phenomenon may be partially responsible for the extreme variation in color pattern and the genetic covariance between color pattern and behavior observed in natural populations of T. ordinoides -from Author,386,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,27
