@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:eIssn,fund-acr,fund-sponsor,pii
true,https://api.elsevier.com/content/abstract/scopus_id/33748561149,SCOPUS_ID:33748561149,2-s2.0-33748561149,Contrasting structure and composition of the understory in species-rich tropical rain forests,LaFrankie J.V.,Ecology,00129658,87,9,2298-2305,2006-09-18,2006,10.1890/0012-9658(2006)87[2298:CSACOT]2.0.CO;2,"In large samples of trees ≥1 cm dbh (more than 1 million trees and 3000 species), in six lowland tropical forests on three continents, we assigned species with >30 individuals to one of six classes of stature at maturity (SAM). We then compared the proportional representation of understory trees (1-2 cm dbh) among these classes. The understory of the three Asian sites was predominantly composed of the saplings of large-canopy trees whereas the African and American sites were more richly stocked with trees of the smaller SAM classes. Differences in class representation were related to taxonomic families that were present exclusively in one continent or another. Families found in the Asian plots but not in the American plot (e.g., Dipterocarpaceae, Fagaceae) were predominantly species of the largest SAM classes, whereas families exclusive to the American plots (e.g., Melastomataceae sensu stricto, Piperaceae, and Malvaceae [Bombacacoidea]) were predominantly species of small classes. The African plot was similar to Asia in the absence of those American families rich in understory species, while similar to America in lacking the Asian families rich in canopy species. The numerous understory species of Africa were chiefly derived from families shared with Asia and/or America. The ratio of saplings (1-2 cm dbh) to conspecific canopy trees (>40 cm dbh) was lower in American plots than in the Asian plots. Possible explanations for these differences include phenology, moisture and soil fertility regimes, phyletic constraints, and the role of early successional plants in forest development. These results demonstrate that tropical forests that appear similar in tree number, basal area, and the family taxonomy of canopy trees nonetheless differ in ecological structure in ways that may impact the ecology of pollinators, dispersers, and herbivores and might reflect fundamental differences in canopy tree regeneration. © 2006 by the Ecological Society of America.",45,16995630,Journal,ar,Article,100,16,16,Cameroon | Ecuador | Malaysia | Regeneration | Tropical forest | Understory,20308,undefined,0,FALSE,NA,NA,91,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748560468,SCOPUS_ID:33748560468,2-s2.0-33748560468,Prey growth and size-dependent predation in juvenile estuarine fishes: Experimental and model analyses,Craig J.,Ecology,00129658,87,9,2366-2377,2006-09-18,2006,10.1890/0012-9658(2006)87[2366:PGASPI]2.0.CO;2,"The outcome of predation interactions between growing, size-structured predator and prey cohorts is difficult to predict. We manipulated the food resources available to juvenile spot subject to predation from southern flounder in a 60-day replicated pond experiment to test the hypothesis that spot growing slowly would experience higher predation mortality and stronger selection against small individuals than those growing rapidly. A nearly threefold difference in average growth rate between fast- and slow-growth treatments led to twofold higher predation mortality of slow-growing spot. Relative to no-flounder controls, larger spot were overrepresented at the end of the experiment in both treatments, but the magnitude of flounder size selection was much greater in the slow-growth treatment. The experimental results agreed qualitatively, but not quantitatively, with predictions from a prior size-dependent foraging model. In particular, the model significantly underestimated observed shifts in spot size structure to larger sizes. We hypothesized that competitive release and associated increases in spot growth due to thinning by flounder might reconcile this difference, and extended the model to incorporate this process. We then used the model to estimate the relative contribution of these two confounded predator effects (size-selective predation and thinning) to observed shifts in spot size structure. Model simulations indicated that the combined effects of size-selective predation and thinning could account for nearly all of the observed shift in spot size structure, but that thinning was the more important process. Our results highlight the utility of combining experimental and modeling approaches to unravel the complexities underlying interactions between growing, size-structured predator and prey cohorts. © 2006 by the Ecological Society of America.",32,16995637,Journal,ar,Article,100,4,4,Cohort dynamics | Competitive release | Density-dependent growth | Estuarine fishes | Flounder | Leiostomus xanthurus | Paralichthys lethostigma | Size selection | Size structure | Size-dependent predation | Spot | Thinning,20308,undefined,0,FALSE,all,All Open Access,92,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748557779,SCOPUS_ID:33748557779,2-s2.0-33748557779,Spatial scale of the patchiness of plant poisons: A critical influence on foraging efficiency,Wiggins N.L.,Ecology,00129658,87,9,2236-2243,2006-09-18,2006,10.1890/0012-9658(2006)87[2236:SSOTPO]2.0.CO;2,"Generalist mammalian browsers and folivores feed on a range of chemically different plant species, which may assist them in diluting toxins and diversifying nutrient consumption. The frequency and order in which their diets are mixed are important determinants of intake. As a result, the degree of plant heterogeneity in an environment, and the spatial scale at which this occurs, should directly influence herbivore foraging decisions. We tested whether altering the spatial scale of plants, and thus plant secondary metabolites (PSMs), affected foraging efficiency of a generalist folivore, the common brushtail possum (Trichosurus vulpecula). First, we demonstrated that possums were able to consume more from a mixed diet of two chemically different species, Eucalyptus globulus and E. tenuiramis, than when either of these species was offered alone. We then tested whether altering the spatial scale between E. globulus and E. tenuiramis, as small- or large-scale plant heterogeneity ""patches,"" affected possum foraging behavior and, ultimately, their foraging efficiency. Possums increased their foraging efficiency when the spatial scale of plant heterogeneity was small rather than large. We argue that the ability to regularly switch diets, when plant spatial distribution is at a small scale, reduces the negative effects of PSM ingestion. We predict that the heterogeneity of plant patches, in relation to PSM distribution, and the scale at which this occurs across a landscape, are critical factors that influence foraging efficiency and, ultimately, fitness of mammalian herbivores. This research provides a fundamental link between plant chemistry, foraging, and habitat heterogeneity. © 2006 by the Ecological Society of America.",25,16995624,Journal,ar,Article,100,4,4,Common brushtail possum | Diet switching | Eucalyptus spp. | Feeding behavior | Foraging efficiency | Generalist herbivore | Mammalian herbivores | Patchiness | Plant heterogeneity | Plant secondary metabolites | Trichosurus vulpecula,20308,undefined,0,FALSE,NA,NA,93,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748556875,SCOPUS_ID:33748556875,2-s2.0-33748556875,Sperm parasitism in ants: Selection for interspecific mating and hybridization,Umphrey G.,Ecology,00129658,87,9,2148-2159,2006-09-18,2006,10.1890/0012-9658(2006)87[2148:SPIASF]2.0.CO;2,"Interspecific mating in eusocial Hymenoptera can be favored under certain conditions even if all hybrid offspring are completely infertile. This exploits two key features of the eusocial Hymenoptera: a haplodiploid genetic system and reproductive division of labor in females. Interspecifically mated queens can still produce viable sons that will mate intraspecifically. Apparent reduced fitness resulting from producing infertile daughter gynes can be also offset by advantages conferred by hybrid workers. An important advantage is likely to be superior ability at using marginal habitats. Interspecifically mated queens can nest in sites where intraspecific competition will be low. By mating interspecifically, a queen trades expected reproductive success through female offspring for a higher probability of achieving some reproductive success. Females that mate interspecifically can be considered ""sperm parasites"" on the males of the other species. I provide evidence that sperm parasitism is responsible for widespread hybridization in North America among two species of the ant subgenus Acanthomyops (genus Lasius), and review evidence for sperm parasitism in other hybridization phenomena in ants. Sperm parasitism in ants represents a novel form of social parasitism in ants and a dispersal polymorphism. It may also act as a precursor to the evolution of some other recently discovered phenomena, such as genetic caste determination. © 2006 by the Ecological Society of America.",37,16995614,Journal,re,Review,100,1,1,Acanthomyops | Ants | Cleptogamy | Dispersal polymorphism | Hybridization | Hybridogenesis | Lasius | Mating strategies | Mixed ESS | Sperm parasitism,20308,undefined,0,FALSE,NA,NA,94,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748551699,SCOPUS_ID:33748551699,2-s2.0-33748551699,"Shifts in grassland invasibility: Effects of soil resources, disturbance, composition, and invader size",Renne I.J.,Ecology,00129658,87,9,2264-2277,2006-09-18,2006,10.1890/0012-9658(2006)87[2264:SIGIEO]2.0.CO;2,"There is an emerging recognition that invasibility is not an intrinsic community trait, but is a condition that fluctuates from interactions between environmental forces and residential characters. Elucidating the spatiotemporal complexities of invasion requires inclusion of multiple, ecologically variable factors within communities of differing structure. Water and nutrient amendments, disturbance, and local composition affect grassland invasibility but no study has simultaneously integrated these, despite evidence that they frequently interact. Using a split-plot factorial design, we tested the effects of these factors on the invasibility of C3 pasture communities by smooth pigweed Amaranthus hybridus L., a problematic C4 forb. We sowed seeds and transplanted 3-week old seedlings of A. hybridus into plots containing monocultures and mixtures of varying composition, subjected plots to water, soil disturbance, and synthetic bovine urine (SBU) treatments, and measured A. hybridus emergence, recruitment, and growth rate. Following SBU addition, transplanted seedling growth increased in all plots but differed among legume and nonlegume monocultures and mixtures of these plant types. However, SBU decreased the number and recruitment rate of emerged seedlings because high residential growth reduced light availability. Nutrient pulses can therefore have strong but opposing effects on invasibility, depending on when they coincide with particular life history stages of an invader. Indeed, in SBU-treated plots, small differences in height of transplanted seedlings early on produced large differences in their final biomass. All facilitative effects of small-scale disturbance on invasion success diminished when productivity-promoting factors were present, suggesting that disturbance patch size is important. Precipitation-induced invasion resistance of C3 pastures by a C4 invader was partly supported. In grazed grasslands, these biotic and environmental factors vary across scales and interact in complex ways to affect invasibility, thus a dynamic patch mosaic of differential invasion resistance likely occurs in single fields. We propose that disturbance patch size, grazing intensity, soil resource availability, and resident composition are inextricably linked to grassland invasions and comment on the utility of community attributes as reliable predictors of invasibility. Lastly, we suggest temporal as well as spatial coincidences of multiple invasion facilitators dictate the window of opportunity for invasion. © 2006 by the Ecological Society of America.",45,16995627,Journal,ar,Article,100,3,3,Amaranthus hybridus | C  grassland composition 3 | Diversity | Invasion resistance | Nutrient-induced invasibility reversal | Resource pulses | Shifting mosaic structure | Smooth pigweed | Soil disturbance | Water availability,20308,undefined,0,FALSE,NA,NA,95,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748551008,SCOPUS_ID:33748551008,2-s2.0-33748551008,Modeling leaf dispersal in mixed hardwood forests using a ballistic approach,Jonard M.,Ecology,00129658,87,9,2306-2318,2006-09-18,2006,10.1890/0012-9658(2006)87[2306:MLDIMH]2.0.CO;2,"In mixed-species stands, modeling leaf litter dispersal is important to predict the physical and chemical characteristics of the forest floor, which plays a major role in nutrient cycling and in plant population dynamics. In this study, a spatially explicit model of leaf litterfall was developed and compared with two other models. These three models were calibrated for a mixed forest of oak and beech using litterfall data from mapped forest plots. All models assumed that an allometric equation described individual leaf litter production, but they strongly differed in the modeling of the probability density of leaf shedding with distance from source trees. Two models used a negative exponential function to account for leaf dispersal with distance, and this function was allowed to vary according to wind direction in one of them. In contrast, our approach was based on a simple ballistic equation considering release height, wind speed, wind direction, and leaf fall velocity; the distributions of wind speeds and wind directions were modeled according to a Weibull and a Von Mises distribution, respectively. Using an independent validation data set, all three models provided predictions well correlated to measurements (r > 0.83); however, the two models with a direction-dependent component were slightly more accurate. In addition, parameter estimates of the ballistic model were in close agreement with a foliar litter production equation derived from the literature for beech and with wind characteristics measured during leaf litterfall for both species. Because of its mechanistic background, such a spatially explicit model might be incorporated as a litterfall module in larger models (nutrient cycling, plant population dynamics) or used to determine the manner in which patch size in mixed-species stands influences litter mixture. © 2006 by the Ecological Society of America.",34,16995631,Journal,ar,Article,100,3,3,Ballistic approach | Fagus sylvatica | Leaf shedding | Litterfall | Litterfall shadow | Mixed-species stand | Modeling | Quercus petraea | Spatially explicit model | Wind dispersal,20308,undefined,0,FALSE,NA,NA,96,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748548385,SCOPUS_ID:33748548385,2-s2.0-33748548385,Extinction times in experimental populations,Drake J.,Ecology,00129658,87,9,2215-2220,2006-09-18,2006,10.1890/0012-9658(2006)87[2215:ETIEP]2.0.CO;2,"Predicting population extinctions is a key element of quantitative conservation biology and population ecology. Although stochastic population theories have long been used to obtain theoretical distributions of population extinction times, model-based predictions have rarely been tested. Here I report results from a quantitative analysis of extinction time in 281 experimental populations of water fleas (Daphnia magna) in variable environments. To my knowledge, this is the first quantitative estimate of the shape of the distribution of population extinction times based on extinction data for any species. The finding that the distribution of population extinction times was extraordinarily peaked is consistent with theoretical predictions for density-independent populations, but inconsistent with predictions for density-dependent populations. The tail of the extinction time distribution was not exponential. These results imply that our current theories of extinction are inadequate. Future work should focus on how demographic stochasticity scales with population size and effects of nonrandom variable environments on population growth and decline. © 2006 by the Ecological Society of America.",15,16995621,Journal,ar,Article,100,1,1,Cox proportional-hazards regression | Daphnia magna | Environmental stochasticity | Experimental populations | Extinction | Random environment | Survival analysis | Time to extinction | Water flea,20308,undefined,0,FALSE,NA,NA,97,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748543594,SCOPUS_ID:33748543594,2-s2.0-33748543594,Behavioral differences between Pogonomyrmex rugosus and dependent lineage (H1/H2) harvester ants,Julian G.,Ecology,00129658,87,9,2207-2214,2006-09-18,2006,10.1890/0012-9658(2006)87[2207:BDBPRA]2.0.CO;2,"The discovery of genetic caste determination (GCD) in populations of Pogonomyrmex harvester ants raises many questions about the evolution and persistence of such populations. The genetic caste determination arises from the existence of two distinct, but mutually dependent, genetic lineages within a population. Workers always develop from a combination of the two lineages, but their sister queens develop from within-lineage matings. Maintaining genetic caste determination appears to be costly because many queen-destined eggs are wasted when a colony is not in the reproductive stage, yet these populations appear to be widespread. We investigated whether inter-lineage workers have novel traits that give GCD colonies a selective advantage in certain environments. In particular, we compared ecologically relevant behavioral characteristics of inter-lineage workers in H-lineage colonies with co-occurring normal colonies of P. rugosus. First, we measured colony defensive response toward a simulated vertebrate predator. Second, we set up direct competitive foraging and recruitment experiments between dependent lineage and P. rugosus colonies. Last, we measured individual aggressive response to foreign inter-lineage and P. rugosus workers. We found that H1/H2 inter-lineage workers explored objects on the nest more thoroughly and responded much more aggressively to simulated predator disturbance than the P. rugosus colonies. In individual encounters, H1/H2 inter-lineage and P. rugosus workers were equally aggressive toward foreign ants, but both worker types could discriminate P. rugosus from inter-lineage intruders and were more aggressive toward ants of the alternate type to themselves. When competing directly for resources, however, P. rugosus colonies consistently dominated seed piles. In summary, H1/H2 GCD colonies show distinct behavioral differences, but there is no clear ecological advantage from the traits we examined. © 2006 by the Ecological Society of America.",9,16995620,Journal,ar,Article,100,2,2,Aggression | Foraging | Genetic caste determination | Harvester ants | Hybridization | Social hybridogenesis,20308,undefined,0,FALSE,NA,NA,98,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748541959,SCOPUS_ID:33748541959,2-s2.0-33748541959,"Interspecific hybridization in ants: At the intersection of ecology, evolution, and behavior",Nonacs P.,Ecology,00129658,87,9,2143-2147,2006-09-18,2006,10.1890/0012-9658(2006)87[2143:IHIAAT]2.0.CO;2,"Ants are social and are haplodiploid. This combination may allow the evolution of a variety of unusual genetic pathways to achieve reproductive success. These include hybridizing across species, differential use of sperm to create a hybrid worker population, and reproductively isolated gene pools that depend on each other for their survival. Although there are demonstrable costs for colony development and reproduction, these phenomena may nevertheless be relatively common in nature. The specific ecological advantages that favor the evolution of these reproductive modes remain to be discovered. © 2006 by the Ecological Society of America.",11,16995613,Journal,ar,Article,100,1,1,Acanthomyops | Aggression | Ants | Caste determination | Competition | Hybridization | Mate choice | Phylogeny | Pogonomyrmex | Sperm parasitism,20308,undefined,0,FALSE,NA,NA,99,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748539025,SCOPUS_ID:33748539025,2-s2.0-33748539025,Tree species effects on decomposition and forest floor dynamics in a common garden,Hobbie S.E.,Ecology,00129658,87,9,2288-2297,2006-09-18,2006,10.1890/0012-9658(2006)87[2288:TSEODA]2.0.CO;2,"We studied the effects of tree species on leaf litter decomposition and forest floor dynamics in a common garden experiment of 14 tree species (Abies alba, Acer platanoides, Acer pseudoplatanus, Betula pendula, Carpinus betulus, Fagus sylvatica, Larix decidua, Picea abies, Pinus nigra, Pinus sylvestris, Pseudotsuga menziesii, Quercus robur, Quercus rubra, and Tilia cordata) in southwestern Poland. We used three simultaneous litter bag experiments to tease apart species effects on decomposition via leaf litter chemistry vs. effects on the decomposition environment. Decomposition rates of litter in its plot of origin were negatively correlated with litter lignin and positively correlated with mean annual soil temperature (MATsoil) across species. Likewise, decomposition of a common litter type across all plots was positively associated with MATsoil, and decomposition of litter from all plots in a common plot was negatively related to litter lignin but positively related to litter Ca. Taken together, these results indicate that tree species influenced microbial decomposition primarily via differences in litter lignin (and secondarily, via differences in litter Ca), with high-lignin (and low-Ca) species decomposing most slowly, and by affecting MATsoil, with warmer plots exhibiting more rapid decomposition. In addition to litter bag experiments, we examined forest floor dynamics in each plot by mass balance, since earthworms were a known component of these forest stands and their access to litter in litter bags was limited. Forest floor removal rates estimated from mass balance were positively related to leaf litter Ca (and unrelated to decay rates obtained using litter bags). Litter Ca, in turn, was positively related to the abundance of earthworms, particularly Lumbricus terrestris. Thus, while species influence microbially mediated decomposition primarily through differences in litter lignin, differences among species in litter Ca are most important in determining species effects on forest floor leaf litter dynamics among these 14 tree species, apparently because of the influence of litter Ca on earthworm activity. The overall influence of these tree species on leaf litter decomposition via effects on both microbial and faunal processing will only become clear when we can quantify the decay dynamics of litter that is translocated belowground by earthworms. © 2006 by the Ecological Society of America.",435,16995629,Journal,ar,Article,100,7,7,Calcium | Decomposition | Earthworms | Lignin | Litter | N-immobilization | Poland | Trees,20308,undefined,0,FALSE,all,All Open Access,100,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748537715,SCOPUS_ID:33748537715,2-s2.0-33748537715,Species abundance distributions result from body size-energetics relationships,Loehle C.,Ecology,00129658,87,9,2221-2226,2006-09-18,2006,10.1890/0012-9658(2006)87[2221:SADRFB]2.0.CO;2,"Abundance distributions are a central characteristic of ecosystems. Certain distributions have been derived from theoretical models of community organization, and therefore the fit of data to these distributions has been proposed as a test of these theories. However, it is shown here that the geometric sequence distribution can be derived directly from the empirical relationship between population density and body size, with the assumption of random or uniform body size distributions on a log scale (as holds at local scales). The geometric sequence model provides a good to excellent fit to empirical data. The presence of noise in the relationship between population density and body size creates a curve that begins to approximate a lognormal species abundance distribution as the noise term increases. For continental-scale data in which the body size distribution is not flat, the result of sampling tends again toward the lognormal. Repeat sampling over time smooths out species population fluctuations and damps out the noise, giving a more precise geometric sequence abundance distribution. It is argued that the direct derivation of this distribution from empirical relationships gives it priority over distributions derived from complex theoretical community models. © 2006 by the Ecological Society of America.",14,16995622,Journal,ar,Article,100,1,1,Body size effects | Geometric sequence distribution | Lognormal distribution | Neutral community model | Sampling frame,20308,undefined,0,FALSE,NA,NA,101,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748534482,SCOPUS_ID:33748534482,2-s2.0-33748534482,Adding infection to injury: Synergistic effects of predation and parasitism on amphibian malformations,Johnson P.,Ecology,00129658,87,9,2227-2235,2006-09-18,2006,10.1890/0012-9658(2006)87[2227:AITISE]2.0.CO;2,"We explored the importance of interactions between parasite infection and predation in driving an emerging phenomenon of conservation importance: amphibian limb malformations. We suggest that injury resulting from intraspecific predation in combination with trematode infection contributes to the frequency and severity of malformations in salamanders. By integrating field surveys and experiments, we evaluated the individual and combined effects of conspecific attack and parasite (Ribeiroia ondatrae) infection on limb development of long-toed salamanders (Ambystoma macrodactylum). In the absence of Ribeiroia, abnormalities involved missing digits, feet, or limbs and were similar to those produced by cannibalistic attack in experimental trials. At field sites that supported Ribeiroia, malformations were dominated by extra limbs and digits. Correspondingly, laboratory exposure of larval salamanders to Ribeiroia cercariae over a 30-day period induced high frequencies of malformations, including extra digits, extra limbs, cutaneous fusion, and micromelia. However, salamander limbs exposed to both injury and infection exhibited 3-5 times more abnormalities than those exposed to either factor alone. Infection also caused significant delays in limb regeneration and time-to-metamorphosis. Taken together, these results help to explain malformation patterns observed in natural salamander populations while emphasizing the importance of interactions between parasitism and predation in driving disease. © 2006 by the Ecological Society of America.",47,16995623,Journal,ar,Article,100,6,6,Ambystoma macrodactylum | Amphibian limb abnormalities | Deformities | Disease | Long-toed salamander | Malformations | Parasitism | Predation | Ribeiroia cercariae | Ribeiroia ondatrae | Synergism | Trematode infection,20308,undefined,0,FALSE,NA,NA,102,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748534481,SCOPUS_ID:33748534481,2-s2.0-33748534481,Movement of foraging tundra swans explained by spatial pattern in cryptic food densities,Klaassen R.,Ecology,00129658,87,9,2244-2254,2006-09-18,2006,10.1890/0012-9658(2006)87[2244:MOFTSE]2.0.CO;2,"We tested whether Tundra Swans use information on the spatial distribution of cryptic food items (belowground Sago pondweed tubers) to shape their movement paths. In a continuous environment, swans create their own food patches by digging craters, which they exploit in several feeding bouts. Series of short (<1 m) intra-patch movements alternate with longer inter-patch movements (>1 m). Tuber biomass densities showed a positive spatial autocorrelation at a short distance (<3 m), but not at a larger distance (3-8 m). Based on the spatial pattern of the food distribution (which is assumed to be pre-harvest information for the swan) and the energy costs and benefits for different food densities at various distances, we calculated the optimal length of an inter-patch movement. A swan that moves to the patch with the highest gain rate was predicted to move to the adjacent patch (at 1 m) if the food density in the current patch had been high (>25 g/m2) and to a more distant patch (at 7-8 m) if the food density in the current patch had been low (<25 g/m2). This prediction was tested by measuring the response of swans to manipulated tuber densities. In accordance with our predictions, swans moved a long distance (>3 m) from a low-density patch and a short distance (<3 m) from a high-density patch. The quantitative agreement between prediction and observation was greater for swans feeding in pairs than for solitary swans. The result of this movement strategy is that swans visit high-density patches at a higher frequency than on offer and, consequently, achieve a 38% higher long-term gain rate. Swans also take advantage of spatial variance in food abundance by regulating the time in patches, staying longer and consuming more food from rich than from poor patches. We can conclude that the shape of the foraging path is a reflection of the spatial pattern in the distribution of tuber densities and can be understood from an optimal foraging perspective. © 2006 by the Ecological Society of America.",45,16995625,Journal,ar,Article,100,3,3,Animal movement | Area-restricted search | Cygnus columbianus bewickii | Inter-patch distance | Optimal foraging | Potamogeton pectinatus | Spatial heterogeneity | Step length | Tundra Swan | Turning angle,20308,undefined,0,FALSE,all,All Open Access,103,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748533807,SCOPUS_ID:33748533807,2-s2.0-33748533807,CO<inf>2</inf>-enrichment and nutrient availability alter ectomycorrhizal fungal communities,Parrent J.,Ecology,00129658,87,9,2278-2287,2006-09-18,2006,10.1890/0012-9658(2006)87[2278:CANAAE]2.0.CO;2,"Ectomycorrhizal fungi (EMF), a phylogenetically and physiologically diverse guild, form symbiotic associations with many trees and greatly enhance their uptake of nutrients and water. Elevated CO2, which increases plant carbon supply and demand for mineral nutrients, may change the composition of the EMF community, possibly altering nutrient uptake and ultimately forest productivity. To assess CO2 effects on EMF communities, we sampled mycorrhizae from the FACTS-I (Forest-Atmosphere Carbon Transfer and Storage) research site in Duke Forest, Orange County, North Carolina, USA, where Pinus taeda forest plots are maintained at either ambient or elevated CO2 (200 ppm above ambient) concentrations. Mycorrhizae were identified by DNA sequence similarity of the internal transcribed spacer ribosomal RNA gene region. EMF richness was very high; 72 distinct phylotypes were detected from 411 mycorrhizal samples. Overall EMF richness and diversity were not affected by elevated CO2, but increased CO2 concentrations altered the relative abundances of particular EMF taxa colonizing fine roots, increased prevalence of unique EMF species, and led to greater EMF community dissimilarity among individual study plots. Natural variation among plots in mean potential net nitrogen (N) mineralization rates was a key determinant of EMF community structure; increasing net N mineralization rate was negatively correlated with EMF richness and had differential effects on the abundance of particular EMF taxa. Our results predict that, at CO2 concentrations comparable to that predicted for the year 2050, EMF community composition and structure will change, but diversity will be maintained. In contrast, high soil N concentrations can negatively affect EMF diversity; this underscores the importance of considering CO2 effects on forest ecosystems in the context of background soil chemical parameters and other environmental perturbations such as acid deposition or fertilizer runoff. © 2006 by the Ecological Society of America.",125,16995628,Journal,ar,Article,100,3,3,Biodiversity | CO 2 | DNA sequencing | Ectomycorrhizal fungi | Forest productivity | Free Air CO  Enrichment (FACE) 2 | Global change | Internal transcribed spacers (ITS) | Mutualism,20308,undefined,0,FALSE,NA,NA,104,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748533160,SCOPUS_ID:33748533160,2-s2.0-33748533160,Seaweed diversity enhances nitrogen uptake via complementary use of nitrate and ammonium,Bracken M.,Ecology,00129658,87,9,2397-2403,2006-09-18,2006,10.1890/0012-9658(2006)87[2397:SDENUV]2.0.CO;2,"The consequences of declining biodiversity remain controversial, in part because many studies focus on a single metric of ecosystem functioning and fail to consider diversity's integrated effects on multiple ecosystem functions. We used tide pool microcosms as a model system to show that different conclusions about the potential effects of producer diversity on ecosystem functioning may result when ecosystem functions are measured separately vs. together. Specifically, we found that in diverse seaweed assemblages, uptake of either nitrate or ammonium alone was equal to the average of the component monocultures. However, when nitrate and ammonium were available simultaneously, uptake by diverse assemblages was 22% greater than the monoculture average because different species were complementary in their use of different nitrogen forms. Our results suggest that when individual species have dominant effects on particular ecosystem processes (i.e., the sampling effect), multivariate complementarity can arise if different species dominate different processes. Further, these results suggest that similar mechanisms (complementary nutrient uptake) may underlie diversity-functioning relationships in both algal and vascular-plant-based systems. © 2006 by the Ecological Society of America.",94,16995640,Journal,ar,Article,100,2,2,Ammonium | Biodiversity | Complementarity | Ecosystem function | Macroalgae | Nitrate | Nitrogen uptake | Rocky intertidal | Seaweeds,20308,undefined,0,FALSE,all,All Open Access,105,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748527500,SCOPUS_ID:33748527500,2-s2.0-33748527500,The fitting of general force-of-infection models to wildlife disease prevalence data,Heisey D.,Ecology,00129658,87,9,2356-2365,2006-09-18,2006,10.1890/0012-9658(2006)87[2356:TFOGFM]2.0.CO;2,"Researchers and wildlife managers increasingly find themselves in situations where they must deal with infectious wildlife diseases such as chronic wasting disease, brucellosis, tuberculosis, and West Nile virus. Managers are often charged with designing and implementing control strategies, and researchers often seek to determine factors that influence and control the disease process. All of these activities require the ability to measure some indication of a disease's foothold in a population and evaluate factors affecting that foothold. The most common type of data available to managers and researchers is apparent prevalence data. Apparent disease prevalence, the proportion of animals in a sample that are positive for the disease, might seem like a natural measure of disease's foothold, but several properties, in particular, its dependency on age structure and the biasing effects of disease-associated mortality, make it less than ideal. In quantitative epidemiology, the ""force of infection,"" or infection hazard, is generally the preferred parameter for measuring a disease's foothold, and it can be viewed as the most appropriate way to ""adjust"" apparent prevalence for age structure. The typical ecology curriculum includes little exposure to quantitative epidemiological concepts such as cumulative incidence, apparent prevalence, and the force of infection. The goal of this paper is to present these basic epidemiological concepts and resulting models in an ecological context and to illustrate how they can be applied to understand and address basic epidemiological questions. We demonstrate a practical approach to solving the heretofore intractable problem of fitting general force-of-infection models to wildlife prevalence data using a generalized regression approach. We apply the procedures to Mycobacterium bovis (bovine tuberculosis) prevalence in bison (Bison bison) in Wood Buffalo National Park, Canada, and demonstrate strong age dependency in the force of infection as well as an increased mortality hazard in positive animals. © 2006 by the Ecological Society of America.",58,16995636,Journal,ar,Article,100,3,3,Apparent prevalence | Bison bison | Bovine tuberculosis | Force of infection | Infection hazard | Infection-specific mortality hazard | Left truncation | Logistic regression | Mycobacterium bovis | Proportional hazards models | Wood buffalo,20308,undefined,0,FALSE,NA,NA,106,00129658,NA,NA,NA
