@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/28044445503,SCOPUS_ID:28044445503,2-s2.0-28044445503,Stress hormones: A link between maternal condition and sex-biased reproductive investment,Love O.,American Naturalist,00030147,166,6,751-766,2005-12-01,December 2005,10.1086/497440,"In species where offspring fitness is sex-specifically influenced by maternal reproductive condition, sex allocation theory predicts that poor-quality mothers should invest in the evolutionarily less expensive sex. Despite an accumulation of evidence that mothers can sex-specifically modulate investment in offspring in relation to maternal quality, few mechanisms have been proposed as to how this is achieved. We explored a hormonal mechanism for sex-biased maternal investment by measuring and experimentally manipulating baseline levels of the stress hormone corticosterone in laying wild female European starlings (Sturnus vulgaris) and examining effects on sex ratio and sex-specific offspring phenotype adjustment. Here we show that baseline plasma corticosterone is negatively correlated with energetic body condition in laying starlings, and subsequent experimental elevation of maternal baseline plasma corticosterone increased yolk corticosterone without altering maternal condition or egg quality per se. Hormonal elevation resulted in the following: female-biased hatching sex ratios (caused by elevated male embryonic mortality), lighter male offspring at hatching (which subsequently grew more slowly during postnatal development), and lower cell-mediated immune (phytohemagglutinin) responses in males compared with control-born males; female offspring were unaffected by the manipulation in both years of the study. Elevated maternal corticosterone therefore resulted in a sex-biased adjustment of offspring quality favorable to female offspring via both a sex ratio bias and a modulation of male phenotype at hatching. In birds, deposition of yolk corticosterone may benefit mothers by acting as a bet-hedging strategy in stochastic environments where the correlation between environmental cues at laying (and therefore potentially maternal condition) and conditions during chick-rearing might be low and unpredictable. Together with recent studies in other vertebrate taxa, these results suggest that maternal stress hormones provide a mechanistic link between maternal quality and sex-biased maternal investment in offspring. © 2005 by The University of Chicago. All rights reserved.",260,16475090,Journal,ar,Article,100,4,4,Corticosterone | Maternal condition | Maternal effects | Sex allocation theory | Sex ratio theory | Yolk hormones,12604,undefined,0,FALSE,11,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27844462152,SCOPUS_ID:27844462152,2-s2.0-27844462152,When can herbivores slow or reverse the spread of an invading plant? A test case from Mount St. Helens,Fagan W.F.,American Naturalist,00030147,166,6,669-685,2005-12-01,December 2005,10.1086/497621,"Here we study the spatial dynamics of a coinvading consumer-resource pair. We present a theoretical treatment with extensive empirical data from a long-studied field system in which native herbivorous insects attack a population of lupine plants recolonizing a primary successional landscape created by the 1980 volcanic eruption of Mount St. Helens. Using detailed data on the life history and interaction strengths of the lupine and one of its herbivores, we develop a system of integrodifference equations to study plant-herbivore invasion dynamics. Our analyses yield several new insights into the spatial dynamics of coinvasions. In particular, we demonstrate that aspects of plant population growth and the intensity of herbivory under low-density conditions can determine whether the plant population spreads across a landscape or is prevented from doing so by the herbivore. In addition, we characterize the existence of threshold levels of spatial extent and/or temporal advantage for the plant that together define critical values of ""invasion momentum,"" beyond which herbivores are unable to reverse a plant invasion. We conclude by discussing the implications of our findings for successional dynamics and the use of biological control agents to limit the spread of pest species. © 2005 by The University of Chicago. All rights reserved.",62,16475084,Journal,ar,Article,100,6,6,Biocontrol | Filatima | Integrodifference equation model | Lupinus lepidus | Primary succession | Spatial spread,12604,undefined,0,FALSE,12,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744606423,SCOPUS_ID:27744606423,2-s2.0-27744606423,Erratum: Evolution and maintenance of the environmental component of the phenotypic variance: Benefit of plastic traits under changing environments (The American Naturalist 166 (569-580)),Zhang X.,American Naturalist,00030147,166,5,NA,2005-11-01,November 2005,NA,NA,0,NA,Journal,er,Erratum,100,1,1,NA,12604,undefined,0,FALSE,13,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744581057,SCOPUS_ID:27744581057,2-s2.0-27744581057,Rapid senescence in pacific salmon,Morbey Y.,American Naturalist,00030147,166,5,556-568,2005-11-01,November 2005,10.1086/491720,"Any useful evolutionary theory of senescence must be able to explain variation within and among natural populations and species. This requires a careful characterization of age-specific mortality rates in nature as well as the intrinsic and extrinsic factors that influence these rates. We perform this task for two populations of semelparous Pacific salmon. During the breeding season, estimated daily mortality rates increased from 0 to 0.2-0.5 (depending on the year) over the course of several weeks. Early-arriving individuals had a later onset and/or a lower rate of senescence in each breeding season, consistent with adaptive expectations based on temporal variation in selection. Interannual variation in senescence was large, in part because of extrinsic factors (e.g., water temperature). Predation rates were higher in Pick Creek sockeye salmon (anadromous Oncorhynchus nerka) than in Meadow Creek kokanee (nonanadromous O. nerka), but in contrast to evolutionary theory, senescence was not more rapid in the former. Interannual variation may have obscured interpopulation divergence in senescence. Pacific salmon are a promising system for further studies on the physiological, evolutionary, and genetic bases of senescence. In particular, we encourage further research to disentangle the relative importance of adaptive and non-adaptive variation in senescence. © 2005 by The University of Chicago. All rights reserved.",34,16224721,Journal,ar,Article,100,3,3,Adaptive variation | Oncorhynchus | Senescence | Survival analysis,12604,undefined,0,FALSE,14,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744573046,SCOPUS_ID:27744573046,2-s2.0-27744573046,A genetic evaluation of seed dispersal in the Neotropical tree Jacaranda copaia (Bignoniaceae),Jones F.,American Naturalist,00030147,166,5,543-555,2005-11-01,November 2005,10.1086/491661,"Seed dispersal is a critical but poorly understood life-history stage of plants. Here we use a genetic approach to describe seed dispersal patterns accurately in a natural population of the Neotropical tree species Jacaranda copaia (Bignoniaceae). We used microsatellite genotypes from maternally derived tissue on the diaspore to identify which individual of all possible adult trees in the population was the true source of a given seed collected after it dispersed. Wind-dispersed seeds were captured in two different years in a large array of seed traps in an 84-ha mapped area of tropical forest on Barro Colorado Island, Panama. We were particularly interested in the proportion of seeds that traveled long distances and whether there was evidence for direct dispersal into gaps, which are required for successful recruitment of this pioneer tree species. Maximum likelihood procedures were used to fit single- and multiple-component dispersal kernels to the distance data. Mixture models, with separate distributions near and far, best fit the observed dispersal distances, albeit with considerable uncertainty in the tail. We discuss the results in light of different mechanisms responsible for separate distributions near the adult source and in the tail of the curve. © 2005 by The University of Chicago. All rights reserved.",115,16224720,Journal,ar,Article,100,4,4,Barro Colorado Island | Directed dispersal | Dispersal kernel | Maximum likelihood estimation | Microsatellite DNA | Model selection,12604,undefined,0,FALSE,15,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744571209,SCOPUS_ID:27744571209,2-s2.0-27744571209,Dynamics of multiple infection and within-host competition in genetically diverse malaria infections,De Roode J.C.,American Naturalist,00030147,166,5,531-542,2005-11-01,November 2005,10.1086/491659,"Within-host competition between coinfecting parasite strains shapes the evolution of parasite phenotypes such as virulence and drug resistance. Although this evolution has a strong theoretical basis, within-host competition has rarely been studied experimentally, particularly in medically relevant pathogens with hosts that have pronounced specific and nonspecific immune responses against co-infecting strains. We investigated multiple infection in malaria, using two pairs of genetically distinct clones of the rodent malaria Plasmodium chabaudi in mice. Clones were inoculated into mice simultaneously or 3 or 11 days apart, and population sizes were tracked using immunofluorescence or quantitative polymerase chain reaction. In all experiments, at least one of the two clones suffered strong competitive suppression, probably through both resource- and immune-mediated (apparent) competition. Clones differed in intrinsic competitive ability, but prior residency was also an important determinant of competitive outcome. When clones infected mice first, they did not suffer from competition, but they did when infecting mice at the same time or after their competitor, more so the later they infected their host. Consequently, clones that are competitively inferior in head-to-head competition can be competitively superior if they infect hosts first. These results are discussed in the light of strain-specific immunity, drug resistance, and virulence evolution theory. © 2005 by The University of Chicago. All rights reserved.",159,16224719,Journal,ar,Article,100,4,4,Drug resistance | Malaria | Multiple infection | Plasmodium chabaudi | Virulence | Within-host competition,12604,undefined,0,FALSE,16,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744569857,SCOPUS_ID:27744569857,2-s2.0-27744569857,"Clustering of contact zones, hybrid zones, and phylogeographic breaks in North America",Swenson N.G.,American Naturalist,00030147,166,5,581-591,2005-11-01,November 2005,10.1086/491688,"A recent test for the existence of suture zones in North America, based on hybrid zones studied since 1970, found support for only two of the 13 suture zones identified by Remington in 1968 (Swenson and Howard 2004). One limitation of that recent study was the relatively small number of hybrid zones available for mapping. In this study, we search for evidence of clustering of contact zones between closely related taxa using data not only from hybrid zones but from species range maps of trees, birds, and mammals and from the position of phylogeographic breaks within species. Digital geographic range maps and a geographic information system approach allowed for accurate and rapid mapping of distributional data. Areas of contact between closely related species and phylogeographic breaks within species clustered into areas characterized by common physiographic features or predicted by previously hypothesized glacial refugia. The results underscore the general importance of geographic barriers to dispersal (mountain chains) and climate change (periods of cooling alternating with periods of warming, which lead to the contraction and expansion of species ranges) in species evolution. © 2005 by The University of Chicago. All rights reserved.",308,16224723,Journal,ar,Article,100,2,2,Geographic information system | Range boundaries | Refugia | Speciation | Suture zones | Vicariance biogeography,12604,undefined,0,FALSE,17,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744569854,SCOPUS_ID:27744569854,2-s2.0-27744569854,Generalizations of the Moran effect explaining spatial synchrony in population fluctuations,Engen S.,American Naturalist,00030147,166,5,603-612,2005-11-01,November 2005,10.1086/491690,"The Moran effect for populations separated in space states that the autocorrelations in the population fluctuations equal the autocorrelation in environmental noise, assuming the same linear density regulation in all populations. Here we generalize the Moran effect to include also nonlinear density regulation with spatial heterogeneity in local population dynamics as well as in the effects of environmental covariates by deriving a simple expression for the correlation between the sizes of two populations, using diffusion approximation to the theta-logistic model. In general, spatial variation in parameters describing the dynamics reduces population synchrony. We also show that the contribution of a covariate to spatial synchrony depends strongly on spatial heterogeneity in the covariate or in its effect on local dynamics. These analyses show exactly how spatial environmental covariation can synchronize fluctuations of spatially segregated populations with no interchange of individuals even if the dynamics are nonlinear. © 2005 by The University of Chicago. All rights reserved.",53,16224725,Journal,ar,Article,100,2,2,Moran effect | Population synchrony | Spatial population dynamics | Theta-logistic model,12604,undefined,0,FALSE,18,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744561622,SCOPUS_ID:27744561622,2-s2.0-27744561622,Paternal leakage sustains the cytoplasmic polymorphism underlying gynodioecy but remains invasible by nuclear restorers,Wade M.,American Naturalist,00030147,166,5,592-602,2005-11-01,November 2005,10.1086/491660,"Cytoplasmic male sterility (CMS) in plants often results in gynodioecious populations, composed of hermaphrodites and male-sterile females. All models of gynodioecy assume maternal inheritance of the cytoplasmic alleles and postulate a variety of negatively frequency-dependent mechanisms to maintain the cytoplasmic polymorphisms observed in many natural populations. However, in some plant species, mitochondria are transmitted at least occasionally by pollen, a process called paternal leakage. We show that even a small amount of paternal leakage is sufficient to sustain a permanent, stable cytoplasmic polymorphism. Because only hermaphrodites provide pollen in gynodioecious species, the effects of paternal leakage are biased and occur more often from the non-CMS male-fertile haplotype to the CMS male-sterile haplotype. We also show that a nuclear restorer disrupts the polymorphic cytoplasmic equilibrium, leading to fixation of both the CMS allele and the restorer. Although a dominant nuclear restorer fixes, it fixes much more slowly than in the standard CMS models. Although a stable cytonuclear polymorphism is possible with ""matching alleles"" nuclear restoration, oscillations to low frequencies present a risk of loss by drift. Paternal leakage enhances the stability of joint cytonuclear polymorphism by reducing the chance that a CMS allele is lost by drift. © 2005 by The University of Chicago. All rights reserved.",23,16224724,Journal,ar,Article,100,2,2,Cytonuclear polymorphism | Gynodioecy | Maternal inheritance | Paternal leakage | Stable equilibrium,12604,R01GM065414,0,FALSE,19,NA,NA,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/27744512496,SCOPUS_ID:27744512496,2-s2.0-27744512496,Diversification of transmission modes and the evolution of mutualism,Ferdy J.B.,American Naturalist,00030147,166,5,613-627,2005-11-01,November 2005,10.1086/491799,"In order for mutualism to evolve, some force must align the interests of the two interacting partners. Vertical transmission can fill this role, but it is still unknown whether mutualism can be stable when vertically transmitted symbionts can evolve toward horizontal transmission. In this article, we investigate how symbionts' transmission mode and virulence should evolve, depending on the relationship between these two traits. We show that pathogens that reduce their host's fecundity can have more complex evolutionary dynamics than those that increase mortality. In some cases, runaway evolution of virulence can drive the host population extinct. In most cases, evolutionary branching results in the differentiation of avirulent, vertically transmitted symbionts from virulent, contagious pathogens. The population of symbionts then becomes polymorphic, and because the least virulent symbionts are the most frequent, the average virulence of symbionts is much lower than it would be in a monomorphic population. When the link between transmission and virulence results from correlated mutational changes and not from fixed constraints, vertically transmitted symbionts do not simply lose virulence; they evolve toward mutualism. We show that the force that stabilizes mutualism in such situations is the competition for transmission between symbionts. © 2005 by The University of Chicago. All rights reserved.",44,16224726,Journal,ar,Article,100,2,2,Divergent selection | Evolution | Horizontal transmission | Mutualism | Vertical transmission | Virulence,12604,undefined,0,FALSE,20,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744478472,SCOPUS_ID:27744478472,2-s2.0-27744478472,Cooperative breeders adjust offspring sex ratios to produce helpful helpers,Griffin A.,American Naturalist,00030147,166,5,628-632,2005-11-01,November 2005,10.1086/491662,"Whether birds and mammals adaptively adjust their offspring sex ratios in response to their environment is much debated. A source of confusion is that different studies show different patterns, with sex ratio adjustment appearing to occur in some cases but not others. The extent to which this reflects interesting biological variation due to differences in the underlying selective forces, as opposed to statistical noise, is not clear. Cooperatively breeding species offer an opportunity to address this problem because the strength of selection on sex ratio adjustment can be estimated. When helping behavior is sex dependent, parents are predicted to overproduce the helping sex when this sex is rare or absent. We show here that the extent of this behavior depends on the benefit that helpers bring to parents: there is greater sex ratio adjustment when helpers bring larger benefits. Variable selection on sex ratio adjustment may thus explain variable empirical findings. © 2005 by The University of Chicago. All rights reserved.",71,16224727,Journal,re,Review,100,3,3,Local resource enhancement | Meta-analysis | Sex allocation | Sex determination | Trivers and Willard,12604,undefined,0,FALSE,21,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27744447146,SCOPUS_ID:27744447146,2-s2.0-27744447146,Evolution and maintenance of the environmental component of the phenotypic variance: Benefit of plastic traits under changing environments,Zhang X.,American Naturalist,00030147,166,5,569-580,2005-11-01,November 2005,10.1086/491800,"How environmental variances in quantitative traits are influenced by variable environments is an important problem in evolutionary biology. In this study, the evolution and maintenance of phenotypic variance in a plastic trait under stabilizing selection are investigated. The mapping from genotypic value to phenotypic value of the quantitative trait is approximated by a linear reaction norm, with genotypic effects on its phenotypic mean and sensitivity to environment. The environmental deviation is assumed to be decomposed into environmental quality, which interacts with genotypic value, and residual developmental noise, which is independent of genotype. Environmental quality and the optimal phenotype of stabilizing selection are allowed to randomly fluctuate in both space and time, and individuals migrate equally before development and reproduction among different niches. Analyses show that phenotypic plasticity is adaptive within variable environments if correlations have become established between the optimal phenotype and environmental quality in space and/or time. The evolved plasticity increases with variances in optimal phenotypes and correlations between optimal phenotype and environmental quality; this further induces increases in mean fitness and the environmental variance in the trait. Under certain circumstances, however, the environmental variance may decrease with increase in variation in environmental quality. © 2005 by The University of Chicago. All rights reserved.",27,16224722,Journal,ar,Article,100,1,1,Maintenance of environmental variance | Phenotypic plasticity | Quantitative traits | Reaction norm | Stabilizing selection | Varying environment,12604,undefined,0,FALSE,22,NA,NA,NA,NA
