@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/36749044338,SCOPUS_ID:36749044338,2-s2.0-36749044338,One-sided ejaculation of echidna sperm bundles,Johnston S.D.,American Naturalist,00030147,170,6,NA,2007-12-10,2007,10.1086/522847,"We report for the first time an unusual ejaculatory mechanism in the short-beaked echidna in which each side of the bilaterally symmetrical, rosettelike glans penis is used alternately, with the other being shut down. This is unparalleled in mammals but is reminiscent of the use of hemipenes in squamate reptiles, providing further reproductive evidence of a sauropsidian lineage in the Monotremata. Further, we describe the occurrence of motile sperm bundles in ejaculated echidna semen and provide scanning electron micrographs of their morphology. Sperm bundling appears to confer increased sperm motility, which may provide the potential for sperm competition between males. © 2007 by The University of Chicago. All rights reserved.",27,18171162,Journal,ar,Article,100,5,5,Ejaculation | Monotremata | Penis | Short-beaked echidna | Sperm | Sperm bundles | Sperm competition,12604,undefined,0,FALSE,11,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36749042655,SCOPUS_ID:36749042655,2-s2.0-36749042655,Female-limited polymorphism in the copulatory organ of a traumatically inseminating insect,Reinhardt K.,American Naturalist,00030147,170,6,931-935,2007-12-10,2007,10.1086/522844,"Sexual conflict can produce several evolutionary outcomes, one of which is female-limited trait polymorphism. We examine the African bat bug Afrocimex constrictus (Cimicidae), a species where both sexes are subjected to traumatic intromission from males. We show that males possess female genital structures that in related species ameliorate the costs of traumatic insemination. Moreover, the male form of these structures differs morphologically from the standard female form. Examination of females in our isolated study population revealed a discrete polymorphism in female genitalia. Some females had the typical cimicid form, while others had genitalia that more closely resembled the distinctive male form. Males, as well as females with the distinctive male form, experienced fewer traumatic copulations than the typical female morph. We propose that some females mimic the bizarre male condition in order to reduce the frequency of costly traumatic inseminations. To our knowledge this is the first example of a distinct female-limited genital polymorphism: its nature, as well as its association with traumatic sexual interactions, strongly suggests that sexual conflict underpins this unique phenomenon. © 2007 by The University of Chicago. All rights reserved.",36,18171174,Journal,ar,Article,100,5,5,Bedbug | Cross-sexual transfer | Homosexual mating | Sexlimited polymorphism | Sexual mimicry,12604,NE/D009634/1,0,FALSE,12,NA,NA,NERC,Natural Environment Research Council
true,https://api.elsevier.com/content/abstract/scopus_id/36749008042,SCOPUS_ID:36749008042,2-s2.0-36749008042,"Are invaders moving targets? The generality and persistence of advantages in size, reproduction, and enemy release in invasive plant species with time since introduction",Hawkes C.V.,American Naturalist,00030147,170,6,832-843,2007-12-10,2007,10.1086/522842,"Successful plant invasions are often attributed to increased plant size, reproduction, or release from natural enemies, but the generality and persistence of these patterns remains widely debated. Meta-analysis was used to quantitatively assess invasive plant performance and release from enemy damage and how these change with residence time and geographic distribution. Invasive plants were compared either in their introduced and home ranges or with native congeners in the introduced range. Invasive plants in the introduced range were generally larger, allocated more to reproduction, and had lower levels of herbivore damage compared with conspecifics in the home range; pathogen attack, however, varied widely. In congener comparisons, invasive and native plants did not differ in size or herbivory, but invaders did allocate less to reproduction and had lower levels of pathogen damage. Time since introduction was a significant nonlinear predictor of enemy release for both herbivores and pathogens, with initial release in recently arrived species and little to no release after 50 to 200 years. Geographic distribution was also a significant nonlinear predictor of enemy release. The observed nonlinear relationships are consistent with dynamic invasions and may define targets for eradication efforts if these patterns hold up for individual species. © 2007 by The University of Chicago.",172,18171166,Journal,ar,Article,100,1,1,Congeneric pairs | Exotic plants | Geographic distribution | Home versus away | Invasion | Time since introduction,12604,undefined,0,FALSE,13,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36749002749,SCOPUS_ID:36749002749,2-s2.0-36749002749,Lifetime reproductive effort,Charnov E.L.,American Naturalist,00030147,170,6,NA,2007-12-10,2007,10.1086/522840,"In a 1966 American Naturalist article, G. C. Williams initiated the study of reproductive effort (RE) with the prediction that longer-lived organisms ought to expend less in reproduction per unit of time. We can multiply RE, often measured in fractions of adult body mass committed to reproduction per unit time, by the average adult life span to get lifetime reproductive effort (LRE). Williams's hypothesis (across species, RE decreases as life span increases) can then be refined to read ""LRE will be approximately constant for similar organisms."" Here we show that LRE is a key component of fitness in nongrowing populations, and thus its value is central to understanding life-history evolution. We then develop metabolic life-history theory to predict that LRE ought to be approximately 1.4 across organisms despite extreme differences in production and growth rates. We estimate LRE for mammals and lizards that differ in growth and production by five- to tenfold. The distributions are approximately normal with means of 1.43 and 1.41 for lizards and mammals, respectively (95% confidence intervals: 1.3-1.5 and 1.2-1.6). Ultimately, therefore, a female can only produce a mass of offspring approximately equal to 1.4 times her own body mass during the course of her life. © 2007 by The University of Chicago. All rights reserved.",66,18171160,Journal,ar,Article,100,3,3,Dimensionless | Life-history optimization | Lizards | Mammals | Williams's hypothesis,12604,P20RR018754,0,FALSE,14,all,All Open Access,NCRR,National Center for Research Resources
true,https://api.elsevier.com/content/abstract/scopus_id/36749002180,SCOPUS_ID:36749002180,2-s2.0-36749002180,Pollen donor identity affects timing of stigma receptivity in Collinsia heterophylla (Plantaginaceae): A sexual conflict during pollen competition?,Lankinen A.,American Naturalist,00030147,170,6,854-863,2007-12-10,2007,10.1086/522839,"Theory predicts that, during pollen competition, selection may favor a pollen trait that increases donor competitive ability at the expense of the female reproductive function. One such pollen trait could be manipulation of the onset of stigma receptivity. We evaluated the potential occurrence of this kind of sexual conflict by testing female control of the timing of stigma receptivity in the self-compatible annual Collinsia heterophylla. By performing one-donor crosses in the greenhouse, we found that differences in both recipients and pollen donors influenced when stigmas became receptive. Because we did not detect an interaction effect, our result suggests that some donors were consistently better than others at germinating pollen and siring seeds earlier. Unexpectedly, self-pollen was able to fertilize seeds earlier during floral development compared with outcross pollen. These results suggest that female control on timing of stigma receptivity is not complete in this species. In addition, fertilizations that occurred early during floral development resulted in fewer seeds than later fertilizations, possibly indicating a cost of lost control over the onset of receptivity. The ability of pollen donors to influence the timing of stigma receptivity might reflect a conflict between the sexual functions in C. heterophylla. © 2007 by The University of Chicago. All rights reserved.",35,18171168,Journal,ar,Article,100,2,2,Delayed stigma receptivity | Flower development | Manipulation | Pollen competition | Sexual conflict,12604,undefined,0,FALSE,15,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549080006,SCOPUS_ID:36549080006,2-s2.0-36549080006,Natural selection on social signals: Signal efficacy and the evolution of chameleon display coloration,Stuart-Fox D.,American Naturalist,00030147,170,6,916-930,2007-12-10,2007,10.1086/522835,"Whether general patterns of signal evolution can be explained by selection for signal efficacy (detectability) has yet to be established. To establish the importance of signal efficacy requires evidence that both signals and their detectability to receivers have evolved in response to habitat shifts in a predictable fashion. Here, we test whether habitat structure has predictable effects on the evolution of male and female display coloration in 21 lineages of African dwarf chameleon (Bradypodion), based on a phylogenetic comparative analysis. We used quantitative measures of display coloration and estimated signal detectability as the contrast of those colors among body regions or against the background vegetation as perceived by the chameleon visual system. Both male and female display colors varied predictably with different aspects of habitat structure. In several (but not all) instances, habitat-associated shifts in display coloration resulted in habitat-associated variation in detectability. While males exhibit a remarkable variety of colors and patterns, female display coloration is highly conserved, consisting in all populations of contrasting dark and light elements. This color pattern may maximize detectability across all habitat types, potentially explaining female conservatism. Overall, our results support the view that selection for signal efficacy plays an important role in the evolution of animal signals. © 2007 by The University of Chicago. All rights reserved.",78,18171173,Journal,ar,Article,100,3,3,Detectability | Phylogenetic comparative methods | Phylogenetic signal | Sensory drive | Visual signals,12604,undefined,0,FALSE,16,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34948855382,SCOPUS_ID:34948855382,2-s2.0-34948855382,Species associations in a heterogeneous Sri Lankan dipterocarp forest,Wiegand T.,American Naturalist,00030147,170,4,NA,2007-10-23,2007,10.1086/521240,"We used point pattern analysis to examine the spatial distribution of 46 common tree species (diameter at breast height >10 cm) in a fully mapped 500 x 500-m tropical forest plot in Sinharaja, Sri Lanka. We aimed to disentangle the effect of species interactions (second-order effects) and environment (first-order effects) on the species' spatial distributions. To characterize first-order associations (segregation, overlap), we developed a classification scheme based on Ripley's K and nearest-neighbor statistics. We subsequently used heterogeneous Poisson null models, accounting for possible environmental heterogeneity, to reveal significant uni- and bivariate second-order interactions (regularity, aggregation and repulsion, attraction). First-order effects were strong; overall, 53% of all species pairs occupied largely disjoint areas (segregation), 40% showed partial overlap, and 6% overlapped. Only 5% of all species pairs showed significant second-order effects, but about half of the species showed significant intraspecific effects. Significant plant-plant interactions occurred mostly within 2-4 m and disappeared within 15-20 m of the focal plant. While lack of significant species interactions suggests support for the unified neutral theory, species' observed spatial segregation does not support the assumptions of the neutral theory. The strong observed tendency of species to segregate may have supplementary effects on other processes promoting species coexistence. © 2007 by The University of Chicago. All rights reserved.",221,17891727,Journal,ar,Article,100,3,3,Coexistence | Habitat association | Pair-correlation function | Plant-plant interactions | Point pattern analysis | Tropical forest,12604,undefined,0,FALSE,17,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/35348928638,SCOPUS_ID:35348928638,2-s2.0-35348928638,Estimating abundance from occurrence: An underdetermined problem,He F.,American Naturalist,00030147,170,4,655-659,2007-10-22,2007,10.1086/521340,NA,30,NA,Journal,no,Note,100,2,2,Negative binomial distribution | Presence-absence map | Spatial scales | Species abundance | Species occupancy,12604,undefined,0,FALSE,18,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/35348927399,SCOPUS_ID:35348927399,2-s2.0-35348927399,"Erratum: Slow recovery from perturbations as a generic indicator of a nearby catastrophic shift (American Naturalist 169, (738-747))",Van Nes E.,American Naturalist,00030147,170,4,660,2007-10-22,2007,10.1086/522093,NA,8,NA,Journal,er,Erratum,100,2,2,NA,12604,undefined,0,FALSE,19,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/35348908891,SCOPUS_ID:35348908891,2-s2.0-35348908891,Individual size variation and population stability in a seasonal environment: A discrete-time model and its calibration using grasshoppers,Filin I.,American Naturalist,00030147,170,5,719-733,2007-10-22,2007,10.1086/522091,"Much recent literature is concerned with how variation among individuals (e.g., variability in their traits and fates) translates into higher-level (i.e., population and community) dynamics. Although several theoretical frameworks have been devised to deal with the effects of individual variation on population dynamics, there are very few reports of empirically based estimates of the sign and magnitude of these effects. Here we describe an analytical model for size-dependent, seasonal life cycles and evaluate the effect of individual size variation on population dynamics and stability. We demonstrate that the effect of size variation on the population net reproductive rate varies in both magnitude and sign, depending on season length. We calibrate our model with field data on size- and density-dependent growth and survival of the generalist grasshopper Melanoplus femurrubrum. Under deterministic dynamics (fixed season length), size variation impairs population stability, given naturally occurring densities. However, in the stochastic case, where season length exhibits yearly fluctuations, size variation reduces the variance in population growth rates, thus enhancing stability. This occurs because the effect of size variation on net reproductive rate is dependent on season length. We discuss several limitations of the current model and outline possible routes for future model development. © 2007 by The University of Chicago. All rights reserved.",23,17926294,Journal,ar,Article,100,2,2,Body size | Individual variation | Population stability | Seasonal environment | Univoltine lifecycle,12604,undefined,0,FALSE,20,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/35348906070,SCOPUS_ID:35348906070,2-s2.0-35348906070,Coadaptation of prenatal and postnatal maternal effects,Lock J.E.,American Naturalist,00030147,170,5,709-718,2007-10-22,2007,10.1086/521963,"In a wide variety of species, a female's age of first reproduction influences offspring size and survival, suggesting that there exists an optimal timing of reproduction. Mothers in many species also influence offspring size and survival after birth through variation in parental care. We experimentally separated these effects in the burying beetle Nicrophorus vespilloides to test for coadaptation between prenatal and postnatal maternal effects associated with age at first reproduction. Females that reproduced early produced offspring with lower birth weight. The amount of parental care depended on the age of first reproduction of the caretaker, as did the extent of offspring begging. As predicted for a coadaptation of maternal effects, prenatal and postnatal effects were opposite for different-aged mothers, and larval weight gain and survival was greatest when the age of the caretaker and birth mother matched. Thus, prenatal effects intrinsically associated with age of first reproduction can be ameliorated by innate plasticity in postnatal care. A coadaptation of prenatal and postnatal maternal effects may evolve to allow variable timing of the first reproductive attempt. Such a coadaptation might be particularly valuable when females are constrained from reproducing at an optimal age, as, for example, in species that breed on scarce and unpredictable resources. © 2007 by The University of Chicago. All rights reserved.",57,17926293,Journal,ar,Article,100,4,4,Age at first reproduction | Burying beetle | Larval growth | Maternal performance | Nicrophorus vespilloides | Parental care,12604,undefined,0,FALSE,21,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/35348905459,SCOPUS_ID:35348905459,2-s2.0-35348905459,Altitudinal patterns of spider sociality and the biology of a new midelevation social anelosimus species in Ecuador,Avilés L.,American Naturalist,00030147,170,5,783-792,2007-10-22,2007,10.1086/521965,"To the extent that geography correlates with particular environmental parameters, the geographical distribution of phylogenetically related social and nonsocial organisms should shed light on the conditions that lead to sociality versus nonsociality. Social spiders are notorious for being concentrated in tropical regions of the world, occupying a set of habitats more restricted than those available to the phylogenetic lineages in which they occur. Here we document a parallel pattern involving elevation in the spider genus Anelosimus in America and describe the biology of a newly discovered social species found at what appears to be the altitudinal edge of sociality in the genus. We show that this is a cooperative permanent-social species with highly female-biased sex ratios but colonies that are one to two orders of magnitude smaller than those of a low-elevation congener of similar body size. We suggest that the absence of subsocial Anelosimus species in the lowland rain forest may be due to an increased probability of maternal death in this habitat due to greater predation and/or precipitation, while absence of a sufficient supply of large insects at high elevations or latitudes may restrict social species to low- to midelevation tropical moist forests. We refer to these as the ""maternal survival"" and ""prey size"" hypotheses, respectively, and suggest that both in combination may explain the geographical distribution of sociality in the genus. © 2007 by The University of Chicago. All rights reserved.",63,17926299,Journal,ar,Article,100,8,8,Biogeography of sociality | Elevation | Group foraging | Latitude | Sex ratio | Social evolution | Social spiders | Theridiidae,12604,undefined,0,FALSE,22,NA,NA,NA,NA
