@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33645811255,SCOPUS_ID:33645811255,2-s2.0-33645811255,Are grazing increaser species better tolerators than decreasers? An experimental assessment of defoliation tolerance in eight British grassland species,Del-Val E.,Journal of Ecology,00220477,13652745,93,5,1005-1016,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01011.x,"1 The importance of tolerance to herbivory for plant survival has long been recognized, but capacity for regrowth following recurrent defoliation has rarely been studied. 2 A glasshouse experiment was conducted with eight grassland species. We chose both species favoured under herbivory (increasers) and those that become scarce (decreasers) and manipulated the ontogeny of the plant when first clipped, as well as frequency (up to eight times) and intensity of clipping. 3 Plant survival was high (88%) but both frequency and intensity of clipping increased plant mortality in all species investigated (P < 0.05). Immature plants showed the highest mortality (15.9%). 4 Plant biomass mirrored mortality with immature plants again the most affected. As expected, control plants were largest and plants experiencing 100% biomass removal smallest. Clipping frequency was also significant, but the effect was not linear and plants that were clipped more than twice were more dramatically affected. 5 Biomass compensation showed species-specific responses that were significantly related to an a priori definition of species status in the grassland: increaser species had significantly higher compensation ability after recurrent defoliation than decreaser species. 6 Tolerance to herbivory has been viewed as a marginal strategy for plant survival, but our results suggest that it plays an important role in explaining abundance and distribution of plant species in environments with recurrent defoliation. 7 Plants do not always respond linearly to environmental pressures (such as repeated defoliation) and cannot therefore be predicted by studies considering only the lower end of the possible intensities. Understanding the effects of environmental pressures on plant fitness requires the study of a broader range of intensities, at different ontogenic stages and consideration of possible response thresholds. © 2005 British Ecological Society.",118,Journal,ar,Article,100,2,2,Compensation | Decreaser | Defoliation tolerance | Grassland | Herbivory | Increaser | Ontogeny | Regrowth,29602,undefined,0,FALSE,29,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645799181,SCOPUS_ID:33645799181,2-s2.0-33645799181,Soil-related performance variation and distributions of tree species in a Bornean rain forest,Russo S.,Journal of Ecology,00220477,13652745,93,5,879-889,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01030.x,"1 Spatial distributions of tropical trees often correlate with environmental variation, suggesting that ecological sorting caused by niche differentiation may be important for maintaining species diversity. 2 Four soil types have been identified in a 52-ha forest dynamics plot in Bornean mixed dipterocarp forest (ranked by increasing fertility and moisture: sandy loam, loam, fine loam, and clay). The distributions of 73% of tree species in the plot are significantly aggregated on one of these soil types. We tested the hypothesis that variation in performance (growth and mortality) underlies these edaphically biased species distributions. 3 Annual growth and mortality rates over 5 years were estimated for trees ≥ 1 cm in diameter and compared among soil types, life histories and species-aggregation patterns. 4 Overall, growth and mortality rates were lowest on the poorest soil (sandy loam). Growth rates on each soil type correlated with soil fertility for pioneers, while mortality rates correlated with soil fertility for both pioneers and late-successional species. 5 There was little evidence that soil specialists had a home-soil performance advantage. Soil-specific ranks of growth and mortality rates of each species-aggregation group largely mirrored the ranks of their rates across the plot and did not shift substantially among soil types. On every soil, species aggregated on sandy loam or clay ranked last or next-to-last, and species aggregated on loam ranked the highest. 6 Ecological sorting of species among soils was strong. With increasing diameter, species were lost from the soils on which they were not aggregated more frequently than would be expected based on random mortality. The underlying mechanisms of ecological sorting may involve low mortality rates as a requirement for species to achieve high abundance on the poorest soil, whereas for the richer soils, having high growth rates appears relatively more important for achieving high abundance. 7 Thus, species' demographic responses to resource variation among soil types, especially related to the poorest soil, affects tree species distribution patterns in this forest and thereby influences the structure of tropical forest communities. © 2005 British Ecological Society.",197,Journal,ar,Article,100,4,4,Growth | Mixed dipterocarp tropical forest | Mortality | Niche differentiation | Soils,29602,undefined,1,TRUE,30,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645067542,SCOPUS_ID:33645067542,2-s2.0-33645067542,Rapid responses of high-mountain vegetation to early Holocene environmental changes in the Swiss Alps,Tinner W.,Journal of Ecology,00220477,13652745,93,5,936-947,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01023.x,"1 The Early Holocene sediment of a lake at tree line (Gouillé Rion, 2343 m a.s.l.) in the Swiss Central Alps was sampled for plant macrofossils. Thin (0.5 cm) slices, representing time intervals of c. 50 years each from 11 800 to 7800 cal. year BP, were analysed and the data compared with independent palaeoclimatic proxies to study vegetational responses to environmental change. 2 Alpine plant communities (e.g. with Salix herbacea) were established at 11 600 11 500 cal. year BP, when oxygen-isotope records showed that temperatures increased by c. 3-4°C within decades. Larix decidua trees reached the site at c. 11 350 cal. year BP, probably in response to further warming by 1-2°C. Forests dominated by L. decidua persisted until 9600 cal. year BP, when Pinus cembra became more important. 3 The dominance of Larix decidua for two millennia is explained by dry summer conditions, and possibly low winter temperatures, which favoured it over the late-successional Pinus cembra. Environmental conditions were a result of variations in the earth's orbit, leading to a maximum of summer and a minimum of winter solar radiation. Other heliophilous and drought-adapted species, such as Dryas octopetala and Juniperus nana, could persist in the open L. decidua forests, but were out-competed when the shade-tolerant P. cembra expanded. 4 The relative importance of Larix decidua decreased during periods of diminished solar radiation at 11 100, 10 100 and 9400 cal. year BP. Stable concentrations of L. decidua indicate that these percentage oscillations were caused by temporary increases of Pinus cembra, Dryas octopetala and Juniperus nana that can be explained by increases in moisture and/or decreases in summer temperature. 5 The final collapse of Larix decidua at 8400 cal. year BP was possibly related to abrupt climatic cooling as a consequence of a large meltwater input to the North Atlantic. Similarly, the temporary exclusion of Pinus cembra from tree line at 10 600-10 200 cal. year BP may be related to slowing down of thermohaline circulation at 10 700-10 300 cal. year BP. 6 Our results show that tree line vegetation was in dynamic equilibrium with climate, even during periods of extraordinarily rapid climatic change. They also imply that forecasted global warming may trigger rapid upslope movements of the tree line of up to 800 m within a few decades or centuries at most, probably inducing large-scale displacements of plant species as well as irrecoverable biodiversity losses. © 2005 British Ecological Society.",143,Journal,ar,Article,100,2,2,Climate change | Larix decidua | Long-term timberline dynamics | Macrofossil analysis | Palaeoecology | Pinus cembra | Vegetation history,29602,undefined,0,FALSE,31,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645063650,SCOPUS_ID:33645063650,2-s2.0-33645063650,Plant interactions govern population dynamics in a semi-arid plant community,Armas C.,Journal of Ecology,00220477,13652745,93,5,978-989,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01033.x,"1 The structure and composition of plant communities are influenced by positive and negative interactions between plants, the balance of which may change in intensity and sign through time and space, depending on availability of resources and on plant life history. 2 Over a 2-year period we analysed the balance of interactions between different life stages of a perennial grass, Stipa tenacissima, and a shrub, Cistus clusii, the dominant species in a semi-arid community in south-east Spain. 3 Cistus shrubs acted as nurses for juvenile Stipa plants, improving their water status, nutrient content, carbon assimilation rates and growth. The mechanisms underlying this facilitation effect were mainly the improvement of microclimatic conditions and soil physical and chemical properties under shrub canopies. By contrast, juvenile Stipa plants had an overall neutral effect on Cistus shrubs, although Cistus suffered some competitive effects during periods of water shortage. At this life stage, the short-term outcome of the interaction for both species was dependent on resource availability. 4 Close spatial association between adult plants had no negative effects for the interacting species, although positive effects most likely counterbalanced negative effects. 5 The long-term outcome of the interaction is reflected in the spatial distribution of both species, and determines population dynamics in this semi-arid plant community. 6 Our data show that the short-term balance of plant interactions may easily shift in response to environmental variability, which in turn may have important consequences for plant community structure. © 2005 British Ecological Society.",251,Journal,ar,Article,100,2,2,Competition | Environmental variability | Facilitation | Nurse syndrome,29602,undefined,1,TRUE,32,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33644945740,SCOPUS_ID:33644945740,2-s2.0-33644945740,Seed limitation in a Panamanian forest,Svenning J.,Journal of Ecology,00220477,13652745,93,5,853-862,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01016.x,"1 The role of seed limitation in tropical forests remains uncertain owing to the scarcity of experimental evidence. We performed seed addition experiments to assess seed limitation for 32 shade-tolerant tropical forest species and monitored the natural seed rain of 25 of these species for 17 years. 2 One, two or five seeds were sown into 0.0079-m2 plots for large- (n = 5 species), medium- (n = 5) and small-seeded species (n = 22), respectively. The experiment was replicated at 69 sites, placed in groups of three at 23 locations. Seedling establishment was evaluated after 1 and 2 years in paired seed addition and control plots. Natural seedling emergence and understorey plant density were also measured. 3 Median natural seed rain was 0.31 seeds m-2 year-1 per focal species. 4 Seed addition enhanced seedling establishment in 31 and 26 of the 32 species after 1 and 2 years, respectively. Mean number of focal species' seedlings after 2 years was 0.002 seedlings in control plots and 0.12, 0.37 and 0.60 seedlings in seed addition plots for large-, medium- and small-seeded species, respectively. 5 A 25 seeds added treatment increased seedling establishment by ≥ 2.0-fold over the five seeds added treatment after 2 years. 6 Community-wide recruitment and understorey plant density were strongly seed-limited. The natural density of understorey plants averaged 12 plants m-2 and was significantly less than for seedlings of the single focal species in plots with ≥ 2 seeds added 2 years earlier. 7 The number of established seedlings per seed added was independent of seed size. 8 Treatment (adding zero or five seeds), species identity and location all affected seedling establishment for the 11 small-seeded species represented at all sites, with treatment and its interactions accounting for 86% of the explained variation. 9 Our results suggest that seed limitation plays a dominant role in seedling recruitment and understorey plant community assembly in tropical forests. Although strong seed limitation may set the stage for species-neutral community assembly, the species differences in seedling establishment rate and its spatial variation demonstrate an important role for species-specific processes. © 2005 British Ecological Society.",71,Journal,ar,Article,100,2,2,Community ecology | Dispersal assembly | Panama | Seed addition experiment | Seed limitation | Seed size | Seedling ecology | Seedling recruitment | Tropical ecology | Tropical forest,29602,undefined,1,TRUE,33,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33644579815,SCOPUS_ID:33644579815,2-s2.0-33644579815,"The hare, the tortoise and the crocodile: The ecology of angiosperm dominance, conifer persistence and fern filtering",Coomes D.A.,Journal of Ecology,00220477,13652745,93,5,918-935,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01012.x,"1 Angiosperm trees often dominate forests growing in resource-rich habitats, whereas conifers are generally restricted to less productive habitats. It has been suggested that conifers may be displaced by angiosperms except where competition is less intense, because conifer seedlings are inherently slow growing, and are outpaced by faster-growing angiosperm species. Here we investigate whether competition with ferns and deeply shading trees also contributes to a failure of conifers to regenerate in resource-rich habitats. 2 We examined how changes in soil nutrient availability and drainage affected vegetation along the retrogressive stages of a soil chronosequence in southern New Zealand. Vegetation composition shifted from angiosperm-tree dominance on 'recent' alluvial terraces (< 24 ky), via coniferous-tree dominance on older marine terraces (79-121 ky), to coniferous-shrub dominance on the oldest marine terraces (291 ky). Soil drainage deteriorated along the sequence, and N : P leaves and N : Psoil indicate increasing P-limitation. Conifer species appear to be adapted to persistence on infertile and poorly drained soils. 3 The floor of the relatively fertile alluvial forests was deeply shaded (∼1% light transmission) by dense groves of tree-ferns and ground-ferns, and by large-leaved subcanopy trees. Few seedlings of any type were found on the forest floor, even in tree-fall gaps, and establishment was restricted to rotting logs and tree-fern trunks. Angiosperms were particularly successful at colonizing these raised surfaces. 4 Less shade was cast by the conifer-dominated forests on infertile marine terraces (∼5% light transmission), which lacked tall ferns. There were many opportunities for conifer establishment, with high seedling densities recorded on the forest floor and on logs. By contrast, angiosperm seedlings were mainly restricted to logs. 5 Our results suggest that several mechanisms act in concert to reduce regeneration opportunities for conifers in productive habitats. In particular, we suggest that tall ferns and deep shade are responsible for a restriction of regeneration opportunities in relatively productive forests in New Zealand, diminishing the opportunities for conifers to escape the competitive effects of fast-growing angiosperms. Thus 'crocodiles' may alter the outcome of the race between 'hares' and 'tortoises'. © 2005 British Ecological Society.",163,Journal,ar,Article,100,13,13,Chronosequence | Competition | Forest | Light transmission | Microsite | Nutrients | PAR | Podocarpaceae | Regeneration | Resource | Retrogressive | Safe sites,29602,undefined,0,FALSE,34,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/30744461075,SCOPUS_ID:30744461075,2-s2.0-30744461075,Differential genetic influences on competitive effect and response in Arabidopsis thaliana,F. Cahill Jr. J.,Journal of Ecology,00220477,13652745,93,5,958-967,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01013.x,"1 Competition plays an important role in structuring populations and communities, but our understanding of the genetic basis of competitive ability is poor. This is further complicated by the fact that plants can express both competitive effect (target plant influence upon neighbour growth) and competitive response (target plant growth as a function of a neighbour) abilities, with these ecological characteristics potentially being independent. 2 Using the model plant species Arabidopsis thaliana, we investigated patterns of intraspecific variation in competitive effect and response abilities and their relationships to other plant traits and resource supply rates. 3 Both competitive effect and response were measured for 11 genotypes, including the Columbia ecotype and 10 derived mutant genotypes. Plants were grown alone, with intragenotypic competition, and with intergenotypic competition in a replicated blocked design with high nutrient and low nutrient soil nutrient treatments. We quantified competitive effect and response on absolute and per-gram bases. 4 Competitive effect and response varied among genotypes, with the relative competitive abilities of genotypes consistent across fertilization treatments. Overall, high rates of fertilization increased competitive effect and competitive response abilities of all genotypes. Both competitive effect and response were correlated with neighbour biomass, though genotype-specific traits also influenced competitive response. 5 At the genotype level, there was no correlation between competitive effect and response in either fertilization treatment. Overall patterns in competitive response appeared consistent among inter- and intragenotypic competition treatments, indicating that a target genotype's response to competition was not driven by the genetic identity of the competitor. 6 These findings indicate that within A. thaliana, there is the potential for differential selection on competitive effect and response abilities, and that such selection may influence different sets of plant traits. The concept of a single competitive ability for a given plant is not supported by these data, and we suggest continued recognition of these dual competitive abilities is essential to understanding the potential role of competition in influencing intra- and interspecific processes. © 2005 British Ecological Society.",83,Journal,ar,Article,100,3,3,Genes affecting competition | Intra- and intergenotypic competition | Molecular ecology | Phenotypic plasticity,29602,undefined,0,FALSE,35,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24944469822,SCOPUS_ID:24944469822,2-s2.0-24944469822,Establishment of an emerging generalist pathogen in redwood forest communities,Maloney P.,Journal of Ecology,00220477,13652745,93,5,899-905,2005-10-01,October 2005,10.1111/j.1365-2745.2005.01031.x,"1 Phytophthora ramorum (causal agent of sudden oak death) is an emerging generalist pathogen in coastal forests of California and Oregon, USA, that causes lethal stem infections on oaks (Quercus spp.) and tanoak (Lithocarpus densiflorus) as well as non-lethal foliar infections on a broad range of trees and shrubs. 2 We studied P. ramorum over its known range in coastal redwood forests to determine forest compositional variables that are important to its epidemiology within the geographical area that it has already invaded. Redwood forests are dominated by coast redwood (Sequoia sempervirens), tanoak and California bay laurel (Umbellularia californica). 3 A total of 120 permanent plots (500 m2 each) were established in redwood forests at 12 sites within the main epidemic area in California. Over 5000 trees were mapped and examined for the presence of P. ramorum during spring 2002 and resampled in spring 2003. 4 Mean incidence of P. ramorum across all plots was 0.17 ± 0.01 in 2002 and 0.24 ± 0.02 in 2003. The highest infection levels by P. ramorum were found on California bay laurel (range 0.42-0.69) and tanoak (0.32-0.45). The highest levels of mortality were associated with tanoak and ranged from 0 to 66%, with 62.5% of that mortality associated with P. ramorum infection. 5 Disease incidence above 30% was most often associated with bay laurel importance value. In plots with few bay laurel stems, high disease levels were associated with the presence of understorey tanoaks. Bay laurel and small tanoaks are thought to represent the main source of inoculum for further spread of P. ramorum. 6 Differential host mortality due to this emerging generalist pathogen will exert considerable influence on redwood forest dynamics, with potentially dramatic shifts in forest composition and structure and subsequent cascading ecological and evolutionary effects. © 2005 British Ecological Society.",82,Journal,ar,Article,100,5,5,Generalist pathogens | Invasive species | Phytophthora ramorum | Redwood forest communities,29602,undefined,1,TRUE,36,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33749233726,SCOPUS_ID:33749233726,2-s2.0-33749233726,"Erratum: A simple mechanistic model of seed dispersal, predation and plant establishment: Janzen-Connell and beyond (Journal of Ecology (2004) 92 (733-746))",NA,Journal of Ecology,00220477,13652745,93,4,852,2005-08-01,August 2005,10.1111/j.1365-2745.2005.01032.x,NA,3,Journal,er,Erratum,100,0,NA,NA,29602,undefined,0,FALSE,37,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644598259,SCOPUS_ID:27644598259,2-s2.0-27644598259,"Population viability analysis of Cypripedium calceolus in a protected area: Longevity, stability and persistence",Nicolè F.,Journal of Ecology,00220477,13652745,93,4,716-726,2005-08-01,August 2005,10.1111/j.1365-2745.2005.01010.x,"1 Cypripedium calceolus L. is an emblematic long-lived clonal orchid which has suffered an alarming decline throughout Eurasia. We performed a population viability analysis on three island populations in a protected area to estimate population viability and thus to gain a better understanding of the species and its needs. We developed a 10-stage matrix model, comprising the seed bank, the first 4 years underground, juveniles, young and adult clump stages and three dormant stages, from an 11-year census. 2 All analyses indicate that the three populations have remarkably slow and stable dynamics, with stochastic growth rates close to 1 after 100 years and very slow convergence to equilibrium. The system is probably stabilized by the long life span of clumps (mean longevity from 110 to 350 years). Retrospective and perturbation analyses showed that adult dormancy had an important role in the dynamics, and adult survival and seed persistence were key factors in maintaining population stability and persistence. 3 A young, uniformly distributed population had fewer, shorter lived adult clumps than two older, aggregated populations. Although no perceptible change was predicted for the next 100 years, the younger population was more sensitive to environmental variations and may go extinct in the next 250-500 years, depending on longevity of the seed bank. 4 C. calceolus populations can persist in a protected area where there are only slow changes in habitat through secondary forest succession. The dramatic decrease in C. calceolus population size and area over 20 years in Eurasia suggests that many populations have experienced unforeseeable extrinsic disturbances or unfavourable habitat disturbances. 5 Our Population Viability Analysis indicated the importance of habitat vs. individual conservation for the protection of C. calceolus populations. As this species is usually found within rich orchid communities, it should be used as an umbrella species in management plans. © 2005 British Ecological Society.",71,Journal,ar,Article,100,3,3,Adult dormancy | Age-based parameters | Cypripedium calceolus | Environmental and demographic stochasticities | Longevity | Persistence | Perturbation analysis | Population viability analysis | Stability,29602,undefined,1,TRUE,38,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644585526,SCOPUS_ID:27644585526,2-s2.0-27644585526,Space versus time variation in the population dynamics of three co-occurring perennial herbs,Jongejans E.,Journal of Ecology,00220477,13652745,93,4,681-692,2005-08-01,August 2005,10.1111/j.1365-2745.2005.01003.x,"1 Many plant species are currently restricted to small and isolated populations as a result of habitat destruction and fragmentation. Lack of sufficient data often leads to spatial variation being substituted for temporal variation in models to evaluate management options, but variation in population growth rate (λ) between sites or over years may be caused by variation in different life history components. 2 We studied the demography of three coexisting and related perennial herbs (the long-lived perennial Succisa pratensis, the shorter-lived Hypochaeris radicata and the long-lived, but more clonal Centaurea jacea) in the same plots over 4 years (1999-2003). 3 Life table response experiment analysis revealed that temporal and spatial variation in the life history components of S. pratensis and H. radicata were qualitatively different: variation in fecundity contributed most to variation in λ between sites, but variation in growth contributed most to variation between years. 4 In years with a below average λ, most life history components of S. pratensis and H. radicata had lower transition probabilities, whereas the reasons for low population growth differed between the three poor sites. All major life history components of S. pratensis had lower probabilities in the most productive of these sites, but in the other two, negative contributions from some components (fecundity or growth) were partly compensated for by positive contributions from others (growth or stasis). 5 Centaurea jacea showed a different pattern: in poor years, negative contributions from some life history components were buffered by positive contributions from other components; however, this buffering did not occur in poor sites. 6 Our analysis shows that the population dynamics of perennial plants may respond differently to temporal and spatial variation in environmental conditions. Moreover, co-occurring species with similar life histories responded differently to the same spatiotemporal variation. We conclude that temporal and spatial dynamics cannot readily be interchanged in population viability analyses and management studies, as such substitution may lead to incorrect projections of a species' population dynamics in time. © 2005 British Ecological Society.",90,Journal,ar,Article,100,2,2,Buffering of variation | Demography | Life history components | Population growth rate | Variation decomposition,29602,undefined,1,TRUE,39,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644581910,SCOPUS_ID:27644581910,2-s2.0-27644581910,Shifts in depth of water extraction and photosynthetic capacity inferred from stable isotope proxies across an ecotone of Juniperus osteosperma (Utah juniper) and Artemisia tridentata (big sagebrush),Leffler A.J.,Journal of Ecology,00220477,13652745,93,4,783-793,2005-08-01,August 2005,10.1111/j.1365-2745.2005.01014.x,"1 In western North America, juniper trees (Juniperus spp.) are apparently encroaching into numerous communities including sagebrush-dominated (Artemisia tridentata) valleys, where, as density of juniper increases, the density and condition of sagebrush decline but juniper condition appears unaffected. 2 We examined stable isotope proxies of plant gas exchange and relative depth of soil water extraction of Juniperus osteosperma and Artemisia tridentata as their relative densities changed across a transition zone in northern Utah, USA. Measurement of 13C and 18O of foliage allowed separation of the contributions of stomatal and biochemical factors to differences in mean intercellular CO2 concentration, while deuterium composition of stem water served as an indicator of the relative depth of water extraction. 3 Leaf δ13C of juniper and, to a lesser extent, of sagebrush increased with decreasing density of juniper. Foliage 18O did not vary significantly with juniper density, indicating that this was primarily caused by an increase in photosynthetic capacity rather than decreased supply of CO 2. Increased foliage nitrogen concentration of both species with decreasing juniper density is also consistent with increased photosynthetic capacity. 4 The much greater mean age of juniper trees in the high juniper density plots may explain their lower photosynthetic capacity. 5 Averaged across densities, juniper always extracted water deeper in the profile than did sagebrush, but in June and August, only the high juniper density plots showed an effect. Sagebrush is either restricted from using water at greater depth in the presence of juniper at high density or was in such poor condition that deep-water sources were not necessary to maintain their reduced function. 6 Ecotones can serve as useful, spatially constrained stages for examining resource partitioning and relationships among plant species. We observed spatial and temporal variation in resource use and partitioning of limited resources that will enable better design of manipulative experiments to explicitly examine competition. © 2005 British Ecological Society.",19,Journal,ar,Article,100,2,2,Biochemical limitation | Gas exchange | Plant water source | Resource partitioning | Stable isotopes | Stand density | Stomatal limitation | Transition zone | Water relations | Water use efficiency,29602,undefined,0,FALSE,40,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644574004,SCOPUS_ID:27644574004,2-s2.0-27644574004,Are growth forms consistent predictors of leaf litter quality and decomposability across peatlands along a latitudinal gradient?,Dorrepaal E.,Journal of Ecology,00220477,13652745,93,4,817-828,2005-08-01,August 2005,10.1111/j.1365-2745.2005.01024.x,"1. Plant growth forms are widely used to predict the effects of environmental changes, such as climate warming and increased nitrogen deposition, on plant communities, and the consequences of species shifts for carbon and nutrient cycling. We investigated whether the relationship between growth forms and patterns in litter quality and decomposition are independent of environmental conditions and whether growth forms are as good as litter chemistry at predicting decomposability. 2. We used a natural, latitudinal gradient in NW Europe as a spatial analogue for future increases in temperature and nitrogen availability. Our screening of 70 species typical of Sphagnum-dominated peatlands showed that leaf litters of Sphagnum mosses, evergreen and deciduous shrubs, graminoids and forbs differed significantly in litter chemistry and that the ranking of the growth forms was independent of the region for all litter chemistry variables. Differences among growth forms were usually larger than differences related to the environmental gradient. 3. After 8 and 20 months incubation in outdoor, Sphagnum-based decomposition beds, growth forms generally differed in decomposability, but these patterns varied with latitude. Sphagnum litters decomposed slower than other litters in all regions, again explaining its high representation in organic deposits of peatlands. Forb litters generally decomposed fastest, while the differences among the other growth forms were small, particularly at higher latitudes. 4. Multiple regression analyses showed that growth forms were better at predicting leaf litter decomposition than chemical variables in warm-temperate peatlands with a high N-load, but less so in the subarctic, low-N region. 5. Our results indicate that environmental changes may be less important in determining ecosystem leaf litter chemistry directly than are their indirect effects through changes in the relative abundance of growth forms. However, climatic and nutritional constraints in high-latitude peatlands promote convergence towards nutrient-efficient plant traits, resulting in similar decomposition rates of vascular growth forms despite differences in litter chemistry. The usefulness of the growth-form concept in predicting plant community controls on ecosystem functioning is therefore somewhat limited. © 2005 British Ecological Society.",175,Journal,ar,Article,100,5,5,Climate change | Decomposition | Environmental gradient | High latitude | Leaf litter | Litter chemistry | Nitrogen deposition | Peatlands | Plant functional types | Sphagnum,29602,undefined,0,FALSE,41,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644573112,SCOPUS_ID:27644573112,2-s2.0-27644573112,Interactions between litter and water availability affect seedling emergence in four familial pairs of floodplain species,Eckstein R.,Journal of Ecology,00220477,13652745,93,4,807-816,2005-08-01,August 2005,10.1111/j.1365-2745.2005.01015.x,"1. We studied seedling emergence in four familial pairs of floodplain herbs in response to the experimental manipulation of soil moisture and litter cover to analyse (i) whether the effect of litter changes from negative under humid to positive under dry conditions, and (ii) whether the response to changing water and light conditions with increasing litter cover varies among species and plant families. 2. We carried out a controlled pot experiment using four levels of litter cover (0 g, 2 g, 4 g and 8 g litter per pot, corresponding to 0 kg m -2,0.2 kg m-2,0.4 kg m-2 and 0.8 kg m -2) and two levels of water-addition, leading to constantly humid substrate or intermittently dry topsoil. 3. Across water-additions, percentage emergence reached a peak at low levels of litter cover (0.2 kg m-2 and 0.4 kg m-2). There was a significant litter x water-addition interaction in six species, with positive effects of litter under intermittently dry conditions and negative or neutral effects under constantly humid conditions. Litter lowered maximum temperature as well as amplitude, and alleviated soil humidity under low water supply, while imposing increasingly shaded conditions. Analysis of species- and family-specific responses suggested that germination under a litter cover of 0.8 kg m-2 was significantly reduced in smaller-seeded species (i.e. those that tend to have higher light demands for germination). 4. Our results suggest that transfer of seed-containing plant litter can aid restoration projects if applied at 0.2-0.4 kg m-2. Below these levels, establishment of most species may be inhibited by drought, while higher amounts will increasingly suppress seedling emergence, especially of small-seeded species. 5. In addition to facilitation effects observed between living plants, dead plant remains may also exert positive effects on establishment. The sign of the litter effect on seedling emergence depends on soil humidity, with negative effects seen above a threshold amount, which is species- and family-specific and is closely related to seed size. Whether positive litter effects in grasslands are a consequence of coevolution remains to be examined. © 2005 British Ecological Society.",143,Journal,ar,Article,100,2,2,Conservation | Facilitation | Galium | Germination | Grassland | Inula | Peucedanum | Seed size | Silaum | Viola,29602,undefined,0,FALSE,42,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644571661,SCOPUS_ID:27644571661,2-s2.0-27644571661,Density-dependent growth and survival in a natural population of the facultative biennial Digitalis purpurea,Sletvold N.,Journal of Ecology,00220477,13652745,93,4,727-736,2005-08-01,August 2005,10.1111/j.1365-2745.2005.01008.x,"1 Density-dependent effects on vital rates may vary in both magnitude and direction at different stages of the life cycle. In monocarpic perennials, however, it is often assumed that recruitment is the stage most affected by density. 2 The spatial pattern of newly emerged individuals of the facultative biennial Digitalis purpurea was recorded and followed in five 0.5-m2 plots censused twice during each of three seasons. 3 To examine effects of local density on growth and survival, a plant's neighbourhood was defined as the number of individuals inside a circle of fixed radius around it. Species identity of the nearest neighbour was established to see whether the effects of intra- and interspecific interactions differed. 4 Relative growth rate (RGR) was negatively related to local density during both of the first two summers, but not during winter. In 1998 the negative effects were stronger when the closest neighbour was conspecific. 5 Contrasting patterns of size-dependent growth were found during summer and winter, with summer RGR an increasing, and winter RGR a decreasing, function of size. 6 Summer survival was generally high, and was positively related to spring size. There was a significant negative effect of increasing local density on survival probability in 1998. No effect of neighbour identity was detected. 7 Winter survival was low, and mainly dependent on autumn size, with no significant effects of local density in any season. During the first winter, individuals with a conspecific as the nearest neighbour had lower survival probabilities. 8 There was no evidence of a tradeoff between summer RGR and survival probability. 9 Density-dependent effects may be significant beyond the recruitment stage in monocarpic perennials such as D. purpurea. Density dependence was strongest at early life stages although, because effects on growth persisted into the second year, it is likely that local density may influence timing of reproduction in this population. The use of detailed studies investigating the timing and magnitude of density dependence across the entire life cycle may provide new insight into life history evolution. © 2005 British Ecological Society.",18,Journal,ar,Article,100,1,1,Demographic rates | Density-dependent recruitment | Growth curves | Life history | Local competition | Monocarpic perennial | Plant demography | Stochastic variation | Temporal variation,29602,undefined,0,FALSE,43,NA,NA,NA,NA
