@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0033451967,SCOPUS_ID:0033451967,2-s2.0-0033451967,Age and polyphyletic origins of hybrid and spontaneous parthenogenetic Campeloma (Gastropoda: Viviparidae) from the southeastern United States,Johnson S.G.,Evolution,00143820,53,6,1769-1781,1999-01-01,December 1999,28,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,11,10.1111/j.1558-5646.1999.tb04561.x,"We used mtDNA sequence variation to assess the origin, age, and spatial patterns of sequence divergence of triploid hybrid and diploid spontaneous parthenogens from southeastern United States populations of the freshwater snail Campeloma. There was strong support for multiple origins of both parthenogens using likelihood-ratio tests, and we argue that parthenogens are recently derived from sexuals. Atlantic coastal populations of C. limum or C. floridense were the maternal ancestors of Gulf Coast triploid hybrids in the Florida Panhandle. Sequence divergence within monophyletic groups of both parthenogens is similar to within-population divergence found in sympatric sexuals, and monophyletic clades of hybrid and spontaneous parthenogens are geographically widespread throughout the Atlantic and Gulf Coast rivers. These patterns are consistent with higher dispersal rates and recent range expansion of parthenogens, which should reduce the effects of mutation accumulation or parasitism. Range expansion may have occurred through interdrainage transfer during Pleistocene glacial periods.",Biogeography | Campeloma | mtDNA sequence variation | Parthenogenesis | Sexual reproduction,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033451756,SCOPUS_ID:0033451756,2-s2.0-0033451756,"Limits to the southern border of Drosophila serrata: Cold resistance, heritable variation, and trade-offs",Jenkins N.L.,Evolution,00143820,53,6,1823-1834,1999-01-01,December 1999,78,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,12,10.1111/j.1558-5646.1999.tb04565.x,"There are a number of evolutionary hypotheses about why species distributions are limited, but very little empirical information to test them. We present data examining whether the southern distribution of Drosophila serrata is limited by cold responses. Species comparisons were undertaken for cold resistance, development time, and viability at 15°C and 25°C for D. serrata and other species with a more southerly distribution (D. melanogaster, D. simulans, and D. immigrans). Relative to the other species, D. serrata had a long development time at both temperatures and a low level of cold resistance. Using isofemale lines collected in different seasons, central and marginal populations were compared for cold resistance, as well as development time and viability at 14°C. The border population had a relatively higher resistance to cold shock in postwinter collections, but there was no population differentiation for prewinter collections or for the other traits. The presence of variation among isofemale lines within the border populations suggests that genetic variation as measured in the laboratory is unlikely to limit range expansion. Population cages were used in the field to determine if D. serrata persisted over winter at borders. Although all cages yielded adult offspring at northern sites, only a few produced offspring at or just south of the border. In contrast, all cages with D. simulans produced adult offspring, suggesting that climatic factors limited D. serrata numbers. Offspring from surviving adults showed a phenotypic trade-off between fecundity and cold resistance. Comparisons of the cold resistance of field males and females with their laboratory-reared offspring provided evidence for heritable variation in field-reared flies. Overall, the results suggest that cold stress is important in limiting the southern distribution of D. serrata, but it seems unlikely that a lack of genetic variation restricts range expansion.",Drosophila serrata | Evolutionary hypotheses | Field heritability | Genetic variation | Species borders | Stress resistance,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033451754,SCOPUS_ID:0033451754,2-s2.0-0033451754,Evolution of haplodiploidy in dermanyssine mites (Acari: Mesostigmata),Cruickshank R.H.,Evolution,00143820,53,6,1796-1803,1999-01-01,December 1999,27,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,13,10.1111/j.1558-5646.1999.tb04563.x,"Haplodiploidy, a widespread phenomenon in which males are haploid and females are diploid, can be caused by a number of different underlying genetic systems. In the most common of these, arrhenotoky, males arise from unfertilized eggs, whereas females arise from fertilized eggs. In another system, pseudoarrhenotoky, males arise from fertilized eggs, but they eliminate the paternal genome at some point prior to spermatogenesis, with the consequence that they do not pass this genome to their offspring. In 1931 Schrader and Hughes-Schrader suggested that arrhenotoky arises through a series of stages involving pseudoarrhenotokous systems such as those found in many scale insects (Homoptera: Coccoidea), however, their hypothesis has been largely ignored. We have used a phylogenetic analysis of 751 base pairs of 28S rDNA from a group of mites (Mesostigmata: Dermanyssina) that contains arrhenotokous, pseudoarrhenotokous, and ancestrally diplodiploid members to test this hypothesis. Neighbor-joining, maximum-parsimony, and maximum-likelihood methods all indicate that the arrhenotokous members of this group form a clade that arose from a pseudoarrhenotokous ancestor, rather than directly from a diplodiploid one. This provides unequivocal support for the hypothesis of Schrader and Hughes-Schrader. The wider implications of this result for the evolution of uniparental genetic systems are discussed.",Acari | Arrhenotoky | Genetic systems | Haplodiploidy | Molecular systematics | Phylogenetics | Pseudoarrhenotoky,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033451542,SCOPUS_ID:0033451542,2-s2.0-0033451542,Mutational contributions to genetic variance-covariance matrices: An experimental approach using induced mutations in Arabidopsis thaliana,Camara M.D.,Evolution,00143820,53,6,1692-1703,1999-01-01,December 1999,54,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,14,10.1111/j.1558-5646.1999.tb04554.x,"Genetic potential for evolutionary change and covariational constraints are typically summarized as the genetic variance-covariance matrix G, and there is currently debate over the extent to which G remains effectively constant during the course of adaptive evolution. However, G provides only a temporally restricted view of constraints that ignores possible biases in how new mutations affect multivariate phenotypes. We used chemical mutagenesis to study the effect of mutations as summarized by the mutational covariance matrix, M, in Arabidopsis thaliana. By introducing mutations into three isogenic strains of A. thaliana, we were able to quantify M directly as the genetic variance-covariance matrix of mutagenized lines. Induced mutations generally did not alter the means of the six morphology and life-history traits we measured, but they did affect the levels of available genetic variation and the covariances among traits. However, these effects were not consistent among the three isogenic lines; that is, there were significant differences among the lines in both the number of mutations produced by ethyl-methane-sulfonate treatment and the M matrices they induced. The evolutionary implications of the dependence of M on the number of mutations, the particular genetic background, and the mutagenic sampling of loci in the genome are discussed in light of commonly applied models of multivariate evolution and the potential for the genetic architecture itself to change in ways that facilitate the coordinated evolution of complex phenotypes.",Arabidopsis | Canalization | Genetic constraints | Genetic covariance | Mutation | Pleiotropy,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033451462,SCOPUS_ID:0033451462,2-s2.0-0033451462,Sexual size dimorphism and reproductive investment by female spiders: A comparative analysis,Prenter J.,Evolution,00143820,53,6,1987-1994,1999-01-01,December 1999,100,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,15,10.1111/j.1558-5646.1999.tb04580.x,"We investigate the association between female reproductive investment, absolute size, and sexual size dimorphism in spiders to test the predictions of the fecundity-advantage hypothesis. The relationships between absolute size and sexual size dimorphism and aspects of female reproductive output are examined in comparative analyses using phylogenetically independent contrasts. We provide support for the idea that allometry for sexual dimorphism is the result of variation in female size more so than male size. Regression analyses suggest selection for increased fecundity in females. We argue that fecundity selection provides the only general explanation for the evolution of sexual size dimorphism in spiders.",Allometry | Araneae | Body size | Clutch size | Comparative analysis | Female reproductive output | Life history | Phylogeny | Sexual dimorphism | Spiders,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033451185,SCOPUS_ID:0033451185,2-s2.0-0033451185,Heterosis and outbreeding depression in interpopulation crosses spanning a wide range of divergence,Edmands S.,Evolution,00143820,53,6,1757-1768,1999-01-01,December 1999,315,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,16,10.1111/j.1558-5646.1999.tb04560.x,"The intertidal copepod Tigriopus californicus was used as a model organism to look at effects of crossing distance on fitness and to investigate the genetic mechanisms responsible. Crosses were conducted between 12 pairs of populations spanning a broad range of both geographic distance (5 m to 2007 km) and genetic distance (0.2% to 22.3% sequence divergence for a 606-bp segment of the mitochondrial COI gene). For each pair of populations, three fitness components (hatching number, survivorship number, and metamorphosis number) were measured in up to 16 cohorts including parentals, reciprocal F1, F2, F3, and first-generation backcross hybrids. Comparisons of each set of cohorts allowed estimation of within- and between-locus gene interaction. Relative to parentals, F1 hybrids showed a trend toward increased fitness, with no correspondence with population divergence, and a decrease in variance, which in some cases correlated with population divergence. In sharp contrast, F2 hybrids had a decrease in fitness and an increase in variance that both corresponded to population divergence. Genetic interpretation of these patterns suggests that both the beneficial effects of dominance and the detrimental effects of breaking up coadaptation are magnified by increasing evolutionary distance between populations. Because there is no recombination in T. californicus females, effects of recombination can be assessed by comparing F1 hybrid males and females backcrossed to parentals. Both recombinant and nonrecombinant backcross hybrids showed a decline in fitness correlated with population divergence, indicating that segregation among chromosomes contributes to the breakup of coadaptation. Although there was no difference in mean fitness between the two backcross types, recombinational backcrosses showed greater variance for fitness than nonrecombinational backcrosses, suggesting that the breakup of parental gene combinations within chromosomes has both beneficial and detrimental effects.",Copepod | Fitness | Quantitative genetics | Speciation | Tigriopus californicus,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033450842,SCOPUS_ID:0033450842,2-s2.0-0033450842,"Coastal refugia and postglacial recolonization routes: A reply to Demboski, Stone, and Cook",Byun A.S.,Evolution,00143820,53,6,2013-2015,1999-01-01,1999,31,Journal,no,Note,100,3,3,22104,undefined,1,TRUE,17,10.1111/j.1558-5646.1999.tb04585.x,NA,Cytochrome b | Glacial refugia | Queen Charlotte Islands | Ursus americanus,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033450840,SCOPUS_ID:0033450840,2-s2.0-0033450840,The historical pattern of gene flow among migratory and nonmigratory populations of prairie warblers (Aves: Parulinae),Buerkle C.A.,Evolution,00143820,53,6,1915-1924,1999-01-01,December 1999,34,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,18,10.1111/j.1558-5646.1999.tb04572.x,"Within a group of interbreeding organisms, the balance of gene flow among populations and microevolutionary forces acting within populations is expected to result in clinal transitions in the phenotypes possessed by members of differentiated populations. Discontinuous variation between geographically adjacent populations suggests the presence of a significant barrier to gene flow. Here I present genetic evidence for restricted gene flow between migratory and nonmigratory populations of prairie warblers. The nonmigratory form of this species is restricted to coastal mangroves in Florida and is morphologically distinguishable from the typical, migratory form that occurs across the remainder of the eastern United States. Pairs of migratory populations exhibited little population subdivision (Φ(ST) ≤ 0.09), whereas pairs of migratory and nonmigratory populations are much more differentiated (Φ(ST) = 0.27 0.42). A phylogenetic analysis of mitochondrial DNA haplotypes did not offer evidence of long-term isolation of migratory and nonmigratory populations. Together with the population genetic analysis, the phylogenetic relationship of haplotypes suggests that isolation between these forms must have arisen relatively recently in their history. Evidence for significant population structure is unexpected, given the geographic proximity of migratory and nonmigratory populations, the capacity for long-distance movements (e.g., migration) by prairie warblers, and several previous studies of population structure in North American birds. However, the findings are consistent with the geographic distribution of morphological and behavioral variation and demonstrate that significant boundaries between populations of vagile organisms may be relatively cryptic.",AMOVA | Dendroica | Geographic variation | mtDNA | Phylogeography | Population differentiation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033450839,SCOPUS_ID:0033450839,2-s2.0-0033450839,Species flock in the North American Great Lakes: Molecular ecology of Lake Nipigon ciscoes (Teleostei: Coregonidae: Coregonus),Turgeon J.,Evolution,00143820,53,6,1857-1871,1999-01-01,December 1999,129,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,19,10.1111/j.1558-5646.1999.tb04568.x,"Studies on north temperate fish species indicate that new habitat availability following the last ice sheet retreat has promoted ecological speciation in postglacial lakes. Extensive ecophenotypic polymorphisms observed among the North American Great Lakes ciscoes suggest that this fish group has radiated through trophic adaptation and reproductive isolation. This study aims at relating the ecomorphological and genetic polymorphisms expressed by the Lake Nipigon ciscoes to evaluate the likelihood of an intralacustrine divergence driven by the exploitation of alternative resources. Morphological variation and trophic and spatial niches are characterized and contrasted among 203 individuals. Genetic variation at six microsatellite loci is also analyzed to appraise the extent of genetic differentiation among these morphotypes. Ecomorphological data confirm the existence of four distinct morphotypes displaying various levels of trophic and depth niche overlap and specialization. However, ecological and morphological variations were not coupled as expected, suggesting that trophic morphology is not always predictive of ecology. Although extensive genetic variability was observed, little genetic differentiation was found among morphotypes, with only one morph being slightly but significantly differentiated. Contrasting patterns of morphological, ecological, and genetic polymorphisms did not support the hypothesis of ecological speciation: the most ecologically different forms were morphologically most similar, while the only genetically differentiated morph was the least ecologically specialized. The low levels of genetic differentiation and the congruence between 0 and φ estimates altogether suggest a recent (most likely postglacial) process of divergence and/or high gene flow among morphs A, C, and D, whereas higher φ estimates for comparison involving morph B suggest that this morph may be derived from another colonizing lineage exchanging little genes with the other morphs. Patterns of ecophenotypic and genetic diversity are also compatible with a more complex evolutionary history involving hybridization and introgression.",Coregonus | Genetic differentiation | Microsatellites | Morphology | Species flock | Trophic ecology,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033428028,SCOPUS_ID:0033428028,2-s2.0-0033428028,Cytochrome c oxidase activity in interpopulation hybrids of a marine copepod: A test for nuclear-nuclear or nuclear-cytoplasmic coadaptation,Edmands S.,Evolution,00143820,53,6,1972-1978,1999-01-01,December 1999,101,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,20,10.1111/j.1558-5646.1999.tb04578.x,"The respiratory enzyme cytochrome c oxidase (COX) is composed of subunits encoded by both nuclear and mitochondrial genes; thus, COX activity reflects, to some extent, the coordinated function of the two genomes. Because extensive mtDNA differentiation exists between populations of the copepod Tigriopus californicus, we hypothesized that laboratory hybridizations that disrupt natural combinations of nuclear and mitochondrial genes might negatively impact COX activity. Although experimental results varied greatly among different crosses, replicate sets of crosses between two particular populations showed consistent evidence for nuclear-cytoplasmic coadaptation.",Coadaptation | Copepod | Cytochrome c oxidase | Enzyme activity | Introgression | Nuclear-cytoplasmic interactions | Tigriopus californicus,all,All Open Access,NA,NA
