@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33746777324,SCOPUS_ID:33746777324,2-s2.0-33746777324,The effects of plant diversity and insect herbivory on performance of individual plant species in experimental grassland,Scherber C.,Journal of Ecology,00220477,13652745,94,5,922-931,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01144.x,"There is increasing evidence that components of biodiversity affect processes at the ecosystem level; yet, the effects of biodiversity on the performance of individual organisms or particular trophic interactions are largely unexplored. 2 We transplanted 10 individuals of Rumex acetosa into 82 experimental grassland plots differing in plant species and functional group richness. Half of the plants received an insecticide treatment to manipulate insect herbivory. 3 We measured the amount of herbivory, plant size, survival and reproductive parameters in 2003 and 2004. 4 Insect herbivores removed on average 4.3% (2003) and 5.1% (2004) of leaf area in unsprayed plants. Spraying significantly reduced damage levels on average by approximately 50%. Herbivory significantly decreased plant weight, leaf size and number, and inflorescence length and size. 5 Plant height and inflorescence size of R. acetosa significantly decreased with an increase in species diversity. Mortality was slightly higher in the species-poor mixtures. Plant functional group diversity had little effect on plant performance. The presence of legumes generally increased, while the presence of grasses generally decreased, morphological parameters and fitness in R. acetosa. 6 Overall, the presence of particular plant functional groups was more important than functional group or species richness per se, and insect herbivores had additive effects of the same magnitude as the presence of particular plant functional groups. 7 Insect herbivory and plant functional identity, rather than species richness, determine the performance of individual plant species in temperate grasslands. © 2006 The Authors.",42,Journal,ar,Article,100,5,5,Biodiversity | Ecosystem functioning | Mixed effects models | Multitrophic interactions,29602,undefined,0,FALSE,NA,NA,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746775486,SCOPUS_ID:33746775486,2-s2.0-33746775486,"Effects of habitat deterioration on population dynamics and extinction risk of an endangered, long-lived perennial herb (Scorzonera humilis)",Colling G.,Journal of Ecology,00220477,13652745,94,5,959-972,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01147.x,"1 Habitat deterioration has resulted in the extinction of many local populations of plants. However, in long-lived plants there may be a time lag between habitat deterioration and a decline in population size, although some vital rates may be immediately affected. 2 We studied the dynamics and viability of populations of the endangered, long-lived perennial Scorzonera humilis to different levels of agricultural intensification in five populations over a period of 4 years at the genet level and for 3 years at the rosette (ramet) level. 3 Asymptotic growth rates varied little between years and the observed stage structure was very similar to the stable stage structure. Mortality of adult genets of S. humilis was low and their life expectancy was several decades. By contrast, turnover of ramets was high and their life expectancy was less than 4 years. 4 Calculations based on mean transition matrices indicated that populations at nutrient-poor sites would grow (λ > 1), whereas those at nutrient-rich sites would continuously decline (λ > 1) if conditions stayed the same. Life-table response experiment analysis revealed that the lower growth rate of nutrient-rich populations was primarily due to a lower survival of large plants, but also due to lower establishment and growth of new plants. 5 Stochastic simulations indicated that the extinction risk for medium-sized populations at nutrient-poor sites is very low, whereas the long-term survival even of large extant populations at nutrient-rich sites is unlikely unless favourable conditions for the establishment of young plants are restored. 6 Fertilization did not influence survival, but an additional cutting early in the season significantly reduced survival of S. humilis. Stochastic simulations indicated that a combination of fertilizing and early cutting drives populations quickly to extinction and that the long-term survival of late-cut, NPK-fertilized populations is also unlikely. 7 The results suggest that in long-lived plants, population size may not be a suitable predictor of long-term viability of populations because of time delays in their response to habitat deterioration. A detailed demographic analysis may therefore be necessary to assess realistically the conservation status of long-lived perennials. © 2006 The Authors.",61,Journal,ar,Article,100,2,2,Experimental demography | Longevity | LTRE analysis | Matrix population models | Nutrient enrichment | Population growth rate | Population viability analysis | Ramet demography | Spatial variation,29602,undefined,0,FALSE,NA,NA,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746774404,SCOPUS_ID:33746774404,2-s2.0-33746774404,"How general are positive relationships between plant population size, fitness and genetic variation?",Leimu R.,Journal of Ecology,00220477,13652745,94,5,942-952,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01150.x,"Relationships between plant population size, fitness and within-population genetic diversity are fundamental for plant ecology, evolution and conservation. We conducted meta-analyses of studies published between 1987 and 2005 to test whether these relationships are generally positive, whether they are sensitive to methodological differences among studies, whether they differ between species of different life span, mating system or rarity and whether they depend on the size ranges of the studied populations. 2 Mean correlations between population size, fitness and genetic variation were all significantly positive. The positive correlation between population size and female fitness tended to be stronger in field studies than in common garden studies, and the positive correlation between genetic variation and fitness was significantly stronger in DNA than in isoenzyme studies. 3 The strength and direction of correlations between population size, fitness and genetic variation were independent of plant life span and the size range of the studied populations. The mean correlations tended to be stronger for the rare species than for common species. 4 Expected heterozygosity, the number of alleles and the number or proportion of polymorphic loci significantly increased with population size, but the level of inbreeding FIS was independent of population size. The positive relationship between population size and the number of alleles and the number or proportion of polymorphic loci was stronger in self-incompatible than in self-compatible species. Furthermore, fitness and genetic variation were positively correlated in self-incompatible species, but independent of each other in self-compatible species. 5 The close relationships between population size, genetic variation and fitness suggest that population size should always be taken into account in multipopulation studies of plant fitness or genetic variation. 6 The observed generality of the positive relationships between population size, plant fitness and genetic diversity implies that the negative effects of habitat fragmentation on plant fitness and genetic variation are common. Moreover, the stronger positive associations observed in self-incompatible species and to some degree in rare species, suggest that these species are most prone to the negative effects of habitat fragmentation. © 2006 The Authors.",659,Journal,re,Review,100,4,4,Genetic diversity | Habitat fragmentation | Meta-analysis | Plant fitness | Population size,29602,undefined,1,TRUE,all,All Open Access,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746770551,SCOPUS_ID:33746770551,2-s2.0-33746770551,Plant size and resprouting ability: Trading tolerance and avoidance of damage?,Vesk P.,Journal of Ecology,00220477,13652745,94,5,1027-1034,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01154.x,"1 Resprouting has been much studied in mature plants and seedlings, but with little attention to how resprouting ability may change with ontogeny in cross-species datasets. Because damage exposure and avoidance through large size may differ between growth forms, size-stage, growth form and disturbance type may interact. 2 A Bayesian mixed-effects model was used to analyse a wide-ranging literature dataset of resprouting responses following clipping or burning. There were distinct ontogenetic patterns of resprouting ability between growth forms. In ground-dwelling plants, seedling resprouting ability was high and was maintained as plants grew. In trees, survivorship increased with size-stage. However, for disturbances resulting in stem-kill, resprouting ability of trees declined with increasing size. 3 The finding of distinct ontogenetic patterns of sprouting ability between growth forms demonstrates how species trade-off damage avoidance with resprouting ability to achieve persistence, and provides an example of the life-history trade-off of avoidance and tolerance of damage. 4 Large random effects associated with between-species variation indicated that although such ontogenetic patterns can be detected, each growth form contains species employing diverse strategies. Bayesian modelling enables flexible and powerful analyses of literature datasets, to reveal diverse strategies often obscured by classical analyses exploring only main effects. © 2006 The Author.",96,Journal,ar,Article,100,1,1,Bayesian statistics | Damage avoidance | Damage tolerance | Disturbance response | Ecological strategies | Growth form | Plant functional types | Research synthesis | Sprouting | Vegetation dynamics,29602,undefined,1,TRUE,all,All Open Access,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746759616,SCOPUS_ID:33746759616,2-s2.0-33746759616,Arbuscular mycorrhizal fungi and water table affect wetland plant community composition,Wolfe B.E.,Journal of Ecology,00220477,13652745,94,5,905-914,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01160.x,"Most studies of the community-level effects of arbuscular mycorrhizal fungi (AMF) have been conducted in upland grassland plant communities where a majority of the plant species are colonized by AMF. Here, we examine the effects of AMF on plant community composition in experimental wetland plant communities, where the dominant plant species are non-mycorrhizal and subordinate plant species are colonized by AMF. We also assess how an important abiotic soil variable, depth to water table (soil saturation), might mediate the community-level effects of AMF. 2 In the low water table (un-saturated) treatment, above-ground plant biomass increased in the presence of AMF relative to the controls, while in the high water table treatment, biomass decreased with the presence of AMF. Contrary to predictions, plant diversity was unaffected by the presence of AMF in the low water table treatment, but significantly decreased in the presence of AMF in the high water table treatment. Changes in biomass and composition were driven by the interactions between the dominant non-mycorrhizal species Carex hystercina, and the remaining mycorrhizal plant species. 3 Our results indicate that AMF have the potential to influence plant community composition in calcareous fens and that these effects can be mediated by soil saturation. 4 This study has implications for understanding how established principles of above-ground/below-ground interactions from upland communities translate to wetland plant communities and for understanding how AMF function can be mediated by abiotic soil properties. Contrary to previous thought, AMF may be important drivers of plant community composition in wetland plant communities. © 2006 The Authors.",48,Journal,ar,Article,100,3,3,Abiotic | Above-ground/below-ground interactions | Arbuscular mycorrhizal fungi | Calcareous fen | Diversity | Mesocosm | Mutualism | Plant community | Spatial heterogeneity | Wetland,29602,undefined,1,TRUE,all,All Open Access,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746757806,SCOPUS_ID:33746757806,2-s2.0-33746757806,Biological Flora of the British Isles: Sarcocornia perennis (Miller) A.J. Scott,Davy A.,Journal of Ecology,00220477,13652745,94,5,1035-1048,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01156.x,"This account reviews information on all aspects of the biology of Sarcocornia perennis that are relevant to understanding its ecological characteristics and behaviour. The main topics are presented within the standard framework of the Biological Flora of the British Isles: distribution, habitat, communities, responses to biotic factors, responses to environment, structure and physiology, phenology, floral and seed characters, herbivores and disease, history, and conservation. 2 Sarcocornia perennis (Miller) A.J. Scott (Salicornia perennis Miller; Salicornia radicans Sm.; Arthrocnemum [Arthrocnemon] perenne (Miller) Moss) of the European and African coasts is now considered also to include Salicornia virginica L., S. ambigua Michx. and S. gaudichaudiana Moq. of the Americas. Sarcocornia perennis is a spreading, jointed-stemmed, halophyte that differs from the closely related Salicornia in being a shrubby perennial and in aspects of inflorescence structure. In Britain, it is found mainly on the coasts of south-east England, on gravelly or sandy foreshores, and well-drained sediments of tidal salt marshes. 3 Sarcocornia perennis occurs relatively low in the tidal frame but only in well-drained situations, as seedling establishment and long-term survival are intolerant of highly reducing surface sediments. It has a role in the early stages of salt-marsh succession, sometimes as the primary colonist on sandy substrates. In southern Europe, its invasion may be facilitated by the raised clonal tussocks of Spartina maritima, a primary colonist; subsequently, S. perennis dominates the tussocks and supports their rapid radial and upward growth by trapping silt. Pollen flow from the high marsh species Sarcocornia fruticosa may allow invasion by hybrids between the two species. 4 Hybridization between the diploid S. perennis and octaploid S. fruticosa in south-west Spain has been confirmed by analysis of random amplified DNA (RAPDs). This has also clarified the relationship between the two subspecies present there (the widely distributed ssp. perennis and the more upright, rigid Iberian endemic ssp. alpini (Lag.) Castroviejo). 5 Sarcocornia perennis maintains low water potentials and a positive carbon balance under highly saline conditions. Salinity treatment had no effect on the efficiency of Photosystem II (Fv/Fm). Total germination was also unaffected by salinity up to 2%, although above this it was progressively inhibited; the reduction in germination at seawater concentrations was mainly osmotically enforced dormancy, which would promote dispersal by tides and currents. © 2006 The Authors.",61,Journal,re,Review,100,8,8,Climatic limitation | Conservation | Ecophysiology | Geographical and altitudinal distribution | Germination | Halophyte | Herbivory | Parasites and diseases | Salt-marsh succession | Teproductive biology,29602,BIGF010001,1,TRUE,all,All Open Access,27,NERC,Natural Environment Research Council
true,https://api.elsevier.com/content/abstract/scopus_id/33746736378,SCOPUS_ID:33746736378,2-s2.0-33746736378,Less diverse forest is more resistant to hurricane disturbance: Evidence from montane rain forests in Jamaica,Tanner E.V.J.,Journal of Ecology,00220477,13652745,94,5,1003-1010,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01149.x,"1 Are more diverse ecosystems more or less resistant to disturbance? Does diversity increase in a forest after being hit by a hurricane? We answer these questions using a 30-year study of four Jamaican forests, which differ in soil fertility and diversity, and which were hit by Hurricane Gilbert in 1988; the decades were: pre-Gilbert (1974-84), Gilbert (1984-94), and post-Gilbert (1994-2004). 2 Diversity (Shannon index) was always higher in the three forests (Col H′ 3.00, Mull H′ 2.91 and Slope H′ 2.99) on more fertile soils (C : N ratios 10-13, N : P 16-24), and significantly lower in the Mor forest (H′ 2.26) with the least fertile soil (C : N ratio 24, N : P ratio 44). Diversity increased during the Gilbert decade in two of the more diverse forests (Mull and Slope), it did not increase in the least diverse, Mor forest. The overall increase in diversity during the Gilbert decade was due to the recruitment of eight, mostly light-demanding, species and the increased abundance of uncommon species. 3 We used turnover rates (the average of mortality and recruitment of stems) as a measure of resistance. We equate low turnover with high resistance to hurricane damage. Turnover increased during the Gilbert decade in all forests, but increased more in the three more diverse forests (Mull 1.5% year-1 1974-84 to 3.1% year-1 1984-94; Slope 1.3-2.6; Col 1.5-3.2); than in the least diverse Mor forest (1.2-1.9). 4 Stem diameter growth rates pre-Gilbert were very low in all forests and were lowest in the Mor forest (Mor 0.3 mm year-1, Mull 0.4, Slope 0.5, Col 0.6). They increased during the Gilbert decade and remained, in the post-Gilbert decade, double those of the pre-Gilbert decade (Mor 0.6 mm year-1, Mull 0.6, Slope 0.8, Col 1.1). Smaller stems increased growth more than larger stems. The stems recruited during the Gilbert and post-Gilbert decades grew faster than those present in 1974. 5 Thus, in montane forest in Jamaica the least diverse forest was most resistant to hurricane damage, and although there was a strong similarity in species rank abundances over 30 years including a hurricane, the hurricane increased diversity. © 2006 The Authors.",54,Journal,ar,Article,100,2,2,Diversity | Hurricanes | Mortality | Recruitment | Resistance,29602,undefined,1,TRUE,all,All Open Access,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746734394,SCOPUS_ID:33746734394,2-s2.0-33746734394,Ontogenetic shift from facilitation to competition in a desert shrub,Miriti M.,Journal of Ecology,00220477,13652745,94,5,973-979,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01138.x,"1 Spatiotemporal responses to habitat conditions are important components of plant population and community dynamics. Plant stage or size is a common predictor of plant performance for a range of ecological conditions, including responses to neighbours. Plant response to local conditions varies from seedling establishment through to senescence, with strong implications for population regulation. 2 I investigated size-dependent responses to near adult neighbours among a uniquely quantitative sample of mapped juvenile and adult bur-sage (Ambrosia dumosa), a common shrub in the Colorado Desert of California. 3 Analyses of juvenile establishment and survival for two 5-year census periods from 1984 to 1989 and 1989 to 1994 determined that germination and survival was greater for juveniles located under adults compared with away from adults. However, analyses of neighbour effects on growth of plants from the 1984 cohort showed that near adult neighbours improved juvenile growth over the 10-year interval from 1984 to 1994, but reduced adult growth. 4 A size-dependent, ontogenetic shift occurs because neighbouring adult plants significantly improve the demographic performance of juveniles, but diminish that of larger established plants. 5 The ontogenetic niche shift may be a useful framework to describe such differential responses of juvenile and adult plants. The utility of this framework is that responses to spatial and temporal variability in the environment are clearly demonstrated through ontogenetic constraints on plant performance, which provide an alternative mechanism of coexistence within and between species. © 2006 The Author.",250,Journal,ar,Article,100,1,1,Ambrosia dumosa | Demography | Desert plants | Ontogenetic shifts | Population ecology | Spatial ecology,29602,undefined,1,TRUE,all,All Open Access,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746728990,SCOPUS_ID:33746728990,2-s2.0-33746728990,Plant mass-density relationship along a moisture gradient in north-west China,Deng J.M.,Journal of Ecology,00220477,13652745,94,5,953-958,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01141.x,"Metabolic scaling theory predicts that the rate of resource use per unit area is independent of the average mass per individual and that the slope of the log mass-log density relationship should be -4/3. 2 Data were obtained from plant communities along a natural gradient of moisture and latitude in north-west China to test the generality of this theory. 3 The allometric exponents (slopes of the log mass-log density relationship) for above-ground biomass decreased with natural moisture levels and plant cover, deviating from the predictions of the energy equivalence theory. Allometric exponents for below-ground and total biomass were similar among the three sites and were much closer to the predicted value of -4/3. 4 Metabolic scaling theory may be applicable under many growth conditions, but not when restricted to above-ground biomass under drought stress. The rate of supply of the limiting resource per unit area determines which plant parts behave according to theory. © 2006 The Authors.",117,Journal,ar,Article,100,9,9,Above- and below-ground biomass | Allometric exponents | Aridity index | Competition | Energy equivalence | Maximum density,29602,undefined,0,FALSE,NA,NA,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746726612,SCOPUS_ID:33746726612,2-s2.0-33746726612,Spatial variation in resistance and virulence in the host-pathogen system Salix triandra-Melampsora amygdalinae,Niemi L.,Journal of Ecology,00220477,13652745,94,5,915-921,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01157.x,"1 Host-pathogen interactions in isolated populations may result in the adaptation of pathogens to local hosts. However, results of earlier studies of local adaptation in plant-pathogen systems have been contradictory and it has been suggested that specific, species characteristics, for example distribution, dispersal and the degree of pathogen dependence on the host, are important for the outcome of host-pathogen interactions. In addition, the scale of the study may influence whether or not local adaptation is found. 2 We argue that local adaptation of the pathogen to the host can be expected in a system where: (i) the pathogen is host-specific with a short generation time compared with the host; (ii) populations are isolated, allowing localized evolution to occur; and (iii) the study is performed on a geographical scale exceeding the maximum dispersal range of the interacting species. 3 To test these predictions we examined the within- and among-population variation in resistance and virulence of the plant-pathogen system Salix triandra - Melampsora amygdalinae. The pathogen occurs throughout the whole distribution range of the host, and the area of interest consists of highly isolated, small natural populations. 4 Resistance and virulence differed both within and between populations and all clones showed a unique resistance pattern. We conclude that M. amygdalinae is locally adapted to the host S. triandra as all pathogen populations have a higher probability of infecting sympatric than allopatric hosts. Furthermore, high resistance in the host population was accompanied by a high virulence in the pathogen population, suggesting that high resistance levels in a host population may select for more virulent pathogen populations, or vice versa. 5 The nature of host-pathogen interactions differs among systems, and the dynamics of the interaction between triandra and M. amygdalinae is governed by characteristics that have resulted in the evolution of local adaptation. 6 Thus, when studying local adaptation of pathogens to their hosts it is important to consider the biology, as well as the scale of dispersal and spatial distribution of both host and pathogen. © 2006 The Authors.",19,Journal,ar,Article,100,5,5,Allopatric | Coevolution | Evolutionary potential | Local adaptation | Rust fungus | Spatial distribution | Spatial isolation | Sympatric,29602,undefined,1,TRUE,all,All Open Access,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746718254,SCOPUS_ID:33746718254,2-s2.0-33746718254,Prevalence of monodominant vigorous tree populations in the tropics: Herbivory pressure on Tabebuia species in very different habitats,Ribeiro S.,Journal of Ecology,00220477,13652745,94,5,932-941,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01133.x,"1 We have studied the reproductive performance, early establishment and insect herbivory in two Tabebuia species found in contrasting distant habitats. Tabebuia ochracea and T. aurea are sympatric in the cerrado (Brazilian savanna), whereas T. aurea also colonizes floodplains in the wetlands of the 'Pantanal Matogrossense' as large monodominant stands, but is sparsely distributed in the cerrado. 2 We test the hypothesis that T. aurea has a more vigorous genotype in the Pantanal than in the cerrado, which may be due to a lower negative selection caused by insect herbivory, positive selection for better soil conditions and an increased growth in the face of stochastic flooding. In addition, we predict that T. ochracea is better adapted to withstand higher herbivory rates than T. aurea, and is thus more successful in the cerrado. 3 Kruskal-Wallis analysis and Wilcoxon paired-sample tests were used to compare adult tree reproductive traits. A reciprocal transplant experiment, combined with a glasshouse experiment, was used to investigate herbivory on half-sib seed families found in each habitat. 4 Over a 2-year period, T. ochracea had the higher investment in flower and seed production, which compensated for lower germination rates. However, in the Pantanal, T. aurea had the greatest conversion of flowers to fruit. 5 Fewer seeds of T. aurea survived and germinated in the cerrado than in the Pantanal, but seedlings from the Pantanal grew faster than those from the cerrado. The growth rate of T. ochracea was approximately four times lower than that of T. aurea. 6 Herbivory on seedlings was lower in the Pantanal than in the cerrado. Although seedlings of T. aurea from the Pantanal suffered the highest rates of herbivory in the cerrado, they survived equally to seedling genotypes from the cerrado. Tabebuia aurea had a higher mortality in both the cerrado and under controlled environmental conditions. 7 Faster growth rates may evolve when favourable abiotic conditions prevail. Although herbivores may promote habitat specialization by restricting colonization of poor soil environments by fast-growing species, herbivory pressure may select for tree genotypes with conservative growth rates in newly colonized habitats with poor soil conditions and intense herbivory. © 2006 The Authors.",15,Journal,ar,Article,100,2,2,Cerrado | Genetic polymorphism | Habitat selection | Habitat-mediated speciation | Insect herbivory | Monodominance | Neotropical biomes | Pantanal Matogrossense | Soft selection | Tabebuia,29602,undefined,0,FALSE,NA,NA,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746713031,SCOPUS_ID:33746713031,2-s2.0-33746713031,How biased are estimates of extinction probability in revisitation studies?,Kéry M.,Journal of Ecology,00220477,13652745,94,5,980-986,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01151.x,"Extinction is a fundamental topic for population ecology and especially for conservation and metapopulation biology. Most empirical studies on extinction resurvey historically occupied sites and estimate extinction probability as the proportion of sites where a species is no longer detected. Possible non-detection of surviving populations is usually not accounted for, which may result in extinction probabilities that are overestimated. 2 As part of a large revisitation study in north-east Switzerland, 376 sites with historically known occurrences of a total of 11 plant species 80-100 years ago were visited by two independent observers. Based on typical population size, ramet size and plant architecture, we judged six species as easy to find and five species as hard to find. Using capture-recapture methods to separate non-detection from true extinction, we gauged the bias of extinction probability estimates that do not account for non-detection. 3 When non-detection was not accounted for, a single visit resulted in an average estimate of population extinction probability of 0.49 (range 0.27-0.67). However, the mean detection probability of a surviving population during a single visit had an estimated average of only 0.81 (range 0.57-1). Consequently, accounting for non-detection resulted in extinction probability estimates ranging between 0.09 and 0.61 (mean 0.36). Based on a single survey, our revisitation study would have overestimated the extinction rate on average by 11 percentage points (range 5-22%) or by 59% (range 0-250%) relative to the estimated true value. 4 A simple binomial argument enables the calculation of the minimum required number of visits to detect a surviving population with high probability (e.g. 95%). For the easy to find species, approximately two visits would be required to find most of the surviving populations, whereas up to four visits would be required for the hard to find species. 5 In revisitation studies, only repeated revisits allow the separation of extinction from simple non-detection. Unless corrected for possible non-detection, extinction probability may be strongly overestimated, and hence some control for non-detection is desirable at least in a subset of species/sites in revisitation studies. These issues are also relevant to the estimation of extinction in metapopulation studies and to the collection of quality data for habitat and distribution models. © 2006 The Authors.",74,Journal,ar,Article,100,4,4,Biological monitoring | Capture-recapture models | Detectability | Extinction probability | Metapopulation biology | Plant census | Revisitation study,29602,undefined,1,TRUE,all,All Open Access,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746680576,SCOPUS_ID:33746680576,2-s2.0-33746680576,Species resistance and community response to wind disturbance regimes in northern temperate forests,Papaik M.,Journal of Ecology,00220477,13652745,94,5,1011-1026,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01153.x,"1 Severe winds are the predominant cause of natural disturbance in temperate forests of north-eastern and north-central North America. Conceptual models of the effects of wind disturbance have traditionally focused on the impacts of catastrophic disturbances and have painted a simple picture of how disturbance acts to maintain tree species diversity. These models ignore variation among species characteristics that could have important consequences for both resistance to and recovery from disturbance. 2 We integrated an empirically parameterized, mechanistic model of windstorm mortality (WINDSTORM) and a seed-mass-based dispersal and recruitment model into a spatially explicit, individual tree model of forest dynamics (SORTIE) in order to create simulated long-term 'experiments' designed to explore the sensitivity of forest composition and structure to species-specific resistance to and recovery from disturbance. 3 We found that species-specific variation in resistance to wind mortality interacted strongly with: (i) shade tolerance characteristics, (ii) the medium-term history of disturbances, (iii) the long-term average severity of the disturbance regime and (iv) seedbed substrate dynamics to influence tree population dynamics and successional trajectories. 4 We also examined how local and long-distance dispersal affect response to wind disturbance. Ignoring differences among local dispersal characteristics overestimates the importance of dispersal-limited species. Our results show that long-distance immigration maintains species coexistence only if the immigration rate is very high relative to local dispersal. Despite this, stand-scale models that ignore long-distance dispersal can underestimate population dynamics of dispersal-limited species. 5 Our results indicate that landscape-scale heterogeneity in structure and species composition in these forests is facilitated by synergisms between the stochastic nature of wind disturbance and complex interactions between species traits that govern: (i) resistance to disturbance, (ii) local dispersal and seedling establishment and (iii) competitive (i.e. growth/survival) traits that do not adhere to strict tradeoffs. 6 We conclude that wind disturbance has much more complex and variable effects on long-term dynamics of forest structure and composition than suggested by previous models. In particular, non-catastrophic disturbances can generate important variation in forest dynamics that can either lead to dominance by a single or small number of species, or facilitate species coexistence. © 2006 The Authors.",78,Journal,ar,Article,100,2,2,Community dynamics | Competition | Disturbance | Forerst ecology | Local and long-distance seed dispersal | Resistance to disturbance | Seedling establishment | Simulation model | Succession | Wind disturbance,29602,undefined,1,TRUE,all,All Open Access,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746668861,SCOPUS_ID:33746668861,2-s2.0-33746668861,Plant species and functional group effects on abiotic and microbial soil properties and plant-soil feedback responses in two grasslands,Bezemer T.M.,Journal of Ecology,00220477,13652745,94,5,893-904,2006-09-01,September 2006,10.1111/j.1365-2745.2006.01158.x,"Plant species differ in their capacity to influence soil organic matter, soil nutrient availability and the composition of soil microbial communities. Their influences on soil properties result in net positive or negative feedback effects, which influence plant performance and plant community composition. 2 For two grassland systems, one on a sandy soil in the Netherlands and one on a chalk soil in the United Kingdom, we investigated how individual plant species grown in monocultures changed abiotic and biotic soil conditions. Then, we determined feedback effects of these soils to plants of the same or different species. Feedback effects were analysed at the level of plant species and plant taxonomic groups (grasses vs. forbs). 3 In the sandy soils, plant species differed in their effects on soil chemical properties, in particular potassium levels, but PLFA (phospholipid fatty acid) signatures of the soil microbial community did not differ between plant species. The effects of soil chemical properties were even greater when grasses and forbs were compared, especially because potassium levels were lower in grass monocultures. 4 In the chalk soil, there were no effects of plant species on soil chemical properties, but PLFA profiles differed significantly between soils from different monocultures. PLFA profiles differed between species, rather than between grasses and forbs. 5 In the feedback experiment, all plant species in sandy soils grew less vigorously in soils conditioned by grasses than in soils conditioned by forbs. These effects correlated significantly with soil chemical properties. None of the seven plant species showed significant differences between performance in soil conditioned by the same vs. other plant species. 6 In the chalk soil, Sanguisorba minor and in particular Briza media performed best in soil collected from conspecifics, while Bromus erectus performed best in soil from heterospecifics. There was no distinctive pattern between soils collected from forb and grass monocultures, and plant performance could not be related to soil chemical properties or PLFA signatures. 7 Our study shows that mechanisms of plant-soil feedback can depend on plant species, plant taxonomic (or functional) groups and site-specific differences in abiotic and biotic soil properties. Understanding how plant species can influence their rhizosphere, and how other plant species respond to these changes, will greatly enhance our understanding of the functioning and stability of ecosystems. © 2006 The Authors.",273,Journal,ar,Article,100,8,8,Chalk grassland | Ecosystem functioning | Mechanisms of plant-soil feedback | PLFA | Soil biodiversity | Soil chemistry | Stability | Succession | Variance partitioning,29602,undefined,1,TRUE,all,All Open Access,35,NA,NA
