@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0030944461,SCOPUS_ID:0030944461,2-s2.0-0030944461,'Patterns of speciation in Drosophila' revisited,Coyne J.A.,Evolution,00143820,51,1,295-303,1997-01-01,February 1997,NA,650,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,55,10.1111/j.1558-5646.1997.tb02412.x,Drosophila | hybrid sterility | reproductive isolation | sexual isolation | speciation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030934329,SCOPUS_ID:0030934329,2-s2.0-0030934329,A cladistic analysis of pheromone evolution in IPS bark beetles (Coleoptera: Scolytidae),Cognato A.I.,Evolution,00143820,51,1,313-318,1997-01-01,February 1997,NA,15,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,56,10.1111/j.1558-5646.1997.tb02415.x,Cladistic analysis | historical constraints | homoplasy | pheromone | Scolytidae,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030934327,SCOPUS_ID:0030934327,2-s2.0-0030934327,A comparison of two models for estimating phylogenetic effect on trait variation,Christman M.C.,Evolution,00143820,51,1,262-266,1997-01-01,February 1997,NA,16,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,57,10.1111/j.1558-5646.1997.tb02407.x,Comparative methods | evolutionary biology | Gammarus minus | mixed model | phylogeny | spatial autocorrelation model,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030921274,SCOPUS_ID:0030921274,2-s2.0-0030921274,The effect of inbreeding on population-level genetic correlations in the red flour beetle Tribolium castaneum,Pray L.A.,Evolution,00143820,51,2,614-619,1997-01-01,1997,NA,5,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,58,10.1111/j.1558-5646.1997.tb02449.x,Genetic correlation | group selection | inbreeding | inbreeding depression | population correlation | Tribolium,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030919808,SCOPUS_ID:0030919808,2-s2.0-0030919808,Extrapair paternity and the effective size of socially monogamous populations,Waite T.A.,Evolution,00143820,51,2,620-621,1997-01-01,1997,NA,15,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,59,10.1111/j.1558-5646.1997.tb02450.x,Effective population size | extrapair fertilizations | monogamy | paternity | sexual selection,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030910081,SCOPUS_ID:0030910081,2-s2.0-0030910081,Testing for homogeneity of gametic disequilibrium among populations,Zapata C.,Evolution,00143820,51,2,606-607,1997-01-01,1997,NA,9,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,60,10.1111/j.1558-5646.1997.tb02447.x,Allozyme and DNA polymorphisms | disequilibrium homogeneity | gametic disequilibrium | measures of disequilibrium,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030901392,SCOPUS_ID:0030901392,2-s2.0-0030901392,Mating behavior in Drosophila melanogaster selected for altered longevity,Pletcher S.D.,Evolution,00143820,51,1,303-307,1997-01-01,February 1997,NA,12,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,61,10.1111/j.1558-5646.1997.tb02413.x,Drosophila | life histories | longevity selection | reproductive behavior | senescence | trade-offs,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030899725,SCOPUS_ID:0030899725,2-s2.0-0030899725,Natural variation in the expression of the heat-shock protein hsp70 in a population of Drosophila melanogaster and its correlation with tolerance of ecologically relevant thermal stress,Krebs R.A.,Evolution,00143820,51,1,173-179,1997-01-01,February 1997,"Although Hsp70, the principal inducible heat shock protein of Drosophila melanogaster, has received intense scrutiny in laboratory strains, its variation within natural populations and the consequences of such variation for thermotolerance are unknown. We have characterized variation in first-instar larvae of 20 isofemale lines isolated from a single natural population of D. melanogaster, in which larvae are prone to thermal stress in nature. Hsp70 expression varied more than twofold among lines after induction by exposure to 36°C for one hour, with an estimated proportion of the variation due to genetic differences of 0.24 ± 0.08. Thermotolerance with and without a Hsp70-inducing pretreatment, survival at 25°C, and developmental time also varied significantly. As expected, expression of Hsp70 correlated positively with larval thermotolerance. By contrast, lines in which larval survival was high in the absence of heat stress showed lower than average Hsp70 expression and lower than average inducible thermotolerance. This conditional performance suggests an evolutionary trade-off between thermotolerance and the ability to produce higher concentrations of Hsp70, and survival in a benign environment.",164,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,62,10.1111/j.1558-5646.1997.tb02398.x,Developmental time | heat-shock proteins | laboratory adaptation | stress | trade-offs,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030894637,SCOPUS_ID:0030894637,2-s2.0-0030894637,Limited seed dispersal and genetic structure in life stages of Cecropia obtusifolia,Epperson B.K.,Evolution,00143820,51,1,275-282,1997-01-01,February 1997,NA,120,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,63,10.1111/j.1558-5646.1997.tb02409.x,Cecropia obtusifolia | join-count statistics | population genetic structure | seed dispersal | spatial autocorrelation | tropical rain forest,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030893758,SCOPUS_ID:0030893758,2-s2.0-0030893758,Self-fertilization without genomic or population structuring in a parasitic tapeworm,Lymbery A.J.,Evolution,00143820,51,1,289-294,1997-01-01,February 1997,NA,32,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,64,10.1111/j.1558-5646.1997.tb02411.x,Echinococcus | gene flow | genetic structure | helminths | linkage disequilibrium | parasites | self-fertilization,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030881232,SCOPUS_ID:0030881232,2-s2.0-0030881232,Evolutionary history of the mating system in Amsinckia (Boraginaceae),Schoen D.J.,Evolution,00143820,51,4,1090-1099,1997-01-01,August 1997,"A survey of restriction site variation in the chloroplast genome of the annual plant genus Amsinckia, together with estimation of outcrossing rates, was conducted to analyze the evolutionary history of the mating system. Species, and in some cases populations within species, differ markedly in their mating system. Five taxa are distylous and predominantly outcrossing, or show mixed mating systems, while the remaining taxa are homostylous and predominantly self-fertilizing. Reconstruction of the molecular phylogeny of the group places different distylous and homostylous taxa at four separate branch tips. When distyly is treated as ancestral in the group, or when the loss of distyly is assumed to be more common than its gain, the results of the phylogenetic analysis support the hypothesis that the self-fertilizing taxa are of recent origin from outcrossing relatives. These findings are discussed with respect to theory for the evolution and breakdown of distyly and the probability of extinction of salting lineages.",119,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,65,10.1111/j.1558-5646.1997.tb03956.x,CpDNA | Distyly | Homostyly | Phylogeny | Self-fertilization,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030881231,SCOPUS_ID:0030881231,2-s2.0-0030881231,Local adaptation in two subspecies of an annual plant: Implications for migration and gene flow,Nagy E.S.,Evolution,00143820,51,4,1079-1089,1997-01-01,August 1997,"Plant populations often adapt to local environmental conditions. Here we demonstrate local adaptation in two subspecies of the California native annual Gilia capitata using standard reciprocal transplant techniques in two sites (coastal and inland) over three consecutive years. Subspecies performance in each site was measured in four ways: probability of seedling emergence, early vegetative size (length of longest leaf), probability of flowering, and total number of inflorescences produced per plant. Analysis of three of the four variables demonstrated local adaptation through site-by-subspecies interactions in which natives outperformed immigrants. The disparity between natives and immigrants in their probability of emergence and probability of flowering was greater at the coastal site than at the inland site. Treated in isolation, these two fitness components suggest that migration from the coast to the inland site may be less restricted by selection than migration in the opposite direction. Two measurements of individual size (leaf length and number of inflorescences), suggest (though not strongly) that immigrants may be subject to weaker selection at the coastal site than at the inland site. A standard cohort life table is used to compare replacement rates (R0)) for each subspecies at each site. Comparisons of R0s suggest that immigrants are under a severe demographic disadvantage at the coastal site, but only a small disadvantage at the inland site. The results point out the importance of integrating over several fitness components when documenting the magnitude of local adaptation.",96,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,66,10.1111/j.1558-5646.1997.tb03955.x,Cohort life table | Demography | Density dependent | Frequency dependent | Gene flow | Gilia | Local adaptation | Migration | Reciprocal transplant,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030875907,SCOPUS_ID:0030875907,2-s2.0-0030875907,Population structure of Dipodomys ingens (Heteromyidae): The role of spatial heterogeneity in maintaining genetic diversity,Good S.V.,Evolution,00143820,51,4,1296-1310,1997-01-01,August 1997,"The giant kangaroo rat, Dipodomys ingens (Heteromyidae), is an endangered rodent that inhabits approximately 3% of its estimated historic range. Its current distribution is centered in two geographic areas, situated about 150 km apart, in south-central California. We sequenced a 293 base-pair fragment at the 5' end of the control region in 95 giant kangaroo rats from nine localities to examine the genetic structure of extant populations. We determine that mutations in this section of the control region follow a negative binominal distribution, rather than a Poisson. However, the distance between haplotypes is small enough that the difference between a tree that corrects for the non-Poisson distribution of mutations and one that does not, is minimal. This implies that the use of methods that assume a Poisson distribution of mutations, such as those based on coalescent theory, are justified. We find that the correlation between levels of genetic diversity and estimated census size is poor. This suggests that population sizes have fluctuated over time or that populations have not been isolated from one another, or both. We also examine the hierarchical structure of populations and find that the southern populations are not genetically subdivided but that there is significant subdivision between northern and southern populations and between some northern subpopulations. The phylogeographic relationship between northern and southern populations can primarily be attributed to isolation by distance, although the time since divergence between them appears to be less than the age of either. To examine the phylogeographic relationships in more detail we construct a minimum spanning tree based on Tamura-Nei gamma-corrected distances and superimpose on it the geographic position of haplotypes. This reveals that there is more genetic distance between some northern haplotypes than between any northern and southern haplotypes, despite the geographic distance separating north from south and the larger size of the southern population. It also reveals that one northern population, in the Panoche Valley, contains old allelic lineages and shares ancestral polymorphism with several other populations. It also shows that two, small, geographically remote populations contain a surprising amount of genetic diversity, but that different population/geographic processes have affected the structure of that diversity. We estimate the average migration rate among all populations to be 7.5 per generation, and conclude that a disproportionate number of migration events involve gene flow with one northern population, the Panoche Valley. We find evidence for the hypothesis that there has been an increase in population size in the remaining populations in the north and suggest that the Panoche Valley could play a role in these expansions. Finally we discuss the probability that the genetic structure of the southern populations has been affected by fluctuations in size. These results are briefly compared to other studies on the genetic structure of rodent populations.",22,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,67,10.1111/j.1558-5646.1997.tb03976.x,Effective population size | Gene flow | Hierarchical population structure | Kangaroo rats | MtDNA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030875325,SCOPUS_ID:0030875325,2-s2.0-0030875325,"Mate choice in the sailfin molly, Poecilia latipinna",Ptacek M.B.,Evolution,00143820,51,4,1217-1231,1997-01-01,August 1997,"We examined both female and male mate choice in the sailfin molly, Poecilia latipinna. Female mollies preferred larger males over smaller ones when comparing males from their own populations. Although the expression of this preference depends on a female's receptive state, the level of female preference does not appear to be associated with any other attribute of the female or of the males. When presented with males of the same size from different populations, females preferred native over foreign males in some but not all population combinations. These results cannot be explained by a bias for higher size-specific rates of courtship displays that is shared by all females. Males preferred larger over smaller females; larger males exhibited stronger preferences, and preference for the larger female also increased as the disparity in size between the two object females increased. We found no evidence that males preferred native over foreign females when encountered singly or in size-matched combinations. These results indicate that discrimination among populations arises because females exercise divergent directional preferences for size-specific trait values that are associated with differences among males in these values. This result implies an active role for sexual selection in contributing to the maintenance of the behavioral or morphological distinctions among males observed within and among populations.",147,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,68,10.1111/j.1558-5646.1997.tb03969.x,Female choice | Mate choice | Poecilia latipinna | Sailfin molly | Sexual selection,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030872708,SCOPUS_ID:0030872708,2-s2.0-0030872708,"Erratum: Rates of floral evolution: Adaptation to bumblebee pollination in an alpine wildflower, Polemonium viscosum (Evolution (1996) 50 (120-125))",Galen C.,Evolution,00143820,51,3,1025,1997-01-01,1997,NA,1,Journal,er,Erratum,100,1,1,22104,undefined,0,FALSE,69,10.2307/2411183,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030872707,SCOPUS_ID:0030872707,2-s2.0-0030872707,Genetic evidence for long term persistence of marine invertebrate populations in an ephemeral environment,Burton R.S.,Evolution,00143820,51,3,993-998,1997-01-01,1997,Considers the case of the splash pool copepod Tigriopus californicus which inhabits the high intertidal and supralittoral zone along the coast of North America. It is ecologically restricted to pools occurring on rocky outcrops and the extinction and recolonization of Californicus subpopulations inhabiting individual pools occurs continuously. The results demonstrate that studied populations represent long-term isolated genetic lineages of copepods which retain their geographic identity. Recolonists of pools are shown to be either a subset of the same animals that got washed out of the pool in the first place or to be relatives of those animals which found local refuge in the lower intertidal zone.,76,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,70,10.1111/j.1558-5646.1997.tb03681.x,Allozymes | Copepod | Genetic differentiation | Population persistence | Tigriopus californicus,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030868084,SCOPUS_ID:0030868084,2-s2.0-0030868084,The effect of habitat on parental and hybrid fitness: Transplant experiments with Louisiana irises,Emms S.K.,Evolution,00143820,51,4,1112-1119,1997-01-01,August 1997,"We performed transplant experiments with Louisiana irises to test the assumptions of three models of hybrid zone structure: the bounded hybrid superiority model, the mosaic model, and the tension zone model. Rhizomes of Iris fulva, I. hexagona, and F1 and F2 hybrids were planted at four sites in southeastern Louisiana in 1994. Wild irises grew at all four sites, but differed in genotypic composition among sites. The sites were characterized by (1) pure I. fulva plants; (2) I. fulva-like hybrids; (3) I. hexagons-like hybrids; and (4) pure I. hexagons plants. The sites differed significantly in light availability, soil moisture and chemical composition, and vegetation. Survival of transplants was high in all sites and did not differ significantly among plant classes. Iris hexagona produced significantly more leaf material than I. fulva at the I. hexagons and I. hexagons hybrid sites. The two species did not differ in leaf production at the I. fulva and I. fulva hybrid sites. Leaf production by both classes of hybrid was as great as, or significantly greater than, both parental classes in all sites. Iris hexagona rhizomes gained mass in the I. hexagona and I. hexagona hybrid sites, but lost mass in the I. fulva and I. fulva hybrid sites. Iris fulva rhizomes lost mass in all sites. There were no significant differences in rhizome growth among classes at the I. fulva site. At all other sites, F1 rhizomes grew significantly more than all other classes except for L hexagona at the L hexagons hybrid site. There were no significant differences among classes in the production of new ramets. Overall blooming frequencies were 30% for I. fulva, 10% for F1s, 3% for F2s, and 0.7% for I. hexagona. Blooming frequency did not differ among sites for I. fulva, but significantly more F1s bloomed at the I. hexagona site than at the I. fulva site. These results are inconsistent with all three models of hybrid zone structure. They suggest that once rhizomes become established, hybrids can reproduce by clonal growth as successfully as parents in all habitats, and can outperform them in some habitats. Clonal reproduction may ensure the long-term survival of early generation hybrids and allow the establishment of introgressed populations, despite the fact that F1 hybrids are rarely produced in nature.",131,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,71,10.1111/j.1558-5646.1997.tb03958.x,Bounded hybrid superiority | Habitat preferences | Hybrid fitness | Hybrid zones | Louisiana irises | Mosaic hybrid zones | Tension zones | Transplant experiments,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030867191,SCOPUS_ID:0030867191,2-s2.0-0030867191,Fine-grained spatial and temporal population genetic structure in the marine bivalve Spisula ovalis,David P.,Evolution,00143820,51,4,1318-1322,1997-01-01,August 1997,NA,108,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,72,10.1111/j.1558-5646.1997.tb03979.x,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030867190,SCOPUS_ID:0030867190,2-s2.0-0030867190,Genetic differentiation of fitness-associated traits among rapidly evolving populations of the soapberry bug,Carroll S.P.,Evolution,00143820,51,4,1182-1188,1997-01-01,August 1997,"In this study we used reciprocal rearing experiments to test the hypothesis that there is a genetic basis for the adaptive differences in host-use traits among host-associated soapberry bug populations (described in Carroll and Boyd 1992). These experiments were conducted on two host races from Florida, in which differences in beak length and development were found between natural populations on a native host plant species and those on a recently introduced plant species (colonized mainly post-1950). Performance was generally superior on the host species from which each lab population originated (i.e., on the 'Home' host species): in analysis of variance, there was significant population-by-host interaction for size, development time, and growth rate. These results indicate that the population differences in nature are evolved rather than host induced. Increased performance on the introduced host was accompanied by reduced performance on the native host, a pattern that could theoretically promote further differentiation between the host races.",148,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,73,10.1111/j.1558-5646.1997.tb03966.x,Geographic variation | Host race | Jadera haematoloma | Life history | Natural selection | Sapindaceae | Soapberry bug,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030867189,SCOPUS_ID:0030867189,2-s2.0-0030867189,Modeling the genetic basis of heterosis: Tests of alternative hypotheses,David P.,Evolution,00143820,51,4,1049-1057,1997-01-01,August 1997,"Houle (1994) showed that marker-associated heterosis due to general inbreeding depression could not be distinguished from direct overdominance at the marker locus by examining mean genotypic fitnesses, in the one-locus case. Indeed, both hypotheses equally fit the same regression model, referred to as the 'adaptive distance model' (Smouse 1986). I here extend the analysis to several loci and to the relationship between marker genotype and variance in fitness. Several predictions differ between the overdominance and inbreeding hypotheses: (1) all locus-specific effects are equal under inbreeding, whereas they are not under overdominance; (2) the adaptive distance model has an increasingly low fit when the number of loci increases, under inbreeding, whereas it always explains the whole variance in fitness under overdominance; (3) a negative relationship is predicted between mean fitness and the variance in fitness, under inbreeding, which is not predicted under overdominance. Some statistical tests are derived from these predictions, that help to identify the genetic basis of heterosis. Simulations show that the power of these tests allows their application to real datasets.",37,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,74,10.1111/j.1558-5646.1997.tb03952.x,Adaptive distance | Fitness | Heterozygosity | Inbreeding depression | Marker-associated heterosis | Overdominance,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030866612,SCOPUS_ID:0030866612,2-s2.0-0030866612,Founder effects and peak shifts without genetic drift: Adaptive peak shifts occur easily when environments fluctuate slightly,Whitlock M.C.,Evolution,00143820,51,4,1044-1048,1997-01-01,August 1997,"Two similar evolutionary theories, the shifting balance theory and founder-flush models, invoke random genetic drift to allow evolution on complex adaptive landscapes. These models, in their usual incarnations, deal with fitness as a static entity, and the probability of transition from one form to another is predicted to be quite small by analysis of these models. Fitness itself can change, however, and the amount of change in the parameters of the fitness functions required to allow deterministic evolution to new adaptive peaks is very small. The probability of environmental substantial morphological evolution or reproductive isolation is large relative to the probability that similar changes could occur by processes requiring genetic drift, even with very small population sizes. The rapid evolution or speciation following a population founding event is more closely linked with environmental changes than genetic drift.",53,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,75,10.1111/j.1558-5646.1997.tb03951.x,Environmental change | Founder effect | Founder events | Peak shifts | Shifting balance theory | Variable selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030854269,SCOPUS_ID:0030854269,2-s2.0-0030854269,Evolution of a beneficial allele under partial selfing and inbreeding depression,Muirhead C.A.,Evolution,00143820,51,4,1311-1315,1997-01-01,August 1997,NA,0,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,76,10.1111/j.1558-5646.1997.tb03977.x,Background selection | Effective selfing rate | Gametic disequilibrium,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030853181,SCOPUS_ID:0030853181,2-s2.0-0030853181,Advantages of multiple matings to females: A test of the infertility hypothesis using lizards,Olsson M.,Evolution,00143820,51,5,1684-1688,1997-01-01,October 1997,NA,58,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,77,10.1111/j.1558-5646.1997.tb01491.x,Female fitness | Infertility hypothesis | Lacerta agilis | Multiple matings | Sand lizard,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030850303,SCOPUS_ID:0030850303,2-s2.0-0030850303,An interaction between environmental temperature and genetic variation for body size for the fitness of adult. Female Drosophila melanogaster,McCabe J.,Evolution,00143820,51,4,1164-1174,1997-01-01,August 1997,"Drosophila and other ectotherms show geographic genetic variation in body size, with larger individuals at higher latitudes and altitudes. Temperature is implicated as an important selective agent because long-term laboratory culture of Drosophila leads to the evolution of larger body size at lower temperatures. In this paper, we tested the hypothesis that, in Drosophila melanogaster, larger size is favored at lower temperatures in part because of selection on adult females. We used replicated lines of D. melanogaster artificially selected for increased and decreased wing area with constant cell area. The resulting size differences between the selected lines were due solely to differences in cell number, and thereby were similar to the cellular basis of clinal variation in body size in nature. We examined life-history traits of adult females at 18 and 25°C. Rearing for two generations at the two temperatures did not affect the extent of the size differences between lines from the different selection regimes. There was a strong interaction between temperature and size selection for both survival and lifetime reproductive success, with larger females living significantly longer and producing more offspring over their lifetime only when reared and tested in the colder environment. There was also an increase in average daily progeny production in large-line females relative to the control and small lines again, only in the colder environment. Thus, the females from the large selection lines were relatively fitter at the colder temperature. At both experimental temperatures, especially the lower one, the small- line females rescheduled their progeny production to later ages. Larger body size may have evolved at higher latitudes and altitudes because of the advantages to the adult female of being larger at lower temperatures.",66,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,78,10.2307/2411046,Body size | Drosophila melanogaster | Fertility | Life history | Longevity | Temperature,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030847376,SCOPUS_ID:0030847376,2-s2.0-0030847376,"Natural selection on avian breeding time: Causality, fecundity-dependent, and fecundity-independent selection",Svensson E.,Evolution,00143820,51,4,1276-1283,1997-01-01,August 1997,"Natural selection on breeding time through postfledgling survival was investigated in a population of blue tits, Parus caeruleus, between 1993 and 1996. In particular, selection acting through large brood sizes among early breeders (fecundity-dependent selection) was separated from selection acting through fitness benefits unrelated to the numerical benefits of large brood sizes (fecundity-independent selection). There was evidence that natural selection favored early breeding in 1993 and 1995 (significantly so in 1993), whereas in 1994 there was a tendency for selection to be stabilizing. Analyses of selection gradients further showed that there was direct selection for both early breeding and large brood sizes in 1993. Experimentally delayed pairs produced a lower proportion of surviving young among their fledglings compared to early pairs, indicating that the seasonal fitness trend is a causal one and not caused by differences between early and late breeders in territory or individual quality. There was no evidence for significant heritability for four reproductive traits (clutch sizes, laying dates, hatching dates, and brood size at fledging) although repeatability values ranged from 0.26 to 0.53. The importance of year-specific selective regimes in the evolution of avian breedings times are discussed and a role for population density in this context is proposed.",93,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,79,10.1111/j.1558-5646.1997.tb03974.x,Blue tit | Breeding time | Brood size | Directional selection | Heritability | Parus caeruleus | Phenotypic plasticity | Year-specific selective regimes,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030845464,SCOPUS_ID:0030845464,2-s2.0-0030845464,Genetics of sexual isolation and courtship dysfunction in male hybrids of Drosophila pseudoobscura and Drosophila persimilis,Noor M.A.F.,Evolution,00143820,51,3,809-815,1997-01-01,1997,"Despite the importance of sexual isolation to speciation, few studies have analyzed the genetic basis of interspecific mating discrimination, particularly using hybrid males. In this study, I investigated the genetic basis of sexual isolation using male hybrids of Drosophila pseudoobscura and D. persimilis. Hybrid male mating success was caused by interactions between the X-chromosome and autosomes (or Y-chromosome), and different arms of the X-chromosome contributed to mating success with females of each species. Further, although there was an X-chromosome component to mating success, its magnitude was not disproportionately large when compared with the proportion of the genome contained on this chromosome. Some hybrid males courted with an anomalously low intensity, so I simultaneously mapped the genetic basis of this 'courtship dysfunction.' The courtship dysfunction was caused by an interaction between the left arm of the X-chromosome in D. persimilis with the autosomes or Y-chromosome from D. pseudoobscura. Anomalous courtship behavior in interspecific hybrids can obscure the conclusions of studies of the genetics of sexual isolation, so courtship intensity should be evaluated in all such investigations.",53,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,80,10.1111/j.1558-5646.1997.tb03663.x,Courtship intensity | Drosophila persimilis | Drosophila pseudoobscura | Mating discrimination | Reproductive isolation | Speciation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030845113,SCOPUS_ID:0030845113,2-s2.0-0030845113,"Evolution of gynodioecy and maintenance of females: The role of inbreeding depression, outcrossing rates, and resource allocation in Schiedea adamantis (Caryophyllaceae)",Sakai A.K.,Evolution,00143820,51,3,724-736,1997-01-01,1997,"Levels of inbreeding depression, outcrossing rates, and phenotypic patterns of resource allocation were studied to examine their relative importance in the maintenance of high numbers of females in gynodioecious Schiedea adamantis (Caryophyllaceae), an endemic Hawaiian shrub found in a single population on Diamond Head Crater, Oahu. In studies of inbreeding depression in two greenhouse environments, families of hermaphrodites exhibited significant inbreeding depression (δ = 0.60), based on a multiplicative fitness function using seeds per capsule, germination, survival, and the inflorescence biomass of progeny. Differences between inbred and outcrossed progeny were smallest at the early stage of seeds per capsule and more pronounced at the later stages of survival and inflorescence production. These results are consistent with inbreeding depression caused by many mutations of small effect. Using allozyme analyses, the inbreeding coefficient of adult plants in the field was not significantly different from zero, implying that δ in nature may be equal to one. The single locus estimate of the outcrossing rate for hermaphrodites was 0.50 based on progeny that survived to flowering; corrected for the disproportionate loss before flowering of progeny from selfing, the adjusted outcrossing rate at the zygote stage was 0.32, suggesting that considerable selfing occurs in hermaphrodites. Females were totally outcrossed. When females and hermaphrodites were compared for reproductive output in the field, females produced over twice as many seeds per plant as hermaphrodites, primarily because females had far more capsules per inflorescence than hermaphrodites. Females had greater mass per seed than hermaphrodites in the field, either because of greater provisioning or reduced inbreeding depression. There was no significant differential mortality with respect to sex over a seven year period. The higher number of seeds per plant of females, combined with substantial inbreeding depression and relatively high selfing rates for hermaphrodites, are probably responsible for the maintenance of females in this population. The predicted frequency of females based on data for seed production, the adjusted selfing rate, and inbreeding depression is 42%, remarkably close to the observed frequency of 39%. High levels of inbreeding depression suggest that considerable quantitative genetic variation is present for traits affecting fitness in this population, despite low allozyme variability and a presumed founder effect.",110,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,81,10.1111/j.1558-5646.1997.tb03656.x,Alsinoideae | Caryophyllaceae | Gynodioecy | Hawaii | Hawaiian Islands | Inbreeding | Inbreeding depression | Outcrossing | Resource allocation | Schiedea | Self-fertilization,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030844575,SCOPUS_ID:0030844575,2-s2.0-0030844575,Ecological origin of morphological diversity: A study of alternative trophic phenotypes in larval salamanders,Maret T.J.,Evolution,00143820,51,3,898-905,1997-01-01,1997,"The role of ecological factors in promoting morphological diversity within and among species is an area of debate among evolutionary biologists. Using morphological differences between sympatric species as evidence that competition promotes divergence (e.g., character displacement), has, in particular, drawn harsh criticism because morphological differences may have evolved during allopatry. In contrast to species, alternative phenotypes within a species have a common phylogenetic history, so differences between phenotypes are likely to result from ecological conditions experienced in sympatry. Using cannibal and typical larval phenotypes of the Arizona tiger salamander, Ambystoma tigrinum nebulosum, we tested two predictions of the hypothesis that resource competition promotes morphological divergence: (1) larval phenotypes should reduce competition by using different resources; and (2) the advantage to developing the alternative, cannibal phenotype should be highest when competition among typical larvae is most intense. We used field surveys and a field experiment to test these predictions. The two larval phenotypes used different resources, especially when competition was intense. The advantage to individual larvae of becoming cannibals was highest when competition for resources among typical larvae was high. These results support the hypothesis that resource competition can promote morphological divergence.",40,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,82,10.1111/j.1558-5646.1997.tb03671.x,Alternative trophic phenotypes | Ambystoma tigrinum nebulosum | Cannibalism | Character displacement | Competition | Morphological divergence,NA,NA,NA,NA
