@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0032426017,SCOPUS_ID:0032426017,2-s2.0-0032426017,Cluster roots: Some ecological considerations,Skene K.,Journal of Ecology,00220477,86,6,1060-1064,1998-01-01,1998,10.1046/j.1365-2745.1998.00326.x,NA,99,Journal,re,Review,100,1,1,NA,29602,undefined,0,FALSE,NA,NA,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031952241,SCOPUS_ID:0031952241,2-s2.0-0031952241,Mechanism of smoke-induced seed germination in a post-fire chaparral annual,Keeley J.E.,Journal of Ecology,00220477,86,1,27-36,1998-01-01,1998,10.1046/j.1365-2745.1998.00230.x,"1. Smoke-stimulated germination in the post-fire flora of California chaparral does not appear to be triggered by nitrate. Application of freshly prepared unbuffered KNO3 solutions (pH c. 6.2) failed to enhance germination of five populations of Emmenanthe penduliflora or one Phacella grandiflora, regardless of light or stratification conditions. 2. KNO3 buffered at acidic pH (or unbuffered solutions equilibrated with atmospheric CO2) did induce germination, but KNO3 solutions at pH 7 failed to induce germination. Induction of germination is therefore not due to the nitrate ion per se, but rather to high [H+], although buffered controls gave weak germination at low pH, suggesting a role for H+ plus nitrate. However, other anions such as sulphate were equally as effective as nitrate at breaking dormancy. 3. The germination response to KNO3 was affected by the type of filter paper used and this may be linked to differences in pH. 4. NO2, at concentrations present in biomass smoke, was highly effective at inducing germination, and other oxidizing agents also induced germination. 5. Several growth regulators, including nitrite and gibberellin, were stimulatory only at acidic pH, but KCN was stimulatory across a broad pH range. 6. Germination decreased at smoke exposures longer than a few minutes. Also, smoked water samples effective at breaking dormancy were acidic and were less effective when buffered to pH > 7. Physical scarification of the seed coat induced germination but the effect was not due to penetration of a water barrier, or to enhanced oxygen uptake or to wound response such as CO2 or ethylene production. 8. Different effects of the gibberellin inhibitor CCC (chlorocholine chloride) suggested that the mechanisms of scarification-induced and smoke-induced germination may differ. 9. We conclude that either oxidizing gases in smoke and/or acids generated on burnt sites play a role in germination of post-fire annuals in chaparral.",91,Journal,ar,Article,100,2,2,Acids | Ammonium | Emmenanthe penduliflora | Germination | Nitrate | Nitrite | Nitrogen dioxide | Phacelia grandiflora | Scarification | Seeds | Smoke,29602,undefined,1,TRUE,all,All Open Access,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031952103,SCOPUS_ID:0031952103,2-s2.0-0031952103,Neighbourhood effects in forests: Implications for within-stand patch structure,Frelich L.E.,Journal of Ecology,00220477,86,1,149-161,1998-01-01,1998,10.1046/j.1365-2745.1998.00244.x,"1. MOSAIC, a spatially referenced Markov model was used to show how interactions among trees in a neighbourhood may influence the patch structure of forests. A series of two-species simulations were conducted with neighbourhood strength ranging from neutral (chances of species replacing each other independent of neighbourhood composition) to strong (chance of replacement for each species proportional to neighbourhood composition), and with neighbourhood sizes including 1-50 neighbours. 2. Neighbourhood strength was positively correlated with the degree of patchiness. Very high neighbourhood strength is necessary to form mono-specific patches composed of hundreds of individual trees. Intermediate neighbourhood sizes (5-12 neighbours) led to the most distinct patches where individuals were arranged so that contact between species was minimized. 3. Neighbourhood effects alone are unlikely to lead to large areas (several ha) dominated by one species. However, simulations showed that neighbourhood effects can augment small differences in the environment, resulting in large mono-specific patches. 4. Simulations with 4 and 5 species indicated that groups of species can interact to form spatially distinct communities, starting from a random mixture on a uniform environment. This implies that neighbourhood effects may be responsible for some unexplained variability in studies that attempt to relate environmental parameters to forest composition. 5. Patch structures that develop due to neighbourhood effects are usually not recognized by current vegetation classification schemes or by forest managers, and this lack of recognition could lead to the loss of certain natural spatial structures on forested landscapes.",50,Journal,ar,Article,100,5,5,Community assembly | Neighbourhood effects | Patch formation | Spatial pattern,29602,undefined,0,FALSE,NA,NA,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031936491,SCOPUS_ID:0031936491,2-s2.0-0031936491,The detection of vegetational change by multitemporal analysis of LANDSAT data: The effects of goose foraging,Jano A.,Journal of Ecology,00220477,86,1,93-99,1998-01-01,1998,10.1046/j.1365-2745.1998.00232.x,"1. The North American mid-continent population of lesser snow geese now exceeds 3 million birds and the population is increasing in the order of 7% per annum. The foraging activities of the birds on Arctic breeding grounds are leading to loss of vegetation and habitat destruction, particularly in coastal areas bordering the Hudson and James Bays. 2. Multitemporal analysis of LANDSAT data has been carried out to detect vegetational change from 1973 to 1993 at La Perouse Bay and its vicinity, the site of a breeding colony of snow geese. 3. Difference vegetation images (DVI) (difference between infra-red and red images) were prepared from images obtained in late summer in 1973, 1984 and 1993, in order to enhance vegetation density. Pairwise differences were calculated between these DVI images, which resulted in three, secondary, classified images. Classification of the three secondary images (1973-84, 1984-93, 1973-93) yielded three well-defined classes: water, vegetation decline and no change in vegetation. 4. Histogram counts gave the following values for areas of vegetation decline: 1973-84, 1026 ha; 1984-93, 1428 ha; 1973-93, 2454 ha. 5. The loss of vegetation and the destruction of habitat are discussed in relation to the foraging activities of the expanding goose population.",91,Journal,ar,Article,100,3,3,Difference vegetation index | Grazing | Grubbing | Habitat destruction | Hudson Bay coast | Lesser snow geese | Remote sensing,29602,undefined,0,FALSE,all,All Open Access,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031934933,SCOPUS_ID:0031934933,2-s2.0-0031934933,"Capsella bursa-pastoris (L.) Medikus (Thlaspi bursa-pastoris L., Bursa bursa-pastoris (L.) Shull, Bursa pastoris (L.) Weber)",Aksoy A.,Journal of Ecology,00220477,86,1,171-186,1998-01-01,1998,10.1046/j.1365-2745.1998.00260.x,NA,27,Journal,re,Review,100,3,3,NA,29602,undefined,1,TRUE,all,All Open Access,27,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031934398,SCOPUS_ID:0031934398,2-s2.0-0031934398,'Effective growing days': A simple predictive model of the response of herbaceous plant growth in a Mediterranean ecosystem to variation in rainfall and phosphorus availability,Henkin Z.,Journal of Ecology,00220477,86,1,137-148,1998-01-01,1998,10.1046/j.1365-2745.1998.00243.x,"1. Herbaceous plant production on many Mediterranean soils is severely restricted by nutrient deficiency. On such a shallow, phosphorus-deficient soil in the western Galilee of Israel with an average annual rainfall > 800 mm, a single addition of phosphorus fertilizer consistently increased herbaceous plant production in a community dominated by the dwarf shrub Sarcopoterium spinosum by a factor of 2.8-3.8 over 7 years. Regardless of phosphorus addition, interannual variation of the herbaceous vegetation remained high (C.V. = 0.33). A simple model based on climate data was developed to explain the continuing interannual variation in biomass production. 2. This interannual variation is accounted for by an 'effective growing day' index, G, based on an estimate of the number of clays throughout the growing season during which the available water in the rooting zone can balance the current potential evaporation demand. The validity of this approach was tested on data from 7 consecutive years. 3. At given phosphate (P) availability levels, the index G was found to be highly correlated with both seasonal biomass production and P uptake of the herbaceous plant, but the regression lines intersected the G axis far to the right of the origin. 4. When the adverse effect of the winter climate on growing conditions was taken into account, the regression lines passed close to the origin. Annual biomass production and P uptake could then be well described as linear functions of G with the slope related to availability of P. 5. Average intraseasonal trends gave G-values which were better predictors of both biomass production and P-uptake than annual weather (temperature or potential evaporation) fluctuations. 6. Both shoot biomass and P uptake were strongly influenced by growing conditions in autumn (beginning of growing season) and in spring (main growing season), but plant production was more sensitive than P uptake to growing conditions in autumn and vice versa in spring. 7. The close relationship between G and P uptake at different P availability levels indicates that availability of P did not diminish for at least 7 years after a single application of 4.5-9.0 g m-2 P as superphosphate. Nutrient cycling, secondary effects of the dominant legume species, and small losses of P from the ecosystem are proposed as possible reasons for this phenomenon.",40,Journal,ar,Article,100,4,4,Annual species | Biomass production | Phosphorus deficiency | Plant growth modelling | Soil water balance,29602,undefined,0,FALSE,NA,NA,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031928350,SCOPUS_ID:0031928350,2-s2.0-0031928350,Sources and consequences of seed mass variation in Banksia marginasa (Proteaceae),Vaughton G.,Journal of Ecology,00220477,86,4,563-573,1998-01-01,1998,10.1046/j.1365-2745.1998.00279.x,"1 We examined the sources and consequences of seed mass variation in Banksia marginata occurring in fire-prone heath on nutrient-poor soils to determine factors influencing seed size and possible fitness benefits of large seeds. 2 Individual seed mass varied fivefold. Variation occurred among populations (29% of total), among years (10%) and among plants (plants, 6%; year x plants, 13%), but was most pronounced within plants (42%). Within plants, seed mass variation was greater within infructescences (35%) than among infructescences (7%). 3 Seed mass variation within infructescences was not related to whether follicles contained one or two seeds. Seed mass was also unaffected by ovule position within follicles and follicle position within infructescences. 4 Seed mass variation among infructescences and plants was related to the limited availability of nutrient resources during seed provisioning. Mean seed mass was negatively related to seed number per infructescence and per plant. When resources decreased late in the flowering season and after defoliation, seed mass declined by 7-10% and seed number by 31-45%. When resources increased after inflorescence removal, seed mass increased by 8% but seed number was unaffected. Plants thus had only a limited capacity to maintain seed mass by adjusting seed number when resources varied 5 The N and P contents of seeds (mg seed-1) increased linearly with seed mass, indicating costs of producing larger seeds in terms of limited environmental nutrients. 6 Seedling size increased with seed mass, implying fitness benefits of larger seeds in terms of increased seedling establishment on nutrient-poor soils. Seed mass had little or no effect on seed germination, relative growth rates and root:shoot ratios. 7 Although stabilizing selection should eliminate seed mass variation occurring within plants, such variation persists because resource constraints limit the ability of plants to control individual seed size.",146,Journal,ar,Article,100,2,2,Nutrient allocation patterns | Nutrient-poor soils | Seed nutrient content | Seed size and number | Seedlings,29602,undefined,1,TRUE,all,All Open Access,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031912578,SCOPUS_ID:0031912578,2-s2.0-0031912578,"Floral sex ratios, disease and seed set in dioecious Silene dioica",Carlsson-Granér U.,Journal of Ecology,00220477,86,1,79-91,1998-01-01,1998,10.1046/j.1365-2745.1998.00231.x,"1. In the dioecious, perennial herb Silene dioica, the density of pollen donors in a population is determined by overall plant density, the sex ratio and the proportion of plants infected with the anther-smut fungus Microbotryum violaceum, which results in permanent sterility of both male and female plants. 2. Pollinators (Bombus spp.) were found to prefer male flowers and to avoid diseased flowers. This may result in an overall lower visitation frequency and increased risk for pollen limitation in populations with a low density of males or a high incidence of disease. 3. Compared with open-pollinated flowers, hand pollination resulted in a significant increase in the number of seeds produced per fruit in populations with an experimentally reduced proportion of males (25% and 50% male flowers) but not in a naturally male-dominated population (75% male flowers). Seed production per plant was increased by hand pollination only in the most female-dominated population. Because the floral sex ratio is often male-biased, resources rather than pollen availability are likely to set the upper limit for total seed production per individual in most healthy populations of S. dioica. 4. There was a negative relationship between seed set and incidence of disease across 22 populations in both years of a field study. However, there was no consistent difference between the responses of highly diseased populations (incidence 30-56%) and populations with a low disease incidence (incidence 0-8%) to hand pollination. 5. In a greenhouse experiment with cloned hand-pollinated females, the presence of spores on healthy flowers was found to reduce seed set significantly. In highly diseased populations, therefore, the frequent deposition of spores by flower visitors onto remaining healthy plants may decrease seed production below the potential level determined by resources or pollen availability.",47,Journal,ar,Article,100,5,5,Anther-smut disease | Density of pollen donors | Dioecy | Pollen limitation | Pollinator preference | Seed production,29602,undefined,1,TRUE,all,All Open Access,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031912002,SCOPUS_ID:0031912002,2-s2.0-0031912002,Edaphic variation and the mesoscale distribution of tree species in a neotropical rain forest,Clark D.,Journal of Ecology,00220477,86,1,101-112,1998-01-01,1998,10.1046/j.1365-2745.1998.00238.x,"1. Do local edaphic factors over short environmental gradients affect the distribution and abundance of tree species in tropical rain forests? We addressed this question by examining the responses of tree species to soil type, topographic position and slope angle in an upland old-growth tropical rain forest landscape in Costa Rica, Central America. 2. The study area covered 216 ha of non-swamp old growth and included replicated landscape units such as ridgetop to swale catenas, small watersheds, and alluvial terraces. An existing soils map was refined using additional sampling along a regularly spaced grid. Three soil units were defined: residual soils derived from in-place weathering of basaltic parent material; old alluvial terrace soils formed by precontemporary flooding; and soils of stream valleys. A Geographic Information System was used to assign soil type to 2190 post-establishment individuals of nine tree species in a long-term demographic study. Topographic position and slope angle were measured in the field. 3. Data from 433 regularly spaced sample points were used to generate an expected distribution of edaphic variables, which was compared with the number of individuals of each species in each edaphic category. 4. Non-random distributions among soil types were found for seven of the nine species, with topographic positions for six species, and with slope angle classes for four species. 5. The issue of what constitutes an independent sample of independent sample of establishment was analyzed by considering the old-growth character of the landscape and evidence for frequent dispersal among edaphic units. A re-analysis of species' distributions using only individuals > 4 cm diameter showed that results from the original analyses were robust. 6. Soil type (residual vs. old alluvial) was not significantly related to diameter growth. Three species showed significant differences in size class distributions between soil types with increasing diameter. 7. Tree species in tropical rain forests are frequently non-randomly distributed along relatively short edaphic gradients on upland soils. Future studies should increase the number of species and spatial scale analyzed, incorporate better analyses of edaphic variables, and include experiments to identify the ecological processes that generate these non-random distributions.",279,Journal,ar,Article,100,3,3,Costa Rica | Soil | Tropical rain forest | Tropical trees,29602,undefined,1,TRUE,all,All Open Access,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031911696,SCOPUS_ID:0031911696,2-s2.0-0031911696,A gap dynamic model of mangrove forest development along gradients of soil salinity and nutrient resources,Chen R.,Journal of Ecology,00220477,86,1,37-51,1998-01-01,1998,10.1046/j.1365-2745.1998.00233.x,"1. A gap dynamic model (FORMAN) was developed as a first synthesis of available data for three Caribbean mangrove species into an individual-based model that simulates the long-term dynamics of mangrove forest development. 2. Field observations at three sites along the Shark River estuary were compared with simulation results, assuming development following Hurricane Donna in 1960. Total basal area simulated for each site was within ±10% of that observed, although species-specific basal area predictions were less accurate. 3. A decrease in nutrient availability from marine to mesohaline sites modelled the reduced basal area of Avicennia germinans and Laguncularia racemosa. However, at the lower nutrient site a 83% reduction in maximum sapling recruitment of both A. germinans and L. racemosa was required to fit field results. Increased basal area of A. germinans and L. racemosa limited the development of Rhizophora mangle at higher nutrient downstream sites, apparently due to competition for light resources. Both observed and simulated results indicated that R. mangle had higher frequencies in the smaller size classes at all three sites, compared to a bell-shaped size-class distribution of L. racemosa, particularly at the higher nutrient sites. 4. Succession was projected for the next 500 years at a site in the lower estuary. Long-term forest dynamics were sensitive to species-specific maximum sapling recruitment rates. In the absence of large-scale disturbance, initial dominance by L. racemosa was predicted to be replaced eventually by A. germinans, even when maximum sapling recruitment rate of A. germinans was set at half of L. racemosa and R. mangle. 5. Response curves for each species along gradients of soil nutrient resource and salinity illustrated their relative competitive balance over time (up to 300 years). Laguncularia racemosa dominated in fertile soils with low salinity at early stages of recovery, but its abundance decreased over time while A. germinans increased. The dominance of R. mangle was limited to regions with low nutrient availability and low salinity. Avicennia germinans dominated at higher salinities, where the effect of nutrient availability was overwhelmed by the tolerance of individual species to salt stress.",147,Journal,ar,Article,100,2,2,Avicennia germinans | Individual-based gap models | Laguncularia racemosa | Mangrove succession | Rhizophora mangle,29602,undefined,1,TRUE,all,All Open Access,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031904843,SCOPUS_ID:0031904843,2-s2.0-0031904843,"Vulpia ciliata Dumort. ssp. ambigua (Le Gall) Stace and Auquier (Vulpia ambigua (Le Gall) more, Festuca ambigua Le Lall)",Watkinson A.,Journal of Ecology,00220477,86,4,690-705,1998-01-01,1998,10.1046/j.1365-2745.1998.00296.x,NA,5,Journal,ar,Article,100,3,3,NA,29602,undefined,1,TRUE,all,All Open Access,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031903976,SCOPUS_ID:0031903976,2-s2.0-0031903976,Competition between tree seedlings and herbaceous vegetation: Support for a theory of resource supply and demand,Davis M.A.,Journal of Ecology,00220477,86,4,652-661,1998-01-01,1998,10.1046/j.1365-2745.1998.00087.x,"1 We measured competition intensity (CI) between herbaceous vegetation and tree seedlings (Quercus macrocarpa and Q. ellipsoidalis) along an experimental moisture-light gradient. Contrasting theories were tested by comparing variation in competition intensity to changes in neighbour biomass and resource supply and demand. 2 CI based on survival was inversely correlated with net soil water supply (gross supply minus demand by herbaceous vegetation). CI was not positively correlated with either gross resource supply or neighbour biomass, contrary to predictions of Grime's triangular model for plant strategies. 3 Many of the inconsistencies and conflicting results that have characterized the recent literature on plant competition could be eliminated if changes in competition intensity along a resource gradient are compared with changes in net resource supply rather than changes in productivity or neighbour biomass. 4 Tree seedling success in savannas and grasslands may be strongly influenced by the intensity of competition from herbaceous vegetation. Factors that reduce soil water content are likely to increase competition intensity (and reduce seedling success) in these environments, while factors that increase soil water content will favour seedling success through decreased competition for water with herbaceous vegetation.",236,Journal,ar,Article,100,3,3,Competition | Grassland | Quercus | Resource demand | Resource gradients | Resource supply | Savanna | Tree regeneration,29602,undefined,1,TRUE,all,All Open Access,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031891372,SCOPUS_ID:0031891372,2-s2.0-0031891372,Spatial and temporal variation in disease levels of a floral smut (Anthracoidea heterospora) on Carex nigra,Ingvarsson P.K.,Journal of Ecology,00220477,86,1,53-61,1998-01-01,1998,10.1046/j.1365-2745.1998.00235.x,"1. Data are presented from a 4-year study on the incidence of infection by the non-systemic smut fungus Anthracoidea heterospora of florets of the sedge Carex nigra. 2. Beetles of the species Phalacrus substriatus may act as vectors, transmitting A. heterospora between different C. nigra tussocks. Path analysis clearly showed that the number of vectors on individual tussocks was an important factor explaining levels of infection of A. heterospora. 3. The year-to-year correlations in incidence of A. heterospora disease for individual C. nigra plants were high, indicating that the same plants consistently experience high levels of disease. There were also high year-to-year correlations in the abundance of P. substriatus beetles on individual plants. 4. A second natural enemy of the sedge, the gall mite Phytoptus caricis, also showed high between-year correlations in levels of infestation. Since P. caricis competes for the same resource as A. heterospora, we predicted that high levels of P. caricis infestation should have a negative effect on disease levels. However, there was in general a positive effect of P. caricis infestation on A. heterospora disease levels. 5. This study shows that for understanding levels of disease of A. heterospora, both within-year effects as well as transient effects must be included. Phenotypic variation among plants in susceptibility to infection by A. heterospora could explain the observed patterns of disease but they could also be the result of host choice by the beetle.",15,Journal,ar,Article,100,2,2,Disease transmission | Plant-pathogen interactions | Vector-borne fungal pathogens,29602,undefined,1,TRUE,all,All Open Access,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031887511,SCOPUS_ID:0031887511,2-s2.0-0031887511,"Population growth and viability analyses of the clonal woodland herb, Asarum canadense",Damman H.,Journal of Ecology,00220477,86,1,13-26,1998-01-01,1998,10.1046/j.1365-2745.1998.00242.x,"1. Long-term demographic field studies combined with simulation models that incorporated two types of stochasticity were used to investigate the relative impact of reproduction and survival on the persistence of populations of the North American woodland herb, Asarum canadense. 2. Field data were collected over 7 years in replicate plots located in early and late successional forest habitat. By following marked ramets from year to year it proved possible to investigate the demography both of ramets and of groups of genetically identical ramets (clones). 3. A. canadense exhibited considerable temporal and spatial variation in reproductive success, survivorship, and population growth rates. Populations of ramets and clones in late successional forest habitats held their own, while those in early successional forest habitats declined. 4. Sexual and clonal reproduction had less impact on population growth than did survival. Nonetheless, seedling recruitment was important, as indicated by the relatively high rates of genet turnover in A. canadense populations. 5. Results from simulations indicated that the vast majority of genets in both habitat types failed to reproduce. Over their lifetime, simulated genets produced a maximum of 44 and 77 seedlings in early and late successional forest habitat, respectively. 6. Although A. canadense genets are potentially immortal, the maximum life span for 2000 simulated genets was 104 years. Simulated genets lived a mean of 3.0 and 4.8 years in early and late successional forest habitat, respectively. 7. Simulated A. canadense populations only persisted in late successional forest habitat. Within simulated late successional forest populations, the number of ramets tended to decrease over time, while the number of genets tended to increase over time. 8. The minimum viable population size for A. canadense ramets in late successional forest was 25 individuals with environmental stochasticity only, and 1000 individuals with both environmental and demographic stochasticity; for genets in late successional forest, the corresponding numbers were 20 and 25, respectively. 9. Ramet and genet dynamics differed greatly in A. canadense, highlighting the importance of long-term demographic studies at each of these levels.",96,Journal,ar,Article,100,2,2,Clonal plants | Demographic stochasticity | Elasticity | Environmental stochasticity | Minimum viable population size | Spatial and temporal variation | Transition matrix,29602,undefined,0,FALSE,NA,NA,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031886963,SCOPUS_ID:0031886963,2-s2.0-0031886963,Forest fire and lake-water acidity in a northern Swedish boreal area: Holocene changes in lake-water quality at Makkassjon,Korsman T.,Journal of Ecology,00220477,86,1,113-124,1998-01-01,1998,10.1046/j.1365-2745.1998.00239.x,"1. A Holocene sediment profile from a northern Swedish boreal forest lake was analysed for diatoms, pollen and charcoal. The diatom data were used for inferences of lake-water pH, alkalinity and colour, while the pollen and charcoal records enabled assessment of catchment vegetation changes and fire. This palaeoecological study demonstrated long-term changes in lake-water acidity as a result of catchment vegetation changes and fire. 2. The pollen record showed the transition from a deciduous-dominated forest (Betula and Alnus) 9000-8000 years BP (calibrated years) to the present coniferous-dominated forest (mainly Pinus) in the catchment of Makkassjon. Local peaks in the steadily decreasing Betula pollen curve corresponded with increases in the charcoal concentration. Picea pollen did not appear until the uppermost half of the sediment section (c. 2500 BP), and never exceeded 10% relative abundance. 3. The Holocene development in lake-water chemistry, inferred from diatom analysis, was divided into three periods: a natural acidification, a natural alkalization and a fertilization/liming period. During the long-term natural acidification period, the diatom-inferred pH and alkalinity decreased by c. 1.3 pH units and c. 80 μeq 1-1, respectively, while diatom-inferred colour increased from 10 to 40 mg Pt 1-1 in the same period. These changes occurred simultaneously with a change from deciduous to coniferous forest. Using redundancy analysis (RDA) with the tree pollen as predictor variables, the Alnus, Betula or Pinus pollen record captured 41-85% of the variance in lake-water pH and alkalinity. 4. During the period of natural alkalization fire became a dominant disturbance factor in the catchment. The charcoal record was a significant predictor of the variance in diatom-inferred pH and alkalinity during the period with frequent fires, as determined by RDA analysis with a time-restricted Monte Carlo permutation test. The inferred changes in pH and colour suggested that the reduction of soil humus played a major role in the alkalization of the acid-sensitive lake. 5. The results highlight questions about the important mechanisms for predicting the long-term effects of fire on surface-water chemistry, which will be of crucial importance if changes in fire regime take place as a consequence of global warming.",39,Journal,ar,Article,100,2,2,Acidification | Boreal forest | Charcoal | Diatoms | Pollen,29602,undefined,0,FALSE,NA,NA,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031886775,SCOPUS_ID:0031886775,2-s2.0-0031886775,Ecological correlates of seed persistence in soil in the north-west European flora,Thompson K.,Journal of Ecology,00220477,86,1,163-169,1998-01-01,1998,10.1046/j.1365-2745.1998.00240.x,"1. Using the data in a recently published seed bank database for north-west Europe, we describe how a species' seed bank behaviour can be characterized by a single 'longevity index', and investigate how representative the information in the database is of the north-west European flora. We also test the hypotheses that seeds of short-lived species are more persistent than those of long-lived species, and long-lived seeds are characteristic of species living in disturbed habitats. 2. The data are not representative of the north-west European flora as a whole; they are a fair reflection of a research effort that has been largely directed towards grassland and arable weeds. Data for rare species, non-agricultural habitats in general and wetlands, rocky habitats and native woodland in particular, are scarce or absent. 3. Annuals and biennials almost always have more persistent seeds than related perennials, and this difference is most striking when, as in Anagallis arvensis and Aphanes arvensis, the short-lived species have moved well away from the 'core' habitat of the family. Confamilial monocarps and polycarps do not differ consistently in seed mass. 4. Gradients of habitat disturbance are accompanied by predictable changes in seed persistence, which are themselves often (but not always) accompanied by parallel shifts in seed size. These results suggest that increasing habitat disturbance (i.e. increasing density-independent mortality) always selects for increased seed persistence, confirming both theory and previous analyses. However, increased seed persistence is not always associated with reduced seed size. This is because persistence depends not only on seed size, but on other traits, many of them physiological. In many habitats the probability of seed burial is strongly linked to seed size and shape, but in arable habitats cultural practices have broken this link.",308,Journal,ar,Article,100,4,4,Conservation | Disturbance | Life history | Seed bank | Seed size,29602,undefined,0,FALSE,NA,NA,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031886406,SCOPUS_ID:0031886406,2-s2.0-0031886406,Interactive effects of elevation and burial with wrack on plant community structure in some Rhode Island salt marshes,Brewer J.,Journal of Ecology,00220477,86,1,125-136,1998-01-01,1998,10.1046/j.1365-2745.1998.00241.x,"1. The effects of disturbances and elevation on marsh plant communities were examined using experimental disturbances along an elevation gradient in marshes with different disturbance histories. In addition, differences in species composition among five marshes were determined at elevations at which the greatest concentration of burial by wrack occurred. 2. Experimental wrack burial generally caused significant mortality of the high-marsh competitive dominants, Juncus gerardi and Spartina patens, and strongly increased the abundance of the fugitive perennial, Distichlis spicata. 3. The effects of experimental wrack burial interacted strongly with abiotic factors associated with elevation to influence the distributions of both competitive dominants and annual fugitive plants. 4. Frequent wrack burial in a marsh appears to lead to a persistent assemblage of plants dominated by competitively subordinate fugitives. This assemblage of fugitives tends to occur at intermediate elevations within the marsh, where wrack gets stranded for long periods of time and where the resistance of Juncus gerardi to wrack burial is lowest. 5. We suggest that wrack-burial disturbances interact strongly with marsh elevation to influence the zonation of plants in New England salt marshes, and discuss some implications of our results.",66,Journal,ar,Article,100,3,3,A triplex patula | Competitive dominance | Distichlis spicata | Fugitives | Juncus gerardi | Salicornia europaea | Salinity | Seedling emergence | Spartina patens,29602,undefined,0,FALSE,NA,NA,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031880801,SCOPUS_ID:0031880801,2-s2.0-0031880801,Hypericum cumulicola demography in unoccupied and occupied Florida scrub patches with different time-since-fire,Quintana-Ascencio P.,Journal of Ecology,00220477,86,4,640-651,1998-01-01,1998,10.1046/j.1365-2745.1998.00285.x,"1 Metapopulation models predict that unoccupied, but suitable, patches will exist for species subject to extinction and colonization dynamics. We compared the demographic responses of Hypericum cumulicola, a rare herbaceous species almost entirely restricted to Florida rosemary scrub, when transplanted to occupied or unoccupied patches. 2 Seedlings were transplanted and seeds buried into Florida rosemary scrub patches differing in time since last fire, and in the presence or absence of H. cumulicola. We used a replicated, factorial design to place the transplants and seeds in the field, and monitored their performance for 18 months. 3 Neither time-since-fire nor prior H. cumulicola site occupancy affected survival of transplants. Only time-since-fire affected growth. Time-since-fire, H. cumulicola Occupancy, and their interaction affected reproductive effort, but these effects were not consistent between years. 4 Flowering and seed production led to subsequent seedling recruitment near transplants, mainly in recently burned sites. Genetic screening of transplants and seedlings showed that transplants in occupied sites could have crossed with nearby resident plants, but that offspring in sites previously unoccupied were likely to have been parented only by nearby transplants. 5 Seeds buried, and later exhumed, germinated after 1 or 2 years of burial, demonstrating a persistent soil seed bank from which populations could recover after fire. Neither time-since-fire nor H. cumulicola occupancy affected seed dormancy or germination. 6 Similar demography in unoccupied and occupied patches suggests that the patchy pattern of site occupancy by H. cumulicola is probably due to limited dispersal and periodic extinction, especially associated with long fire-free intervals. Conservation measures need to protect unoccupied patches to allow metapopulation dynamics and persistence.",48,Journal,ar,Article,100,3,3,Conservation | Isozymes | Lake Wales Ridge | Management | Metapopulation | Rare species,29602,undefined,0,FALSE,NA,NA,40,NA,NA
