@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,pubmed-id,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/7544232400,SCOPUS_ID:7544232400,2-s2.0-7544232400,Constraints on the morphological evolution of marsupial shoulder girdles,Sears K.E.,Evolution,00143820,58,10,2353-2370,2004-01-01,October 2004,88,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,29,10.1111/j.0014-3820.2004.tb01609.x,"Throughout their evolutionary histories, marsupial mammals have been taxonomically and morphologically less diverse than their sister taxa the placentals. Because of this, it has been proposed that the evolution of marsupials has been constrained by the functional requirements of their mode of reproduction. Marsupials give birth after short gestation times to immature neonates that immediately crawl, under the power of their precociously developed shoulder girdles, to the teat where they attach and complete their early development. Using a novel approach incorporating adult and embryological morphological data, this study is the first to both: (1) statistically support adult patterns of morphological divergence consistent with the constraint hypothesis, and (2) identify ontogenetic patterns of morphological change that demonstrate that the constraint was responsible, at least in part, for their formation. As predicted by the marsupial constraint, the shoulder girdles of adult marsupials are less diverse than those of adult placentals, and adult marsupial scapulae are less morphologically diverse than adult marsupial pelves. Furthermore, marsupials that complete an extensive crawl to the teat are restricted to a common pattern of ontogenetic scapular shape change, strongly supporting the hypothesis that the morphological development of the marsupial scapula has been limited evolutionarily by its obligate role in the crawl to the teat. Because this study establishes that ontogenetic and evolutionary morphological change is correlated within mammalian scapulae, it is probable that the marsupial constraint also restricted the morphological divergence of the scapula over evolutionary time by limiting ontogenetic change in the scapula. These findings, coupled with the importance of the shoulder girdle in mammalian locomotor specialization, support the conclusion that the low morphological diversity of marsupial forms over evolutionary time could be directly due to the constraint on marsupial morphological evolution caused by the functional requirements of the crawl to the teat.",15562696,Development | Evolutionary constraint | Mammalia | Marsupial | Reproductive mode | Scapula | Shoulder girdle,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544229363,SCOPUS_ID:7544229363,2-s2.0-7544229363,"Contrasting patterns of quantitative and neutral genetic variation in locally adapted populations of the natterjack toad, Bufo calamita",Gomez-Mestre I.,Evolution,00143820,58,10,2343-2352,2004-01-01,October 2004,53,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,30,10.1111/j.0014-3820.2004.tb01608.x,"The relative importance of natural selection and genetic drift in determining patterns of phenotypic diversity observed in nature is still unclear. The natterjack toad (Bufo calamita) is one of a few amphibian species capable of breeding in saline ponds, even though water salinity represents a considerable stress for them. Results from two common-garden experiments showed a pattern of geographic variation in embryonic salinity tolerance among populations from either fresh or brackish environments, consistent with the hypothesis of local adaptation. Full-sib analysis showed increased variation in survival among sibships within population for all populations as osmotic stress was increased (broad-sense heritability increased as salinity raised). Nevertheless, toads native to the brackish water environment had the highest overall survival under brackish conditions. Levels of population genetic differentiation for salinity tolerance were higher than those of neutral genetic differentiation, the latter obtained through the analysis of eight microsatellite loci. Microsatellite markers also revealed little population differentiation, lack of an isolation-by-distance pattern, and moderate gene flow connecting the populations. Therefore, environmental stress tolerance appears to have evolved in absence of geographic isolation, and consequently we reject the null hypothesis of neutral differentiation.",15562695,Bufo | F ST | Local adaptation | Microsatellite loci | Population differentiation | Q ST | Salinity tolerance,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544228218,SCOPUS_ID:7544228218,2-s2.0-7544228218,Evolution of ant-cultivar specialization and cultivar switching in Apterostigma fungus-growing ants,Villesen P.,Evolution,00143820,58,10,2252-2265,2004-01-01,October 2004,61,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,31,10.1111/j.0014-3820.2004.tb01601.x,"Almost all of the more than 200 species of fungus-growing ants (Formicidae: Attini) cultivate litter-decomposing fungi in the family Lepiotaceae (Basidiomycota: Agaricales). The single exception to this rule is a subgroup of ant species within the lower attine genus Apterostigma, which cultivate pterulaceous fungi distantly related to the Lepiotaceae. Comparison of cultivar and ant phytogenies suggests that a switch from lepiotaceous to pterulaceous fungiculture occurred only once in the history of the fungus-growing ants. This unique switch occurred after the origin of the genus Apterostigma, such that the basal Apterostigma lineages retained the ancestral attine condition of lepiotaceous fungiculture, and none of the Apterostigma lineages in the monophyletic group of pterulaceous fungiculturists are known to have reverted back to lepiotaceous fungiculture. The origin of pterulaceous fungiculture in attine ants may have involved a unique transition from the ancestral cultivation of litter-decomposing lepiotaceous fungi to the cultivation of wood-decomposing pterulaceous fungi. Phylogenetic analyses further indicate that distantly related Apterostigma ant species sometimes cultivate the same cultivar lineage, indicating evolutionarily frequent, and possibly ongoing, exchanges of fungal cultivars between Apterostigma ant species. The pterulaceous cultivars form two sister clades, and different Apterostigma ant lineages are invariably associated with, and thus specialized on, only one of the two cultivar clades. However, within clades Apterostigma ant species are able to switch between fungi. This pattern of broad specialization by attine ants on defined cultivar clades, coupled with flexible switching between fungi within cultivar clades, is also found in other attine lineages and appears to be a general phenomenon of fungicultural evolution in all fungus-growing ants.",15562688,Apterostigma | Attini | Fungiculture | Fungus-growing ants | Pterulaceae,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544228217,SCOPUS_ID:7544228217,2-s2.0-7544228217,Predator-driven phenotypic diversification in Gambusia affinis,Langerhans R.,Evolution,00143820,58,10,2305-2318,2004-01-01,October 2004,272,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,32,10.1111/j.0014-3820.2004.tb01605.x,"Predation is heterogeneously distributed across space and time, and is presumed to represent a major source of evolutionary diversification. In fishes, fast-starts - sudden, high-energy swimming bursts - are often important in avoiding capture during a predator strike. Thus, in the presence of predators, we might expect evolution of morphological features that facilitate increased fast-start speed. We tested this hypothesis using populations of western mosquitofish (Gambusia affinis) that differed in level of predation by piscivorous fish. Body morphology of G. affinis males, females, and juveniles diverged in a consistent manner between predatory environments. Fish collected from predator populations exhibited a larger caudal region, smaller head, more elongate body, and a posterior, ventral position of the eye relative to fish from predator-free populations. Divergence in body shape largely matched a priori predictions based on biomechanical principles, and was evident across space (multiple populations) and time (multiple years). We measured maximum burst-swimming speed for male mosquitofish and found that individuals from predator populations produced faster bursts than fish from predator-free populations (about 20% faster). Biomechanical models of fish swimming and intrapopulation morphology-speed correlations suggested that body shape differences were largely responsible for enhanced locomotor performance in fish from predator populations. Morphological differences also persisted in offspring raised in a common laboratory environment, suggesting a heritable component to the observed morphological divergence. Taken together, these results strongly support the hypothesis that divergent selection between predator regimes has produced the observed phenotypic differences among populations of G. affinis. Based on biomechanical principles and recent findings in other species, it appears that the general ecomorphological model described in this paper will apply for many aquatic taxa, and provide insight into the role of predators in shaping the body form of prey organisms.",15562692,Common garden experiment | Divergent natural selection | Ecomorphology | Fitness trade-offs | Geometric morphometrics | Population differentiation | Predator-prey interactions,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544227494,SCOPUS_ID:7544227494,2-s2.0-7544227494,Regional differences in rates of plant speciation and molecular evolution: A comparison between eastern Asia and eastern North America,Xiang Q.,Evolution,00143820,58,10,2175-2184,2004-01-01,October 2004,115,Journal,ar,Article,100,7,7,22104,undefined,1,TRUE,33,10.1111/j.0014-3820.2004.tb01596.x,"The eastern Asian (EAS)-eastern North American (ENA) floristic disjunction is one of the best-known biogeographic patterns in the Northern Hemisphere. Recent paleontological and molecular analyses have illuminated the origins of the biogeographic pattern, but subsequent diversification and evolution of the disjunct floras in each of the two continents after isolation remains poorly understood. Although similar in climate and floristic composition, EAS has twice as many species as ENA in genera occurring in both regions. Explaining such differences in species diversity between regions with similar environmental conditions (diversity anomalies) is an important goal of the study of the global patterns of biodiversity. We used a phylogenetic approach to compare rates of net speciation and molecular evolution between the two regions. We first identified EAS-ENA disjunct sister clades from ten genera (Asarum, Buckleya, Carpinus, Carya, Cornus, Hamamelis, Illicium, Panax, Stewartia, and Styrax) that represent diverse angiosperm lineages using phylogenetic analyses of ITS (internal transcribed spacer of nuclear ribosomal DNA) sequence data. Species richness and substitution rate of ITS between sister clades were compared. The results revealed a pattern of greater species diversity in the EAS counterparts. A positive relationship between species diversity and ITS substitution rate was also documented. These results suggest greater net speciation and accelerated molecular evolution in EAS. The data support the idea that a regional difference in net speciation rate related to topographic heterogeneity contributes to the diversity anomaly between EAS and ENA. The close relationship between rates of ITS evolution and species richness further suggests that species production may be directly linked to rate of nucleotide substitution.",15568220,Biodiversity anomaly | Eastern Asian-eastern North American floristic disjunction | Molecular phylogeny | Rate of ITS evolution | Rate of speciation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544226470,SCOPUS_ID:7544226470,2-s2.0-7544226470,"Reconstruction of parental microsatellite genotypes reveals female polyandry and philopatry in the lemon shark, Negaprion brevirostris",Feldheim K.,Evolution,00143820,58,10,2332-2342,2004-01-01,October 2004,94,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,34,10.1111/j.0014-3820.2004.tb01607.x,"Because sharks possess an unusual suite of reproductive characteristics, including internal fertilization, sperm storage, relatively low fecundity, and reproductive modes that range from oviparity to viviparity, they can provide important insight into the evolution of mating systems and sexual selection. Yet, to date, few studies have characterized behavioral and genetic mating systems in natural populations of sharks or other elasmobranchs. In this study, highly polymorphic microsatellite loci were used to examine breeding biology of a large coastal shark, the lemon shark, Negaprion brevirostris, at a tropical lagoon nursery. Over six years, 910 lemon sharks were sampled and genotyped. Young were assigned into sibling groups that were then used to reconstruct genotypes of unsampled adults. We assigned 707 of 735 young sharks to one of 45 female genotypes (96.2%), and 485 (66.0%) were assigned to a male genotype. Adult female sharks consistently returned to Bimini on a biennial cycle to give birth. Over 86% of litters had multiple sires. Such high levels of polyandry raise the possibility that polyandry evolved in viviparous sharks to reduce genetic incompatibilities between mother and embryos. We did not find a relationship between relatedness of mates and the number of offspring produced, indicating that inbreeding avoidance was probably not driving pre- or postcopulatory mate choice. Adult male sharks rarely sired more than one litter at Bimini and may mate over a broader geographic area.",15562694,Genotype reconstruction | Lemon shark | Microsatellites | Parentage assignment | Polyandry | Relatedness,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544225125,SCOPUS_ID:7544225125,2-s2.0-7544225125,"Speciation in Hawaiian angiosperm lineages: Cause, consequence, and mode",Price J.,Evolution,00143820,58,10,2185-2200,2004-01-01,October 2004,133,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,35,10.1111/j.0014-3820.2004.tb01597.x,"The biota of Hawaiian Islands is derived entirely from long distance dispersal, often followed by in situ speciation. Species descended from each colonist constitute monophyletic lineages that have diverged to varying degrees under similar spatial and temporal constraints. We partitioned the Hawaiian angiosperm flora into lineages and assessed morphological, ecological, and biogeographic characteristics to examine their relationships to variation in species number (S). Lineages with external bird dispersal (through adhesion) were significantly more species-rich than those with abiotic dispersal, but only weakly more species-rich than lineages with internal bird dispersal (involving fleshy fruits). Pollination mode and growth form (woody vs. herbaceous) had no significant effect on S, in contrast to studies of angiosperm families. S relates positively to the geographic and ecological range size of whole lineages, but negatively to local abundance and mean range sizes of constituent species. Species-rich lineages represent a large proportion of major adaptive shifts, although this appears to be an artifact of having more species. Examination of 52 sister species pairs in numerous lineages provides evidence for allopatric (including peripheral isolates) and parapatric (ecological) modes, with 15 cases of each. Although postspeciational dispersal may obscure these modes in many of the remaining cases, instances of sympatric and hybrid speciation are also discussed. Because speciation is both a consequence and a cause of ecological and biogeographic traits, speciation mode may be integral to relationships between traits. We discuss the role of speciation in shaping the regional species pool.",15562684,Adaptive radiation | Dispersal | Hawaii | Pollination | Speciation,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544225124,SCOPUS_ID:7544225124,2-s2.0-7544225124,To what extent do different types of sex ratio distorters interfere?,Engelstädter J.,Evolution,00143820,58,10,2382-2386,2004-01-01,October 2004,7,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,36,10.1111/j.0014-3820.2004.tb01612.x,"Within the Diptera, two different selfish genetic elements are known to cause the production of female-biased sex ratios: maternally inherited bacteria that kill male zygotes (male-killers), and X chromosomes causing the degeneration of Y-bearing sperm in males (meiotic drive). We here develop a mathematical model for the dynamics of these two sex-ratio distorters where they co-occur. We show that X chromosome meiotic drive elements can be expected to substantially lower the equilibrium frequency of male-killers and can even lead to their extinction. Conversely, male-killers can also decrease the equilibrium frequency of X drivers and cause their extinction. Thus, we predict that there will be some complementarity in the incidence of X chromosome meiotic drive and male-killing in natural populations, with a lower than expected number of species bearing both elements.",15562699,Diptera | Drosophila | Male-killers | Meiotic drive | Selfish genetic element | Wolbachia,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544223645,SCOPUS_ID:7544223645,2-s2.0-7544223645,Intra-individual coexistence of a Wolbachia strain required for host oogenesis with two strains inducing cytoplasmic incompatibility in the wasp Asobara tabida,Dedeine F.,Evolution,00143820,58,10,2167-2174,2004-01-01,October 2004,47,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,37,10.1111/j.0014-3820.2004.tb01595.x,"Cytoplasmically inherited symbiotic Wolbachia bacteria are known to induce a diversity of phenotypes on their numerous arthropod hosts including cytoplasmic incompatibility, male-killing, thelytokous parthenogenesis, and feminization. In the wasp Asobara tabida (Braconidae), in which all individuals harbor three genotypic Wolbachia strains (wAtab1, wAtab2 and wAtab3), the presence of Wolbachia is required for insect oogenesis. To elucidate the phenotype of each Wolbachia strain on host reproduction, especially on oogenesis, we established lines of A. tabida harboring different combinations of these three bacterial strains. We found that wAtab3 is essential for wasp oogenesis, whereas the two other strains, wAtab1 and wAtab2, seem incapable to act on this function. Furthermore, interline crosses showed that strains wAtab1 and wAtab2 induce partial (about 78%) cytoplasmic incompatibility of the female mortality type. These results support the idea that bacterial genotype is a major factor determining the phenotype induced by Wolbachia on A. tabida hosts. We discuss the implications of these findings for current hypotheses regarding the evolutionary mechanisms by which females of A. tabida have become dependent on Wolbachia for oogenesis.",15562683,Asobara tabida | Cytoplasmic incompatibility | Multiple infections | Mutual dependence | Symbiosis | Wolbachia,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544223644,SCOPUS_ID:7544223644,2-s2.0-7544223644,Comparing strengths of directional selection: How strong is strong?,Hereford J.,Evolution,00143820,58,10,2133-2143,2004-01-01,October 2004,281,Journal,re,Review,100,3,3,22104,undefined,1,TRUE,38,10.1111/j.0014-3820.2004.tb01592.x,"The fundamental equation in evolutionary quantitative genetics, the Lande equation, describes the response to directional selection as a product of the additive genetic variance and the selection gradient of trait value on relative fitness. Comparisons of both genetic variances and selection gradients across traits or populations require standardization, as both are scale dependent. The Lande equation can be standardized in two ways. Standardizing by the variance of the selected trait yields the response in units of standard deviation as the product of the heritability and the variance-standardized selection gradient. This standardization conflates selection and variation because the phenotypic variance is a function of the genetic variance. Alternatively, one can standardize the Lande equation using the trait mean, yielding the proportional response to selection as the product of the squared coefficient of additive genetic variance and the mean-standardized selection gradient. Mean-standardized selection gradients are particularly useful for summarizing the strength of selection because the mean-standardized gradient for fitness itself is one, a convenient benchmark for strong selection. We review published estimates of directional selection in natural populations using mean-standardized selection gradients. Only 38 published studies provided all the necessary information for calculation of mean-standardized gradients. The median absolute value of multivariate mean-standardized gradients shows that selection is on average 54% as strong as selection on fitness. Correcting for the upward bias introduced by taking absolute values lowers the median to 31%, still very strong selection. Such large estimates clearly cannot be representative of selection on all traits. Some possible sources of overestimation of the strength of selection include confounding environmental and genotypic effects on fitness, the use of fitness components as proxies for fitness, and biases in publication or choice of traits to study.",15562680,Breeder's equation | Elasticity | Natural selection | Phenotypic selection | Selection gradient,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544222341,SCOPUS_ID:7544222341,2-s2.0-7544222341,Cospeciation analysis of an obligate pollination mutualism: Have Glochidion trees (Euphorbiaceae) and pollinating Epicephala moths (Gracillariidae) diversified in parallel?,Kawakita A.,Evolution,00143820,58,10,2201-2214,2004-01-01,October 2004,83,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,39,10.1111/j.0014-3820.2004.tb01598.x,"Species-specific obligate pollination mutualism between Glochidion trees (Euphorbiaceae) and Epicephala moths (Gracillariidae) involves a large number of interacting species and resembles the classically known fig-fig wasp and yucca-yucca moth associations. To assess the extent of parallel cladogenesis in Glochidion-Epicephala association, we reconstruct phylogenetic relationships of 18 species of Glochidion using nuclear ribosomal DNA sequences (internal and external transcribed spacers) and those of the corresponding 18 Epicephala species using mitochondrial (the cytochrome oxidase subunit I gene) and nuclear DNA sequences (the arginine kinase and elongation factor-1α genes). Based on the obtained phylogenies, we determine whether Glochidion and Epicephala have undergone parallel diversification using several different methods for investigating the level of cospeciation between phylogenies. These tests indicate that there is generally a greater degree of correlation between Glochidion and Epicephala phylogenies than expected in a random association, but the results are sensitive to selection of different phylogenetic hypotheses and analytical methods for evaluating cospeciation. Perfect congruence between phylogenies is not found in this association, which likely resulted from host shift by the moths. The observed significant discrepancy between Glochidion and Epicephala phylogenies implies that the one-to-one specificity between the plants and moths has been maintained through a complex speciation process or that there is an underestimated diversity of association between Glochidion trees and Epicephala moths.",15562685,Cospeciation | Epicephala | Fig wasp | Glochidion | Obligate pollination mutualism | Phylogeny | Yucca moth,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544221679,SCOPUS_ID:7544221679,2-s2.0-7544221679,Offspring quality in relation to excess flowers in Pultenaea gunnii (Fabaceae),Burd M.,Evolution,00143820,58,10,2371-2376,2004-01-01,October 2004,8,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,40,10.1111/j.0014-3820.2004.tb01610.x,"The wider choice hypothesis suggests that hermaphroditic plants increase their female fitness by producing excess flowers, exposing more ovaries to the scrutiny of selective abortion, and thereby increasing the offspring quality obtained from the best, which escape abortion. Selective discrimination of fruit maturation has been well documented in many angiosperm species, but there has been no examination of how offspring quality varies in relation to the number of excess flowers. This relation must be positive over the entire range of excess flower number for the wider choice mechanism to be the selective force behind the evolution of very large excess floral displays. I examined offspring quality in relation to natural variation in nonfruiting flowers in 72 plants of Pultenaea gunnii, an Australian bush pea. Maximum seed mass and maximum seedling height at 30 days growth showed a nonlinear, saturating relation to excess flower number that is consistent with a theoretical model of wider choice. But the strongly diminishing marginal benefits of excess flowers in this relation make it unlikely that wider choice plays a major role in the evolution of floral display size in this species.",15562697,Female fitness | Fruit set | Nonfruiting flowers | Selective abortion | Wider choice hypothesis,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544220563,SCOPUS_ID:7544220563,2-s2.0-7544220563,Multiple origin of viviparity in Southeast Asian gastropods (Cerithioidea: Pachychilidae) and its evolutionary implications,Köhler F.,Evolution,00143820,58,10,2215-2226,2004-01-01,October 2004,61,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,41,10.1111/j.0014-3820.2004.tb01599.x,"This study aims at a better understanding of the evolutionary significance of viviparity in some freshwater gastropods. We use a phylogeny based on partial sequences of the mitochondrial 16S gene of representatives of the limnetic and pantropical Pachychilidae to infer the relationships within this particular group of cerithioideans and the evolution of reproductive strategies. The phylogeny presented herein implies a new systematization and suggests that viviparity has appeared three times among the Pachychilidae. This is supported by the finding of very distinct reproductive morphologies in different lineages of viviparous taxa that are exclusively found in Southeast Asia. Based on the observation that oviparity is the ancestral character state in this freshwater family, we conclude that viviparity has evolved subsequent to the exploration of freshwater. We present data showing that all Pachychilidae produce considerably larger but fewer egg capsules compared to most marine snails. In other studies on freshwater gastropods, this has been discussed as an adaptation to freshwater environments. In this context we hypothesize that the increased parental investment involved in the enlargement of eggs in concert with the reduction of clutch sizes was the driving factor that ultimately lead to the evolution of viviparity in the Asian taxa. Consequently, although not directly correlated with the colonization of the new adaptive zone, viviparity is strongly favored by other consequences of this step. Hence, we hypothesize that the production of large eggs, which is necessitated by the exploration of freshwater, represents a preadaptation existing in those ancestors from which viviparous pachychilid lineages eventually evolved in Southeast Asia.",15562686,16S rDNA | Brooding | Cerithioidea | Freshwater gastropods | Pachychilidae | Viviparity,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544220212,SCOPUS_ID:7544220212,2-s2.0-7544220212,Evolution of Wolbachia cytoplasmic incompatibility types,Dobson S.,Evolution,00143820,58,10,2156-2166,2004-01-01,October 2004,30,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,42,10.1111/j.0014-3820.2004.tb01594.x,"The success of obligate endosymbiotic Wolbachia infections in insects is due in part to cytoplasmic incompatibility (CI), whereby Wolbachia bacteria manipulate host reproduction to promote their invasion and persistence within insect populations. The observed diversity of CI types raises the question of what the evolutionary pathways are by which a new CI type can evolve from an ancestral type. Prior evolutionary models assume that Wolbachia exists within a host individual as a clonal infection. While endosymbiotic theory predicts a general trend toward clonality, Wolbachia provides an exception in which there is selection to maintain diversity. Here, evolutionary trajectories are discussed that assume that a novel Wolbachia variant will co-exist with the original infection type within a host individual as a superinfection. Relative to prior models, this assumption relaxes requirements and allows additional pathways for the evolution of novel CI types. In addition to describing changes in the Wolbachia infection frequency associated with the hypothesized evolutionary events, the predicted impact of novel CI variants on the host population is also described. This impact, resulting from discordant evolutionary interests of symbiont and host, is discussed as a possible cause of Wolbachia loss from the host population or host population extinction. The latter is also discussed as the basis for an applied strategy for the suppression of insect pest populations. Model predictions are discussed relative to a recently published Wolbachia genome sequence and prior characterization of CI in naturally and artificially infected insects.",15562682,Applied entomology | Cytoplasmic incompatibility | Microbial genomics | Population replacement | Wolbachia,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544219876,SCOPUS_ID:7544219876,2-s2.0-7544219876,How much of the variation in adaptive divergence can be explained by gene flow? An evaluation using lake-stream stickleback pairs,Hendry A.,Evolution,00143820,58,10,2319-2331,2004-01-01,October 2004,247,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,43,10.1111/j.0014-3820.2004.tb01606.x,"How much of the variation in adaptive divergence can be explained by gene flow? The answer to this question should objectively reveal whether gene flow generally places a substantial constraint on evolutionary diversification. We studied multiple independent lake-stream population pairs of threespine stickleback (Gasterosteus aculeatus). For each pair, we quantified adaptive divergence based on morphological traits that have a genetic basis and are subject to divergent selection. We then estimated gene flow based on variation at five unlinked microsatellite loci. We found a consistent and significant pattern for morphological divergence to be positively correlated with genetic divergence and negatively correlated with gene flow. Statistical significance and the amount of variation explained varied within and among traits: 36.1-74.1% for body depth and 11.8-51.7% for gill raker number. Variation within each trait was the result of differences among methods for estimating genetic divergence and gene flow. Variation among traits likely reflects different strengths of divergent selection. We conclude that gene flow has a substantial effect on adaptive divergence in nature but that the magnitude of this effect varies among traits. An alternative explanation is that cause and effect are reversed: adaptive divergence is instead constraining gene flow. This effect seems relatively unimportant for our system because genetic divergence and gene flow were not correlated with ecologically relevant habitat features of lakes (surface area) or streams (width, depth, flow, canopy openness).",15562693,Adaptation | Dispersal | Ecological speciation | Gasterosteus aculeatus | Microsatellites | Migration | Natural selection | Population mixing,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5444258894,SCOPUS_ID:5444258894,2-s2.0-5444258894,Rapid divergent evolution of sexual morphology: Comparative tests of antagonistic coevolution and traditional female choice,Eberhard W.G.,Evolution,00143820,58,9,1947-1970,2004-01-01,September 2004,135,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,44,10.1111/j.0014-3820.2004.tb00482.x,"Male structures specialized to contact females during sexual interactions often diverge relatively rapidly over evolutionary time. Previous explanations for this pattern invoked sexual selection by female choice, but new ideas emphasize possible sexually antagonistic coevolution resulting from male-female conflict over control of fertilization. The two types of selection have often not been carefully distinguished. They do not theoretically exclude one another, but they have not necessarily had equally important roles in producing rapid evolutionary divergence. To date, most recent empirical studies of antagonistic coevolution have emphasized only a few taxa. This study uses the abundant but little-used data in the taxonomic literature on morphology to evaluate the roles of antagonistic coevolution and traditional female choice over a wide taxonomic spectrum (61 families of arthropods, mostly insects and spiders). Groups with species-specific male structures that contact females were checked for coevolution of species-specific female structures that are contacted by the male and that have mechanical properties that could potentially defend her against the male. Facultatively deployable, species-specific female defensive structures, a design that would seem likely to evolve frequently under the sexually antagonistic coevolution hypothesis, were completely absent (0% of 106 structures in 84 taxonomic groups). Although likely cases of sexually antagonistic coevolution exist, using conservative criteria, 79.2% of the 106 structures lacked even potentially defensive female coevolution. A common pattern (53.8% of 106) was a nearly complete absence of female change in areas contacted by species-specific male structures. Post-hoc arguments invoking possible coevolution of defensive female behavior instead of morphology, or of female sensitivities and responses to male sensory traps, could enable the sexually antagonistic coevolution hypothesis to explain these data. No case of such coevolution of female behavior or sensitivities has been demonstrated, and there are additional reasons to doubt that they are general explanations for the data presented here. Detailed studies of female resistance behavior could help illuminate several issues. The possibility of a greater role for antagonistic coevolution in reproductive physiology than in morphology and the possibility that female choice and sexually antagonistic coevolution have both been important in some lineages are discussed.",15521454,Antagonistic coevolution | Female choice | Genitalia | Male-female conflict | Sexual selection,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5344277592,SCOPUS_ID:5344277592,2-s2.0-5344277592,Heterozygote excess in small populations and the heterozygote-excess effective population size,Balloux F.,Evolution,00143820,58,9,1891-1900,2004-01-01,September 2004,105,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,45,10.1111/j.0014-3820.2004.tb00477.x,"It has been proposed that effective size could be estimated in small dioecious population by considering the heterozygote excess observed at neutral markers. When the number of breeders is small, allelic frequencies in males and females will slightly differ due to binomial sampling error. However, this excess of heterozygotes is not generated by dioecy but by the absence of individuals produced through selfing. Consequently, the approach can also be applied to self-incompatible monoecious species. Some inaccuracies in earlier equations expressing effective size as function of the heterozygote excess are also corrected in this paper. The approach is then extended to subdivided populations, where time of sampling becomes crucial. When adults are sampled, the effective size of the entire population can be estimated, whereas when juveniles are sampled, the average effective number of breeders per subpopulations can be estimated. The main limitation of the heterozygote excess method is that it will only perform satisfactorily for populations with a small number of reproducing individuals. While this situation is unlikely to happen frequently at the scale of the entire population, structured populations with small subpopulations are likely to be common. The estimation of the average number of breeders per subpopulations is thus expected to be applicable to many natural populations. The approach is straightforward to compute and independent of equilibrium assumptions. Applications to simulated data suggest the estimation of the number of breeders to be robust to mutation and migration rates, and to specificities of the mating system.",15521449,Coalescence | Dioecy | F-statistics | Monoecy | Self-incompatibility | Subdivided populations,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5344275938,SCOPUS_ID:5344275938,2-s2.0-5344275938,Evolutionary rates in the adaptive radiation of beetles on plants,Farrell B.,Evolution,00143820,58,9,1984-2001,2004-01-01,September 2004,104,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,46,10.1111/j.0014-3820.2004.tb00484.x,"Herbivorous insects and other small consumers are often specialized both in use of particular host taxa and in use of particular host tissues. Such consumers also often seem to show consistent differences in the rates of evolution of these two dimensions of host use, implying common processes, but this has been little studied. Here we quantify these rates of change in host use evolution in a major radiation of herbivorous insects, the Chrysomeloidea, whose diversity has been attributed to their use of flowering plants. We find a significant difference in the rates of evolutionary change in these two dimensions of host use, with host taxon associations most labile. There are apparently similar differences in rates of host use evolution in other parasite groups, suggesting the generality of this pattern. Divergences in parasite form associated with use of different host tissues may facilitate resource partitioning among successive adaptive radiations on particular host taxa.",15521456,Bruchidae | Cerambycidae | Chrysomelidae | Herbivory | Insect-plant interactions | Parasite-host interactions | Phylogeny,all,All Open Access,NA,NA
