@_fa,@seq,author-url,authid,authname,surname,entry_number,given-name,initials,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/7004786474,7004786474,Koh L.P.,Koh,28,Lian Pin,L.P.,true,60017161
true,2,https://api.elsevier.com/content/author/author_id/7003649216,7003649216,Sodhi N.S.,Sodhi,28,Navjot S.,N.S.,true,60017161
true,3,https://api.elsevier.com/content/author/author_id/7003956690,7003956690,Brook B.W.,Brook,28,Barry W.,B.W.,true,60004655
true,1,https://api.elsevier.com/content/author/author_id/34770305500,34770305500,Johnson S.D.,Johnson,29,Steven D.,S.D.,true,60010499
true,2,https://api.elsevier.com/content/author/author_id/7005366126,7005366126,Collin C.L.,Collin,29,Carine L.,C.L.,true,60010499
true,3,https://api.elsevier.com/content/author/author_id/6506882967,6506882967,Wissman H.J.,Wissman,29,H. Jörgen,H.J.,true,60027152
true,4,https://api.elsevier.com/content/author/author_id/6504427307,6504427307,Halvarsson E.,Halvarsson,29,Erika,E.,NA,NA
true,5,https://api.elsevier.com/content/author/author_id/34567833800,34567833800,Ågren J.,Ågren,29,Jon,J.,true,60009951
true,1,https://api.elsevier.com/content/author/author_id/7101790742,7101790742,Fernandes G.W.,Fernandes,30,G. Wilson,G.W.,true,60030074
true,2,https://api.elsevier.com/content/author/author_id/6504513831,6504513831,Caldeira Castro F.M.,Caldeira Castro,30,Fabiana M.,F.M.,true,60030074
true,3,https://api.elsevier.com/content/author/author_id/7007074009,7007074009,Faria M.L.,Faria,30,Maurício L.,M.L.,true,60030074
true,4,https://api.elsevier.com/content/author/author_id/7005196057,7005196057,Marques E.S.A.,Marques,30,Evelyn S.A.,E.S.A.,true,60030074
true,5,https://api.elsevier.com/content/author/author_id/6504401311,6504401311,Barcelos Greco M.K.,Barcelos Greco,30,Magda K.,M.K.,true,60030074
true,1,https://api.elsevier.com/content/author/author_id/6602734528,6602734528,McDade L.A.,McDade,31,Lucinda A.,L.A.,true,60010079
true,2,https://api.elsevier.com/content/author/author_id/7202330961,7202330961,Weeks J.A.,Weeks,31,Jennifer A.,J.A.,true,60010065
true,1,https://api.elsevier.com/content/author/author_id/6701446862,6701446862,Ghazoul J.,Ghazoul,32,Jaboury,J.,true,60015150
true,2,https://api.elsevier.com/content/author/author_id/6603371142,6603371142,Shaanker R.U.,Shaanker,32,R. Uma,R.U.,true,60001181
true,1,https://api.elsevier.com/content/author/author_id/7005115113,7005115113,Quesada M.,Quesada,33,Mauricio,M.,true,60006046
true,2,https://api.elsevier.com/content/author/author_id/7004618587,7004618587,Stoner K.E.,Stoner,33,Kathryn E.,K.E.,true,60006046
true,3,https://api.elsevier.com/content/author/author_id/35576226900,35576226900,Lobo J.A.,Lobo,33,Jorge A.,J.A.,true,60006046
true,4,https://api.elsevier.com/content/author/author_id/6507139455,6507139455,Herrerías-Diego Y.,Herrerías-Diego,33,Yvonne,Y.,true,60006046
true,5,https://api.elsevier.com/content/author/author_id/6505900961,6505900961,Palacios-Guevara C.,Palacios-Guevara,33,Carolina,C.,true,60006046
true,6,https://api.elsevier.com/content/author/author_id/57203128953,57203128953,Munguía-Rosas M.A.,Munguía-Rosas,33,Miguel A.,M.A.,true,60006046
true,7,https://api.elsevier.com/content/author/author_id/36831706600,36831706600,Karla K.A.,Karla,33,Karla A.,K.A.,true,60006046
true,8,https://api.elsevier.com/content/author/author_id/6505792601,6505792601,Rosas-Guerrero V.,Rosas-Guerrero,33,Víctor,V.,true,60006046
true,1,https://api.elsevier.com/content/author/author_id/6508207302,6508207302,Somanathan H.,Somanathan,34,Hema,H.,true,60014097
true,2,https://api.elsevier.com/content/author/author_id/7005086284,7005086284,Borges R.M.,Borges,34,Renee M.,R.M.,true,60014097
true,3,https://api.elsevier.com/content/author/author_id/8408254600,8408254600,Chakravarthy V.S.,Chakravarthy,34,V. Srinivasa,V.S.,true,60025757
true,1,https://api.elsevier.com/content/author/author_id/6602734528,6602734528,McDade L.A.,McDade,35,Lucinda A.,L.A.,true,60010079
true,2,https://api.elsevier.com/content/author/author_id/7202330961,7202330961,Weeks J.A.,Weeks,35,Jennifer A.,J.A.,true,60010065
true,1,https://api.elsevier.com/content/author/author_id/6506163937,6506163937,Holdo R.M.,Holdo,36,Ricardo M.,R.M.,true,60003269
true,2,https://api.elsevier.com/content/author/author_id/7103278380,7103278380,McDowell L.R.,McDowell,36,Lee R.,L.R.,true,60010177
true,1,https://api.elsevier.com/content/author/author_id/7102396183,7102396183,Rocha C.D.,Rocha,37,Cristiano Dosualdo,C.D.,true,60013792
true,2,https://api.elsevier.com/content/author/author_id/6603015721,6603015721,Del Lama S.N.,Del Lama,37,Sílvia Nassif,S.N.,true,60013792
true,3,https://api.elsevier.com/content/author/author_id/35582514000,35582514000,De Almeida Regitano L.C.,De Almeida Regitano,37,Luciana Correia,L.C.,true,60009625
true,1,https://api.elsevier.com/content/author/author_id/23394005800,23394005800,Tillberg C.V.,Tillberg,38,Chadwick V.,C.V.,true,60000221
true,2,https://api.elsevier.com/content/author/author_id/7003328262,7003328262,Breed M.D.,Breed,38,Michael D.,M.D.,true,60000221
true,1,https://api.elsevier.com/content/author/author_id/7401735232,7401735232,Ramírez A.,Ramírez,39,Alonso,A.,true,60071503
true,2,https://api.elsevier.com/content/author/author_id/6504680444,6504680444,Hernándes-Crus L.R.,Hernándes-Crus,39,Lux Raquel,L.R.,true,60071503
true,1,https://api.elsevier.com/content/author/author_id/7202664819,7202664819,Montgomery R.A.,Montgomery,40,Rebecca A.,R.A.,true,60032179
true,1,https://api.elsevier.com/content/author/author_id/7103301903,7103301903,Harms K.E.,Harms,41,Kyle E.,K.E.,true,60007566
true,2,https://api.elsevier.com/content/author/author_id/7402498640,7402498640,Powers J.S.,Powers,41,Jennifer S.,J.S.,true,60026415
true,3,https://api.elsevier.com/content/author/author_id/7202664819,7202664819,Montgomery R.A.,Montgomery,41,Rebecca A.,R.A.,true,60029445
true,1,https://api.elsevier.com/content/author/author_id/35619471400,35619471400,Grau H.R.,Grau,42,H. Ricardo,H.R.,true,100353452
true,1,https://api.elsevier.com/content/author/author_id/6508311823,6508311823,Angulo-Sandoval P.,Angulo-Sandoval,43,Pilar,P.,true,60071503
true,2,https://api.elsevier.com/content/author/author_id/11939676100,11939676100,Fernández-Marín H.,Fernández-Marín,43,H.,H.,true,60071503
true,3,https://api.elsevier.com/content/author/author_id/7401859637,7401859637,Zimmerman J.K.,Zimmerman,43,J. K.,J.K.,true,60071503
true,4,https://api.elsevier.com/content/author/author_id/7004375740,7004375740,Aide T.M.,Aide,43,T. M.,T.M.,true,60071503
true,1,https://api.elsevier.com/content/author/author_id/6603323395,6603323395,Barriga-Sosa I.D.L.A.,Barriga-Sosa,44,Irene De Los Ángeles,I.D.L.A.,true,60014923
true,2,https://api.elsevier.com/content/author/author_id/6701589295,6701589295,Eguiarte L.E.,Eguiarte,44,L. E.,L.E.,true,60032442
true,3,https://api.elsevier.com/content/author/author_id/6602267799,6602267799,Arredondo-Figueroa J.L.,Arredondo-Figueroa,44,J. L.,J.L.,true,60014923
true,1,https://api.elsevier.com/content/author/author_id/6602170472,6602170472,Debout G.,Debout,45,Gabriel,G.,true,60068952
true,1,https://api.elsevier.com/content/author/author_id/7402498640,7402498640,Powers J.S.,Powers,46,Jennifer S.,J.S.,true,60026415
true,1,https://api.elsevier.com/content/author/author_id/6602608270,6602608270,Muller-Landau H.C.,Muller-Landau,47,Helene C.,H.C.,true,60003269
true,1,https://api.elsevier.com/content/author/author_id/7005471331,7005471331,Pimentel D.S.,Pimentel,48,Domingos Sávlo,D.S.,true,60031482
true,2,https://api.elsevier.com/content/author/author_id/7004125728,7004125728,Tabarelli M.,Tabarelli,48,Marcelo,M.,true,60031482
true,1,https://api.elsevier.com/content/author/author_id/22982204800,22982204800,Trivedi M.R.,Trivedi,49,Mandar R.,M.R.,true,60000112
true,2,https://api.elsevier.com/content/author/author_id/6602982903,6602982903,Cornejo F.H.,Cornejo,49,Fernando H.,F.H.,true,60120756
true,3,https://api.elsevier.com/content/author/author_id/56711666600,56711666600,Watkinson A.R.,Watkinson,49,Andrew R.,A.R.,true,60000112
true,1,https://api.elsevier.com/content/author/author_id/7006690970,7006690970,Dyer L.A.,Dyer,50,Lee A.,L.A.,true,60017672
true,2,https://api.elsevier.com/content/author/author_id/7005578672,7005578672,Gentry G.,Gentry,50,Grant,G.,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/56734256100,56734256100,Tobler M.A.,Tobler,50,Mark A.,M.A.,true,60017672
true,1,https://api.elsevier.com/content/author/author_id/55606614400,55606614400,Guevara S.,Guevara,51,Sergio,S.,true,60024712
true,2,https://api.elsevier.com/content/author/author_id/7006170244,7006170244,Laborde J.,Laborde,51,Javier,J.,true,60024712
true,3,https://api.elsevier.com/content/author/author_id/6505456337,6505456337,Sánchez-Rios G.,Sánchez-Rios,51,Graciela,G.,true,60024712
true,1,https://api.elsevier.com/content/author/author_id/8357332900,8357332900,Chacoff N.P.,Chacoff,52,Natacha P.,N.P.,true,100353452
true,2,https://api.elsevier.com/content/author/author_id/24822265100,24822265100,Morales J.M.,Morales,52,Juan M.,J.M.,true,60022659
true,3,https://api.elsevier.com/content/author/author_id/6506610390,6506610390,Vaquera M.D.P.,Vaquera,52,Maria Del P.,M.D.P.,true,100353452
true,1,https://api.elsevier.com/content/author/author_id/6602690651,6602690651,DeWalt S.J.,DeWalt,53,Saara J.,S.J.,true,60007566
true,2,https://api.elsevier.com/content/author/author_id/7006423157,7006423157,Chave J.,Chave,53,Jérôme,J.,true,60008134
true,1,https://api.elsevier.com/content/author/author_id/7102213596,7102213596,Fiedler K.,Fiedler,54,Konrad,K.,true,60023208
true,2,https://api.elsevier.com/content/author/author_id/36663775600,36663775600,Schulze C.H.,Schulze,54,Christian H.,C.H.,true,60023208
true,1,https://api.elsevier.com/content/author/author_id/57224878897,57224878897,Deng X.B.,Deng,55,Xao Bao,X.B.,true,60012627
true,2,https://api.elsevier.com/content/author/author_id/7006260113,7006260113,Ren P.Y.,Ren,55,Pan Yu,P.Y.,true,60012627
true,3,https://api.elsevier.com/content/author/author_id/7404475152,7404475152,Gao J.Y.,Gao,55,Jiang Yun,J.Y.,true,60012627
true,4,https://api.elsevier.com/content/author/author_id/36063681000,36063681000,Li Q.J.,Li,55,Qing Jun,Q.J.,true,60012627
true,1,https://api.elsevier.com/content/author/author_id/6701606952,6701606952,Wunderle J.M.,Wunderle,56,Joseph M.,J.M.,true,60071509
true,2,https://api.elsevier.com/content/author/author_id/56203713200,56203713200,Mercado J.E.,Mercado,56,Javier E.,J.E.,true,60071509
true,3,https://api.elsevier.com/content/author/author_id/6601933772,6601933772,Parresol B.,Parresol,56,Bernard,B.,true,60003342
true,4,https://api.elsevier.com/content/author/author_id/16556748900,16556748900,Terranova E.,Terranova,56,Esteban,E.,true,60071509
true,1,https://api.elsevier.com/content/author/author_id/8596626500,8596626500,Meyer C.F.J.,Meyer,57,Christoph F.J.,C.F.J.,true,60010586
true,2,https://api.elsevier.com/content/author/author_id/7004978335,7004978335,Zotz G.,Zotz,57,Gerhard,G.,true,60110500
true,1,https://api.elsevier.com/content/author/author_id/8682521600,8682521600,Walsh P.D.,Walsh,58,Peter D.,P.D.,true,60003269
true,2,https://api.elsevier.com/content/author/author_id/6603045158,6603045158,Henschel P.,Henschel,58,Phillipp,P.,true,60001012
true,3,https://api.elsevier.com/content/author/author_id/7004267574,7004267574,Abernethy K.A.,Abernethy,58,Kate A.,K.A.,true,60025200
true,4,https://api.elsevier.com/content/author/author_id/7004616381,7004616381,Tutin C.E.G.,Tutin,58,Caroline E.G.,C.E.G.,true,60025200
true,5,https://api.elsevier.com/content/author/author_id/57198074634,57198074634,Telfer P.,Telfer,58,Paul,P.,true,60021784
true,6,https://api.elsevier.com/content/author/author_id/6507533269,6507533269,Lahm S.A.,Lahm,58,Sally A.,S.A.,true,100469634
true,1,https://api.elsevier.com/content/author/author_id/6602591097,6602591097,Carlo T.A.,Carlo,59,Tomás A.,T.A.,true,60004923
true,2,https://api.elsevier.com/content/author/author_id/7004006804,7004006804,Collazo J.A.,Collazo,59,Jaime A.,J.A.,true,60004923
true,3,https://api.elsevier.com/content/author/author_id/6701646965,6701646965,Groom M.J.,Groom,59,Martha J.,M.J.,true,60004923
true,1,https://api.elsevier.com/content/author/author_id/56030232100,56030232100,Galatowitsch M.L.,Galatowitsch,60,Mark L.,M.L.,true,60012650
true,2,https://api.elsevier.com/content/author/author_id/6603673048,6603673048,Mumme R.L.,Mumme,60,Ronald L.,R.L.,true,60012650
true,1,https://api.elsevier.com/content/author/author_id/8625172100,8625172100,Méndez M.,Méndez,61,Martha,M.,true,101024364
true,2,https://api.elsevier.com/content/author/author_id/7101718291,7101718291,Durán R.,Durán,61,Rafael,R.,true,101024364
true,3,https://api.elsevier.com/content/author/author_id/6603406530,6603406530,Olmsted I.,Olmsted,61,Ingrid,I.,true,101024364
true,4,https://api.elsevier.com/content/author/author_id/55731059200,55731059200,Oyama K.,Oyama,61,Ken,K.,true,60006046
true,1,https://api.elsevier.com/content/author/author_id/6507845037,6507845037,Codesido M.,Codesido,62,Mariano,M.,true,106760852
true,2,https://api.elsevier.com/content/author/author_id/6602848972,6602848972,Bilenca D.,Bilenca,62,David,D.,true,60001563
true,1,https://api.elsevier.com/content/author/author_id/6507891407,6507891407,Fáveri S.B.,Fáveri,63,Sarita B.,S.B.,true,60029159
true,2,https://api.elsevier.com/content/author/author_id/7003326559,7003326559,Vasconcelos H.L.,Vasconcelos,63,Heraldo L.,H.L.,true,60029159
true,1,https://api.elsevier.com/content/author/author_id/7101975791,7101975791,Romero G.Q.,Romero,64,Gustavo Q.,G.Q.,true,60029570
true,2,https://api.elsevier.com/content/author/author_id/6602877928,6602877928,Vasconcellos-Neto J.,Vasconcellos-Neto,64,João,J.,true,60029570
true,1,https://api.elsevier.com/content/author/author_id/7102091974,7102091974,Chapman L.J.,Chapman,65,Lauren J.,L.J.,true,60013959
true,2,https://api.elsevier.com/content/author/author_id/7402470845,7402470845,Schneider K.R.,Schneider,65,Kimberly R.,K.R.,true,60013959
true,3,https://api.elsevier.com/content/author/author_id/6701696373,6701696373,Apodaca C.,Apodaca,65,Chrissy,C.,true,60013959
true,4,https://api.elsevier.com/content/author/author_id/7403167435,7403167435,Chapman C.A.,Chapman,65,Colin A.,C.A.,true,60013959
true,1,https://api.elsevier.com/content/author/author_id/6701395652,6701395652,Nummelin M.,Nummelin,66,Matti,M.,true,60002952
true,2,https://api.elsevier.com/content/author/author_id/6602580503,6602580503,Kaitala S.,Kaitala,66,Seppo,S.,true,60002952
true,1,https://api.elsevier.com/content/author/author_id/8972717100,8972717100,Fonte S.J.,Fonte,67,Steven J.,S.J.,true,60013402
true,2,https://api.elsevier.com/content/author/author_id/6701822629,6701822629,Schowalter T.D.,Schowalter,67,Timothy D.,T.D.,true,60013402
true,1,https://api.elsevier.com/content/author/author_id/55903543100,55903543100,Leigh E.G.,Leigh,68,Egbert Giles,E.G.,true,60030522
true,2,https://api.elsevier.com/content/author/author_id/6602835619,6602835619,Davidar P.,Davidar,68,Priya,P.,true,60013919
true,3,https://api.elsevier.com/content/author/author_id/35513100200,35513100200,Dick C.W.,Dick,68,Christopher W.,C.W.,true,60030522
true,4,https://api.elsevier.com/content/author/author_id/6603449724,6603449724,Puyravaud J.P.,Puyravaud,68,Jean Philippe,J.P.,true,60026415
true,5,https://api.elsevier.com/content/author/author_id/7003885172,7003885172,Terborgh J.,Terborgh,68,John,J.,true,60008724
true,6,https://api.elsevier.com/content/author/author_id/6603780906,6603780906,Ter Steege H.,Ter Steege,68,Hans,H.,true,60007989
true,7,https://api.elsevier.com/content/author/author_id/7404005339,7404005339,Wright S.J.,Wright,68,Stuart Joseph,S.J.,true,60030522
true,1,https://api.elsevier.com/content/author/author_id/6507510242,6507510242,Hodgkison R.,Hodgkison,69,Robert,R.,true,60015875
true,2,https://api.elsevier.com/content/author/author_id/6602935559,6602935559,Balding S.T.,Balding,69,Sharon T.,S.T.,true,60015875
true,3,https://api.elsevier.com/content/author/author_id/6603190266,6603190266,Zubaid A.,Zubaid,69,Akbar,A.,true,60001821
true,4,https://api.elsevier.com/content/author/author_id/7005472327,7005472327,Kunz T.H.,Kunz,69,Thomas H.,T.H.,true,60019674
true,1,https://api.elsevier.com/content/author/author_id/6603407458,6603407458,Brightsmith D.J.,Brightsmith,70,Donald J.,D.J.,true,60008724
true,2,https://api.elsevier.com/content/author/author_id/6504178055,6504178055,Muñoz-Najar R.A.,Muñoz-Najar,70,Romina Aramburú,R.A.,true,60071254
true,1,https://api.elsevier.com/content/author/author_id/7003336376,7003336376,Sheil D.,Sheil,71,Douglas,D.,true,60069393
true,2,https://api.elsevier.com/content/author/author_id/57211144355,57211144355,Salim A.,Salim,71,Agus,A.,true,60069393
