@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number,orcid
true,2,https://api.elsevier.com/content/author/author_id/57203991774,57203991774,Aguilar-Tellez F.V.,Aguilar-Tellez,Federico Vladymir,F.V.,true,60025378,10,NA
true,3,https://api.elsevier.com/content/author/author_id/35612132400,35612132400,Alarcón-López F.J.,Alarcón-López,Francisco Javier,F.J.,true,60016818,10,NA
true,4,https://api.elsevier.com/content/author/author_id/57203989592,57203989592,Pedrosa-Islas R.,Pedrosa-Islas,Ruth,R.,true,60011923,10,NA
true,5,https://api.elsevier.com/content/author/author_id/35345516200,35345516200,Peña-Marín E.S.,Peña-Marín,Emyr Saul,E.S.,true,60025378,10,NA
true,6,https://api.elsevier.com/content/author/author_id/55974989600,55974989600,Martínez-García R.,Martínez-García,Rafael,R.,true,60025378,10,NA
true,7,https://api.elsevier.com/content/author/author_id/55934780100,55934780100,Guerrero-Zárate R.,Guerrero-Zárate,Rocío,R.,true,60025378,10,NA
true,8,https://api.elsevier.com/content/author/author_id/26633025800,26633025800,Matamoros W.A.,Matamoros,Wilfredo A.,W.A.,true,60013281,10,NA
true,9,https://api.elsevier.com/content/author/author_id/57203385466,57203385466,Álvarez-González C.A.,Álvarez-González,Carlos Alfonso,C.A.,true,60025378,10,NA
true,1,https://api.elsevier.com/content/author/author_id/57189796550,57189796550,Loría-Naranjo M.,Loría-Naranjo,Margarita,M.,true,60071929,11,NA
true,2,https://api.elsevier.com/content/author/author_id/36705211600,36705211600,Samper-Villarreal J.,Samper-Villarreal,Jimena,J.,true,60071929,11,NA
true,3,https://api.elsevier.com/content/author/author_id/57203990610,57203990610,Sandoval-Siles M.,Sandoval-Siles,Marylaura,M.,true,60071929,11,NA
true,4,https://api.elsevier.com/content/author/author_id/35422127200,35422127200,Cortés J.,Cortés,Jorge,J.,true,60071929,11,NA
true,1,https://api.elsevier.com/content/author/author_id/57203991013,57203991013,Cera M.,Cera,Merlys Merlano,M.M.,true,60064735,12,NA
true,2,https://api.elsevier.com/content/author/author_id/56610372600,56610372600,García-Urueña R.,García-Urueña,Rocío,R.,true,60064735,12,NA
true,1,https://api.elsevier.com/content/author/author_id/6504252131,6504252131,Vargas-Fernández I.,Vargas-Fernández,Isabel,I.,true,60032442,13,NA
true,2,https://api.elsevier.com/content/author/author_id/57203989303,57203989303,Gerardino D.,Gerardino,Diana Jimena Castro,D.J.C.,true,60015033,13,NA
true,3,https://api.elsevier.com/content/author/author_id/6506197459,6506197459,Llorente-Bousquets J.,Llorente-Bousquets,Jorge E.,J.E.,true,60032442,13,NA
true,1,https://api.elsevier.com/content/author/author_id/57191974925,57191974925,Méndez M.V.,Méndez,Magalí Verónica,M.V.,true,60030258,14,NA
true,2,https://api.elsevier.com/content/author/author_id/55347903600,55347903600,Sánchez A.C.,Sánchez,Ana Carina,A.C.,true,60030258,14,NA
true,3,https://api.elsevier.com/content/author/author_id/56294372000,56294372000,Flores F.F.,Flores,Fabio Fernando,F.F.,true,121390622,14,NA
true,4,https://api.elsevier.com/content/author/author_id/15020995900,15020995900,Lupo L.C.,Lupo,Liliana Concepción,L.C.,true,60030258,14,NA
true,1,https://api.elsevier.com/content/author/author_id/6602584757,6602584757,González-Sansón G.,González-Sansón,Gaspar,G.,true,60008943,15,NA
true,2,https://api.elsevier.com/content/author/author_id/35094976100,35094976100,Aguilar-Betancourt C.M.,Aguilar-Betancourt,Consuelo M.,C.M.,true,60008943,15,NA
true,3,https://api.elsevier.com/content/author/author_id/56080074700,56080074700,Kosonoy-Aceves D.,Kosonoy-Aceves,Daniel,D.,true,60008943,15,NA
true,1,https://api.elsevier.com/content/author/author_id/34880731400,34880731400,Rostelato-Ferreira S.,Rostelato-Ferreira,Sandro,S.,true,60032751,16,NA
true,2,https://api.elsevier.com/content/author/author_id/35334961600,35334961600,Rocha T.,Rocha,Thalita,T.,true,60001774,16,NA
true,3,https://api.elsevier.com/content/author/author_id/9279840000,9279840000,Dal Belo C.A.,Dal Belo,Cháriston A.,C.A.,true,60082715,16,NA
true,4,https://api.elsevier.com/content/author/author_id/6701409040,6701409040,Rodrigues-Simioni L.,Rodrigues-Simioni,L.,L.,true,60032751,16,NA
true,5,https://api.elsevier.com/content/author/author_id/7006363068,7006363068,Ownby C.L.,Ownby,Charlotte L.,C.L.,true,60006514,16,NA
true,6,https://api.elsevier.com/content/author/author_id/7004062139,7004062139,Da Cruz-Höfling M.A.,Da Cruz-Höfling,Maria Alice,M.A.,true,60029570,16,NA
true,1,https://api.elsevier.com/content/author/author_id/7402554934,7402554934,Ho Y.,Ho,Yuh Shan,Y.S.,true,60072429,17,NA
true,2,https://api.elsevier.com/content/author/author_id/10938795200,10938795200,Lim L.,Lim,Linda Biaw Leng,L.B.L.,true,60072089,17,NA
true,3,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,Monge-Nájera J.,Monge-Nájera,Julián,J.,true,60113197,17,NA
true,1,https://api.elsevier.com/content/author/author_id/56086515300,56086515300,Kranzfelder P.,Kranzfelder,Petra,P.,true,60029445,18,NA
true,2,https://api.elsevier.com/content/author/author_id/6701351359,6701351359,Ferrington L.C.,Ferrington,Leonard C.,L.C.,true,60029445,18,NA
true,1,https://api.elsevier.com/content/author/author_id/6504670383,6504670383,Escalera-Vázquez L.,Escalera-Vázquez,Luis Humberto,L.H.,true,60032816,19,NA
true,2,https://api.elsevier.com/content/author/author_id/8878221000,8878221000,Domínguez-Domínguez O.,Domínguez-Domínguez,Omar,O.,true,60032816,19,NA
true,3,https://api.elsevier.com/content/author/author_id/57203988030,57203988030,Molina-Domínguez E.,Molina-Domínguez,Eduardo,E.,true,60032816,19,NA
true,4,https://api.elsevier.com/content/author/author_id/7102934467,7102934467,Sarma S.,Sarma,S. S.S.,S.S.S.,true,60032442,19,NA
true,5,https://api.elsevier.com/content/author/author_id/7004354539,7004354539,Nandini S.,Nandini,S.,S.,true,60032442,19,NA
true,1,https://api.elsevier.com/content/author/author_id/57188585544,57188585544,Carrera-Treviño R.,Carrera-Treviño,Rogelio,R.,true,60025417,20,NA
true,2,https://api.elsevier.com/content/author/author_id/57191072709,57191072709,Astudillo-Sánchez C.,Astudillo-Sánchez,Claudia C.,C.C.,true,60019607,20,NA
true,3,https://api.elsevier.com/content/author/author_id/6507372639,6507372639,Garza-Torres H.,Garza-Torres,Héctor A.,H.A.,true,60019607,20,NA
true,4,https://api.elsevier.com/content/author/author_id/57191440826,57191440826,Martínez-García L.,Martínez-García,Luis,L.,true,60025417,20,NA
true,5,https://api.elsevier.com/content/author/author_id/36640561600,36640561600,Soria-Díaz L.,Soria-Díaz,Leroy,L.,true,60019607,20,NA
true,1,https://api.elsevier.com/content/author/author_id/37002511500,37002511500,Cysneiros V.C.,Cysneiros,Vinicius Costa,V.C.,true,60015043,21,NA
true,2,https://api.elsevier.com/content/author/author_id/42261210300,42261210300,Dalmaso C.A.,Dalmaso,Cilmar Antônio,C.A.,true,60015043,21,NA
true,3,https://api.elsevier.com/content/author/author_id/39861854300,39861854300,Pelissari A.L.,Pelissari,Allan Libanio,A.L.,true,60015043,21,NA
true,4,https://api.elsevier.com/content/author/author_id/9336442300,9336442300,De Mattos P.P.,De Mattos,Patricia Povoa,P.P.,true,60009625,21,NA
true,5,https://api.elsevier.com/content/author/author_id/57195299797,57195299797,De Souza L.,De Souza,Luizinho,L.,true,121389456,21,NA
true,6,https://api.elsevier.com/content/author/author_id/35852911500,35852911500,Machado S.d.A.,Machado,Sebastião do Amaral,S.d.A.,true,60015043,21,NA
true,1,https://api.elsevier.com/content/author/author_id/56426613700,56426613700,Azofeifa-Solano J.,Azofeifa-Solano,Juan Carlos,J.C.,true,60071929,22,NA
true,2,https://api.elsevier.com/content/author/author_id/56426448600,56426448600,Salas-Moya C.,Salas-Moya,Carolina,C.,true,60071929,22,NA
true,3,https://api.elsevier.com/content/author/author_id/57203983356,57203983356,Cubero-Campos Y.,Cubero-Campos,Yamileth,Y.,true,114180194,22,NA
true,4,https://api.elsevier.com/content/author/author_id/25824001900,25824001900,Sibaja-Cordero J.,Sibaja-Cordero,Jeffrey A.,J.A.,true,60071929,22,NA
true,1,https://api.elsevier.com/content/author/author_id/55596480400,55596480400,Pérez-Solano L.,Pérez-Solano,Luz Adriana,L.A.,true,60024712,23,NA
true,2,https://api.elsevier.com/content/author/author_id/57203979456,57203979456,González M.,González,Matilde,M.,true,60094431,23,NA
true,3,https://api.elsevier.com/content/author/author_id/57203487627,57203487627,López-Tello E.,López-Tello,Eva,E.,true,60007909,23,NA
true,4,https://api.elsevier.com/content/author/author_id/55930549000,55930549000,Mandujano S.,Mandujano,Salvador,S.,true,60024712,23,NA
true,1,https://api.elsevier.com/content/author/author_id/57203992944,57203992944,Ongaratto R.,Ongaratto,Rocheli M.,R.M.,true,60002129,24,NA
true,2,https://api.elsevier.com/content/author/author_id/57193311868,57193311868,Loureiro R.,Loureiro,Rafael C.,R.C.,true,60002129,24,NA
true,3,https://api.elsevier.com/content/author/author_id/13204295600,13204295600,Restello R.,Restello,Rozane M.,R.M.,true,60002129,24,NA
true,4,https://api.elsevier.com/content/author/author_id/24080323900,24080323900,Hepp L.,Hepp,Luiz U.,L.U.,true,60002129,24,NA
true,1,https://api.elsevier.com/content/author/author_id/7801386754,7801386754,Rejas D.,Rejas,Danny,D.,true,60072078,25,NA
true,1,https://api.elsevier.com/content/author/author_id/57004939800,57004939800,Gorrer D.,Gorrer,Daniel Alejandro,D.A.,true,60023103,26,NA
true,2,https://api.elsevier.com/content/author/author_id/45560963000,45560963000,Berrueta P.,Berrueta,Pedro Cayetano,P.C.,true,60023103,26,NA
true,3,https://api.elsevier.com/content/author/author_id/15843226100,15843226100,Giacosa J.,Giacosa,Juan Pablo Ramos,J.P.R.,true,60023103,26,NA
true,4,https://api.elsevier.com/content/author/author_id/7102364805,7102364805,Giudice G.,Giudice,Gabriela Elena,G.E.,true,60023103,26,NA
true,5,https://api.elsevier.com/content/author/author_id/56217110000,56217110000,Luna M.,Luna,María Luján,M.L.,true,60023103,26,NA
true,1,https://api.elsevier.com/content/author/author_id/55884171500,55884171500,González-Muñoz R.,González-Muñoz,Ricardo,R.,true,60002864,27,NA
true,2,https://api.elsevier.com/content/author/author_id/57203986943,57203986943,Hernández-Ortiz C.,Hernández-Ortiz,Carlos,C.,true,60025791,27,NA
true,3,https://api.elsevier.com/content/author/author_id/35368369000,35368369000,Garese A.,Garese,Agustín,A.,true,60002864,27,NA
true,4,https://api.elsevier.com/content/author/author_id/18042760900,18042760900,Simões N.,Simões,Nuno,N.,true,60172562,27,NA
true,5,https://api.elsevier.com/content/author/author_id/55883855600,55883855600,Acuña F.H.,Acuña,Fabián Horacio,F.H.,true,60002864,27,NA
true,1,https://api.elsevier.com/content/author/author_id/57189324797,57189324797,Morales J.,Morales,Jenny J.,J.J.,true,60001701,28,NA
true,2,https://api.elsevier.com/content/author/author_id/55891158900,55891158900,García-Alzate C.,García-Alzate,Carlos A.,C.A.,true,60105707,28,NA
true,1,https://api.elsevier.com/content/author/author_id/57213979942,57213979942,Mamani G.,Mamani,Godofredo,G.,true,121390227,29,NA
true,2,https://api.elsevier.com/content/author/author_id/57203985229,57203985229,Soto H.C.,Soto,Héctor Chuquillanqui,H.C.,true,121389595,29,NA
true,3,https://api.elsevier.com/content/author/author_id/57203980816,57203980816,Mateo S.L.C.,Mateo,Susana L.Chumbiauca,S.L.C.,true,60078119,29,NA
true,4,https://api.elsevier.com/content/author/author_id/7004019527,7004019527,Sahley C.T.,Sahley,Catherine T.,C.T.,true,121389595,29,NA
true,5,https://api.elsevier.com/content/author/author_id/7402478492,7402478492,Alonso A.,Alonso,Alfonso,A.,true,121389595,29,NA
true,6,https://api.elsevier.com/content/author/author_id/57222417729,57222417729,Linares-Palomino R.,Linares-Palomino,Reynaldo,R.,true,121389595,29,NA
true,1,https://api.elsevier.com/content/author/author_id/57203983687,57203983687,Sulong N.,Sulong,Norafarain,N.,true,60001821,30,NA
true,2,https://api.elsevier.com/content/author/author_id/57203985278,57203985278,Shahabudin N.,Shahabudin,Nurul Farhana,N.F.,true,60001821,30,NA
true,3,https://api.elsevier.com/content/author/author_id/6602652954,6602652954,Noor N.,Noor,Normah Mohd,N.M.,true,60001821,30,NA
true,1,https://api.elsevier.com/content/author/author_id/7006162050,7006162050,Alvarado A.,Alvarado,Alfredo,A.,true,60071929,31,NA
true,2,https://api.elsevier.com/content/author/author_id/57272224300,57272224300,Mora A.,Mora,Argenis,A.,true,113190604,31,NA
true,3,https://api.elsevier.com/content/author/author_id/57191446521,57191446521,Chacón-Madrigal E.,Chacón-Madrigal,Eduardo,E.,true,60071929,31,NA
true,4,https://api.elsevier.com/content/author/author_id/57203993975,57203993975,Villalobos J.E.,Villalobos,José E.,J.E.,NA,NA,31,NA
true,5,https://api.elsevier.com/content/author/author_id/57203988139,57203988139,Sandí C.L.,Sandí,Carlos L.,C.L.,true,113190604,31,NA
true,1,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,Monge-Nájera J.,Monge-Nájera,Julián,J.,true,60071929,32,NA
true,1,https://api.elsevier.com/content/author/author_id/56879209300,56879209300,Vargas-Figueroa J.,Vargas-Figueroa,Jhon Alexander,J.A.,true,60066812,33,NA
true,2,https://api.elsevier.com/content/author/author_id/55986613700,55986613700,Torres-González A.,Torres-González,Alba Marina,A.M.,true,60066812,33,NA
true,1,https://api.elsevier.com/content/author/author_id/36705054400,36705054400,Pérez-Gómez G.,Pérez-Gómez,Gabriela,G.,true,60071924,34,NA
true,2,https://api.elsevier.com/content/author/author_id/39161542000,39161542000,Jiménez-Rocha A.,Jiménez-Rocha,Ana Eugenia,A.E.,true,60071924,34,NA
true,3,https://api.elsevier.com/content/author/author_id/57190576388,57190576388,Bermúdez-Rojas T.,Bermúdez-Rojas,Tania,T.,true,60071924,34,NA
true,1,https://api.elsevier.com/content/author/author_id/57202235960,57202235960,Silva-Aparicio M.,Silva-Aparicio,Marisa,M.,true,60121765,35,NA
true,2,https://api.elsevier.com/content/author/author_id/55989718000,55989718000,Castro-Ramírez A.E.,Castro-Ramírez,Adriana E.,A.E.,true,60121765,35,NA
true,3,https://api.elsevier.com/content/author/author_id/55989673200,55989673200,Castillo-Campos G.,Castillo-Campos,Gonzalo,G.,true,60024712,35,NA
true,4,https://api.elsevier.com/content/author/author_id/57202237030,57202237030,Rivera H.P.,Rivera,Hugo Perales,H.P.,true,60121765,35,NA
true,1,https://api.elsevier.com/content/author/author_id/57202237827,57202237827,Cacua-Toledo C.,Cacua-Toledo,Cristhian Fernando,C.F.,true,60057258,36,NA
true,2,https://api.elsevier.com/content/author/author_id/25927554000,25927554000,Serrano-Cardozo V.,Serrano-Cardozo,Víctor Hugo,V.H.,true,60057258,36,NA
true,3,https://api.elsevier.com/content/author/author_id/6603026914,6603026914,Ramírez-Pinilla M.,Ramírez-Pinilla,Martha Patricia,M.P.,true,60057258,36,NA
true,1,https://api.elsevier.com/content/author/author_id/56581807100,56581807100,Naranjo-Gómez E.J.,Naranjo-Gómez,Esther J.,E.J.,true,60055833,37,NA
true,2,https://api.elsevier.com/content/author/author_id/24471673600,24471673600,Puertas-Mejía M.A.,Puertas-Mejía,Miguel A.,M.A.,true,60055833,37,NA
true,3,https://api.elsevier.com/content/author/author_id/56901298600,56901298600,Mejía-Giraldo J.C.,Mejía-Giraldo,Juan C.,J.C.,true,60055833,37,NA
true,4,https://api.elsevier.com/content/author/author_id/57202228594,57202228594,Amaya-Nieto A.Z.,Amaya-Nieto,Anggy Z.,A.Z.,true,60055833,37,NA
true,5,https://api.elsevier.com/content/author/author_id/6505792779,6505792779,Atehortúa L.,Atehortúa,Lucia,L.,true,60055833,37,NA
true,1,https://api.elsevier.com/content/author/author_id/57196009395,57196009395,Torres V J.R.,Torres V,Jony R.,J.R.,true,60015438,38,NA
true,2,https://api.elsevier.com/content/author/author_id/8891924400,8891924400,Infante-Mata D.,Infante-Mata,Dulce,D.,true,60015438,38,NA
true,3,https://api.elsevier.com/content/author/author_id/36910492300,36910492300,Sánchez A.J.,Sánchez,Alberto J.,A.J.,true,60025378,38,NA
true,4,https://api.elsevier.com/content/author/author_id/36193718400,36193718400,Espinoza-Tenorio A.,Espinoza-Tenorio,Alejandro,A.,true,60015438,38,NA
true,5,https://api.elsevier.com/content/author/author_id/16678693600,16678693600,Barba E.,Barba,Everardo,E.,true,60015438,38,NA
true,1,https://api.elsevier.com/content/author/author_id/16686787800,16686787800,Megna Y.,Megna,Yoandri S.,Y.S.,true,105950657,39,NA
true,2,https://api.elsevier.com/content/author/author_id/6506271283,6506271283,Sánchez-Fernández D.,Sánchez-Fernández,David,D.,true,60000823,39,NA
true,3,https://api.elsevier.com/content/author/author_id/57202236263,57202236263,García I.,García,Ileana Fernández,I.F.,true,60070392,39,NA
true,4,https://api.elsevier.com/content/author/author_id/16833881000,16833881000,Reyes-Tur B.,Reyes-Tur,Bernardo,B.,true,60061344,39,NA
true,5,https://api.elsevier.com/content/author/author_id/7004150795,7004150795,Balke M.,Balke,Michael,M.,true,60072345,39,NA
true,1,https://api.elsevier.com/content/author/author_id/57202231872,57202231872,Jantsch A.,Jantsch,Adriana,A.,true,60018904,40,NA
true,2,https://api.elsevier.com/content/author/author_id/56716500000,56716500000,de Melo Júnior J.C.F.,de Melo Júnior,João Carlos Ferreira,J.C.F.,true,60018904,40,NA
true,3,https://api.elsevier.com/content/author/author_id/57193456461,57193456461,Amorim M.W.,Amorim,Maick Willian,M.W.,true,60018904,40,NA
true,4,https://api.elsevier.com/content/author/author_id/55345890800,55345890800,Larcher L.,Larcher,Letícia,L.,true,120741670,40,NA
true,5,https://api.elsevier.com/content/author/author_id/8557144500,8557144500,Soffiatti P.,Soffiatti,Patrícia,P.,true,60015043,40,NA
true,1,https://api.elsevier.com/content/author/author_id/56519913200,56519913200,Lagos A.M.,Lagos,Ana Milena,A.M.,true,60172336,41,NA
true,2,https://api.elsevier.com/content/author/author_id/57202233618,57202233618,Victoria Leon M.,Victoria Leon,M.,M.,true,60064735,41,NA
true,3,https://api.elsevier.com/content/author/author_id/14021782900,14021782900,Quiroga S.Y.,Quiroga,Sigmer Y.,S.Y.,true,60064735,41,NA
true,4,https://api.elsevier.com/content/author/author_id/57104191600,57104191600,Martínez A.,Martínez,Alejandro,A.,true,60021199,41,NA
true,1,https://api.elsevier.com/content/author/author_id/57202238163,57202238163,Llerena-Martillo Y.,Llerena-Martillo,Yasmania,Y.,true,60072059,42,NA
true,2,https://api.elsevier.com/content/author/author_id/56335294600,56335294600,Peñaherrera-Palma C.,Peñaherrera-Palma,César,C.,true,60072063,42,NA
true,3,https://api.elsevier.com/content/author/author_id/7004660684,7004660684,Espinoza E.R.,Espinoza,Eduardo R.,E.R.,true,120741538,42,NA
true,1,https://api.elsevier.com/content/author/author_id/8684317800,8684317800,Spencer L.,Spencer,Lilian M.,L.M.,true,60105012,43,NA
true,2,https://api.elsevier.com/content/author/author_id/57202231158,57202231158,Peña-Quintero A.,Peña-Quintero,Andreyna,A.,true,60026438,43,NA
true,3,https://api.elsevier.com/content/author/author_id/6603286216,6603286216,Canudas N.,Canudas,Nieves,N.,true,60026438,43,NA
true,4,https://api.elsevier.com/content/author/author_id/57202235671,57202235671,Bujosa I.,Bujosa,Inexis,I.,true,60026438,43,NA
true,5,https://api.elsevier.com/content/author/author_id/6603709942,6603709942,Urdaneta N.,Urdaneta,Neudo,N.,true,60026438,43,NA
true,1,https://api.elsevier.com/content/author/author_id/56979791700,56979791700,Hernández J.,Hernández,Julio C.Hernández,J.C.H.,true,60024080,44,NA
true,2,https://api.elsevier.com/content/author/author_id/56013690100,56013690100,Chávez C.,Chávez,Cuauhtémoc,C.,true,60112837,44,NA
true,3,https://api.elsevier.com/content/author/author_id/7006096856,7006096856,List R.,List,Rurik,R.,true,60112837,44,NA
true,1,https://api.elsevier.com/content/author/author_id/56450950900,56450950900,Rodríguez-Chaves D.,Rodríguez-Chaves,Daniela,D.,true,112575295,45,NA
true,2,https://api.elsevier.com/content/author/author_id/42660931000,42660931000,Bagnarello-Madrigal V.,Bagnarello-Madrigal,Vanessa,V.,true,112575295,45,NA
true,3,https://api.elsevier.com/content/author/author_id/56565420400,56565420400,Alpizar-Cordero J.,Alpizar-Cordero,Javier,J.,true,112575295,45,NA
true,4,https://api.elsevier.com/content/author/author_id/57202232352,57202232352,Calvo-Vargas A.,Calvo-Vargas,Alonso,A.,true,112575295,45,NA
true,5,https://api.elsevier.com/content/author/author_id/56451099200,56451099200,Cordero-Villalobos M.,Cordero-Villalobos,Maribel,M.,true,112575295,45,NA
true,6,https://api.elsevier.com/content/author/author_id/7003774874,7003774874,Chinchilla-Carmona M.,Chinchilla-Carmona,Misael,M.,true,112575295,45,NA
true,7,https://api.elsevier.com/content/author/author_id/14044349600,14044349600,Valerio-Campos I.,Valerio-Campos,Idalia,I.,true,112575295,45,NA
true,8,https://api.elsevier.com/content/author/author_id/42662010700,42662010700,Porras R.S.,Porras,Ronald Sánchez,R.S.,true,60071929,45,NA
true,1,https://api.elsevier.com/content/author/author_id/57202234284,57202234284,Reyes-Torres L.J.,Reyes-Torres,Limarie J.,L.J.,true,60007027,46,NA
true,2,https://api.elsevier.com/content/author/author_id/7401735232,7401735232,Ramírez A.,Ramírez,Alonso,A.,true,60071503,46,NA
true,1,https://api.elsevier.com/content/author/author_id/57202235419,57202235419,Pérez C.,Pérez,Carlos Andrés Nisperuza,C.A.N.,true,60109397,47,NA
true,2,https://api.elsevier.com/content/author/author_id/57202233155,57202233155,Cantero J.,Cantero,Jaminson Padilla,J.P.,true,60109397,47,NA
true,3,https://api.elsevier.com/content/author/author_id/36810478200,36810478200,Quirós-Rodríguez J.,Quirós-Rodríguez,Jorge A.,J.A.,true,60109397,47,NA
true,1,https://api.elsevier.com/content/author/author_id/6506420620,6506420620,Sánchez-Gonzáles S.,Sánchez-Gonzáles,Sergio,S.,true,60012676,48,NA
true,2,https://api.elsevier.com/content/author/author_id/6602476824,6602476824,Ruiz-Campos G.,Ruiz-Campos,Gorgonio,G.,true,60005618,48,NA
true,3,https://api.elsevier.com/content/author/author_id/57202235048,57202235048,Herrrera-Flores A.,Herrrera-Flores,Alejandro,A.,true,60012676,48,NA
